
"REG_ADM","ANNEE","MOIS","TYPE","NOMBRE"
"05-ESTRIE                        ","2014","01","03 - Nombre d'infractions constatees",47
"09-COTE-NORD                     ","2014","01","03 - Nombre d'infractions constatees",9
"12-CHAUDIERE-APPALACHES          ","2014","01","03 - Nombre d'infractions constatees",39
"04-MAURICIE                      ","2014","01","03 - Nombre d'infractions constatees",11
"03-CAPITALE-NATIONALE            ","2014","01","03 - Nombre d'infractions constatees",77
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","01","03 - Nombre d'infractions constatees",14
"13-LAVAL                         ","2014","01","03 - Nombre d'infractions constatees",53
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","01","03 - Nombre d'infractions constatees",10
"05-ESTRIE                        ","2014","01","07 - Montant des amendes imposees",4000
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","01","07 - Montant des amendes imposees",1500
"16-MONTEREGIE                    ","2014","01","07 - Montant des amendes imposees",34990
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","01","07 - Montant des amendes imposees",750
"15-LAURENTIDES                   ","2014","01","07 - Montant des amendes imposees",998
"03-CAPITALE-NATIONALE            ","2014","01","07 - Montant des amendes imposees",3998
"14-LANAUDIERE                    ","2014","01","07 - Montant des amendes imposees",2998
"07-OUTAOUAIS                     ","2014","01","07 - Montant des amendes imposees",2000
"13-LAVAL                         ","2014","01","07 - Montant des amendes imposees",11498
"17-CENTRE-DU-QUEBEC              ","2014","01","07 - Montant des amendes imposees",500
"09-COTE-NORD                     ","2014","01","08 - Nombre d'echantillons preleves",3
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","01","08 - Nombre d'echantillons preleves",9
"12-CHAUDIERE-APPALACHES          ","2014","01","08 - Nombre d'echantillons preleves",103
"13-LAVAL                         ","2014","01","08 - Nombre d'echantillons preleves",41
"14-LANAUDIERE                    ","2014","01","08 - Nombre d'echantillons preleves",65
"15-LAURENTIDES                   ","2014","01","08 - Nombre d'echantillons preleves",52
"16-MONTEREGIE                    ","2014","01","08 - Nombre d'echantillons preleves",89
"17-CENTRE-DU-QUEBEC              ","2014","01","08 - Nombre d'echantillons preleves",11
"01-BAS-SAINT-LAURENT             ","2014","01","08 - Nombre d'echantillons preleves",59
"03-CAPITALE-NATIONALE            ","2014","01","08 - Nombre d'echantillons preleves",92
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","01","08 - Nombre d'echantillons preleves",14
"04-MAURICIE                      ","2014","01","08 - Nombre d'echantillons preleves",23
"05-ESTRIE                        ","2014","01","08 - Nombre d'echantillons preleves",29
"07-OUTAOUAIS                     ","2014","01","08 - Nombre d'echantillons preleves",72
"08-ABITIBI-TEMISCAMINGUE         ","2014","01","08 - Nombre d'echantillons preleves",3
"16-MONTEREGIE                    ","2014","01","09 - Nombre d'analyses",315
"14-LANAUDIERE                    ","2014","01","09 - Nombre d'analyses",251
"15-LAURENTIDES                   ","2014","01","09 - Nombre d'analyses",186
"07-OUTAOUAIS                     ","2014","01","09 - Nombre d'analyses",269
"05-ESTRIE                        ","2014","01","09 - Nombre d'analyses",107
"04-MAURICIE                      ","2014","01","09 - Nombre d'analyses",80
"12-CHAUDIERE-APPALACHES          ","2014","01","09 - Nombre d'analyses",874
"09-COTE-NORD                     ","2014","01","09 - Nombre d'analyses",8
"03-CAPITALE-NATIONALE            ","2014","01","09 - Nombre d'analyses",497
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","01","09 - Nombre d'analyses",53
"13-LAVAL                         ","2014","01","09 - Nombre d'analyses",146
"08-ABITIBI-TEMISCAMINGUE         ","2014","01","09 - Nombre d'analyses",9
"01-BAS-SAINT-LAURENT             ","2014","01","09 - Nombre d'analyses",170
"17-CENTRE-DU-QUEBEC              ","2014","01","09 - Nombre d'analyses",52
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","01","09 - Nombre d'analyses",35
"15-LAURENTIDES                   ","2014","01","10 - Quantite d'aliments elimines ou confisques (en kg)",50
"14-LANAUDIERE                    ","2014","01","10 - Quantite d'aliments elimines ou confisques (en kg)",12
"13-LAVAL                         ","2014","01","10 - Quantite d'aliments elimines ou confisques (en kg)",60
"12-CHAUDIERE-APPALACHES          ","2014","01","10 - Quantite d'aliments elimines ou confisques (en kg)",29
"09-COTE-NORD                     ","2014","01","10 - Quantite d'aliments elimines ou confisques (en kg)",125
"08-ABITIBI-TEMISCAMINGUE         ","2014","01","10 - Quantite d'aliments elimines ou confisques (en kg)",5
"07-OUTAOUAIS                     ","2014","01","10 - Quantite d'aliments elimines ou confisques (en kg)",1
"05-ESTRIE                        ","2014","01","10 - Quantite d'aliments elimines ou confisques (en kg)",21
"03-CAPITALE-NATIONALE            ","2014","01","10 - Quantite d'aliments elimines ou confisques (en kg)",31
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","01","10 - Quantite d'aliments elimines ou confisques (en kg)",65
"01-BAS-SAINT-LAURENT             ","2014","01","10 - Quantite d'aliments elimines ou confisques (en kg)",61
"17-CENTRE-DU-QUEBEC              ","2014","01","10 - Quantite d'aliments elimines ou confisques (en kg)",1
"16-MONTEREGIE                    ","2014","01","10 - Quantite d'aliments elimines ou confisques (en kg)",56
"16-MONTEREGIE                    ","2014","01","11 - Quantite d'aliments elimines ou confisques (en litres)",96
"15-LAURENTIDES                   ","2014","01","11 - Quantite d'aliments elimines ou confisques (en litres)",61
"01-BAS-SAINT-LAURENT             ","2014","01","11 - Quantite d'aliments elimines ou confisques (en litres)",43
"05-ESTRIE                        ","2014","01","11 - Quantite d'aliments elimines ou confisques (en litres)",16
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","01","11 - Quantite d'aliments elimines ou confisques (en litres)",3
"03-CAPITALE-NATIONALE            ","2014","01","11 - Quantite d'aliments elimines ou confisques (en litres)",4
"04-MAURICIE                      ","2014","01","11 - Quantite d'aliments elimines ou confisques (en litres)",14
"07-OUTAOUAIS                     ","2014","01","11 - Quantite d'aliments elimines ou confisques (en litres)",60
"08-ABITIBI-TEMISCAMINGUE         ","2014","01","11 - Quantite d'aliments elimines ou confisques (en litres)",60
"13-LAVAL                         ","2014","01","11 - Quantite d'aliments elimines ou confisques (en litres)",24
"09-COTE-NORD                     ","2014","01","11 - Quantite d'aliments elimines ou confisques (en litres)",9
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","01","11 - Quantite d'aliments elimines ou confisques (en litres)",60
"17-CENTRE-DU-QUEBEC","2014","01","12 - Nombre de plaintes enregistrees",5
"14-LANAUDIERE","2014","01","12 - Nombre de plaintes enregistrees",19
"08-ABITIBI-TEMISCAMINGUE","2014","01","12 - Nombre de plaintes enregistrees",7
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","01","12 - Nombre de plaintes enregistrees",7
"05-ESTRIE","2014","01","12 - Nombre de plaintes enregistrees",17
"15-LAURENTIDES","2014","01","12 - Nombre de plaintes enregistrees",19
"03-CAPITALE-NATIONALE","2014","01","12 - Nombre de plaintes enregistrees",36
"09-COTE-NORD","2014","01","12 - Nombre de plaintes enregistrees",7
"12-CHAUDIERE-APPALACHES","2014","01","12 - Nombre de plaintes enregistrees",15
"13-LAVAL","2014","01","12 - Nombre de plaintes enregistrees",24
"02-SAGUENAY--LAC-SAINT-JEAN","2014","01","12 - Nombre de plaintes enregistrees",15
"01-BAS-SAINT-LAURENT","2014","01","12 - Nombre de plaintes enregistrees",8
"04-MAURICIE","2014","01","12 - Nombre de plaintes enregistrees",13
"16-MONTEREGIE","2014","01","12 - Nombre de plaintes enregistrees",46
"07-OUTAOUAIS","2014","01","12 - Nombre de plaintes enregistrees",14
"16-MONTEREGIE                    ","2014","01","16 - Nombre d'ordonnances de cesser les operations",1
"01-BAS-SAINT-LAURENT             ","2014","01","23 - Nombre d'avis administratifs emis par la direction",1
"16-MONTEREGIE                    ","2014","01","23 - Nombre d'avis administratifs emis par la direction",2
"17-CENTRE-DU-QUEBEC              ","2014","02","01 - Nombre d'inspections",99
"10-NORD-DU-QUEBEC                ","2014","02","01 - Nombre d'inspections",17
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","02","01 - Nombre d'inspections",33
"12-CHAUDIERE-APPALACHES          ","2014","02","01 - Nombre d'inspections",152
"13-LAVAL                         ","2014","02","01 - Nombre d'inspections",141
"14-LANAUDIERE                    ","2014","02","01 - Nombre d'inspections",108
"15-LAURENTIDES                   ","2014","02","01 - Nombre d'inspections",174
"16-MONTEREGIE                    ","2014","02","01 - Nombre d'inspections",383
"01-BAS-SAINT-LAURENT             ","2014","02","01 - Nombre d'inspections",138
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","02","01 - Nombre d'inspections",131
"03-CAPITALE-NATIONALE            ","2014","02","01 - Nombre d'inspections",254
"04-MAURICIE                      ","2014","02","01 - Nombre d'inspections",107
"05-ESTRIE                        ","2014","02","01 - Nombre d'inspections",221
"07-OUTAOUAIS                     ","2014","02","01 - Nombre d'inspections",112
"08-ABITIBI-TEMISCAMINGUE         ","2014","02","01 - Nombre d'inspections",60
"09-COTE-NORD                     ","2014","02","01 - Nombre d'inspections",23
"08-ABITIBI-TEMISCAMINGUE         ","2014","02","02 - Nombre d'avis de non-conformite",9
"07-OUTAOUAIS                     ","2014","02","02 - Nombre d'avis de non-conformite",16
"09-COTE-NORD                     ","2014","02","02 - Nombre d'avis de non-conformite",4
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","02","02 - Nombre d'avis de non-conformite",3
"12-CHAUDIERE-APPALACHES          ","2014","02","02 - Nombre d'avis de non-conformite",27
"13-LAVAL                         ","2014","02","02 - Nombre d'avis de non-conformite",37
"14-LANAUDIERE                    ","2014","02","02 - Nombre d'avis de non-conformite",19
"15-LAURENTIDES                   ","2014","02","02 - Nombre d'avis de non-conformite",31
"16-MONTEREGIE                    ","2014","02","02 - Nombre d'avis de non-conformite",62
"01-BAS-SAINT-LAURENT             ","2014","02","02 - Nombre d'avis de non-conformite",15
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","02","02 - Nombre d'avis de non-conformite",26
"03-CAPITALE-NATIONALE            ","2014","02","02 - Nombre d'avis de non-conformite",22
"04-MAURICIE                      ","2014","02","02 - Nombre d'avis de non-conformite",17
"05-ESTRIE                        ","2014","02","02 - Nombre d'avis de non-conformite",34
"17-CENTRE-DU-QUEBEC              ","2014","02","02 - Nombre d'avis de non-conformite",12
"07-OUTAOUAIS                     ","2014","02","03 - Nombre d'infractions constatees",27
"08-ABITIBI-TEMISCAMINGUE         ","2014","02","03 - Nombre d'infractions constatees",9
"17-CENTRE-DU-QUEBEC              ","2014","02","03 - Nombre d'infractions constatees",15
"09-COTE-NORD                     ","2014","02","03 - Nombre d'infractions constatees",9
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","02","03 - Nombre d'infractions constatees",3
"12-CHAUDIERE-APPALACHES          ","2014","02","03 - Nombre d'infractions constatees",35
"13-LAVAL                         ","2014","02","03 - Nombre d'infractions constatees",52
"14-LANAUDIERE                    ","2014","02","03 - Nombre d'infractions constatees",28
"15-LAURENTIDES                   ","2014","02","03 - Nombre d'infractions constatees",42
"16-MONTEREGIE                    ","2014","02","03 - Nombre d'infractions constatees",97
"01-BAS-SAINT-LAURENT             ","2014","02","03 - Nombre d'infractions constatees",20
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","02","03 - Nombre d'infractions constatees",31
"03-CAPITALE-NATIONALE            ","2014","02","03 - Nombre d'infractions constatees",31
"04-MAURICIE                      ","2014","02","03 - Nombre d'infractions constatees",19
"05-ESTRIE                        ","2014","02","03 - Nombre d'infractions constatees",54
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","02","07 - Montant des amendes imposees",1000
"12-CHAUDIERE-APPALACHES          ","2014","02","07 - Montant des amendes imposees",500
"13-LAVAL                         ","2014","02","07 - Montant des amendes imposees",500
"07-OUTAOUAIS                     ","2014","02","07 - Montant des amendes imposees",2748
"14-LANAUDIERE                    ","2014","02","07 - Montant des amendes imposees",750
"16-MONTEREGIE                    ","2014","02","07 - Montant des amendes imposees",10500
"05-ESTRIE                        ","2014","02","07 - Montant des amendes imposees",2250
"01-BAS-SAINT-LAURENT             ","2014","02","07 - Montant des amendes imposees",750
"09-COTE-NORD                     ","2014","02","07 - Montant des amendes imposees",1000
"03-CAPITALE-NATIONALE            ","2014","02","07 - Montant des amendes imposees",9248
"08-ABITIBI-TEMISCAMINGUE         ","2014","02","07 - Montant des amendes imposees",2000
"12-CHAUDIERE-APPALACHES          ","2014","02","08 - Nombre d'echantillons preleves",54
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","02","08 - Nombre d'echantillons preleves",2
"10-NORD-DU-QUEBEC                ","2014","02","08 - Nombre d'echantillons preleves",5
"09-COTE-NORD                     ","2014","02","08 - Nombre d'echantillons preleves",4
"17-CENTRE-DU-QUEBEC              ","2014","02","08 - Nombre d'echantillons preleves",14
"08-ABITIBI-TEMISCAMINGUE         ","2014","02","08 - Nombre d'echantillons preleves",17
"07-OUTAOUAIS                     ","2014","02","08 - Nombre d'echantillons preleves",55
"05-ESTRIE                        ","2014","02","08 - Nombre d'echantillons preleves",22
"04-MAURICIE                      ","2014","02","08 - Nombre d'echantillons preleves",15
"03-CAPITALE-NATIONALE            ","2014","02","08 - Nombre d'echantillons preleves",176
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","02","08 - Nombre d'echantillons preleves",26
"01-BAS-SAINT-LAURENT             ","2014","02","08 - Nombre d'echantillons preleves",37
"16-MONTEREGIE                    ","2014","02","08 - Nombre d'echantillons preleves",91
"15-LAURENTIDES                   ","2014","02","08 - Nombre d'echantillons preleves",55
"14-LANAUDIERE                    ","2014","02","08 - Nombre d'echantillons preleves",65
"13-LAVAL                         ","2014","02","08 - Nombre d'echantillons preleves",57
"04-MAURICIE                      ","2014","02","09 - Nombre d'analyses",56
"12-CHAUDIERE-APPALACHES          ","2014","02","09 - Nombre d'analyses",327
"17-CENTRE-DU-QUEBEC              ","2014","02","09 - Nombre d'analyses",59
"03-CAPITALE-NATIONALE            ","2014","02","09 - Nombre d'analyses",1298
"01-BAS-SAINT-LAURENT             ","2014","02","09 - Nombre d'analyses",140
"08-ABITIBI-TEMISCAMINGUE         ","2014","02","09 - Nombre d'analyses",71
"09-COTE-NORD                     ","2014","02","09 - Nombre d'analyses",19
"15-LAURENTIDES                   ","2014","02","09 - Nombre d'analyses",220
"07-OUTAOUAIS                     ","2014","02","09 - Nombre d'analyses",209
"14-LANAUDIERE                    ","2014","02","09 - Nombre d'analyses",219
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","02","09 - Nombre d'analyses",65
"10-NORD-DU-QUEBEC                ","2014","02","09 - Nombre d'analyses",15
"13-LAVAL                         ","2014","02","09 - Nombre d'analyses",214
"05-ESTRIE                        ","2014","02","09 - Nombre d'analyses",86
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","02","09 - Nombre d'analyses",12
"16-MONTEREGIE                    ","2014","02","09 - Nombre d'analyses",336
"17-CENTRE-DU-QUEBEC              ","2014","02","10 - Quantite d'aliments elimines ou confisques (en kg)",30
"09-COTE-NORD                     ","2014","02","10 - Quantite d'aliments elimines ou confisques (en kg)",8
"08-ABITIBI-TEMISCAMINGUE         ","2014","02","10 - Quantite d'aliments elimines ou confisques (en kg)",24
"07-OUTAOUAIS                     ","2014","02","10 - Quantite d'aliments elimines ou confisques (en kg)",2
"05-ESTRIE                        ","2014","02","10 - Quantite d'aliments elimines ou confisques (en kg)",6
"04-MAURICIE                      ","2014","02","10 - Quantite d'aliments elimines ou confisques (en kg)",2
"03-CAPITALE-NATIONALE            ","2014","02","10 - Quantite d'aliments elimines ou confisques (en kg)",17
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","02","10 - Quantite d'aliments elimines ou confisques (en kg)",25
"01-BAS-SAINT-LAURENT             ","2014","02","10 - Quantite d'aliments elimines ou confisques (en kg)",11
"16-MONTEREGIE                    ","2014","02","10 - Quantite d'aliments elimines ou confisques (en kg)",130
"15-LAURENTIDES                   ","2014","02","10 - Quantite d'aliments elimines ou confisques (en kg)",1040
"14-LANAUDIERE                    ","2014","02","10 - Quantite d'aliments elimines ou confisques (en kg)",3
"12-CHAUDIERE-APPALACHES          ","2014","02","10 - Quantite d'aliments elimines ou confisques (en kg)",28
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","02","10 - Quantite d'aliments elimines ou confisques (en kg)",1
"07-OUTAOUAIS                     ","2014","02","11 - Quantite d'aliments elimines ou confisques (en litres)",6
"15-LAURENTIDES                   ","2014","02","11 - Quantite d'aliments elimines ou confisques (en litres)",11
"09-COTE-NORD                     ","2014","02","11 - Quantite d'aliments elimines ou confisques (en litres)",8
"03-CAPITALE-NATIONALE            ","2014","02","11 - Quantite d'aliments elimines ou confisques (en litres)",17
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","02","11 - Quantite d'aliments elimines ou confisques (en litres)",250
"12-CHAUDIERE-APPALACHES          ","2014","02","11 - Quantite d'aliments elimines ou confisques (en litres)",19
"08-ABITIBI-TEMISCAMINGUE         ","2014","02","11 - Quantite d'aliments elimines ou confisques (en litres)",227
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","02","11 - Quantite d'aliments elimines ou confisques (en litres)",31
"01-BAS-SAINT-LAURENT             ","2014","02","11 - Quantite d'aliments elimines ou confisques (en litres)",3
"05-ESTRIE                        ","2014","02","11 - Quantite d'aliments elimines ou confisques (en litres)",14
"16-MONTEREGIE                    ","2014","02","11 - Quantite d'aliments elimines ou confisques (en litres)",147
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","02","12 - Nombre de plaintes enregistrees",3
"09-COTE-NORD","2014","02","12 - Nombre de plaintes enregistrees",2
"04-MAURICIE","2014","02","12 - Nombre de plaintes enregistrees",12
"16-MONTEREGIE","2014","02","12 - Nombre de plaintes enregistrees",69
"15-LAURENTIDES","2014","02","12 - Nombre de plaintes enregistrees",35
"05-ESTRIE","2014","02","12 - Nombre de plaintes enregistrees",20
"07-OUTAOUAIS","2014","02","12 - Nombre de plaintes enregistrees",15
"02-SAGUENAY--LAC-SAINT-JEAN","2014","02","12 - Nombre de plaintes enregistrees",10
"01-BAS-SAINT-LAURENT","2014","02","12 - Nombre de plaintes enregistrees",14
"12-CHAUDIERE-APPALACHES","2014","02","12 - Nombre de plaintes enregistrees",14
"13-LAVAL","2014","02","12 - Nombre de plaintes enregistrees",13
"17-CENTRE-DU-QUEBEC","2014","02","12 - Nombre de plaintes enregistrees",13
"03-CAPITALE-NATIONALE","2014","02","12 - Nombre de plaintes enregistrees",35
"14-LANAUDIERE","2014","02","12 - Nombre de plaintes enregistrees",18
"08-ABITIBI-TEMISCAMINGUE","2014","02","12 - Nombre de plaintes enregistrees",5
"16-MONTEREGIE                    ","2014","02","18 - Nombre de suspensions de permis",1
"09-COTE-NORD                     ","2014","02","23 - Nombre d'avis administratifs emis par la direction",1
"04-MAURICIE                      ","2014","02","23 - Nombre d'avis administratifs emis par la direction",1
"14-LANAUDIERE                    ","2014","02","23 - Nombre d'avis administratifs emis par la direction",2
"10-NORD-DU-QUEBEC                ","2014","02","23 - Nombre d'avis administratifs emis par la direction",1
"10-NORD-DU-QUEBEC                ","2014","03","01 - Nombre d'inspections",4
"09-COTE-NORD                     ","2014","03","01 - Nombre d'inspections",39
"12-CHAUDIERE-APPALACHES          ","2014","03","01 - Nombre d'inspections",143
"13-LAVAL                         ","2014","03","01 - Nombre d'inspections",124
"14-LANAUDIERE                    ","2014","03","01 - Nombre d'inspections",177
"15-LAURENTIDES                   ","2014","03","01 - Nombre d'inspections",170
"16-MONTEREGIE                    ","2014","03","01 - Nombre d'inspections",383
"17-CENTRE-DU-QUEBEC              ","2014","03","01 - Nombre d'inspections",73
"01-BAS-SAINT-LAURENT             ","2014","03","01 - Nombre d'inspections",77
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","03","01 - Nombre d'inspections",93
"03-CAPITALE-NATIONALE            ","2014","03","01 - Nombre d'inspections",208
"04-MAURICIE                      ","2014","03","01 - Nombre d'inspections",88
"05-ESTRIE                        ","2014","03","01 - Nombre d'inspections",181
"07-OUTAOUAIS                     ","2014","03","01 - Nombre d'inspections",157
"08-ABITIBI-TEMISCAMINGUE         ","2014","03","01 - Nombre d'inspections",41
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","03","01 - Nombre d'inspections",13
"10-NORD-DU-QUEBEC                ","2014","03","02 - Nombre d'avis de non-conformite",1
"09-COTE-NORD                     ","2014","03","02 - Nombre d'avis de non-conformite",9
"12-CHAUDIERE-APPALACHES          ","2014","03","02 - Nombre d'avis de non-conformite",13
"13-LAVAL                         ","2014","03","02 - Nombre d'avis de non-conformite",23
"14-LANAUDIERE                    ","2014","03","02 - Nombre d'avis de non-conformite",26
"15-LAURENTIDES                   ","2014","03","02 - Nombre d'avis de non-conformite",40
"16-MONTEREGIE                    ","2014","03","02 - Nombre d'avis de non-conformite",45
"17-CENTRE-DU-QUEBEC              ","2014","03","02 - Nombre d'avis de non-conformite",2
"01-BAS-SAINT-LAURENT             ","2014","03","02 - Nombre d'avis de non-conformite",6
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","03","02 - Nombre d'avis de non-conformite",16
"03-CAPITALE-NATIONALE            ","2014","03","02 - Nombre d'avis de non-conformite",18
"04-MAURICIE                      ","2014","03","02 - Nombre d'avis de non-conformite",5
"05-ESTRIE                        ","2014","03","02 - Nombre d'avis de non-conformite",14
"07-OUTAOUAIS                     ","2014","03","02 - Nombre d'avis de non-conformite",33
"08-ABITIBI-TEMISCAMINGUE         ","2014","03","02 - Nombre d'avis de non-conformite",10
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","03","02 - Nombre d'avis de non-conformite",3
"10-NORD-DU-QUEBEC                ","2014","03","03 - Nombre d'infractions constatees",2
"09-COTE-NORD                     ","2014","03","03 - Nombre d'infractions constatees",15
"12-CHAUDIERE-APPALACHES          ","2014","03","03 - Nombre d'infractions constatees",15
"13-LAVAL                         ","2014","03","03 - Nombre d'infractions constatees",30
"14-LANAUDIERE                    ","2014","03","03 - Nombre d'infractions constatees",33
"15-LAURENTIDES                   ","2014","03","03 - Nombre d'infractions constatees",52
"16-MONTEREGIE                    ","2014","03","03 - Nombre d'infractions constatees",61
"17-CENTRE-DU-QUEBEC              ","2014","03","03 - Nombre d'infractions constatees",2
"01-BAS-SAINT-LAURENT             ","2014","03","03 - Nombre d'infractions constatees",7
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","03","03 - Nombre d'infractions constatees",18
"03-CAPITALE-NATIONALE            ","2014","03","03 - Nombre d'infractions constatees",27
"04-MAURICIE                      ","2014","03","03 - Nombre d'infractions constatees",6
"05-ESTRIE                        ","2014","03","03 - Nombre d'infractions constatees",14
"07-OUTAOUAIS                     ","2014","03","03 - Nombre d'infractions constatees",45
"08-ABITIBI-TEMISCAMINGUE         ","2014","03","03 - Nombre d'infractions constatees",20
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","03","03 - Nombre d'infractions constatees",4
"10-NORD-DU-QUEBEC                ","2014","03","07 - Montant des amendes imposees",750
"09-COTE-NORD                     ","2014","03","07 - Montant des amendes imposees",2750
"13-LAVAL                         ","2014","03","07 - Montant des amendes imposees",8996
"14-LANAUDIERE                    ","2014","03","07 - Montant des amendes imposees",18250
"15-LAURENTIDES                   ","2014","03","07 - Montant des amendes imposees",4996
"16-MONTEREGIE                    ","2014","03","07 - Montant des amendes imposees",4000
"17-CENTRE-DU-QUEBEC              ","2014","03","07 - Montant des amendes imposees",2000
"01-BAS-SAINT-LAURENT             ","2014","03","07 - Montant des amendes imposees",1000
"02-SAGUENAY--LAC-SAINT-JEAN      ","2014","03","07 - Montant des amendes imposees",2500
"03-CAPITALE-NATIONALE            ","2014","03","07 - Montant des amendes imposees",6248
"04-MAURICIE                      ","2014","03","07 - Montant des amendes imposees",8000
"05-ESTRIE                        ","2014","03","07 - Montant des amendes imposees",7000
"07-OUTAOUAIS                     ","2014","03","07 - Montant des amendes imposees",7250
"08-ABITIBI-TEMISCAMINGUE         ","2014","03","07 - Montant des amendes imposees",2250
"12-CHAUDIERE-APPALACHES          ","2014","03","07 - Montant des amendes imposees",2750
"11-GASPESIE--ILES-DE-LA-MADELEINE","2014","03","08 - Nombre d'echantillons preleves",2
"09-COTE-NORD                     ","2014","03","08 - Nombre d'echantillons preleves",12
"13-LAVAL                         ","2014","03","08 - Nombre d'echantillons preleves",62
"14-LANAUDIERE                    ","2014","03","08 - Nombre d'echantillons preleves",76
"15-LAURENTIDES                   ","2014","03","08 - Nombre d'echantillons preleves",64
