MUNID|MAT_CAT|MAT_NOM|TYPE_COL|DESC_COL|INFO
43027|Autre|Mégots et cendres de cigarettes|D|Bac pour les déchets|
43027|Autre|Sacs d'aspirateur|D|Bac pour les déchets|Et leurs contenu
43027|Autre|Sièges d'auto pour enfants|D|Bac pour les déchets ou Collectes spéciales|Losque trop gros pour le bac noir, collecte spéciale
43027|Autre|Tapis, moquette|D|Bac pour les déchets ou Collectes spéciales|
43027|Autre|Matériaux isolants|D|Bac pour les déchets|
43027|Autre|Aérosols|O|Apporter aux écocentres ou collecte de résidus domestiques dangereux|
43027|Autre|Batteries d'auto|O|Apporter aux écocentres|
43027|Autre|Décapant|O|Apporter aux écocentres ou collecte de résidus domestiques dangereux|
43027|Autre|Matières dangereuses|O|Apporter aux écocentres ou collecte de résidus domestiques dangereux|
43027|Autre|Contenants dhuile à moteur|O|Apporter aux écocentres|
43027|Autre|Contenants de térébenthine|O|Apporter aux écocentres|
43027|Autre|Contenants d'essence|O|Apporter aux écocentres|
43027|Autre|Contenants de produits dangereux|O|Apporter aux écocentres|
43027|Autre|Styromousse|O|Apporter aux écocentres|Ex. : barquettes de viande, emballages, résidus de construction, etc.
43027|Autre|Ampoules électriques|O|Apporter aux écocentres|
43027|Autre|Bois et branches|O|Apporter aux écocentres|Écocentre ou collecte spéciale de bois
43027|Autre|Pneus d'automobile ou de vélo|O|Apporter aux écocentres|Sans jante
43027|Autre|Bois de construction|O|Apporter aux écocentres|Naturel, traité ou peint
43027|Autre|Bardeaux|O|Apporter aux écocentres ou Collectes spéciales|
43027|Autre|Gyspse|O|Apporter aux écocentres|
43027|Autre|Portes|O|Apporter aux écocentres ou Collectes spéciales|
43027|Autre|Fenêtres|O|Apporter aux écocentres ou Collectes spéciales|
43027|Autre|Matériaux de construction|O|Apporter aux écocentres|Dimension maximale de 1,2 m sur 2,4 m (4 pi sur 8 pi).
43027|Autre|Toilettes|O|Apporter aux écocentres ou Collectes spéciales|
43027|Autre|Éviers en porcelaine,|O|Apporter aux écocentres ou Collectes spéciales|
43027|Autre|Pesticides|O|Apporter aux écocentres|
43027|Autre|Gravier de rue|O|Apporter aux écocentres|
43027|Autre|Pierres|O|Apporter aux écocentres|
43027|Autre|Roches|O|Apporter aux écocentres|
43027|Autre|Tourbe|O|Apporter aux écocentres ou Compost - Bac brun|
43027|Autre|Gazon|O|Apporter aux écocentres ou Compost - Bac brun|Le gazon est accepté trois fois par année seulement. Ensuite, il est refusé.
43027|Autre|Béton|O|Apporter aux écocentres|
43027|Autre|Briques|O|Apporter aux écocentres|
43027|Autre|Asphalte|O|Apporter aux écocentres|
43027|Autre|Imprimante|O|Apporter aux écocentres|
43027|Autre|Photocopieur|O|Apporter aux écocentres|
43027|Autre|Télécopieurs|O|Apporter aux écocentres|
43027|Autre|Téléviseurs|O|Apporter aux écocentres|
43027|Autre|Radio|O|Apporter aux écocentres|
43027|Autre|Cartouches|O|Apporter aux écocentres|
43027|Autre|Lecteurs|O|Apporter aux écocentres|Vhs. CD, DVD
43027|Autre|Téléphonnes|O|Apporter aux écocentres|
43027|Autre|Cellulaires|O|Apporter aux écocentres|
43027|Autre|Appareils photos|O|Apporter aux écocentres|Et leurs boîtiers
43027|Autre|Piles |O|Apporter aux écocentres|Couvrir les pôles à l'aide de papier isolant (comme du ruban électique).
43027|Autre|Médicaments périmés|A|Autres - Matières spécifiques|Rapporter à la pharmacie
43027|Autre|Munitions|A|Autres - Matières spécifiques|Rendez-vous à la Sûreté du Québec.
43027|Autre|Pneus avec jantes|A|Autres - Matières spécifiques|Rendez-vous dans un garage.
43027|Autre|Pneus de véhicules Autre quautomobiles|A|Autres - Matières spécifiques|Rendez-vous dans un garage spécialisé.
43027|Autre|Résidus dangereux dorigine commerciale ou industrielle|A|Autres - Matières spécifiques|Communiquez avec : Véolia Environnement, au 819 822-1820 ou FEC Technologie, au 819 843-3550 ou J. Beauclair Métal Environnement, au 819 820-5078.
43027|Métal|Moustiquaires|D|Bac pour les déchets|
43027|Métal|Petit objets en métal|D|Bac pour les déchets|Moins de 5 cm ou 2 po.
43027|Métal|Tubulure dérablière|D|Bac pour les déchets|Point de dépôt le plus près à l'écocentre régionale de Bury
43027|Métal|Ustensiles|D|Bac pour les déchets|
43027|Métal|Cintres|O|Apporter aux écocentres|En métal - écocentre, en plastique - Comptoirs vestimentaires, friperies
43027|Métal|Fils|O|Apporter aux écocentres|
43027|Métal|Câbles|O|Apporter aux écocentres|
43027|Métal|Corde à linge|O|Apporter aux écocentres|
43027|Métal|Broches en métal|O|Apporter aux écocentres|
43027|Métal|Contenants de peinture|O|Apporter aux écocentres ou collecte de résidus domestiques dangereux|
43027|Métal|Fils électriques|O|Apporter aux écocentres|
43027|Métal|Pièces de métal de plus de |O|Apporter aux écocentres|2 kg (4,4 lbs), longueur min. : 5 cm (2 po), longueur max. : 60 cm (24 po).
43027|Métal|Aluminium|O|Apporter aux écocentres ou Bac de récupération|
43027|Métal|Papier daluminium|R|Bac de récupération|Regrouper dans une boule compacte - De préférence propre
43027|Métal|Boîtes de conserve|R|Bac de récupération|Les étiquettes peuvent être laissées sur les boîtes de conserve. Rincer les contenants.
43027|Métal|Cannettes daluminium|R|Bac de récupération|Rincer les contenants.
43027|Métal|Couvercles de métal|R|Bac de récupération|
43027|Métal|Assiettes daluminium|R|Bac de récupération|De préférence propre
43027|Métal|Casseroles en métal|O|Apporter aux écocentres|
43027|Métal|Grille-pain|O|Apporter aux écocentres|Sans le cordon d'alimentation électrique
43027|Métal|Petits appareils électriques|O|Apporter aux écocentres|Sans le cordon d'alimentation électrique
43027|Métal|Pièces de métal|R|Bac de récupération|Poids max : 2 kg (4,4 lbs), longueur min. : 5 cm (2 po), longueur max. : 60 cm (24 po).
43027|Organique|Aliments périmés (sans emballage)|C|Compost - Bac brun|
43027|Organique|Café moulu et filtres|C|Compost - Bac brun|
43027|Organique|Sachets de thé|C|Compost - Bac brun|
43027|Organique|Épis de maïs|C|Compost - Bac brun|
43027|Organique|Friandises et desserts|C|Compost - Bac brun|Excepté la gomme à mâcher
43027|Organique|Fruits et légumes|C|Compost - Bac brun|
43027|Organique|Matières grasses|C|Compost - Bac brun|Excepté les huiles à cuisson qui doivent aller à l'Écocentre
43027|Organique|OEufs et leurs coquilles|C|Compost - Bac brun|
43027|Organique|Pâtes alimentaires|C|Compost - Bac brun|
43027|Organique|Pains|C|Compost - Bac brun|
43027|Organique|Céréales|C|Compost - Bac brun|
43027|Organique|Produits laitiers|C|Compost - Bac brun|
43027|Organique|Reste de repas|C|Compost - Bac brun|
43027|Organique|Viande|C|Compost - Bac brun|Comprenant les os, la peau, les graisses et les entrailles
43027|Organique|Volaille|C|Compost - Bac brun|Comprenant les os, la peau, les graisses et les entrailles
43027|Organique|Poisson et fruits de mer|C|Compost - Bac brun|Comprenant les os, la peau, les graisses et les entrailles
43027|Organique|Branches et petites racines non attachées|C|Compost - Bac brun|Dune longueur maximale de 60 cm dune longueur maximale de 60 cm
43027|Organique|Bran de scie|C|Compost - Bac brun|
43027|Organique|Copeaux|C|Compost - Bac brun|
43027|Organique|Écorces|C|Compost - Bac brun|
43027|Organique|Fleurs|C|Compost - Bac brun|
43027|Organique|Plantes et Autre résidus végétaux|C|Compost - Bac brun|Aiguilles de conifères, retailles de haie, mauvaises herbes, etc.
43027|Organique|Herbe coupée et chaume|C|Compost - Bac brun|
43027|Organique|Plantes dintérieur incluant le terreau d'empotage|C|Compost - Bac brun|
43027|Organique|Cendres froides|C|Compost - Bac brun|Éteintes depuis au moins sept jours
43027|Organique|Cheveux|C|Compost - Bac brun|
43027|Organique|Poils danimaux|C|Compost - Bac brun|
43027|Organique|Plumes|C|Compost - Bac brun|
43027|Organique|Litières et excréments danimaux domestiques|C|Compost - Bac brun|
43027|Organique|Gomme   à mâcher|D|Bac pour les déchets|
43027|Organique|Feuilles mortes|S|Collectes spéciales|Priorité sur l'herbiciclage, ensuite :Écocentre, bac brun pour les matières Organique ou collecte spéciale des feuilles mortes
43027|Organique|Terre|O|Apporter aux écocentres|Non contaminée.
43027|Organique|Sapins naturels|S|Collectes spéciales|Ne couvrez pas votre sapin dune housse de plastique. Enlevez toutes les décorations.
43027|Organique|Animaux morts|A|Autres - Matières spécifiques|Communiquez avec Cremanimo, au 819 347-3434 ou avec Récupération Maillé, au 819 847-4907.
43027|Organique|Tailles de haies de cèdres en grande quantité|A|Autres - Matières spécifiques|Communiquez avec Récupérateur de tailles de cèdre, au 819 875-3027.
43027|Organique|Terre contaminée|A|Autres - Matières spécifiques|Communiquez avec GSI Environnement, au 819 829-0101.
43027|Papier et carton|Papier essuie-tout|C|Compost - Bac brun|
43027|Papier et carton|Papier mouchoir|C|Compost - Bac brun|
43027|Papier et carton|Papier et carton souillés|C|Compost - Bac brun|Souillés daliments, de graisse, dhuile, de peinture, etc.
43027|Papier et carton|Boîtes de livraison de repas en carton|C|Compost - Bac brun|Si non souillés, bac de recyclage. 
43027|Papier et carton|Papiers essuie-mains|C|Compost - Bac brun|
43027|Papier et carton|Serviettes de table|C|Compost - Bac brun|
43027|Papier et carton|Boîtes de jus congelé|D|Bac pour les déchets|
43027|Papier et carton|Carton ciré|D|Bac pour les déchets|Boîtes et assiettes de repas congelé, boîtes de crème glacée, etc.
43027|Papier et carton|Contenants en carton enduit daluminium ou de plastique|D|Bac pour les déchets|Ex.: boîtes de cacao ou darachides, croustilles ou chips Pringles, etc.
43027|Papier et carton|Papier carbone|D|Bac pour les déchets|
43027|Papier et carton|Papier ciré|C|Compost - Bac brun|
43027|Papier et carton|Papier photo|D|Bac pour les déchets|
43027|Papier et carton|Verre en carton pour le café et Autre boissons|D|Bac pour les déchets|Multicouches
43027|Papier et carton|Boîtes de carton pour aliments et repas congelés|D|Bac pour les déchets|
43027|Papier et carton|Cartons de crème glacée|D|Bac pour les déchets|
43027|Papier et carton|Boîtes daliments congelés (non cirés)|R|Bac de récupération|
43027|Papier et carton|Cartons à jus à intérieur daluminium  (Tetra Pack)|R|Bac de récupération|
43027|Papier et carton|Cartons de lait|R|Bac de récupération|
43027|Papier et carton|Cartons de jus|R|Bac de récupération|Sans la paille
43027|Papier et carton|Journaux|R|Bac de récupération|
43027|Papier et carton|Magazines|R|Bac de récupération|
43027|Papier et carton|Feuillets publicitaires|R|Bac de récupération|Retirer les circulaires et les journaux du Publi-Sac
43027|Papier et carton|Livres|R|Bac de récupération|Prévilégier le réemploi ou le don si en bon état, enlever le couvercle si plastifié
43027|Papier et carton|Papier déchiqueté|R|Bac de récupération|Regroupé dans un sac transparent et noué.
43027|Papier et carton|Papier|R|Bac de récupération|
43027|Papier et carton|Sacs bruns|R|Bac de récupération|Utilisez le bac brun pour le papier et le carton souillés.
43027|Papier et carton|Boîtes de carton ondulé|R|Bac de récupération|Grandeur maximum : 60 cm sur 90 cm ou 2 pi sur 3 pi.
43027|Papier et carton|Carton plat|R|Bac de récupération|Grandeur maximum : 60 cm sur 90 cm ou 2 pi sur 3 pi.
43027|Papier et carton|Boîtes de savon à lessive|R|Bac de récupération|
43027|Papier et carton|Carton ondulé à lintérieur emballages de biscuits|R|Bac de récupération|
43027|Papier et carton|Boîtes à boire|R|Bac de récupération|
43027|Papier et carton|Cartons de jus en portion individuelle|R|Bac de récupération|
43027|Papier et carton|Bottins téléphoniques|R|Bac de récupération|
43027|Papier et carton|Nappes en papier non souillées|R|Bac de récupération|
43027|Papier et carton|Papier à lettres|R|Bac de récupération|
43027|Papier et carton|Enveloppes|R|Bac de récupération|
43027|Papier et carton|Papier demballage de papier à photocopie|R|Bac de récupération|
43027|Papier et carton|Papier demballages cadeaux (non métallique)|R|Bac de récupération|
43027|Papier et carton|Papier de soie|R|Bac de récupération|
43027|Papier et carton|Papier brun|R|Bac de récupération|Utilisez le bac brun pour le papier souillé
43027|Papier et carton|Boîtes de carton de déménagement|S|Collectes spéciales|Ou écocentre. Défaites les boîtes et empilez-les à côté des bacs roulants. Respectez les dimensions maximales de 90 cm sur 90 cm (3 pi sur 3 pi).
43027|Plastique|Sacs compostables, si certifiés BNQ ou BPI|C|Compost - Bac brun|
43027|Plastique|Bâches de plastique tissé|D|Bac pour les déchets|
43027|Plastique|Filets doignons ou doranges|D|Bac pour les déchets|
43027|Plastique|Nappes en vinyle|D|Bac pour les déchets|
43027|Plastique|Sacs de plastique souillés|D|Bac pour les déchets|
43027|Plastique|Pellicules souillées|D|Bac pour les déchets|
43027|Plastique|Toiles de piscine|S|Collectes spéciales|
43027|Plastique|Articles de vinyle|D|Bac pour les déchets|
43027|Plastique|Assiettes en plastique|D|Bac pour les déchets|
43027|Plastique|Ustensiles en plastique|D|Bac pour les déchets|
43027|Plastique|Cartables|D|Bac pour les déchets|
43027|Plastique|Chaises et tables de patio (PVC)|D|Bac pour les déchets|
43027|Plastique|Cintres en plastique|D|Bac pour les déchets|Prioriser le réemploi! 
43027|Plastique|Emballages moulés|D|Bac pour les déchets|Ceux quon doit ouvrir avec des ciseaux pour dégager lobjet acheté
43027|Plastique|Pailles en plastique|D|Bac pour les déchets|
43027|Plastique|Plastique dordinateur ou autre appareil en plastique|D|Bac pour les déchets|
43027|Plastique|Sapins artificiels|D|Bac pour les déchets|
43027|Plastique|Stores|S|Collectes spéciales|
43027|Plastique|Tuyaux de plomberie rigides ou souples|D|Bac pour les déchets|Ex. : carlon, PVC, etc.
43027|Plastique|Plastique sans logo de recyclage|D|Bac pour les déchets|
43027|Plastique|Sacs de plastique biodégradables|D|Bac pour les déchets|
43027|Plastique|Sacs de plastique oxobiodégradables|D|Bac pour les déchets|
43027|Plastique|Contenants de plastique portant le numéro 6|O|Apporter aux écocentres|Ex.: polystyrène et styromousse
43027|Plastique|Cordes de nylon|O|Apporter aux écocentres|
43027|Plastique|Ordinateur|O|Apporter aux écocentres|Moniteurs, tours, claviers et souris
43027|Plastique|CD|O|Apporter aux écocentres|Et leurs boîtiers
43027|Plastique|DVD|O|Apporter aux écocentres|
43027|Plastique|Emballages|R|Bac de récupération|À vérifier pour les différents embalages possibles
43027|Plastique|Pellicules de plastique propres,ensachés|R|Bac de récupération|Ex. : emballages de fromage, de papier de toilette, Saran wrap, etc.
43027|Plastique|Sacs dépicerie|R|Bac de récupération|Ensacher tous les plastiques souples dans un sac en plastique souple noué
43027|Plastique|Sacs de magasinage|R|Bac de récupération|Ensacher tous les plastiques souples dans un sac en plastique souple noué
43027|Plastique|Sacs de lait|R|Bac de récupération|Ensacher tous les plastiques souples dans un sac en plastique souple noué
43027|Plastique|Sacs de pain|R|Bac de récupération|Ensacher tous les plastiques souples dans un sac en plastique souple noué
43027|Plastique|Nappes en plastique à usage unique|R|Bac de récupération|Nettoyées (mais pas celles en vinyle)
43027|Plastique|Papier bulle pour emballage|R|Bac de récupération|Ensacher tous les plastiques souples dans un sac en plastique souple noué
43027|Plastique|Polythène propre|R|Bac de récupération|Exempt de peinture ou dhuile
43027|Plastique|Sacs à sandwich|R|Bac de récupération|Ensacher tous les plastiques souples dans un sac en plastique souple noué
43027|Plastique|Jouets de plastique sans aucune pièce de métal|O|Apporter aux écocentres|
43027|Plastique|Tous les articles de plastique |R|Bac de récupération|Portant à lintérieur dun triangle,  les chiffres 1 à 7 (sauf le numéro 6)
43027|Plastique|Contenants de produits alimentaires|R|Bac de récupération|Portant à lintérieur dun triangle,  les chiffres 1 à 7 (sauf le numéro 6)
43027|Plastique|Contenants de produits ménagers|R|Bac de récupération|Portant à lintérieur dun triangle,  les chiffres 1 à 7 (sauf le numéro 6)
43027|Plastique|Contenants de produits cosmétiques|R|Bac de récupération|Portant à lintérieur dun triangle,  les chiffres 1 à 7 (sauf le numéro 6)
43027|Plastique|Bouteilles en plastique|R|Bac de récupération|Laisser les bouchons en plastique sur leur bouteilles, Portant à lintérieur dun triangle,  les chiffres 1 à 7 (sauf le numéro 6)
43027|Plastique|Couvercles en plastique|R|Bac de récupération|Laisser les bouchons en plastique sur leur bouteilles
43027|Plastique|Seaux en plastique propres|R|Bac de récupération|Portant à lintérieur dun triangle,  les chiffres 1 à 7 (sauf le numéro 6)
43027|Verre|Vaisselle compostable|C|Compost - Bac brun|En fécule de maïs par exemple, certifiée BNQ ou BPI
43027|Verre|Fibre de verre|D|Bac pour les déchets|
43027|Verre|Miroirs|D|Bac pour les déchets|
43027|Verre|Pyrex|D|Bac pour les déchets|
43027|Verre|Verre à boire|D|Bac pour les déchets|
43027|Verre|Vitre (verre plat)|D|Bac pour les déchets|
43027|Verre|Miroirs|O|Apporter aux écocentres|
43027|Verre|Bouteilles en verre clair ou de couleur|R|Bac de récupération|Avec ou sans étiquettes. Récupérez le couvercle séparément. Rincer les contenants.
43027|Verre|Pots|R|Bac de récupération|Avec ou sans étiquettes. Récupérez le couvercle séparément. Rincer les contenants.
43027|Verre|Flacons|R|Bac de récupération|Avec ou sans étiquettes. Récupérez le couvercle séparément. Rincer les contenants.
