"VILLE DE MONTRÉAL  ";;;;;;
"Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce";;;;;;
"Listes des bons de commandes approuvés pour janvier 2021";;;;;;
;;;;;;"3 933,92 $"
"Carrier, Raymond";1443202;"2021-01-19";"Biblio RPL Ltée";;"Articles de papeterie";"679,42 $"
;1452314;"2021-01-19";;;"Articles de papeterie";"166,67 $"
;1452892;"2021-01-21";;;"Articles de papeterie";"2 624,69 $"
;1452882;"2021-01-21";"Brault & Bouthillier Ltée";;"Matériel de jeu et loisir";"1 049,87 $"
;1452900;"2021-01-21";"Carr McLean Limited";;"Articles et accessoires, équipement de bureau";"1 154,86 $"
;1450746;"2021-01-12";"Flexiseel Canada";;"Ordinateur et accessoires";"427,67 $"
;1452737;"2021-01-20";"Lamcom Technologies Inc.";;"Service d'infographie et de graphisme";"2 344,08 $"
;1453057;"2021-01-21";"Les distributions Pierre Larochelle Inc.";;"Fournitures de classement et de rangement";"2 624,69 $"
;1452743;"2021-01-20";"L & L Impression";;"Service d'impression";"215,22 $"
;1452290;"2021-01-19";"Maheu & Maheu Inc.";;"Service d'extermination et de fumigation";"1 070,87 $"
;1450730;"2021-01-12";"Orsini Entreprise";;"Service de déneigement pour la bibliothèque Côte-des-Neiges hiver 2019-2020";"1 889,77 $"
;1453755;"2021-01-26";;;"Service de déneigement pour la bibliothèque Côte-des-Neiges - premier trimestre hiver 2020-2021";"944,89 $"
;1453757;"2021-01-26";"Piano Esmonde White";;"Équipement de scène";"682,42 $"
;1452288;"2021-01-19";"Planterra Ltée";;"Service d'entretien des plantes pour le Centre culturel Notre-Dame-de-Grâce et la bibliothèque Benny";"2 494,50 $"
;1450740;"2021-01-12";"Quincaillerie Côte-des-Neiges";;"Équipement d'entretien manuel";"524,94 $"
;1452908;"2021-01-21";"R.M. Leduc & cie Inc.";;"Articles, accessoires et équipement de bureau";"2 099,75 $"
;1452871;"2021-01-21";"Rouleaux de papier & rubans J.L. Inc.";;"Articles de papeterie";"1 574,81 $"
;1453882;"2021-01-26";"Technologies Stay connected Inc.";;"Réparation et entretien d'ordinateurs et d'accessoire";"2 721,27 $"
;1395102;"2021-01-19";"U-HAUL compagnie Canada Ltée";;"Service d'entreposage";"3 206,68 $"
;1452911;"2021-01-21";"Uline Canada Corp.";;"Équipement et fourniture d'emballage et d'entreposage";"2 309,72 $"
;1452292;"2021-01-19";"Videotron Ltée";;"Service d'accès internet, ligne téléinformatique";"925,23 $"
;1452340;"2021-01-19";;;"Service d'accès internet, ligne téléinformatique";"969,43 $"
;1452914;"2021-01-21";"Voxel Factory Inc.";;"Articles, accessoires et équipement de bureau";"1 259,85 $"
;;;;;;"33 961,30 $"
"Desjardins, Steve";1453993;"2021-01-26";"Globex courrier express international Inc.";1302177;"Service postal, messagerie";"419,95 $"
;1454008;"2021-01-26";"L'Empreinte imprimerie Inc.";;"Service d'impression";"724,42 $"
;1450706;"2021-01-12";;;"Service de formation en développement interpersonnel et relationnel";"1 175,86 $"
;1454002;"2021-01-26";"Les Industries Poly Inc.";;"Service de reprographie";"2 099,75 $"
;1453990;"2021-01-26";"Paris, Ladouceur & associés Inc.";1438947;"Évaluateurs agréés";"2 204,74 $"
;1452739;"2021-01-29";"Telus Mobilité";1408829;"Frais mensuels téléphonie cellulaire";"2 099,75 $"
;;;;;;"8 724,47 $"
"Gaudreault, Guylaine";1454557;"2021-01-28";"Édifice 5160, boulevard Décarie Inc.";;"Frais de stationnement";"16 006,39 $"
;1449190;"2021-01-05";"G & L Thivierge Inc.";;"Ingénieur en gestion de projet";"13 511,89 $"
;1452731;"2021-01-29";"Telus Mobilité";1408829;"Frais mensuels téléphonie cellulaire";"3 149,62 $"
;;;;;;"32 667,90 $"
"Gaudreault, Sonia";1393467;"2021-01-11";"Discount location d'autos et de camions";;"Location d'automobile, camionnette et fourgonnette";"926,03 $"
;1453574;"2021-01-25";;1407595;"Location d'automobile, camionnette et fourgonnette";"11 112,51 $"
;1452284;"2021-01-19";"Rogers Communications Canada Inc.";1137408;"Frais mensuels téléphonie cellulaire";"5 039,40 $"
;1453886;"2021-01-26";"Solutions de contrôle et de sécurité CS Inc.";;"Logiciel et progiciel";"9 700,85 $"
;1452745;"2021-01-20";"Techonologies stay connected Inc.";;"Logiciel et progiciel";"11 721,85 $"
;1410575;"2021-01-06";"Telus mobilité";;"Frais mensuels téléphonie cellulaire";"236,22 $"
;1452280;"2021-01-19";;1408829;"Frais mensuels téléphonie cellulaire";"13 648,37 $"
;;;;;;"52 385,23 $"
"Hardy, Danielle";1454057;"2021-01-27";"Compugen Inc.";1410852;"Ordinateur et accessoire";"1 299,32 $"
;1451775;"2021-01-15";"Hypertec Systèmes Inc.";1410870;"Ordinateur et accessoire";"281,36 $"
;;;;;;"1 580,68 $"
"Hooper, Chantal";1453506;"2021-01-25";"Albert Viau Division Emco Corporation";;"Service - Transport de colis (Frais de transport)";"62,99 $"
;1450603;"2021-01-12";"Cegep de Saint-Laurent";;"Service - Formation en développement organisationnel et technique";"4 661,43 $"
;1451923;"2021-01-18";"Chaussures Belmont Inc.";;"Bottes, souliers et couvres-chaussure";"627,16 $"
;1452690;"2021-01-20";"Coopérative de l'Université Laval";;"Ordinateurs et accessoires";"2 357,59 $"
;1450144;"2021-01-08";"Englobe Corp.";1399594;"Service - Traitement/valorisation de matériaux de construction";"8 294,01 $"
;1450287;"2021-01-11";"Enviroservices Inc.";1408088;"Service - Analyse et essai en laboratoire";"6 299,25 $"
;1453611;"2021-01-25";"Esri Canada Limited";;"Logiciel et progiciel";"5 128,64 $"
;1451376;"2021-01-14";"Groupe Sanyvan Inc.";;"Entrepreneur en routes et canalisation";"4 604,49 $"
;1451955;"2021-01-22";"Inolec";;"Réparation/Entretien - Outils électriques";"5 249,38 $"
;1451770;"2021-01-15";"Jean Guglia & fils enr.";;"Accessoires et pièces de remplacement pour outil";"373,07 $"
;1450136;"2021-01-08";"Loiselle Inc.";1399671;"Service - Traitement/valorisation de matériaux de construction";"8 526,03 $"
;1451801;"2021-01-18";"Novafor Equipement Inc.";;"Équipement de protection";"461,34 $"
;1453648;"2021-01-26";"Quincaillerie Notre-Dame-De-St-Henri Inc.";;"Accessoire et pièce de remplacement pour machinerie et équipement industriel";"3 149,63 $"
;1450325;"2021-01-11";"Sécurité Landry Inc.";;"Bottes, souliers et couvre-chaussures";"328,08 $"
;1454355;"2021-01-27";;;"Équipement sécurité";"737,27 $"
;1443657;"2021-01-12";"Vermeer Canada Inc.";;"Service - Transport de colis (Frais de transport)";"31,50 $"
;1454353;"2021-01-27";;;"Équipement sécurité";"470,43 $"
;;;;;;"51 362,29 $"
"Limperis, Apostolos Mario";1389460;"2021-01-28";"Supérieur Propane";;"Gaz comprimé";"409,73 $"
;1449405;"2021-01-06";;;"Gaz comprimé";"2 099,75 $"
;;;;;;"2 509,48 $"
"Morissette, Christian";1454356;"2021-01-27";"3289419 Canada (Collins)";;"Bottes, souliers et couvre-chaussures";"158,74 $"
;1452632;"2021-01-20";"Addison Électronique Montréal";;"Ordinateur et accessoire";"62,89 $"
;1452635;"2021-01-20";"Entreprises Forlini-division équipement de sécurité universelle Inc.";;"Vêtements de travail";"251,86 $"
;1449862;"2021-01-07";"Extermination Inspex Inc.";;"Service - Extermination, fumigation";"818,90 $"
;1449103;"2021-01-05";"Liftow Ltée";;"Service - Formation en développement organisationnel et technique";"2 598,44 $"
;1454821;"2021-01-29";"Multi-Pressions L.C. Inc.";;"Réparation/Entretien - Appareil d'entretien";"1 049,87 $"
;1452199;"2021-01-19";"Produits Sany";1048199;"Produits de papier";"668,05 $"
;1449749;"2021-01-07";"Serrumax Inc.";;"Serrurerie, ferronnerie et accessoires de portes et fenêtres";"1 049,87 $"
;;;;;;"6 658,62 $"
"Plante, Stéphane";1452798;"2021-01-20";"Centre d'écologie urbaine de Montréal";;"Service - Organisation d'évènement corporatif";"38 454,95 $"
;1454572;"2021-01-28";"Échafauds plus (Laval) Inc.";;"Clôture, barricade";"10 498,75 $"
;1420750;"2021-01-20";"Générique Design";;"Service - Impression";"10 796,91 $"
;1450274;"2021-01-11";"Groupe de sécurité Garda Senc";;"Service - Agence de sécurité, gardiennage";"20 997,50 $"
;1448133;"2021-01-01";"Les Services Exp Inc.";;"Ingénieur civil - Hydraulique";"1 994,76 $"
;1452146;"2021-01-19";"Morneau Shepell Ltée";1310883;"Service professionnel pour PAE";"17 847,87 $"
;1452307;"2021-01-19";"Solotech Inc.";;"Entrepreneur en équipements et produits spéciaux";"12 670,94 $"
;1452727;"2021-01-29";"Telus Mobilité";1408829;"Frais mensuels téléphonie cellulaire";"1 574,81 $"
;;;;;;"114 836,49 $"
"Poliseno, Martin";1454718;"2021-01-29";"Acklands- Grainger Inc.";;"Outils manuels";"109,44 $"
;1453034;"2021-01-21";"Corporate Express Canada Inc. (Staples Avantage)";;"Appareil électronique";"596,39 $"
;1451474;"2021-01-14";"Ferronnerie Bronx";;"Bloc de béton, pavé, pierre et brique";"572,18 $"
;1451772;"2021-01-15";"Hilti Canada Ltée";;"Outils manuels";"2 518,65 $"
;1453049;"2021-01-21";"La maison du peintre";;"Accessoires et fournitures de peinture";"3 149,62 $"
;1453646;"2021-01-25";"Le marché du store";;"Porte et fenêtre";"559,03 $"
;1453050;"2021-01-21";"Magasin Myrlaine Inc. - Canadian Tire";;"Accessoires et pièces de remplacement pour machinerie et équipement industriel";"1 574,81 $"
;1454354;"2021-01-27";"Matériaux de plomberie Ray-Jean Inc.";;"Tuyauterie et raccord";"36,75 $"
;1425362;"2021-01-29";"Novafor Equipement Inc.";;"Service - Transport de colis (Frais de transport)";"12,60 $"
;1449911;"2021-01-08";;;"Vêtements de travail";"944,41 $"
;1447704;"2021-01-28";"P.R. Distribution Inc.";;"Matériel de fixation, clou, vis";"47,99 $"
;1450328;"2021-01-11";"Produits Sany";;"Produits d'entretien ménager";"186,38 $"
;1449762;"2021-01-07";"Serrumax Inc.";;"Serrurerie, ferronnerie et accessoires de portes et fenêtres";"1 049,87 $"
;1450020;"2021-01-08";"U. Cayouette Inc.";;"Bois de construction";"3 383,20 $"
;1454739;"2021-01-29";;;"Calfeutrage, scellant, mastic et bouche-pore";"138,44 $"
;;;;;;"14 879,76 $"
"Reeves, Geneviève";1451230;"2021-01-14";"Les traductions Terry Knowles Inc.";;"Service - Rédaction, révision";"2 099,75 $"
;1451247;"2021-01-14";"Mediaqmi Inc.";;"Service - Placement média d'avis public";"2 099,75 $"
;1451244;"2021-01-14";"Médias Transcontinental (SENC)";;"Service - Placement média d'appel d'offres";"2 099,75 $"
;1419285;"2021-01-12";"Telus Mobilité";1408829;"Frais mensuels téléphonie cellulaire";"201,91 $"
;1452742;"2021-01-29";;1408829;"Frais mensuels téléphonie cellulaire";"3 674,56 $"
;1451200;"2021-01-14";"Wolters Kluwer Canada Ltée";;"Guide, brochure et affiche";"2 092,00 $"
;;;;;;"12 267,72 $"
"St-Laurent, Sonia";1442858;"2021-01-28";"AQUAM Spécialiste aquatique Inc.";;"Accessoires de sport";"1 977,88 $"
;1454595;"2021-01-28";"Cimco réfrigération";;"Entrepreneur en réfrigération";"5 353,53 $"
;1453584;"2021-01-25";"Location Sauvageau Inc.";;"Service - Transport automobile";"8 869,34 $"
;1450293;"2021-01-11";"RMB Extermination Inc.";;"Service - Extermination, fumigation";"3 674,56 $"
;;;;;;"19 875,31 $"
"Turnblom, Sylvain";1451852;"2021-01-18";"Albert Viau Division Emco Corporation";;"Tuyau d'aqueduc";"3 054,64 $"
;1452808;"2021-01-20";"Location Gamma Inc.";;"Accessoires et pièces de remplacement pour outil";"2 244,20 $"
;1399431;"2021-01-05";"Mueller Canada Limited";;"Accessoires et pièces de remplacement pour machinerie et équipement industriel";"2 140,47 $"
;1454364;"2021-01-27";"Remorquage Burstall Conrad";;"Service de remorquage lors d'opération de déneigement";"1 574,81 $"
;1454360;"2021-01-27";"Stelem Canada Inc.";;"Outils manuels";"1 191,61 $"
;1452268;"2021-01-19";"St-Germain égouts et aqueduc Inc.";;"Produits de branchement";"1 375,86 $"
;1452257;"2021-01-19";"Tenaquip Limited";;"Vêtements de travail";"182,60 $"
;;;;;;"11 764,19 $"
"TOTAL";;;;;;"483 113,83 $"
