ï»¿Organisation,CatÃ©gorie_de_specialite,Domaine,Secteur,Specialite,Professionnel-Interne-Standard,Professionnel-Interne-Expert,Professionnel-Interne-Expert_CE,Professionnel-Interne-Emerite,Professionnel-Interne-Emerite_CE,Professionnel-Poste_vacant-Standard,Professionnel-Poste_vacant-Expert,Professionnel-Poste_vacant-Expert_CE,Professionnel-Poste_vacant-Emerite,Professionnel-Poste_vacant-Emerite_CE,Professionnel-Externe,Technicien-Interne-Classe_nominale,Technicien-Interne-Classe_principale,Technicien-Interne-Classe_principale_CE,Technicien-Poste_vacant-Classe_nominale,Technicien-Poste_vacant-Classe_principale,Technicien-Poste_vacant-Classe_principale_CE,Technicien-Externe,Personnel_de_bureau-Interne,Personnel_de_bureau-Poste_vacant,Personnel_de_bureau-Externe 
Curateur,TI,Technologie_de_l'information,Informatique,Coordination_dâincidents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curateur,TI,Technologie_de_l'information,Informatique,Formation_TI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curateur,TI,Technologie_de_l'information,Informatique,Gestion_de_projet,5,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Curateur,TI,Technologie_de_l'information,Informatique,Infrastructure_technologique-gÃ©nÃ©rale,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Curateur,TI,Technologie_de_l'information,Informatique,Intelligence_dâaffaires,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curateur,TI,Technologie_de_l'information,Informatique,Pilotage,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curateur,TI,Technologie_de_l'information,Informatique,Programmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Curateur,TI,Technologie_de_l'information,Informatique,SÃ©curitÃ©_de_lâinformation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curateur,TI,Technologie_de_l'information,Informatique,Soutien_aux_utilisateurs,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Curateur,TI,Technologie_de_l'information,Informatique,Soutien_de_projet,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Curateur,TI,Technologie_de_l'information,Informatique,Conseil_stratÃ©gique,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curateur,TI,Technologie_de_l'information,Informatique,TÃ©lÃ©communications,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,Soutien_TI,Admin_aff_compt_fin,Admin,Administration_general,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,Soutien_TI,Admin_aff_compt_fin,Admin,Gestion_de_projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,Soutien_TI,Admin_aff_compt_fin,Admin,Information_de_gestion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,Soutien_TI,Admin_aff_compt_fin,Secretariat,Secretariat_general,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DPCP,Soutien_TI,Arts_culture_lettres_comm,Communications,Web_et_medias_sociaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Batiment_travaux_publics_amenagement_transport,Arpentage_geomatique,Geomatique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Science_genie,Genie,Informatique-logiciels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Analyse_d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Administration_de_donnees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Analyse_en_developpement_de_systeme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Architecture_d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Architecture_d'entreprise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Architecture_de_donnees_et_d'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Architecture_de_processus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Architecture_de_reseaux-telecommunications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Architecture_de_securite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Architecture_d'infrastructure_technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Architecture_d'integration_d'application,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Architecture_integration_technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Architecture_fonctionnelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Architecture_organique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Coordination_dâincidents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Formation_TI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Gestion_de_projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Infrastructure_technologique-gÃ©nÃ©rale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Intelligence_dâaffaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Pilotage,9,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Programmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,SÃ©curitÃ©_de_lâinformation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Soutien_aux_utilisateurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Soutien_de_projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,Conseil_stratÃ©gique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCP,TI,Technologie_de_l'information,Informatique,TÃ©lÃ©communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,Soutien_TI,Admin_aff_compt_fin,Admin,Administration_general,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ãconomie,Soutien_TI,Admin_aff_compt_fin,Admin,Gestion_de_projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,Soutien_TI,Admin_aff_compt_fin,Admin,Information_de_gestion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,Soutien_TI,Admin_aff_compt_fin,Secretariat,Secretariat_general,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ãconomie,Soutien_TI,Arts_culture_lettres_comm,Communications,Web_et_medias_sociaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Batiment_travaux_publics_amenagement_transport,Arpentage_geomatique,Geomatique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Science_genie,Genie,Informatique-logiciels,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Analyse_d'affaires,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Administration_de_donnees,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Analyse_en_developpement_de_systeme,4,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Architecture_d'affaires,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Architecture_d'entreprise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Architecture_de_donnees_et_d'information,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Architecture_de_processus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Architecture_de_reseaux-telecommunications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Architecture_de_securite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Architecture_d'infrastructure_technologique,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Architecture_d'integration_d'application,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Architecture_integration_technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Architecture_fonctionnelle,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Architecture_organique,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Coordination_dâincidents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Formation_TI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Gestion_de_projet,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Infrastructure_technologique-gÃ©nÃ©rale,3,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Intelligence_dâaffaires,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Pilotage,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Programmation,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,SÃ©curitÃ©_de_lâinformation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Soutien_aux_utilisateurs,2,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,6,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Soutien_de_projet,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,Conseil_stratÃ©gique,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Ãconomie,TI,Technologie_de_l'information,Informatique,TÃ©lÃ©communications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,Soutien_TI,Admin_aff_compt_fin,Admin,Administration_general,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,Soutien_TI,Admin_aff_compt_fin,Admin,Gestion_de_projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,Soutien_TI,Admin_aff_compt_fin,Admin,Information_de_gestion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,Soutien_TI,Admin_aff_compt_fin,Secretariat,Secretariat_general,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FADQ,Soutien_TI,Arts_culture_lettres_comm,Communications,Web_et_medias_sociaux,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FADQ,TI,Batiment_travaux_publics_amenagement_transport,Arpentage_geomatique,Geomatique,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Science_genie,Genie,Informatique-logiciels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Analyse_d'affaires,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Administration_de_donnees,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Analyse_en_developpement_de_systeme,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Architecture_d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Architecture_d'entreprise,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Architecture_de_donnees_et_d'information,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Architecture_de_processus,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Architecture_de_reseaux-telecommunications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Architecture_de_securite,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Architecture_d'infrastructure_technologique,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Architecture_d'integration_d'application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Architecture_integration_technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Architecture_fonctionnelle,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Architecture_organique,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Coordination_dâincidents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Formation_TI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Gestion_de_projet,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Infrastructure_technologique-gÃ©nÃ©rale,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Intelligence_dâaffaires,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Pilotage,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Programmation,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,2,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,SÃ©curitÃ©_de_lâinformation,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Soutien_aux_utilisateurs,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Soutien_de_projet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,Conseil_stratÃ©gique,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FADQ,TI,Technologie_de_l'information,Informatique,TÃ©lÃ©communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,Soutien_TI,Admin_aff_compt_fin,Admin,Administration_general,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,Soutien_TI,Admin_aff_compt_fin,Admin,Gestion_de_projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,Soutien_TI,Admin_aff_compt_fin,Admin,Information_de_gestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Finances,Soutien_TI,Admin_aff_compt_fin,Secretariat,Secretariat_general,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Finances,Soutien_TI,Arts_culture_lettres_comm,Communications,Web_et_medias_sociaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Batiment_travaux_publics_amenagement_transport,Arpentage_geomatique,Geomatique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Science_genie,Genie,Informatique-logiciels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Analyse_d'affaires,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Administration_de_donnees,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Analyse_en_developpement_de_systeme,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Architecture_d'affaires,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Architecture_d'entreprise,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Architecture_de_donnees_et_d'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Architecture_de_processus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Architecture_de_reseaux-telecommunications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Architecture_de_securite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Architecture_d'infrastructure_technologique,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Architecture_d'integration_d'application,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Architecture_integration_technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Architecture_fonctionnelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Architecture_organique,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Coordination_dâincidents,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Formation_TI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Gestion_de_projet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Infrastructure_technologique-gÃ©nÃ©rale,10,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Intelligence_dâaffaires,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Pilotage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Programmation,6,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,SÃ©curitÃ©_de_lâinformation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Soutien_aux_utilisateurs,2,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Soutien_de_projet,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,Conseil_stratÃ©gique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finances,TI,Technologie_de_l'information,Informatique,TÃ©lÃ©communications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,Soutien_TI,Admin_aff_compt_fin,Admin,Administration_general,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,Soutien_TI,Admin_aff_compt_fin,Admin,Gestion_de_projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,Soutien_TI,Admin_aff_compt_fin,Admin,Information_de_gestion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,Soutien_TI,Admin_aff_compt_fin,Secretariat,Secretariat_general,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ISQ,Soutien_TI,Arts_culture_lettres_comm,Communications,Web_et_medias_sociaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Batiment_travaux_publics_amenagement_transport,Arpentage_geomatique,Geomatique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Science_genie,Genie,Informatique-logiciels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Analyse_d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Administration_de_donnees,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Analyse_en_developpement_de_systeme,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Architecture_d'affaires,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Architecture_d'entreprise,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Architecture_de_donnees_et_d'information,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Architecture_de_processus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Architecture_de_reseaux-telecommunications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Architecture_de_securite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Architecture_d'infrastructure_technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Architecture_d'integration_d'application,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Architecture_integration_technologique,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Architecture_fonctionnelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Architecture_organique,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Coordination_dâincidents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Formation_TI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Gestion_de_projet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Infrastructure_technologique-gÃ©nÃ©rale,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Intelligence_dâaffaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISQ,TI,Technologie_de_l'information,Informatique,Pilotage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
