Organisme,Domaine,Secteur,Specialite,Personnel_encadrement_interne,Personnel_encadrement_postes_vacants,Personnel_encadrement_externe,Professionnel_interne_standard,Professionnel_interne_expert,Professionnel_interne_expert_chef_equipe,Professionnel_interne_emerite,Professionnel_interne_emerite_chef_equipe,Professionnel_interne_standard_postes_vacants,Professionnel_interne_expert_postes_vacants,Professionnel_interne_expert_chef_̩quipe_postes_vacants,Professionnel_interne_emerite_postes_vacants,Professionnel_interne_emerite_chef_equipe_postes_vacants,Professionnel_externe,Technicien_interne_classe_nominale,Technicien_interne_classe_principale,Technicien_classe_principale_chef_equipe,Technicien_interne_classe_nominale_postes_vacants,Technicien_interne_classe_principale_postes_vacants,Technicien_classe_principale_chef_equipe_postes_vacants,Technicien_externe,Personnel_bureau_interne,Personnel_bureau_interne_postes_vacants,Personnel_bureau_externe,Total_personnel_interne,Total_postes_vacants,Total_personnel_externe 
Minist̬re de la Famille,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Formation TI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Famille,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Gestion de projet,0,0,0,3,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3
Minist̬re de la Famille,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Infrastructure technologique et g̩n̩rale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Famille,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Intelligence d'affaires,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Minist̬re de la Famille,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Pilotage,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
Minist̬re de la Famille,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Programmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,5,0,10
Minist̬re de la Famille,Sp̩cialit̩s RI,Technologies de l'information - Informatique,S̩curit̩ de l'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Famille,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien aux utilisateurs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Minist̬re de la Famille,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien de projet,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2
Minist̬re de la Famille,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Conseil strat̩gique,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Minist̬re de la Famille,Sp̩cialit̩s RI,Technologies de l'information - Informatique,T̩l̩communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Justice,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Administration g̩n̩rale,0,0,0,9,3,0,0,0,4,0,1,0,0,5,13,0,0,0,0,0,0,2,2,0,27,7,5
Minist̬re de la Justice,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Information de gestion,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
Minist̬re de la Justice,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Secr̩tariat",Secr̩tariat g̩n̩ral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0
Minist̬re de la Justice,Sp̩cialit̩s en soutien aux RI,"Culture, langues et communication - Communication",Web et m̩dias sociaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Justice,Sp̩cialit̩s RI,"Infrastructures, am̩nagement et transports - Arpentage et g̩omatique",G̩omatique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Analyse d'affaires,0,0,0,15,1,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,16,1,12
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Administration de donn̩es,0,0,0,10,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,4
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Analyse en d̩veloppement de syst̬me,0,0,0,55,2,4,0,0,4,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,61,5,40
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'affaires,0,0,0,4,1,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,3,11
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'entreprise,0,0,0,2,5,1,1,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,1,9
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de donn̩es et d'information,0,0,0,2,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,2
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de processus,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de r̩seaux - T̩l̩communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de s̩curit̩,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,7
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'infrastructure technologique,0,0,0,0,5,1,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,3,13
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'int̩gration d'applications,0,0,0,0,7,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,3,4
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'int̩gration technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture fonctionnelle,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,7
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture organique,0,0,0,2,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,8
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Coordination d'incidents,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Formation TI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Gestion de projet,0,0,0,21,6,0,1,0,2,2,1,0,0,19,0,0,0,0,0,0,0,0,0,0,28,5,19
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Infrastructure technologique et g̩n̩rale,0,0,0,29,1,5,0,0,2,0,0,0,0,21,15,0,0,0,0,0,13,1,0,0,51,2,34
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Intelligence d'affaires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Pilotage,0,0,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,0,6
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Programmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,23,0,0,0,3,1,23
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,S̩curit̩ de l'information,0,0,0,16,3,1,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,23,2,3
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien aux utilisateurs,0,0,0,8,0,1,0,0,1,0,0,0,0,0,21,0,0,4,0,0,0,0,0,0,30,5,0
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien de projet,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Conseil strat̩gique,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,10
Minist̬re de la Justice,Sp̩cialit̩s RI,Technologies de l'information - Informatique,T̩l̩communication,0,0,0,8,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,10,1,3
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Administration g̩n̩rale,0,0,0,17,0,0,1,0,2,0,0,0,0,1,8,1,0,0,0,0,0,1,0,0,28,2,1
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Information de gestion,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Secr̩tariat",Secr̩tariat g̩n̩ral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,12,3,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s en soutien aux RI,"Culture, langues et communication - Communication",Web et m̩dias sociaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,"Infrastructures, am̩nagement et transports - Arpentage et g̩omatique",G̩omatique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Analyse d'affaires,0,0,0,15,1,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,2,7
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Administration de donn̩es,0,0,0,10,0,1,0,0,0,0,0,0,0,2,6,0,0,1,0,0,1,0,0,0,17,1,3
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Analyse en d̩veloppement de syst̬me,0,0,0,27,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,1,1
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'affaires,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'entreprise,0,0,0,0,3,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de donn̩es et d'information,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de processus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de r̩seaux - T̩l̩communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de s̩curit̩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'infrastructure technologique,0,0,0,0,1,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,2,5
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'int̩gration d'applications,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'int̩gration technologique,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture fonctionnelle,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture organique,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Coordination d'incidents,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Formation TI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Gestion de projet,0,0,0,19,8,3,0,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,30,7,2
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Infrastructure technologique et g̩n̩rale,0,0,0,30,0,3,0,0,0,0,0,0,0,4,8,1,0,0,0,0,0,0,0,0,42,0,4
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Intelligence d'affaires,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Pilotage,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,30,2,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Programmation,0,0,0,15,0,0,0,0,2,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,18,5,6
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,S̩curit̩ de l'information,0,0,0,5,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien aux utilisateurs,0,0,0,2,0,1,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0,0,32,0,0
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien de projet,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,4
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Conseil strat̩gique,0,0,0,3,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,2
Minist̬re de la Sant̩ et des Services sociaux,Sp̩cialit̩s RI,Technologies de l'information - Informatique,T̩l̩communication,0,0,0,6,1,2,0,0,1,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,21,3,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Administration g̩n̩rale,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Information de gestion,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Secr̩tariat",Secr̩tariat g̩n̩ral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s en soutien aux RI,"Culture, langues et communication - Communication",Web et m̩dias sociaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,"Infrastructures, am̩nagement et transports - Arpentage et g̩omatique",G̩omatique,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Analyse d'affaires,0,0,0,15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Administration de donn̩es,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Analyse en d̩veloppement de syst̬me,0,0,0,14,0,1,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,2,6
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'affaires,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'entreprise,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de donn̩es et d'information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de processus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de r̩seaux - T̩l̩communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture de s̩curit̩,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'infrastructure technologique,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'int̩gration d'applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture d'int̩gration technologique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture fonctionnelle,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Architecture organique,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Coordination d'incidents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Formation TI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Gestion de projet,0,0,0,0,3,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,2
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Infrastructure technologique et g̩n̩rale,0,0,0,8,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,11,0,1
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Intelligence d'affaires,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Pilotage,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Programmation,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,4,0,0,6,0,0,0,6,4,8
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,S̩curit̩ de l'information,0,0,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien aux utilisateurs,0,0,0,10,0,2,0,0,1,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,39,2,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Soutien de projet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Conseil strat̩gique,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Minist̬re de la S̩curit̩ publique,Sp̩cialit̩s RI,Technologies de l'information - Informatique,T̩l̩communication,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
Minist̬re des Affaires municipales et de l'Habitation,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Administration g̩n̩rale,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
Minist̬re des Affaires municipales et de l'Habitation,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Administration",Information de gestion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re des Affaires municipales et de l'Habitation,Sp̩cialit̩s en soutien aux RI,"Administration, comptabilit̩ et finance - Secr̩tariat",Secr̩tariat g̩n̩ral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re des Affaires municipales et de l'Habitation,Sp̩cialit̩s en soutien aux RI,"Culture, langues et communication - Communication",Web et m̩dias sociaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minist̬re des Affaires municipales et de l'Habitation,Sp̩cialit̩s RI,"Infrastructures, am̩nagement et transports - Arpentage et g̩omatique",G̩omatique,0,0,0,4,1,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,7,4,0
Minist̬re des Affaires municipales et de l'Habitation,Sp̩cialit̩s RI,Technologies de l'information - Informatique,Analyse d'affaires,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
