VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour mai 2020,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,1413014,2020-05-20,U. CAYOUETTE INC.,,"68,54 $",Isolant thermique et acoustique
"LIMPERIS, APOSTOLOS MARIO",1411405,2020-05-08,CORBEIL ELECTROMENAGERS,,"808,39 $",Électroménager
,1414058,2020-05-27,LABRADOR SOURCE,1407362,"298,97 $",Eau potable - Mesure d'urgence
,1412982,2020-05-20,PRODUITS SANY,,"134,28 $",Produits d'entretien ménager
"PLANTE, STÉPHANE",1412189,2020-05-14,BALAYE PRO INC,,"37 795,50 $",Service - Véhicule et appareil avec opérateur
,1410869,2020-05-05,DEVELOTECH INC.,,"45 039,64 $",Équipement sécurité
,1414170,2020-05-28,DISCOUNT LOCATION D'AUTOS ET CAMIONS,1407595,"14 053,63 $","Location - Automobile, camionnette et fourgonnette"
,1392275,2020-05-07,ECHAFAUDS PLUS (LAVAL) INC,,"10 498,75 $","Clôture, barricade"
,1412191,2020-05-14,ENTRETIENS J.R. VILLENEUVE INC.,,"42 330,94 $",Service - Véhicule et appareil avec opérateur
,1412921,2020-05-20,LOCATION SAUVAGEAU INC.,,"27 338,75 $","Location - Automobile, camionnette et fourgonnette"
,1412024,2020-05-13,NCL ENVIROTEK INC,,"17 847,87 $",Architecte - Gestion de projet
,1397478,2020-05-29,PLOMBERIE DENIS PARADIS INC,,"197,38 $",Entrepreneur en plomberie
,1412030,2020-05-13,PROJET PAYSAGE INC.,,"19 275,71 $",Architecte - Gestion de projet
,1353522,2020-05-12,SIGNALISATION S.A.I.C. INC,,"29 819,17 $",Service - Reprographie
,1410949,2020-05-05,SOLUTION GROUPE DC INC,,"935,92 $","Clôture, barricade"
,1414144,2020-05-27,VETEMENTS RIPE CIE INC.,,"20 997,50 $",Équipement de protection
"POLISENO, MARTIN",1414434,2020-05-29,BRAULT ET MARTINEAU,,"1 030,98 $",Électroménager
,1407618,2020-05-13,VORTEX STRUCTURES AQUATIQUES INTERNATIONALES INC,,"262,47 $",Réparation/Entretien - Équipement de sport et terrain de jeux
"REEVES, GENEVIEVE",1414420,2020-05-29,COMPUGEN INC.,,"259,56 $",Ordinateur et accessoire
,1397489,2020-05-12,WOLTERS KLUWER CANADA LTEE,,"944,89 $","Guide, brochure et affiche"
,1414444,2020-05-29,,,"896,07 $","Guide, brochure et affiche"
"TROTTIER, PASCAL",1413162,2020-05-21,C.P.U. DESIGN INC.,,"52,91 $",Logiciel et progiciel
TOTAL ,,,,,"385 450,36 $",
