VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour février 2020,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,1392404,2020-02-27,CIMCO REFRIGERATION,,"267,72 $",Réparation/Entretien - Équipement de sport et terrain de jeux
,1397237,2020-02-05,CONSEIL DES ARTS DE MONTREAL,,"1170,00$","Frais - Inscription congrès, évènements"
,1399216,2020-02-13,C.P.U. DESIGN INC.,1164102,"703 ,68 $",Ordinateur et accessoire
"GAUDREAULT, SONIA",1396478,2020-02-03,GLOBEX COURRIER EXPRESS INTERNATIONAL INC.,1302177,"104,99 $","Service - Postal, messagerie"
,1400581,2020-02-20,LDFS SUBLIMATION,,"2 225,74 $",Accessoires vestimentaires
,1400777,2020-02-21,LES SOLUTIONS DE RANGEMENT PRISMA INC.,,"16 332,91 $",Réparation/Entretien - Accessoire et fourniture de mobilier de bureau
,1320300,2020-02-20,LOCATION SAUVAGEAU INC.,1263855,"12 643,64 $","Location - Automobile, camionnette et fourgonnette"
,1320851,2020-02-11,ROGERS COMMUNICATIONS CANADA INC.,,"14 613,51 $",Service - Téléphonie cellulaire
,1396575,2020-02-03,,,"8 399,00 $",Service - Téléphonie cellulaire
,1400783,2020-02-21,SERVICES D'ENTRETIEN ALPHANET INC.,,"16 273,06 $",Service - Entretien d'immeuble
,1396468,2020-02-03,SOCIETE CANADIENNE DES POSTES,,"4 724,44 $","Service - Postal, messagerie"
,1402103,2020-02-28,SOCIETE ENVIRONNEMENTALE COTE-DES-NEIGES,,"5 249,37 $","Service - Installation, gestion, entretien"
,1397830,2020-02-07,SYSTEMES CANADIEN KRONOS INC,,"2 140,32$","Service - Traitement de données, bureautique"
"HOOPER, CHANTAL",1396522,2020-02-03,ALBERT VIAU DIVISION EMCO CORPORATION,,"352,76 $",Produits de branchement
,1400661,2020-02-20,CEGEP DE SAINT-LAURENT,,"577,43 $",Service - Formation en santé et sécurité
,1398937,2020-02-13,GESTION P. VENNE INC. - CANADIAN TIRE,,"1 574,81 $",Accessoires et pièces de remplacement pour outil
,1399434,2020-02-14,INOLEC,,"523,57 $",Réparation - Machine et équipement pour traitement de l'eau
,1394726,2020-02-18,LABRADOR SOURCE,1396019,"3 585,32 $",Eau potable - Mesure d'urgence
,1396499,2020-02-03,LES JARDINS W.G. CHARLEBOIS INC.,,"6 369,99 $",Produits horticoles
,1397989,2020-02-19,LOCATION SAUVAGEAU INC.,,"4 919,71 $","Location - Automobile, camionnette et fourgonnette"
,1401117,2020-02-24,,,"6 164,87 $","Location - Automobile, camionnette et fourgonnette"
,1399431,2020-02-14,MUELLER CANADA LTD.,,"2 594,12 $",Machine et équipement pour traitement de l'eau
,1399437,2020-02-14,QUINCAILLERIE NOTRE-DAME DE ST-HENRI INC.,,"1 049,87 $",Accessoires et pièces de remplacement pour machinerie et équipement industriel
,1398947,2020-02-13,REMORQUAGE BURSTALL CONRAD,,"1 574,81 $",Service - Remorquage pour opération de déneigement
,1398981,2020-02-13,,,"1 574,81 $",Service - Remorquage pour opération de déneigement
,1399435,2020-02-14,STELEM (CANADA) INC.,,"149,60 $",Produits de branchement
,1399881,2020-02-20,TENAQUIP LIMITED,,"663,20 $",Accessoires vestimentaires
,1400330,2020-02-19,,,"317,44 $",Équipement de protection
"LIMPERIS, APOSTOLOS MARIO",1399749,2020-02-18,PRODUITS SANY,1048199,"235,70 $",Produits d'entretien ménager
,1320051,2020-02-20,SUPERIEUR PROPANE,,"2 626,66 $",Gaz comprimé
"MARTINEZ, DIEGO ANDRES",1394804,2020-02-03,CONSTRUCTION DJL INC,1339665,"14 677,85 $","Asphalte, bitume"
,1396467,2020-02-03,LES EXCAVATIONS DDC,1201817,"26 622,02 $","Location - Véhicule lourd, machinerie lourde et camion avec équipement spécialisé"
,1391494,2020-02-03,PEPINIERE A. MUCCI INC.,1283714,"2 792,67 $",Produits horticoles
,1396906,2020-02-04,TELTECH SIGNALISATION INC.,1307671,"15748,12$",Location - Signalisation routière
"OUELLET, MARIE-CLAUDE",1398899,2020-02-13,MONTREAL STENCIL INC,,"23,94 $",Accessoires et fournitures de décoration
,1346882,2020-02-11,SERVICES D'ENTRETIEN ALPHANET INC.,,"3 779,55 $",Service - Entretien d'immeuble
,1387077,2020-02-11,ULINE CANADA CORP,,"9,51 $","Service - Postal, messagerie"
"PLANTE, STÉPHANE",1399007,2020-02-13,ABATTAGE D'ARBRES DES BASSE LAURENTIDES ENR.,,"22 828,34 $","Service - Abattage, émondage, élagage"
,1400505,2020-02-20,ASSOCIATION DES COMMUNICATEURS MUNICIPAUX DU QUEBEC INC. ACMQ,,"262,47 $",Frais - Adhésion et cotisation
,1345746,2020-02-10,ATCO STRUCTURES ET LOGISTICS LTD,,"768,31 $",Entrepreneur en systèmes d'assainissement autonome
,1399209,2020-02-13,"BEDARD, LUCIE",,"920,25 $",Frais - Dépenses de fonction
,1392127,2020-02-07,COMMUNICATIONS CASACOM INC.,,"9 378,75 $",Conseiller en communications
,1398864,2020-02-12,COMPUGEN INC.,1163303,"280,61 $",Ordinateur et accessoire
,1371816,2020-02-20,FANNIE PILON-MILLETTE,,"850,00 $",Conseiller en communications
,1402030,2020-02-27,LEBLANC ILLUMINATIONS-CANADA INC.,,"1 887,68 $","Drapeau, bannière, fanion et décoration temporaire"
,1396541,2020-02-03,PIERRE ALARIE,,"11 052,00 $","Service - Déblaiement, chargement, transport de la neige et épandage d'abrasif (Contrat)"
,1397478,2020-02-06,PLOMBERIE DENIS PARADIS INC,,"341 ,21 $",Entrepreneur en plomberie
"POLISENO, MARTIN",1399436,2020-02-14,ACKLANDS-GRAINGER INC.,,"312,80 $",Outils à batterie
,1401634,2020-02-26,,,"589,23 $",Produits d'entretien ménager
,1396804,2020-02-04,ADM SPORT,,"250,34 $",Accessoires vestimentaire
,1399856,2020-02-18,ENTREPRISES FORLINI-DIVISION EQUIPEMENT DE SECURITE UNIVERSEL INC.,,"272,97 $","Adhésif, colle"
,1397202,2020-02-05,JEAN GUGLIA & FILS ENR.,,"162,04 $",Accessoires et pièces de remplacement pour outil
,1399433,2020-02-14,,,"648,50 $",Accessoires et pièces de remplacement pour outil
,1399891,2020-02-18,,,"357,48 $",Accessoires et pièces de remplacement pour outil
,1401637,2020-02-26,,,"329,60 $",Accessoires et pièces de remplacement pour outil
,1399846,2020-02-18,LES MATERIAUX DE CONSTRUCTION R. OLIGNY LTEE,,"4 366,07 $",Bois de construction
,1401612,2020-02-26,,,"2 682,43 $",Bois de construction
,1396863,2020-02-04,NOVAFOR EQUIPEMENT INC.,,"40,65 $",Équipement contre les chutes
,1397410,2020-02-06,NOVAFOR EQUIPEMENT INC.,,"408,95 $",Accessoire et fourniture de peinture
,1398638,2020-02-12,NOVAFOR EQUIPEMENT INC.,,"1 265,59 $","Corde, chaîne et câble"
,1399861,2020-02-18,NOVAFOR EQUIPEMENT INC.,,"546,70 $",Accessoires et pièces de remplacement pour outil
,1399894,2020-02-18,,,"752,93 $",Accessoires vestimentaires
,1396851,2020-02-04,PPG REVETEMENTS ARCHITECTURAUX CANADA INC.,,"27,13 $",Accessoires et fournitures de peinture
,1399873,2020-02-18,TENAQUIP LIMITED,,"362,68 $",Produits d'entretien ménager
"REEVES, GENEVIEVE",1399186,2020-02-13,AVEC PLAISIRS,,"176,67 $",Breuvage et nourriture
,1397546,2020-02-06,LES EQUIPEMENTS DE RESTAURANT DE L'EST INC.,,"262,63 $","Articles, accessoires et équipement de bureau"
,1397538,2020-02-06,MEDIAQMI INC.,,"4 199,50 $",Service - Placement média d'appel d'offres
,1397541,2020-02-06,MEDIAS TRANSCONTINENTAL S.E.N.C,,"2 099,75 $",Service - Placement média d'appel d'offres
,1397470,2020-02-06,SOLOTECH INC,,"1 186,36 $",Location - Équipement d'éclairage et de sonorisation
,1397548,2020-02-06,ULINE CANADA CORP,,"222,12 $",Accessoires et fournitures de mobilier de bureau
,1397489,2020-02-06,WOLTERS KLUWER QUEBEC LTEE,,"814,00 $","Guide, brochure et affiche"
"TROTTIER, PASCAL",1400665,2020-02-20,C.P.U. DESIGN INC.,1164102,"2 274,44 $",Ordinateur et accessoire
TOTAL ,,,,,"575 783,87$",
