VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour août 2020,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,1428561,2020-09-01,EQUIPEMENTS STINSON (QUEBEC) INC.,,"826,15$",Peinture - résidentielle et industrielle
,1432536,2020-09-28,GLOCO INC.,,"4077,71$",Fournitures horticoles
,1432541,2020-09-28,HILTI CANADA LTEE,,"271,92$",pour outil
,1432467,2020-09-28,INDUSTRIES DESORMEAU INC.,,"638,51$","Corde, chaîne et câble"
,1432527,2020-09-28,JEAN GUGLIA & FILS ENR.,,"735,70$",pour outil
,1429766,2020-09-10,NOVAFOR EQUIPEMENT INC.,,"2997,18$",Équipement contre les chutes
,1432466,2020-09-28,,,"741,35$",Vêtements de travail
,1432054,2020-09-24,NOVAFOR INC.,,"666,76$",Vêtements de travail
,1429208,2020-09-04,PRODUITS SANY,1048199,"360,82$",Produits d'entretien ménager
,1432381,2020-09-25,,1048199,"346,80$",Produits d'entretien ménager
,1431250,2020-09-21,TECHSPORT INC.,,"346,46$",Réparation/Entretien - Équipement de sport et terrain de jeux
"REEVES, GENEVIEVE",1431272,2020-09-21,MAURICIO MEZA,,"840,00$",Service - Design d'intérieur
,1432245,2020-09-24,POSTMEDIA NETWORK INC,,"813,65$",Service - Placement média d'avis public
,1397489,2020-09-02,WOLTERS KLUWER CANADA LTEE,,"1049,87$","Guide, brochure et affiche"
"TURNBLOM, SYLVAIN",1432701,2020-09-29,GROUPE TRIUM INC.,,"540,17$",Vêtements de travail
,1432471,2020-09-28,INOLEC,,"134,38$",pour outil
,1432591,2020-09-28,PRESFAB HIGHWAY INC.,1043338,"2875,61$",d'homme et regard
,1432592,2020-09-28,,1043338,"2309,73$",d'homme et regard
,1432770,2020-09-29,ST-GERMAIN EGOUTS ET AQUEDUCS INC,1191511,"3763,80$",d'homme et regard
,1432084,2020-09-24,TENAQUIP LIMITED,,"123,63$",Outils manuels
TOTAL ,,,,,"289966,88$",
