VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour juillet 2020,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,1423367,2020-07-23,LOCATION SAUVAGEAU INC,,"1452,22$","Location - Automobile, camionnette et fourgonnette"
,1413801,2020-07-07,PRODUITS SANY,,"16640,52$",Distributeur de produit nettoyant
,,2020-07-07,,,"1921,27$",Produits d'hygiène corporelle
,1397712,2020-07-15,R.M. LEDUC & CIE INC.,,"2624,68$",Articles de papeterie
,1421713,2020-07-14,TECHNO-GESTASS LTEE,,"406,34$","Articles, accessoires et équipement de bureau"
,1423916,2020-07-28,,,"213,15$",Matériel pour communication graphique
,1421126,2020-07-10,UGOBURO INC.,,"808,40$",Chaise et fauteuil ergonomique
,1395102,2020-07-07,U-HAUL CO. (CANADA) LTEE,,"15,00$",Service - Entreposage
"CHAMBEROT, ROBERT ",1421249,2020-07-10,ULINE CANADA CORP,,"141,72$","Articles, accessoires et équipement de bureau"
"DESJARDINS, STEVE",1420123,2020-07-06,ARBO-DESIGN INC.,,"1186,36$","Service - Abattage, émondage, élagage"
,1419730,2020-07-01,CAPREA EXPERTS IMMOBILIERS INC,1347295,"1023,63$",Évaluateur agréé
,1421422,2020-07-13,KOREM LOGICIELS ET DONNEES GEOSPATIAUX INC,,"462,26$",Logiciel et progiciel
,1420138,2020-07-06,LES TRADUCTIONS TERRY KNOWLES INC,,"209,97$","Service - Rédaction, révision"
,1422459,2020-07-17,VINACOUSTIK INC.,,"2834,66$","Entrepreneur en instrumentation, contrôle et régulation"
"GAUDREAULT, GUYLAINE",1421440,2020-07-13,C.P.U. DESIGN INC.,,"52,91$",Logiciel et progiciel
,1420128,2020-07-06,DUOSON MULTIMEDIA INC,,"1143,16$",Service - Soutien informatique
,1422694,2020-07-20,,,"1206,15$",Service - Soutien informatique
,1401567,2020-07-09,ROGERS COMMUNICATIONS CANADA INC,1137408,"1049,87$",Service - Téléphonie cellulaire
,1401570,2020-07-09,,1137408,"839,90 $",Service - Téléphonie cellulaire
,1419279,2020-07-13,TELUS MOBILITE,1408829,"2099,75$",Appareil de communication
,1418496,2020-07-21,TESSIER RECREO-PARC INC.,,"7228,39$","Bassin d'eau, jardin aquatique et fontaine"
,1422691,2020-07-20,THE SUBURBAN NEWSPAPER,,"1259,85$",Service - Placement média publicitaire
"GAUDREAULT, SONIA",1423023,2020-07-21,BOO! DESIGN INC.,,"2493,44$",Équipement et fourniture pour terrain de jeux
,1423448,2020-07-23,CONG.CHEVRA KADISHA BNAI J,,"3250,00$",Location - Installation sportive
,1400777,2020-07-21,LES SOLUTIONS DE RANGEMENT PRISMA INC,,"259,32$","Classeur, étagère et armoire de rangement"
,1403027,2020-07-22,LOISIRS SPORTIFS COTE-DES-NEIGES - NOTRE-DAME-DE-GRACE,,"7909,41$","Service - Installation, gestion, entretien"
"GAUTHIER, STEPHANE",1423021,2020-07-21,GROUPE AMEUBLEMENT FOCUS INC,,"262,47$",Réparation/Entretien - Accessoire et fourniture de mobilier de bureau
,1421707,2020-07-14,LINEAIRE INFOGRAPHIE INC,,"825,88$","Matériel pour loisir, jeu"
,1390251,2020-07-23,QUINCAILLERIE COTE DES NEIGES,,"209,97$",Équipement d'entretien manuel
"HOOPER, CHANTAL",1420388,2020-07-07,3289419 CANADA (COLLINS),,"221,55$",Accessoires vestimentaires
,1417588,2020-07-16,ADDISON ELECTRONIQUE MONTREAL,,"717,17$",Ordinateur et accessoires
,1420723,2020-07-08,ARBO-DESIGN INC.,,"1364,84$","Service - Abattage, émondage, élagage"
,1420340,2020-07-07,BUREAU EN GROS,,"94,69$",Ordinateur et accessoire
,1424098,2020-07-29,CHAUSSURES BELMONT INC,,"178,47$",Accessoires vestimentaires
,1422700,2020-07-20,COMPUGEN INC.,1163246,"2210,99$",Ordinateur et accessoires
,1421087,2020-07-10,COOP-UQAM,,"472,29$",Ordinateur et accessoires
,1396598,2020-07-07,INTER PROPANE INC.,,"2099,74$","Carburant (essence, diesel, kérosène)"
,1422425,2020-07-16,JEAN GUGLIA & FILS ENR,,"545,91$",Accessoires et pièces de remplacement pour outil
,1422643,2020-07-20,,,"4011,51$",Machine et équipement d'aménagement paysager et déneigement
,1423196,2020-07-22,,,"376,25$",Accessoires et pièces de remplacement pour outil
,1421628,2020-07-14,LALEMA INC.,,"1342,16$",Produits d'entretien ménager
,1420527,2020-07-07,LA MAISON DU PEINTRE,,"891,42$",Accessoires et fourniture de peinture
,1422580,2020-07-17,,,"97,64$",Accessoires et fourniture de peinture
,1420577,2020-07-08,LE GROUPE LAM-E ST-PIERRE,,"245,30$","Corde, chaîne et câble"
,1422516,2020-07-17,LES INDUSTRIES SIMEXCO INC,,"473,49$",Réparation/Entretien - Équipement de sport et terrain de jeux
,1422320,2020-07-16,MULTI-PRESSIONS L.C. INC,,"3759,99$",Accessoires et pièces de remplacement pour machinerie et équipement industriel
,1420371,2020-07-07,NOVAFOR EQUIPEMENT INC.,,"980,19$",Accessoires vestimentaires
,1422424,2020-07-16,,,"2114,35$","Corde, chaîne et câble"
,1420491,2020-07-07,PPG REVETEMENTS ARCHITECTURAUX CANADA INC,,"564,20$",Peinture - résidentielle et industrielle
,1422303,2020-07-17,SANIVAC,,"813,66$",Location - Toilette chimique
,1421078,2020-07-09,SECURITE LANDRY INC,,"813,63$",Accessoires vestimentaires
,1422645,2020-07-20,,,"267,15$",Équipement contre les chutes
,1422267,2020-07-16,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,,"2837,29$","Puisard, chambre de vanne, trou d'homme et regard d'égout"
,1422511,2020-07-17,TENAQUIP LIMITED,,"857,81$",Équipement d'entretien manuel
,1422512,2020-07-17,,,"171,01$",Équipement d'entretien manuel
,1422652,2020-07-20,,,"1316,96$",Distributeur de produits nettoyants
,1422584,2020-07-17,U. CAYOUETTE INC.,,"703,39$",Accessoires et pièces de remplacement pour outil
,1421364,2020-07-13,ULINE CANADA CORP,,"172,34$",Fournitures d'expédition et étiquette
"LIMPERIS, APOSTOLOS MARIO",1421602,2020-07-14,AQUAM SPECIALISTE AQUATIQUE INC,1202972,"3746,14$",Traitement de l'eau
,1420548,2020-07-07,PRODUITS SANY,1048199,"797,13$",Produits d'entretien ménager
,1421573,2020-07-14,,,"480,15$",Produits d'entretien ménager
,1423444,2020-07-23,,,"2881,91$",Produits d'entretien ménager
,1418439,2020-07-24,SYSTEMES CANADIEN KRONOS INC,,"47,25$",Service - Transport de colis (Frais de transport)
,1421121,2020-07-10,TENAQUIP LIMITED,,"184,53$",Fournitures et matériel médical
,1421703,2020-07-14,,,"241,47$",Accessoires vestimentaires
"PLANTE, STÉPHANE",1420679,2020-07-09,9118-3210 QUEBEC INC.,,"14361,50$",Mobilier pour espace public et jardin
,1418073,2020-07-07,BOO! DESIGN INC.,,"21,00$","Service - Postal, messagerie"
,1420559,2020-07-08,,,"346,46$",Service - Impression
,1422949,2020-07-21,,,"15748,12$",Service - Impression
,1424109,2020-07-29,C.P.U. DESIGN INC.,1164102,"1244,92$",Ordinateur et accessoires
,1420776,2020-07-08,CREATIONS TARAXACUM INC.,,"41233,84$",Service - Aménagement paysager
,1423811,2020-07-27,CYCLONE SANTE INC.,,"9448,87$",Médecin
,1420978,2020-07-09,DEVELOTECH INC.,,"22425,33$",Équipement sécurité
,1400636,2020-07-21,DISTRIBUTIONS LG INC.,,"5249,37$",Service - Distribution
,1398480,2020-07-13,GESTION ENVIRONNEMENTALE T. HARRIS,,"12624,75$",Ingénieur environnement
,1420300,2020-07-06,GROUPE SANYVAN INC.,,"22498,82$","Location - Véhicule lourd, machinerie lourde et camion avec équipement spécialisé"
,1424259,2020-07-30,ISABEL MASSEY MARKETING INC,,"14173,31$",Conseiller en communications
,1423548,2020-07-24,LES PEPINIERES JASMIN LTEE,,"1901,84$",Produits horticoles
,1422332,2020-07-16,LIGNE ULTRA S.E.N.C.,,"12692,99$",Service - Marquage de rue
,1424194,2020-07-29,P2K MONTREAL,,"22047,37$",Entrepreneur en route et canalisation
,1420924,2020-07-09,"POIRIER, FONTAINE, ARCHITECTES INC",,"11952,82$",Architecte - Gestion de projet
,1396605,2020-07-13,ROGERS COMMUNICATIONS CANADA INC,1137408,"3226,83$",Appareil de communication
,1420445,2020-07-07,SERVICE AU FIL DES SAISONS INC,,"5538,09$",Service - Aménagement paysager
,1422411,2020-07-16,SOCIETE CANADIENNE DES POSTES,,"4439,08$","Service - Postal, messagerie"
,1396906,2020-07-17,TELTECH SIGNALISATION INC,1307671,"10498,75$",Location - Signalisation routière
,1420449,2020-07-07,TELUS MOBILITE,1408829,"15748,12",Appareil de communication
,1422628,2020-07-20,,,"8577,48$",Mobilier pour protection et sécurité
"POLISENO, MARTIN",1421386,2020-07-13,BARIL INTERNATIONAL LTEE,,"3095,03$",Réservoir et contenant de stockage
,1420368,2020-07-07,CHAUSSURES BELMONT INC,,"230,92$",Accessoires vestimentaires
,1422272,2020-07-16,JEAN GUGLIA & FILS ENR,,"262,41$",Accessoires et pièces de remplacement pour outil
,1421387,2020-07-13,LEE VALLEY TOOLS LTD,,"196,85 $",Outils manuels
,1420383,2020-07-07,MATERIAUX DE PLOMBERIE RAY-JEAN INC,,"1480,32$",Accessoires et fournitures de plomberie
,1422264,2020-07-16,NOVAFOR EQUIPEMENT INC.,,"643,58$",Accessoires vestimentaires
,1422510,2020-07-17,,,"623,87$",Vêtements de travail
,1421626,2020-07-14,NOVAFOR INC.,,"96,55$",Équipement de protection
,1421378,2020-07-13,PRODUITS SANY,,"207,88$",Produits d'hygiène corporelle
,1421458,2020-07-13,,1048199,"227,23$",Produits d'entretien ménager
,1422335,2020-07-16,,1048199,"598,11$",Produits d'entretien ménager
,1423903,2020-07-28,RUIGROK FLOWERBULBS,,"1553,81$",Produits horticoles
,1422275,2020-07-16,TENAQUIP LIMITED,,"283,85$",Huile et liquide pour matériel roulant
,1421518,2020-07-13,TESSIER RECREO-PARC INC.,,"670,87$",Réparation/Entretien - Équipement de sport et terrain de jeux
"REEVES, GENEVIEVE",1409211,2020-07-30,SOCIETE CANADIENNE DES POSTES,,"4199,50$","Service - Postal, messagerie"
"TURNBLOM, SYLVAIN",1420777,2020-07-08,ATELIER D'USINAGE INNOVA PRECISION 2014,,"2281,38$",Réparation/Entretien - Appareil spécialisé pour la mécanique
,1422322,2020-07-16,OLIVIER MONTULET,,"787,41$",Service - Formation en développement organisationnel et technique
,1420921,2020-07-09,SIGNEL SERVICES INC,,"209,97$",Poteau et fût pour signalisation lumineuse et éclairage urbain
,1420339,2020-07-07,STELEM (CANADA) INC.,,"399,06$",Produits de branchement
,1422270,2020-07-16,,,"133,85$",Produits de branchement
TOTAL ,,,,,"394294,95$",
