NUMEROTATION,TYPE_SOINS,REGION_RESIDENCE,NB_DEPARTS--REG_TRAITEMENT_01,NB_DEPARTS--REG_TRAITEMENT_02,NB_DEPARTS--REG_TRAITEMENT_03,NB_DEPARTS--REG_TRAITEMENT_04,NB_DEPARTS--REG_TRAITEMENT_05,NB_DEPARTS--REG_TRAITEMENT_06,NB_DEPARTS--REG_TRAITEMENT_07,NB_DEPARTS--REG_TRAITEMENT_08,NB_DEPARTS--REG_TRAITEMENT_09,NB_DEPARTS--REG_TRAITEMENT_10,NB_DEPARTS--REG_TRAITEMENT_11,NB_DEPARTS--REG_TRAITEMENT_12,NB_DEPARTS--REG_TRAITEMENT_13,NB_DEPARTS--REG_TRAITEMENT_14,NB_DEPARTS--REG_TRAITEMENT_15,NB_DEPARTS--REG_TRAITEMENT_16,NB_DEPARTS--REG_TRAITEMENT_17,NB_DEPARTS--REG_TRAITEMENT_18,NB_DEPARTS--TOT_ REG_RESIDENCE,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
11,Soins physiques et psychiatriques de courte durée,11--Gaspésie - Îles-de-la-Madeleine,793,3,2196,15,35,179,0,2,13,0,10048,49,2,7,11,22,0,0,13375,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
12,Soins physiques et psychiatriques de courte durée,12--Chaudière-Appalaches,180,27,9542,120,331,185,0,2,14,3,6,30135,1,4,7,49,0,0,40606,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
13,Soins physiques et psychiatriques de courte durée,13--Laval,10,11,38,13,24,16382,9,3,1,0,6,1,19416,240,1252,137,0,0,37543,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
14,Soins physiques et psychiatriques de courte durée,14--Lanaudière,13,33,76,400,35,8843,9,12,10,1,12,6,2934,30011,2271,291,0,0,44957,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
15,Soins physiques et psychiatriques de courte durée,15--Laurentides,18,28,81,38,41,10330,150,29,6,4,9,17,4452,545,37826,243,0,1,53818,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
16,Soins physiques et psychiatriques de courte durée,16--Montérégie,31,58,220,711,2927,28588,28,21,26,4,18,43,220,212,190,109178,0,0,142475,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
17,Soins physiques et psychiatriques de courte durée,Non-Attribuée,72,49,993,66,189,3013,171,72,37,2,40,36,99,37,100,247,2,4,5229,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
18,Soins physiques et psychiatriques de courte durée,Total région de traitement,21919,32477,90097,50494,35946,247459,25005,16518,8643,1582,10260,32083,29133,32834,42557,112912,2435,709,793063,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
19,Soins en chirurgie d'un jour,01--Bas-Saint-Laurent,10856,0,602,8,18,57,0,1,8,0,38,224,1,1,4,9,0,,11827,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
20,Soins en chirurgie d'un jour,02--Saguenay - Lac-Saint-Jean,2,17176,799,10,15,107,5,1,1,0,0,36,2,0,2,5,0,,18161,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
21,Soins en chirurgie d'un jour,03--Capitale-Nationale,45,40,29763,154,28,139,5,2,15,0,5,1684,5,6,6,35,0,,31932,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
22,Soins en chirurgie d'un jour,04--Mauricie et Centre-du-Québec,7,258,1222,24397,546,711,5,3,2,0,0,239,9,66,8,469,0,,27942,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
23,Soins en chirurgie d'un jour,05--Estrie,1,3,59,667,13795,329,3,3,1,0,2,392,8,6,5,407,0,,15681,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
24,Soins en chirurgie d'un jour,06--Montréal,7,14,79,49,55,66269,20,4,1,1,4,29,622,1155,341,1357,0,,70007,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
25,Soins en chirurgie d'un jour,07--Outaouais,1,1,14,19,10,551,18777,21,0,0,1,85,20,4,94,35,0,,19633,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
26,Soins en chirurgie d'un jour,08--Abitibi-Témiscamingue,1,1,18,3,5,350,83,7860,0,0,0,3,5,5,6,0,0,,8340,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
27,Soins en chirurgie d'un jour,09--Côte-Nord,27,278,543,8,9,57,2,0,4563,0,1,39,1,3,0,5,0,,5536,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
28,Soins en chirurgie d'un jour,10  17 et 18,0,294,31,1,3,470,2,612,0,471,2,3,0,0,2,2,269,,2162,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
29,Soins en chirurgie d'un jour,11--Gaspésie - Îles-de-la-Madeleine,492,1,329,11,11,62,0,0,1,1,3573,20,2,7,8,9,0,,4527,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
30,Soins en chirurgie d'un jour,12--Chaudière-Appalaches,166,13,4153,150,143,74,2,7,4,0,3,16853,2,3,4,21,0,,21598,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
31,Soins en chirurgie d'un jour,13--Laval,2,4,12,12,10,8742,2,3,0,0,0,1,5553,246,871,153,0,,15611,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
32,Soins en chirurgie d'un jour,14--Lanaudière,3,2,47,205,16,6184,8,2,0,0,3,10,1355,12608,1165,347,0,,21955,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
33,Soins en chirurgie d'un jour,15--Laurentides,5,3,46,19,29,5630,212,14,1,0,0,23,1936,392,14628,173,0,,23111,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
34,Soins en chirurgie d'un jour,16--Montérégie,18,10,126,488,956,17570,17,1,3,1,1,28,132,164,148,50735,0,,70398,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
35,Soins en chirurgie d'un jour,Non-Attribuée,83,8,190,8,28,464,130,5,7,0,8,26,0,2,12,29,0,,1000,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
36,Soins en chirurgie d'un jour,Total région de traitement,11716,18106,38033,26209,15677,107766,19273,8539,4607,474,3641,19695,9653,14668,17304,53791,269,,369421,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
37,Soins post-mortem,01--Bas-Saint-Laurent,,,4,,0,0,,,,,,,,,,,,,4,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
38,Soins post-mortem,02--Saguenay - Lac-Saint-Jean,,,2,,0,0,,,,,,,,,,,,,2,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
39,Soins post-mortem,03--Capitale-Nationale,,,11,,0,0,,,,,,,,,,,,,11,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
40,Soins post-mortem,04--Mauricie et Centre-du-Québec,,,0,,0,9,,,,,,,,,,,,,9,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
41,Soins post-mortem,05--Estrie,,,0,,1,0,,,,,,,,,,,,,1,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
42,Soins post-mortem,06--Montréal,,,1,,0,14,,,,,,,,,,,,,15,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
43,Soins post-mortem,07--Outaouais,,,0,,0,4,,,,,,,,,,,,,4,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
44,Soins post-mortem,11--Gaspésie - Îles-de-la-Madeleine,,,1,,0,0,,,,,,,,,,,,,1,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
45,Soins post-mortem,12--Chaudière-Appalaches,,,4,,0,1,,,,,,,,,,,,,5,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
46,Soins post-mortem,13--Laval,,,0,,0,4,,,,,,,,,,,,,4,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
47,Soins post-mortem,14--Lanaudière,,,0,,0,3,,,,,,,,,,,,,3,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
48,Soins post-mortem,15--Laurentides,,,1,,0,3,,,,,,,,,,,,,4,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
49,Soins post-mortem,16--Montérégie,,,0,,0,22,,,,,,,,,,,,,22,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
50,Soins post-mortem,Non-Attribuée,,,1,,0,2,,,,,,,,,,,,,3,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
51,Soins post-mortem,Total région de traitement,,,25,,1,62,,,,,,,,,,,,,88,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
