NUMEROTATION,TYPE_SOINS,REGION_RESIDENCE,NB_DEPARTS--REG_TRAITEMENT_01,NB_DEPARTS--REG_TRAITEMENT_02,NB_DEPARTS--REG_TRAITEMENT_03,NB_DEPARTS--REG_TRAITEMENT_04,NB_DEPARTS--REG_TRAITEMENT_05,NB_DEPARTS--REG_TRAITEMENT_06,NB_DEPARTS--REG_TRAITEMENT_07,NB_DEPARTS--REG_TRAITEMENT_08,NB_DEPARTS--REG_TRAITEMENT_09,NB_DEPARTS--REG_TRAITEMENT_10,NB_DEPARTS--REG_TRAITEMENT_11,NB_DEPARTS--REG_TRAITEMENT_12,NB_DEPARTS--REG_TRAITEMENT_13,NB_DEPARTS--REG_TRAITEMENT_14,NB_DEPARTS--REG_TRAITEMENT_15,NB_DEPARTS--REG_TRAITEMENT_16,NB_DEPARTS--REG_TRAITEMENT_17,NB_DEPARTS--REG_TRAITEMENT_18,NB_DEPARTS--TOT_ REG_RESIDENCE,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
17,Soins physiques et psychiatriques de courte durée ,Non-Attribuée,87,42,1050,72,211,2971,151,75,37,8,39,32,84,64,104,289,3,1,5320,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
18,Soins physiques et psychiatriques de courte durée ,Total région de traitement,22225,32314,89313,51091,36743,246347,26779,16810,9007,1560,10239,31848,30286,34720,44040,111836,2546,671,798375,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
19,Soins en chirurgie d'un jour,01--Bas-Saint-Laurent,9772,5,567,14,11,70,1,1,3,0,51,258,0,0,6,10,0,,10769,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
20,Soins en chirurgie d'un jour,02--Saguenay - Lac-Saint-Jean,1,15604,752,1,7,118,0,2,1,0,0,40,1,1,3,8,0,,16539,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
21,Soins en chirurgie d'un jour,03--Capitale-Nationale,32,57,30204,148,34,145,6,4,12,0,6,1463,3,6,3,34,0,,32157,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
22,Soins en chirurgie d'un jour,04--Mauricie et Centre-du-Québec,5,235,1265,24931,595,695,5,1,1,0,0,219,14,86,19,460,0,,28531,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
23,Soins en chirurgie d'un jour,05--Estrie,2,1,96,731,13664,286,2,2,0,0,0,369,7,1,5,471,0,,15637,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
24,Soins en chirurgie d'un jour,06--Montréal,7,8,109,52,58,65691,18,6,2,1,3,16,704,1038,352,1392,0,,69457,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
25,Soins en chirurgie d'un jour,07--Outaouais,2,3,11,13,10,625,17935,16,0,1,1,49,10,9,143,43,0,,18871,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
26,Soins en chirurgie d'un jour,08--Abitibi-Témiscamingue,1,3,19,8,8,415,86,7671,2,1,0,3,2,3,3,12,0,,8237,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
27,Soins en chirurgie d'un jour,09--Côte-Nord,18,255,607,11,3,52,3,1,4489,0,1,24,1,1,2,1,0,,5469,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
28,Soins en chirurgie d'un jour,10  17 et 18,0,347,37,1,1,430,7,648,0,520,0,5,0,1,2,2,376,,2377,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
29,Soins en chirurgie d'un jour,11--Gaspésie - Îles-de-la-Madeleine,578,1,322,11,8,67,5,0,1,0,3889,25,2,2,7,8,0,,4926,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
30,Soins en chirurgie d'un jour,12--Chaudière-Appalaches,80,4,4100,145,245,106,5,3,3,1,0,16253,3,2,3,44,0,,20997,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
31,Soins en chirurgie d'un jour,13--Laval,2,4,18,13,14,8762,4,1,0,0,0,5,5276,208,859,158,0,,15324,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
32,Soins en chirurgie d'un jour,14--Lanaudière,2,9,54,242,18,6015,7,6,3,1,1,14,1174,13142,1304,426,0,,22418,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
33,Soins en chirurgie d'un jour,15--Laurentides,3,8,47,20,34,5686,193,10,1,0,0,12,1775,375,15217,227,0,,23608,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
34,Soins en chirurgie d'un jour,16--Montérégie,18,9,142,585,875,17062,24,6,5,0,5,40,117,151,163,52618,0,,71820,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
35,Soins en chirurgie d'un jour,Non-Attribuée,73,5,208,10,38,419,94,14,2,0,6,14,5,4,11,43,0,,946,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
36,Soins en chirurgie d'un jour,Total région de traitement,10596,16558,38558,26936,15623,106644,18395,8392,4525,525,3963,18809,9094,15030,18102,55957,376,,368083,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
37,Soins post-mortem,01--Bas-Saint-Laurent,,0,2,,,0,,,,,,,,,,,,,2,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
38,Soins post-mortem,02--Saguenay - Lac-Saint-Jean,,9,2,,,0,,,,,,,,,,,,,11,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
39,Soins post-mortem,03--Capitale-Nationale,,0,14,,,0,,,,,,,,,,,,,14,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
40,Soins post-mortem,04--Mauricie et Centre-du-Québec,,0,3,,,12,,,,,,,,,,,,,15,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
41,Soins post-mortem,06--Montréal,,0,0,,,20,,,,,,,,,,,,,20,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
42,Soins post-mortem,07--Outaouais,,0,0,,,7,,,,,,,,,,,,,7,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
43,Soins post-mortem,08--Abitibi-Témiscamingue,,0,0,,,5,,,,,,,,,,,,,5,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
44,Soins post-mortem,09--Côte-Nord,,0,2,,,0,,,,,,,,,,,,,2,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
45,Soins post-mortem,10  17 et 18,,0,1,,,0,,,,,,,,,,,,,1,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
46,Soins post-mortem,11--Gaspésie - Îles-de-la-Madeleine,,0,2,,,0,,,,,,,,,,,,,2,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
47,Soins post-mortem,12--Chaudière-Appalaches,,0,13,,,0,,,,,,,,,,,,,13,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
48,Soins post-mortem,13--Laval,,0,0,,,6,,,,,,,,,,,,,6,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
49,Soins post-mortem,14--Lanaudière,,0,0,,,10,,,,,,,,,,,,,10,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
50,Soins post-mortem,15--Laurentides,,0,0,,,19,,,,,,,,,,,,,19,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
51,Soins post-mortem,16--Montérégie,,0,1,,,25,,,,,,,,,,,,,26,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
52,Soins post-mortem,Total région de traitement,,9,40,,,104,,,,,,,,,,,,,153,S13-MOBILITÉ INTERRÉGIONNALE DE LA CLIENTÈLE HOSPITALIÈRE RÉPARTITION DES DÉPARTS SELON LA RÉGION DE TRAITEMENT ET LA RÉGION DE RÉSIDENCE,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
