"Categorie","Debut","Fin","Titulaire","NomLieu","Adresse","Ville","CodePostal" 
"RECRE","2024-07-01","2027-06-30","LES CERCLES DE FERMIÃRES DU QUÃBEC (CERCLE DE CAPLAN)","Centre Communautaire de Caplan","3C Perron Est C.P 311","Caplan","G0C1H0"
"RECRE","2022-02-04","2025-02-03","LES CERCLES DE FERMIÃRES DU QUÃBEC (CERCLE DE CHARLESBOURG)","Salle Anne-Marie Villeneuve Dorion","7985, 1e Avenue","QuÃ©bec","G1H2Y3"
"RECRE","2022-01-08","2025-01-07","LES CERCLES DE FERMIÃRES DU QUÃBEC  (CERCLE DE PAPINEAUVILLE)","Centre communautaire de Papineauville","378C, rue Papineau","Papineauville","J0V1R0"
"RECRE","2024-05-19","2027-05-18","LES CERCLES DE FERMIÃRES DU QUÃBEC (CERCLE DE SAINT-ALPHONSE)","Centre communautaire","140, rue Principale Ouest","Saint-Alphonse","G0C2V0"
"RECRE","2022-01-02","2025-01-01","LES CERCLES DE FERMIÃRES DU QUÃBEC (CERCLE DE SAINT-CÃSAIRE)","Salle du Cercle de fermiÃ¨res de Saint-CÃ©saire","1135, rue Vimy","Saint-CÃ©saire","J0L1T0"
"RECRE","2021-11-11","2024-11-10","LES CERCLES DE FERMIÃRES DU QUÃBEC (CERCLE DE SAINTE-APOLLINE-DE-PATTON)","Salle municipale de Sainte-Apolline","108, avenue Ouellet","Sainte-Apolline-de-Patton","G0R2P0"
"RECRE","2023-03-05","2026-03-04","LES CERCLES DE FERMIÃRES DU QUÃBEC (CERCLE DE SAINTE-CLAIRE)","Salle de rÃ©union du cercle de fermiÃ¨re Ste-Claire","129 Boulevard BÃ©gin","Sainte-Claire","G0R2V0"
"RECRE","2023-03-05","2026-03-04","LES CERCLES DE FERMIÃRES DU QUÃBEC (CERCLE DE SAINTE-CLAIRE)","Sacristie","128, rue Principale","Sainte-Claire","G0R2V0"
"RECRE","2022-11-20","2025-11-19","LES CERCLES DE FERMIÃRES DU QUÃBEC (CERCLE DE SAINT-FRANÃOIS-D'ASSISE)","Salle paroissiale Saint-FranÃ§ois-d'Assise","434, chemin Central","Saint-FranÃ§ois-d'Assise","G0J2N0"
"RECRE","2022-04-17","2025-04-16","LES CERCLES DE FERMIERES DU QUÃBEC (CERCLE DE SAINT-JEAN-DE-LA-LANDE)","Salle Municipale St-Jean-de-la-Lande","595, avenue St-Jean-de-la-Lande","Saint-Georges","G5Z0K9"
"RECRE","2022-11-10","2025-11-09","LES CERCLES DE FERMIÃRES DU QUÃBEC (CERCLE DE SAINT-NORBERT)","Salle municipale","2150, rue Principale","Saint-Norbert","J0K3C0"
"RECRE","2022-04-15","2025-04-14","LES CERCLES DE FERMIERES DU QUÃBEC (CERCLE DE SAINT-RÃMI)","Salle du Domaine Saint-RÃ©mi","100, rue Lemieux","Saint-RÃ©mi","J0L2L0"
"RECRE","2022-04-15","2025-04-14","LES CERCLES DE FERMIERES DU QUÃBEC (CERCLE DE SAINT-RÃMI)","Centre communautaire St-RÃ©mi","25, rue Saint-Sauveur","Saint-RÃ©mi","J0L2L0"
"RECRE","2022-01-10","2025-01-09","LES CERCLES DE FERMIÃRES DU QUÃBEC (CERCLE DE VAL-DES-BOIS ET BOWMAN)","Salle des Chevaliers de Colomb","121, chemin du Pont de Bois","Val-des-Bois","J0X3C0"
"RECRE","2022-09-01","2025-08-31","LES CERCLES DE FERMIÃRES DU QUÃBEC (CERCLE DU LAC-BOUCHETTE)","Salle du Cercle de FermiÃ¨res de Lac-Bouchette","249, rue Principale,","Lac-Bouchette","G0W1V0"
"RECRE","2023-05-02","2026-05-01","LES CHEVALIERS DE COLOMB DE JOLIETTE #1468","Salle des chevaliers de colomb joliette #1468","355, rue Champlain","Joliette","J6E2R9"
"AV_GES","2021-12-01","2024-11-30","LES CHEVALIERS DE COLOMB DE L'ASSEMBLÃE GÃNÃRALE ARCHEVÃQUE MATHIEU, NUMÃRO 1014","Bingo Centre Bourg","4250, 1Ã¨re Avenue","QuÃ©bec","G1H7J6"
"RECRE","2023-04-02","2026-04-01","LES CHEVALIERS DE COLOMB DE L'ASSEMBLÃE SUZOR-CÃTÃ, NUMÃRO 1646","Saint-Gabriel l'Allemand","45 Boul. Jutras Est","Victoriaville","G6P4K6"
"SS_GES","2022-12-01","2025-11-30","LES CHEVALIERS DE COLOMB DE SAINT-LAZARE, CONSEIL 11614","Centre comm. et loisirs de St-Lazare (salle des BÃ¢tisseurs)","128, rue de la Fabrique","Saint-Lazare-de-Bellechasse","G0R3J0"
"RECRE","2024-04-06","2027-04-05","LES CHEVALIERS DE COLOMB DU CONSEIL BONSECOURS, NUMERO 9971","CommunautÃ© en Mouvement","555, rue du Couvent","Bonsecours","J0E1H0"
"SS_GES","2023-06-01","2026-05-31","LES CHEVALIERS DE COLOMB DU CONSEIL DE BUCKINGHAM NO: 2056","Salle des Chevaliers de Colomb","480, rue des Pins","Gatineau","J8L2L3"
"SS_GES","2022-12-01","2025-11-30","LES CHEVALIERS DE COLOMB DU CONSEIL DE CAP ST-IGNACE, NO 10707","Salle LÃ©andre-Boutin","100, Place de l'Ãglise","Cap-Saint-Ignace","G0R1H0"
"SS_GES","2023-06-01","2026-05-31","LES CHEVALIERS DE COLOMB DU CONSEIL DE EAST ANGUS NO 2649","Salle des Chevaliers de Colomb East Angus (2649)","143, rue Saint-Pierre","East Angus","J0B1R0"
"RECRE","2023-04-26","2026-04-25","LES CHEVALIERS DE COLOMB DU CONSEIL DE FORESTVILLE NO: 3117","Carrefour communautaire","134, rue Blouin","Forestville","G0T1E0"
"MEDIA","2023-11-01","2026-10-31","LES CHEVALIERS DE COLOMB DU CONSEIL DE FORT COULONGE NO 7221","Radio communautaire de Pontiac","138, rue Pincipale","Fort-Coulonge","J0X1V0"
"AV_GES","2023-06-01","2026-05-31","LES CHEVALIERS DE COLOMB DU CONSEIL DE GRANBY NO: 1093","Carrefour Bingo","94 rue Robinson Sud","Granby","J2G7L4"
"AV_GES","2021-12-01","2024-11-30","LES CHEVALIERS DE COLOMB DU CONSEIL DE LACHINE NO : 1776","Bingo Lachine","2005, rue Saint-Antoine Ouest","MontrÃ©al","H8S4L2"
"AV_GES","2021-12-01","2024-11-30","LES CHEVALIERS DE COLOMB DU CONSEIL DE LACHUTE NO: 2752","Salle de Bingo Lachute","505, rue BÃ©thanie, local 113","Lachute","J8H4A6"
"SS_GES","2023-12-01","2026-11-30","LES CHEVALIERS DE COLOMB DU CONSEIL DE MONTMAGNY NO: 2634","Salle sous-sol Ãglise Saint-Thomas","145, rue Saint-Jean-Baptiste Est","Montmagny","G5V1K6"
"RECRE","2022-07-20","2025-07-19","LES CHEVALIERS DE COLOMB DU CONSEIL DE NELSON NO:5719","Complexe Anastasie","114, rue Isabelle","Lyster","G0S1V0"
"SS_GES","2023-06-01","2026-05-31","LES CHEVALIERS DE COLOMB DU CONSEIL DE SAINTE-TRINITÃ DE GRANBY, NUMÃRO 9842","Sous sol de l'Ã©glise ImmaculÃ©e-Conception","437, rue Denison","Granby","J2G0C7"
"SS_GES","2023-06-01","2026-05-31","LES CHEVALIERS DE COLOMB DU CONSEIL DE SAINTE-TRINITÃ DE GRANBY, NUMÃRO 9842","Sous-Sol Ãglise St-EugÃ¨ne de Granby","97,  rue Laval Sud","Granby","J2G7G6"
"SS_GES","2022-06-01","2025-05-31","LES CHEVALIERS DE COLOMB DU CONSEIL DE SQUATEC NUMÃRO 7384","Salle Joseph Viel","150, rue Saint-Joseph","Saint-Michel-du-Squatec","G0L4H0"
"AV_GES","2021-12-01","2024-11-30","LES CHEVALIERS DE COLOMB DU CONSEIL DE ST-EUSTACHE NO.1813","Bingo Saint-Eustache","510, rue Dufour","Saint-Eustache","J7R0C3"
"RECRE","2021-10-01","2024-09-30","LES CHEVALIERS DE COLOMB DU CONSEIL DE ST-JEAN NO : 1145","Pavillon GÃ©rard-Morin","41, rue Arthur-Riendeau","Saint-Jean-sur-Richelieu","J2W2A5"
"SS_GES","2023-12-01","2026-11-30","LES CHEVALIERS DE COLOMB DU CONSEIL DE ST-MICHEL DES SAINTS NO: 4421","Salle J.M. Bellerose","140, St-Jacques","Saint-Michel-des-Saints","J0K3B0"
"SS_GES","2023-06-01","2026-05-31","LES CHEVALIERS DE COLOMB DU CONSEIL DE TROIS-PISTOLES NO 3917","Centre Colombien","220, rue Jean-Rioux","Trois-Pistoles","G0L4K0"
"RECRE","2022-03-26","2025-03-25","LES CHEVALIERS DE COLOMB DU CONSEIL DE TROIS-RIVIÃRES NO:  1001","Centre Alexandre Soucy","1800 St-Paul","Trois-RiviÃ¨res","G9A1J7"
"AV_GES","2021-12-01","2024-11-30","LES CHEVALIERS DE COLOMB DU CONSEIL DE VANIER, NUMÃRO 8175","Bingo de la Capitale","100, rue Chabot, suite 150","QuÃ©bec","G1M1K2"
"AV_GES","2021-12-01","2024-11-30","LES CHEVALIERS DE COLOMB DU CONSEIL DU LAC SAINT-CHARLES, NO. 6867","Bingo de la Capitale","100, rue Chabot, suite 150","QuÃ©bec","G1M1K2"
"SS_GES","2022-12-01","2025-11-30","LES CHEVALIERS DE COLOMB DU CONSEIL ST-EPHREM, NUMÃRO 6329","Centre multifonctionnel St-Ãphrem","34, route 271 Nord","Saint-Ãphrem-de-Beauce","G0M1R0"
"SS_GES","2021-12-01","2024-11-30","LES CHEVALIERS DE COLOMB DU CONSEIL ST-MARTIN, NO. 5931","Centre communautaire Elias Dufresne de RiviÃ¨re-au-Renard","55, rue du Banc","GaspÃ©","G4X5E3"
"RECRE","2022-06-28","2025-06-27","LES CHEVALIERS DE COLOMB DU CONSEIL VAL-DES-BOIS, NUMÃRO 6045","Ãglise Notre-Dame de La Garde (sous-sol)","579, Route 309","Val-des-Bois","J0X3C0"
"AV_GES","2022-06-01","2025-05-31","LES CHEVALIERS DE COLOMB DU CONSEIL V.J.C. LONGUEUIL NO.  3967","Bingo Longueuil","1591, boulevard Roland-Therrien","Longueuil","J4J5C5"
"RECRE","2022-03-17","2025-03-16","LES COEURS D'OR DE ST-CASIMIR","Local Les Coeurs d'or (Saint-Casimir)","220, boul. de la Montagne","Saint-Casimir","G0A3L0"
"AV_GES","2021-12-01","2024-11-30","LES CONCERTS LACHINE INC.","Bingo Lachine","2005, rue Saint-Antoine Ouest","MontrÃ©al","H8S4L2"
"SS_GES","2021-12-01","2024-11-30","LES DOYENS DE STE-PERPÃTUE INC.","Salle Les Doyens de Ste-PerpÃ©tue (Ã¢ge d'or)","8, rue des Bouleaux Ouest","Sainte-PerpÃ©tue","G0R3Z0"
"FOURN","2024-06-01","2027-05-31","LES ENTREPRISES CAROSIELLI INC","","","",""
"RECRE","2022-09-01","2025-08-31","LES FÃTES DE CHEZ NOUS INC.","Chapiteau de notre festival","790, rue des Loisirs","Saint-ElzÃ©ar","G0S2J0"
"SS_GES","2022-06-01","2025-05-31","LES FÃTES DU LAC WILLIAM 1990 INC.","Chapiteau Place municipale","617, rue Principale","Saint-Ferdinand","G0N1N0"
"RECRE","2023-03-02","2026-03-01","LES GERBES D'OR DE ST-LUDGER-DE-MILOT","Salle Desjardins","10, chemin de la Plage","Saint-Ludger-de-Milot","G0W2B0"
"RECRE","2023-05-01","2026-04-30","LES JARDINS CHÃTEAUNEUF","Salle Communautairedes Jardins ChÃ¢teauneuf","7800, boul. ChÃ¢teauneuf","MontrÃ©al","H1K4J4"
"RECRE","2023-09-19","2026-09-18","LES JEUNES DE COEUR DE MASCOUCHE","Salle communautaire","3072, boul. Mascouche","Mascouche","J7K3E4"
"RECRE","2021-11-24","2024-11-23","LES JOYEUX  AINÃS(E)S THÃRÃSIENS FADOQ","Maison du citoyen (Sainte-ThÃ©rÃ¨se)","37  rue Turgeon","Sainte-ThÃ©rÃ¨se","J7E3H2"
"RECRE","2023-01-31","2026-01-30","LES JOYEUX PIONNIERS DE STE-CROIX INC","Salle Robert Daigle (Hotel de Ville de St-Croix)","6310, rue Principale","Sainte-Croix","G0S2H0"
"RECRE","2022-09-25","2025-09-24","LES JOYEUX RETRAITÃS","Salle communautaire","49, rue Mutchmore","Gatineau","J8Y3T5"
"RECRE","2023-02-05","2026-02-04","LES LOISIRS D'ASCOT CORNER","Salle AurÃ©lien Rivard","5699, rue Principale","Ascot Corner","J0B1A0"
"RECRE","2024-06-15","2027-06-14","LES LOISIRS DE BOILEAU INC.","Salle de la Bonne Entente","702, ch. de Boileau","Boileau","J0V1N0"
"RECRE","2024-07-19","2027-07-18","LES LOISIRS DE CAMPING OASIS","Salle Tellier","974, 1er rang ouest","Sainte-CÃ©cile-de-Milton","J0E2C0"
"SS_GES","2023-06-01","2026-05-31","LES LOISIRS DE SAINTE-HÃLÃNE-DE-MANCEBOURG INC.","Club des 50 Plus de La Sarre","11, 4e avenue Ouest","La Sarre","J9Z2X9"
"SS_GES","2023-06-01","2026-05-31","LES LOISIRS DE STE-FLORENCE INC.","Salle communautaire de Ste-Florence","6, rue des Loisirs","Sainte-Florence","G0J2M0"
"SS_GES","2023-06-01","2026-05-31","LES LOISIRS DE STE-HEDWIDGE DE ROBERVAL, INC.","Salle Communautaire de Ste-Hedwidge","1090, rue Principale","Sainte-Hedwidge","G0W2R0"
"SS_GES","2023-12-01","2026-11-30","LES LOISIRS DE ST-FRÃDÃRIC INC.","Salle Communautaire de Saint-FrÃ©dÃ©ric (salle Poirier)","850, rue de l'HÃ´tel de Ville","Saint-FrÃ©dÃ©ric","G0N1P0"
"RECRE","2022-06-24","2025-06-23","LES LOISIRS DE ST-LEONARD INC","Centre Richard-Lebeau","275, rue Germain","Saint-LÃ©onard-d'Aston","J0C1M0"
"RECRE","2023-12-27","2026-12-26","LES LOISIRS DU DOMAINE CHAMPLAIN","Centre communautaire du Domaine Champlain","160, rue Roger-Vanier","Venise-en-QuÃ©bec","J0J2K0"
"RECRE","2023-06-24","2026-06-23","LES LOISIRS FLEUR DE LYS DE SAINT-MATHIEU INC.","Le Centre multifonctionnel de Saint-Mathieu-de-Rioux","379B, rue Principale","Saint-Mathieu-de-Rioux","G0L3T0"
"AV_GES","2021-12-01","2024-11-30","LES LOISIRS MONTCALM INC.","Bingo de la Capitale","100, rue Chabot, suite 150","QuÃ©bec","G1M1K2"
"RECRE","2022-06-30","2025-06-29","LES LOUPS AU VOLANT","Centre des loisirs salle Ã©tage du haut","4951, rue des Saules","La DorÃ©","G8J1G8"
"RECRE","2023-04-04","2026-04-03","LES LUCIOLES DE SAINT-HUBERT","Centre Pierre et Bernard Lucas","2060, rue Holmes","Longueuil","J4T1R8"
"AV_GES","2023-06-01","2026-05-31","LES OEUVRES DU CLUB RICHELIEU SALABERRY-DE-VALLEYFIELD","Centre Notre-Dame-de-Bellerive","84, rue Marquette","Salaberry-de-Valleyfield","J6S3C4"
"MEDIA","2022-02-01","2025-01-31","LE SON DU 49E","Le Son du 49e","555, Place QuÃ©villon Suite 100, C.P. 534","Lebel-sur-QuÃ©villon","J0Y1X0"
"SS_GES","2023-06-01","2026-05-31","LES ORGANISATIONS PARA-PAROISSIALES DE MALARTIC INC.","Salle paroissiale Saint-Martin","581, rue Royale","Malartic","J0Y1Z0"
"AV_GES","2023-06-01","2026-05-31","LES PETITS CHANTEURS DE GRANBY INC.","Carrefour Bingo","94 rue Robinson Sud","Granby","J2G7L4"
"RECRE","2022-01-07","2025-01-06","LES PIONNIERS DE BOISBRIAND","Service des Loisirs (salle communautaire)","955, boul. de la Grande-AllÃ©e","Boisbriand","J7G1W6"
"RECRE","2024-01-11","2027-01-10","LES PROMOTEURS DE BONNE HEURE LAC DU CERF","La Principale","215, rue Principale","Lac-du-Cerf","J0W1S1"
"RECRE","2021-11-14","2024-11-13","LES RAYONS DE SOLEIL (FADOQ) MONTPELLIER","Centre Communautaire de Montpellier","17 Rue Principale","Montpellier","J0V1M0"
"RECRE","2022-01-26","2025-01-25","LES REPAS PARTAGÃS DE L'ÃLE-PERROT","Henri Faust","150, boul. Perrot","L'Ãle-Perrot","J7V3G1"
"RECRE","2021-09-09","2024-09-08","LES REPAS PARTAGÃS DE NOTRE-DAME-DE-L'ÃLE-PERROT","Le Carrefour Notre-Dame","1300, Boulevard Don Quichotte","Notre-Dame-de-l'Ãle-Perrot","J7W1G2"
"RECRE","2021-11-24","2024-11-23","LES RÃSIDENCES COMMUNAUTAIRES SACRÃ-COEUR INC","Salle Denise Lachance-Trudel","1010, rue Montcalm","Berthierville","J0K1A0"
"AV_GES","2023-06-01","2026-05-31","LES SCOUTS DES BOIS-FRANCS (DISTRICT CENTRE DU QUÃBEC) INC.","Bingos Victoriaville (Grande Place des Bois Francs)","1111, boulevard Jutras Est , Local 59A","Victoriaville","G6S1C1"
"RECRE","2022-03-25","2025-03-24","LES SENIORS DE BLAINVILLE (FADOQ)","Centre communautaire de Blainville","1000, chemin du Plan Bouchard","Blainville","J7C3S9"
"RECRE","2023-09-28","2026-09-27","LES TOITS DE MERCIER","Salle Ã  manger de l'Habitation Communautaire (les toits de )","9250, rue Hochelaga","MontrÃ©al","H1L0A2"
"AV_GES","2021-12-01","2024-11-30","LES VOISINS Ã ROULETTES DE LAVAL, V.R.L., INC.","Les Galeries Laval","1545, boul. le Corbusier","Laval","H7S2K6"
"RECRE","2024-04-27","2027-04-26","LE THÃATRE DES PAREILLÃS","Loisirs Saint-Damase","105, rue Ste-Anne","Saint-Damase","J0H1J0"
"AV_GES","2021-12-01","2024-11-30","L'HARMONIE DE CHARLESBOURG INC.","Bingo Centre Bourg","4250, 1Ã¨re Avenue","QuÃ©bec","G1H7J6"
"RECRE","2021-11-15","2024-11-14","LIGUE DE SAC DE SABLE ET BINGO DE L'ANSE ST-JEAN","Centre communautaire de la Petite Ã©cole","239, St-Jean-Baptiste","L'Anse-Saint-Jean","G0V1J0"
"AV_GES","2021-12-01","2024-11-30","LIGUE NAVALE DE LAVAL","Les Galeries Laval","1545, boul. le Corbusier","Laval","H7S2K6"
"RECRE","2023-03-27","2026-03-26","L'OASIS DE PERCÃ","L'Oasis de PercÃ© (gymnase)","43, rue de l'Ãglise","PercÃ©","G0C2L0"
"RECRE","2021-12-01","2024-11-30","L'OEUVRE DES TERRAINS DE JEUX DE ST-ALEXIS-DE-MATAPEDIA","Centre Municipal de Saint-Alexis","190, rue Principale","Saint-Alexis-de-MatapÃ©dia","G0J2E0"
"AV_GES","2021-12-01","2024-11-30","L'OEUVRE DES TITANS DE LIMOILOU INC.","Bingo de la Capitale","100, rue Chabot, suite 150","QuÃ©bec","G1M1K2"
"RECRE","2022-04-17","2025-04-16","L'OFFICE MUNICIPAL D'HABITATION DE LA CÃTE-DE-BEAUPRÃ","Salon communautaire","10270, rue Royale","Sainte-Anne-de-BeauprÃ©","G0A3C0"
"RECRE","2022-04-17","2025-04-16","L'OFFICE MUNICIPAL D'HABITATION DE LA CÃTE-DE-BEAUPRÃ","Pavillon de ChÃ¢teau-Richer","7680, avenue Royale","ChÃ¢teau-Richer","G0A1N0"
"RECRE","2024-06-01","2027-05-31","LOISIR CAMPING MÃKINAC INC","Salle Julie Boulet","501, route 155","Saint-Roch-de-MÃ©kinac","G0X2E0"
"RECRE","2024-07-08","2027-07-07","LOISIR DU MONT","Salle communautaire du Camping Au pied du Mont","3225, rang du Cordon","Saint-Jean-Baptiste","J0L2B0"
"RECRE","2022-03-18","2025-03-17","LOISIRS AMICALES POUR PERSONNES AGÃES","Salle communautaire du H.L.M.","185, rue MontrÃ©al Ouest","Rouyn-Noranda","J9X6A3"
"RECRE","2021-12-04","2024-12-03","LOISIR SAWYERVILLE","ÃGLISE NOTRE DAME DU ROSAIRE","4, Chemin de Randboro","QuÃ©bec","J0B3A0"
"RECRE","2022-06-03","2025-06-02","LOISIRS CAMPING CLAIRE FONTAINE","Salle communautaire Claire Fontaine","830, CÃ´te Joyeuse","Saint-Raymond","G3L4B3"
"SS_GES","2022-06-01","2025-05-31","LOISIRS CAMPING DOMAINE DU RÃVE","Pavillon du Domaine","75, rue du Camping","Sainte-AngÃ¨le-de-Monnoir","J0L1P0"
"RECRE","2024-07-01","2027-06-30","LOISIRS CAMPING PARADISO","Salle Communautaire du Camping Paradiso","1281, rang Saint-Flavien","Notre-Dame-du-Mont-Carmel","G0X3J0"
"RECRE","2022-06-10","2025-06-09","LOISIRS CAMPING RUSSELTOWN","Salle Communautaire","258, rue Notre-Dame","Saint-Chrysostome","J0S1R0"
"RECRE","2023-07-10","2026-07-09","LOISIRS CANNE DE BOIS","Salle Communautaire","306, route 219","Hemmingford","J0L1H0"
"AV_GES","2021-12-01","2024-11-30","LOISIRS DE SAINT-RODRIGUE INC.","Bingo Centre Bourg","4250, 1Ã¨re Avenue","QuÃ©bec","G1H7J6"
"RECRE","2022-05-27","2025-05-26","LOISIRS DLC INC.","Salle Communautaire au camping Domaine de la Chute","74, Chemin de la Chute","Saint-Apollinaire","G0S2E0"
"RECRE","2022-05-20","2025-05-19","LOISIRS DOMAINE DES ÃRABLES 2013 INC.","Salle communautaire","500, rue St-Pierre","Saint-Roch-de-Richelieu","J0L2M0"
"RECRE","2023-05-19","2026-05-18","LOISIRS DOMAINE TOURNESOL","Salle communautaire du camping domaine tournesol","327 ch. Brosseau","Cowansville","J2K0B4"
"RECRE","2022-05-24","2025-05-23","LOISIRS DU CAMPING GRÃGOIRE","Camping GrÃ©goire","347, Route 221","Lacolle","J0J1J0"
"SS_GES","2023-06-01","2026-05-31","LOISIRS DU SECTEUR LA PROVIDENCE","Centre communautaire La Providence","2575, rue Saint-Paul","Saint-Hyacinthe","J2T2A8"
"RECRE","2024-01-11","2027-01-10","LOISIRS FLEURS DE MAI","Salle communautaire loisirs fleurs de mai","350 rue Front","Longueuil","J4J1Z6"
"RECRE","2022-12-04","2025-12-03","LOISIRS GENTILLY INC.","Salle Yvon-Guimond","1500, Av. des Galaxies","BÃ©cancour","G9H4K2"
"SS_GES","2021-12-01","2024-11-30","LOISIRS ÃLE DU HAVRE-AUBERT INC.","Salle communautaire du Centre Multifonctionnel","280, chemin du Bassin","Les Ãles-de-la-Madeleine","G4T0B5"
"AV_GES","2023-06-01","2026-05-31","LOISIRS JEUNESSE DU CAP-DE-LA-MADELEINE INC.","Salle  O 503","503, boulevard du Saint-Maurice","Trois-RiviÃ¨res","G9A3P1"
"RECRE","2022-03-20","2025-03-19","LOISIRS MARIE-ROSE","Salle Marie-Rose","107, rue Notre-Dame","","J5X2V8"
"RECRE","2022-06-03","2025-06-02","LOISIRS MON REPOS INC.","Salle des loisirs du camping Mon Repos","430, rang Saint-Georges","Ange-Gardien","J0E1E0"
"AV_GES","2023-06-01","2026-05-31","LOISIRS NOTRE-DAME DE BONSECOURS DE BROSSARD INC.","Palladium de Brossard","9525, boul. Taschereau","Brossard","J4Y2J3"
"RECRE","2024-08-11","2027-08-10","LOISIRS  PARC ESTRIE","Marcel Leroux","19, rue du Domaine","Magog","J1X5Z3"
"RECRE","2024-05-01","2027-04-30","LOISIRS PÃRIBONKA","Bistr'eau Pub de PÃ©ribonka","360, Ãdouard-Niquet","PÃ©ribonka","G0W2G0"
"RECRE","2024-04-22","2027-04-21","LOISIRS ""RÃSIDENCE TÃLESPHORE SAVARIA"" INC.","Salle Communautaire des Loisirs","1355, rue Saint-Louis, Lachine","MontrÃ©al","H8S4E4"
"RECRE","2023-09-20","2026-09-19","LOISIRS SAINT-FRANÃOIS-XAVIER-DE-BROMPTON","Centre Communautaire France Gagnon-Laprade","112, rue du Parc","Saint-FranÃ§ois-Xavier-de-Brompton","J0B2V0"
"RECRE","2023-04-01","2026-03-31","LOISIRS SAINT-SIMON","Salle communautaire Desjardins","366, route 132","Saint-Simon","G0L4C0"
"RECRE","2023-10-30","2026-10-29","LOISIRS SIMONE LÃVEILLÃ","Salle Commune","5630, boul. Lasalle","MontrÃ©al","H4H2T3"
"RECRE","2022-05-17","2025-05-16","LOISIRS ST-EMMANUEL","Le BoisÃ©","48, chemin Saint-Emmanuel","Coteau-du-Lac","J0P1B0"
"AV_GES","2021-12-01","2024-11-30","LOISIRS ST-SAUVEUR INC.","Bingo de la Capitale","100, rue Chabot, suite 150","QuÃ©bec","G1M1K2"
"RECRE","2021-10-20","2024-10-19","L'ORDRE DES FILLES D'ISABELLE","Lucien Leclair Salle des Chevaliers de Colomb 7044","154, boul. Ste-Anne","Sainte-Anne-des-Plaines","J5N3P1"
"RECRE","2021-11-15","2024-11-14","L'ORDRE LOYAL DES MOOSE LOGE 1607, LA PRAIRIE","L'Ordre Loyal Des Moose Loge 1607, La Prairie","208, ch. de St.-Jean","La Prairie","J5R2K3"
"AV_GES","2021-12-01","2024-11-30","L'ORGANISATION DES JEUNES DE PARC EXTENSION INC.","Salle Bingo P.A.T.","11911, rue sherbrooke est","MontrÃ©al","H1B1C6"
"AV_GES","2023-06-01","2026-05-31","MA DEUXIÃME MAISON Ã  MOI","Palladium de Brossard","9525, boul. Taschereau","Brossard","J4Y2J3"
"AV_GES","2023-06-01","2026-05-31","MAISON CALM","Bingo Sherbrooke","4201, boulevard Bertrand-Fabi","Sherbrooke","J1N1X5"
"SS_GES","2023-06-01","2026-05-31","MAISON DE LA SOURCE GABRIEL INC.","L'ordre loyal des Moose","1440, 7iÃ¨me rue","Val-d'Or","J9P3S2"
"AV_GES","2021-12-01","2024-11-30","MAISON D'ENTRAIDE L'ARC-EN-CIEL INC.","Bingo de la Capitale","100, rue Chabot, suite 150","QuÃ©bec","G1M1K2"
"SS_GES","2023-06-01","2026-05-31","MAISON DE QUARTIER DE JONQUIÃRE INC.","Salle Raymonde Clavet","3245, rue des PensÃ©es JonquiÃ¨re","Saguenay","G7S5T6"
"AV_GES","2021-12-01","2024-11-30","MAISON DES ENFANTS LE DAUPHIN, DE LAVAL","Les Galeries Laval","1545, boul. le Corbusier","Laval","H7S2K6"
"SS_GES","2023-06-01","2026-05-31","MAISON DES FAMILLES DE LA MATANIE","Les AllÃ©es du Boulevard","140, boul. Dion","Matane","G4W3L7"
"MEDIA","2023-09-01","2026-08-31","MAISON DES JEUNES D'ALMA INC.","NousTV Alma","590 Rue Collard Ouest","Alma","G8B1N1"
"AV_GES","2021-12-01","2024-11-30","MAISON DES JEUNES DE BEAUPORT OUEST","Bingo des Chutes de Beauport","4600, boul. Sainte-Anne","QuÃ©bec","G1C4R7"
"SS_GES","2023-06-01","2026-05-31","MAISON DES JEUNES DE LAMARCHE","Salle Municipale","100, rue Principale","Lamarche","G0W1X0"
"AV_GES","2021-12-01","2024-11-30","MAISON DES JEUNES, DES DEUX-MONTAGNES","Bingo Saint-Eustache","510, rue Dufour","Saint-Eustache","J7R0C3"
"AV_GES","2021-12-01","2024-11-30","MAISON DES JEUNES DE ST-EUSTACHE INC.","Bingo Saint-Eustache","510, rue Dufour","Saint-Eustache","J7R0C3"
"RECRE","2023-12-02","2026-12-01","MAISON DES JEUNES ""LA PIÃLE""","Salle municipale Lac-Des-Aigles","75, rue Principale","Lac-des-Aigles","G0K1V0"
"SS_GES","2021-12-01","2024-11-30","MAISON DES JEUNES SAINTE-ADÃLE","Salle de Bingo de Sainte-AdÃ¨le","555,  boulevard Sainte-AdÃ¨le bureau 200","Sainte-AdÃ¨le","J8B1A7"
"AV_GES","2021-12-01","2024-11-30","MAISON D'HEBERGEMENT ACCUEIL COMMUNAUTAIRE JEUNESSE DES BASSES LAURENTIDES","Bingo Saint-Eustache","510, rue Dufour","Saint-Eustache","J7R0C3"
"AV_GES","2023-06-01","2026-05-31","MAISON D'HÃBERGEMENT DÃPANNAGE DE VALLEYFIELD","Centre Notre-Dame-de-Bellerive","84, rue Marquette","Salaberry-de-Valleyfield","J6S3C4"
