clientele,caracteristique,valeur,nouveau_participant,participant_actif,nouvelle_participation,participation_active
Individu - clientèle sans soutien public du revenu,Groupe d'âge,De 30 à 34 ans,9335,11678,13096,16733
Individu - clientèle sans soutien public du revenu,Groupe d'âge,De 35 à 39 ans,8356,10360,11960,15146
Individu - clientèle sans soutien public du revenu,Groupe d'âge,De 40 à 44 ans,5842,7331,8296,10652
Individu - clientèle sans soutien public du revenu,Groupe d'âge,De 45 à 49 ans,4194,5228,5865,7466
Individu - clientèle sans soutien public du revenu,Groupe d'âge,De 50 à 54 ans,4007,4926,5496,7065
Individu - clientèle sans soutien public du revenu,Groupe d'âge,55 ans et plus,6216,7227,8316,10163
Individu - clientèle sans soutien public du revenu,Groupe d'âge,35 ans et moins,45051,55324,61345,77410
Individu - clientèle sans soutien public du revenu,Groupe d'âge,36 ans et plus,26564,32230,37267,47096
Individu - clientèle sans soutien public du revenu,Famille monoparentale,Oui,3832,4699,5125,6434
Individu - clientèle sans soutien public du revenu,Famille monoparentale,Non,67794,82760,93479,118052
Individu - clientèle sans soutien public du revenu,Famille monoparentale,Inconnue,8,20,8,20
Individu - clientèle sans soutien public du revenu,Scolarité,Primaire,2352,3082,3426,4861
Individu - clientèle sans soutien public du revenu,Scolarité,Secondaire I à IV,18103,22237,24274,30964
Individu - clientèle sans soutien public du revenu,Scolarité,Secondaire V,15699,19037,20899,26210
Individu - clientèle sans soutien public du revenu,Scolarité,Collégial,9667,11718,13034,16203
Individu - clientèle sans soutien public du revenu,Scolarité,Universitaire,17917,21978,25788,32512
Individu - clientèle sans soutien public du revenu,Scolarité,Inconnue,8745,10608,11191,13756
Individu - clientèle sans soutien public du revenu,Diplôme maximum obtenu,Aucun diplôme,28464,34879,37507,47885
Individu - clientèle sans soutien public du revenu,Diplôme maximum obtenu,Secondaire - DES,6434,7962,9470,12044
Individu - clientèle sans soutien public du revenu,Diplôme maximum obtenu,Secondaire - DEP,3197,3893,4618,5819
Individu - clientèle sans soutien public du revenu,Diplôme maximum obtenu,Secondaire - ASP,232,275,323,398
Individu - clientèle sans soutien public du revenu,Diplôme maximum obtenu,Collégial - AEC,953,1180,1460,1867
Individu - clientèle sans soutien public du revenu,Diplôme maximum obtenu,Collégial - DEC général,1484,1864,2364,3049
Individu - clientèle sans soutien public du revenu,Diplôme maximum obtenu,Collégial - DEC professionnel,2531,3218,3979,5156
Individu - clientèle sans soutien public du revenu,Diplôme maximum obtenu,Universitaire - Certificat,499,628,747,979
Individu - clientèle sans soutien public du revenu,Diplôme maximum obtenu,Universitaire - Baccalauréat,3062,3855,4757,6189
Individu - clientèle sans soutien public du revenu,Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,1361,1742,2213,2854
Individu - clientèle sans soutien public du revenu,Diplôme maximum obtenu,Inconnu,24765,29863,31174,38266
Individu - clientèle sans soutien public du revenu,Personne handicapée,Oui,5772,8114,8920,14401
Individu - clientèle sans soutien public du revenu,Personne handicapée,Non,65899,79441,89692,110105
Individu - clientèle sans soutien public du revenu,Autochtone,Oui,656,771,795,971
Individu - clientèle sans soutien public du revenu,Autochtone,Non,50780,63105,73298,94081
Individu - clientèle sans soutien public du revenu,Autochtone,Inconnu,20084,23458,24519,29454
Individu - clientèle sans soutien public du revenu,Lieu de naissance,Né au Canada,42924,52609,58024,73954
Individu - clientèle sans soutien public du revenu,Lieu de naissance,Né hors Canada : arrivé depuis moins de 5 ans,9400,12104,15382,20020
Individu - clientèle sans soutien public du revenu,Lieu de naissance,Né hors Canada : arrivé depuis 5 ans et plus,7269,8829,10147,12645
Individu - clientèle sans soutien public du revenu,Lieu de naissance,Inconnu,11975,13900,15059,17887
Individu - clientèle sans soutien public du revenu,Statut au début de la participation,Sans soutien public du revenu,71520,87334,98612,124506
