NUMEROTATION,TYPE_DE_SOINS,REGION,MUNICIPALITE,  NOMBRE_DEPARTS  ,  JOURS_HOSPIT_TOTAL  ,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
11,Soins physiques et psychiatriques de courte durée,Touriste,92, 2 331    , 10 132    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
12,Soins physiques et psychiatriques de courte durée,Touriste,93, 45    , 408    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
13,Soins physiques et psychiatriques de courte durée,Touriste,Autres, 14    , 57    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
14,Soins physiques et psychiatriques de courte durée,Touriste,Total Touriste, 5 229    , 30 548    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
15,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7005, 15    , 69    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
16,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7010, 73    , 375    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
17,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7018, 311    , 1 755    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
18,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7025, 30    , 153    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
19,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7030, 136    , 639    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
20,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7035, 81    , 510    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
21,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7040, 36    , 278    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
22,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7047, 823    , 4 331    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
23,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7057, 179    , 966    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
24,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7065, 37    , 164    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
25,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7070, 43    , 228    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
26,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7075, 57    , 200    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
27,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7080, 196    , 1 151    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
28,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7085, 276    , 1 638    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
29,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7090, 45    , 225    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
30,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7095, 85    , 627    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
31,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7100, 49    , 336    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
32,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,7105, 48    , 230    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
33,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,8005, 161    , 902    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
34,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,8010, 29    , 145    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
35,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,8015, 62    , 443    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
36,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,8023, 198    , 1 508    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
37,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,8030, 66    , 287    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
38,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,8035, 148    , 644    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
39,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,8040, 24    , 110    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
40,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,8053, 2 087    , 13 944    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
41,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,8065, 66    , 284    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
42,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,8073, 219    , 1 447    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
43,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,8080, 89    , 533    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
44,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9005, 56    , 402    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
45,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9010, 46    , 223    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
46,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9015, 88    , 760    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
47,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9020, 27    , 205    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
48,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9025, 134    , 687    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
49,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9030, 70    , 362    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
50,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9035, 131    , 875    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
51,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9040, 32    , 229    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
52,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9048, 70    , 334    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
53,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9055, 38    , 158    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
54,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9060, 22    , 218    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
55,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9065, 246    , 1 589    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
56,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9070, 55    , 674    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
57,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9077, 869    , 6 887    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
58,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9085, 88    , 485    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
59,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,9092, 322    , 1 834    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
60,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,10005, 45    , 254    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
61,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,10010, 42    , 285    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
62,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,10015, 115    , 586    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
63,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,10025, 37    , 171    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
64,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,10030, 250    , 1 321    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
65,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,10043, 5 428    , 38 155    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
66,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,10060, 78    , 382    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
67,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,10070, 238    , 1 420    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
68,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,10075, 34    , 242    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
69,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,11005, 28    , 130    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
70,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,11010, 156    , 1 034    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
71,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,11015, 26    , 148    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
72,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,11020, 10    , 69    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
73,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,11025, 26    , 112    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
74,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,11030, 59    , 571    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
75,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,11035, 15    , 73    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
76,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,11040, 384    , 2 990    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
77,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,11045, 45    , 259    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
78,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,11050, 71    , 443    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
79,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,11055, 42    , 474    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
80,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12005, 119    , 775    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
81,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12010, 129    , 1 071    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
82,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12015, 378    , 2 070    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
83,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12020, 83    , 414    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
84,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12025, 27    , 215    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
85,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12030, 94    , 688    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
86,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12035, 34    , 269    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
87,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12043, 126    , 694    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
88,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12045, 7    , 64    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
89,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12057, 83    , 471    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
90,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12065, 103    , 525    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
91,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12072, 2 460    , 20 771    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
92,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12080, 80    , 766    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
93,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12802, 10    , 237    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
94,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,12804, 125    , 764    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
95,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13005, 324    , 2 082    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
96,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13010, 28    , 165    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
97,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13015, 79    , 407    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
98,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13020, 51    , 212    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
99,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13025, 187    , 1 018    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
100,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13030, 43    , 216    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
101,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13040, 59    , 526    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
102,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13045, 43    , 198    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
103,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13050, 19    , 129    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
104,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13055, 44    , 194    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
105,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13060, 94    , 418    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
106,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13065, 122    , 651    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
107,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13073, 617    , 3 539    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
108,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13075, 13    , 45    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
109,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13080, 180    , 1 188    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
110,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13085, 31    , 157    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
111,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13090, 77    , 670    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
112,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13095, 286    , 2 139    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
113,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13100, 18    , 69    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
114,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14005, 176    , 1 110    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
115,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14010, 73    , 500    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
116,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14018, 484    , 2 619    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
117,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14025, 140    , 630    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
118,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14030, 37    , 188    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
119,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14035, 265    , 1 691    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
120,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14040, 91    , 639    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
121,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14045, 37    , 211    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
