NUMEROTATION,TYPE_DE_SOINS,REGION, MUNICIPALITE , NOMBRE_DEPARTS , JOURS_HOSPIT_TOTAL ,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
16,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 010    , 68    , 428    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
17,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 018    , 342    , 2 236    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
18,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 025    , 36    , 182    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
19,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 030    , 108    , 573    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
20,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 035    , 59    , 265    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
21,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 040    , 42    , 200    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
22,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 047    , 809    , 4 777    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
23,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 057    , 195    , 1 020    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
24,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 065    , 54    , 262    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
25,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 070    , 64    , 278    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
26,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 075    , 58    , 206    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
27,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 080    , 126    , 987    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
28,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 085    , 309    , 1 824    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
29,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 090    , 30    , 105    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
30,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 095    , 75    , 345    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
31,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 100    , 48    , 297    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
32,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 105    , 28    , 113    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
33,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 7 902    , 9    , 27    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
34,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 8 005    , 157    , 950    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
35,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 8 010    , 27    , 99    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
36,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 8 015    , 78    , 538    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
37,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 8 023    , 195    , 1 069    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
38,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 8 030    , 50    , 174    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
39,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 8 035    , 137    , 696    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
40,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 8 040    , 43    , 218    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
41,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 8 053    , 2 093    , 15 512    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
42,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 8 065    , 62    , 700    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
43,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 8 073    , 183    , 938    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
44,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 8 080    , 62    , 368    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
45,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 005    , 39    , 172    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
46,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 010    , 37    , 668    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
47,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 015    , 73    , 459    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
48,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 020    , 21    , 116    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
49,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 025    , 134    , 730    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
50,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 030    , 76    , 439    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
51,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 035    , 118    , 943    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
52,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 040    , 29    , 167    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
53,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 048    , 70    , 835    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
54,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 055    , 50    , 232    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
55,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 060    , 23    , 177    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
56,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 065    , 213    , 1 403    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
57,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 070    , 51    , 632    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
58,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 077    , 825    , 7 558    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
59,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 085    , 93    , 794    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
60,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 9 092    , 266    , 1 492    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
61,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 10 005    , 27    , 273    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
62,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 10 010    , 34    , 180    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
63,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 10 015    , 73    , 401    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
64,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 10 025    , 43    , 189    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
65,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 10 030    , 311    , 1 731    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
66,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 10 043    , 5 249    , 39 534    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
67,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 10 060    , 72    , 579    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
68,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 10 070    , 193    , 1 215    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
69,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 10 075    , 29    , 168    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
70,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 11 005    , 33    , 156    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
71,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 11 010    , 157    , 1 167    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
72,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 11 015    , 18    , 69    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
73,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 11 020    , 10    , 63    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
74,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 11 025    , 17    , 102    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
75,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 11 030    , 36    , 260    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
76,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 11 035    , 38    , 159    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
77,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 11 040    , 343    , 3 212    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
78,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 11 045    , 34    , 338    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
79,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 11 050    , 49    , 273    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
80,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 11 055    , 29    , 117    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
81,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 005    , 140    , 1 179    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
82,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 010    , 167    , 1 407    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
83,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 015    , 337    , 1 804    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
84,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 020    , 113    , 496    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
85,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 025    , 17    , 58    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
86,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 030    , 107    , 948    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
87,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 035    , 32    , 231    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
88,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 043    , 157    , 1 219    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
89,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 045    , 20    , 137    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
90,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 057    , 69    , 281    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
91,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 065    , 96    , 695    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
92,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 072    , 2 199    , 19 685    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
93,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 080    , 94    , 581    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
94,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 802    , 10    , 29    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
95,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 12 804    , 96    , 819    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
96,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 005    , 366    , 2 608    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
97,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 010    , 19    , 62    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
98,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 015    , 65    , 256    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
99,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 020    , 63    , 388    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
100,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 025    , 160    , 1 069    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
101,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 030    , 75    , 519    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
102,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 040    , 55    , 192    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
103,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 045    , 49    , 353    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
104,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 050    , 31    , 270    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
105,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 055    , 47    , 250    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
106,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 060    , 65    , 445    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
107,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 065    , 152    , 795    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
108,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 073    , 580    , 3 544    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
109,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 075    , 15    , 52    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
110,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 080    , 130    , 936    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
111,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 085    , 20    , 49    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
112,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 090    , 90    , 484    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
113,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 095    , 302    , 2 109    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
114,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 13 100    , 30    , 236    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
115,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 14 005    , 127    , 632    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
116,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 14 010    , 66    , 623    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
117,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 14 018    , 451    , 2 690    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
118,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent, 14 025    , 111    , 575    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
