NUMEROTATION,TYPE_DE_SOINS,REGION,MUNICIPALITE,NOMBRE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
104,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13040,43,325,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
105,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13045,57,349,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
106,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13050,22,177,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
107,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13055,61,345,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
108,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13060,72,446,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
109,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13065,114,814,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
110,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13070,65,418,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
111,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13073,504,3438,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
112,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13075,15,79,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
113,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13080,104,650,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
114,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13085,98,552,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
115,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13090,71,421,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
116,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13095,283,2101,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
117,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,13100,13,110,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
118,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14005,166,1293,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
119,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14010,64,596,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
120,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14018,392,3159,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
121,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14025,101,718,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
122,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14030,38,203,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
123,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14035,237,1530,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
124,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14040,65,650,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
125,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14045,26,183,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
126,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14050,66,597,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
127,Soins physiques et psychiatriques de courte durée,Bas-Saint-Laurent,14055,50,317,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
