IdentifiantContrat;NumeroContrat;TypeContrat;AnneeContrat;NoResolution;IdentifiantArrondissement;ArrondissementCode;Arrondissement;DescriptionType;Entreprise
706;EXT-SVM;Transport;2013-2028;;35;SVM;Soc. de gestion des neiges Ville-Marie inc.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Société de gestion des neiges Ville-Marie Inc. (Roxboro)
707;EXT-WES;Transport;2017-2018;;33;WES;Ville de Westmount;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Ville de Westmount
709;IBI-301;Transport;2019-2020;CM19 1025;8;IBI;L'Île Bizard / Sainte-Geneviève;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
710;IBI-RE;Régie;2018-2019;;8;IBI;L'Île Bizard / Sainte-Geneviève;Contrat exécuté par la régie;IBI - Ville de Montréal - Régie
711;LAB-0;Transport;2013-2020;;6;LAB;Laboratoire-test;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;LAB Entrp
712;LAB-01;Déneigement;2010-2099;;6;LAB;Laboratoire-test;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;LAB Entrp
714;LAC-102;Déneigement;2016-2020;CM16 0770;15;LAC;Lachine;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pavages D'Amour inc.
715;LAC-104;Déneigement;2016-2020;CM16 0770;15;LAC;Lachine;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Marina matériaux et équipements
716;LAC-301;Transport;2019-2020;CM19 1025;15;LAC;Lachine;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
717;LAC-303;Transport;2019-2020;CM19 1025;15;LAC;Lachine;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
718;LAC-RE;Régie;2018-2019;;15;LAC;Lachine;Contrat exécuté par la régie;LAC - Ville de Montréal - Régie
720;LAS-RE;Régie;2018-2019;;16;LAS;LaSalle;Contrat exécuté par la régie;LAS - Ville de Montréal - Régie
722;MHM-101;Déneigement;2016-2021;CM16 0770;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Moderne inc.
723;MHM-102;Déneigement;2016-2021;CM16 1072;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Moderne inc.
724;MHM-103;Déneigement;2016-2021;CM16 0770;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Excavations Payette Ltée
725;MHM-104;Déneigement;2016-2021;CM16 1072;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Moderne inc.
726;MHM-207;Transport;2018-2021;CM18 0999;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Les Entreprises K.L. Mainville Inc.
727;MHM-208;Transport;2018-2021;CM18 0999;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
728;MHM-RE;Régie;2018-2019;;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté par la régie;MHM - Ville de Montréal - Régie
730;MTN-101;Déneigement;2018-2022;CM18 1000;14;MTN;Montréal-Nord;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Deneigement Cybault Inc. - 341795
731;MTN-102;Déneigement;2018-2022;CM18 1000;14;MTN;Montréal-Nord;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;J.M. Gagné inc.
732;MTN-105;Déneigement;2018-2022;CM18 1000;14;MTN;Montréal-Nord;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Deneigement Cybault Inc. - 341795
733;MTN-303;Transport;2019-2020;CM19 1025;14;MTN;Montréal-Nord;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
735;MTN-306;Transport;2019-2020;CM19 1025;14;MTN;Montréal-Nord;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
736;MTN-RE;Régie;2018-2019;;14;MTN;Montréal-Nord;Contrat exécuté par la régie;MTN - Ville de Montréal - Régie
738;OUT-101;Déneigement;2017-2021;CM17 1005;7;OUT;Outremont;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Environnement Routier NRJ Inc.
739;OUT-RE;Régie;2018-2019;;7;OUT;Outremont;Contrat exécuté par la régie;OUT - Ville de Montréal - Régie
741;PMR-101;Déneigement;2016-2021;CM16 0770;20;PMR;Plateau Mont-Royal;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Ent. Michaudville inc
742;PMR-102;Déneigement;2016-2021;CM16 0770;20;PMR;Plateau Mont-Royal;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Ent. Michaudville inc
743;PMR-205;Transport;2018-2021;CM18 0999;20;PMR;Plateau Mont-Royal;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Martin Lefebvre Transport Inc.
744;PMR-RE;Régie;2018-2019;;20;PMR;Plateau Mont-Royal;Contrat exécuté par la régie;PMR - Ville de Montréal - Régie
747;PRF-RE;Régie;2017-2018;;11;PRF;Pierrefonds / Roxboro;Contrat exécuté par la régie;PRF - Ville de Montréal - Régie
749;RDP-104;Déneigement;2017-2020;CM17 0966;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;GROUPE TMD
750;RDP-91;Déneigement;2015-2020;CA15 3009 0238;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;JMV Environnement Inc.
751;RDP-92;Déneigement;2015-2020;CA15 3009 0238;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;J.M. Gagné inc.
752;RDP-93;Transport;2015-2020;CA15 3009 0238;17;RDP;R.D.P. /  P.A.T.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Montreal Bulk Logistique inc.
753;RDP-95;Transport;2015-2020;CA15 3009 0238;17;RDP;R.D.P. /  P.A.T.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Montreal Bulk Logistique inc.
754;RDP-96;Déneigement;2015-2020;CA15 3009 0238;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Fontaine Gadbois
755;RDP-97;Déneigement;2015-2020;CA15 3009 0238;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Fontaine Gadbois
756;RDP-99;Transport;2015-2020;CA15 3009 0238;17;RDP;R.D.P. /  P.A.T.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Montreal Bulk Logistique inc.
757;RDP-99D;Déneigement;2015-2020;CA15 3009 0238;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Neigexpert Ltée
758;RDP-RE;Régie;2017-2018;;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté par la régie;RDP - Ville de Montréal - Régie
760;RPP-RE;Régie;2017-2018;;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté par la régie;RPP - Ville de Montréal - Régie
762;S-O-103;Déneigement;2017-2021;CM17 0966;19;S-O;Sud-Ouest;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
763;S-O-104;Déneigement;2017-2021;CM17 0966;19;S-O;Sud-Ouest;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
764;S-O-RE;Régie;2017-2018;;19;S-O;Sud-Ouest;Contrat exécuté par la régie;S-O - Ville de Montréal - Régie
766;SLA-01;Déneigement;2019-2020;CM19 0585;13;SLA;Saint-Laurent;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
767;SLA-02;Déneigement;2019-2020;CM19 0585;13;SLA;Saint-Laurent;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Ramcor Construction Inc.
768;SLA-352;Transport;2019-2020;CM19 1025;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
769;SLA-353;Transport;2019-2020;CM19 1025;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
770;SLA-354;Transport;2019-2020;CM19 1025;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
771;SLA-357;Transport;2019-2020;CM19 1025;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
772;SLA-359;Transport;2019-2020;CM19 1025;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
773;SLA-360;Transport;2019-2020;CM19 1025;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
774;SLA-361;Transport;2019-2020;CM19 1025;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
775;SLA-362;Transport;2019-2020;CM19 1025;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
776;SLA-RE;Régie;2017-2018;;13;SLA;Saint-Laurent;Contrat exécuté par la régie;SLA- - Ville de Montréal - Régie
778;SLE-103;Déneigement;2019-2020;CM19 0584;12;SLE;Saint-Léonard;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Fontaine Gadbois
779;SLE-104;Déneigement;2019-2020;CM19 0584;12;SLE;Saint-Léonard;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;GROUPE TMD
780;SLE-105;Déneigement;2019-2020;CM19 0584;12;SLE;Saint-Léonard;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;9055-0344 Québec Inc. (Transport DM Choquette)
781;SLE-106;Déneigement;2019-2020;CM19 0584;12;SLE;Saint-Léonard;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;GROUPE TMD
782;SLE-108;Déneigement;2019-2020;CM19 0584;12;SLE;Saint-Léonard;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Excavations Payette Ltée
783;SLE-301;Transport;2019-2020;CM19 1025;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
784;SLE-RE;Régie;2017-2018;;12;SLE;Saint-Léonard;Contrat exécuté par la régie;SLE - Ville de Montréal - Régie
786;VER-RE;Régie;2017-2018;;10;VER;Verdun;Contrat exécuté par la régie;VER - Ville de Montréal - Régie
788;VMA-109;Déneigement;2019-2023;CM19 1026;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
789;VMA-110;Déneigement;2019-2023;CM19 1026;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;9055-0344 Québec Inc. (Transport DM Choquette)
790;VMA-111;Déneigement;2018-2023;CM18 1000;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
791;VMA-306;Transport;2019-2020;CM19 1025;18;VMA;Ville-Marie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
792;VMA-307;Transport;2019-2020;CM19 1025;18;VMA;Ville-Marie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
793;VMA-RE;Régie;2017-2018;;18;VMA;Ville-Marie;Contrat exécuté par la régie;VMA - Ville de Montréal - Régie
795;VSP-101;Déneigement;2016-2020;CM16 0770;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pépinière Michel Tanguay Inc.
796;VSP-102;Déneigement;2016-2020;CM16 0770;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Entrepreneurs Bucaro inc.
797;VSP-103;Déneigement;2019-2023;CM19 1026;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
798;VSP-104;Déneigement;2016-2020;CM16 0770;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Excavations Payette Ltée
799;VSP-107;Déneigement;2019-2023;CM19 1026;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
800;VSP-205;Transport;2018-2020;CM18 1119;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Tr. en vrac St-Hyacinthe
801;VSP-206;Transport;2018-2020;CM18 1119;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Tr. en vrac St-Hyacinthe
802;VSP-RE;Régie;2017-2018;;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté par la régie;VSP - Ville de Montréal - Régie
803;AHU-104;Déneigement;2019-2023;CM19 0916;22;AHU;Ahuntsic / Cartierville;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
804;AHU-105;Déneigement;2019-2023;CM19 0916;22;AHU;Ahuntsic / Cartierville;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
805;AHU-202;Transport;2019-2021;CM19 1023;22;AHU;Ahuntsic / Cartierville;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;GROUPE TMD
806;AHU-106;Déneigement;2019-2023;CM19 0916;22;AHU;Ahuntsic / Cartierville;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Entrepreneurs Bucaro inc.
807;AHU-107;Déneigement;2019-2023;CM19 0916;22;AHU;Ahuntsic / Cartierville;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Entrepreneurs Bucaro inc.
808;AHU-201;Transport;2019-2021;CM19 1111;22;AHU;Ahuntsic / Cartierville;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Deneigement Cybault Inc. - 341795
809;RPP-101;Déneigement;2019-2023;CM19 0919;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;A. &  O. Gendron inc.
810;RPP-102;Déneigement;2019-2023;CM19 0919;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pépinière Michel Tanguay Inc.
811;RPP-103;Déneigement;2019-2023;CM19 0919;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Entrepreneurs Bucaro inc.
812;RPP-104;Déneigement;2019-2023;CM19 1026;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
813;RPP-201;Transport;2019-2023;CM19 0920;23;RPP;Rosemont / Petite-Patrie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;GROUPE TMD
814;RPP-202;Transport;2019-2021;CM19 1023;23;RPP;Rosemont / Petite-Patrie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
815;RPP-203;Transport;2019-2021;CM19 1023;23;RPP;Rosemont / Petite-Patrie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Gestion Gérard Boutin inc.
816;LAS-321;Transport;2019-2020;CM19 1025;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
817;LAS-323;Transport;2019-2020;CM19 1025;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
818;LAS-325;Transport;2019-2020;CM19 1025;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
819;LAS-326;Transport;2019-2020;CM19 1025;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
820;LAS-327;Transport;2019-2020;CM19 1025;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
821;LAS-328;Transport;2019-2020;CM19 1025;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
822;LAS-329;Transport;2019-2020;CM19 1025;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
823;LAS-330;Transport;2019-2020;CM19 1025;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
824;LAS-333;Transport;2019-2020;CM19 1025;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
825;LAS-60S;Transport;2019-2020;CM19 1025;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
826;S-O-201;Transport;2019-2020;CE19 1750;19;S-O;Sud-Ouest;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
827;SLE-302;Transport;2019-2020;CM19 1025;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
828;PRF-304;Transport;2019-2020;CM19 1025;11;PRF;Pierrefonds / Roxboro;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
829;PRF-401;Déneigement;2019-2022;CM19 0895;11;PRF;Pierrefonds / Roxboro;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Sanexen Services Environnementaux Inc.
830;VER-310;Transport;2019-2020;CM19 1025;10;VER;Verdun;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
831;VDM;Régie;2019-2020;;28;VDM;Ville de Montréal;Contrat exécuté par la régie;SCA - Ville de Montréal
