IdentifiantContrat,NumeroContrat,TypeContrat,AnneeContrat,NoResolution,IdentifiantArrondissement,ArrondissementCode,Arrondissement,DescriptionType,Entreprise
1398,"EXT-WES","Transport","2017-2025","",33,"WES","Ville de Westmount","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Ville de Westmount"
1399,"IBI-301","Transport","2023-2024","Note et DA238788001",8,"IBI","L'Île-Bizard–Sainte-Geneviève","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Camionneurs Artisans"
1400,"LAB-01","Déneigement","2010-2099","",6,"LAB","Laboratoire-test","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","LAB Entrp"
1401,"LAC-102","Déneigement","2021-2025","CM21 0775",15,"LAC","Lachine","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Pavages D'Amour inc."
1402,"LAC-104","Déneigement","2021-2025","CM21 0775",15,"LAC","Lachine","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Marina matériaux et équipements"
1403,"LAC-305",,"2024-2025","CM24 1118 ",15,"LAC","Lachine",,"Transvrac Montréal - Laval Inc"
1404,"LAC-306",,"2024-2025","CM24 1118 ",15,"LAC","Lachine",,"Transvrac Montréal - Laval Inc"
1405,"LAC-RE","Régie","2018-2099","",15,"LAC","Lachine","Contrat exécuté par la régie","LAC - Ville de Montréal - Régie"
1406,"LAS-321",,"2024-2025","CM24 1118 ",16,"LAS","LaSalle",,"Transvrac Montréal - Laval Inc"
1407,"LAS-323",,"2024-2025","CM24 1118 ",16,"LAS","LaSalle",,"Transvrac Montréal - Laval Inc"
1408,"LAS-325",,"2024-2025","CM24 1118 ",16,"LAS","LaSalle",,"Transvrac Montréal - Laval Inc"
1409,"LAS-326",,"2024-2025","CM24 1118 ",16,"LAS","LaSalle",,"Transvrac Montréal - Laval Inc"
1410,"LAS-327",,"2024-2025","CM24 1118 ",16,"LAS","LaSalle",,"Transvrac Montréal - Laval Inc"
1411,"LAS-328",,"2024-2025","CM24 1118 ",16,"LAS","LaSalle",,"Transvrac Montréal - Laval Inc"
1412,"LAS-329",,"2024-2025","CM24 1118 ",16,"LAS","LaSalle",,"Transvrac Montréal - Laval Inc"
1413,"LAS-330",,"2024-2025","CM24 1118 ",16,"LAS","LaSalle",,"Transvrac Montréal - Laval Inc"
1414,"LAS-333",,"2024-2025","CM24 1118 ",16,"LAS","LaSalle",,"Transvrac Montréal - Laval Inc"
1415,"LAS-RE","Régie","2018-2099","",16,"LAS","LaSalle","Contrat exécuté par la régie","LAS - Ville de Montréal - Régie"
1416,"MHM-105","Déneigement","2021-2024","CM24 0513",21,"MHM","Mercier–Hochelaga-Maisonneuve","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Construction Larotek"
1417,"MHM-106","Déneigement","2021-2024","CM21 0775",21,"MHM","Mercier–Hochelaga-Maisonneuve","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Déneigement Moderne inc."
1418,"MHM-107","Déneigement","2021-2024","CM21 0775",21,"MHM","Mercier–Hochelaga-Maisonneuve","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Déneigement Moderne inc."
1419,"MHM-108","Déneigement","2021-2024","CM24 0513",21,"MHM","Mercier–Hochelaga-Maisonneuve","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Les Excavations Payette Ltée"
1420,"MHM-109","Déneigement","2021-2024","CM24 0513",21,"MHM","Mercier–Hochelaga-Maisonneuve","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Sanexen Services Environnementaux Inc."
1421,"MHM-209","Transport","2021-2023","CM21 0727",21,"MHM","Mercier–Hochelaga-Maisonneuve","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Transport H. Cordeau inc."
1422,"MHM-210","Transport","2022-2024","CM24 0515",21,"MHM","Mercier–Hochelaga-Maisonneuve","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Transport H. Cordeau inc."
1423,"MHM-211","Transport","2022-2024","CM24 0515",21,"MHM","Mercier–Hochelaga-Maisonneuve","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Transport H. Cordeau inc."
1424,"MHM-RE","Régie","2018-2099","",21,"MHM","Mercier–Hochelaga-Maisonneuve","Contrat exécuté par la régie","MHM - Ville de Montréal - Régie"
1425,"MTN-102","Déneigement","2022-2026","CM22 0772",14,"MTN","Montréal-Nord","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","J.M. Gagné inc."
1426,"MTN-103","Déneigement","2022-2026","CM22 0772",14,"MTN","Montréal-Nord","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Deneigement Cyrbault Inc. - 341795"
1427,"MTN-104","Déneigement","2022-2026","CM22 0772",14,"MTN","Montréal-Nord","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Deneigement Cyrbault Inc. - 341795"
1428,"MTN-205","Transport","2023-2025","CM23 0921",14,"MTN","Montréal-Nord","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","GROUPE TMD"
1429,"MTN-207","Transport","2023-2025","CM23 0921",14,"MTN","Montréal-Nord","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Deneigement Cyrbault Inc. - 341795"
1430,"OUT-101","Déneigement","2021-2025","CM21 0775",7,"OUT","Outremont","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Environnement Routier NRJ Inc."
1431,"OUT-RE","Régie","2018-2099","",7,"OUT","Outremont","Contrat exécuté par la régie","OUT - Ville de Montréal - Régie"
1432,"PMR-101","Déneigement","2021-2025","CM21 0775",20,"PMR","Le Plateau-Mont-Royal","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Les Ent. Michaudville inc"
1433,"PMR-102","Déneigement","2021-2025","CM21 0775",20,"PMR","Le Plateau-Mont-Royal","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Les Ent. Michaudville inc"
1434,"PMR-204","Transport","2023-2025","CM23 0921",20,"PMR","Le Plateau-Mont-Royal","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","GROUPE TMD"
1435,"PMR-RE","Régie","2018-2099","",20,"PMR","Le Plateau-Mont-Royal","Contrat exécuté par la régie","PMR - Ville de Montréal - Régie"
1436,"PRF-401","Déneigement","2022-2026","CM22 0772",11,"PRF","Pierrefonds-Roxboro","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Pavages D'Amour inc."
1437,"RDP-101","Déneigement","2020-2024","CM20 0626",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","JMV Environnement Inc."
1438,"RDP-102","Déneigement","2021-2024","CM20 0626",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","JMV Environnement Inc."
1439,"RDP-103","Déneigement","2020-2024","CM20 0626",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","JMV Environnement Inc."
1440,"RDP-105","Déneigement","2020-2024","CM20 0626",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Sanexen Services Environnementaux Inc."
1441,"RDP-106","Déneigement","2020-2024","CM20 0626",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Déneigement Fontaine Gadbois inc"
1442,"RDP-107","Déneigement","2020-2024","CM24 0513",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Déneigement Fontaine Gadbois inc"
1443,"RDP-201","Transport","2022-2024","CM24 0515",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","9402-5152 Québec inc. (Logistivrac)"
1444,"RDP-202","Transport","2022-2024","CM24 0515",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","9402-5152 Québec inc. (Logistivrac)"
1445,"RDP-203","Transport","2022-2024","CM24 0515",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","9402-5152 Québec inc. (Logistivrac)"
1446,"RPP-105","Déneigement","2023-2027","CM23 0918",23,"RPP","Rosemont–La Petite-Patrie","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Pépinière Michel Tanguay Inc."
1447,"RPP-106","Déneigement","2023-2027","CM23 0918",23,"RPP","Rosemont–La Petite-Patrie","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Gestion Diamond PPDG inc."
1448,"RPP-204","Transport","2023-2024","CM23 0921",23,"RPP","Rosemont–La Petite-Patrie","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Gestion Gérard Boutin inc."
1449,"RPP-205","Transport","2023-2025","CM23 0921",23,"RPP","Rosemont–La Petite-Patrie","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Transport H. Cordeau inc."
1450,"RPP-206","Transport","2023-2025","CM23 0921",23,"RPP","Rosemont–La Petite-Patrie","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Transport H. Cordeau inc."
1451,"RPP-301","Transport","2023-2024","CM23 1456 et DA",23,"RPP","Rosemont–La Petite-Patrie","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Camionneurs Artisans"
1452,"S-O-103","Déneigement","2021-2025","CM21 0775",19,"S-O","Le Sud-Ouest","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","9055-0344 Québec Inc. (Transport DM Choquette)"
1453,"S-O-104","Déneigement","2021-2025","CM21 0775",19,"S-O","Le Sud-Ouest","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Canbec Construction"
1454,"S-O-201","Transport","2023-2025","CM23 0921",19,"S-O","Le Sud-Ouest","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Transport H. Cordeau inc."
1455,"S-O-RE","Régie","2017-2099","",19,"S-O","Le Sud-Ouest","Contrat exécuté par la régie","S-O - Ville de Montréal - Régie"
1456,"SLA-363",,"2024-2025","CM24 1118 ",13,"SLA","Saint-Laurent",,"Transvrac Montréal - Laval Inc"
1457,"SLA-364",,"2024-2025","CM24 1118 ",13,"SLA","Saint-Laurent",,"Transvrac Montréal - Laval Inc"
1458,"SLA-365",,"2024-2025","CM24 1118 ",13,"SLA","Saint-Laurent",,"Transvrac Montréal - Laval Inc"
1459,"SLA-366",,"2024-2025","CM24 1118 ",13,"SLA","Saint-Laurent",,"Transvrac Montréal - Laval Inc"
1460,"SLA-367",,"2024-2025","CM24 1118 ",13,"SLA","Saint-Laurent",,"Transvrac Montréal - Laval Inc"
1461,"SLA-368",,"2024-2025","CM24 1118 ",13,"SLA","Saint-Laurent",,"Transvrac Montréal - Laval Inc"
1462,"SLA-369",,"2024-2025","CM24 1118 ",13,"SLA","Saint-Laurent",,"Transvrac Montréal - Laval Inc"
1463,"SLA-370",,"2024-2025","CM24 1118 ",13,"SLA","Saint-Laurent",,"Transvrac Montréal - Laval Inc"
1464,"SLA-371",,"2024-2025","CM24 1118 ",13,"SLA","Saint-Laurent",,"Transvrac Montréal - Laval Inc"
1465,"SLA-372",,"2024-2025","CM24 1118 ",13,"SLA","Saint-Laurent",,"Transvrac Montréal - Laval Inc"
1466,"SLE-109","Déneigement","2023-2027","CM23 0918",12,"SLE","Saint-Léonard","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Pavages Chartrand inc."
1467,"SLE-110","Déneigement","2023-2027","CM23 0918",12,"SLE","Saint-Léonard","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Pavages Chartrand inc."
1468,"SLE-111","Déneigement","2023-2027","CM23 0918",12,"SLE","Saint-Léonard","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Les Excavations Payette Ltée"
1469,"SLE-303",,"2024-2025","CM24 1118 ",12,"SLE","Saint-Léonard",,"Transvrac Montréal - Laval Inc"
1470,"SLE-304",,"2024-2025","CM24 1118 ",12,"SLE","Saint-Léonard",,"Transvrac Montréal - Laval Inc"
1471,"VER-310",,"2024-2025","CM24 1118 ",10,"VER","Verdun",,"Transvrac Montréal - Laval Inc"
1472,"VMA-113","Déneigement","2023-2027","CM23 0918",18,"VMA","Ville-Marie","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","9055-0344 Québec Inc. (Transport DM Choquette)"
1473,"VMA-114","Déneigement","2023-2027","CM23 0918",18,"VMA","Ville-Marie","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Proquip inc."
1474,"VMA-308",,"2024-2025","CM24 1118 ",18,"VMA","Ville-Marie",,"Transvrac Montréal - Laval Inc"
1475,"VMA-309",,"2024-2025","CM24 1118 ",18,"VMA","Ville-Marie",,"Transvrac Montréal - Laval Inc"
1476,"VMA-310",,"2024-2025","CM24 1118 ",18,"VMA","Ville-Marie",,"Camionneurs Artisans"
1477,"VSP-RE","Régie","2023-2024","",24,"VSP","Villeray–Saint-Michel–Parc-Extension","Contrat exécuté par la régie","VSP - Ville de Montréal - Régie"
1478,"xxx","Régie","2023-2024","",32,"HOR","Hors Ville","Contrat exécuté par la régie","1A-À SAISIR"
1479,"AHU-114","Déneigement","2024-2028","CM24 0876",22,"AHU","Ahuntsic-Cartierville","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","9115-7883 Québec inc. / Sig-Nature"
1480,"AHU-115","Déneigement","2024-2028","CM24 0876",22,"AHU","Ahuntsic-Cartierville","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Groupe Imog Inc."
1481,"AHU-121","Déneigement","2024-2028","CM24 0876",22,"AHU","Ahuntsic-Cartierville","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Groupe Imog Inc."
1482,"AHU-123","Déneigement","2024-2028","CM24 0876",22,"AHU","Ahuntsic-Cartierville","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Les Entrepreneurs Bucaro inc."
1483,"AHU-211","Transport","2024-2028","CM24 0884",22,"AHU","Ahuntsic-Cartierville","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Deneigement Cyrbault Inc. - 341795"
1484,"AHU-212","Transport","2024-2028","CM24 0884",22,"AHU","Ahuntsic-Cartierville","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Deneigement Cyrbault Inc. - 341795"
1485,"ANJ-101","Déneigement","2024-2026","CM24 0876",9,"ANJ","Anjou","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Déneigement Fontaine Gadbois inc"
1486,"RPP-207","Transport","2024-2027","CM24 0884",23,"RPP","Rosemont–La Petite-Patrie","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Transport H. Cordeau inc."
1487,"VSP-111","Déneigement","2024-2028","CM24 0876",24,"VSP","Villeray–Saint-Michel–Parc-Extension","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","A. &  O. Gendron inc."
1488,"VSP-112","Déneigement","2024-2028","CM24 0876",24,"VSP","Villeray–Saint-Michel–Parc-Extension","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","A. &  O. Gendron inc."
1489,"VSP-113","Déneigement","2024-2028","CM24 0876",24,"VSP","Villeray–Saint-Michel–Parc-Extension","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Proquip inc."
1490,"VSP-114","Déneigement","2024-2028","CM24 0876",24,"VSP","Villeray–Saint-Michel–Parc-Extension","Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée","Les Pavages Dancar (2009) inc."
1491,"VSP-207","Transport","2024-2028","CM24 0884",24,"VSP","Villeray–Saint-Michel–Parc-Extension","Contrat attribué à entrepreneurs pour le transport de le neige uniquement","Proquip inc."
1492,"IBI-501",,"2024-2026","DA245382002",8,"IBI","L'Île-Bizard–Sainte-Geneviève",,"Camionneurs Artisans"
1493,"MHM-501",,"2024-2025","1245382013",21,"MHM","Mercier–Hochelaga-Maisonneuve",,"Camionneurs Artisans"
1494,"PMR-501",,"2024-2025","CE24 1506",20,"PMR","Le Plateau-Mont-Royal",,"Camionneurs Artisans"
1495,"PRF-501",,"2024-2026","CE24 1001",11,"PRF","Pierrefonds-Roxboro",,"Camionneurs Artisans"
1496,"SCA24","Régie","2024-2025","",28,"VDM","Ville de Montréal","Contrat exécuté par la régie","SCA - Ville de Montréal"
1497,"SLE-RE","Régie","2024-2099","",12,"SLE","Saint-Léonard","Contrat exécuté par la régie","SLE - Ville de Montréal - Régie"
1498,"VMA-RE","Régie","2023-2099","",18,"VMA","Ville-Marie","Contrat exécuté par la régie","VMA - Ville de Montréal - Régie"
1499,"IBI-RE","Régie","2023-2099","",8,"IBI","L'Île-Bizard–Sainte-Geneviève","Contrat exécuté par la régie","IBI - Ville de Montréal - Régie"
1500,"VER-RE","Régie","2023-2099","",10,"VER","Verdun","Contrat exécuté par la régie","VER - Ville de Montréal - Régie"
1501,"PRF-RE","Régie","2023-2099","",11,"PRF","Pierrefonds-Roxboro","Contrat exécuté par la régie","PRF - Ville de Montréal - Régie"
1502,"RDP-RE","Régie","2023-2099","",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles","Contrat exécuté par la régie","RDP - Ville de Montréal - Régie"
1503,"RPP-RE","Régie","2024-2030","",23,"RPP","Rosemont–La Petite-Patrie","Contrat exécuté par la régie","RPP - Ville de Montréal - Régie"
1504,"MTN-RE","Régie","2024-2030","",14,"MTN","Montréal-Nord","Contrat exécuté par la régie","MTN - Ville de Montréal - Régie"
