IdentifiantContrat;NumeroContrat;TypeContrat;AnneeContrat;NoResolution;IdentifiantArrondissement;ArrondissementCode;Arrondissement;DescriptionType;Entreprise
1157;LAS-328;Transport;2022-2023;CE22 1500;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1158;LAS-329;Transport;2022-2023;CE22 1500;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1159;LAS-330;Transport;2022-2023;CE22 1500;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1160;LAS-333;Transport;2022-2023;CE22 1500;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1161;LAS-360;Transport;2022-2023;CE22 1500;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1162;LAS-RE;Régie;2018-2099;;16;LAS;LaSalle;Contrat exécuté par la régie;LAS - Ville de Montréal - Régie
1163;MHM-105;Déneigement;2021-2025;CM21 0775;21;MHM;Mercier–Hochelaga-Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Construction Larotek
1164;MHM-106;Déneigement;2021-2025;CM21 0775;21;MHM;Mercier–Hochelaga-Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Moderne inc.
1165;MHM-107;Déneigement;2021-2025;CM21 0775;21;MHM;Mercier–Hochelaga-Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Moderne inc.
1166;MHM-108;Déneigement;2021-2024;CM21 0775;21;MHM;Mercier–Hochelaga-Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Excavations Payette Ltée
1167;MHM-109;Déneigement;2021-2024;CM21 0775;21;MHM;Mercier–Hochelaga-Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Sanexen Services Environnementaux Inc.
1168;MHM-209;Transport;2021-2023;CM21 0727;21;MHM;Mercier–Hochelaga-Maisonneuve;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
1169;MHM-210;Transport;2022-2024;CM22 0926;21;MHM;Mercier–Hochelaga-Maisonneuve;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
1170;MHM-211;Transport;2022-2024;CM22 0926;21;MHM;Mercier–Hochelaga-Maisonneuve;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
1171;MHM-RE;Régie;2018-2099;;21;MHM;Mercier–Hochelaga-Maisonneuve;Contrat exécuté par la régie;MHM - Ville de Montréal - Régie
1172;MTN-102;Déneigement;2022-2026;CM22 0772;14;MTN;Montréal-Nord;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;J.M. Gagné inc.
1175;MTN-RE;Régie;2018-2019;;14;MTN;Montréal-Nord;Contrat exécuté par la régie;MTN - Ville de Montréal - Régie
1176;OUT-101;Déneigement;2021-2025;CM21 0775;7;OUT;Outremont;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Environnement Routier NRJ Inc.
1177;OUT-RE;Régie;2018-2099;;7;OUT;Outremont;Contrat exécuté par la régie;OUT - Ville de Montréal - Régie
1178;PMR-101;Déneigement;2021-2025;CM21 0775;20;PMR;Le Plateau-Mont-Royal;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Ent. Michaudville inc
1179;PMR-102;Déneigement;2021-2025;CM21 0775;20;PMR;Le Plateau-Mont-Royal;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Ent. Michaudville inc
1180;PMR-203;Transport;2021-2023;CM21 0727;20;PMR;Le Plateau-Mont-Royal;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Les entreprises Charles Maisonneuve ltée
1181;PMR-204;Transport;2021-2023;CM21 0727;20;PMR;Le Plateau-Mont-Royal;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;GROUPE TMD
1182;PMR-RE;Régie;2018-2099;;20;PMR;Le Plateau-Mont-Royal;Contrat exécuté par la régie;PMR - Ville de Montréal - Régie
1183;PRF-304;Transport;2022-2023;CE22 1500;11;PRF;Pierrefonds-Roxboro;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1184;PRF-401;Déneigement;2022-2026;CM22 0772;11;PRF;Pierrefonds-Roxboro;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pavages d'Amour inc.
1185;PRF-RE;Régie;2017-2018;;11;PRF;Pierrefonds-Roxboro;Contrat exécuté par la régie;PRF - Ville de Montréal - Régie
1186;RDP-101;Déneigement;2020-2024;CM20 0626;17;RDP;Rivière-des-Prairies–Pointe-aux-Trembles;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;JMV Environnement Inc.
1187;RDP-102;Déneigement;2021-2024;CM21 1191;17;RDP;Rivière-des-Prairies–Pointe-aux-Trembles;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;JMV Environnement Inc.
1188;RDP-103;Déneigement;2020-2024;CM20 0626;17;RDP;Rivière-des-Prairies–Pointe-aux-Trembles;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;JMV Environnement Inc.
1189;RDP-105;Déneigement;2020-2024;CM20 0626;17;RDP;Rivière-des-Prairies–Pointe-aux-Trembles;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Sanexen Services Environnementaux Inc.
1190;RDP-106;Déneigement;2020-2024;CM20 0626;17;RDP;Rivière-des-Prairies–Pointe-aux-Trembles;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Fontaine Gadbois inc
1191;RDP-107;Déneigement;2020-2024;CM20 0626;17;RDP;Rivière-des-Prairies–Pointe-aux-Trembles;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Fontaine Gadbois inc
1192;RDP-201;Transport;2022-2024;CM22 0728;17;RDP;Rivière-des-Prairies–Pointe-aux-Trembles;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;9402-5152 Québec inc. (Logistivrac)
1193;RDP-202;Transport;2022-2024;CM22 0728;17;RDP;Rivière-des-Prairies–Pointe-aux-Trembles;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;9402-5152 Québec inc. (Logistivrac)
1194;RDP-203;Transport;2022-2024;CM22 0728;17;RDP;Rivière-des-Prairies–Pointe-aux-Trembles;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;9402-5152 Québec inc. (Logistivrac)
1195;RDP-RE;Régie;2017-2018;;17;RDP;Rivière-des-Prairies–Pointe-aux-Trembles;Contrat exécuté par la régie;RDP - Ville de Montréal - Régie
1196;RPP-101;Déneigement;2019-2023;CM19 0919;23;RPP;Rosemont–La Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;A. &  O. Gendron inc.
1197;RPP-102;Déneigement;2019-2023;CM19 0919;23;RPP;Rosemont–La Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pépinière Michel Tanguay Inc.
1198;RPP-103;Déneigement;2019-2023;CM19 0919;23;RPP;Rosemont–La Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Entrepreneurs Bucaro inc.
1199;RPP-104;Déneigement;2019-2023;CM19 1026;23;RPP;Rosemont–La Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
1200;RPP-201;Transport;2019-2023;CM19 0920;23;RPP;Rosemont–La Petite-Patrie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;GROUPE TMD
1201;RPP-204;Transport;2021-2023;CM21 0727;23;RPP;Rosemont–La Petite-Patrie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
1202;RPP-205;Transport;2021-2023;CM21 0727;23;RPP;Rosemont–La Petite-Patrie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
1203;RPP-RE;Régie;2017-2018;;23;RPP;Rosemont–La Petite-Patrie;Contrat exécuté par la régie;RPP - Ville de Montréal - Régie
1204;S-O-103;Déneigement;2021-2025;CM21 0775;19;S-O;Le Sud-Ouest;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;9055-0344 Québec Inc. (Transport DM Choquette)
1205;S-O-104;Déneigement;2021-2025;CM21 0775;19;S-O;Le Sud-Ouest;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
1206;S-O-201;Transport;2021-2023;CM21 0727;19;S-O;Le Sud-Ouest;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
1207;S-O-RE;Régie;2017-2099;;19;S-O;Le Sud-Ouest;Contrat exécuté par la régie;S-O - Ville de Montréal - Régie
1208;SLA-363;Transport;2022-2023;CE22 1500;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1209;SLA-364;Transport;2022-2023;CE22 1500;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1210;SLA-365;Transport;2022-2023;CE22 1500;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1211;SLA-366;Transport;2022-2023;CE22 1500;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1212;SLA-367;Transport;2022-2023;CE22 1500;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1213;SLA-368;Transport;2022-2023;CE22 1500;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1214;SLA-369;Transport;2022-2023;CE22 1500;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1215;SLA-370;Transport;2022-2023;CE22 1500;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1216;SLA-371;Transport;2022-2023;CE22 1500;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1217;SLA-372;Transport;2022-2023;CE22 1500;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1218;SLA-RE;Régie;2017-2018;;13;SLA;Saint-Laurent;Contrat exécuté par la régie;SLA- - Ville de Montréal - Régie
1219;SLE-109;Déneigement;2020-2023;CM20 0925;12;SLE;Saint-Léonard;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Proquip inc.
1220;SLE-110;Déneigement;2020-2023;CM20 0925;12;SLE;Saint-Léonard;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Proquip inc.
1221;SLE-111;Déneigement;2020-2023;CM20 0925;12;SLE;Saint-Léonard;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Excavations Payette Ltée
1222;SLE-303;Transport;2022-2023;CE22 1500;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1223;SLE-304;Transport;2022-2023;CE22 1500;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1224;SLE-RE;Régie;2017-2018;;12;SLE;Saint-Léonard;Contrat exécuté par la régie;SLE - Ville de Montréal - Régie
1225;VDM;Régie;2019-2020;;28;VDM;Ville de Montréal;Contrat exécuté par la régie;SCA - Ville de Montréal
1226;VER-310;Transport;2022-2023;CE22 1500;10;VER;Verdun;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1227;VER-RE;Régie;2017-2018;;10;VER;Verdun;Contrat exécuté par la régie;VER - Ville de Montréal - Régie
1228;VMA-109;Déneigement;2019-2023;CM19 1026;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
1229;VMA-110;Déneigement;2019-2023;CM19 1026;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;9055-0344 Québec Inc. (Transport DM Choquette)
1230;VMA-111;Déneigement;2018-2023;CM18 1000;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
1231;VMA-306;Transport;2022-2023;CE22 1500;18;VMA;Ville-Marie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1232;VMA-307;Transport;2022-2023;CE22 1500;18;VMA;Ville-Marie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1233;VMA-RE;Régie;2017-2018;;18;VMA;Ville-Marie;Contrat exécuté par la régie;VMA - Ville de Montréal - Régie
1234;VSP-103;Déneigement;2019-2023;CM19 1026;24;VSP;Villeray–Saint-Michel–Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
1235;VSP-104;Déneigement;2020-2023;CM20 0626;24;VSP;Villeray–Saint-Michel–Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Entrepreneurs Bucaro inc.
1236;VSP-107;Déneigement;2019-2023;CM19 1026;24;VSP;Villeray–Saint-Michel–Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
1237;VSP-108;Déneigement;2020-2023;CM20 0626;24;VSP;Villeray–Saint-Michel–Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;A. &  O. Gendron inc.
1238;VSP-109;Déneigement;2020-2023;CM20 0626;24;VSP;Villeray–Saint-Michel–Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pépinière Michel Tanguay Inc.
1239;VSP-205;Transport;2021-2023;CM21 0727;24;VSP;Villeray–Saint-Michel–Parc-Extension;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Tr. en vrac St-Hyacinthe
1240;VSP-206;Transport;2021-2023;CM21 0727;24;VSP;Villeray–Saint-Michel–Parc-Extension;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Tr. en vrac St-Hyacinthe
1241;VSP-RE;Régie;2017-2018;;24;VSP;Villeray–Saint-Michel–Parc-Extension;Contrat exécuté par la régie;VSP - Ville de Montréal - Régie
1242;CDN-111;Déneigement;2022-2026;CM22 0772;25;CDN;Côte-des-Neiges–Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
1243;CDN-112;Déneigement;2022-2026;CM22 0772;25;CDN;Côte-des-Neiges–Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;NMP Golf Construction Inc.
1244;CDN-113;Déneigement;2022-2026;CM22 0772;25;CDN;Côte-des-Neiges–Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;C.M.S. Ent. Généraux inc.
1245;CDN-114;Déneigement;2022-2026;CM22 0772;25;CDN;Côte-des-Neiges–Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;C.M.S. Ent. Généraux inc.
1246;CDN-115;Déneigement;2022-2026;CM22 0772;25;CDN;Côte-des-Neiges–Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;C.M.S. Ent. Généraux inc.
1247;CDN-116;Déneigement;2022-2026;CM22 0772;25;CDN;Côte-des-Neiges–Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;C.M.S. Ent. Généraux inc.
1248;MTN-103;Déneigement;2022-2026;CM22 0772;14;MTN;Montréal-Nord;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Deneigement Cyrbault Inc. - 341795
1249;MTN-104;Déneigement;2022-2026;CM22 0772;14;MTN;Montréal-Nord;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Deneigement Cyrbault Inc. - 341795
1250;MTN-305;Transport;2022-2023;CE22 1500;14;MTN;Montréal-Nord;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1251;MTN-307;Transport;2022-2023;CE22 1500;14;MTN;Montréal-Nord;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1252;Pi9-101;Déneigement;2022-2024;CM22 0944;24;VSP;Villeray–Saint-Michel–Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Excavations Payette Ltée
1380;SLA-401;Déneigement;2020-2023;CM20 0626;13;SLA;Saint-Laurent;Contrat d'épandage et de déblaiement de la neige;Groupe Imog inc.
1381;SLA-402;Déneigement;2020-2023;CM20 0626;13;SLA;Saint-Laurent;Contrat d'épandage et de déblaiement de la neige;Groupe Imog inc.
