IdentifiantContrat;NumeroContrat;TypeContrat;AnneeContrat;NoResolution;IdentifiantArrondissement;ArrondissementCode;Arrondissement;DescriptionType;Entreprise
989;ANJ-309;Transport;2021-2022;CM21 1193;9;ANJ;Anjou;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
990;ANJ-310;Transport;2021-2022;CM21 1193;9;ANJ;Anjou;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
991;ANJ-311;Transport;2021-2022;CM21 1193;9;ANJ;Anjou;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
992;ANJ-312;Transport;2021-2022;CM21 1193;9;ANJ;Anjou;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
993;CDN-105;Déneigement;2018-2022;CM18 1000;25;CDN;Côte-des-Neiges / Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;NMP Golf Construction Inc.
994;CDN-106;Déneigement;2018-2022;CM18 1000;25;CDN;Côte-des-Neiges / Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;C.M.S. Ent. Généraux inc.
995;CDN-107;Déneigement;2018-2022;CM18 1000;25;CDN;Côte-des-Neiges / Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;C.M.S. Ent. Généraux inc.
996;CDN-108;Déneigement;2018-2022;CM18 1000;25;CDN;Côte-des-Neiges / Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;C.M.S. Ent. Généraux inc.
997;CDN-109;Déneigement;2018-2022;CM18 1000;25;CDN;Côte-des-Neiges / Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;C.M.S. Ent. Généraux inc.
998;CDN-110;Déneigement;2018-2022;CM18 1000;25;CDN;Côte-des-Neiges / Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;C.M.S. Ent. Généraux inc.
999;CDN-301;Transport;2021-2022;CM21 1193;25;CDN;Côte-des-Neiges / Notre-Dame-de-Grâce;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1000;CDN-RE;Régie;2017-2099;;25;CDN;Côte-des-Neiges / Notre-Dame-de-Grâce;Contrat exécuté par la régie;CDN - Ville de Montréal - Régie
1001;EXT-MTQ;Transport;2017-2024;;34;MTQ;Ministère du transport du Québec;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Ministère des transports du Québec (MTQ)
1002;EXT-SVM;Transport;2013-2028;;35;SVM;Soc. de gestion des neiges Ville-Marie inc.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Société de gestion des neiges Ville-Marie Inc. (Roxboro)
1003;EXT-WES;Transport;2017-2024;;33;WES;Ville de Westmount;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Ville de Westmount
1005;IBI-301;Transport;2021-2022;CM21 1193;8;IBI;L'Île Bizard / Sainte-Geneviève;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1006;IBI-RE;Régie;2018-2019;;8;IBI;L'Île Bizard / Sainte-Geneviève;Contrat exécuté par la régie;IBI - Ville de Montréal - Régie
1007;LAB-0;Transport;2013-2020;;6;LAB;Laboratoire-test;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;LAB Entrp
1008;LAB-01;Déneigement;2010-2099;;6;LAB;Laboratoire-test;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;LAB Entrp
1010;LAC-102;Déneigement;2021-2025;CM21 0775;15;LAC;Lachine;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pavages D'Amour inc.
1011;LAC-104;Déneigement;2021-2025;CM21 0775;15;LAC;Lachine;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Marina matériaux et équipements
1014;LAC-RE;Régie;2018-2099;;15;LAC;Lachine;Contrat exécuté par la régie;LAC - Ville de Montréal - Régie
1015;LAS-321;Transport;2021-2022;CM21 1193;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1016;LAS-323;Transport;2020-2022;CM21 1193;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1017;LAS-325;Transport;2021-2022;CM21 1193;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1018;LAS-326;Transport;2021-2022;CM21 1193;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1019;LAS-327;Transport;2021-2022;CM21 1193;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1020;LAS-328;Transport;2021-2022;CM21 1193;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1021;LAS-329;Transport;2021-2022;CM21 1193;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1022;LAS-330;Transport;2021-2022;CM21 1193;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1023;LAS-333;Transport;2021-2022;CM21 1193;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1024;LAS-360;Transport;2021-2022;CM21 1193;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1025;LAS-RE;Régie;2018-2099;;16;LAS;LaSalle;Contrat exécuté par la régie;LAS - Ville de Montréal - Régie
1027;MHM-RE;Régie;2018-2099;;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté par la régie;MHM - Ville de Montréal - Régie
1029;MTN-101;Déneigement;2018-2022;CM18 1000;14;MTN;Montréal-Nord;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Deneigement Cyrbault Inc. - 341795
1030;MTN-102;Déneigement;2018-2022;CM18 1000;14;MTN;Montréal-Nord;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;J.M. Gagné inc.
1031;MTN-105;Déneigement;2018-2022;CM18 1000;14;MTN;Montréal-Nord;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Deneigement Cyrbault Inc. - 341795
1032;MTN-303;Transport;2021-2022;CM21 1193;14;MTN;Montréal-Nord;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1033;MTN-306;Transport;2021-2022;CM21 1193;14;MTN;Montréal-Nord;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1034;MTN-RE;Régie;2018-2019;;14;MTN;Montréal-Nord;Contrat exécuté par la régie;MTN - Ville de Montréal - Régie
1036;OUT-101;Déneigement;2021-2025;CM21 0775;7;OUT;Outremont;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Environnement Routier NRJ Inc.
1037;OUT-RE;Régie;2018-2099;;7;OUT;Outremont;Contrat exécuté par la régie;OUT - Ville de Montréal - Régie
1039;PMR-101;Déneigement;2021-2025;CM21 0775;20;PMR;Plateau Mont-Royal;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Ent. Michaudville inc
1040;PMR-102;Déneigement;2021-2025;CM21 0775;20;PMR;Plateau Mont-Royal;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Ent. Michaudville inc
1041;PMR-RE;Régie;2018-2099;;20;PMR;Plateau Mont-Royal;Contrat exécuté par la régie;PMR - Ville de Montréal - Régie
1043;PRF-304;Transport;2021-2022;CM21 1193;11;PRF;Pierrefonds / Roxboro;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1044;PRF-401;Déneigement;2019-2022;CM19 0895;11;PRF;Pierrefonds / Roxboro;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Sanexen Services Environnementaux Inc.
1045;PRF-RE;Régie;2017-2018;;11;PRF;Pierrefonds / Roxboro;Contrat exécuté par la régie;PRF - Ville de Montréal - Régie
1047;RDP-101;Déneigement;2020-2024;CM20 0626;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;JMV Environnement Inc.
1048;RDP-102;Déneigement;2021-2024;CM21 1191;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;JMV Environnement Inc.
1049;RDP-103;Déneigement;2020-2024;CM20 0626;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;JMV Environnement Inc.
1050;RDP-105;Déneigement;2020-2024;CM20 0626;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Sanexen Services Environnementaux Inc.
1051;RDP-106;Déneigement;2020-2024;CM20 0626;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Fontaine Gadbois inc
1052;RDP-107;Déneigement;2020-2024;CM20 0626;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Fontaine Gadbois inc
1053;RDP-201;Transport;2020-2022;CM20 0598;17;RDP;R.D.P. /  P.A.T.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Déneigement Fontaine Gadbois inc
1054;RDP-202;Transport;2020-2022;CM20 0598;17;RDP;R.D.P. /  P.A.T.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Déneigement Fontaine Gadbois inc
1055;RDP-203;Transport;2020-2022;CM20 0598;17;RDP;R.D.P. /  P.A.T.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Déneigement Fontaine Gadbois inc
1056;RDP-RE;Régie;2017-2018;;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté par la régie;RDP - Ville de Montréal - Régie
1058;RPP-101;Déneigement;2019-2023;CM19 0919;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;A. &  O. Gendron inc.
1059;RPP-102;Déneigement;2019-2023;CM19 0919;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pépinière Michel Tanguay Inc.
1060;RPP-103;Déneigement;2019-2023;CM19 0919;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Entrepreneurs Bucaro inc.
1061;RPP-104;Déneigement;2019-2023;CM19 1026;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
1062;RPP-201;Transport;2019-2023;CM19 0920;23;RPP;Rosemont / Petite-Patrie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;GROUPE TMD
1063;RPP-RE;Régie;2017-2018;;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté par la régie;RPP - Ville de Montréal - Régie
1065;S-O-103;Déneigement;2021-2025;CM21 0775;19;S-O;Sud-Ouest;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;9055-0344 Québec Inc. (Transport DM Choquette)
1066;S-O-104;Déneigement;2017-2021;CM21 0775;19;S-O;Sud-Ouest;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
1067;S-O-201;Transport;2021-2023;CM21 0727;19;S-O;Sud-Ouest;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
1068;S-O-RE;Régie;2017-2099;;19;S-O;Sud-Ouest;Contrat exécuté par la régie;S-O - Ville de Montréal - Régie
1070;SLA-363;Transport;2021-2022;CM21 1193;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1071;SLA-364;Transport;2021-2022;CM21 1193;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1072;SLA-365;Transport;2021-2022;CM21 1193;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1073;SLA-366;Transport;2021-2022;CM21 1193;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1074;SLA-367;Transport;2021-2022;CM21 1193;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1075;SLA-368;Transport;2021-2022;CM21 1193;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1076;SLA-369;Transport;2021-2022;CM21 1193;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1077;SLA-370;Transport;2021-2022;CM21 1193;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1078;SLA-371;Transport;2021-2022;CM21 1193;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1079;SLA-372;Transport;2021-2022;CM21 1193;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1080;SLA-RE;Régie;2017-2018;;13;SLA;Saint-Laurent;Contrat exécuté par la régie;SLA- - Ville de Montréal - Régie
1082;SLE-109;Déneigement;2020-2023;CM20 0925;12;SLE;Saint-Léonard;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Proquip inc.
1083;SLE-110;Déneigement;2020-2023;CM20 0925;12;SLE;Saint-Léonard;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Proquip inc.
1084;SLE-111;Déneigement;2020-2023;CM20 0925;12;SLE;Saint-Léonard;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Excavations Payette Ltée
1085;SLE-303;Transport;2021-2022;CM21 1193;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1086;SLE-304;Transport;2021-2022;CM21 1193;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1087;SLE-RE;Régie;2017-2018;;12;SLE;Saint-Léonard;Contrat exécuté par la régie;SLE - Ville de Montréal - Régie
1088;VDM;Régie;2019-2020;;28;VDM;Ville de Montréal;Contrat exécuté par la régie;SCA - Ville de Montréal
1089;VER-310;Transport;2021-2022;CM21 1193;10;VER;Verdun;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1090;VER-RE;Régie;2017-2018;;10;VER;Verdun;Contrat exécuté par la régie;VER - Ville de Montréal - Régie
1092;VMA-109;Déneigement;2019-2023;CM19 1026;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
1093;VMA-110;Déneigement;2019-2023;CM19 1026;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;9055-0344 Québec Inc. (Transport DM Choquette)
1094;VMA-111;Déneigement;2018-2023;CM18 1000;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
1095;VMA-306;Transport;2021-2022;CM21 1193;18;VMA;Ville-Marie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1096;VMA-307;Transport;2021-2022;CM21 1193;18;VMA;Ville-Marie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1097;VMA-RE;Régie;2017-2018;;18;VMA;Ville-Marie;Contrat exécuté par la régie;VMA - Ville de Montréal - Régie
1099;VSP-103;Déneigement;2019-2023;CM19 1026;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
1100;VSP-104;Déneigement;2020-2023;CM20 0626;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Entrepreneurs Bucaro inc.
1101;VSP-107;Déneigement;2019-2023;CM19 1026;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
1102;VSP-108;Déneigement;2020-2023;CM20 0626;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;A. &  O. Gendron inc.
1103;VSP-109;Déneigement;2020-2023;CM20 0626;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pépinière Michel Tanguay Inc.
1104;VSP-205;Transport;2021-2023;CM21 0727;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Tr. en vrac St-Hyacinthe
1105;VSP-206;Transport;2021-2023;CM21 0727;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Tr. en vrac St-Hyacinthe
1106;VSP-RE;Régie;2017-2018;;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté par la régie;VSP - Ville de Montréal - Régie
1107;LAC-305;Transport;2021-2022;CM21 1193;15;LAC;Lachine;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1108;LAC-306;Transport;2021-2022;CM21 1193;15;LAC;Lachine;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1109;MHM-105;Déneigement;2021-2024;CM21 0775;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Construction Larotek
1110;MHM-106;Déneigement;2021-2024;CM21 0775;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Moderne inc.
1111;MHM-107;Déneigement;2021-2024;CM21 0775;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Moderne inc.
1112;MHM-108;Déneigement;2021-2024;CM21 0775;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Excavations Payette Ltée
1113;MHM-109;Déneigement;2021-2024;CM21 0775;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Sanexen Services Environnementaux Inc.
1114;MHM-209;Transport;2021-2023;CM21 0727;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
1115;MHM-210;Transport;2021-2023;CM21 0727;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Les Entreprises K.L. Mainville Inc.
1116;MHM-211;Transport;2021-2023;CM21 0727;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Les Entreprises K.L. Mainville Inc.
1117;PMR-203;Transport;2021-2023;CM21 0727;20;PMR;Plateau Mont-Royal;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Les entreprises Charles Maisonneuve ltée
1118;PMR-204;Transport;2021-2023;CM21 0727;20;PMR;Plateau Mont-Royal;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;GROUPE TMD
1120;RPP-205;Transport;2021-2023;CM21 0727;23;RPP;Rosemont / Petite-Patrie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
1121;RPP-204;Transport;2021-2023;CM21 0727;23;RPP;Rosemont / Petite-Patrie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
1122;ANJ-RE;Régie;2021-2030;;9;ANJ;Anjou;Contrat exécuté par la régie;ANJ - Ville de Montréal - Régie
1380;SLA-401;Déneigement;2020-2023;CM20 0626;13;SLA;Saint-Laurent;Contrat d'épandage et de déblaiement de la neige;Groupe Imog inc.
1381;SLA-402;Déneigement;2020-2023;CM20 0626;13;SLA;Saint-Laurent;Contrat d'épandage et de déblaiement de la neige;Groupe Imog inc.
