IdentifiantContrat;NumeroContrat;TypeContrat;AnneeContrat;NoResolution;IdentifiantArrondissement;ArrondissementCode;Arrondissement;DescriptionType;Entreprise
862;LAB-01;Déneigement;2010-2099;;6;LAB;Laboratoire-test;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;LAB Entrp
864;LAC-102;Déneigement;2016-2021;CM16 0770;15;LAC;Lachine;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pavages D'Amour inc.
865;LAC-104;Déneigement;2016-2021;CM16 0770;15;LAC;Lachine;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Marina matériaux et équipements
866;LAC-301;Transport;2020-2021;CM20 1030;15;LAC;Lachine;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
867;LAC-303;Transport;2020-2021;CM20 1030;15;LAC;Lachine;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
868;LAC-RE;Régie;2018-2019;;15;LAC;Lachine;Contrat exécuté par la régie;LAC - Ville de Montréal - Régie
869;LAS-321;Transport;2020-2021;CM20 1030;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
870;LAS-323;Transport;2020-2021;CM20 1030;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
871;LAS-325;Transport;2020-2021;CM20 1030;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
872;LAS-326;Transport;2020-2021;CM20 1030;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
873;LAS-327;Transport;2020-2021;CM20 1030;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
874;LAS-328;Transport;2020-2021;CM20 1030;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
875;LAS-329;Transport;2020-2021;CM20 1030;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
876;LAS-330;Transport;2020-2021;CM20 1030;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
877;LAS-333;Transport;2020-2021;CM20 1030;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
878;LAS-RE;Régie;2018-2019;;16;LAS;LaSalle;Contrat exécuté par la régie;LAS - Ville de Montréal - Régie
880;MHM-101;Déneigement;2016-2021;CM16 0770;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Moderne inc.
881;MHM-102;Déneigement;2016-2021;CM16 1072;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Moderne inc.
882;MHM-103;Déneigement;2016-2021;CM16 0770;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Excavations Payette Ltée
883;MHM-104;Déneigement;2016-2021;CM16 1072;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Moderne inc.
884;MHM-207;Transport;2018-2021;CM18 0999;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Les Entreprises K.L. Mainville Inc.
885;MHM-208;Transport;2018-2021;CM18 0999;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
886;MHM-RE;Régie;2018-2019;;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté par la régie;MHM - Ville de Montréal - Régie
888;MTN-101;Déneigement;2018-2022;CM18 1000;14;MTN;Montréal-Nord;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Deneigement Cybault Inc. - 341795
889;MTN-102;Déneigement;2018-2022;CM18 1000;14;MTN;Montréal-Nord;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;J.M. Gagné inc.
890;MTN-105;Déneigement;2018-2022;CM18 1000;14;MTN;Montréal-Nord;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Deneigement Cybault Inc. - 341795
891;MTN-303;Transport;2020-2021;CM20 1030;14;MTN;Montréal-Nord;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
893;MTN-306;Transport;2020-2021;CM20 1030;14;MTN;Montréal-Nord;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
894;MTN-RE;Régie;2018-2019;;14;MTN;Montréal-Nord;Contrat exécuté par la régie;MTN - Ville de Montréal - Régie
896;OUT-101;Déneigement;2017-2021;CM17 1005;7;OUT;Outremont;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Environnement Routier NRJ Inc.
897;OUT-RE;Régie;2018-2019;;7;OUT;Outremont;Contrat exécuté par la régie;OUT - Ville de Montréal - Régie
899;PMR-101;Déneigement;2016-2021;CM16 0770;20;PMR;Plateau Mont-Royal;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Ent. Michaudville inc
900;PMR-102;Déneigement;2016-2021;CM16 0770;20;PMR;Plateau Mont-Royal;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Ent. Michaudville inc
901;PMR-205;Transport;2018-2021;CM18 0999;20;PMR;Plateau Mont-Royal;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Martin Lefebvre Transport Inc.
902;PMR-RE;Régie;2018-2019;;20;PMR;Plateau Mont-Royal;Contrat exécuté par la régie;PMR - Ville de Montréal - Régie
904;PRF-304;Transport;2020-2021;CM20 1030;11;PRF;Pierrefonds / Roxboro;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
905;PRF-401;Déneigement;2019-2022;CM19 0895;11;PRF;Pierrefonds / Roxboro;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Sanexen Services Environnementaux Inc.
906;PRF-RE;Régie;2017-2018;;11;PRF;Pierrefonds / Roxboro;Contrat exécuté par la régie;PRF - Ville de Montréal - Régie
908;RDP-RE;Régie;2017-2018;;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté par la régie;RDP - Ville de Montréal - Régie
910;RPP-101;Déneigement;2019-2023;CM19 0919;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;A. &  O. Gendron inc.
911;RPP-102;Déneigement;2019-2023;CM19 0919;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pépinière Michel Tanguay Inc.
912;RPP-103;Déneigement;2019-2023;CM19 0919;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Entrepreneurs Bucaro inc.
913;RPP-104;Déneigement;2019-2023;CM19 1026;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
914;RPP-201;Transport;2019-2023;CM19 0920;23;RPP;Rosemont / Petite-Patrie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;GROUPE TMD
915;RPP-202;Transport;2019-2021;CM19 1023;23;RPP;Rosemont / Petite-Patrie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
916;RPP-203;Transport;2019-2021;CM19 1023;23;RPP;Rosemont / Petite-Patrie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Gestion Gérard Boutin inc.
917;RPP-RE;Régie;2017-2018;;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté par la régie;RPP - Ville de Montréal - Régie
919;S-O-103;Déneigement;2017-2021;CM17 0966;19;S-O;Sud-Ouest;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
920;S-O-104;Déneigement;2017-2021;CM17 0966;19;S-O;Sud-Ouest;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
921;S-O-201;Transport;2020-2021;CM20 0393;19;S-O;Sud-Ouest;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transport H. Cordeau inc.
922;S-O-RE;Régie;2017-2018;;19;S-O;Sud-Ouest;Contrat exécuté par la régie;S-O - Ville de Montréal - Régie
924;SLA-RE;Régie;2017-2018;;13;SLA;Saint-Laurent;Contrat exécuté par la régie;SLA- - Ville de Montréal - Régie
926;SLE-RE;Régie;2017-2018;;12;SLE;Saint-Léonard;Contrat exécuté par la régie;SLE - Ville de Montréal - Régie
927;VDM;Régie;2019-2020;;28;VDM;Ville de Montréal;Contrat exécuté par la régie;SCA - Ville de Montréal
928;VER-310;Transport;2020-2021;CM20 1030;10;VER;Verdun;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
929;VER-RE;Régie;2017-2018;;10;VER;Verdun;Contrat exécuté par la régie;VER - Ville de Montréal - Régie
931;VMA-109;Déneigement;2019-2023;CM19 1026;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
932;VMA-110;Déneigement;2019-2023;CM19 1026;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;9055-0344 Québec Inc. (Transport DM Choquette)
933;VMA-111;Déneigement;2018-2023;CM18 1000;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
934;VMA-306;Transport;2020-2021;CM20 1030;18;VMA;Ville-Marie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
935;VMA-307;Transport;2020-2021;CM20 1030;18;VMA;Ville-Marie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
936;VMA-RE;Régie;2017-2018;;18;VMA;Ville-Marie;Contrat exécuté par la régie;VMA - Ville de Montréal - Régie
938;VSP-103;Déneigement;2019-2023;CM19 1026;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
939;VSP-104;Déneigement;2020-2023;CM20 0626;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Entrepreneurs Bucaro inc.
940;VSP-107;Déneigement;2019-2023;CM19 1026;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
941;VSP-205;Transport;2020-2021;CM20 0391;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Tr. en vrac St-Hyacinthe
942;VSP-206;Transport;2020-2021;CM20 0391;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Tr. en vrac St-Hyacinthe
943;VSP-RE;Régie;2017-2018;;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté par la régie;VSP - Ville de Montréal - Régie
944;ANJ-101;Déneigement;2020-2023;CM20 0626;9;ANJ;Anjou;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement NA-SA 
945;ANJ-309;Transport;2020-2021;CM20 1030;9;ANJ;Anjou;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
946;ANJ-310;Transport;2020-2021;CM20 1030;9;ANJ;Anjou;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
947;ANJ-311;Transport;2020-2021;CM20 1030;9;ANJ;Anjou;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
948;ANJ-312;Transport;2020-2021;CM20 1030;9;ANJ;Anjou;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
949;RDP-101;Déneigement;2020-2024;CM20 0626;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;JMV Environnement Inc.
950;RDP-102;Déneigement;2020-2024;CM20 0626;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement NA-SA 
951;RDP-103;Déneigement;2020-2024;CM20 0626;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;JMV Environnement Inc.
952;RDP-105;Déneigement;2020-2024;CM20 0626;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Sanexen Services Environnementaux Inc.
953;RDP-106;Déneigement;2020-2024;CM20 0626;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Fontaine Gadbois inc
954;RDP-107;Déneigement;2020-2024;CM20 0626;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Fontaine Gadbois inc
955;RDP-201;Transport;2020-2022;CM20 0598;17;RDP;R.D.P. /  P.A.T.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Déneigement Fontaine Gadbois inc
956;RDP-202;Transport;2020-2022;CM20 0598;17;RDP;R.D.P. /  P.A.T.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Déneigement Fontaine Gadbois inc
957;RDP-203;Transport;2020-2022;CM20 0598;17;RDP;R.D.P. /  P.A.T.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Déneigement Fontaine Gadbois inc
958;SLA-363;Transport;2020-2021;CM20 1030;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
959;SLA-364;Transport;2020-2021;CM20 1030;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
960;SLA-365;Transport;2020-2021;CM20 1030;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
961;SLA-366;Transport;2020-2021;CM20 1030;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
962;SLA-367;Transport;2020-2021;CM20 1030;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
963;SLA-368;Transport;2020-2021;CM20 1030;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
964;SLA-369;Transport;2020-2021;CM20 1030;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
965;SLA-370;Transport;2020-2021;CM20 1030;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
966;SLA-371;Transport;2020-2021;CM20 1030;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
967;SLA-372;Transport;2020-2021;CM20 1030;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
968;SLE-109;Déneigement;2020-2023;CM20 0925;12;SLE;Saint-Léonard;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Proquip inc.
969;SLE-110;Déneigement;2020-2023;CM20 0925;12;SLE;Saint-Léonard;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Proquip inc.
970;SLE-111;Déneigement;2020-2023;CM20 0925;12;SLE;Saint-Léonard;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Excavations Payette Ltée
971;SLE-303;Transport;2020-2021;CM20 1030;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
972;SLE-304;Transport;2020-2021;CM20 1030;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
973;VSP-108;Déneigement;2020-2023;CM20 0626;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;A. &  O. Gendron inc.
974;VSP-109;Déneigement;2020-2023;CM20 0626;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pépinière Michel Tanguay Inc.
975;LAS-360;Transport;2020-2021;CM20 1030;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
1380;SLA-401;Déneigement;2020-2023;CM20 0626;13;SLA;Saint-Laurent;Contrat d'épandage et de déblaiement de la neige;Groupe Imog inc.
1381;SLA-402;Déneigement;2020-2023;CM20 0626;13;SLA;Saint-Laurent;Contrat d'épandage et de déblaiement de la neige;Groupe Imog inc.
