IdentifiantContrat;NumeroContrat;TypeContrat;AnneeContrat;NoResolution;IdentifiantArrondissement;ArrondissementCode;Arrondissement;DescriptionType;Entreprise
379;ANJ-06;Déneigement;2015-2020;CA15 12254;9;ANJ;Anjou;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Services Uniques J.M. Inc.
380;ANJ-07;Déneigement;2014-2019;CA14 12273;9;ANJ;Anjou;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Entrepreneurs Bucaro inc.
381;ANJ-301;Transport;2017-2018;CM17 0965;9;ANJ;Anjou;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
382;ANJ-302;Transport;2017-2018;CM17 0965;9;ANJ;Anjou;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
383;ANJ-303;Transport;2017-2018;CM17 0965;9;ANJ;Anjou;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
384;ANJ-304;Transport;2017-2018;CM17 0965;9;ANJ;Anjou;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
385;ANJ-308;Transport;2017-2018;CM17 0965;9;ANJ;Anjou;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
386;ANJ-RE;Régie;2017-2018;;9;ANJ;Anjou;Contrat exécuté par la régie;ANJ - Ville de Montréal - Régie
388;CDN-301;Transport;2017-2018;CM17 0965;25;CDN;Côte-des-Neiges / Notre-Dame-de-Grâce;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
389;CDN-72;Déneigement;2013-2018;CA13 170357;25;CDN;Côte-des-Neiges / Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;C.M.S. Ent. Généraux inc.
390;CDN-73;Déneigement;2013-2018;CA13 170357;25;CDN;Côte-des-Neiges / Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;C.M.S. Ent. Généraux inc.
391;CDN-RE;Régie;2017-2018;;25;CDN;Côte-des-Neiges / Notre-Dame-de-Grâce;Contrat exécuté par la régie;CDN - Ville de Montréal - Régie
392;EXT-AMT;;2017-2018;;36;AMT;Agence métropolitaine de transport;;AMT 
393;EXT-MTQ;Transport;2017-2018;;34;MTQ;Ministère du transport du Québec;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Ministère des transports du Québec (MTQ)
394;EXT-SVM;Transport;2013-2028;;35;SVM;Soc. de gestion des neiges Ville-Marie inc.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Société de gestion des neiges Ville-Marie inc.
395;EXT-WES;Transport;2017-2018;;33;WES;Ville de Westmount;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Ville de Westmount
397;IBI-301;Transport;2017-2018;CM17 0965;8;IBI;L'Île Bizard / Sainte-Geneviève;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
398;IBI-RE;Régie;2017-2018;;8;IBI;L'Île Bizard / Sainte-Geneviève;Contrat exécuté par la régie;IBI - Ville de Montréal - Régie
399;LAB-0;Transport;2013-2020;;6;LAB;Laboratoire-test;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;LAB Entrp
400;LAB-01;Déneigement;2010-2018;;6;LAB;Laboratoire-test;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;LAB Entrp
402;LAC-102;Déneigement;2016-2020;CM16 0770;15;LAC;Lachine;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pavages D'Amour inc.
403;LAC-104;Déneigement;2016-2020;CM16 0770;15;LAC;Lachine;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Marina matériaux et équipements
404;LAC-301;Transport;2017-2018;CM17 0965;15;LAC;Lachine;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
405;LAC-303;Transport;2017-2018;CM17 0965;15;LAC;Lachine;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
406;LAC-RE;Régie;2017-2018;;15;LAC;Lachine;Contrat exécuté par la régie;LAC - Ville de Montréal - Régie
408;LAS-301;Transport;2017-2018;CM17 0965;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
409;LAS-303;Transport;2017-2018;CM17 0965;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
410;LAS-305;Transport;2017-2018;CM17 0965;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
411;LAS-306;Transport;2017-2018;CM17 0965;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
412;LAS-307;Transport;2017-2018;CM17 0965;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
413;LAS-308;Transport;2017-2018;CM17 0965;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
414;LAS-309;Transport;2017-2018;CM17 0965;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
415;LAS-310;Transport;2017-2018;CM17 0965;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
416;LAS-313;Transport;2017-2018;CM17 0965;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
417;LAS-360;Transport;2017-2018;CM17 0965;16;LAS;LaSalle;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
418;LAS-RE;Régie;2017-2018;;16;LAS;LaSalle;Contrat exécuté par la régie;LAS - Ville de Montréal - Régie
420;MHM-101;Déneigement;2016-2021;CM16 0770;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Moderne inc.
421;MHM-102;Déneigement;2016-2021;CM16 1072;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Moderne inc.
422;MHM-103;Déneigement;2016-2021;CM16 0770;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Excavations Payette Ltée
423;MHM-104;Déneigement;2016-2021;CM16 1072;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Moderne inc.
424;MHM-205;Transport;2016-2018;cm16 0951;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Gestion Gérard Boutin inc.
425;MHM-206;Transport;2016-2018;CM16 0951;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Les Entreprises K.L. Mainville Inc.
426;MHM-207;Transport;2016-2018;CM16 0951;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Les Entreprises K.L. Mainville Inc.
427;MHM-RE;Régie;2017-2018;;21;MHM;Mercier / Hochelaga / Maisonneuve;Contrat exécuté par la régie;MHM - Ville de Montréal - Régie
429;MTN-01;Déneigement;2013-2018;CA14 10401;14;MTN;Montréal-Nord;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Deneigement Cybault Inc. - 341795
430;MTN-02;Déneigement;2013-2018;CA13 13077;14;MTN;Montréal-Nord;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;J.M. Gagné inc.
431;MTN-303;Transport;2017-2018;CM17 0965;14;MTN;Montréal-Nord;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
432;MTN-304;Transport;2017-2018;CM17 0965;14;MTN;Montréal-Nord;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
433;MTN-RE;Régie;2017-2018;;14;MTN;Montréal-Nord;Contrat exécuté par la régie;MTN - Ville de Montréal - Régie
435;OUT-RE;Régie;2017-2018;;7;OUT;Outremont;Contrat exécuté par la régie;OUT - Ville de Montréal - Régie
437;PMR-101;Déneigement;2016-2021;CM16 0770;20;PMR;Plateau Mont-Royal;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Ent. Michaudville inc
438;PMR-102;Déneigement;2016-2021;CM16 0770;20;PMR;Plateau Mont-Royal;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Ent. Michaudville inc
439;PMR-203;Transport;2016-2018;CM16 0951;20;PMR;Plateau Mont-Royal;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Martin Lefebvre Transport Inc.
440;PMR-204;Transport;2016-2018;CM16 1057;20;PMR;Plateau Mont-Royal;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Martin Lefebvre Transport Inc.
441;PMR-RE;Régie;2017-2018;;20;PMR;Plateau Mont-Royal;Contrat exécuté par la régie;PMR - Ville de Montréal - Régie
443;PRF-01;Déneigement;2014-2019;CA14 290308;11;PRF;Pierrefonds / Roxboro;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pavages D'Amour inc.
444;PRF-302;Transport;2017-2018;CM17 0965;11;PRF;Pierrefonds / Roxboro;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
445;PRF-303;Transport;2017-2018;CM17 0965;11;PRF;Pierrefonds / Roxboro;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
446;PRF-RE;Régie;2017-2018;;11;PRF;Pierrefonds / Roxboro;Contrat exécuté par la régie;PRF - Ville de Montréal - Régie
448;RDP-91;Déneigement;2015-2020;CA1530090238;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;JMV Environnement Inc.
449;RDP-92;Déneigement;2015-2020;CA1530090238;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;J.M. Gagné inc.
450;RDP-93;Transport;2015-2020;CA1530100275;17;RDP;R.D.P. /  P.A.T.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Montreal Bulk Logistique inc.
451;RDP-95;Transport;2015-2020;CA1530100275;17;RDP;R.D.P. /  P.A.T.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Montreal Bulk Logistique inc.
452;RDP-96;Déneigement;2015-2020;CA1530090238;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Fontaine Gadbois
453;RDP-97;Déneigement;2015-2020;CA1530090238;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Déneigement Fontaine Gadbois
454;RDP-99;Transport;2015-2020;CA1530100275;17;RDP;R.D.P. /  P.A.T.;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Montreal Bulk Logistique inc.
455;RDP-99D;Déneigement;2015-2020;CA15 3010 0276;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Neigexpert Ltée
456;RDP-RE;Régie;2017-2018;;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté par la régie;RDP - Ville de Montréal - Régie
458;RPP-31;Déneigement;2012-2019;CA12 26 0162;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;A. &  O. Gendron inc.
459;RPP-32;Déneigement;2012-2019;CA12 26 0163;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Transport Rosemont inc.
460;RPP-33;Déneigement;2012-2019;CA12 26 0164;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Entrepreneurs Bucaro inc.
461;RPP-34;Transport;2012-2019;CA12 26 0152;23;RPP;Rosemont / Petite-Patrie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Gestion Gérard Boutin inc.
462;RPP-RE;Régie;2017-2018;;23;RPP;Rosemont / Petite-Patrie;Contrat exécuté par la régie;RPP - Ville de Montréal - Régie
464;S-O-301;Transport;2017-2018;CM17 0965;19;S-O;Sud-Ouest;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
465;S-O-RE;Régie;2017-2018;;19;S-O;Sud-Ouest;Contrat exécuté par la régie;S-O - Ville de Montréal - Régie
467;SLA-01;Déneigement;2014-2019;CA14 080593;13;SLA;Saint-Laurent;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Groupe Imog Inc.
468;SLA-02;Déneigement;2014-2019;CA14 080593;13;SLA;Saint-Laurent;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Ramcor Construction Inc.
469;SLA-352;Transport;2017-2018;CM17 0965;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
470;SLA-353;Transport;2017-2018;CM17 0965;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
471;SLA-354;Transport;2017-2018;CM17 0965;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
472;SLA-357;Transport;2017-2018;CM17 0965;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
473;SLA-359;Transport;2017-2018;CM17 0965;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
474;SLA-360;Transport;2017-2018;CM17 0965;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
475;SLA-361;Transport;2017-2018;CM17 0965;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
476;SLA-362;Transport;2017-2018;CM17 0965;13;SLA;Saint-Laurent;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
477;SLA-RE;Régie;2017-2018;;13;SLA;Saint-Laurent;Contrat exécuté par la régie;SLA- - Ville de Montréal - Régie
479;SLE-301;Transport;2017-2018;CM17 0965;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
480;SLE-03;Transport;2017-2018;CM17 0951;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Déneigement Fontaine Gadbois
481;SLE-04;Transport;2017-2018;CM17 0951;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;GROUPE TMD
482;SLE-05;Transport;2017-2018;CM17 0951;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;R. RACICOT LTÉE
483;SLE-06;Transport;2017-2018;CM17 0951;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;GROUPE TMD
484;SLE-07;Transport;2017-2018;CM17 0951;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Les Excavations Payette Ltée
485;SLE-08;Transport;2017-2018;CM17 0951;12;SLE;Saint-Léonard;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Les Excavations Payette Ltée
486;SLE-RE;Régie;2017-2018;;12;SLE;Saint-Léonard;Contrat exécuté par la régie;SLE - Ville de Montréal - Régie
487;VER-310;Transport;2017-2018;CM17 0965;10;VER;Verdun;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Transvrac Montréal - Laval Inc
488;VER-RE;Régie;2017-2018;;10;VER;Verdun;Contrat exécuté par la régie;VER - Ville de Montréal - Régie
490;VMA-103;Déneigement;2016-2018;CM16 0770;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;9055-0344 Québec Inc. (Transport DM Choquette)
491;VMA-104;Déneigement;2016-2018;CM16 0770;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Excavations Super Inc.
492;VMA-105;Déneigement;2016-2018;CM16 0770;18;VMA;Ville-Marie;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Excavations Super Inc.
493;VMA-201;Transport;2016-2018;CM16 1170;18;VMA;Ville-Marie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Tr. en vrac St-Hyacinthe
494;VMA-202;Transport;2016-2018;CM16 0951;18;VMA;Ville-Marie;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;9124-4277 Québec inc. (NoÃ«l et Fils)
495;VMA-RE;Régie;2017-2018;;18;VMA;Ville-Marie;Contrat exécuté par la régie;VMA - Ville de Montréal - Régie
497;VSP-101;Déneigement;2016-2020;CM16 0770;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Pépinière Michel Tanguay Inc.
498;VSP-102;Déneigement;2016-2020;CM16 0770;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Entrepreneurs Bucaro inc.
499;VSP-103;Déneigement;2016-2020;CM16 0770;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Transport Rosemont inc.
500;VSP-104;Déneigement;2016-2020;CM16 0770;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Les Excavations Payette Ltée
501;VSP-107;Déneigement;2016-2020;CM16 0770;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Transport Rosemont inc.
502;VSP-205;Transport;2016-2018;CM16 0951;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Gestion Gérard Boutin inc.
503;VSP-206;Transport;2016-2018;CM16 0951;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat attribué à entrepreneurs pour le transport de le neige uniquement;Tr. en vrac St-Hyacinthe
504;VSP-RE;Régie;2017-2018;;24;VSP;Villeray / St-Michel / Parc-Extension;Contrat exécuté par la régie;VSP - Ville de Montréal - Régie
505;CDN-74;Déneigement;2013-2018;CA13 170357;25;CDN;Côte-des-Neiges / Notre-Dame-de-Grâce;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;C.M.S. Ent. Généraux inc.
506;AHU-108;Déneigement;2017-2019;CM17 1005;22;AHU;Ahuntsic / Cartierville;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;JMV Environnement Inc.
507;OUT-101;Déneigement;2017-2021;CM17 1005;7;OUT;Outremont;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Environnement Routier NRJ Inc.
508;RDP-104;Déneigement;2017-2020;CM17 0966;17;RDP;R.D.P. /  P.A.T.;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;GROUPE TMD
509;S-O-103;Déneigement;2017-2021;CM17 0966;19;S-O;Sud-Ouest;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
510;S-O-104;Déneigement;2017-2021;CM17 0966;19;S-O;Sud-Ouest;Contrat exécuté dans sa totalilité (Épandage, déblaiement, transport, etc..) par le privée;Canbec Construction
