VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour novembre 2018,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
"DESJARDINS, STEVE",1311142,23 novembre 2018,BUREAU EN GROS,,"232,02","Équipement de détection, inspection"
,,23 novembre 2018,,,"150,13",Accessoires et pièces de remplacement pour équipement technique
,1310255,20 novembre 2018,DE LA MAIN A LA PATEE - ANNE-LAURE LABEDE,,"100,00",Vétérinaire
,1310258,20 novembre 2018,GROUPE TRIUM INC.,,"4821,87",Vêtements de travail
,1306638,5 novembre 2018,"PARIS, LADOUCEUR & ASSOCIES INC.",1278192,"1207,36",Évaluateur agréé
,1255429,5 novembre 2018,ROGERS COMMUNICATIONS CANADA INC.,1137408,"1784,79",Service - Téléphonie cellulaire
"GAUDREAULT, GUYLAINE",1307159,6 novembre 2018,CLOTURE SECUR,,"13246,80",Service - Aménagement paysager
,1312330,29 novembre 2018,HYDRO-QUEBEC,,"8046,24","Dispositif d'alimentation, de distribution et d'éclairage pour signalisation lumineuse"
,1247495,12 novembre 2018,LA NOUVELLE TABLEE (1996) INC,,"1259,85",Réparation/Entretien - Accessoire et fourniture de décoration
,1288638,27 novembre 2018,LAVAGE HAUTE PRESSION RIVE-NORD S.E.N.C.,,"314,96",Service - Nettoyage place publique
,,27 novembre 2018,,,"472,44",Service - Nettoyage place publique
,1306291,1 novembre 2018,LES ENTREPRISES DE CONSTRUCTION PROFIL INC.,,"12325,53",Gouttière et margelle
,1273445,6 novembre 2018,LOCATION SAUVAGEAU INC.,,"2249,88","Location - Automobile, camionnette et fourgonnette"
,1283443,13 novembre 2018,PG SOLUTIONS INC.,,"13981,19",Logiciel et progiciel
,1310718,22 novembre 2018,RESONANCE T.J.L. INC.,,"3784,80",Entrepreneur en travaux de finition
,1307156,6 novembre 2018,SERVICE GAGNON ELECTRIQUE INC.,,"367,46",Entrepreneur en électricité
,1248124,15 novembre 2018,SOLIDCAD UNE COMPAGNIE CANSEL,,"524,94",Logiciel et progiciel
,1308252,12 novembre 2018,SOLUPRO ELECTRIQUE INC.,,"1801,59",Entrepreneur en électricité
"GAUDREAULT, SONIA",1307131,6 novembre 2018,INFOGRAFILM,,"1499,22",Article promotionnel
,1311255,26 novembre 2018,LES INSTALLATIONS SPORTIVES AGORA INC.,,"16672,22",Réparation/Entretien - Équipement de sport et terrain de jeux
,,26 novembre 2018,,,"356,96",Frais de transport
,1311648,27 novembre 2018,PRODUITS SANY,,"12896,28",Produits d'entretien ménager
,1310578,21 novembre 2018,SODEM INC.,,"11068,83","Service - Installation, gestion, entretien"
,1267684,14 novembre 2018,UBA INC.,1177548,"1402,58",Traitement de l'eau
"HOOPER, CHANTAL",1309517,16 novembre 2018,ACKLANDS - GRAINGER INC.,,"210,54",Outils manuels
,1310397,21 novembre 2018,,,"45,01",Outil pneumatique
,1310440,21 novembre 2018,EMBOUTEILLAGE CETO INC.,,"1482,80",Eau potable - Mesure d'urgence
,1309527,16 novembre 2018,EQUIPEMENTS RECREATIFS JAMBETTE INC.,,"314,96","Crochet, goupille, manille et poulie"
,1311324,26 novembre 2018,EXCEL HONDA MOTO,,"1527,78",Pompe et compresseur
,1307048,6 novembre 2018,GESTION NOVAFOR INC.,,"234,42","Corde, chaîne et câble"
,1307087,6 novembre 2018,,,"293,40",Accessoires et pièces de remplacement pour outil
,1308516,13 novembre 2018,,,"66,12",Équipement de protection
,1310800,22 novembre 2018,,,"823,71",Équipement de protection
,1312484,29 novembre 2018,,,"37,80",Gants
,1309404,15 novembre 2018,GROUPE SANYVAN INC.,,"1283,26",Service - Enfouissement
,1308510,13 novembre 2018,INOLEC,,"21,00",Réparation/Entretien - Appareil de soudure
,1307042,6 novembre 2018,JEAN GUGLIA & FILS ENR.,,"95,62",Accessoires vestimentaire
,1306452,2 novembre 2018,LAFARGE CANADA INC,,"1990,56",Béton préparé
,1307044,6 novembre 2018,LE GROUPE J.S.V. INC,,"167,56",Équipement d'entretien manuel
,1309144,15 novembre 2018,LEON DESLIPPE,,"944,89",Équipement et fourniture pour terrain de jeux
,1307054,6 novembre 2018,LES MATERIAUX DE CONSTRUCTION R. OLIGNY LTEE,,"2903,95",Bois de construction
,1284221,5 novembre 2018,LOCATION SAUVAGEAU INC.,,"1457,23","Location - Automobile, camionnette et fourgonnette"
,1307047,6 novembre 2018,OUTILLAGES EXPRESS,,"551,18","Corde, chaîne et câble"
,,6 novembre 2018,,,"314,96",Outils à batterie
,1312487,29 novembre 2018,,,"68,24",Accessoires et pièces de remplacement pour outil
"HOOPER, CHANTAL",1307976,9 novembre 2018,PASCALE LEMAIRE,,"1469,82",Service - Formation en développement interpersonnel/relationnel
,1308499,13 novembre 2018,PLANTATION GABRIEL THIBAULT,,"159,58",Produits forticoles
,,13 novembre 2018,,,"99,74",Frais de transport
,1312479,29 novembre 2018,QUINCAILLERIE NOTRE-DAME DE ST-HENRI INC.,,"43,03","Calfeutrage, scellant, mastic et bouche-pore"
,1277516,2 novembre 2018,SANIVAC,,"555,15",Location - Toilette chimique
,1250572,8 novembre 2018,SERRUMAX INC,,"524,94",Service - Serrurier
,1303022,8 novembre 2018,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,,"88,19","Palette, caisson, bobine pour manutention"
,1307041,6 novembre 2018,,1191511,"1505,52","Puisard, chambre de vanne, trou d'homme et regard"
,1309437,15 novembre 2018,,,"447,25",Tuyauterie et raccord
,1309516,16 novembre 2018,TENAQUIP LIMITED,,"368,12",Fournitures et matériel médical
"LEGER, APRIL",1311999,28 novembre 2018,GERARD WIBAULT,,"262,47",Entrepreneur en installations spéciales ou préfabriquées
,1312354,29 novembre 2018,SITE INTEGRATION PLUS INC.,,"2126,00","Système de contrôle, de surveillance et d'incendie"
,1311989,28 novembre 2018,SYSTEMES D'ACCROCHAGES A S,,"391,34",Attache-câble
"LIMPERIS, APOSTOLOS MARIO",1306506,2 novembre 2018,AQUATECHNO SPECIALISTES AQUATIQUES INC.,,"467,19",Équipement de sport
,,2 novembre 2018,,,"323,89",Équipement pour piscine et jeu d'eau
,1312357,29 novembre 2018,GLOBAL INDUSTRIAL CANADA INC,,"35,87",Service - Transport de colis (Frais de transport)
,,29 novembre 2018,,,"102,78",Produits d'entretien ménager
,1308648,13 novembre 2018,LES INSTALLATIONS SPORTIVES AGORA INC.,,"1175,86",Panneau de finition
,,13 novembre 2018,,,"39,37",Service - Transport de colis (Frais de transport)
,1311637,27 novembre 2018,MSJ TECHNOLOGIE,,"1968,51",Appareil électronique
,,27 novembre 2018,,,"52,49",Frais de transport
,1279158,19 novembre 2018,PRODUITS SANY,1048199,"77,61",Équipement d'entretien manuel
,1306386,2 novembre 2018,,1048199,"16,50",Produits d'hygiène corporelle
,,2 novembre 2018,,1048199,"17,90",Distributeur de produit nettoyant
,,2 novembre 2018,,1048199,"154,75",Produits de papier
,,2 novembre 2018,,1048199,"83,72",Sac à ordures et recyclage
,,2 novembre 2018,,1048199,"3,84",Produits d'entretien ménager
,1306508,2 novembre 2018,,,"366,51",Équipement et fourniture pour terrain de jeux
,1311376,26 novembre 2018,,1048199,"218,04",Produits de papier
,1309812,19 novembre 2018,ROBERT BOILEAU INC,,"2415,76",Système d'irrigation et d'arrosage
,1306509,2 novembre 2018,SERVI-GLACES 2000,,"1784,78",Réparation/Entretien - Équipement de sport et terrain de jeux
,1312358,29 novembre 2018,SYLPROTEC INC.,,"617,01",Accessoires vestimentaire
,1307700,8 novembre 2018,TENAQUIP LIMITED,,"2301,39",Mobilier pour propreté
,1310221,20 novembre 2018,,,"547,40",Outils manuels
,1310375,21 novembre 2018,,,"507,11",Outils manuels
"OUELLET, MARIE-CLAUDE",1311464,26 novembre 2018,CENTRE COMMUNAUTAIRE MOUNTAIN SIGHTS,,"2320,00",Service - Déménagement
,1308097,9 novembre 2018,CHOQUETTE-CKS INC.,,"5077,69",Électroménager
,1311241,26 novembre 2018,LES INSTALLATIONS SPORTIVES AGORA INC.,,"356,96",Frais de transport
,,26 novembre 2018,,,"3830,21",Réparation/Entretien - Équipement de sport et terrain de jeux
,1311244,26 novembre 2018,,,"356,96",Frais de transport
,,26 novembre 2018,,,"1812,35",Réparation/Entretien - Équipement de sport et terrain de jeux
,1311249,26 novembre 2018,,,"5114,78",Réparation/Entretien - Équipement de sport et terrain de jeux
,,26 novembre 2018,,,"356,96",Frais de transport
,1310378,21 novembre 2018,SYSTEMES CANADIEN KRONOS INC,,"7414,22","Système de contrôle, de surveillance et d'incendie"
,,21 novembre 2018,,,"188,98",Frais de transport
"PLANTE, STÉPHANE",1306568,2 novembre 2018,ANDREE-ANNE ROY,,"6500,00",Conseiller en planification stratégique
,1309666,16 novembre 2018,AUTOBUS GALLAND LTEE,,"404,20","Frais - Déplacement, hébergement et repas"
,1311164,23 novembre 2018,BUFFETS INSERE-JEUNES,,"2682,90",Service - Traiteur
,1306658,5 novembre 2018,CENTRE DU JARDIN DEUX-MONTAGNES INC.,,"435,69",Produits horticoles
,1310253,20 novembre 2018,CONSTRUCTION PIERRE SASSEVILLE,,"629,92",Entrepreneur en petits bâtiments
,1307585,7 novembre 2018,DISTRIBUTIONS LG INC.,1152445,"1732,29",Service - Distribution
,1307619,8 novembre 2018,DUOSON MULTIMEDIA INC,,"828,56",Service - Production multimédia
,1309951,19 novembre 2018,GRISVERT INC.,,"9961,21","Psychologue, Travailleur social"
,1266585,21 novembre 2018,IMPRIMERIE F.L. WEB INC.,,"433,29",Service - Impression
,1307497,7 novembre 2018,"INGETEC, EXPERTS-CONSEILS EN BATIMENT INC.",,"1364,84",Ingénieur civil - Structure de bâtiment
"PLANTE, STÉPHANE",1306652,5 novembre 2018,LES EQUIPEMENTS RAPCO INC,,"252,66",Accessoires et pièces de remplacement pour outil
,1303062,8 novembre 2018,LOCATION GUAY,,"6459,36",Location - Appareil automobile spécialisé
,,27 novembre 2018,,,"2656,18",Location - Appareil automobile spécialisé
,1286900,16 novembre 2018,PAYSAGEMENT BELLE ROCAILLE,,"4724,44",Entrepreneur en installations spéciales ou préfabriquées
,1310252,20 novembre 2018,SERRURIER SHAY MONTREAL #1 24/7,,"173,23",Service - Serrurier
,1308667,13 novembre 2018,SINISTRE MONTREAL,,"815,16","Clôture, barricade"
,1308792,14 novembre 2018,,,"539,09","Clôture, barricade"
,1312359,29 novembre 2018,STRUCTUREBKIM INC.,,"997,38",Ingénieur civil - Structure de bâtiment
,1297225,19 novembre 2018,TABASKO COMMUNICATIONS INC.,,"188,98","Service - Infographie, graphisme"
"REEVES, GENEVIEVE",1307487,7 novembre 2018,BRUCE LOCHHEAD,,"200,00",Service - Artiste musical
,1310250,20 novembre 2018,KERR NORTON (TM),,"92,39","Articles, accessoires et équipement de bureau"
,1311569,27 novembre 2018,LE DEVOIR INC.,,"1312,34",Service - Placement média d'avis public
,1312342,29 novembre 2018,L'UNION DES MUNICIPALITES DU QUEBEC,,"209,97",Service - Formation en développement organisationnel et technique
"STINGACIU, IRINEL-MARIA",1306841,5 novembre 2018,GROUPE LINCORA INC,,"384,00","Classeur, étagère et armoire de rangement"
,1309156,15 novembre 2018,MAGASINS BEST BUY LTEE,,"504,13",Appareil électronique
"TROTTIER, PASCAL",1258523,5 novembre 2018,COLLEGE AHUNTSIC.,,"120,74",Service - Formation en développement organisationnel et technique
,,,,,"TOTAL 329508,14",
