VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour octobre 2018,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,1302461,10-12-18,LES CONSULTANTS S.M. INC.,,"4897,79",Entrepreneur en structures d'ouvrages de génie civil
,1300850,10-04-18,SOCIETE CANADIENNE DES POSTES,,"20997,50","Service - Postal, messagerie"
,1300653,10-03-18,TRANSPORT MOTTILLO ET FILS INC.,,"20997,50",Entrepreneur en routes et canalisation
,1303773,10-19-18,,,"22047,37",Entrepreneur en routes et canalisation
"CARRIER, RAYMOND",1303572,10-18-18,BRAULT & BOUTHILLIER LTEE,,"3304,76",Appareil électronique
,1303615,10-18-18,COOPERATIVE DE L'UNIVERSITE LAVAL,,"387,40","Photocopieur, télécopieur, imprimante et numériseur"
,1250082,10-19-18,COOPERATIVE DE TAXI MONTREAL,,"408,40","Frais - Transport en commun, taxi, stationnement"
,1303590,10-18-18,CORPORATE EXPRESS CANADA INC. (STAPLES AVANTAGE),,"1039,64",Outils électriques
,1289113,10-03-18,CORPORATION DE DISTRIBUTION POUR SPECTACLE INC.,,"1053,26",Équipement de scène
,1303635,10-18-18,CPU SERVICE INC.,,"5952,58",Appareil électronique
,1301002,10-04-18,ECOLE NATIONALE D'ADMINISTRATION PUBLIQUE,,"1496,07",Service - Formation en développement interpersonnel/relationnel
,1303602,10-18-18,EXCELLE MACHINE A COUDRE,,"4408,43",Électroménager
,1280780,10-11-18,FERO TRANSPORT INC.,,"419,95",Frais de transport
,1301004,10-04-18,G & L THIVIERGE INC,,"4199,50",Réparation/Entretien - Appareil d'entretien
,1304467,10-23-18,MONSIEUR MACARONS INC.,,"741,21",Outils électriques
,,10-23-18,,,"30,08",Électroménager
,1305312,10-29-18,ROULEAUX DE PAPIER & RUBANS J.L. INC.,,"176,38","Articles, accessoires et équipement de bureau"
,1303578,10-18-18,SIMPLEVU INC.,,"5223,13",Appareil électronique
,1302474,10-12-18,SOLOTECH INC,,"633,04","Éclairage, lumière"
,1303587,10-18-18,TECHNO-GESTASS LTEE,,"4676,14",Ordinateur et accessoire
,1301600,10-09-18,TEKNION ROY ET BRETON INC.,,"5754,18",Bureau (Mobilier système)
,1302472,10-12-18,TENAQUIP LIMITED,,"483,19","Articles, accessoires et équipement de bureau"
,1274302,10-25-18,TRANSPORT & ACCORD,,"850,40",Service - Artiste musical
,1303611,10-18-18,VOXEL FACTORY INC.,,"9076,17","Photocopieur, télécopieur, imprimante et numériseur"
,1304950,10-25-18,XYZ TECHNOLOGIE CULTURELLE INC.,,"1491,51",Réparation/Entretien - Matériel artistique
"DESJARDINS, STEVE",1302521,10-15-18,ARBO-DESIGN INC.,,"1994,76","Service - Abattage, émondage, élagage"
,1304870,10-25-18,COMMISSION SCOLAIRE DE MONTREAL (CSDM),,"524,24",Service - Formation en développement organisationnel et technique
,1304876,10-25-18,MONTREAL STENCIL INC,,"82,65",Articles de papeterie
,1302517,10-15-18,"PARIS, LADOUCEUR & ASSOCIES INC.",1278192,"1207,36",Évaluateur agréé
"GAUDREAULT, GUYLAINE",1286314,10-05-18,CENTRE PATRONAL DE SANTE ET SECURITE DU TRAVAIL DU QUEBEC (C P S S T Q ),,"1968,52",Service - Formation en développement interpersonnel/relationnel
,1300648,10-03-18,CLINIQUE DE MEDECINE INDUSTRIELLE ET PREVENTIVE DU QUEBEC INC.,,"5249,37",Médecin
,1302223,10-11-18,CONSTRUCTION PIRAVIC INC.,,"7643,09",Entrepreneur en structures de béton
,1265669,10-10-18,GROUPE LE CORRE ET ASSOCIES INC.,,"944,88",Service - Formation en développement interpersonnel/relationnel
"GAUDREAULT, SONIA",1302575,10-15-18,ECOLE NATIONALE D'ADMINISTRATION PUBLIQUE,,"1075,00",Service - Formation en développement organisationnel et technique
"HOOPER, CHANTAL",1301329,10-05-18,ACKLANDS - GRAINGER INC.,,"108,79","Décapant, dissolvant"
,1302825,10-16-18,AREO-FEU LTEE,,"20,16",Produits de branchement
,1304020,10-22-18,CLEMENT HYDRAULITECH INC.,,"208,11",Réparation/Entretien - Outil électrique
,1301505,10-09-18,CONTOUR D'IMAGE INC.,,"732,29","Service - Infographie, graphisme"
,1242715,10-10-18,GESTION NOVAFOR INC.,,"26,39",Accessoires et pièces de remplacement pour outil
,1302814,10-16-18,GLOCO INC.,,"384,97",Produits horticoles
,1304023,10-22-18,,,"1011,24",Produits horticoles
,1298602,10-16-18,GROUPE SANYVAN INC.,,"390,87",Service - Traitement/valorisation de déchets
,,10-16-18,,,"944,89","Véhicule lourd, machinerie lourde et camion avec équipement spécialisé"
,1287846,10-04-18,JEAN GUGLIA & FILS ENR.,,"551,18",Outils manuels
,,10-04-18,,,"194,23",Accessoires et pièces de remplacement pour machinerie et équipement industriel
,1301520,10-09-18,,,"517,04",Outils électriques
,,10-09-18,,,"47,81",Équipement de protection
,1301325,10-05-18,LA MAISON DU PEINTRE,,"1412,76",Accessoires et fournitures de peinture
,,10-05-18,,,"1050,00","Décapant, dissolvant"
,1304310,10-23-18,L'EMPREINTE IMPRIMERIE INC.,,"1117,41","Guide, brochure et affiche"
,1302819,10-16-18,LES MATERIAUX DE CONSTRUCTION R. OLIGNY LTEE,,"433,07",Accessoires de charpente et de clôture
,,10-16-18,,,"892,39",Bois de construction
,1304040,10-22-18,,,"477,69","Matériel de fixation, clou, vis"
,1301576,10-09-18,MARTECH SIGNALISATION INC.,,"90,81","Clôture, barrière, rampe et balustrade"
"HOOPER, CHANTAL",1302691,10-15-18,,,"2186,37",Signalisation routière
,1301589,10-09-18,MUSCO SPORTS LIGHTING CANADA CO.,,"929,14","Éclairage, lumière"
,1301182,10-05-18,OUTILLAGES EXPRESS,,"259,69",Accessoires et pièces de remplacement pour machinerie et équipement industriel
,1302789,10-16-18,,,"68,24",Accessoires et pièces de remplacement pour outil
,,10-16-18,,,"152,18",Outils à batterie
,1302823,10-16-18,,,"335,96",Accessoires et pièces de remplacement pour outil
,1304029,10-22-18,,,"104,88",Outils manuels
,1304042,10-22-18,,,"73,44",Outils électriques
,1248237,10-15-18,PEPINIERE A. MUCCI INC.,1283714,"1870,88",Produits horticoles
,1304674,10-24-18,POLY-EXPERT DISTRIBUTION INC.,,"353,34",Frais de transport
,1304141,10-22-18,PPG REVETEMENTS ARCHITECTURAUX CANADA INC.,1071552,"386,49",Peinture - résidentielle et industrielle
,1301518,10-09-18,PRODUITS SANY,,"74,13",Produits d'entretien ménager
,1272591,10-15-18,RECYCLAGE NOTRE-DAME INC.,,"2465,63",Service - Enfouissement
,1304843,10-25-18,RENE JUILLET,,"4619,45",Service - Formation en développement organisationnel et technique
,1302835,10-16-18,STELEM,,"856,70",Accessoires et pièces de remplacement pour machinerie et équipement industriel
,1303022,10-16-18,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,1277188,"4078,77","Puisard, chambre de vanne, trou d'homme et regard"
,1301331,10-05-18,TENAQUIP LIMITED,,"232,13",Produits d'entretien ménager
"LEGER, APRIL",1300371,10-02-18,GERARD WIBAULT,,"209,97","Service - Installation, gestion, entretien"
,1300377,10-02-18,SYSTEMES D'ACCROCHAGES A S,,"89,82","Support, renfort et équerre"
,,10-02-18,,,"106,87","Corde, chaîne et câble"
,,10-02-18,,,"91,86","Crochet, goupille, manille et poulie"
"LIMPERIS, MARIO",1301804,10-10-18,LUMIPRO INC.,,"1479,86","Service - Installation, gestion, entretien"
,1288610,10-18-18,PRODUITS SANY,,"17,61",Produits d'entretien ménager
,1280189,10-23-18,PRODUITS SANY,1048199,"97,80",Sac à ordures et recyclage
,1295100,10-18-18,,,"28,91",Produits d'entretien ménager
,1300696,10-03-18,,1048199,"26,21",Équipement d'entretien manuel
,,10-03-18,,1048199,"11,72",Appareil d'entretien
,,10-03-18,,1048199,"79,47",Produits d'entretien ménager
,,10-03-18,,1048199,"61,25",Sac à ordures et recyclage
,,10-03-18,,1048199,"167,05",Produits de papier
,1304265,10-23-18,,,"2382,64",Couvre-plancher
,1304387,10-23-18,,1048199,"218,04",Produits de papier
,,10-23-18,,1048199,"160,55",Poubelle et conteneur
,,10-23-18,,1048199,"59,02",Sac à ordures et recyclage
,,10-23-18,,1048199,"41,89",Distributeur de produit nettoyant
,,10-23-18,,1048199,"30,71",Produits d'entretien ménager
,,10-23-18,,1048199,"447,51",Équipement d'entretien manuel
,1302100,10-11-18,SECURMAX,,"1501,32",Équipement sécurité
,1300381,10-02-18,SYLPROTEC INC.,,"132,22","Bottes, souliers et couvres-chaussure"
"OUELLET, MARIE-CLAUDE",1303644,10-18-18,BOUTY INC,,"2411,00",Chaise et fauteuil ergonomique
,1303949,10-19-18,CENTRE COMMUNAUTAIRE DE LOISIR DE LA COTE-DESNEIGES,,"2134,84",Service - Déménagement
,1303464,10-18-18,CENTRE COMMUNAUTAIRE MOUNTAIN SIGHTS,,"7680,00",Location - Salle
,1298753,10-10-18,GROUPE TRIUM INC.,,"708,67",Vêtements de travail
,1300367,10-02-18,SERVICE GAGNON ELECTRIQUE INC.,,"446,20",Entrepreneur en électricité
,1273336,10-24-18,SERVICES D'ENTRETIEN ALPHANET INC.,,"4409,47",Service - Entretien d'immeuble
,1301609,10-09-18,SHARP ELECTRONIQUE DU CANADA LTEE,949660,"2787,42","Photocopieur, télécopieur, imprimante et numériseur"
,1304669,10-24-18,SOCIETE EN COMMANDITE CAPREIT,,"4493,84",Entrepreneur en armoires et comptoirs usinés
"PLANTE, STÉPHANE",1248222,10-15-18,GROUPE AKIFER INC.,1197934,"3674,56",Service - Analyse et essai en laboratoire
,1300565,10-03-18,"INGETEC, EXPERTS-CONSEILS EN BATIMENT INC.",,"1364,84",Ingénieur civil - Structure de bâtiment
,1301272,10-05-18,LA SEMAINE DES ARTS,,"24913,53",Décorations de Noël
,1301276,10-05-18,,,"23464,70",Décorations de Noël
,1301243,10-05-18,LES MATERIAUX DE CONSTRUCTION R. OLIGNY LTEE,,"1413,76",Végétaux
,1300739,10-03-18,LOCATION FERRENTO (1993) INC.,,"1364,84","Location - Clôture, barricade"
,1303062,10-16-18,LOCATION GUAY,,"3984,28",Location - Appareil automobile spécialisé
,1300777,10-03-18,MEUBLES DE PATIO RICHARD CHAMPAGNE ET LES PRODUITS NORD-SUD,,"81,10",Équipement et fourniture pour terrain de jeux
,1300568,10-03-18,SAKO ELECTRIQUE LTEE,,"235,70",Entrepreneur en électricité
,1303042,10-16-18,VISTECH MONTREAL INC.,,"12755,98",Entrepreneur en pieux et fondations spéciales
"REEVES, GENEVIEVE",1246900,10-10-18,ALERTE COURRIER P.M.E.,,"524,94","Service - Postal, messagerie"
,1300563,10-03-18,MEDIAS TRANSCONTINENTAL S.E.N.C,,"2246,86",Service - Placement média d'appel d'offres
,1273873,10-29-18,MP REPRODUCTIONS INC.,,"104,99",Service - Impression
,1301735,10-10-18,WOLTERS KLUWER QUEBEC LTEE,,"751,00",Articles de papeterie
"TROTTIER, PASCAL",1302630,10-15-18,SIGNEL SERVICES INC,1232492,"393,92",Signalisation routière
,,,,,"391815,41",
