NUMEROTATION,TYPE_SOINS,CHAPITRES,NOMBRE_DEPARTS-FEM,NOMBRE_DEPARTS-MASC,NOMBRE_DEPARTS-TOT,SEJ_TOT-FEM,SEJ_TOT-MASC,SEJ_TOT-TOTAL,SEJ_MOY-FEM,SEJ_MOY-MASC,SEJ_MOY-TOT,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION,NOTE_1
15,Soins physiques et psychiatriques de courte durée,Grossesse  accouchement et puerpéralité (O00-O99),92999,0,92999,235077,0,235077,2.5,0.0,2.5,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
16,Soins physiques et psychiatriques de courte durée,Certaines affections dont l'origine se situe dans la période périnatale (P00- P96),11081,13030,24111,58261,66576,124837,5.3,5.1,5.2,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
17,Soins physiques et psychiatriques de courte durée,Malformations congénitales  déformations et anomalies chromosomiques (Q00-Q99),2306,2766,5072,14653,16568,31221,6.4,6.0,6.2,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
18,Soins physiques et psychiatriques de courte durée,Symptômes  signes et résultats anormaux d'examens cliniques et de laboratoire  non classés ailleurs (R00-R99),19242,16939,36181,218795,159401,378196,11.4,9.4,10.5,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
19,Soins physiques et psychiatriques de courte durée,Lésions traumatiques  empoisonnements et certaines autres conséquences de causes externes (S00-T98),30037,26353,56390,382531,246227,628758,12.7,9.3,11.2,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
20,Soins physiques et psychiatriques de courte durée,Facteurs influant sur l'état de santé et motifs de recours aux services de santé (Z00-Z99),49062,45503,94565,230201,200380,430581,4.7,4.4,4.6,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
21,Soins physiques et psychiatriques de courte durée,TOTAL : Soins physiques et psychiatriques de courte durée,446367,346696,793063,3510866,3116281,6627147,7.9,9.0,8.4,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
22,Soins en chirurgie d'un jour,Certaines maladies infectieuses et parasitaires (A00-B99),316,407,723,316,407,723,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
23,Soins en chirurgie d'un jour,Tumeurs (C00-D48),21038,13364,34402,21038,13364,34402,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
24,Soins en chirurgie d'un jour,Maladies du sang et des organes hématopoïétiques et certains troubles du système immunitaire (D50-D89),63,69,132,63,69,132,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
25,Soins en chirurgie d'un jour,Maladies endocriniennes  nutritionnelles et métaboliques (E00-E90),690,341,1031,690,341,1031,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
26,Soins en chirurgie d'un jour,Troubles mentaux et du comportement (F00-F99),329,207,536,329,207,536,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
27,Soins en chirurgie d'un jour,Maladies du système nerveux (G00-G99),5185,3743,8928,5185,3743,8928,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
28,Soins en chirurgie d'un jour,Maladies de l'oeil et de ses annexes (H00-H59),64753,48942,113695,64753,48942,113695,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
29,Soins en chirurgie d'un jour,Maladies de l'oreille et de l'apophyse mastoïde (H60-H95),5239,7367,12606,5239,7367,12606,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
30,Soins en chirurgie d'un jour,Maladies de l'appareil circulatoire (I00-I99),1555,1555,3110,1555,1555,3110,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
31,Soins en chirurgie d'un jour,Maladies de l'appareil respiratoire (J00-J99),6711,7909,14620,6711,7909,14620,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
32,Soins en chirurgie d'un jour,Maladies de l'appareil digestif (K00-K93),17537,28018,45555,17537,28018,45555,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
33,Soins en chirurgie d'un jour,Maladies de la peau et du tissu cellulaire sous-cutané (L00-L99),3306,3610,6916,3306,3610,6916,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
34,Soins en chirurgie d'un jour,Maladies du système ostéo-articulaire  des muscles et du tissu conjonctif (M00-M99),15393,16877,32270,15393,16877,32270,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
35,Soins en chirurgie d'un jour,Maladies de l'appareil génito-urinaire (N00-N99),22396,11220,33616,22396,11220,33616,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
36,Soins en chirurgie d'un jour,Grossesse  accouchement et puerpéralité (O00-O99),3510,0,3510,3510,0,3510,1.0,0.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
37,Soins en chirurgie d'un jour,Certaines affections dont l'origine se situe dans la période périnatale (P00- P96),4,24,28,4,24,28,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
38,Soins en chirurgie d'un jour,Malformations congénitales  déformations et anomalies chromosomiques (Q00-Q99),1864,2512,4376,1864,2512,4376,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
39,Soins en chirurgie d'un jour,Symptômes  signes et résultats anormaux d'examens cliniques et de laboratoire  non classés ailleurs (R00-R99),1003,735,1738,1003,735,1738,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
40,Soins en chirurgie d'un jour,Lésions traumatiques  empoisonnements et certaines autres conséquences de causes externes (S00-T98),8153,11776,19929,8153,11776,19929,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
41,Soins en chirurgie d'un jour,Facteurs influant sur l'état de santé et motifs de recours aux services de santé (Z00-Z99),18315,13385,31700,18315,13385,31700,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
42,Soins en chirurgie d'un jour,TOTAL : Soins en chirurgie d'un jour,197360,172061,369421,197360,172061,369421,1.0,1.0,1.0,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
43,Soins post-mortem,Facteurs influant sur l'état de santé et motifs de recours aux services de santé (Z00-Z99),47,41,88,64,61,125,1.4,1.5,1.4,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
44,Soins post-mortem,TOTAL : Soins post-mortem,47,41,88,64,61,125,1.4,1.5,1.4,S06-SOMMAIRE DES DÉPARTS PAR SEXE  SELON LE CHAPITRE DU DIAGNOSTIC PRINCIPAL,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT"
