UID_MEDIAFILM,TITRE_ORIGINAL,TITRE_FRANCAIS_1,PAYS_1,PAYS_2,PAYS_3,PAYS_4,PAYS_5,PAYS_6,ANNEE_PRODUCTION,COTE_MEDIAFILM,GENRE,DATE_HEURE_DIFFUSION,REALISATION 
50404,Buried,EnterrÃ©,ES,,,,,,2009,5,Thriller,2017-02-12T03:22:00,Rodrigo Cortes
66969,Jack et la mÃ©canique du coeur,Jack et la mÃ©canique du coeur,FR,BE,,,,,2013,4,Film d'animation,2017-02-12T12:00:00,"StÃ©phane Berla, Mathias Malzieu"
62185,Karakara,Karakara,JP,CA,QC,,,,2012,4,ComÃ©die dramatique,2017-02-12T21:30:00,Claude Gagnon
62185,Karakara,Karakara,JP,CA,QC,,,,2012,4,ComÃ©die dramatique,2017-02-13T02:56:00,Claude Gagnon
62185,Karakara,Karakara,JP,CA,QC,,,,2012,4,ComÃ©die dramatique,2017-02-13T13:00:00,Claude Gagnon
64694,Soshite chichi ni naru,"Tel pÃ¨re, tel fils",JP,,,,,,2013,3,Drame,2017-02-16T22:30:00,Hirokazu Kore-eda
64729,Dabba,Saveurs indiennes,IN,,,,,,2013,3,Drame sentimental,2017-02-18T00:00:00,Ritesh Batra
64729,Dabba,Saveurs indiennes,IN,,,,,,2013,3,Drame sentimental,2017-02-18T02:42:00,Ritesh Batra
48040,Astro Boy,Astro,US,,,,,,2009,5,Film d'animation,2017-02-18T18:00:00,David Bowers
12937,Chinatown,Chinatown,US,,,,,,1974,1,Drame policier,2017-02-18T22:30:00,Roman Polanski
64694,Soshite chichi ni naru,"Tel pÃ¨re, tel fils",JP,,,,,,2013,3,Drame,2017-02-19T02:47:00,Hirokazu Kore-eda
48040,Astro Boy,Astro,US,,,,,,2009,5,Film d'animation,2017-02-19T12:00:00,David Bowers
65580,Quai d'Orsay,Quai d'Orsay,FR,,,,,,2013,4,ComÃ©die satirique,2017-02-19T21:00:00,Bertrand Tavernier
65580,Quai d'Orsay,Quai d'Orsay,FR,,,,,,2013,4,ComÃ©die satirique,2017-02-20T02:23:00,Bertrand Tavernier
64729,Dabba,Saveurs indiennes,IN,,,,,,2013,3,Drame sentimental,2017-02-20T13:00:00,Ritesh Batra
2010,Gosford Park,Un Week-end Ã  Gosford Park,US,GB,,,,,2001,3,Drame de moeurs,2017-02-23T22:30:00,Robert Altman
65035,Pour une femme,Pour une femme,FR,,,,,,2013,4,Drame,2017-02-25T00:00:00,Diane Kurys
65580,Quai d'Orsay,Quai d'Orsay,FR,,,,,,2013,4,ComÃ©die satirique,2017-02-25T02:47:00,Bertrand Tavernier
43363,Ã vos marques... Party!,Ã vos marques... Party!,CA,QC,,,,,2007,5,ComÃ©die dramatique,2017-02-25T18:00:00,FrÃ©dÃ©rik D'Amours
40662,Crash,Crash,US,,,,,,2004,3,Drame social,2017-02-25T22:30:00,Paul Haggis
40662,Crash,Crash,US,,,,,,2004,3,Drame social,2017-02-26T02:29:00,Paul Haggis
43363,Ã vos marques... Party!,Ã vos marques... Party!,CA,QC,,,,,2007,5,ComÃ©die dramatique,2017-02-26T12:00:00,FrÃ©dÃ©rik D'Amours
44049,"Brunante, La","Brunante, La",CA,QC,,,,,2007,4,ComÃ©die dramatique,2017-02-26T21:00:00,Fernand Dansereau
44049,"Brunante, La","Brunante, La",CA,QC,,,,,2007,4,ComÃ©die dramatique,2017-02-27T02:56:00,Fernand Dansereau
342,Marvin's Room,"Refuge, Le",US,,,,,,1996,4,ComÃ©die dramatique,2017-02-27T13:00:00,Jerry Zaks
44155,Bee Movie,DrÃ´le d'abeille,US,,,,,,2007,4,Film d'animation,2017-02-27T16:00:00,"Simon J. Smith, Steve Hickner"
63899,Mickey Matson and the Copperhead Conspiracy,Mickey Matson,US,,,,,,2012,0,Aventures,2017-02-28T16:00:00,Harold Cronk
39796,Shark Tale,Gang de requins,US,,,,,,2004,4,Film d'animation,2017-03-01T16:00:00,"Bibo Bergeron, Rob Letterman, Vicky Jenson"
57913,Den Kaempestore bjorn,"Ours montagne, L'",DK,,,,,,2011,4,Film d'animation,2017-03-02T16:00:00,Esben Toft Jacobsen
20654,Sonatine,Sonatine,CA,QC,,,,,1984,3,Drame psychologique,2017-03-02T22:30:00,Micheline LanctÃ´t
59351,"Vorstadtkrokodile 3, Die","Crocodiles: Amis pour la vie, Les",DE,,,,,,2011,0,ComÃ©die dramatique,2017-03-03T16:00:00,Wolfgang Groos
60617,2 Days in New York,2 Jours Ã  New York,FR,,,,,,2011,4,ComÃ©die de moeurs,2017-03-04T00:00:00,Julie Delpy
60617,2 Days in New York,2 Jours Ã  New York,FR,,,,,,2011,4,ComÃ©die de moeurs,2017-03-04T03:18:00,Julie Delpy
40208,Racing Stripes,Zig Zag: L'Ãtalon zÃ©brÃ©,US,,,,,,2005,5,ComÃ©die fantaisiste,2017-03-04T18:00:00,Frederik Du Chau
42464,Little Miss Sunshine,Little Miss Sunshine,US,,,,,,2006,4,ComÃ©die dramatique,2017-03-04T22:30:00,"Valerie Faris, Jonathan Dayton"
40208,Racing Stripes,Zig Zag: L'Ãtalon zÃ©brÃ©,US,,,,,,2005,5,ComÃ©die fantaisiste,2017-03-05T12:00:00,Frederik Du Chau
65074,Elle s'en va,Elle s'en va,FR,,,,,,2013,4,ComÃ©die dramatique,2017-03-05T21:00:00,Emmanuelle Bercot
65074,Elle s'en va,Elle s'en va,FR,,,,,,2013,4,ComÃ©die dramatique,2017-03-06T02:22:00,Emmanuelle Bercot
42464,Little Miss Sunshine,Little Miss Sunshine,US,,,,,,2006,4,ComÃ©die dramatique,2017-03-06T13:00:00,"Valerie Faris, Jonathan Dayton"
42686,Alex Rider - Operation Stormbreaker,Stormbreaker - Les Aventures d'Alex Rider,GB,US,DE,,,,2006,5,Drame d'espionnage,2017-03-06T16:00:00,Geoffrey Sax
70131,"DÃ©molition familiale, La","DÃ©molition familiale, La",CA,QC,,,,,2016,4,Documentaire,2017-03-06T20:00:00,Patrick Damien
70131,"DÃ©molition familiale, La","DÃ©molition familiale, La",CA,QC,,,,,2016,4,Documentaire,2017-03-07T02:39:00,Patrick Damien
47886,Cloudy with a Chance of Meatballs,Il pleut des hamburgers,US,,,,,,2009,4,Film d'animation,2017-03-07T16:00:00,"Phil Lord, Chris Miller"
42541,How to Eat Fried Worms,Comment manger des vers de terre,US,,,,,,2006,5,ComÃ©die,2017-03-08T16:00:00,Bob Dolman
70131,"DÃ©molition familiale, La","DÃ©molition familiale, La",CA,QC,,,,,2016,4,Documentaire,2017-03-09T00:00:00,Patrick Damien
991,Antz,Fourmiz,US,,,,,,1998,3,Film d'animation,2017-03-09T16:00:00,"Tim Johnson, Eric Darnell"
2105,Y Tu Mama Tambien,Et... ta mÃ¨re aussi!,MX,,,,,,2001,3,ComÃ©die dramatique,2017-03-09T22:30:00,Alfonso Cuaron
71964,FÃ¼nf Freunde,"Club des cinq, Le",DE,,,,,,2012,0,ComÃ©die policiÃ¨re,2017-03-10T16:00:00,Mike Marzuk
172,Trainspotting,Ferrovipathes,GB,,,,,,1995,3,ComÃ©die de moeurs,2017-03-11T00:00:00,Danny Boyle
2105,Y Tu Mama Tambien,Et... ta mÃ¨re aussi!,MX,,,,,,2001,3,ComÃ©die dramatique,2017-03-11T02:31:00,Alfonso Cuaron
48038,Fame,"FiÃ¨vre des planches, La",US,,,,,,2009,5,ComÃ©die musicale,2017-03-11T18:00:00,Kevin Tancharoen
42894,Dreamgirls,Dreamgirls,US,,,,,,2006,3,Drame musical,2017-03-11T22:30:00,Bill Condon
172,Trainspotting,Ferrovipathes,GB,,,,,,1995,3,ComÃ©die de moeurs,2017-03-12T01:53:00,Danny Boyle
48038,Fame,"FiÃ¨vre des planches, La",US,,,,,,2009,5,ComÃ©die musicale,2017-03-12T12:00:00,Kevin Tancharoen
1808,"Placard, Le","Placard, Le",FR,,,,,,2000,4,ComÃ©die de moeurs,2017-03-12T21:00:00,Francis Veber
1808,"Placard, Le","Placard, Le",FR,,,,,,2000,4,ComÃ©die de moeurs,2017-03-13T02:53:00,Francis Veber
1808,"Placard, Le","Placard, Le",FR,,,,,,2000,4,ComÃ©die de moeurs,2017-03-13T13:00:00,Francis Veber
61747,"Master, The","MaÃ®tre, Le",US,,,,,,2012,2,Drame,2017-03-16T22:30:00,Paul Thomas Anderson
58528,"ConquÃªte, La","ConquÃªte, La",FR,,,,,,2011,4,Drame biographique,2017-03-18T00:00:00,Xavier Durringer
68750,Home,En route!,US,,,,,,2015,4,Film d'animation,2017-03-18T18:00:00,Tim Johnson
49725,Chi bi,"Falaise rouge, La",CN,,,,,,2008,4,Drame historique,2017-03-18T22:30:00,John Woo
58528,"ConquÃªte, La","ConquÃªte, La",FR,,,,,,2011,4,Drame biographique,2017-03-19T02:47:00,Xavier Durringer
68750,Home,En route!,US,,,,,,2015,4,Film d'animation,2017-03-19T12:00:00,Tim Johnson
49556,"Signes vitaux, Les","Signes vitaux, Les",CA,QC,,,,,2009,4,Drame psychologique,2017-03-19T21:00:00,Sophie Deraspe
49725,Chi bi,"Falaise rouge, La",CN,,,,,,2008,4,Drame historique,2017-03-20T02:09:00,John Woo
49556,"Signes vitaux, Les","Signes vitaux, Les",CA,QC,,,,,2009,4,Drame psychologique,2017-03-20T13:00:00,Sophie Deraspe
37164,Far From Heaven,Loin du Paradis,US,,,,,,2002,2,Drame de moeurs,2017-03-23T22:30:00,Todd Haynes
59619,De bon matin,De bon matin,FR,,,,,,2011,3,Drame,2017-03-25T00:00:00,Jean-Marc Moutout
37164,Far From Heaven,Loin du Paradis,US,,,,,,2002,2,Drame de moeurs,2017-03-25T02:30:00,Todd Haynes
36729,Spy Kids 2: The Island of Lost Dreams,Espions en herbe 2: L'Ãle des rÃªves envolÃ©s,US,,,,,,2002,4,ComÃ©die fantaisiste,2017-03-25T18:00:00,Robert Rodriguez
16037,Basic Instinct,Basic Instinct,US,,,,,,1992,4,Drame policier,2017-03-25T22:30:00,Paul Verhoeven
16037,Basic Instinct,Basic Instinct,US,,,,,,1992,4,Drame policier,2017-03-26T02:46:00,Paul Verhoeven
36729,Spy Kids 2: The Island of Lost Dreams,Espions en herbe 2: L'Ãle des rÃªves envolÃ©s,US,,,,,,2002,4,ComÃ©die fantaisiste,2017-03-26T12:00:00,Robert Rodriguez
64657,"PassÃ©, Le","PassÃ©, Le",FR,IT,,,,,2013,3,Drame,2017-03-26T21:00:00,Asghar Farhadi
59619,De bon matin,De bon matin,FR,,,,,,2011,3,Drame,2017-03-27T02:37:00,Jean-Marc Moutout
37164,Far From Heaven,Loin du Paradis,US,,,,,,2002,2,Drame de moeurs,2017-03-27T13:00:00,Todd Haynes
55198,"GÃ©ants, Les","GÃ©ants, Les",BE,,,,,,2011,4,ComÃ©die dramatique,2017-03-30T22:30:00,Bouli Lanners
3845,Copie conforme,Copie conforme,FR,IT,IR,,,,2009,3,Drame psychologique,2017-04-01T00:00:00,Abbas Kiarostami
44349,Tous Ã  l'Ouest - Une Aventure de Lucky Luke,Tous Ã  l'Ouest - Une Aventure de Lucky Luke,FR,,,,,,2007,4,Film d'animation,2017-04-01T18:00:00,Olivier Jean-Marie
48195,Shutter Island,Shutter Island,US,,,,,,2009,3,Drame policier,2017-04-01T22:30:00,Martin Scorsese
3845,Copie conforme,Copie conforme,FR,IT,IR,,,,2009,3,Drame psychologique,2017-04-02T02:55:00,Abbas Kiarostami
44349,Tous Ã  l'Ouest - Une Aventure de Lucky Luke,Tous Ã  l'Ouest - Une Aventure de Lucky Luke,FR,,,,,,2007,4,Film d'animation,2017-04-02T12:00:00,Olivier Jean-Marie
42833,Guide de la petite vengeance,Guide de la petite vengeance,CA,QC,,,,,2006,4,ComÃ©die dramatique,2017-04-02T21:00:00,Jean-FranÃ§ois Pouliot
42833,Guide de la petite vengeance,Guide de la petite vengeance,CA,QC,,,,,2006,4,ComÃ©die dramatique,2017-04-03T02:13:00,Jean-FranÃ§ois Pouliot
67821,Before I Go to Sleep,Avant d'aller dormir,US,,,,,,2014,5,Thriller,2017-04-03T21:00:00,Rowan Joffe
55198,"GÃ©ants, Les","GÃ©ants, Les",BE,,,,,,2011,4,ComÃ©die dramatique,2017-04-04T02:00:00,Bouli Lanners
36793,S1m0ne,S1m0ne,US,,,,,,2001,4,ComÃ©die satirique,2017-04-04T21:00:00,Andrew Niccol
67821,Before I Go to Sleep,Avant d'aller dormir,US,,,,,,2014,5,Thriller,2017-04-05T02:21:00,Rowan Joffe
45678,Changeling,"Ãchange, L'",US,,,,,,2008,4,Drame policier,2017-04-05T21:00:00,Clint Eastwood
42833,Guide de la petite vengeance,Guide de la petite vengeance,CA,QC,,,,,2006,4,ComÃ©die dramatique,2017-04-06T01:59:00,Jean-FranÃ§ois Pouliot
67363,How to Train Your Dragon 2,Dragons 2,US,,,,,,2014,4,Film d'animation,2017-04-08T18:00:00,Dean DeBlois
29539,"Magnificent Seven, The","Sept Mercenaires, Les",US,,,,,,1960,3,Western,2017-04-08T21:00:00,John Sturges
67363,How to Train Your Dragon 2,Dragons 2,US,,,,,,2014,4,Film d'animation,2017-04-09T12:00:00,Dean DeBlois
39579,Garden State,Garden State,US,,,,,,2004,4,ComÃ©die dramatique,2017-04-09T21:00:00,Zach Braff
67821,Before I Go to Sleep,Avant d'aller dormir,US,,,,,,2014,5,Thriller,2017-04-10T02:15:00,Rowan Joffe
46551,DÃ©dÃ© Ã  travers les brumes,DÃ©dÃ© Ã  travers les brumes,CA,QC,,,,,2009,4,Drame biographique,2017-04-10T21:00:00,Jean-Philippe Duval
39579,Garden State,Garden State,US,,,,,,2004,4,ComÃ©die dramatique,2017-04-11T02:02:00,Zach Braff
1965,Sexy Beast,Sexy Beast,GB,,,,,,2000,4,Thriller,2017-04-11T21:00:00,Jonathan Glazer
29539,"Magnificent Seven, The","Sept Mercenaires, Les",US,,,,,,1960,3,Western,2017-04-12T01:52:00,John Sturges
29910,Last Train from Gun Hill,"Dernier Train de Gun Hill, Le",US,,,,,,1959,4,Western,2017-04-12T21:00:00,John Sturges
29910,Last Train from Gun Hill,"Dernier Train de Gun Hill, Le",US,,,,,,1959,4,Western,2017-04-13T01:58:00,John Sturges
1539,Chicken Run,Poulets en fuite,US,,,,,,2000,3,Film d'animation,2017-04-15T18:00:00,"Peter Lord, Nick Park"
68007,"Most Violent Year, A","AnnÃ©e de toutes les violences, L'",US,,,,,,2014,2,Thriller,2017-04-15T21:00:00,J.C. Chandor
1539,Chicken Run,Poulets en fuite,US,,,,,,2000,3,Film d'animation,2017-04-16T12:00:00,"Peter Lord, Nick Park"
55542,"Way, The",Sur le chemin de Compostelle,US,,,,,,2010,4,Drame,2017-04-16T21:00:00,Emilio Estevez
46551,DÃ©dÃ© Ã  travers les brumes,DÃ©dÃ© Ã  travers les brumes,CA,QC,,,,,2009,4,Drame biographique,2017-04-17T02:30:00,Jean-Philippe Duval
41098,"Constant Gardener, The","Constance du jardinier, La",GB,,,,,,2005,3,Drame,2017-04-17T21:00:00,Fernando Meirelles
68007,"Most Violent Year, A","AnnÃ©e de toutes les violences, L'",US,,,,,,2014,2,Thriller,2017-04-18T01:52:00,J.C. Chandor
962,One True Thing,Contre coeur,US,,,,,,1998,4,Drame psychologique,2017-04-18T21:00:00,Carl Franklin
55542,"Way, The",Sur le chemin de Compostelle,US,,,,,,2010,4,Drame,2017-04-19T02:35:00,Emilio Estevez
18915,Platoon,Platoon,US,,,,,,1986,3,Drame de guerre,2017-04-19T21:00:00,Oliver Stone
41098,"Constant Gardener, The","Constance du jardinier, La",GB,,,,,,2005,3,Drame,2017-04-20T02:28:00,Fernando Meirelles
66848,Tarzan,Tarzan,DE,US,,,,,2013,5,Film d'animation,2017-04-22T18:00:00,Reinhard Klooss
1308,Fight Club,Fight Club,US,,,,,,1999,3,Drame de moeurs,2017-04-22T21:00:00,David Fincher
66848,Tarzan,Tarzan,DE,US,,,,,2013,5,Film d'animation,2017-04-23T12:00:00,Reinhard Klooss
43923,Bluff,Bluff,CA,QC,,,,,2007,4,ComÃ©die,2017-04-23T21:00:00,"Marc-AndrÃ© Lavoie, Simon Olivier Fecteau"
41098,"Constant Gardener, The","Constance du jardinier, La",GB,,,,,,2005,3,Drame,2017-04-24T02:26:00,Fernando Meirelles
1024,Elizabeth,Elizabeth,GB,,,,,,1998,3,Drame historique,2017-04-24T21:00:00,Shekhar Kapur
18915,Platoon,Platoon,US,,,,,,1986,3,Drame de guerre,2017-04-25T02:31:00,Oliver Stone
49528,Nowhere Boy,Il Ã©tait une fois John,GB,,,,,,2009,4,Drame biographique,2017-04-25T21:00:00,Sam Taylor Wood
1308,Fight Club,Fight Club,US,,,,,,1999,3,Drame de moeurs,2017-04-26T02:00:00,David Fincher
45791,Frost/Nixon,Frost/Nixon,US,,,,,,2008,4,Drame historique,2017-04-26T21:00:00,Ron Howard
43923,Bluff,Bluff,CA,QC,,,,,2007,4,ComÃ©die,2017-04-27T02:24:00,"Simon Olivier Fecteau, Marc-AndrÃ© Lavoie"
39158,Ella Enchanted,Ella l'ensorcelÃ©e,US,,,,,,2004,5,ComÃ©die fantaisiste,2017-04-29T18:00:00,Tommy O'Haver
9686,Don Juan DeMarco,Don Juan DeMarco,US,,,,,,1995,4,ComÃ©die sentimentale,2017-04-29T21:00:00,Jeremy Leven
39158,Ella Enchanted,Ella l'ensorcelÃ©e,US,,,,,,2004,5,ComÃ©die fantaisiste,2017-04-30T12:00:00,Tommy O'Haver
23685,"Deer Hunter, The",Voyage au bout de l'enfer,US,,,,,,1978,2,Drame social,2017-04-30T21:00:00,Michael Cimino
49528,Nowhere Boy,Il Ã©tait une fois John,GB,,,,,,2009,4,Drame biographique,2017-05-01T02:34:00,Sam Taylor Wood
43023,"Parfum - Die Geschichte eines Moerders, Das","Parfum - Histoire d'un meurtrier, Le",DE,FR,ES,,,,2006,4,Thriller,2017-05-01T21:00:00,Tom Tykwer
43023,"Parfum - Die Geschichte eines Moerders, Das","Parfum - Histoire d'un meurtrier, Le",DE,FR,ES,,,,2006,4,Thriller,2017-05-02T01:41:00,Tom Tykwer
43002,Notes on a Scandal,Chronique d'un scandale,GB,,,,,,2006,3,Drame de moeurs,2017-05-02T21:00:00,Richard Eyre
43002,Notes on a Scandal,Chronique d'un scandale,GB,,,,,,2006,3,Drame de moeurs,2017-05-03T01:48:00,Richard Eyre
62668,"Maison du pÃªcheur, La","Maison du pÃªcheur, La",CA,QC,,,,,2013,5,Drame historique,2017-05-03T21:00:00,Alain Chartrand
62668,"Maison du pÃªcheur, La","Maison du pÃªcheur, La",CA,QC,,,,,2013,5,Drame historique,2017-05-04T01:55:00,Alain Chartrand
44155,Bee Movie,DrÃ´le d'abeille,US,,,,,,2007,4,Film d'animation,2017-05-06T18:00:00,"Simon J. Smith, Steve Hickner"
1292,American Beauty,BeautÃ© amÃ©ricaine,US,,,,,,1999,3,ComÃ©die dramatique,2017-05-06T21:00:00,Sam Mendes
44155,Bee Movie,DrÃ´le d'abeille,US,,,,,,2007,4,Film d'animation,2017-05-07T12:00:00,"Steve Hickner, Simon J. Smith"
14194,Grumpy Old Men,"Vieux GarÃ§ons, Les",US,,,,,,1993,4,ComÃ©die de moeurs,2017-05-07T21:00:00,Donald Petrie
62668,"Maison du pÃªcheur, La","Maison du pÃªcheur, La",CA,QC,,,,,2013,5,Drame historique,2017-05-08T02:12:00,Alain Chartrand
26990,Per un pugno di dollari,Pour une poignÃ©e de dollars,IT,,,,,,1964,4,Western,2017-05-08T21:00:00,Sergio Leone
62668,"Maison du pÃªcheur, La","Maison du pÃªcheur, La",CA,QC,,,,,2013,5,Drame historique,2017-05-09T02:09:00,Alain Chartrand
27619,Per qualche dollaro in piÃ¹,Pour quelques dollars de plus,IT,ES,DE,,,,1965,4,Western,2017-05-09T21:00:00,Sergio Leone
26990,Per un pugno di dollari,Pour une poignÃ©e de dollars,IT,,,,,,1964,4,Western,2017-05-10T01:47:00,Sergio Leone
14877,Falling Down,"EnragÃ©, L'",US,,,,,,1992,5,Drame de moeurs,2017-05-10T21:00:00,Joel Schumacher
27619,Per qualche dollaro in piÃ¹,Pour quelques dollars de plus,IT,ES,DE,,,,1965,4,Western,2017-05-11T01:30:00,Sergio Leone
8546,It Takes Two,"Deux font la paire, Les",US,,,,,,1995,5,ComÃ©die,2017-05-13T18:00:00,Andy Tennant
48913,Mother and Child,Destin de femmes,US,,,,,,2009,3,Drame psychologique,2017-05-13T21:00:00,Rodrigo Garcia
8546,It Takes Two,"Deux font la paire, Les",US,,,,,,1995,5,ComÃ©die,2017-05-14T12:00:00,Andy Tennant
40316,Maman Last Call,Maman Last Call,CA,QC,,,,,2005,5,ComÃ©die de moeurs,2017-05-14T21:00:00,FranÃ§ois Bouvier
40316,Maman Last Call,Maman Last Call,CA,QC,,,,,2005,5,ComÃ©die de moeurs,2017-05-15T02:16:00,FranÃ§ois Bouvier
4798,Alien,Alien - Le HuitiÃ¨me Passager,GB,,,,,,1979,2,Science-fiction,2017-05-15T21:00:00,Ridley Scott
48913,Mother and Child,Destin de femmes,US,,,,,,2009,3,Drame psychologique,2017-05-16T01:40:00,Rodrigo Garcia
8201,Aliens,Aliens - Le Retour,US,,,,,,1986,3,Science-fiction,2017-05-16T21:00:00,James Cameron
40316,Maman Last Call,Maman Last Call,CA,QC,,,,,2005,5,ComÃ©die de moeurs,2017-05-17T01:54:00,FranÃ§ois Bouvier
892,Out of Sight,Loin des regards,US,,,,,,1998,3,ComÃ©die policiÃ¨re,2017-05-17T21:00:00,Steven Soderbergh
8201,Aliens,Aliens - Le Retour,US,,,,,,1986,3,Science-fiction,2017-05-18T01:40:00,James Cameron
72329,Tom Sawyer,Tom Sawyer,DE,,,,,,2011,0,Aventures,2017-05-20T18:00:00,Hermine Huntgeburth
41535,Syriana,Syriana,US,,,,,,2005,4,Drame,2017-05-20T21:00:00,Stephen Gaghan
72329,Tom Sawyer,Tom Sawyer,DE,,,,,,2011,0,Aventures,2017-05-21T12:00:00,Hermine Huntgeburth
39581,We Don't Live Here Anymore,"Chemin de nos foyers, Le",US,,,,,,2004,4,Drame de moeurs,2017-05-21T21:00:00,John Curran
4798,Alien,Alien - Le HuitiÃ¨me Passager,GB,,,,,,1979,2,Science-fiction,2017-05-22T02:04:00,Ridley Scott
42885,Bobby,Bobby,US,,,,,,2006,4,Drame historique,2017-05-22T21:00:00,Emilio Estevez
42885,Bobby,Bobby,US,,,,,,2006,4,Drame historique,2017-05-23T02:26:00,Emilio Estevez
47853,Ã l'origine d'un cri,Ã l'origine d'un cri,CA,QC,,,,,2010,4,Drame psychologique,2017-05-23T21:00:00,Robin Aubert
47853,Ã l'origine d'un cri,Ã l'origine d'un cri,CA,QC,,,,,2010,4,Drame psychologique,2017-05-24T02:19:00,Robin Aubert
9695,Disclosure,HarcÃ¨lement,US,,,,,,1994,5,Thriller,2017-05-24T21:00:00,Barry Levinson
42885,Bobby,Bobby,US,,,,,,2006,4,Drame historique,2017-05-25T01:51:00,Emilio Estevez
42686,Alex Rider - Operation Stormbreaker,Stormbreaker - Les Aventures d'Alex Rider,GB,US,DE,,,,2006,5,Drame d'espionnage,2017-05-27T18:00:00,Geoffrey Sax
67142,"Two Faces of January, The",MÃ©fiance,GB,US,FR,,,,2014,3,Thriller,2017-05-27T21:00:00,Hossein Amini
42686,Alex Rider - Operation Stormbreaker,Stormbreaker - Les Aventures d'Alex Rider,GB,US,DE,,,,2006,5,Drame d'espionnage,2017-05-28T12:00:00,Geoffrey Sax
18949,"Mission, The","Mission, La",GB,,,,,,1986,3,Drame historique,2017-05-28T21:00:00,Roland JoffÃ©
67142,"Two Faces of January, The",MÃ©fiance,GB,US,FR,,,,2014,3,Thriller,2017-05-29T02:34:00,Hossein Amini
13386,High Plains Drifter,"Homme des hautes plaines, L'",US,,,,,,1973,4,Western,2017-05-29T21:00:00,Clint Eastwood
67142,"Two Faces of January, The",MÃ©fiance,GB,US,FR,,,,2014,3,Thriller,2017-05-30T02:14:00,Hossein Amini
68855,Ex Machina,Ex Machina,GB,,,,,,2015,3,Science-fiction,2017-05-30T21:00:00,Alex Garland
68855,Ex Machina,Ex Machina,GB,,,,,,2015,3,Science-fiction,2017-05-31T02:11:00,Alex Garland
65363,12 Years a Slave,Esclave pendant douze ans,US,,,,,,2013,2,Drame biographique,2017-05-31T21:00:00,Steve McQueen
67142,"Two Faces of January, The",MÃ©fiance,GB,US,FR,,,,2014,3,Thriller,2017-06-01T02:34:00,Hossein Amini
42541,How to Eat Fried Worms,Comment manger des vers de terre,US,,,,,,2006,5,ComÃ©die,2017-06-03T18:00:00,Bob Dolman
48575,2 Fois une femme,2 Fois une femme,CA,QC,,,,,2010,4,Drame psychologique,2017-06-03T21:00:00,FranÃ§ois Delisle
42541,How to Eat Fried Worms,Comment manger des vers de terre,US,,,,,,2006,5,ComÃ©die,2017-06-04T12:00:00,Bob Dolman
62574,Quartet,"Quatuor, Le",US,,,,,,2012,4,ComÃ©die dramatique,2017-06-04T21:00:00,Dustin Hoffman
65363,12 Years a Slave,Esclave pendant douze ans,US,,,,,,2013,2,Drame biographique,2017-06-05T02:04:00,Steve McQueen
38122,28 Days Later,28 Jours plus tard,GB,,,,,,2002,3,Drame d'horreur,2017-06-05T21:00:00,Danny Boyle
48575,2 Fois une femme,2 Fois une femme,CA,QC,,,,,2010,4,Drame psychologique,2017-06-06T02:25:00,FranÃ§ois Delisle
18401,No Way Out,"Impasse, L'",US,,,,,,1987,4,Thriller,2017-06-06T21:00:00,Roger Donaldson
62574,Quartet,"Quatuor, Le",US,,,,,,2012,4,ComÃ©die dramatique,2017-06-07T02:16:00,Dustin Hoffman
8608,Casino,Casino,US,,,,,,1995,3,Drame de moeurs,2017-06-07T21:00:00,Martin Scorsese
38122,28 Days Later,28 Jours plus tard,GB,,,,,,2002,3,Drame d'horreur,2017-06-08T02:04:00,Danny Boyle
16246,My Girl,"ÃtÃ© de mes 11 ans, L'",US,,,,,,1991,5,ComÃ©die dramatique,2017-06-10T18:00:00,Howard Zieff
43934,3:10:00 to Yuma,3 h 10 pour Yuma,US,,,,,,2007,3,Western,2017-06-10T21:00:00,James Mangold
16246,My Girl,"ÃtÃ© de mes 11 ans, L'",US,,,,,,1991,5,ComÃ©die dramatique,2017-06-11T12:00:00,Howard Zieff
85,Fargo,Fargo,US,,,,,,1995,1,ComÃ©die policiÃ¨re,2017-06-11T21:00:00,Joel Coen
43934,3:10:00 to Yuma,3 h 10 pour Yuma,US,,,,,,2007,3,Western,2017-06-12T02:06:00,James Mangold
8656,"Bridges of Madison County, The",Sur la route de Madison,US,,,,,,1995,3,Drame sentimental,2017-06-12T21:00:00,Clint Eastwood
18401,No Way Out,"Impasse, L'",US,,,,,,1987,4,Thriller,2017-06-13T01:56:00,Roger Donaldson
1729,"Yards, The",Trahison,US,,,,,,2000,3,Drame de moeurs,2017-06-13T21:00:00,James Gray
85,Fargo,Fargo,US,,,,,,1995,1,ComÃ©die policiÃ¨re,2017-06-14T02:16:00,Joel Coen
36545,Minority Report,Rapport minoritaire,US,,,,,,2002,3,Science-fiction,2017-06-14T21:00:00,Steven Spielberg
1729,"Yards, The",Trahison,US,,,,,,2000,3,Drame de moeurs,2017-06-15T02:00:00,James Gray
17310,Field of Dreams,"Champ de rÃªves, Le",US,,,,,,1989,4,ComÃ©die fantaisiste,2017-06-17T18:00:00,Phil Alden Robinson
65508,Foxcatcher,Foxcatcher,US,,,,,,2013,3,Drame,2017-06-17T21:00:00,Bennett Miller
17310,Field of Dreams,"Champ de rÃªves, Le",US,,,,,,1989,4,ComÃ©die fantaisiste,2017-06-18T12:00:00,Phil Alden Robinson
15687,Patriot Games,Jeux de guerre,US,,,,,,1992,4,Drame d'espionnage,2017-06-18T21:00:00,Phillip Noyce
