"rss_etablissement","rts_etablissement","code_etablissement_regroupes_inclus_dans_cisss_ciusss","nom_etablissement_regroupes_inclus_dans_cisss_ciusss","code_etablissement","nom_etablissement","statut","mode_financement","territoire_clsc_installation","code_installation","nom_installation","mct_capacite_service_installation","unite_mesure_installation","capacite_service_installation","capacite_installation","date_extraction"
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217750,Centre d'hébergement de Saint-Pacôme,CHSLD,Lit(s) d'hébergement temporaire,C,3,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217750,Centre d'hébergement de Saint-Pacôme,CHSLD,Lit(s) d'hébergement temporaire,C,3,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217750,Centre d'hébergement de Saint-Pacôme,CHSLD,Lit(s) d'hébergement temporaire,C,3,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217750,Centre d'hébergement de Saint-Pacôme,CHSLD,Lit(s) d'hébergement temporaire,C,3,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217750,Centre d'hébergement de Saint-Pacôme,CHSLD,Lit(s) d'hébergement temporaire,C,3,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217750,Centre d'hébergement de Saint-Pacôme,CHSLD,Lit(s) d'hébergement permanent,C,50,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217750,Centre d'hébergement de Saint-Pacôme,CHSLD,Lit(s) d'hébergement permanent,C,50,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217750,Centre d'hébergement de Saint-Pacôme,CHSLD,Lit(s) d'hébergement permanent,C,50,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217750,Centre d'hébergement de Saint-Pacôme,CHSLD,Lit(s) d'hébergement permanent,C,50,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217750,Centre d'hébergement de Saint-Pacôme,CHSLD,Lit(s) d'hébergement permanent,C,50,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CHSLD,Lit(s) d'hébergement temporaire,C,2,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CHSLD,Lit(s) d'hébergement temporaire,C,2,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CHSLD,Lit(s) d'hébergement temporaire,C,2,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CHSLD,Lit(s) d'hébergement temporaire,C,2,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CHSLD,Lit(s) d'hébergement temporaire,C,2,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CHSLD,Lit(s) d'hébergement permanent,C,50,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CHSLD,Lit(s) d'hébergement permanent,C,50,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CHSLD,Lit(s) d'hébergement permanent,C,50,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CHSLD,Lit(s) d'hébergement permanent,C,50,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CHSLD,Lit(s) d'hébergement permanent,C,50,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CLSC,,S,n.a.,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CLSC,,S,n.a.,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CLSC,,S,n.a.,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CLSC,,S,n.a.,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01111 - Kamouraska,51217768,Centre d'hébergement Villa Maria,CLSC,,S,n.a.,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CHSLD,Lit(s) d'hébergement temporaire,C,1,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CHSLD,Lit(s) d'hébergement temporaire,C,1,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CHSLD,Lit(s) d'hébergement temporaire,C,1,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CHSLD,Lit(s) d'hébergement temporaire,C,1,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CHSLD,Lit(s) d'hébergement temporaire,C,1,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CHSLD,Lit(s) d'hébergement permanent,C,43,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CHSLD,Lit(s) d'hébergement permanent,C,43,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CHSLD,Lit(s) d'hébergement permanent,C,43,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CHSLD,Lit(s) d'hébergement permanent,C,43,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CHSLD,Lit(s) d'hébergement permanent,C,43,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CLSC,,S,n.a.,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CLSC,,S,n.a.,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CLSC,,S,n.a.,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CLSC,,S,n.a.,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217800,Centre d'hébergement de Rivière-Bleue,CLSC,,S,n.a.,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217818,Centre d'hébergement de Saint-Louis-du-Ha! Ha!,CHSLD,Lit(s) d'hébergement permanent,C,43,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217818,Centre d'hébergement de Saint-Louis-du-Ha! Ha!,CHSLD,Lit(s) d'hébergement permanent,C,43,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217818,Centre d'hébergement de Saint-Louis-du-Ha! Ha!,CHSLD,Lit(s) d'hébergement permanent,C,43,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217818,Centre d'hébergement de Saint-Louis-du-Ha! Ha!,CHSLD,Lit(s) d'hébergement permanent,C,43,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217818,Centre d'hébergement de Saint-Louis-du-Ha! Ha!,CHSLD,Lit(s) d'hébergement permanent,C,43,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217826,Centre d'hébergement de Squatec,CHSLD,Lit(s) d'hébergement permanent,C,24,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217826,Centre d'hébergement de Squatec,CHSLD,Lit(s) d'hébergement permanent,C,24,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217826,Centre d'hébergement de Squatec,CHSLD,Lit(s) d'hébergement permanent,C,24,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217826,Centre d'hébergement de Squatec,CHSLD,Lit(s) d'hébergement permanent,C,24,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01131 - Témiscouata,51217826,Centre d'hébergement de Squatec,CHSLD,Lit(s) d'hébergement permanent,C,24,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de gériatrie,C,10,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de gériatrie,C,10,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de gériatrie,C,10,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de gériatrie,C,10,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de gériatrie,C,10,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de psychiatrie,C,21,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de psychiatrie,C,21,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de psychiatrie,C,21,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de psychiatrie,C,21,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de psychiatrie,C,21,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de santé physique,C,114,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de santé physique,C,114,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de santé physique,C,114,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de santé physique,C,114,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Lit(s) de santé physique,C,114,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CRD,Services externes,S,n.a.,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Consultations externes,S,n.a.,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Urgence,S,n.a.,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Consultations externes,S,n.a.,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CRD,Services externes,S,n.a.,2024-05-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Urgence,S,n.a.,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CRD,Services externes,S,n.a.,2024-04-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Urgence,S,n.a.,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Urgence,S,n.a.,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Urgence,S,n.a.,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Consultations externes,S,n.a.,2024-07-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CRD,Services externes,S,n.a.,2024-06-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CHSGS,Consultations externes,S,n.a.,2024-08-01
01 - Bas-Saint-Laurent,011 - RTS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,11045119,CISSS du Bas-Saint-Laurent,Public,Budget,01121 - Rivière-du-Loup,51218352,Centre hospitalier régional du Grand-Portage,CRD,Services externes,S,n.a.,2024-07-01
