,,,,,,
"VILLE DE MONTRÉAL  ",,,,,,
"Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce",,,,,,
"Listes des bons de commandes approuvés pour MARS 2014",,,,,,
,,,,,,
,,,,,,
,,,,,,
"Dernier Approbateur","Nom fournisseur","Numéro bon ","Date ","Montant de ",,"Description"
,"MULTI-PRESSIONS L.C. INC.","930313",07/03/14,"246,35",,"PIÈCES ET ACCESSOIRES"
,,"934462",17/03/14,"224,02",,"ENT.-REP. VEHICULES-OUTILLAGE-EQUIPEMENT"
,,"943018",12/03/14,"80,06",,"PIÈCES ET ACCESSOIRES"
,"NADEAU INC.","945479",17/03/14,"672,04",,"PIÈCES ET ACCESSOIRES"
,"PRODUITS AUTOMOBILES LAURENTIDE INC.","943596",10/03/14,"528,86",,"PIÈCES ET ACCESSOIRES"
,"SERRUMAX INC","919254",25/03/14,"65,96",,"PIÈCES ET ACCESSOIRES"
,"U. CAYOUETTE INC.","943605",12/03/14,"57,95",,"PRODUITS CHIMIQUES"
,,"944376",12/03/14,"298,19",,"BIENS NON DURABLES"
,,"948925",28/03/14,"130,43",,"PRODUITS CHIMIQUES"
"LAFOND, DANIEL","TOSHIBA SOLUTION D'AFFAIRES","937963",14/03/14,"6 865,64",,"LOC. AMEUBLEMENT- EQUIPEMENT DE BUREAU"
,"TRAUMA-SECOURS INC.","944691",13/03/14,"106,82",,"FORMATION"
"MERCIER, JEAN","BOO! DESIGN INC.","946616",20/03/14,"1 441,58",,"BIENS NON DURABLES"
,"CANADIAN TIRE","946995",21/03/14,"207,40",,"BIENS NON DURABLES"
,"CENTRE DE TELEPHONE MOBILE LTEE","926111",13/03/14,"3 733,58",,"TÉLÉPHONIE"
,"COMPUGEN INC.","948022",25/03/14,"294,28",,"FOURNITURES DE BUREAU"
,"J.B. DESCHAMPS INC.","941816",10/03/14,"18,67",,"SERVICES TECHNIQUES"
,"LA MAISON DU PEINTRE","919258",17/03/14,"304,28",,"BIENS NON DURABLES"
,"LOCATION D'AUTOS ET CAMIONS DISCOUNT","948267",27/03/14,"1 472,71",,"LOC. VEHICULES-OUTILLAGE-EQUIPEMENT"
,"LOCATION SAUVAGEAU INC.","873046",25/03/14,"3 313,12",,"LOC. VEHICULES-OUTILLAGE-EQUIPEMENT"
,,"876282",25/03/14,"8 470,53",,"LOC. VEHICULES-OUTILLAGE-EQUIPEMENT"
,"SHERWIN WILLIAMS CANADA INC","941737",03/03/14,"347,81",,"PRODUITS CHIMIQUES"
,"SHRED-IT INTERNATIONAL INC.","938191",13/03/14,"311,13",,"SERVICES TECHNIQUES"
"PLANTE, STÉPHANE","AGENCE WEBDIFFUSION INC.","923865",27/03/14,"20 742,14",,"PLACEMENTS MÉDIAS"
,"ATPA- ASSOCIATION DES TRAVAUX PUBLICS D'AMERIQUE-SECTION QUEBEC","945431",18/03/14,"1 170,00",,"COTISATION PROFESSIONNELLE"
,,"946644",24/03/14,"145,19",,"FORMATION"
,"CANADIAN TIRE","941518",03/03/14,"48,94",,"SERVICES TECHNIQUES"
,"LES ENTREPRISES DE CONSTRUCTION PROFIL INC.","948534",27/03/14,"5 436,30",,"BIENS NON DURABLES"
,"MARCHAND HOULE & ASSOCIES INC","941030",03/03/14,"6 222,64",,"HONORAIRES PROFESSIONNELS"
,"MIRABAU INC","944453",18/03/14,"7 109,37",,"BIENS NON DURABLES"
,"MOTIVACTION PERFORMANCE PLUS","903773",05/03/14,"383,72",,"FORMATION"
,"SERRUMAX INC","933436",19/03/14,"137,94",,"SERVICES TECHNIQUES"
,"TERRASSEMENT JOPAT INC.","944081",12/03/14,"16 884,10",,"BIENS NON DURABLES"
"POLISENO, MARTIN","CENTRE PATRONAL DE SANTE ET SECURITE DU TRAVAIL DU QUEBEC (C P S S T Q )","942933",06/03/14,"222,98",,"FORMATION"
,,"942943",06/03/14,"222,98",,"FORMATION"
,,"943840",11/03/14,"430,40",,"FORMATION"
,"GLOCO INC.","940823",11/03/14,"102,99",,"FOURNITURES HORTICOLES"
,"INOLEC","947066",21/03/14,"885,69",,"PIÈCES ET ACCESSOIRES"
,"LES PUBLICATIONS DU QUEBEC","947873",25/03/14,"87,64",,"LIVRES, PUBLICATIONS"
,"LOCATION D'AUTOS ET CAMIONS DISCOUNT","881089",25/03/14,"1 595,27",,"LOC. VEHICULES-OUTILLAGE-EQUIPEMENT"
,,"947712",25/03/14,"213,64",,"LOC. VEHICULES-OUTILLAGE-EQUIPEMENT"
,"MIDES PHOTOCOPIEURS & FAX","942374",04/03/14,"88,15",,"FOURNITURES DE BUREAU"
,"PEAUSEIDON EAU DE SOURCE NATURELLE","941129",20/03/14,"187,00",,"EAU REFROIDIE"
,"SERRUMAX INC","937116",25/03/14,"333,06",,"BIENS NON DURABLES"
,"SOCIETE DE FORMATION A DISTANCE DES COMMISSIONS SCOLAIRES DU QUEBEC","947979",25/03/14,"103,71",,"FORMATION"
,"TENAQUIP LIMITED","948421",26/03/14,"52,53",,"BIENS NON DURABLES"
,"TOSHIBA SOLUTION D'AFFAIRES","933754",25/03/14,"430,88",,"LOC. AMEUBLEMENT- EQUIPEMENT DE BUREAU"
"REEVES, GENEVIEVE","BOSSY-LABELLE INC.","943380",07/03/14,"153,49",,"FOURNITURES DE BUREAU"
,"COMAQ, CORPORATION DES OFFICIERS MUNICIPAUX AGREES DU QUEBEC","948325",27/03/14,"430,40",,"FORMATION"
,"COMPUGEN INC.","943169",06/03/14,"154,65",,"FOURNITURES DE BUREAU"
,,"948929",27/03/14,"555,35",,"FOURNITURES DE BUREAU"
,"KERR NORTON LTD","946024",21/03/14,"164,90",,"FOURNITURES DE BUREAU"
"REEVES, GENEVIEVE","MP REPRODUCTIONS INC.","929133",18/03/14,"207,42",,"FOURNITURES DE BUREAU"
,"TRANSCONTINENTAL MEDIAS S.E.N.C","924230",13/03/14,"3 111,32",,"PLACEMENTS MÉDIAS"
"RENE, DANIELLE","CHARLES TURMEL (AVOCAT)","946059",18/03/14,"140,01",,"HONORAIRES PROFESSIONNELS"
,"EDUMICRO INC","945283",14/03/14,"246,83",,"FORMATION"
,"KERR NORTON LTD","944134",11/03/14,"168,68",,"FOURNITURES DE BUREAU"
,"TOSHIBA SOLUTION D'AFFAIRES","928508",11/03/14,"622,26",,"LOC. AMEUBLEMENT- EQUIPEMENT DE BUREAU"
,"TRAUMA-SECOURS INC.","943903",11/03/14,"106,82",,"FORMATION"
"THERRIEN, MICHEL","ACTUALITES COTE-DES-NEIGES INC.","942396",10/03/14,"492,63",,"PLACEMENTS MÉDIAS"
,"AGENCE WEBDIFFUSION INC.","943676",10/03/14,"3 007,61",,"PLACEMENTS MÉDIAS"
,"ASSOCIATION DES COMMUNICATEURS MUNICIPAUX DU QUEBEC INC.","944582",12/03/14,"77,78",,"PLACEMENTS MÉDIAS"
,"GROUPE LAURIER","943194",10/03/14,"700,05",,"SERVICES TECHNIQUES"
,"TRAITEUR BON APPETIT INC.","929459",10/03/14,"441,81",,"FRAIS DE RÉCEPTION"
,,,"TOTAL:","=SOMME(E11:E138)",,
