,,,,,,
"VILLE DE MONTRÉAL  ",,,,,,
"Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce",,,,,,
"Listes des bons de commandes approuvés pour DÉCEMBRE 2014",,,,,,
,,,,,,
,,,,,,
,,,,,,
"Dernier Approbateur","Nom fournisseur","Numéro bon ","Date ","Montant de ",,"Description"
,"COMPUMEDIA DESIGN ( CMD )  INC","1009469",05/12/14,"4 733,35",,"BIENS NON DURABLES"
,"DEV-ID INC.","1009478",05/12/14,"1 451,95",,"HONORAIRES PROFESSIONNELS"
,"DISTRIBUTION SPORTS LOISIRS G.P. INC.","1008977",04/12/14,"2 829,49",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,"FDL COMPAGNIE LTEE","1008436",03/12/14,"298,17",,"BIENS NON CAPITALISÉS"
,,"1008970",04/12/14,"1 396,62",,"BIENS NON DURABLES"
,,"1008973",04/12/14,"6 440,44",,"BIENS NON CAPITALISÉS"
,"GROUPE  CONSARTIUM","1007316",11/12/14,"658,56",,"BIENS NON CAPITALISÉS"
,"JUKADO INC.","1011844",15/12/14,"2 328,30",,"BIENS NON CAPITALISÉS"
,"LE GROUPE SPORTS-INTER PLUS INC","1011841",15/12/14,"1 190,58",,"BIENS NON CAPITALISÉS"
,"LES TRANSPORTS LACOMBE INC","1012692",16/12/14,"8 346,11",,"BIENS NON CAPITALISÉS"
,,"1012697",16/12/14,"798,57",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,"LUMIFAB","1009488",05/12/14,"1 250,75",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,"MULTI-INDUSTRIEL A.D. LTEE","1008442",03/12/14,"4 730,24",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,"STORES J. FAUTEUX INC.","1009626",05/12/14,"427,29",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,,"1012695",16/12/14,"1 331,65",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,"TENAQUIP LIMITED","1009622",05/12/14,"292,05",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,,"1011850",15/12/14,"787,16",,"BIENS NON CAPITALISÉS"
,,"1011900",15/12/14,"477,40",,"BIENS NON CAPITALISÉS"
"GENDRON, DENIS","CENTRE DE SERVICES PARTAGES DU QUEBEC","973672",04/12/14,"2 281,64",,"TÉLÉPHONIE"
,"DISCOVER COMMUNICATIONS INC","997413",16/12/14,"264,45",,"BIENS NON CAPITALISÉS"
,"L'UNION DES MUNICIPALITES DU QUEBEC","1009175",04/12/14,"160,75",,"FORMATION"
"GERVAIS, ROBERT","CONSTRUCTION DJL INC","1014057",19/12/14,"4 116,31",,"PRODUITS CHIMIQUES"
,"ENTRAC INC.","1011665",12/12/14,"408,36",,"FORMATION"
,"KOMUTEL INC","1014446",23/12/14,"933,40",,"SERVICES TECHNIQUES"
,"L.L. LOZEAU LTEE.","1011193",11/12/14,"650,83",,"BIENS NON CAPITALISÉS"
,"PETITE CAISSE VILLE DE MONTREAL","1012882",17/12/14,"559,13",,"FRAIS DE TRANSPORT"
,"PREVENTION COTE-DES-NEIGES NOTRE-DAME-DE-GRACE","1011615",12/12/14,"1 166,66",,"SERVICES TECHNIQUES"
"GERVAIS, ROBERT","SERRUMAX INC","919254",22/12/14,"19,19",,"BIENS NON CAPITALISÉS"
,"SOCIETE ENVIRONNEMENTALE COTE-DES-NEIGES","1011612",12/12/14,"2 420,61",,"SERVICES TECHNIQUES"
,"TELECOM U2B","1014443",23/12/14,"160,74",,"TÉLÉPHONIE"
,"TENAQUIP LIMITED","1008439",03/12/14,"499,02",,"BIENS NON CAPITALISÉS"
,"WOLSELEY CANADA INC","1014199",22/12/14,"347,53",,"PIÈCES ET ACCESSOIRES"
"LEARY, GENEVIEVE","MAERIX INC.","1004626",22/12/14,"312,78",,"FOURNITURES DE BUREAU"
"PLANTE, STÉPHANE","ANDRE THIBAULT","1010258",09/12/14,"24 000,00",,"HONORAIRES PROFESSIONNELS"
,"BENSACI, AMAR","931138",16/12/14,"22,97",,"FRAIS DE TRANSPORT"
,"CONSTRUCTION EMCON INC.","1012736",16/12/14,"8 193,15",,"SERVICES TECHNIQUES"
,"ECOLE DES HAUTES ETUDES COMMERCIALES (HEC)","1008318",01/12/14,"22 092,47",,"HONORAIRES PROFESSIONNELS"
,"IRRIGLOBE","958307",12/12/14,"524,67",,"SERVICES TECHNIQUES"
,"QUADRICYCLE INTERNATIONAL","999578",16/12/14,"2 592,77",,"SERVICES TECHNIQUES"
,"ST-DENIS THOMPSON INC.","1009804",08/12/14,"14 908,41",,"SERVICES TECHNIQUES"
,"TECHNIPARC","1010242",09/12/14,"15 696,62",,"SERVICES TECHNIQUES"
"POLISENO, MARTIN","9028-3870 QUEBEC  INC.","1011658",12/12/14,"108,90",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,"ABATTAGE D'ARBRES DES BASSE LAURENTIDES ENR. (2957-4936 QUEBEC INC.)","1014238",22/12/14,"5 797,43",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"ACKLANDS - GRAINGER INC.","1014254",22/12/14,"309,94",,"BIENS NON DURABLES"
,"CANADIAN TIRE","1012064",15/12/14,"90,10",,"PIÈCES ET ACCESSOIRES"
,"EMILIEN JACQUES","1008467",03/12/14,"423,14",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"FASTENAL CANADA LTEE","1004139",05/12/14,"254,75",,"AGRÉGATS ET MATÉRIAUX DE CONST."
,,"1009405",05/12/14,"628,53",,"PIÈCES ET ACCESSOIRES"
,"HERCULES SLR INC","1009470",05/12/14,"78,82",,"BIENS NON DURABLES"
,"JEAN GUGLIA & FILS ENR.","1014258",22/12/14,"283,38",,"VÊTEMENT, CHAUSSURES ET ACC."
,"LES EDITIONS YVON BLAIS INC","1008475",03/12/14,"155,40",,"FOURNITURES DE BUREAU"
,"LOCATION D'AUTOS ET CAMIONS DISCOUNT","979033",04/12/14,"493,90",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"979052",04/12/14,"493,90",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"LOCATION SAUVAGEAU INC.","1014242",22/12/14,"1 220,67",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"PAQUETTE & ASSOCIES, HUISSIERS DE JUSTICE","1011654",12/12/14,"271,37",,"SERVICES TECHNIQUES"
,"RENO-DEPOT","961847",05/12/14,"497,31",,"BIENS NON DURABLES"
"POLISENO, MARTIN","SECURITE LANDRY INC","1008463",03/12/14,"862,44",,"PIÈCES ET ACCESSOIRES"
,,"1008897",04/12/14,"1 802,56",,"BIENS NON CAPITALISÉS"
,,"1008924",04/12/14,"721,43",,"BIENS NON CAPITALISÉS"
,,"1014253",22/12/14,"52,21",,"BIENS NON DURABLES"
,,"993477",22/12/14,"860,80",,"BIENS NON DURABLES"
,"SERRUMAX INC","937116",05/12/14,"11,62",,"BIENS NON DURABLES"
,"SERVICES MATREC INC.","956569",22/12/14,"31,11",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"956678",17/12/14,"31,11",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"SOCIETE DE FORMATION A DISTANCE DES COMMISSIONS SCOLAIRES DU QUEBEC","1014231",22/12/14,"207,42",,"FORMATION"
,"TENAQUIP LIMITED","1014212",22/12/14,"57,50",,"PRODUITS CHIMIQUES"
,,"1014259",22/12/14,"256,50",,"BIENS NON CAPITALISÉS"
,"VERMEER CANADA INC.","1009476",05/12/14,"94,26",,"BIENS NON CAPITALISÉS"
,,"1014207",22/12/14,"1 070,26",,"PIÈCES ET ACCESSOIRES"
,,"1014221",22/12/14,"165,65",,"BIENS NON DURABLES"
,"WOLSELEY CANADA INC","1008471",03/12/14,"739,00",,"BIENS NON DURABLES"
"REEVES, GENEVIEVE","ACTUALITES COTE-DES-NEIGES INC.","1012737",16/12/14,"497,81",,"PLACEMENT MÉDIAS"
,"ALERTE COURRIER P.M.E.","931210",18/12/14,"95,33",,"FRAIS DE POSTES"
,"GAUTHIER, VIVIANE","1011250",11/12/14,"608,70",,"FRAIS DE RÉCEPTION"
,"THE SUBURBAN","1009193",04/12/14,"1 102,03",,"PLACEMENT MÉDIAS"
,"TRADUCTIONS TERRY KNOWLES INC.","931218",18/12/14,"322,80",,"PLACEMENT MÉDIAS"
"RENE, DANIELLE","LES SERVICES DE COURRIER CHAMPION INC.","989201",04/12/14,"362,99",,"FRAIS DE POSTES"
,"MORNEAU SHEPELL LTD.","1001798",04/12/14,"2 069,03",,"HONORAIRES PROFESSIONNELS"
"THERRIEN, MICHEL","9211-8082 QUEBEC INC.","1006742",09/12/14,"2 074,21",,"FRAIS DE RÉCEPTION"
,"ACTUALITES COTE-DES-NEIGES INC.","1012648",16/12/14,"492,63",,"PLACEMENT MÉDIAS"
,"ARBOUR PHOTOGRAPHE","1013057",17/12/14,"725,97",,"SERVICES TECHNIQUES"
,"BOO! DESIGN INC.","1002003",22/12/14,"1 037,11",,"FRAIS DE POSTES"
,,"1012644",16/12/14,"6 995,29",,"SERVICES TECHNIQUES"
,,"1013044",17/12/14,"425,21",,"SERVICES TECHNIQUES"
,,"994933",01/12/14,"430,40",,"SERVICES TECHNIQUES"
"THERRIEN, MICHEL","CORPORATION SUN MEDIA","1014216",22/12/14,"4 148,43",,"SERVICES TECHNIQUES"
,"DISTRIBUTION T.I.M.","923636",17/12/14,"172,68",,"FRAIS DE POSTES"
,"FESTIVAL MONTREAL EN LUMIERE INC.","1013451",18/12/14,"3 111,32",,"PLACEMENT MÉDIAS"
,"ROBERT DEVOST","924319",22/12/14,"1 379,35",,"PLACEMENT MÉDIAS"
,"TKNL INC.","1008069",01/12/14,"7 259,75",,"SERVICES TECHNIQUES"
,"TRADUCTIONS TERRY KNOWLES INC.","1012649",16/12/14,"136,12",,"SERVICES TECHNIQUES"
,"TRADUCTIONS TOM DONOVAN","924347",16/12/14,"1 672,36",,"SERVICES TECHNIQUES"
"TROTTIER, PASCAL","DESCHAMPS IMPRESSION INC.","1007533",15/12/14,"16,59",,"FOURNITURES DE BUREAU"
,"LES PUBLICATIONS DU QUEBEC","1009491",05/12/14,"30,02",,"LIVRES, PUBLICATIONS"
,"LOCATION D'AUTOS ET CAMIONS DISCOUNT","975909",22/12/14,"638,16",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"L & T INSTRUMENT INC","1011605",12/12/14,"108,90",,"BIENS NON CAPITALISÉS"
,"MONTREAL STENCIL INC","1007398",15/12/14,"32,27",,"FOURNITURES DE BUREAU"
,,,"TOTAL:","290 134,41",,
