,,,,,,
"VILLE DE MONTRÉAL  ",,,,,,
"Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce",,,,,,
"Listes des bons de commandes approuvés pour OCTOBRE 2014",,,,,,
,,,,,,
,,,,,,
,,,,,,
"Dernier Approbateur","Nom fournisseur","Numéro bon ","Date ","Montant de ",,"Description"
,"SOCIETE ENVIRONNEMENTALE COTE-DES-NEIGES","994770",07/10/14,"2 419,57",,"SERVICES TECHNIQUES"
"BUI, PATRICK THE TRUC","BRODART CANADA COMPAGNY","996369",30/10/14,"84,67",,"FOURNITURES DE BUREAU"
"CHAMPOUX, MARTIN","GEORADAR DETECTION INC","992066",17/10/14,"777,83",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,"SERRURIER ONTARIO","992200",17/10/14,"160,75",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
"DESJARDINS, STEVE","BREAULT & GOSSELIN CONSEIL INC.","995375",08/10/14,"1 555,66",,"HONORAIRES PROFESSIONNELS"
,"ETUDE DE HUISSIER DE JUSTICE ODMAN INC.","994865",07/10/14,"518,55",,"SERVICES TECHNIQUES"
,"KETCHUM MANUFACTURING INC.","992948",15/10/14,"23,75",,"BIENS NON DURABLES"
"DULIEPRE, JEAN-FRANCOIS","AQUAM SPECIALISTE AQUATIQUE INC.","999161",24/10/14,"2 261,49",,"BIENS NON DURABLES"
,"AQUATECHNO SPECIALISTES AQUATIQUES INC.","993821",02/10/14,"493,40",,"BIENS NON DURABLES"
,"AUVITEC LTEE","997310",16/10/14,"145,19",,"BIENS NON DURABLES"
,"DUBO ELECTRIQUE LTEE","993926",02/10/14,"414,43",,"BIENS NON DURABLES"
,"LOCATION SAUVAGEAU INC.","999156",24/10/14,"1 221,71",,"BIENS NON DURABLES"
,"PRODUITS SANY INC.","993844",02/10/14,"171,96",,"BIENS NON DURABLES"
,,"993893",02/10/14,"161,96",,"BIENS NON DURABLES"
,,"996882",15/10/14,"165,94",,"BIENS NON DURABLES"
,,"996888",15/10/14,"232,21",,"BIENS NON DURABLES"
,,"999165",24/10/14,"212,50",,"BIENS NON DURABLES"
,"ROBERT BOILEAU INC","983595",27/10/14,"72,20",,"BIENS NON DURABLES"
,,"999425",27/10/14,"159,70",,"BIENS NON DURABLES"
,,"999993",29/10/14,"2 514,98",,"BIENS NON DURABLES"
"FORTIN, ALAIN","CARBEC.CA","993250",02/10/14,"601,52",,"ENT. RÉP. - VÉHICULES, OUT. ET ÉQUIP."
,"GAZTEK INC","996290",10/10/14,"321,51",,"ENT. RÉP. - VÉHICULES, OUT. ET ÉQUIP."
,"LOCATION HEWITT INC","994492",06/10/14,"264,98",,"ENT. RÉP. - VÉHICULES, OUT. ET ÉQUIP."
,"PNEUS METROPOLITAINS INC.","992566",02/10/14,"86,60",,"ENT. RÉP. - VÉHICULES, OUT. ET ÉQUIP."
"GAUDREAULT, SONIA","AQUEST DESIGN","998251",22/10/14,"467,74",,"BIENS NON DURABLES"
,"CANADIAN TIRE","996863",15/10/14,"1 003,73",,"BIENS NON DURABLES"
,,"999422",27/10/14,"41,46",,"BIENS NON DURABLES"
,"COMMISSION SCOLAIRE DE MONTREAL (CSDM)","994720",06/10/14,"528,29",,"LOCATION D'IMMEUBLES"
,,"994724",06/10/14,"528,29",,"LOCATION D'IMMEUBLES"
,"COMPUMEDIA DESIGN ( CMD )  INC","999397",27/10/14,"4 733,36",,"BIENS NON DURABLES"
"GAUDREAULT, SONIA","INTELCOM EXPRESS","994301",03/10/14,"23,56",,"FRAIS DE POSTES"
,"LOISIRS SPORTIFS COTE-DES-NEIGES - NOTRE-DAME-DE-GRACE","995602",08/10/14,"6 302,09",,"SERVICES TECHNIQUES"
,"PUBLICITE CLAUDE RIVARD INC.","996062",09/10/14,"2 148,89",,"ÉVÉNEMENT PUBLIC"
,"RESEAU CULTUREL DE LA LIGNE BLEUE","994177",03/10/14,"466,70",,"COTISATION PROFESSIONNELLE"
,"STORES J.FAUTEUX INC.","995301",08/10/14,"1 939,41",,"BIENS NON DURABLES"
,,"999951",29/10/14,"1 622,05",,"BIENS NON DURABLES"
,"VITRERIE LEON CHARLEBOIS INC.***","1000892",31/10/14,"1 529,73",,"BIENS NON DURABLES"
"GENDRON, DENIS","COMPUGEN INC.","995384",08/10/14,"701,16",,"BIENS NON CAPITALISÉS"
,"DISCOVER COMMUNICATIONS INC","1000237",29/10/14,"264,45",,"BIENS NON CAPITALISÉS"
,,"997413",29/10/14,"264,45",,"BIENS NON CAPITALISÉS"
,"LES EDITIONS YVON BLAIS INC","993468",06/10/14,"122,90",,"LIVRES, PUBLICATIONS"
,"QUEBEC MUNICIPAL","998064",21/10/14,"518,55",,"PLACEMENTS MEDIAS"
,"TRADUCTIONS TERRY KNOWLES INC.","931218",07/10/14,"1 037,11",,"PLACEMENTS MEDIAS"
,"WOLTERS KLUWER QUEBEC LTEE","993403",06/10/14,"377,00",,"LIVRES, PUBLICATIONS"
,,"995312",08/10/14,"431,81",,"LIVRES, PUBLICATIONS"
"GERVAIS, ROBERT","9297-6646 QUEBEC INC.","996790",15/10/14,"1 022,91",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"ACTION R-VAC INC.","1000848",31/10/14,"248,69",,"SERVICES TECHNIQUES"
,"CENTRE DE SERVICES PARTAGES DU QUEBEC","1000937",31/10/14,"920,37",,"TÉLÉPHONIE"
,"CORBEIL ELECTROMENAGERS","994708",06/10/14,"541,35",,"BIENS NON CAPITALISÉS"
,"DISCOVER COMMUNICATIONS INC","993634",01/10/14,"21,78",,"TÉLÉPHONIE"
,"ENTREPRISES FORLINI-DIVISION EQUIPEMENT DE SECURITE UNIVERSEL INC","1000171",29/10/14,"140,01",,"VÊTEMENT, CHAUSSURES ET ACC."
,"LES MAGASINS COLLINS","1000160",29/10/14,"233,33",,"VÊTEMENT, CHAUSSURES ET ACC."
,,"994675",06/10/14,"116,66",,"VÊTEMENT, CHAUSSURES ET ACC."
,,"995483",08/10/14,"154,93",,"VÊTEMENT, CHAUSSURES ET ACC."
,"LOCATION SAUVAGEAU INC.","999991",29/10/14,"2 047,25",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"MONTREAL STENCIL INC","998373",22/10/14,"21,58",,"FOURNITURES DE BUREAU"
,"PPG REVETEMENTS ARCHITECTURAUX CANADA INC.","996834",15/10/14,"94,66",,"PRODUITS CHIMIQUES"
,"SEMIS URBAINS","993854",15/10/14,"814,13",,"FOURNITURES HORTICOLES"
,"SIGNALISATION ROUTIERE DU QUEBEC INC.","995146",07/10/14,"1 400,09",,"SERVICES TECHNIQUES"
,"ST-GERMAIN EGOUTS ET AQUEDUCS INC.","1000732",31/10/14,"2 103,25",,"PIECES ET ACCESSOIRES"
,"TENAQUIP LIMITED","1000153",29/10/14,"265,50",,"BIENS NON CAPITALISÉS"
,"TOSHIBA SOLUTION D'AFFAIRES","919261",31/10/14,"204,33",,"LOC.- AMEUBLEMENT, ÉQUIPEMENT DE BUREAU"
"GERVAIS, ROBERT","U. CAYOUETTE INC.","1000162",29/10/14,"120,93",,"PIECES ET ACCESSOIRES"
,,"996828",15/10/14,"116,61",,"PIECES ET ACCESSOIRES"
"PLANTE, STÉPHANE","AMEC ENVIRONNEMENT","930385",22/10/14,"5 388,29",,"HONORAIRES PROFESSIONNELS"
,"CONSTRUCTION CPB INC.","996345",17/10/14,"17 926,82",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,"DE BONS PETITS PLATS... PRET A MANGER CUISINE INC.","997899",21/10/14,"106,30",,"FRAIS DE RECEPTION"
,"GROUPE ABS INC.","997093",16/10/14,"3 111,32",,"HONORAIRES PROFESSIONNELS"
,"LAVOIE, NICOLAS","998134",21/10/14,"264,44",,"FORMATION"
,"LES ENTREPRISES DE CONSTRUCTION PROFIL INC.","982751",09/10/14,"3 816,08",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,,"984765",10/10/14,"486,07",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,,"987462",09/10/14,"2 326,23",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,,"996728",17/10/14,"15 193,62",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,"LES EQUIPEMENTS D'ARPENTAGE CANSEL INC.","996132",24/10/14,"624,23",,"FOURNITURES DE BUREAU"
,"LES TERMINAUX KENMONT INC.","996822",17/10/14,"9 930,30",,"BIENS NON CAPITALISÉS"
,"REMORQUAGE BURSTALL CONRAD","930231",02/10/14,"5 185,53",,"SERVICES TECHNIQUES"
,"TECHSPORT INC.","996792",17/10/14,"9 060,48",,"BIENS NON CAPITALISÉS"
,"TOSHIBA SOLUTION D'AFFAIRES","924035",09/10/14,"1 244,53",,"LOC.- AMEUBLEMENT, ÉQUIPEMENT DE BUREAU"
"POLISENO, MARTIN","ACKLANDS - GRAINGER INC.","993862",02/10/14,"20,88",,"BIENS NON DURABLES"
,,"995099",07/10/14,"35,78",,"BIENS NON DURABLES"
,"APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES","998432",22/10/14,"306,00",,"FORMATION"
,"CAVERHILL LEARMONT (2000)","999570",28/10/14,"116,99",,"BIENS NON CAPITALISÉS"
,"CENTRAL IRRIGATION SUPPLY OF CANADA INC.","993838",02/10/14,"272,63",,"PIECES ET ACCESSOIRES"
,"CENTRE PATRONAL DE SANTE ET SECURITE DU TRAVAIL DU QUEBEC (C P S S T Q )","1000471",30/10/14,"212,61",,"FORMATION"
,"CHAUSSURES BELMONT INC","995887",09/10/14,"140,99",,"VÊTEMENT, CHAUSSURES ET ACC."
,"DISTRIBUTIONS BMB 1985 SEC","998075",21/10/14,"674,12",,"AGRÉGATS ET MATÉRIAUX DE CONSTRUCTION"
,"EQUIPEMENTS DE SECURITE HOTTE INC","989734",24/10/14,"7,26",,"BIENS NON DURABLES"
,"FASTENAL CANADA LTEE","998088",21/10/14,"2 425,15",,"BIENS NON CAPITALISÉS"
,,"999558",28/10/14,"154,32",,"BIENS NON CAPITALISÉS"
,"INDUSTRIES DESORMEAU INC.","983263",14/10/14,"371,28",,"BIENS NON DURABLES"
,,"995005",07/10/14,"159,21",,"BIENS NON DURABLES"
,,"996109",10/10/14,"26,48",,"BIENS NON DURABLES"
,,"999566",28/10/14,"41,69",,"PIECES ET ACCESSOIRES"
,"INOLEC","993905",02/10/14,"554,85",,"BIENS NON DURABLES"
"POLISENO, MARTIN","INSTALLATIONS TECHNI-PRO-VAC","993940",02/10/14,"3 578,02",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,"LAFARGE CANADA","997545",20/10/14,"319,96",,"AGRÉGATS ET MATÉRIAUX DE CONSTRUCTION"
,"LA MAISON DU PEINTRE","991534",14/10/14,"58,88",,"BIENS NON DURABLES"
,"LEON DESLIPPE","999574",28/10/14,"248,91",,"BIENS NON DURABLES"
,"LOCATION D'AUTOS ET CAMIONS DISCOUNT","979033",23/10/14,"4 559,12",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"979052",23/10/14,"4 559,12",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"999528",28/10/14,"1 914,51",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"999533",28/10/14,"1 889,96",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"MONTREAL STENCIL INC","996668",15/10/14,"32,28",,"FOURNITURES DE BUREAU"
,"OUTILS TECK-PRO INC","995030",07/10/14,"181,01",,"BIENS NON CAPITALISÉS"
,,"996094",10/10/14,"151,33",,"BIENS NON CAPITALISÉS"
,"PELOUSE SANTE INC.","992861",28/10/14,"679,30",,"SERVICES TECHNIQUES"
,"RENO-DEPOT","961847",23/10/14,"105,73",,"BIENS NON DURABLES"
,,"999539",28/10/14,"89,16",,"BIENS NON DURABLES"
,,"999707",28/10/14,"1 037,11",,"BIENS NON CAPITALISÉS"
,"SECURITE LANDRY INC","990170",01/10/14,"15,56",,"BIENS NON CAPITALISÉS"
,,"993477",01/10/14,"3 504,16",,"VÊTEMENT, CHAUSSURES ET ACC."
,,"993643",01/10/14,"1 923,71",,"BIENS NON DURABLES"
,,"995041",07/10/14,"531,79",,"BIENS NON CAPITALISÉS"
,,"995058",07/10/14,"1 252,23",,"BIENS NON CAPITALISÉS"
,,"999550",28/10/14,"524,95",,"BIENS NON CAPITALISÉS"
,"SEMIS URBAINS","996098",10/10/14,"234,05",,"BIENS NON DURABLES"
,"SERRUMAX INC","937116",14/10/14,"23,21",,"BIENS NON DURABLES"
,"SERVICES MATREC INC.","956657",14/10/14,"51,86",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"956678",14/10/14,"51,86",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"STINSON EQUIPMENT (QUEBEC) INC.","996091",10/10/14,"280,33",,"PRODUITS CHIMIQUES"
,"TENAQUIP LIMITED","995078",07/10/14,"66,03",,"PIECES ET ACCESSOIRES"
,"TOSHIBA SOLUTION D'AFFAIRES","933754",28/10/14,"60,83",,"LOC.- AMEUBLEMENT, ÉQUIPEMENT DE BUREAU"
,,"933757",02/10/14,"311,13",,"LOC.- AMEUBLEMENT, ÉQUIPEMENT DE BUREAU"
,"WOLSELEY CANADA INC","979408",02/10/14,"1 797,93",,"BIENS NON DURABLES"
"REEVES, GENEVIEVE","ACTUALITES COTE-DES-NEIGES INC.","998301",22/10/14,"4 625,50",,"PLACEMENTS MEDIAS"
,"COMCOMTECH INC.","996341",14/10/14,"366,15",,"PLACEMENTS MEDIAS"
"REEVES, GENEVIEVE","DISCOVER COMMUNICATIONS INC","996552",14/10/14,"18,15",,"BIENS NON CAPITALISÉS"
,"IDS INTELLIGENT DATA SYSTEMS INC.","997951",21/10/14,"124,45",,"ENT. RÉP. - AMEUBLEMENT, ÉQUIPEMENT BUREAU"
,"SHERBROOKE-VALOIS INC.","939412",09/10/14,"1 037,11",,"PLACEMENTS MEDIAS"
,"TCHITACOV, AKI","999671",28/10/14,"81,65",,"FRAIS DE RECEPTION"
,"THE SUBURBAN","1000712",31/10/14,"8 296,86",,"PLACEMENTS MEDIAS"
"RENE, DANIELLE","APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES","998100",21/10/14,"153,00",,"FORMATION"
,"CHARLES TURMEL (AVOCAT)","995365",08/10/14,"140,01",,"HONORAIRES PROFESSIONNELS"
,"CIRA SERVICES MEDICAUX INC.","995373",08/10/14,"259,28",,"HONORAIRES PROFESSIONNELS"
,"DISCOVER COMMUNICATIONS INC","994147",03/10/14,"33,71",,"BIENS NON DURABLES"
,,"994727",06/10/14,"368,16",,"TÉLÉPHONIE"
,"MORNEAU SHEPELL LTD.","998071",21/10/14,"1 634,00",,"HONORAIRES PROFESSIONNELS"
,,"998091",21/10/14,"1 672,00",,"HONORAIRES PROFESSIONNELS"
"THERRIEN, MICHEL","ACTUALITES COTE-DES-NEIGES INC.","998363",22/10/14,"933,40",,"PLACEMENTS MEDIAS"
,"BELL MEDIA INC.","999455",27/10/14,"3 499,99",,"PLACEMENTS MEDIAS"
,"BOO! DESIGN INC.","994608",06/10/14,"881,54",,"SERVICES TECHNIQUES"
,,"994799",07/10/14,"969,70",,"SERVICES TECHNIQUES"
,,"997964",21/10/14,"77,78",,"SERVICES TECHNIQUES"
,"FOURCHETTE & CIE CUISINE COMMUNAUTAIRE","998378",22/10/14,"164,00",,"FRAIS DE RECEPTION"
,"GROUPE LAURIER","998323",22/10/14,"513,37",,"SERVICES TECHNIQUES"
,"IMPRESSION PARAGRAPH INC","997556",17/10/14,"513,37",,"SERVICES TECHNIQUES"
,"TRADUCTIONS TERRY KNOWLES INC.","994927",07/10/14,"18,15",,"SERVICES TECHNIQUES"
"TROTTIER, PASCAL","CENTRE DE SERVICES PARTAGES DU QUEBEC","1000940",31/10/14,"378,58",,"TÉLÉPHONIE"
,,"994981",07/10/14,"23,80",,"LIVRES, PUBLICATIONS"
,"ENTREPRISES FORLINI-DIVISION EQUIPEMENT DE SECURITE UNIVERSEL INC","998594",23/10/14,"129,64",,"VÊTEMENT, CHAUSSURES ET ACC."
,"LES INDUSTRIES POLY INC.","994920",07/10/14,"124,46",,"FOURNITURES DE BUREAU"
,"LES SERVICES EXP INC.","997675",20/10/14,"3 233,70",,"HONORAIRES PROFESSIONNELS"
,"LOCATION D'AUTOS ET CAMIONS DISCOUNT","948267",23/10/14,"1 472,72",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"975909",23/10/14,"1 472,70",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"975921",23/10/14,"1 472,70",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"ORDRE DES INGENIEURS DU QUEBEC","993975",02/10/14,"202,24",,"FORMATION"
,,,"TOTAL:","283 990,34",,
