,,,,,
VILLE DE MONTRÉAL  ,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,
Listes des bons de commandes approuvés pour OCTOBRE 2015,,,,,
,,,,,
,,,,,
Dernier Approbateur,Nom fournisseur,Numéro bon ,Date ,Montant de ,Description
,LES EQUIPEMENTS D'ARPENTAGE CANSEL INC.,1076729,14-oct.-2015,"764,04",Logiciel et progiciel
,PROTECTION INCENDIE VIKING INC.,1078585,22-oct.-2015,"425,20",Service - Formation de Protection Incendie
,STORES J. FAUTEUX INC.,1000175,08-oct.-2015,"104,99",Réparation/Entretien - Accessoire et fourniture de décoration
,TECHNORM INC.,1078001,20-oct.-2015,"3674,56",Ingénieur civil - Structure de bâtiment
,GEOPOSITION ARPENTEURS-GEOMETRES INC.,1079487,27-oct.-2015,"4724,44",Arpenteur-géomètre
"JULIEN, CHANTAL",3289419 CANADA (COLLINS),1074169,02-oct.-2015,"218,26",Bottes de sécurité
,DESCHAMPS IMPRESSION INC.,1076156,13-oct.-2015,"21,00",Service - Impression
,EQUIPEMENTS TWIN INC.,1076332,13-oct.-2015,"5039,40","Réparation/Entretien - Véhicule lourd, machinerie lourde"
,GROUPE BISSONNETTE INC.,1078025,20-oct.-2015,"600,09",Nettoyant Graffiti
,LA MAISON DU PEINTRE,1028878,26-oct.-2015,"138,21",Accessoires de peinture
,LOCATION GAMMA INC.,1042451,20-oct.-2015,"181,42","Location - Équipement de détection, inspection"
,PPG REVETEMENTS ARCHITECTURAUX CANADA,1028918,13-oct.-2015,"563,91",Peinture - résidentielle et industrielle
,PRODUITS SANY INC.,1074208,02-oct.-2015,"565,43",Produits de nettoyage
"JULIEN, CHANTAL",SERRUMAX INC,1075305,07-oct.-2015,"14,17",Service - Serrurier
,TENAQUIP LIMITED,1074202,02-oct.-2015,"357,83",Vêtement et équipement de travail
,,1075955,09-oct.-2015,"312,61",Accessoire et pièce de remplacement pour outil
,U. CAYOUETTE INC.,1074219,02-oct.-2015,"282,80","Graine, semence, bulbe et bouture"
,,1076162,13-oct.-2015,"433,70","Éclairage, lumière"
"LEGER, APRIL ",DISTRIBUTION SPORTS LOISIRS G.P. INC.,1077273,16-oct.-2015,"365,36",Réparation/Entretien - Équipement de sport et terrain de jeux
"OUELLET, MARIE-CLAUDE",1-800-GOT-JUNK,1078998,23-oct.-2015,"576,38",Service - Collecte de déchets
,COOPERATIVE DE TAXI MONTREAL,1076724,14-oct.-2015,"214,56",Frais - taxi
,DESCHAMPS IMPRESSION INC.,1075660,08-oct.-2015,"18,90",Service - Impression
,GASCON A.-G. INC.,1078941,23-oct.-2015,"629,92",Entrepreneur en bâtiments de tout genre
,GROUPE SECURITE C.L.B. INC.,1079863,28-oct.-2015,"336,61","Service - Agence de sécurité, gardiennage"
,IDENCO CANADA LTEE,1033433,08-oct.-2015,"50,18",Service - Impression
,JULIEN LEBLOND,1080110,29-oct.-2015,"356,96",Matériel artistique
,L'EMPREINTE IMPRIMERIE INC.,1076725,14-oct.-2015,"226,77",Service - Impression
,LOCATION JEAN LEGARE LTEE,1077731,20-oct.-2015,"3023,64","Location - Automobile, camionnette"
,OMNISON ET LUMIERES,1077733,20-oct.-2015,"1040,29",Équipement de scène
,TOUT AUTOUR ENCADREMENTS INC.,1078991,23-oct.-2015,"2545,95",Service - Encadrement
"PLANTE, STÉPHANE","BAHLOUL-MANSOUR, SIHEM",1074712,06-oct.-2015,"400,00","Frais - Déplacement, hébergement et repas"
,"GAUDREAULT, SONIA",1076571,14-oct.-2015,"1380,37",Frais - Dépenses de fonction
,GIRARD-HEBERT INC.,1075999,09-oct.-2015,"1679,80",Ingénieur civil - Aqueduc et égout
,IMPRESSION PARAGRAPH INC,1077459,16-oct.-2015,"2099,75",Service - Impression
,IMPRIMERIE STE-JULIE INC.,1077461,16-oct.-2015,"629,92",Service - Impression
,LES CONSULTANTS S.M. INC.,969046,08-oct.-2015,"3779,55",Service - Aménagement paysager
,L.L. LOZEAU LTEE.,1079786,28-oct.-2015,"451,45",Composante électronique
,LOCOMOTIVE INC.,1074716,06-oct.-2015,"1049,87","Service - Hébergement (site web, serveur)"
,PHOTO GRAPHIQUE M.F. INC,1077457,16-oct.-2015,"409,45",Service - Impression
,SOCIETE CANADIENNE DES POSTES,1078168,21-oct.-2015,"209,97","Service - Postal, messagerie"
"POLISENO, MARTIN",DISTRIBUTION SPORTS LOISIRS G.P. INC.,1075971,09-oct.-2015,"1086,78",Équipement et fourniture pour terrain de jeux
,ENTREPRISE ROBERT GREEN INC,1078901,23-oct.-2015,"230,97",Accessoire et pièce de remplacement pour outil
,EQUIPEMENTS DE SECURITE HOTTE INC,1075961,09-oct.-2015,"362,22",Vêtements de sécurité
,GENERAL BEARING SERVICE INC.,1075943,09-oct.-2015,"74,00",Accessoire et pièce de remplacement pour outil
,GLOCO INC.,1075326,07-oct.-2015,"1018,66","Graine, semence, bulbe et bouture"
"POLISENO, MARTIN",INDUSTRIES DESORMEAU INC.,1075859,09-oct.-2015,"463,67","Matériel de fixation, clou, vis"
,JEAN GUGLIA & FILS ENR.,1056036,20-oct.-2015,"20,15",Service - Transport de colis
,,1066484,09-oct.-2015,"139,02",Accessoire et pièce de remplacement pour outil
,,1075875,09-oct.-2015,"842,71",Accessoire et pièce de remplacement pour outil
,L'AIGUISERIE,1076174,13-oct.-2015,"372,71",Accessoire et pièce de remplacement pour machinerie
,LA MAISON DU PEINTRE,1060203,26-oct.-2015,"217,12",Accessoires de peinture
,LES BETONS LONGUEUIL (1982) INC,1075308,07-oct.-2015,"2351,72",Bloc de béton
,LES EQUIPEMENTS BARABY INC.,1075886,09-oct.-2015,"364,77",Réparation batterie et chargeur
,LES INDUSTRIES SIMEXCO INC,1078906,23-oct.-2015,"1312,34","Service - Installation, gestion, entretien"
,LOCATION D'AUTOS ET CAMIONS DISCOUNT,1064644,09-oct.-2015,"861,95","Location - Automobile, camionnette"
,,1066898,09-oct.-2015,"795,10","Location - Automobile, camionnette"
,LOCATION SAUVAGEAU INC.,1060719,23-oct.-2015,"1269,65","Location - Automobile, camionnette"
,,1060720,26-oct.-2015,"1427,57","Location - Automobile, camionnette"
,MAKITA CANADA INC.,1075856,09-oct.-2015,"14,47",Accessoire et pièce de remplacement pour outil
,,1076166,13-oct.-2015,"43,19",Réparation/Entretien - Outil électrique
,MATERIAUX DE PLOMBERIE RAY-JEAN INC.,1075880,09-oct.-2015,"138,58",Accessoire et fourniture de plomberie
,MULTI-PRESSIONS L.C. INC.,1075888,09-oct.-2015,"850,36",Accessoire et pièce de remplacement pour outil
,PEPINIERE A. MUCCI INC.,1078910,23-oct.-2015,"397,57",Agrégat en vrac
,PEPINIERE DOMINIQUE SAVIO LTEE,1075864,09-oct.-2015,"1331,82",Végétaux
,PETROLES DUPUIS & FILS INC.,1078899,23-oct.-2015,"345,03",Huile et liquide pour matériel roulant
,PRODUITS SANY INC.,1075042,07-oct.-2015,"191,27",Équipement et produits d'entretien
,PUROLATOR COURRIER LTEE,1078898,23-oct.-2015,"103,55","Service - Postal, messagerie"
,RENO-DEPOT,1031704,23-oct.-2015,"1090,69",Accessoire et pièce de remplacement pour outil
,"RICCI, TEASDALE HUISSIERS DE JUSTICE INC.",1075953,09-oct.-2015,"150,81",Huissier de justice
,SECURITE LANDRY INC,1078900,23-oct.-2015,"475,59",Accessoire et pièce de remplacement pour outil
,SECURO-VISION INC,1075937,09-oct.-2015,"209,97",Équipement de protection
,SERRUMAX INC,1018679,26-oct.-2015,"179,14",Service - Serrurier
,SERRURIER LACROIX,1075957,09-oct.-2015,"31,50",Produit de cadenassage
,TENAQUIP LIMITED,1075883,09-oct.-2015,"127,75",Accessoire et pièce de remplacement pour outil
,TESSIER RECREO-PARC INC,1075966,09-oct.-2015,"1711,31",Équipement et fourniture pour terrain de jeux
,,1078905,23-oct.-2015,"498,69","Service - Installation, gestion, entretien"
,TOSHIBA DU CANADA LIMITEE,1017398,20-oct.-2015,"187,54",Location - Photocopieur
"POLISENO, MARTIN",UAP INC.,1075909,09-oct.-2015,"322,79",Divers outillages
,UNIVERSAL FIELD SUPPLIES,1070061,13-oct.-2015,"235,91",Vêtement de travail
,,1076073,13-oct.-2015,"1368,90",Accessoire et pièce de remplacement pour outil
,,1078903,23-oct.-2015,"75,96",Accessoire et pièce de remplacement pour outil
,VERMEER CANADA INC.,1076514,20-oct.-2015,"2144,12",Accessoire et pièce de remplacement pour outil
"REEVES, GENEVIEVE",CPU DESIGN INC.,1075462,08-oct.-2015,"134,28",Ordinateur et accessoire
,DISCOVER COMMUNICATIONS INC,1077456,16-oct.-2015,"18,37",Composante électronique
,KERR NORTON INC.,1078609,22-oct.-2015,"98,69","Article, accessoire et équipement de bureau"
,LE DEVOIR,1077990,20-oct.-2015,"1990,22",Service - Placement média d'avis public
,,1077995,20-oct.-2015,"8399,00",Service - Placement média d'avis public
,WOLTERS KLUWER QUEBEC LTEE,1075469,08-oct.-2015,"907,09",Guide
"TROTTIER, PASCAL",ALBERT VIAU DIVISION EMCO CORPORATION,1073927,01-oct.-2015,"99,59",Produit de branchement
,CLEAN HARBORS QUEBEC INC,1048012,09-oct.-2015,"1646,18",Réservoir et contenant de stockage
,ENTREPRISES FORLINI-DIVISION EQUIPEMENT DE SECURITE UNIVERSEL INC.,1074184,02-oct.-2015,"178,48",Vêtement de travail
,,1075287,07-oct.-2015,"188,98",Vêtement de travail
,ENTREPRISE T.R.A. (2011) INC.,1079481,27-oct.-2015,"6086,23",Service - Marquage de rue
,GLOCO INC.,1075270,07-oct.-2015,"245,54","Graine, semence, bulbe et bouture"
,INOLEC,1075140,07-oct.-2015,"84,15",Réparation/Entretien - Appareil spécialisé pour la mécanique
,LES EDITIONS JURIDIQUES FD INC,1079315,27-oct.-2015,"94,80",Guide
,LONGUS EQUIPEMENT INC.,1075277,07-oct.-2015,"383,08",Équipement - Véhicule et appareil
,SIGNALISATION KALITEC INC.,1075296,07-oct.-2015,"393,70",Service - Éclairage de rue et signalisation
,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,1073928,01-oct.-2015,"8663,57","Puisard, chambre de vanne, trou d'homme et regard"
,TRAFFIC LOGIX,1077458,16-oct.-2015,"519,69",Service - Éclairage de rue et signalisation
,U. CAYOUETTE INC.,1075279,07-oct.-2015,"129,41",Accessoire et pièce de remplacement pour machinerie
,,1075302,07-oct.-2015,"53,31",Outil manuel
