;"EMBALLAGE PAK TEK INC.";"990060";18/09/14;318,91;;"BIENS NON DURABLES"
;;"990080";18/09/14;314,71;;"FOURNITURES DE BUREAU"
;"ENTRE QUATRE YEUX";"987943";10/09/14;337,06;;"ÉVÉNEMENT PUBLIC"
;"HUU BAC QUACH";"989019";15/09/14;1 500,00;;"ÉVÉNEMENT PUBLIC"
;"INTELCOM EXPRESS";"988529";12/09/14;25,96;;"FRAIS DE POSTES"
;"JEUNESSES MUSICALES DU CANADA***";"989174";16/09/14;1 555,66;;"ÉVÉNEMENT PUBLIC"
;"LA MARCHE DU CRABE";"989206";16/09/14;2 000,00;;"ÉVÉNEMENT PUBLIC"
;"LEMAIRE, MARC";"986645";04/09/14;58,84;;"BIENS NON DURABLES"
"BOILEAU, LINDA";"LOCATION JEAN LEGARE LTEE";"988787";15/09/14;97,17;;"FRAIS DE TRANSPORT"
;"MONTREAL STENCIL INC";"988040";11/09/14;"=48,32+284,3";;"FOURNITURES DE BUREAU"
;"NATHALIE RACINE";"988996";15/09/14;150,00;;"ÉVÉNEMENT PUBLIC"
;"ORSINI ENTREPRISE";"991043";23/09/14;2 281,64;;"ENT. RÉP. - IMMEUBLES ET TERRAINS"
;"PRODUCTIONS LES FILLES D'ALIENOR";"989142";16/09/14;1 037,11;;"ÉVÉNEMENT PUBLIC"
;"QUINCAILLERIE COTE-DES-NEIGES";"987920";10/09/14;187,18;;"BIENS NON DURABLES"
;"ROULEAUX DE PAPIER & RUBANS J.L. INC.";"988037";10/09/14;245,79;;"FOURNITURES DE BUREAU"
;"SEBASTIEN MONTPETIT";"993225";30/09/14;250,00;;"ÉVÉNEMENT PUBLIC"
;"YAN LEE CHAN";"993087";30/09/14;337,06;;"SERVICES TECHNIQUES"
"BOUCHER, DOMINIC";"LA MAISON DU PEINTRE";"919258";09/09/14;"=103,81+69,04";;"BIENS NON DURABLES"
;"LES MAGASINS COLLINS";"992709";29/09/14;116,66;;"VÊTEMENT, CHAUSSURES ET ACC."
;"TENAQUIP LIMITED";"992671";29/09/14;60,24;;"BIENS NON CAPITALISÉS"
;"U. CAYOUETTE INC.";"992717";29/09/14;174,27;;"PRODUITS CHIMIQUES"
"BOUTIN, PIERRE";"DESCHAMPS IMPRESSION INC.";"992023";25/09/14;18,67;;"SERVICES TECHNIQUES"
;"LOCATION SAUVAGEAU INC.";"947579";09/09/14;195,27;;"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
;"PEPINIERE POUCE-VERT";"987341";09/09/14;2 024,85;;"FOURNITURES HORTICOLES"
"BROUSSEAU, HELENE";"CONFIDENTIEL DECHIQUETAGE DE DOCUMENTS INC.";"986982";08/09/14;518,55;;"SERVICES TECHNIQUES"
;"MONTREAL STENCIL INC";"988922";15/09/14;21,58;;"FOURNITURES DE BUREAU"
;"THE SUBURBAN";"993094";30/09/14;2 929,62;;"PLACEMENTS MÉDIAS"
"CHAMPOUX, MARTIN";"D.O. ALBERT INC.";"990012";18/09/14;1 350,48;;"ENT. RÉP. - IMMEUBLES ET TERRAINS"
"DESJARDINS, STEVE";"COOPERATIVE DE LA FACULTE DE L'AMENAGEMENT***";"990158";18/09/14;108,17;;"FOURNITURES DE BUREAU"
;"DISCOVER COMMUNICATIONS INC";"989256";16/09/14;25,93;;"TÉLÉPHONIE"
;"PAQUETTE & ASSOCIES, HUISSIERS DE JUSTICE";"936816";16/09/14;1 555,66;;"SERVICES TECHNIQUES"
"DULIEPRE, JEAN-FRANCOIS";"CORPORATION D'URGENCES-SANTE";"989641";17/09/14;132,70;;"TRANSPORT DE PERSONNES"
;"DISTRIBUTION SPORTS LOISIRS-  INSTALLATION INC.";"984510";02/09/14;25,93;;"BIENS NON DURABLES"
;"DUBO ELECTRIQUE LTEE";"990407";19/09/14;331,54;;"BIENS NON DURABLES"
;"LES INSTALLATIONS SPORTIVES AGORA INC.";"986963";08/09/14;777,83;;"BIENS NON DURABLES"
;"LOCATION SAUVAGEAU INC.";"988639";12/09/14;1 221,71;;"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
;"PRODUITS SANY INC.";"986473";12/09/14;"=5,55+183,36";;"BIENS NON DURABLES"
"DULIEPRE, JEAN-FRANCOIS";"PRODUITS SANY INC.";"986736";05/09/14;194,15;;"BIENS NON DURABLES"
;;"987412";09/09/14;160,46;;"BIENS NON DURABLES"
;;"990079";18/09/14;171,89;;"BIENS NON DURABLES"
;;"991430";24/09/14;182,03;;"BIENS NON DURABLES"
;"ROBERT BOILEAU INC";"988294";11/09/14;2 801,22;;"BIENS NON DURABLES"
;;"992146";25/09/14;619,49;;"BIENS NON DURABLES"
;;"992319";26/09/14;988,37;;"BIENS NON DURABLES"
"FORTIN, ALAIN";"ATELIER N. C. LAMOUREUX";"986462";04/09/14;1 625,91;;"ENT. RÉP. - VÉHICULES, OUT. ET ÉQUIP."
;;"990624";29/09/14;3 059,30;;"ENT. RÉP. - VÉHICULES, OUT. ET ÉQUIP."
;"MICHEL GOHIER LTEE";"986166";03/09/14;1 466,47;;"ENT. RÉP. - VÉHICULES, OUT. ET ÉQUIP."
"GAUDREAULT, SONIA";"1-800-GOT-JUNK";"985978";02/09/14;620,19;;"BIENS NON DURABLES"
;"AQUEST DESIGN";"989610";17/09/14;"=205,35+4609,95";;"BIENS NON DURABLES"
;"CANADIAN TIRE";"977547";22/09/14;99,53;;"BIENS NON DURABLES"
;;"988794";15/09/14;43,55;;"BIENS NON DURABLES"
;"CHARLES, CHRISTOPHER";"986022";02/09/14;79,50;;"FRAIS DE TRANSPORT"
;"COMMISSION SCOLAIRE DE MONTREAL (CSDM)";"992590";29/09/14;4 503,59;;"LOCATION D'IMMEUBLE"
;;"992604";29/09/14;3 649,32;;"LOCATION D'IMMEUBLE"
;"COMPUGEN INC.";"986886";05/09/14;173,01;;"FOURNITURES DE BUREAU"
;"COMPUMEDIA DESIGN ( CMD )  INC";"992098";25/09/14;440,77;;"BIENS NON DURABLES"
;"KOSA COMMUNICATIONS INTERNATIONAL LTEE";"987173";08/09/14;933,40;;"LOCATION D'IMMEUBLE"
;"OMNISON ET LUMIERES";"986106";03/09/14;311,13;;"BIENS NON DURABLES"
;"PAROISSE NOTRE-DAME-DE-GRACE";"987998";10/09/14;960,00;;"LOCATION D'IMMEUBLE"
;"PETITE CAISSE VILLE DE MONTREAL";"992493";26/09/14;"=13,75+72,45+4+10,85";;"BIENS NON DURABLES"
;"RCI ENVIRONNEMENT";"990140";18/09/14;969,81;;"SERVICES TECHNIQUES"
;"STORES J. FAUTEUX INC.";"991870";25/09/14;1 966,35;;"BIENS NON DURABLES"
;"ULINE CANADA";"991495";24/09/14;410,56;;"BIENS NON DURABLES"
;"VIDEOTRON S.E.N.C";"986133";03/09/14;69,43;;"TÉLÉINFORMATIQUE"
;;"986138";03/09/14;69,43;;"TÉLÉAVERTISSEURS"
;;"992510";26/09/14;69,43;;"TÉLÉAVERTISSEURS"
"GAUDREAULT, SONIA";"VIDEOTRON S.E.N.C";"992516";26/09/14;69,43;;"TÉLÉAVERTISSEURS"
"GENDRON, DENIS";"BOO! DESIGN INC.";"987273";18/09/14;"=191,86+777,83";;"SERVICES TECHNIQUES"
;"CENTRE DE SERVICES PARTAGES DU QUEBEC";"973672";08/09/14;518,55;;"TÉLÉPHONIE"
;"DISCOVER COMMUNICATIONS INC";"990826";22/09/14;757,06;;"BIENS NON CAPITALISÉS"
"GERVAIS, ROBERT";"ACIER LACHINE INC";"987053";08/09/14;1 693,14;;"PIÈCES ET ACCESSOIRES"
;"ACTION R-VAC INC.";"990609";22/09/14;321,50;;"SERVICES TECHNIQUES"
;"CENTRE DE SERVICES PARTAGES DU QUEBEC";"991415";24/09/14;873,65;;"TÉLÉPHONIE"
;"CHAINES ET ELINGUES ST-PIERRE";"990704";22/09/14;260,02;;"PIÈCES ET ACCESSOIRES"
;"CHAUSSURES BELMONT INC";"987097";08/09/14;155,51;;"VÊTEMENT, CHAUSSURES ET ACC."
;"COMPUGEN INC.";"993209";30/09/14;1 330,48;;"FOURNITURES DE BUREAU"
;"CORPORATION D'URGENCES-SANTE";"991715";24/09/14;127,80;;"TRANSPORT DE PERSONNES"
;"DISCOVER COMMUNICATIONS INC";"986748";05/09/14;12,96;;"TÉLÉPHONIE"
;"DIV EQUIPEMENT DE SECURITE UNIVERSEL INC.";"987079";08/09/14;280,02;;"VÊTEMENT, CHAUSSURES ET ACC."
;;"987475";09/09/14;746,72;;"VÊTEMENT, CHAUSSURES ET ACC."
;"DUFRESNE STANDARD & SPECIAL  INC.";"992775";29/09/14;261,35;;"PIÈCES ET ACCESSOIRES"
;"EQUIPEMENT NCN LTEE";"959786";09/09/14;606,70;;"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
;"GROUPE BISSONNETTE INC.";"988853";15/09/14;384,71;;"PRODUITS CHIMIQUES"
;"HERCULES SLR INC";"988767";15/09/14;254,09;;"PIÈCES ET ACCESSOIRES"
;"L'EFFACEUR INC.";"989131";16/09/14;4 148,43;;"ENT. RÉP. - VÉHICULES, OUT. ET ÉQUIP."
;"LES DECORATEURS DE MONTREAL INC.";"987500";09/09/14;30,85;;"PRODUITS CHIMIQUES"
;;"988772";15/09/14;45,32;;"PRODUITS CHIMIQUES"
;;"989185";16/09/14;241,77;;"PIÈCES ET ACCESSOIRES"
;;"989188";16/09/14;116,25;;"BIENS NON DURABLES"
;;"989775";17/09/14;352,44;;"PRODUITS CHIMIQUES"
;"LES MAGASINS COLLINS";"988783";15/09/14;116,66;;"VÊTEMENT, CHAUSSURES ET ACC."
;;"992773";29/09/14;152,13;;"VÊTEMENT, CHAUSSURES ET ACC."
;"LOCATION D'OUTILS SIMPLEX S.E.C.";"990970";23/09/14;817,24;;"BIENS NON CAPITALISÉS"
;"LOCATION GAMMA INC.";"986541";16/09/14;88,34;;"ENT. RÉP. - VÉHICULES, OUT. ET ÉQUIP."
;;"989090";16/09/14;14,52;;"ENT. RÉP. - VÉHICULES, OUT. ET ÉQUIP."
"GERVAIS, ROBERT";"LOCATION GAMMA INC.";"989112";16/09/14;81,93;;"PRODUITS CHIMIQUES"
;"MARTECH SIGNALISATION INC.";"992703";29/09/14;95,41;;"BIENS NON CAPITALISÉS"
;"PEAUSEIDON EAU DE SOURCE NATURELLE";"919259";04/09/14;31,11;;"EAU REFROIDIE"
;"PRODUITS SANY INC.";"990655";22/09/14;557,55;;"BIENS NON DURABLES"
;;"990668";22/09/14;144,78;;"BIENS NON DURABLES"
;"REMORCAR ENR.";"959782";24/09/14;985,25;;"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
;"RENO-DEPOT";"986776";05/09/14;28,77;;"PIÈCES ET ACCESSOIRES"
;;"987071";08/09/14;38,50;;"PRODUITS CHIMIQUES"
;"SEMIS URBAINS";"988352";11/09/14;232,15;;"PRODUITS CHIMIQUES"
;"SERRUMAX INC";"919254";04/09/14;207,42;;"PIÈCES ET ACCESSOIRES"
;"SERVICES MATREC INC.";"956684";11/09/14;51,86;;"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
;"ST-GERMAIN EGOUTS ET AQUEDUCS INC.";"988298";11/09/14;441,06;;"PIÈCES ET ACCESSOIRES"
;"STINSON EQUIPMENT (QUEBEC) INC.";"978681";03/09/14;31,11;;"PIÈCES ET ACCESSOIRES"
;"TENAQUIP LIMITED";"988835";15/09/14;51,65;;"PIÈCES ET ACCESSOIRES"
;;"990697";22/09/14;242,62;;"BIENS NON DURABLES"
;"U. CAYOUETTE INC.";"990688";22/09/14;178,30;;"PIÈCES ET ACCESSOIRES"
;;"992710";29/09/14;277,74;;"PIÈCES ET ACCESSOIRES"
"PLANTE, STÉPHANE";"BERGERON, GILLES";"991225";23/09/14;252,99;;"FRAIS DE DÉPLACEMENT"
;"CEGEP DU VIEUX MONTREAL";"986781";05/09/14;4 978,11;;"FORMATION"
;"CHAMBRE DE COMMERCE DU MONTREAL METROPOLITAIN.";"991470";24/09/14;798,57;;"COTISATION PROFESSIONNELLE"
;"IMPRIMERIE NORECOB INC.";"953997";02/09/14;4 146,04;;"SERVICES TECHNIQUES"
;"JACQUES BEAULIEU CONSULTANT INC.";"988009";10/09/14;95,41;;"SERVICES TECHNIQUES"
;"KOREM LOGICIELS ET DONNEES GEOSPATIAUX INC.";"986867";05/09/14;513,37;;"SERVICES TECHNIQUES"
;"LE GROUPE BELLON PRESTIGE INC.";"992835";29/09/14;703,16;;"ENT. RÉP. - IMMEUBLES ET TERRAINS"
;"LEMIEUX, JACQUES";"986002";02/09/14;221,10;;"FRAIS DE DÉPLACEMENT"
;"MARCHAND HOULE & ASSOCIES INC";"777536";24/09/14;108,90;;"FRAIS DE POSTES"
"POLISENO, MARTIN";"ACKLANDS - GRAINGER INC.";"990354";19/09/14;77,47;;"BIENS NON CAPITALISÉS"
;;"990362";19/09/14;46,42;;"BIENS NON CAPITALISÉS"
;"AREO-FEU LTEE";"990316";19/09/14;242,53;;"PIÈCES ET ACCESSOIRES"
"POLISENO, MARTIN";"AREO-FEU LTEE";"991526";24/09/14;99,45;;"PIÈCES ET ACCESSOIRES"
;"BARILS INTERNATIONAL LIMITEE";"983974";05/09/14;111,70;;"BIENS NON DURABLES"
;"CENTRAL IRRIGATION SUPPLY OF CANADA INC.";"990401";19/09/14;"=251,89+20,74";;"PIÈCES ET ACCESSOIRES"
;"CHAUSSURES BELMONT INC";"984646";24/09/14;145,14;;"VÊTEMENT, CHAUSSURES ET ACC."
;;"990157";26/09/14;290,34;;"VÊTEMENT, CHAUSSURES ET ACC."
;"CJ RUIGROK & ZONEN";"991546";24/09/14;1 856,01;;"SERVICES TECHNIQUES"
;"ENTREPRISE ROBERT GREEN INC";"990174";18/09/14;"=357,59+3480,53";;"BIENS NON DURABLES"
;"EQUIPEMENTS DE SECURITE HOTTE INC";"989734";17/09/14;68,44;;"BIENS NON DURABLES"
;"EXPERITEC";"987613";24/09/14;2 411,27;;"ENT. RÉP. - VÉHICULES, OUT. ET ÉQUIP."
;"FASTENAL CANADA LTEE";"974097";02/09/14;55,89;;"BIENS NON DURABLES"
;;"982086";02/09/14;3,65;;"BIENS NON DURABLES"
;;"990190";18/09/14;203,77;;"PIÈCES ET ACCESSOIRES"
;"GAZONNIERE BASTIEN & FILS INC.";"988344";18/09/14;228,17;;"FOURNITURES HORTICOLES"
;"HILTI CANADA LTEE";"991500";24/09/14;710,83;;"PIÈCES ET ACCESSOIRES"
;"IMAGINEO INC.";"976245";22/09/14;709,05;;"PIÈCES ET ACCESSOIRES"
;;"981573";22/09/14;257,52;;"PIÈCES ET ACCESSOIRES"
;"IMPACT SYNERGIE INC.";"990336";19/09/14;1 261,64;;"PIÈCES ET ACCESSOIRES"
;"INDUSTRIES DESORMEAU INC.";"989894";18/09/14;181,81;;"BIENS NON DURABLES"
;;"990358";19/09/14;32,32;;"BIENS NON CAPITALISÉS"
;"INOLEC";"991520";24/09/14;679,52;;"BIENS NON CAPITALISÉS"
;"JEAN GUGLIA & FILS ENR.";"990313";19/09/14;62,22;;"BIENS NON CAPITALISÉS"
;"LABRADOR LAURENTIENNE";"967156";23/09/14;390,99;;"EAU REFROIDIE"
;"L'AIGUISERIE";"984650";24/09/14;165,94;;"PIÈCES ET ACCESSOIRES"
;"LA MAISON DU PEINTRE";"991534";24/09/14;56,46;;"BIENS NON DURABLES"
;"MIDES PHOTOCOPIEURS & FAX";"986737";05/09/14;29,92;;"FOURNITURES DE BUREAU"
;"PEPINIERE A. MUCCI INC.";"964578";17/09/14;3 378,38;;"PIERRE"
;"PIVIN & DRAPEAU INC";"986741";05/09/14;1 203,04;;"PIÈCES ET ACCESSOIRES"
;"RENO-DEPOT";"961847";24/09/14;414,04;;"BIENS NON DURABLES"
;"SECURITE LANDRY INC";"989996";23/09/14;"=25,93+3850,82";;"PIÈCES ET ACCESSOIRES"
"POLISENO, MARTIN";"SECURITE LANDRY INC";"990146";18/09/14;233,35;;"VÊTEMENT, CHAUSSURES ET ACC."
;;"990170";18/09/14;102,33;;"BIENS NON CAPITALISÉS"
;;"990212";18/09/14;130,62;;"PIÈCES ET ACCESSOIRES"
;;"990217";18/09/14;266,81;;"VÊTEMENT, CHAUSSURES ET ACC."
;;"990340";19/09/14;89,50;;"BIENS NON CAPITALISÉS"
;;"992708";29/09/14;2 623,33;;"BIENS NON CAPITALISÉS"
;"STINSON EQUIPMENT (QUEBEC) INC.";"981503";22/09/14;300,75;;"ENT. RÉP. - VÉHICULES, OUT. ET ÉQUIP."
;;"991508";24/09/14;1 575,26;;"BIENS NON DURABLES"
;"TENAQUIP LIMITED";"989887";18/09/14;295,45;;"BIENS NON DURABLES"
;;"989923";18/09/14;"=87,68+87,68";;"BIENS NON DURABLES"
;;"990453";19/09/14;94,17;;"PIÈCES ET ACCESSOIRES"
;;"992698";29/09/14;165,26;;"BIENS NON CAPITALISÉS"
;"TOSHIBA SOLUTION D'AFFAIRES";"933754";18/09/14;58,11;;"LOC.- AMEUBLEMENT, ÉQUIPEMENT DE BUREAU"
;"VERMEER CANADA INC.";"989907";18/09/14;599,24;;"BIENS NON CAPITALISÉS"
;"WOLSELEY CANADA INC";"979408";05/09/14;47,14;;"BIENS NON DURABLES"
;;"990477";29/09/14;126,53;;"PRODUITS CHIMIQUES"
"REEVES, GENEVIEVE";"ACTUALITES COTE-DES-NEIGES INC.";"991295";23/09/14;4 065,46;;"PLACEMENTS MÉDIAS"
;"COMCOMTECH INC.";"986072";03/09/14;154,16;;"PLACEMENTS MÉDIAS"
;"KERR NORTON INC.";"982075";03/09/14;356,76;;"FOURNITURES DE BUREAU"
;"LE DEVOIR";"990918";23/09/14;5 185,53;;"PLACEMENTS MÉDIAS"
;"STORES J. FAUTEUX INC.";"989910";18/09/14;77,78;;"ENT. RÉP. - AMEUBL. ET ÉQUIP. DE BUREAU"
;"THE SUBURBAN";"951463";03/09/14;3 111,32;;"PLACEMENTS MÉDIAS"
"RENE, DANIELLE";"BELANGER, NATHALIE";"986139";03/09/14;186,49;;"FORMATION"
;"CIRA SERVICES MEDICAUX INC.";"988053";10/09/14;1 135,63;;"HONORAIRES PROFESSIONNELS"
;"CLINIQUE D'ORTHOPEDIE SAINT-URBAIN";"986167";03/09/14;933,40;;"HONORAIRES PROFESSIONNELS"
;"CSSS LUCILLE-TEASDALE";"989025";15/09/14;15,00;;"HONORAIRES PROFESSIONNELS"
;"DR. ANNE BOURBONAIS";"987973";10/09/14;100,00;;"HONORAIRES PROFESSIONNELS"
;"LES SERVICES DE COURRIER CHAMPION INC.";"989201";16/09/14;311,13;;"FRAIS DE POSTES"
;"RICCI, TEASDALE HUISSIERS DE JUSTICE INC.";"989714";17/09/14;178,46;;"HONORAIRES PROFESSIONNELS"
"THERRIEN, MICHEL";"AGNUS DEI  TRAITEUR";"976613";25/09/14;1 044,24;;"FRAIS DE RÉCEPTION"
;"BIRKS & MAYORS INC.";"990965";23/09/14;1 796,03;;"FRAIS DE RÉCEPTION"
;"BOO! DESIGN INC.";"990209";18/09/14;214,69;;"PUBLICATIONS MUNICIPALES, AFFICHES"
;"DESCHAMPS IMPRESSION INC.";"991210";23/09/14;64,30;;"SERVICES TECHNIQUES"
;"DISTRIBUTION T.I.M.";"923636";18/09/14;1 037,11;;"FRAIS DE POSTES"
;" LE MAGASIN DES COMMERCANTS S&P LTEE";"991159";23/09/14;87,64;;"BIENS NON CAPITALISÉS"
;"LOCATION GERVAIS (1985) INC.";"976586";05/09/14;688,92;;"FRAIS DE RÉCEPTION"
;"SOCIETE CANADIENNE DES POSTES";"986695";04/09/14;10 296,68;;"FRAIS DE POSTES"
;"ULYSSE LEMERISE BOUCHARD";"991016";23/09/14;285,20;;"SERVICES TECHNIQUES"
"TROTTIER, PASCAL";"AXOR EXPERTS-CONSEILS INC.";"986599";04/09/14;2 704,78;;"HONORAIRES PROFESSIONNELS"
;"CENTRE DE SERVICES PARTAGES DU QUEBEC";"991426";24/09/14;371,36;;"TÉLÉPHONIE"
;"ENTREPRISE T.R.A. (2011) INC.";"979028";11/09/14;1 685,30;;"SERVICES TECHNIQUES"
;"GROUPE SM INC.";"986816";05/09/14;4 666,98;;"SERVICES TECHNIQUES"
;"SIGNALISATION DE L'ESTRIE";"986622";04/09/14;295,58;;"SERVICES TECHNIQUES"
;"TRAFIC INNOVATION INC.";"992627";29/09/14;615,53;;"SERVICES TECHNIQUES"
;;;"TOTAL:";"=SOMME(E11:E228)";;
