,,,,,
VILLE DE MONTRÉAL  ,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,
Listes des bons de commandes approuvés pour AOÛT 2015,,,,,
,,,,,
,,,,,
Dernier Approbateur,Nom fournisseur,Numéro bon ,Date ,Montant de ,Description
,TOSHIBA DU CANADA LIMITEE,1017398,26-août-15,"92,03 $ ","Location - Photocopieur, télécopieur, imprimante et numériseur"
,UNIVERSAL FIELD SUPPLIES,1063662,10-août-15,"1 332,64 $ ",Équipement de protection
,VERMEER CANADA INC.,1064699,14-août-15,"234,05 $ ",Accessoire et pièce de remplacement pour outil
,,,,,
"REEVES, GENEVIEVE",CORP. OFFICIERS MUNIC. AGREES DU QUEBEC,1063362,06-août-15,"346,46 $ ",Formation en développement organisationnel et technique
,,1065566,20-août-15,"346,46 $ ","Inscription pour colloque, conférence, séminaire et congrès"
,COMPUGEN INC.,1063523,07-août-15,"469,34 $ ",Logiciel
,ENVELOPPE LAURENTIDE INC,1060843,10-août-15,"197,91 $ ","Guide, brochure et affiche"
,EQUIPEMENTS MEDICUS LTEE. (LES),1062800,04-août-15,"1 845,68 $ ",Bottes
,LES PUBLICATIONS QUEBEC FRANCAIS,1066895,27-août-15,"246,72 $ ","Guide, brochure et affiche"
,LES SOLUTIONS DE RANGEMENT PRISMA INC.,1064607,14-août-15,"8 000,05 $ ",Fourniture de classement et de rangement
,"RICCI, TEASDALE HUISSIERS DE JUSTICE INC.",1020470,12-août-15,"2 099,75 $ ",Huissier de justice
,WOLTERS KLUWER QUEBEC LTEE,1065563,20-août-15,"626,77 $ ",Article et accessoire de bureau
,,,,,
"TROTTIER, PASCAL",LES EDITIONS JURIDIQUES FD INC,1061800,28-août-15,"99,74 $ ","Guide, brochure et affiche"
,LES PUBLICATIONS QUEBEC FRANCAIS,1061777,28-août-15,"535,13 $ ","Guide, brochure et affiche"
