,,,,,,
"VILLE DE MONTRÉAL  ",,,,,,
"Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce",,,,,,
"Listes des bons de commandes approuvés pour MARS 2015",,,,,,
,,,,,,
,,,,,,
,,,,,,
"Dernier Approbateur","Nom fournisseur","Numéro bon ","Date ","Montant de ",,"Description"
"FORTIN, ALAIN","REMORQUES SYLMAR INC","1034384",25/03/15,"4 506,67",,"ENT.-REP. VEHICULES-OUTILLAGE-EQUIPEMENT"
,,"1034629",25/03/15,"326,49",,"ENT.-REP. VEHICULES-OUTILLAGE-EQUIPEMENT"
"FRAPPIER, GENEVIEVE","AQUAM SPECIALISTE AQUATIQUE INC.","1033787",23/03/15,"1 494,76",,"BIENS NON DURABLES"
,"CENTAURECOM INC.","1035212",27/03/15,"2 924,16",,"VÊTEMENT-CHAUSSURES & ACCESSOIRES"
,"CORPORATION D'URGENCES-SANTE","1034918",26/03/15,"138,65",,"FRAIS DE TRANSPORT"
,"GUARD-X INC","1033143",18/03/15,"524,94",,"BIENS NON DURABLES"
,"PRODUITS SANY INC.","1030506",05/03/15,"122,94",,"BIENS NON DURABLES"
,,"1030509",05/03/15,"216,20",,"BIENS NON DURABLES"
,,"1033137",18/03/15,"159,56",,"BIENS NON DURABLES"
,,"1033138",18/03/15,"325,30",,"BIENS NON DURABLES"
,,"1033139",18/03/15,"190,07",,"BIENS NON DURABLES"
,,"1034922",26/03/15,"208,18",,"BIENS NON DURABLES"
,"ROBERT BOILEAU INC","1034920",26/03/15,"83,99",,"BIENS NON DURABLES"
"GAUDREAULT, SONIA","ALLIANCE QUEBECOISE DU LOISIR PUBLIC","1030503",05/03/15,"1 044,63",,"FORMATION"
,"AQUATECHNO SPECIALISTES AQUATIQUES INC.","1033469",19/03/15,"8 540,72",,"PRODUITS CHIMIQUES"
,"ARAQ","1032007",13/03/15,"242,50",,"COTISATION PROFESSIONNELLE"
,"ASS. QUEBECOISE DES ARENAS ET DES INSTAL. RECREATIVES ET SPORTIVES INC. (AQAIRS)","1032005",13/03/15,"288,72",,"COTISATION PROFESSIONNELLE"
,"CENTAURECOM INC.","1030116",04/03/15,"1 740,17",,"ÉVÉNEMENT PUBLIC"
,"COMMISSION SCOLAIRE DE MONTREAL (CSDM)","1033136",18/03/15,"6 150,55",,"LOCATION D'IMMEUBLES"
,"MAGIC LIGHT (MC)","1032003",13/03/15,"341,20",,"SERVICES TECHNIQUES"
,"MARIO IAPALUCCI","1032008",13/03/15,"1 002,37",,"BIENS NON DURABLES"
,"PRODUITS SANY INC.","1033134",18/03/15,"591,92",,"BIENS NON DURABLES"
,"SISCA SOLUTIONS D'AFFAIRES CANADA INC.","1030457",05/03/15,"729,66",,"BIENS NON DURABLES"
,"SOCIETE DE SAUVETAGE DU QUEBEC","1033140",18/03/15,"410,76",,"FORMATION"
"GENDRON, DENIS","9028-3870 QUEBEC  INC.","1025398",03/03/15,"553,58",,"SERVICES TECHNIQUES"
,"LES  ENTREPRISES DANIEL ROBERT INC","1033608",20/03/15,"6 479,88",,"BIENS NON DURABLES"
,"LES TERMINAUX KENMONT INC.","1029707",03/03/15,"14 540,77",,"ÉVÉNEMENT PUBLIC"
,"MAHEU ET MAHEU INC.","1029705",03/03/15,"404,20",,"SERVICES TECHNIQUES"
"LEGER, APRIL","COMPUMEDIA DESIGN ( CMD )  INC","1033135",18/03/15,"552,24",,"BIENS NON DURABLES"
"LEGER, APRIL","COMPUMEDIA DESIGN ( CMD )  INC","1033230",19/03/15,"39,37",,"BIENS NON DURABLES"
"OUELLET, MARIE-CLAUDE","CAROLINE LETOURNEAU","1033794",23/03/15,"250,00",,"BIENS NON DURABLES"
,"IDENCO CANADA LTEE","1033433",19/03/15,"787,41",,"SERVICES TECHNIQUES"
"PAQUET, ALEXANDRA","PRODUITS SANY INC.","1034910",26/03/15,"699,63",,"BIENS NON DURABLES"
"PLANTE, STÉPHANE","9214-2454 QUEBEC INC.","1033361",19/03/15,"1 574,81",,"LOCATION DE SALLE"
,"BOULANGERIE KASCHER DE QUALITE (1989) INC.","1029712",03/03/15,"183,73",,"FRAIS DE RÉCEPTION"
,"BOUTIN, PIERRE","1035104",27/03/15,"2 433,53",,"DÉPENSES DE FONCTION"
,"COMAQ, CORPORATION DES OFFICIERS MUNICIPAUX AGREES DU QUEBEC","1035053",27/03/15,"740,16",,"FORMATION"
,"CONSTRUCTION DJL INC","1024247",02/03/15,"9 019,65",,"AGRÉGATS ET MATÉRIAUX DE CONSTRUCTION"
,"DISTRIBUTION T.I.M.","923636",10/03/15,"6 541,46",,"FRAIS DE POSTES"
,"LA BOITE - ARCHITECTURE DESIGN INC.","966816",06/03/15,"3 908,81",,"HONORAIRES PROFESSIONNELS"
,"PLANTE, STÉPHANE","1029710",03/03/15,"2 624,69",,"DÉPENSES DE FONCTION"
,"ROBERT DEVOST GRAPHISTE INC.","1029713",03/03/15,"115,49",,"PLACEMENTS MÉDIAS"
,,"1032117",13/03/15,"10 498,75",,"PLACEMENTS MÉDIAS"
,"TECHNI-MAX INC","1034225",24/03/15,"157,48",,"LOC. AMEUBLEMENT- EQUIPEMENT DE BUREAU"
,"WILSON & LAFLEUR LIMITEE","1030745",09/03/15,"104,99",,"FORMATION"
"POLISENO, MARTIN","9028-3870 QUEBEC  INC.","1033584",20/03/15,"390,04",,"ENT.-REP. IMMEUBLES ET TERRAIN"
,"ENTREPRISE ROBERT GREEN INC","1033582",20/03/15,"321,85",,"PIÈCES ET ACCESSOIRES"
,"FASTENAL CANADA LTEE","1018983",27/03/15,"8,76",,"AJOUT POUR FRAIS DE TRANSPORT"
,,"1025026",27/03/15,"17,89",,"AJOUT POUR FRAIS DE TRANSPORT"
,,"1025043",27/03/15,"5,85",,"AJOUT POUR FRAIS DE TRANSPORT"
,,"1031852",12/03/15,"73,35",,"BIENS NON CAPITALISÉS"
,,"1033570",20/03/15,"275,93",,"BIENS NON DURABLES"
,"HERCULES SLR INC","1033038",18/03/15,"1 440,42",,"BIENS NON DURABLES"
,"INOLEC","980022",18/03/15,"15,09",,"BIENS NON CAPITALISÉS"
,"LOCATION D'AUTOS ET CAMIONS DISCOUNT","979033",18/03/15,"1 153,81",,"LOC. VEHICULES-OUTILLAGE-EQUIPEMENT"
,,"979052",18/03/15,"1 153,81",,"LOC. VEHICULES-OUTILLAGE-EQUIPEMENT"
,"LOCATION SAUVAGEAU INC.","1014242",20/03/15,"3 139,34",,"LOC. VEHICULES-OUTILLAGE-EQUIPEMENT"
,"RCI ENVIRONNEMENT","860169",30/03/15,"239,78",,"LOC. VEHICULES-OUTILLAGE-EQUIPEMENT"
"POLISENO, MARTIN","RENO-DEPOT","1031704",12/03/15,"3 149,62",,"BIENS NON CAPITALISÉS"
,"SECURITE LANDRY INC","1031857",12/03/15,"611,87",,"VÊTEMENT-CHAUSSURES & ACCESSOIRES"
,,"1031858",12/03/15,"224,21",,"VÊTEMENT-CHAUSSURES & ACCESSOIRES"
,"SERRUMAX INC","1034385",25/03/15,"372,08",,"BIENS NON DURABLES"
,"TECHSPORT INC.","1032685",17/03/15,"2 152,66",,"BIENS NON DURABLES"
,"WOLSELEY CANADA INC","1033578",20/03/15,"67,91",,"BIENS NON CAPITALISÉS"
"REEVES, GENEVIEVE","BENSACI, AMAR","1031230",10/03/15,"1 940,00",,"FRAIS DE TRANSPORT"
,"BRODART CANADA COMPAGNY","1033601",20/03/15,"310,97",,"FOURNITURES DE BUREAU"
,"COMPUGEN INC.","1029702",03/03/15,"46,97",,"FOURNITURES DE BUREAU"
,"DISCOVER COMMUNICATIONS INC","1033427",19/03/15,"36,21",,"TÉLÉPHONIE"
,"MEDIAS TRANSCONTINENTAL S.E.N.C","1033603",20/03/15,"5 249,37",,"PLACEMENTS MÉDIAS"
,"VINCENT ERGONOMIE INC.","1031337",11/03/15,"6 299,25",,"HONORAIRES PROFESSIONNELS"
"RENE, DANIELLE","CHARLES TURMEL (AVOCAT)","1032133",13/03/15,"141,73",,"HONORAIRES PROFESSIONNELS"
,"CIRA SERVICES MEDICAUX INC.","1031536",11/03/15,"262,47",,"HONORAIRES PROFESSIONNELS"
,"PGVMEDIA","1030531",05/03/15,"433,60",,"SERVICES TECHNIQUES"
,"PIERRE LAPLANTE ET ASSOCIES INC.","1032126",13/03/15,"1 165,36",,"HONORAIRES PROFESSIONNELS"
"TROTTIER, PASCAL","LES PUBLICATIONS DU QUEBEC","1029568",02/03/15,"78,22",,"LIVRES, PUBLICATIONS"
,"ORDRE DES INGENIEURS DU QUEBEC","1029903",03/03/15,"89,24",,"FORMATION"
,"TRAFIC INNOVATION INC.","1034627",25/03/15,"362,21",,"SERVICES TECHNIQUES"
,,,"TOTAL: ","246 302,41",,
