,,,,,,
VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour novembre 2016,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Nom fournisseur,Date ,Montant de ,Numéro de,Description
,,,11-25-16,"13,80",,"Serrurerie, ferronnerie et accessoires de portes et fenêtres"
,,,11-25-16,"47,24",,Frais de transport
,1159488,TENAQUIP LIMITED,11-02-16,"1 115,14",,Fournitures et matériel médical
,1163798,,11-21-16,"460,21",,Outil manuel
,1164746,,11-24-16,"534,51",,Tapis amovible
,1164081,VPR IMPEX INC.,11-22-16,"47,24",,Support pour rallonges électriques
,1160201,AQUATECHNO SPECIALISTES AQUATIQUES INC.,11-07-16,"759,58",,Équipement pour piscine et jeu d'eau
"GAUDREAULT, SONIA",1161238,1-800-GOT-JUNK,11-10-16,"1 256,70",,Service - Nettoyage industriel
,1159871,C/TRE DE RESSOURCES COMMUNAUTAIRE CDN,11-03-16,"1 000,00",,"Service - Installation, gestion, entretien"
,1159868,LEDUC SECURITE,11-03-16,"200,00",,Réparation/Entretien - Système de contrôle
,1161015,LES E/SES DE CONSTRUCTION PROFIL INC.,11-09-16,"17 742,89",,"Service - Installation, gestion, entretien"
,1099248,"LIVERNOCHE, STEPHANE",11-08-16,"5,00",,Frais - Transport en commun
,1103211,SYNDICAT DE COPROPRIETE TERRAINS BENNY FARM,11-22-16,"38,33",,Frais de service de syndicat
,1100832,UBA INC.,11-25-16,"1 574,81",,Traitement de l'eau
"GENDRON, DENIS",1162733,ARBO-DESIGN INC.,11-16-16,"4 287,79",,Service - Abattage et essouchement
,1165196,BATTAH - AVOCATS S.E.N.C.R.L.,11-28-16,"4 566,96",,Avocat enquêteur
,1161749,DELOITTE S.E.N.C.R.L/S.R.L,11-14-16,"4 724,44",,Comptable professionnel agréé
,1158956,GEOPOSITION ARPENTEURS-GEOMETRES INC.,11-01-16,"6 036,78",,Arpenteur-géomètre
,1155484,G & L THIVIERGE INC,11-22-16,"1 931,77",,Entrepreneur en bâtiments de tout genre
"HOOPER, CHANTAL",1163601,CHAINES ET ELINGUES ST-PIERRE CANADA LTEE,11-21-16,"53,54",,Estimé de réparation de chaîne
,1163736,CIE DE CHEMIN DE FER DU CANADIEN PACIFIQUE,11-21-16,"1 574,81",,Service - Signalement
,1164394,COMPUGEN INC.,11-23-16,"254,07",,Ordinateur et accessoire
,1116147,DEMIX BETON,11-28-16,"1 044,62",C1109384,Agrégat en vrac
,1153907,DILMONT INC.,11-23-16,"41,99",,Frais de transport
,1162017,DUFRESNE STANDARD & SPECIAL INC.,11-14-16,"166,72",,Matériel de fixation
,1163397,ELECTRONIQUE ADDISON,11-18-16,"125,90",,Étuis de protection pour iPhone 5
,1165242,,11-28-16,"62,89",,Câbles USB et chargeurs.
,1158240,ENVIROSERVICES INC,11-11-16,"7 349,12",,Service - Analyse et essai en laboratoire
,1158048,EXCEL HONDA MOTO,11-08-16,"172,49",,Réparation/Entretien - Pompe et compresseur
,1159989,FONDERIE LAPERLE DIR. TUYAUTERIES CANADA,11-04-16,"5 412,82",1005686,"Puisard, chambre de vanne et regard"
,1163413,GENFIR INC,11-18-16,"17,01",,Produit de branchement
,1145365,HEWITT EQUIPEMENT LTEE,11-02-16,"98,57",,Frais de transport
,1157256,JEAN GUGLIA & FILS ENR.,11-08-16,"1 257,33",,Accessoire et pièce de remplacement pour machinerie
,1164096,JOHNSTON INDUSTRIAL PLASTICS LTD,11-22-16,"391,39",,Produits chnimiques
,1160865,KOMUTEL INC,11-11-16,"973,23",,Contrat de service
,1161584,LA MAISON DU PEINTRE,11-11-16,"13,26",,Accessoire et fourniture de peinture
,1161978,LINDE CANADA LIMITEE,11-14-16,"140,78",,Location de cylindre d'oxygène
,1145102,LOCATION D'AUTOS ET CAMIONS DISCOUNT,11-01-16,"1 732,30",,Location - Appareil automobile spécialisé
,1163426,NADEAU INC.,11-18-16,"611,03",,Isolant pour conduite
,1117386,PEPINIERE A. MUCCI INC.,11-29-16,"596,33",1074486,Mélange de terre
,1140507,,11-04-16,"2 683,48",1074486,Mélange de terre
,1160957,PPG REVETEMENTS ARCHITECTURAUX CANADA,11-09-16,"49,10",1071552,Peinture - résidentielle et industrielle
,1164993,PRODUITS SANY,11-25-16,"586,46",1048199,Produit et équipement d'entretien manuel
,1096137,QUINCAILLERIE NOTRE-DAME DE ST-HENRI INC.,11-17-16,"55,75",,Tuyauterie et raccord
,1161983,RENE JUILLET,11-14-16,"1 154,86",,Formation en développement organisationnel et technique
,1160734,SOLUTIONS ALTERNATIVES ENVIRONNEMENT INC,11-08-16,"519,69",,Formation en développement organisationnel et technique
,1152193,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,11-08-16,"132,28",,Palette pour manutention
,1159998,,11-04-16,"1 192,66",989948,Chambre de vanne et regard
,1161960,,11-14-16,"3 256,72",989948,Puisard
,1046687,SUPERIEUR PROPANE,11-01-16,"658,89",976905,Gaz comprimé
,1121622,,11-01-16,"2 099,75",976905,Gaz comprimé
,919269,,11-01-16,"1 219,31",976905,Gaz comprimé
,1164967,U. CAYOUETTE INC.,11-25-16,"153,73",,"Pile, batterie"
"LEGER, APRIL",1164750,SERVICES D'ENTRETIEN ALPHANET INC.,11-24-16,"986,66",,Service - Entretien
"OUELLET, M.-CLAUDE",1149259,AUDIO CINE FILMS INC,11-17-16,"10,50",,Frais de transport
,1165548,ENGIE,11-29-16,"2 727,40",,Réparation/Entretien de machinerie
,1165549,OFFICE MUNICIPAL D'HABITATION DE MONTREAL,11-29-16,"10 582,74",,Frais de service du syndicat de copropriété Victoria-Barclay
,1107464,PEAUSEIDON EAU DE SOURCE NATURELLE,11-15-16,"14,91",,Eau
,1157421,PPG REVETEMENTS ARCHITECTURAUX CANADA,11-04-16,"40,76",,Peinture
,1162234,UNIVERSITE CONCORDIA,11-15-16,"5 610,27",,Location - Installation sportive
"PLANTE, STÉPHANE",1161445,CONSTRUCTION RENO MARC,11-10-16,"587,93",,Entrepreneur en charpentes de bois
,1165456,ILE SANS FIL,11-29-16,"8 059,68",,Service - Accès internet
,1165464,INSPIRATIONS DE NOEL INC.,11-29-16,"2 624,69",,Installation et démontage de décoration de Noël
,1161258,LES ENTREPRISES PNH INC,11-10-16,"62,36",,Frais de transport
,1162107,LES ENTREPRISES VENTEC INC,11-15-16,"6 614,21",,Service - Aménagement paysager
,1162546,LES PLANTES & DECORS VERONNEAU,11-16-16,"19 632,60",,Accessoires et fournitures de décoration
,1121770,NATURE-ACTION QUEBEC INC,11-18-16,"4 021,02",,Architectes-paysagistes
,1163930,RESTAURANT KARAVAN INC.,11-22-16,"1 048,88",,Service - Traiteur
,1161267,TRANSELEC / COMMON INC.,11-10-16,"262,47",,Service - Éclairage de rue et signalisation
"POLISENO, MARTIN",1161985,ENTREPRISE ROBERT GREEN INC,11-14-16,"642,52",,Bois de construction
,1158522,FASTENAL CANADA LTEE,11-15-16,"8,16",,Frais de transport
,1145103,GROUPE CAMERON,11-23-16,"1 065,62",,"Service - Extermination, fumigation"
,1149074,IRRIGLOBE,11-23-16,"246,98",,Réparation/Entretien du système d'irrigation
,1160054,LA MAISON DU PEINTRE,11-04-16,"42,33",,Accessoires de peinture
,1141108,LOCATION SAUVAGEAU INC.,11-01-16,"2 876,66",,Location - Camionnette
,1162755,NADEAU FORESTERIE URBAINE INC.,11-16-16,"1 003,68",,"Service - Abattage, émondage, élagage"
"REEVES, GENEVIÈVE",1159401,COMCOMTECH INC.,11-02-16,"796,47",,"Service - Rédaction, révision"
,1158964,ENVELOPPE LAURENTIDE INC,11-01-16,"147,98",,Enveloppes
,1159512,LE DEVOIR INC.,11-03-16,"5 000,34",C1072498,Service - Placement média d'avis public
,1159400,LES EDITIONS YVON BLAIS INC,11-02-16,"135,05",,Mise à jour de Loi
,1131476,LES TRADUCTIONS TERRY KNOWLES INC.,11-24-16,"1 049,87",,Service - Traduction
,1159410,MEDIAS TRANSCONTINENTAL S.E.N.C,11-02-16,"1 613,32",,Service - Placement média d'appel d'offres
,1158960,WOLTERS KLUWER QUEBEC LTEE,11-01-16,"617,00",,Mise à jour de Loi
"THERRIEN, MICHEL",1160689,AFEAS,11-08-16,"12,00",,Article promotionnel
,1159631,ALERTE COURRIER P.M.E.,11-03-16,"46,90",,"Service - Postal, messagerie"
,1162622,COMMUNICATION MAIN LIBRE INC.,11-16-16,"3,00",,Batterie
,1161222,COMPUGEN INC.,11-10-16,"140,55",,Écran
,1140369,DUOSON MULTIMEDIA INC,11-22-16,"699,80",,Service - Diffusion
,1164038,GENEVIEVE FLAGEOL,11-22-16,"1 511,82",,"Service - Infographie, graphisme"
,1165472,GROUPE COMMUNAUTAIRE L'ITINERAIRE (LE),11-30-16,"6 141,77",,Service - Distribution
,1113544,JEAN BEAUDIN,11-15-16,"1 000,00",,"Service - Infographie, graphisme"
,1162372,KOPEL INC.,11-15-16,"373,62",,"Service - Postal, messagerie"
,1159659,LES CHAPITEAUX CLASSIC INC,11-03-16,"1 039,38",,Location - Chapiteau
,1164032,METAL-PLAS GRAVURE,11-22-16,"314,96",,Service - Impression
,1163516,MIDES PHOTOCOPIEURS & FAX,11-21-16,"422,89",,Réparation/Entretien - Photocopieur
,1163927,MONTREAL STENCIL INC,11-22-16,"40,48",,Fourniture de bureau
,1159635,PHOTO GRAPHIQUE M.F. INC,11-03-16,"498,69",,"Service - Infographie, graphisme"
,1103399,TRADUCTIONS TOM DONOVAN INC.,11-08-16,"524,94",,Service - Traduction
"TROTTIER, PASCAL",1159100,CERIU,11-01-16,"2 026,25",,Formation en développement organisationnel et technique
,1163735,DEVELOTECH INC.,11-21-16,"1 128,61",,Service - Entreposage
