,,,,,
VILLE DE MONTRÉAL  ,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,
Listes des bons de commandes approuvés pour JUILLET 2015,,,,,
,,,,,
,,,,,
Dernier Approbateur,Nom fournisseur,Numéro bon ,Date ,Montant de ,Description
,SERRURIER LACROIX,1057952,07-09-15,"219,43 $",Clés et cadenas
,SOCIETE ENVIRONNEMENTALE COTE-DES-NEIGES,1058847,07-14-15,"3 674,56 $",Service - Collecte de matières organiques
,SOCIETE XYLEM CANADA,1060175,07-21-15,"352,75 $",Réparation de conduit
,STELEM,1060161,07-21-15,"230,97 $",Produit de branchement
,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,1060336,07-21-15,"759,06 $",Réparation de conduit
,TENAQUIP LIMITED,1044858,07-23-15,"11,01 $",Frais de livraison
,,1060177,07-21-15,"409,20 $",Pièce de remplacement pour machinerie
,U. CAYOUETTE INC.,1060282,07-21-15,"443,12 $",Pièce de remplacement pour outil
,WOLSELEY CANADA INC,1060174,07-21-15,"3 036,24 $",Produit de branchement
,,,,,
"BOUTIN, PIERRE",AECOM CONSULTANTS INC,1061216,07-27-15,"365,36 $",Service - Travail technique en architecture
,CENTRE PATRONAL DE SANTE ET SECURITE DU TRAVAIL DU QC,1061258,07-27-15,"564,09 $",Service - Formation en santé et sécurité
,CONSTRUCTION DJL INC,1038047,07-28-15,"9 042,38 $","Asphalte, bitume"
,DEMIX,1060859,07-23-15,"3 507,85 $",Béton préparé
,DEVELOTECH INC.,1060000,07-20-15,"2 179,67 $",Signalisation routière
,ENVIROSERVICES INC,1024606,07-21-15,"782,64 $",Service - Analyse et essai en laboratoire
,SIGNALISATION KALITEC INC.,1060139,07-21-15,"393,70 $",Signalisation routière
,,,,,
"CARRIER, RAYMOND",BRAULT & BOUTHILLIER LTEE,1058534,07-13-15,"535,09 $",Matériel d'animation pour la bibliothèque CDN
,,,,,
"DESJARDINS, STEVE",HOPITAL VETERINAIRE SHERWOOD PARK,1057045,07-07-15,"1 049,87 $",Service - Fourrière et contrôle animal
,,,,,
"DUPLANTIE, SYLVIA-ANNE",ECHAFAUDS PLUS (LAVAL) INC,1059413,07-16-15,"524,94 $","Location - Clôture, barricade"
,,,,,
"FORTIN, ALAIN",EXPERITEC,1060732,07-23-15,"1 469,82 $",Réparation/Entretien - Automobile
,,,,,
"FRAPPIER, GENEVIEVE",AQUAM SPECIALISTE AQUATIQUE INC.,1044393,07-20-15,"117,59 $",Réparation/Entretien – Équipement de sport
,,1062090,07-30-15,"3 072,29 $",Réparation/Entretien – Équipement de sport
,AQUATECHNO SPECIALISTES AQUATIQUES INC.,1056374,07-30-15,"56,07 $",Traitement de l'eau
,LOCATION D'AUTOS ET CAMIONS DISCOUNT,1056752,07-06-15,"1 490,82 $",Location - Automobile
,LOCATION SAUVAGEAU INC.,1056756,07-06-15,"1 236,75 $",Location - Automobile
"FRAPPIER, GENEVIEVE",PRODUITS SANY INC.,1056730,07-06-15,"165,88 $",Produit d'entretien ménager
,,1056757,07-06-15,"1 086,81 $",Produit d'entretien ménager
,,1059630,07-17-15,"358,03 $",Produits d'entretien ménager
,,1061772,07-29-15,"356,95 $",Produits d'entretien ménager
,SYLPROTEC INC.,1059637,07-17-15,"1 047,02 $",Traitement de l'eau
,,,,,
"GAUDREAULT, SONIA",ASSOCIATION DE LA COMMUNAUTE NOIRE DE CDN,1062005,07-30-15,"143,57 $",Électricité
,COFELY SERVICES INC.,1061875,07-29-15,"4 267,72 $",Service - Entretien d'immeuble
,COMPUMEDIA DESIGN ( CMD ) INC,1059973,07-20-15,"204,73 $","Service - Infographie, graphisme"
,SISCA SOLUTIONS D'AFFAIRES CANADA INC.,1061874,07-29-15,"950,14 $",Service - Impression
,,,,,
"GENDRON, DENIS","ANGELY, MARION",1059740,07-17-15,"820,00 $",Frais - Stationnement
,APSAM ASS. PARITAIRE SANTE & SECURITE AFFAIRES MUN.,1058465,07-13-15,"6 120,00 $",Service- Formation
,MONTREAL STENCIL INC,1060029,07-20-15,"21,85 $",Article de bureau
,PRESTIGE SECURKEY INC,1060033,07-20-15,"259,84 $",Réparation/Entretien de porte
,STRATEGIE ORGANISATION ET METHODE SOM INC.,1058213,07-10-15,"7 874,06 $",Sondage « Simulateur budgétaire »
,,,,,
"JULIEN, CHANTAL",ACKLANDS - GRAINGER INC. ,1061975,07-30-15,"218,17 $",Outils manuels
,DUBO ELECTRIQUE LTEE,1061236,07-27-15,"1 156,96 $",Câble
,GENFIR INC,1057949,07-09-15,"194,23 $",Tuyauterie
,PYGAR SALES LIMITED,1057856,07-27-15,"347,55 $",Accessoire et pièce de remplacement pour outil
,STINSON EQUIPMENT (QUEBEC) INC.,1061221,07-27-15,"250,70 $",Réparation/Entretien - Outil électrique
,TENAQUIP LIMITED,1061239,07-27-15,"764,34 $",Accessoire et pièce de remplacement pour outil
,VERMEER CANADA INC.,1061220,07-27-15,"62,24 $",Équipement contre les chutes
,,,,,
"OUELLET, MARIE-CLAUDE",AQUAM SPECIALISTE AQUATIQUE INC.,1058531,07-13-15,"89,77 $",Fournitures et matériel médical
,BRAULT & BOUTHILLIER LTEE,1059972,07-20-15,"205,85 $",Article de bureau
,LOCATION JEAN LEGARE LTEE,1052602,07-14-15,"6,96 $",Frais de transport
,,,,,
"PLANTE, STÉPHANE",AQUATECHNO SPECIALISTES AQUATIQUES INC.,1059631,07-17-15,"20 997,50 $",Traitement de l'eau
,CNW-TELBEC INC,1059739,07-17-15,"314,96 $",Service - Placement média
,JEAN-FRANCOIS HAMELIN,1059738,07-17-15,"262,47 $",Service - Photographie
,JIMBO JONES STUDIO,1058462,07-13-15,"157,48 $",Service - Photographie
,LES MORDUS DE LA LANGUE INC.,1056335,07-02-15,"170,60 $","Service - Rédaction, révision"
,LOCATION GERVAIS (1985) INC.,1059402,07-16-15,"740,63 $",Location - Équipement de restauration
,SERVICE D'ENTRETIEN PRO-PRET INC.,1056372,07-02-15,"26 154,81 $",Service - Entretien d'immeuble
,S.P.C.A,1057056,07-07-15,"26 000,00 $",Service - Fourrière et contrôle animal
,SYLVIE DROUIN,1055420,07-09-15,"61,24 $",Frais d'administration
,THE GAZETTE,1061223,07-27-15,"3 674,56 $",Service - Placement média d'avis public
,ULYSSE LEMERISE,1060017,07-20-15,"209,97 $",Service - Photographie
,,,,,
"POLISENO, MARTIN",BARIL INTERNATIONAL LTEE,1052946,07-23-15,"5,48 $",Frais environnemental
,CHARIOTS KIRMAR INC.,1058202,07-10-15,"582,16 $",Accessoire et pièce de remplacement pour outil
,CHAUSSURES BELMONT INC,1054924,07-02-15,"205,72 $",Botte de sécurité
,,1060733,07-23-15,"146,93 $",Botte de sécurité
,,1060736,07-23-15,"175,80 $",Botte de sécurité
,CJ RUIGROK & ZONEN,1058851,07-14-15,"2 519,94 $",Bulbe
,DESCHAMPS IMPRESSION INC.,1060722,07-23-15,"21,00 $",Service - Impression de cartes professionnelles
,,1060723,07-23-15,"21,00 $",Service - Impression de cartes professionnelles
,,1060724,07-23-15,"21,00 $",Service - Impression de cartes professionnelles
,,1060725,07-23-15,"42,00 $",Service - Impression de cartes professionnelles
,DISTRIBUTION SPORTS LOISIRS G.P. INC.,1057526,07-08-15,"1 842,39 $",Accessoire et pièce de remplacement pour outil
,ENTREPRISE ROBERT GREEN INC,1056028,07-02-15,"81,89 $",Bois de construction
,ENTREPRISES FORLINI-DIVISION,1057890,07-09-15,"354,02 $",Équipement de protection
,EQUIPEMENTS DE SECURITE HOTTE INC,1057896,07-09-15,"1 441,49 $",Accessoire vestimentaire
,,1057898,07-09-15,"507,08 $",Équipement de protection
,FASTENAL CANADA LTEE,1057552,07-08-15,"528,55 $",Accessoire et pièce de remplacement pour outil
,INDUSTRIES DESORMEAU INC.,1057535,07-08-15,"236,57 $ ",Accessoire et pièce de remplacement pour outil
,INOLEC,1052853,07-21-15,"31,50 $ ",Réparation/Entretien - Outil à batterie
,,1057921,07-09-15,"498,69 $ ",Outil à batterie
,LOCATION SAUVAGEAU INC. ,1060717,07-23-15,"1 316,67 $ ",Location - Automobile
,,1060719,07-23-15,"1 316,67 $ ",Location - Automobile
,,1060720,07-23-15,"1 316,67 $ ",Location - Automobile
,MULTI-PRESSIONS L.C. INC. ,1057893,07-23-15,"1 416,43 $ ",Appareil d'entretien
,PEPINIERE A. MUCCI INC.,1040730,07-10-15,"1 325,27 $ ",Terre
,SANTINEL INC. ,1052592,07-03-15,"218,37 $ ",Service - Formation en santé et sécurité
,SECURITE LANDRY INC,1057895,07-09-15,"417,16 $ ",Équipement de protection
,SECURO-VISION INC,1044790,07-20-15,"17,00 $ ",Équipement de protection
,,1044987,07-08-15,"89,00 $ ",Équipement de protection
,,1057904,07-09-15,"209,97 $ ",Équipement de protection
,,1057907,07-09-15,"209,97 $ ",Équipement de protection
,,1057914,07-09-15,"209,97 $ ",Équipement de protection
,,1057917,07-09-15,"209,97 $ ",Équipement de protection
,SERRUMAX INC,1018679,07-20-15,"721,26 $ ",Service - Serrurier
,SERVICES MATREC INC.,1042998,07-02-15,"325,79 $ ",Location - Toilette chimique
,,1043467,07-10-15,"62,99 $ ",Location - Toilette chimique
,,1043470,07-23-15,"62,99 $ ",Location - Toilette chimique
,SETON,1059128,07-15-15,"117,00 $ ","Service - Infographie, graphisme"
,TENAQUIP LIMITED,1057533,07-08-15,"1 923,51 $ ",Accessoire et pièce de remplacement pour outil
,TOSHIBA DU CANADA LIMITEE,1017398,07-10-15,"161,74 $ ",Location - Photocopieur
"POLISENO, MARTIN",UNIVERSAL FIELD SUPPLIES,1057910,07-09-15,"505,75 $ ",Fourniture horticole
,,1059153,07-15-15,"1 342,87 $ ",Équipement contre les chutes
,,1060735,07-23-15,"1 336,63 $ ",Équipement de protection
,,1060744,07-23-15,"160,91 $ ",Équipement contre les chutes
,WOLSELEY CANADA INC,1057923,07-09-15,"88,86 $ ",Produit de branchement
,,979408,07-23-15,"1 246,83 $ ",Accessoire et pièce de remplacement pour outil
,XL INDUSTRIEL INC,1057900,07-09-15,"231,99 $ ",Outil manuel
,,,,,
"REEVES, GENEVIEVE",COMPUGEN INC.,1058759,07-14-15,"206,41 $ ",Imprimante
,CONSULTATION R&R INC,1058753,07-14-15,"86,21 $ ",Service de traduction
,DISCOVER COMMUNICATIONS INC,1033427,07-16-15,"10,50 $ ",Accessoires de téléphone
,,1059733,07-17-15,"187,92 $ ",Appareil de communication
,MICHAEL PUBLISHING INC,1056613,07-03-15,"8 399,00 $ ",Service - Placement média d'avis public
,THE GAZETTE,1056609,07-03-15,"1 419,50 $ ",Service - Placement média d'avis public
,,,TOTAL:,"261 993,94",
