,,,,,
"VILLE DE MONTRÉAL  ",,,,,
"Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce",,,,,
"Listes des bons de commandes approuvés pour JANVIER 2015",,,,,
,,,,,
,,,,,
,,,,,
"Dernier Approbateur","Nom fournisseur","Numéro bon ","Date ","Montant de ","Description"
,"GUARD-X INC","1018821",20/01/15,"78,74","BIENS NON DURABLES"
,"LES INDUSTRIES TRANS CANADA INC","1019363",21/01/15,"363,25","BIENS NON DURABLES"
,"LES TRANSPORTS LACOMBE INC","1012697",12/01/15,"435,58","ENT. RÉP. - IMMEUBLES ET TERRAINS"
,"LOCATION SAUVAGEAU INC.","1018682",19/01/15,"1 236,75","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"PLANTERRA LTEE","1014816",06/01/15,"5 984,29","ENT. RÉP. - IMMEUBLES ET TERRAINS"
,"PRODUITS SANY INC.","1018802",19/01/15,"144,73","BIENS NON DURABLES"
,,"1018924",20/01/15,"159,16","BIENS NON DURABLES"
,,"1020446",23/01/15,"72,83","BIENS NON DURABLES"
,,"1020447",27/01/15,"90,08","BIENS NON DURABLES"
,,"1022341",30/01/15,"319,38","BIENS NON DURABLES"
,"ROBERT BOILEAU INC","1016787",13/01/15,"7 119,99","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"SECURMAX","1018674",19/01/15,"1 060,38","BIENS NON DURABLES"
,"STORES J. FAUTEUX INC.","1015580",08/01/15,"271,92","BIENS NON DURABLES"
,"TENAQUIP LIMITED","1018820",20/01/15,"156,35","BIENS NON DURABLES"
,"TOSHIBA SOLUTION D'AFFAIRES","1017325",14/01/15,"1 049,87","LOC.- AMEUBLEMENT, ÉQUIP. DE BUREAU"
,"UBA INC.","1015589",08/01/15,"1 049,87","PRODUITS CHIMIQUES"
"GENDRON, DENIS","CENTRE DE SERVICES PARTAGES DU QUEBEC","973672",20/01/15,"209,97","TÉLÉPHONIE"
,"CLINIQUE DE MEDECINE INDUSTRIELLE ET PREVENTIVE DU QUEBEC INC.","1018433",16/01/15,"5 249,37","HONORAIRES PROFESSIONNELS"
,"COMAQ, CORPORATION DES OFFICIERS MUNICIPAUX AGREES DU QUEBEC","1016278",12/01/15,"446,20","FORMATION"
,,"1022288",30/01/15,"446,20","FORMATION"
,"DISCOVER COMMUNICATIONS INC","1020474",23/01/15,"404,19","BIENS NON DURABLES"
,"META + FORME PAYSAGES INC.","1016663",13/01/15,"8 390,60","HONORAIRES PROFESSIONNELS"
,"NISSAN CANADA","931986",20/01/15,"302,48","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"REEVES, GENEVIEVE","1018532",19/01/15,"86,64","FRAIS DE DÉPLACEMENT"
"GENDRON, DENIS","SYSTEMES DE CONTROLE ACTIF SOFT DB INC.","1021040",27/01/15,"2 572,19","SERVICES TECHNIQUES"
,"TAXI-CHARGE.L'ASSOCIATION DE TAXI DIAMOND DE MONTREAL LTEE","1018863",20/01/15,"524,94","FRAIS DE DÉPLACEMENT"
"GERVAIS, ROBERT","3289419 CANADA (COLLINS)","1015393",07/01/15,"255,10","VÊTEMENT, CHAUSSURES ET ACC."
,"BOUTY INC","1020078",22/01/15,"291,03","BIENS NON CAPITALISÉS"
,"CANADIAN TIRE","1016025",09/01/15,"20,45","PIECES & ACCESSOIRES"
,,"1022471",30/01/15,"135,13","BIENS NON CAPITALISÉS"
,"CONSTRUCTION DJL INC","1014057",14/01/15,"476,54","AGRÉGATS ET MAT. DE CONSTRUCTION"
,"MARTECH SIGNALISATION INC.","1016937",13/01/15,"43,04","BIENS NON DURABLES"
,"PRODUITS AUTOMOBILES LAURENTIDE INC.","1022473",30/01/15,"1 259,85","PIECES & ACCESSOIRES"
,"PRODUITS DE SERVICES PUBLICS INNOVA INC.","999889",07/01/15,"1 532,81","ENT. RÉP. - VÉHICULES, OUT. ET ÉQUIP."
,"PUROLATOR COURRIER LTEE","1016054",09/01/15,"16,96","FRAIS DE POSTES"
,"SCIAGE DE BETON 2000 INC.","1019610",21/01/15,"1 259,85","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"SERRUMAX INC","919254",14/01/15,"34,12","BIENS NON CAPITALISÉS"
,"TECHNOLOGIES METEOROLOGIQUES MET-TECH INC.","1017486",14/01/15,"3 716,56","SERVICES TECHNIQUES"
,"U. CAYOUETTE INC.","1021001",27/01/15,"346,07","BIENS NON CAPITALISÉS"
"PLANTE, STÉPHANE","9169-2616 QUEBEC INC","1018425",16/01/15,"2 362,22","PLACEMENTS MÉDIAS"
,"AGENCE WEBDIFFUSION INC.","959468",19/01/15,"414,84","PLACEMENTS MÉDIAS"
,"ASSOCIATION DES DIRECTEURS GENERAUX DES MUNICIPALITES DU QUEBEC (ADGMQ)","1020469",23/01/15,"780,00","COTISATION PROFESSIONNELLE"
,"CLINIQUE DE MEDECINE INDUSTRIELLE DES LAURENTIDES","1018249",16/01/15,"14 698,25","HONORAIRES PROFESSIONNELS"
,"DISCOVER COMMUNICATIONS INC","1005062",19/01/15,"714,57","BIENS NON CAPITALISÉS"
,"DISTRIBUTIONS LG INC.","1017731",15/01/15,"385,20","SERVICES TECHNIQUES"
,"MIDES PHOTOCOPIEURS & FAX","1020039",22/01/15,"398,96","FOURNITURES DE BUREAUX"
,"MORNEAU SHEPELL LTD.","1018435",16/01/15,"20 472,56","HONORAIRES PROFESSIONNELS"
,"ROBERT DEVOST","1019249",21/01/15,"545,93","SERVICES TECHNIQUES"
,"ROULEAUX DE PAPIER & RUBANS J.L. INC.","1021603",28/01/15,"109,08","FOURNITURES DE BUREAUX"
,"THE SUBURBAN","1018411",16/01/15,"682,42","PLACEMENTS MÉDIAS"
,"TOSHIBA SOLUTION D'AFFAIRES","924035",15/01/15,"12,25","BIENS NON CAPITALISÉS"
,"TRADUCTIONS TERRY KNOWLES INC.","1021037",27/01/15,"524,94","SERVICES TECHNIQUES"
"PLANTE, STÉPHANE","TRADUCTIONS TOM DONOVAN","1021033",27/01/15,"9 448,87","SERVICES TECHNIQUES"
"POLISENO, MARTIN","ABATTAGE D'ARBRES DES BASSE LAURENTIDES ENR. (2957-4936 QUEBEC INC.)","1016878",13/01/15,"3 958,03","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"ACKLANDS - GRAINGER INC.","1018980",20/01/15,"152,16","BIENS NON DURABLES"
,"CHAUSSURES BELMONT INC","1011884",06/01/15,"157,43","VÊTEMENT, CHAUSSURES ET ACC."
,,"1017359",14/01/15,"178,43","VÊTEMENT, CHAUSSURES ET ACC."
,"DESCHAMPS IMPRESSION INC.","1016876",20/01/15,"35,70","SERVICES TECHNIQUES"
,"EQUIPEMENTS DE SECURITE HOTTE INC","1019008",20/01/15,"301,73","BIENS NON DURABLES"
,"FASTENAL CANADA LTEE","1004139",14/01/15,"22,43","AGRÉGATS ET MAT. DE CONSTRUCTION"
,,"1018983",20/01/15,"199,03","BIENS NON CAPITALISÉS"
,"HILTI CANADA LTEE","1018976",20/01/15,"723,20","BIENS NON DURABLES"
,"INSTALLATIONS TECHNI-PRO-VAC","993940",13/01/15,"98,16","ENT. RÉP. - IMMEUBLES ET TERRAINS"
,"LOCATION SAUVAGEAU INC.","1014242",14/01/15,"3 856,95","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"PEAUSEIDON EAU DE SOURCE NATURELLE","1018669",19/01/15,"100,00","EAU REFROIDIE"
,"RENO-DEPOT","961847",06/01/15,"47,13","AGRÉGATS ET MAT. DE CONSTRUCTION"
,"SECURITE LANDRY INC","1011877",06/01/15,"642,73","BIENS NON DURABLES"
,"SERRUMAX INC","1018679",19/01/15,"734,91","BIENS NON DURABLES"
,,"937116",09/01/15,"362,21","BIENS NON DURABLES"
,"SERVICES MATREC INC.","956487",07/01/15,"54,70","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"956569",07/01/15,"54,70","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"956584",07/01/15,"54,70","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"956642",07/01/15,"45,04","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"956657",07/01/15,"45,04","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"956667",07/01/15,"54,70","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"956678",07/01/15,"45,04","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,,"956684",07/01/15,"45,04","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"SOCIETE INTERNATIONALE D'ARBORICULTURE-QUEBEC INC. (S.I.A.Q.)","1017465",14/01/15,"679,26","FORMATION"
,"TECHNOFLEX","1021544",28/01/15,"755,91","BIENS NON DURABLES"
,"TENAQUIP LIMITED","1018986",20/01/15,"251,59","BIENS NON DURABLES"
,,"1021547",28/01/15,"470,40","BIENS NON DURABLES"
"POLISENO, MARTIN","TOSHIBA DU CANADA LIMITEE","1017398",14/01/15,"1 977,96","LOC.- AMEUBLEMENT, ÉQUIP. DE BUREAU"
,,"1017499",14/01/15,"682,42","LOC.- AMEUBLEMENT, ÉQUIP. DE BUREAU"
,,"933754",09/01/15,"52,26","LOC.- AMEUBLEMENT, ÉQUIP. DE BUREAU"
"REEVES, GENEVIEVE","ACTUALITES COTE-DES-NEIGES INC.","1016323",12/01/15,"2 204,74","PLACEMENTS MÉDIAS"
,"COPEMAN, RUSSELL","956866",22/01/15,"492,90","PARTICIPATION À UN CONGRÈS"
,"FARALDO-BOULET, JULIE","1018581",19/01/15,"114,84","FRAIS DE DÉPLACEMENT"
,"GAUTHIER, VIVIANE","1018590",19/01/15,"50,27","FRAIS DE DÉPLACEMENT"
,"LE DEVOIR","1021045",27/01/15,"5 249,37","PLACEMENTS MÉDIAS"
,"MP REPRODUCTIONS INC.","1021042",27/01/15,"524,94","FOURNITURES DE BUREAUX"
,"POPEANU, MAGDA","956916",22/01/15,"648,46","PARTICIPATON À UN CONGRÈS"
,"PROVOST, MANON","1013112",19/01/15,"42,09","LIVRES, PUBLICATIONS"
,"THE SUBURBAN","1015143",07/01/15,"866,15","PLACEMENTS MÉDIAS"
,"TOSHIBA SOLUTION D'AFFAIRES","1020042",22/01/15,"2 624,69","LOC.- AMEUBLEMENT, ÉQUIP. DE BUREAU"
,"TRADUCTIONS TERRY KNOWLES INC.","1021043",27/01/15,"2 624,69","PLACEMENTS MÉDIAS"
,"WOLTERS KLUWER QUEBEC LTEE","1015164",07/01/15,"433,00","LIVRES, PUBLICATIONS"
,,"1015167",07/01/15,"383,00","LIVRES, PUBLICATIONS"
,,"1016280",12/01/15,"147,00","LIVRES, PUBLICATIONS"
,,"1018246",16/01/15,"1 352,00","LIVRES, PUBLICATIONS"
"RENE, DANIELLE","CENTRE PATRONAL DE SANTE ET SECURITE DU TRAVAIL DU QUEBEC (C P S S T Q )","1018432",16/01/15,"5 249,37","FORMATION"
,"CLINIQUE DE MEDECINE INDUSTRIELLE ET PREVENTIVE DU QUEBEC INC.","1011865",20/01/15,"134,82","HONORAIRES PROFESSIONNELS"
,,"1018876",20/01/15,"26,25","HONORAIRES PROFESSIONNELS"
,,"1018893",20/01/15,"1 501,32","HONORAIRES PROFESSIONNELS"
,"EDUMICRO INC","1021039",27/01/15,"249,87","FORMATION"
,"LES SERVICES DE COURRIER CHAMPION INC.","989201",30/01/15,"31,50","FRAIS DE POSTES"
,"RICCI, TEASDALE HUISSIERS DE JUSTICE INC.","1020470",23/01/15,"1 259,85","HONORAIRES PROFESSIONNELS"
,"SERVICE D'ARBITRAGE DIANE SABOURIN INC","1016319",12/01/15,"54,31","HONORAIRES PROFESSIONNELS"
,"TAXI-CHARGE.L'ASSOCIATION DE TAXI DIAMOND DE MONTREAL LTEE","1021028",27/01/15,"367,46","FRAIS DE TRANSPORT"
,"TECHNI-MAX INC","1018431",16/01/15,"209,97","BIENS NON DURABLES"
,"VIA PREVENTION","1022285",30/01/15,"629,92","FORMATION"
"TROTTIER, PASCAL","APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES","1020072",22/01/15,"338,06","FORMATION"
,"LOCATION D'AUTOS ET CAMIONS DISCOUNT","948267",06/01/15,"1 432,09","LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"ORDRE DES INGENIEURS DU QUEBEC","1016882",13/01/15,"89,24","FORMATION"
,,,"TOTAL:","327 184,09",
