,,,,,,
"VILLE DE MONTRÉAL  ",,,,,,
"Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce",,,,,,
"Listes des bons de commandes approuvés pour JUIN 2014",,,,,,
,,,,,,
,,,,,,
,,,,,,
"Dernier Approbateur","Nom fournisseur","Numéro bon ","Date ","Montant de ",,"Description"
,,"967107",05/06/14,"679,23",,"BIENS NON DURABLES"
,"SOS TECHNOLOGIES ACTION URGENCE","966203",03/06/14,"3 897,86",,"BIENS NON DURABLES"
,"SYLPROTEC INC.","967805",09/06/14,"1 035,80",,"BIENS NON DURABLES"
,"TENAQUIP LIMITED","967849",09/06/14,"2 039,73",,"BIENS NON DURABLES"
"FORTIN, ALAIN","PNEUS METROPOLITAINS INC.","970762",18/06/14,"3 979,38",,"ENT. RÉP. VÉH.-OUT,-ÉQUIPEMENT"
,"REMORQUES SYLMAR INC","968781",11/06/14,"894,76",,"ENT. RÉP. VÉH.-OUT,-ÉQUIPEMENT"
"GAUDREAULT, SONIA","CANADIAN TIRE","970367",17/06/14,"82,93",,"BIENS NON DURABLES"
,"COMMISSION SCOLAIRE DE MONTREAL (CSDM)","970700",18/06/14,"7 305,38",,"LOCATION D'IMMEUBLES"
,,"971055",18/06/14,"243,82",,"LOCATION D'IMMEUBLES"
,"SYLPROTEC INC.","972178",23/06/14,"1 428,01",,"BIENS NON DURABLES"
"GENDRON, DENIS","CPU DESIGN INC.","965944",02/06/14,"552,52",,"FOURNITURES DE BUREAU"
"GERVAIS, ROBERT","ALBERT VIAU DIVISION EMCO CORPORATION","967467",06/06/14,"1 290,98",,"PIÈCES ET ACCESSOIRES"
,"BETON BRUNET LTEE","959313",11/06/14,"591,54",,"PIÈCES ET ACCESSOIRES"
,"CENTRE DE SERVICES PARTAGES DU QUEBEC","966109",03/06/14,"865,40",,"TÉLÉPHONIE"
,,"973063",27/06/14,"820,66",,"TÉLÉPHONIE"
,"CONTECH LTEE","970995",18/06/14,"2 395,72",,"FORMATION"
,"DESCHAMPS IMPRESSION INC.","971824",20/06/14,"22,82",,"SERVICES TECHNIQUES"
,"DISCOVER COMMUNICATIONS INC","967681",09/06/14,"720,27",,"FOURNITURES DE BUREAU"
,,"972452",25/06/14,"25,93",,"TÉLÉPHONIE"
,"ECO-QUARTIER NDG","969718",16/06/14,"160,00",,"SERVICES TECHNIQUES"
,"ENVIROSERVICES INC","957549",12/06/14,"6 145,91",,"SERVICES TECHNIQUES"
,"INOLEC","968766",11/06/14,"59,62",,"BIENS NON CAPITALISÉS"
,,"971479",19/06/14,"703,80",,"PIÈCES ET ACCESSOIRES"
,"JEAN GUGLIA & FILS ENR.","970676",18/06/14,"493,23",,"PIÈCES ET ACCESSOIRES"
,,"971602",19/06/14,"487,34",,"BIENS NON CAPITALISÉS"
,"LABRADOR LAURENTIENNE","967469",06/06/14,"420,00",,"EAU POTABLE"
,"LOCATION GAMMA INC.","970675",27/06/14,"46,67",,"LOC. VÉHICULES-OUTILLAGE-EQUIPEMENT"
,,"971975",23/06/14,"170,10",,"PIÈCES ET ACCESSOIRES"
,,"972283",27/06/14,"46,67",,"LOC. VÉHICULES-OUTILLAGE-EQUIPEMENT"
,"MACHINERIE PLUS LTEE","966950",05/06/14,"497,81",,"BIENS NON CAPITALISÉS"
"GERVAIS, ROBERT","PEAUSEIDON EAU DE SOURCE NATURELLE","919259",26/06/14,"200,00",,"EAU REFROIDIE"
,"PEPINIERE A. MUCCI INC.","969986",17/06/14,"3 111,32",,"ACHAT DE TERRE"
,"QUINCAILLERIE J. CARRIER INC","969786",16/06/14,"65,84",,"BIENS NON CAPITALISÉS"
,"RÉNO-DÉPÔT","968334",10/06/14,"356,76",,"BIENS NON CAPITALISÉS"
,,"968785",11/06/14,"248,78",,"PIÈCES ET ACCESSOIRES"
,"SERRUMAX INC","919254",11/06/14,"103,71",,"PIÈCES ET ACCESSOIRES"
,"SIGNALISATION ROUTIERE DU QUEBEC INC.","968159",10/06/14,"1 768,68",,"SERVICES TECHNIQUES"
,"ST-GERMAIN EGOUTS ET AQUEDUCS INC.","967843",09/06/14,"574,10",,"PIÈCES ET ACCESSOIRES"
,,"969422",13/06/14,"2 349,03",,"PIÈCES ET ACCESSOIRES"
,,"971817",20/06/14,"336,02",,"PIÈCES ET ACCESSOIRES"
,"TENAQUIP LIMITED","969668",16/06/14,"180,87",,"BIENS NON CAPITALISÉS"
,"U. CAYOUETTE INC.","971601",19/06/14,"301,92",,"PIÈCES ET ACCESSOIRES"
,,"971603",19/06/14,"205,22",,"PIÈCES ET ACCESSOIRES"
,"UNITED RENTALS DU CANADA","966975",23/06/14,"889,73",,"LOC. VÉHICULES-OUTILLAGE-EQUIPEMENT"
"MARKARIAN, MORIS","BELANGER, PIERRE","966034",03/06/14,"107,80",,"BIENS NON DURABLES"
,"BERKAYLY-5 INC.","965562",02/06/14,"989,55",,"PRODUITS CHIMIQUES"
,"BRAULT DRAIN","940510",12/06/14,"2 304,45",,"SERVICES TECHNIQUES"
,"CHAUSSURES BELMONT INC","967463",06/06/14,"181,44",,"VÊTEMENTS-CHAUSSURES-ACCESSOIRES"
,"DANY TREMBLAY SOUDURE ENR.","965554",06/06/14,"141,05",,"SERVICES TECHNIQUES"
,"DEVELOTECH INC.","967170",05/06/14,"1 703,44",,"BIENS NON DURABLES"
,"HERCULES SLR INC","967479",06/06/14,"959,33",,"PIÈCES ET ACCESSOIRES"
,"LA MAISON DU PEINTRE","919258",02/06/14,"51,54",,"BIENS NON DURABLES"
,"LOCATION HEWITT INC","965790",02/06/14,"874,28",,"ENT. RÉP. VÉH.-OUT,-ÉQUIPEMENT"
,"PPG REVETEMENTS ARCHITECTURAUX CANADA INC.","919257",02/06/14,"414,99",,"PRODUITS CHIMIQUES"
,"RENO-DEPOT","967488",06/06/14,"1 166,59",,"BIENS NON DURABLES"
,"TENAQUIP LIMITED","967486",06/06/14,"30,60",,"BIENS NON CAPITALISÉS"
"PLANTE, STÉPHANE","BOO! DESIGN INC.","971841",20/06/14,"2 592,77",,"PLACEMENTS MEDIAS"
,,"972836",26/06/14,"373,36",,"SERVICES TECHNIQUES"
,"BOUTIN, PIERRE","971462",19/06/14,"1 474,73",,"DÉPENSES DE FONCTION"
,"COMMUNICATION DEMO INC.","971851",20/06/14,"311,13",,"FORMATION"
,"GROUPE ABS INC.","966380",03/06/14,"7 871,64",,"HONORAIRES PROFESSIONNELS"
,"IMPRIMERIE NORECOB INC.","953997",06/06/14,"29 134,72",,"SERVICES TECHNIQUES"
"PLANTE, STÉPHANE","JULIE-BLANCHE VANDENBROUCQUE","971822",20/06/14,"400,00",,"SERVICES TECHNIQUES"
,"LA BOITE - ARCHITECTURE DESIGN INC.","966816",04/06/14,"14 104,66",,"HONORAIRES PROFESSIONNELS"
,"LES ENTREPRISES DE CONSTRUCTION PROFIL INC.","960250",19/06/14,"22 023,82",,"SERVICES TECHNIQUES"
,,"970483",17/06/14,"6 991,14",,"HONORAIRES PROFESSIONNELS"
,"LOUIS ETIENNE DORE","972870",26/06/14,"207,42",,"SERVICES TECHNIQUES"
,"MARCHAND HOULE & ASSOCIES INC","941030",02/06/14,"2 074,21",,"HONORAIRES PROFESSIONNELS"
,"MLC  ASSOCIES INC.","932712",09/06/14,"7 052,33",,"HONORAIRES PROFESSIONNELS"
,"MONTREAL STENCIL INC","971400",19/06/14,"21,58",,"FOURNITURES DE BUREAU"
"POLISENO, MARTIN","CHAUSSURES BELMONT INC","965750",02/06/14,"148,26",,"VÊTEMENTS-CHAUSSURES-ACCESSOIRES"
,"CPU DESIGN INC.","971587",19/06/14,"569,94",,"LOCATION AMEUBLEMENT-EQUIP. BUREAU"
,"DISTRIBUTIONS BMB 1985 SEC","970734",18/06/14,"1 558,26",,"AGRÉGATS ET MATÉRIAUX DE CONSTRUCTION"
,"EVA BAER","969831",16/06/14,"85,00",,"SERVICES TECHNIQUES"
,"GLOCO INC.","967139",05/06/14,"813,09",,"FOURNITURES HORTICOLES"
,"INOLEC","965708",02/06/14,"593,91",,"BIENS NON CAPITALISÉS"
,,"965720",02/06/14,"1 326,46",,"BIENS NON CAPITALISÉS"
,,"971591",19/06/14,"88,26",,"ENT. RÉP. VÉH.-OUT,-ÉQUIPEMENT"
,"LABRADOR LAURENTIENNE","967156",05/06/14,"411,00",,"EAU POTABLE"
,"LE GROUPE J.S.V. INC","972419",25/06/14,"58,49",,"BIENS NON CAPITALISÉS"
,"MINISTRE DES FINANCES","967946",09/06/14,"175,00",,"SERVICES TECHNIQUES"
,"PEPINIERE POUCE-VERT","969990",17/06/14,"1 924,19",,"FOURNITURES HORTICOLES"
,"SECURITE LANDRY INC","967176",05/06/14,"962,20",,"VÊTEMENTS-CHAUSSURES-ACCESSOIRES"
,,"972297",25/06/14,"998,94",,"VÊTEMENTS-CHAUSSURES-ACCESSOIRES"
,,"972308",25/06/14,"360,47",,"VÊTEMENTS-CHAUSSURES-ACCESSOIRES"
,,"972327",25/06/14,"1 161,26",,"VÊTEMENTS-CHAUSSURES-ACCESSOIRES"
,"STINSON EQUIPMENT (QUEBEC) INC.","972449",25/06/14,"1 105,89",,"BIENS NON DURABLES"
,"TENAQUIP LIMITED","965678",02/06/14,"363,86",,"VÊTEMENTS-CHAUSSURES-ACCESSOIRES"
,,"965728",02/06/14,"332,29",,"BIENS NON DURABLES"
,,"967134",05/06/14,"158,78",,"PIÈCES ET ACCESSOIRES"
,"VACUUM NATIONAL SM INC.","973115",27/06/14,"2 980,18",,"SERVICES TECHNIQUES"
,"WOLSELEY CANADA INC","967147",05/06/14,"126,53",,"BIENS NON DURABLES"
,,"970782",18/06/14,"1 293,33",,"PIÈCES ET ACCESSOIRES"
,,"972407",25/06/14,"387,62",,"PIÈCES ET ACCESSOIRES"
"REEVES, GENEVIEVE","CULTURAL ASSET MANAGEMENT GROUP","965649",02/06/14,"741,97",,"FOURNITURES DE BUREAU"
,"DISCOVER COMMUNICATIONS INC","969416",13/06/14,"80,38",,"TÉLÉPHONIE"
,,"973118",27/06/14,"18,15",,"TÉLÉPHONIE"
,"PROVOST, MANON","973184",27/06/14,"147,97",,"FOURNITURES DE BUREAU"
"RENE, DANIELLE","CENTRE HOSPITALIER DE VERDUN","972024",23/06/14,"41,48",,"HONORAIRES PROFESSIONNELS"
,"CENTRE PATRONAL DE SANTE ET SECURITE DU TRAVAIL DU QUEBEC (C P S S T Q )","971783",20/06/14,"1 037,11",,"FORMATION"
,"DISCOVER COMMUNICATIONS INC","968441",10/06/14,"82,96",,"TÉLÉPHONIE"
,"LES EDITIONS YVON BLAIS INC","962046",09/06/14,"8,45",,"LIVRES, PUBLICATIONS"
,"MAUREEN FLYNN ARBITRE MEDIATRICE S.A.","972009",23/06/14,"178,90",,"HONORAIRES PROFESSIONNELS"
,"RICCI, TEASDALE HUISSIERS DE JUSTICE INC.","965941",02/06/14,"157,02",,"HONORAIRES PROFESSIONNELS"
,"SERVICES PROFESSIONNELS ET ADMINISTRATIFS DRUMMOND","971547",19/06/14,"518,55",,"HONORAIRES PROFESSIONNELS"
"THERRIEN, MICHEL","BELL MEDIA INC.","966851",05/06/14,"2 592,77",,"PLACEMENTS MEDIAS"
,"BOO! DESIGN INC.","968137",10/06/14,"181,49",,"PLACEMENTS MEDIAS"
,,"968151",10/06/14,"129,64",,"PLACEMENTS MEDIAS"
,,"970307",17/06/14,"129,64",,"PLACEMENTS MEDIAS"
,"CONCEPT AUDIO VISUEL","968642",11/06/14,"881,54",,"PLACEMENTS MEDIAS"
,"DISCOVER COMMUNICATIONS INC","968989",12/06/14,"10,89",,"TÉLÉPHONIE"
,"IMPRESSION PARAGRAPH INC","968811",11/06/14,"1 140,82",,"SERVICES TECHNIQUES"
,"SHERBROOKE-VALOIS INC.","969003",12/06/14,"357,80",,"PLACEMENTS MEDIAS"
,"SOCIETE CANADIENNE DES POSTES","966951",05/06/14,"8 246,12",,"FRAIS DE POSTES"
,"THE GAZETTE","966842",04/06/14,"956,21",,"PLACEMENTS MEDIAS"
"TROTTIER, PASCAL","CENTRE DE SERVICES PARTAGES DU QUEBEC","966104",03/06/14,"325,79",,"TÉLÉPHONIE"
,,"973060",27/06/14,"339,91",,"TÉLÉPHONIE"
,"CERIU","972338",25/06/14,"1 192,68",,"FORMATION"
,"PIECES D'AUTOS LANDRY","966903",05/06/14,"337,01",,"PIÈCES ET ACCESSOIRES"
,"TRAFIC INNOVATION INC.","969761",16/06/14,"1 506,92",,"SERVICES TECHNIQUES"
,,,"TOTAL:","=SOMME(E11:E194)",,
