,,,,,
VILLE DE MONTRÉAL  ,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,
Listes des bons de commandes approuvés pour DÉCEMBRE 2015,,,,,
,,,,,
,,,,,
Dernier Approbateur,Nom fournisseur,Numéro bon ,Date ,Montant de ,Description
"CLAVEAU, MICHEL",LES RELIURES CARON & LETOURNEAU LTEE,1090995,14/12/2015,"292,92",Service - Reliure
,LES RELIURES CARON & LETOURNEAU LTEE,1090999,14/12/2015,"573,78",Service - Reliure
,LES RELIURES CARON & LETOURNEAU LTEE,1091002,14/12/2015,"585,31",Service - Reliure
,LES RELIURES CARON & LETOURNEAU LTEE,1092043,16/12/2015,"585,31",Service - Reliure
,LES RELIURES CARON & LETOURNEAU LTEE,1093060,21/12/2015,"585,31",Service - Reliure
"DESJARDINS, STEVE","PAQUETTE & ASSOCIES, HUISSIERS DE JUSTICE",1028032,15/12/2015,"629,92",Huissier de justice
,LES UNIFORMES MODERNA,1088850,04/12/2015,"68,64",Vêtement de travail
,SERVICES D'ARBRES PRIMEAU INC.,1090249,10/12/2015,"2 047,26",Service - Abattage
,MONTREAL STENCIL INC,1090269,10/12/2015,"51,56",Article et accessoire de bureau
,TRADUCTIONS TERRY KNOWLES INC.,1091357,15/12/2015,"76,12",Traducteur
"DUPLANTIE, S-ANNE",TOSHIBA SOLUTIONS D'AFFAIRES,1024376,15/12/2015,"1 000,00",Location - Photocopieur et copies
,IMPRIMERIE MULTI-FORMAT,1033356,15/12/2015,400,Service - Impression
,ECOLE DES HAUTES ETUDES COMMERCIALES (HEC),1091492,15/12/2015,"1 334,13",Service - Formation
"FORTIN, ALAIN",S.R.A.D. COMMUNICATIONS,1088844,04/12/2015,"516,54",Aménagement de véhicules
,W. COTE ET FILS LTEE,1089542,08/12/2015,"3 759,08","Réparation/Entretien - Véhicule lourd, camion équipement spécialisé"
,PNEUS SP INC.,1091646,16/12/2015,"1 199,59","Réparation/Entretien - Véhicule lourd, camion équipement spécialisé"
"FORTIN, ALAIN",CARBEC.CA,1091649,16/12/2015,"587,93",Réparation/Entretien - Automobile et camionnette
,W. COTE ET FILS LTEE,1092598,18/12/2015,"855,12",Réparation/Entretien - Automobile et camionnette
"FRAPPIER, GENEVIEVE",PRODUITS SANY INC.,1063636,14/12/2015,"116,11",Distributeur de produit nettoyant
,RIVARD PUBLICITE,1073115,01/12/2015,"62,67","Service - Infographie, graphisme"
,PRODUITS SANY INC.,1087579,01/12/2015,"122,84",Teinture et vernis
,LOCATION SAUVAGEAU INC.,1087583,01/12/2015,"783,34","Location - Automobile, camionnette et fourgonnette"
,LOCATION D'AUTOS ET CAMIONS DISCOUNT,1087587,01/12/2015,"745,41","Location - Automobile, camionnette et fourgonnette"
,CORPORATION D'URGENCES-SANTE,1087998,02/12/2015,"142,26",Service - Transport ambulancier
,PRODUITS SANY INC.,1090058,09/12/2015,"333,92",Équipement et produit d'entretien
"FRAPPIER, GENEVIEVE",PRODUITS SANY INC.,1090403,10/12/2015,"263,84",Équipement et produit d'entretien
,TENAQUIP LIMITED,1090651,11/12/2015,"667,88","Botte, soulier et couvre-chaussure"
,PRODUITS SANY INC.,1091084,14/12/2015,"170,6",Produit de papier
,CHAUSSURES BELMONT INC,1091376,15/12/2015,"120,68",Équipement de protection
,LOCATION D'AUTOS ET CAMIONS DISCOUNT,1091538,15/12/2015,"1 611,56","Location - Automobile, camionnette et fourgonnette"
,PRODUITS SANY INC.,1092790,18/12/2015,"729,55",Équipement et produit d'entretien
,PRODUITS SANY INC.,1092791,18/12/2015,"146,5",Équipement et produit d'entretien
,AQUAM SPECIALISTE AQUATIQUE INC.,1092800,18/12/2015,"4 015,77",Équipement pour piscine et jeu d'eau
"GAUDREAULT, SONIA",MP REPRODUCTIONS INC.,1015584,21/12/2015,"1 064,63",Service - Reprographie
,VIDEOTRON S.E.N.C,1016789,01/12/2015,"140,58","Location - Serveur, équipement de réseau"
,IDENCO CANADA LTEE,1033433,21/12/2015,"1 127,93",Service - Impression
,GO MULTIMEDIA INC.,1083922,02/12/2015,"703,42","Service - Scénographie, éclairage et sonorisation"
,LES ENTREPRISES DE CONSTRUCTION PROFIL INC.,1087591,01/12/2015,"194,23",Entrepreneur en bâtiments de tout genre
,COMMISSION SCOLAIRE DE MONTREAL (CSDM),1087602,01/12/2015,"4 762,60",Location - Salle
,OMNISON ET LUMIERES,1088516,03/12/2015,"8 428,19",Équipement de scène
,RESEAU INDEPENDANT DES DIFFUSEURS D'EVENEMENTS ARTISTIQUES UNIS ,1088517,03/12/2015,"645,67",Frais - Adhésion et cotisation
,ASSOCIATION DE SOCCER NDG,1089598,08/12/2015,"1 955,70",Service - Organisation d'activités sportives
,COMMISSION SCOLAIRE DE MONTREAL (CSDM),1089911,09/12/2015,"7 349,45",Location - Salle
,"REGIE DU BATIMENT DU QUEBEC, DIRECTION DES LICENCES",1089913,09/12/2015,"161,94",Entrepreneur en ascenseurs et monte-charges
,LES TERMINAUX KENMONT INC.,1089914,09/12/2015,"629,92",Service - Transport de conteneur
,COMITE JEUNESSE DE NOTRE-DAME-DE-GRACE,1090201,10/12/2015,"1 789,54",Service - Organisation de festivals et spectacles
,L'ASSOCIATION DES RESTAURATEURS DE RUE DU QUEBEC,1090203,10/12/2015,"183,73",Service - Traiteur
,TENAQUIP LIMITED,1090204,10/12/2015,"1 399,27",Table de travail et table de conférence
,TENAQUIP LIMITED,1090204,10/12/2015,"1 739,10",Chaise et fauteuil ergonomique
,COMPUGEN INC.,1090635,11/12/2015,"1 093,12",Logiciel et progiciel
,G & L THIVIERGE INC,1090930,14/12/2015,"1 816,28",Entrepreneur en bâtiments de tout genre
,COFELY SERVICES INC.,1091532,15/12/2015,"9 747,75",Entrepreneur en bâtiments de tout genre
,CULTURE MONTREAL,1091715,16/12/2015,"45,66","Frais - Inscription pour colloque, conférence"
,SECURMAX,1092042,16/12/2015,"2 089,25",Service – Serrurier
"GENDRON, DENIS","REGIE DU BATIMENT DU QUEBEC, DIRECTION DES LICENCES",1092467,18/12/2015,"161,94",Entrepreneur en ascenseurs et monte-charges
,COFELY SERVICES INC.,1092945,21/12/2015,"16 112,30",Service - Entretien d'immeuble
,RESEAU INDEPENDANT DES DIFFUSEURS D'EVENEMENTS ARTISTIQUES UNIS ,1092947,21/12/2015,"388,45","Frais - Inscription congrès, évènements"
,CLINIQUE DE MEDECINE INDUSTRIELLE ET PREVENTIVE DU QUEBEC INC. ,1018433,16/12/2015,"944,89",Conseiller en santé et sécurité
,ME ERIC DE LOUYA,1084682,04/12/2015,"11 500,00","Frais - Règlement, réclamation"
,ADONIS CONSTRUCTION ET DEMOLITION,1088875,04/12/2015,"1 532,82",Entrepreneur en structures de maçonnerie
,MAHEU ET MAHEU INC.,1088906,04/12/2015,"262,47","Service - Extermination, fumigation"
,3289419 CANADA (COLLINS),1088981,04/12/2015,"129,43",Botte
,GROUPE CONSEILS LACASSE-TRUDEAU INC,1089324,07/12/2015,"1 853,03",Ingénieur civil - Structure de bâtiment
,SYSTEMES CANADIEN KRONOS INC,1089515,08/12/2015,"13 972,79",Système de contrôle
,CONSULTATION S.A.P.A. INC.,1089762,08/12/2015,"817,75",Conseiller en ergonomie
"GENDRON, DENIS",COMPOSANTS INDUSTRIELS WAJAX,1091377,15/12/2015,"11 435,40","Roulette, sous-patte"
"JULIEN, CHANTAL ",MAHEU ET MAHEU INC.,1091393,15/12/2015,"89,24","Service - Extermination, fumigation"
,8418748 CANADA INC.,1091459,15/12/2015,"6 089,27",Ingénieur géologue
,"RICCI, TEASDALE HUISSIERS DE JUSTICE INC.",1092866,21/12/2015,"131,07",Huissier de justice
,LE GROUPE BELLON PRESTIGE INC.,1092870,21/12/2015,"711,82",Service - Entreposage
,CULTURAL ASSET MANAGEMENT GROUP,1093021,21/12/2015,"5 264,95",Équipement de manutention
"LEGER, APRIL",DISTRIBUTION SPORTS LOISIRS G.P. INC.,1090206,10/12/2015,"1 115,65",Équipement de sport
,TENAQUIP LIMITED,1090652,11/12/2015,"267,26","Classeur, étagère et armoire de rangement"
,DISTRIBUTION SPORTS LOISIRS - INSTALLATION INC.,1093279,22/12/2015,"511,29",Réparation/Entretien - Équipement de sport et terrain de jeux
"LIVERNOCHE, STEPHANE",CORBEIL ELECTROMENAGERS,1084772,08/12/2015,"26,25",Service - Frais de transport
,DISTRIBUTION JORA COMPOST CANADA INC.,1088111,02/12/2015,"1 856,17","Bac de compostage, composteur"
"OUELLET, MARIE-CLAUDE",QUINCAILLERIE COTE-DES-NEIGES,1015579,21/12/2015,"1 088,36",Accessoire et pièce de remplacement pour outil
,COOPERATIVE DE TAXI MONTREAL,1076724,15/12/2015,"33,7",Service - Taxi
,OMNISON ET LUMIERES,1088515,03/12/2015,"1 125,48",Équipement de scène
"PLANTE, STÉPHANE",REMORQUAGE BURSTALL CONRAD,1024436,09/12/2015,"22 828,32",Service - Remorquage
,TRANSVRAC MONTREAL LAVAL INC.,1037985,08/12/2015,"31 373,42",Service - Transport de matières en vrac
,LES PAVAGES CHENAIL INC.,1068496,01/12/2015,"14 957,58","Asphalte, bitume"
,AGENCE DOUBLE XPRESSO INC.,1085362,22/12/2015,"5 128,11","Service - Infographie, graphisme"
,MICHEL POIRIER,1087518,01/12/2015,"10 498,75",Avocat
,BENOIT LEGARE,1087520,01/12/2015,"230,97",Service - Transport autobus
,BEC FIN INTERNATIONAL INC.,1089315,07/12/2015,"4 409,47",Service - Traiteur
,DISCOVER COMMUNICATIONS INC,1089784,08/12/2015,"135,42",Appareil de communication
,LES TERMINAUX KENMONT INC.,1090929,14/12/2015,"14 540,77",Conteneur
,"THERRIEN, MICHEL",1092176,17/12/2015,"67,75",Frais - Dépenses de fonction
,BIRKS & MAYORS INC.,1092185,17/12/2015,"1 118,12",Article promotionnel
"POLISENO, MARTIN",TOSHIBA DU CANADA LIMITEE,1017398,16/12/2015,"161,67",Location - Photocopieur
,SECURITE LANDRY INC,1038835,08/12/2015,"451,45",Vêtement et équipement de travail
,SERVICES MATREC INC.,1043465,23/12/2015,"17,99",Service - Frais de transport
,PPG REVETEMENTS ARCHITECTURAUX CANADA INC.,1060511,01/12/2015,"1 494,23",Peinture - résidentielle et industrielle
,LES ENTREPRISES LE GUERRIER,1087314,08/12/2015,"48,29",Échelle
,ENTREPRISES FORLINI-DIVISION,1087791,01/12/2015,"1 711,29",Gant
,TENAQUIP LIMITED,1088894,04/12/2015,"78,11",Accessoire et pièce de remplacement pour outil
,LES EQUIPEMENTS RAPCO INC,1088900,04/12/2015,"753,39","Clôture, barricade"
,UNIVERSAL FIELD SUPPLIES,1088902,04/12/2015,"276,73",Accessoire et pièce de remplacement pour outil
,SECURITE LANDRY INC,1088905,04/12/2015,"156,44",Accessoire et pièce de remplacement pour outil
,ENTREPRISE ROBERT GREEN INC,1088908,04/12/2015,"251,13",Accessoire et pièce de remplacement pour outil
,PLANTATION GABRIEL THIBAULT,1089547,08/12/2015,"740,16",Végétaux
"POLISENO, MARTIN",CLOTURE SECUR,1089548,08/12/2015,"2 299,23","Clôture, barricade"
,SECURITE LANDRY INC,1089584,08/12/2015,"382,12",Accessoire et pièce de remplacement pour outil
,LE GROUPE J.S.V. INC,1089586,08/12/2015,"392,13",Accessoire et pièce de remplacement pour outil
,SECURO-VISION INC,1089587,08/12/2015,"209,97",Équipement de protection
,SECURO-VISION INC,1091684,16/12/2015,"209,97",Équipement de protection
,IMAGINEO INC.,1093213,22/12/2015,"713,91","Service - Installation, gestion, entretien"
,SOLUTIONS ALTERNATIVES ENVIRONNEMENT INC,1093510,23/12/2015,"195,65",Livre
"REEVES, GENEVIEVE",TRADUCTIONS TERRY KNOWLES INC.,1021043,10/12/2015,"87,94","Service - Rédaction, révision"
,THE SUBURBAN NEWSPAPER,1088851,04/12/2015,"2 970,31",Service - Placement média d'avis public
,LES EDITIONS YVON BLAIS INC,1088884,04/12/2015,"124,95","Article, accessoire et équipement de bureau"
,DISCOVER COMMUNICATIONS INC,1089583,08/12/2015,"418,89",Appareil de communication
,MONTREAL STENCIL INC,1089745,08/12/2015,"23,71","Article, accessoire et équipement de bureau"
,PAPIERS EXPERTS,1089755,08/12/2015,"159,87","Papier, article de papeterie"
,THE SUBURBAN NEWSPAPER,1092860,21/12/2015,"457,33",Service - Placement média d'avis public
"THERRIEN, MICHEL",LEBLANC ILLUMINATIONS-CANADA INC.,1087450,02/12/2015,"18 262,67",Installation-désinstallation et entreposage de décoration temporaire
,SHERBROOKE-VALOIS INC.,1088040,02/12/2015,"467,19",Service - Placement média d'avis public
,JACQUES BEAULIEU CONSULTANT INC.,1091465,15/12/2015,"6 036,78",Service - Placement média publicitaire
,DENIS BEAUMONT,1091473,15/12/2015,"183,73",Service - Photographie
,AVEC PLAISIRS TRAITEUR,1091485,15/12/2015,"157,9",Service - Traiteur
"THERRIEN, MICHEL",CONCEPT AUDIO VISUEL,1091490,15/12/2015,"616,28",Location - Équipement d'éclairage et de sonorisation
,LES MORDUS DE LA LANGUE INC.,1091695,16/12/2015,"545,93","Service - Rédaction, révision"
,THE SUBURBAN NEWSPAPER,1092144,17/12/2015,"703,42",Service - Placement média publicitaire
,FOURCHETTE & CIE CUISINE COMMUNAUTAIRE,1092150,17/12/2015,99,Service - Traiteur
,CROWLEY CENTRE DES ARTS,1092180,17/12/2015,"1 721,79",Location - Salle
,THE KNUCKLES GROUP INC.,1092369,17/12/2015,"1 049,87","Service - Animation, entraînement"
"TROTTIER, PASCAL",ST-GERMAIN EGOUTS ET AQUEDUCS INC.,1088240,02/12/2015,"497,05",Tuyauterie et raccord
,MP REPRODUCTIONS INC.,1088911,04/12/2015,"15,75",Service - Reprographie
,DESCHAMPS IMPRESSION INC.,1088914,04/12/2015,63,Service - Impression
,TRANSOFT SOLUTIONS INC,1089537,08/12/2015,"2 750,67",Logiciel et progiciel
,CPU DESIGN INC.,1089539,08/12/2015,"2 232,23",Imprimante
,L.L. LOZEAU LTEE.,1089629,08/12/2015,"41,5",Composante électronique
,DESCHAMPS IMPRESSION INC.,1089630,08/12/2015,63,Service - Impression
,LES INDUSTRIES MC ASPHALT LTEE,1090226,10/12/2015,"839,9","Asphalte, bitume"
