,,,,,,
"VILLE DE MONTRÉAL  ",,,,,,
"Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce",,,,,,
"Listes des bons de commandes approuvés pour FÉVRIER 2014",,,,,,
,,,,,,
,,,,,,
,,,,,,
"Dernier Approbateur","Nom fournisseur","Numéro bon ","Date ","Montant de ",,"Description"
,"PEAUSEIDON EAU DE SOURCE NATURELLE","919259",21/02/14,"317,04",,"EAU REFROIDIE"
,"PRODUITS AUTOMOBILES LAURENTIDE INC.","935626",26/02/14,"1 037,11",,"PIÈCES ET ACCESSOIRES"
,"RICCI, TEASDALE HUISSIERS DE JUSTICE INC.","939549",20/02/14,"112,58",,"SERVICES TECHNIQUES"
,"TENAQUIP LIMITED","937312",12/02/14,"527,22",,"PIÈCES ET ACCESSOIRES"
,"TOSHIBA SOLUTION D'AFFAIRES","919261",20/02/14,"4 079,98",,"LOC. AMEUBLEMENT-ÉQUIPEMENT DE BUREAU"
,,"919262",20/02/14,"5 787,06",,"LOC. AMEUBLEMENT-ÉQUIPEMENT DE BUREAU"
,"TRAUMA-SECOURS INC.","938299",20/02/14,"106,82",,"FORMATION "
,"U. CAYOUETTE INC.","935931",11/02/14,"353,73",,"PRODUITS CHIMIQUES"
,,"939459",20/02/14,"373,23",,"PIÈCES ET ACCESSOIRES"
"LAFOND, DANIEL","ALERTE COURRIER P.M.E.","937960",18/02/14,"518,55",,"FRAIS DE POSTES"
,"DE BONS PETITS PLATS... PRET A MANGER CUISINE INC.","936752",12/02/14,"182,79",,"FRAIS DE RÉCEPTION"
,"EDUMICRO INC","938018",18/02/14,"258,24",,"FORMATION "
,"IMPRIMERIE MULTI-FORMAT","937964",18/02/14,"1 037,11",,"SERVICES TECHNIQUES"
,"LES EDITIONS YVON BLAIS INC","937965",18/02/14,"500,00",,"LIVRES - PUBLICATIONS"
,"PGVMEDIA","937966",18/02/14,"311,13",,"SERVICES TECHNIQUES"
,"L'ASSOCIATION DE TAXI DIAMOND DE MONTREAL LTEE","937763",18/02/14,"518,55",,"FRAIS DE TRANSPORT"
,"TRADUCTEURS ASSOCIES","937968",18/02/14,"207,42",,"SERVICES TECHNIQUES"
,"TRAITEUR O DELICES","936770",12/02/14,"182,53",,"FRAIS DE RÉCEPTION"
"MERCIER, JEAN","ASSOCIATION DES PROFESSIONNELS A L'OUTILLAGE MUNICIPAL (A.P.O.M.)","935247",11/02/14,"94,71",,"COTISATION PROFESSIONNELLE"
,"ASSOCIATION DES RESPONSABLES D'ESPACES VERTS DU QUEBEC (AREVQ)","937047",17/02/14,"165,94",,"FORMATION "
,"CENTRE DE TELEPHONE MOBILE LTEE","926111",13/02/14,"622,26",,"TÉLÉPHONIE"
,"COMPUGEN INC.","934401",05/02/14,"146,23",,"FOURNITURES DE BUREAU"
,"HOBAS QUEBEC","932268",05/02/14,"10 297,23",,"PIÈCES ET ACCESSOIRES"
,"KRONOS LES SYSTEMES DE POINTAGE INFORMATISES INC.","934051",05/02/14,"388,42",,"ENT.-RÉP. ÉQUIP. DE BUREAU ET INFOR."
,"MICHEL GOHIER LTEE","934549",05/02/14,"6 814,21",,"ENT.-RÉP. VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"PIVIN & DRAPEAU INC","918506",13/02/14,"3 250,35",,"ENT. REP. D'IMMEUBLES"
"MERCIER, JEAN","SERRUMAX INC","937116",13/02/14,"21,93",,"BIENS NON DURABLES"
,"SHRED-IT INTERNATIONAL INC.","938191",18/02/14,"103,71",,"SERVICES TECHNIQUES"
,"SOCIETE INTERNATIONALE D'ARBORICULTURE-QUEBEC INC. (S.I.A.Q.)","937025",17/02/14,"133,79",,"FORMATION "
,"TECHNOLOGIES METEOROLOGIQUES MET-TECH INC.","919280",18/02/14,"917,84",,"SERVICES TECHNIQUES"
,"TOSHIBA SOLUTION D'AFFAIRES","919267",21/02/14,"3 175,62",,"LOC. AMEUBLEMENT-ÉQUIPEMENT DE BUREAU"
,"YVES GRENIER TRAITEUR","935923",11/02/14,"1 850,71",,"FRAIS DE RÉCEPTION"
"PLANTE, STÉPHANE","EXPERITEC","939983",27/02/14,"12 445,28",,"SERVICES TECHNIQUES"
,"FORMA-TECH SOLUTIONS","939957",27/02/14,"16 598,90",,"FORMATION "
,"GROUPE ABS INC.","935918",10/02/14,"5 289,25",,"HONORAIRES PROFESSIONNELS"
,"INGETEC EXPERTS-CONSEILS EN BATIMENTS INC","907910",06/02/14,"7 259,74",,"HONORAIRES PROFESSIONNELS"
,"RAMCOR CONSTRUCTION INC.","910405",06/02/14,"10 205,13",,"SERVICES TECHNIQUES"
,"STENDEL + REICH ARCHITECTURE INC.","907381",06/02/14,"11 823,02",,"HONORAIRES PROFESSIONNELS"
,"TOSHIBA SOLUTION D'AFFAIRES","924035",20/02/14,"2 387,42",,"LOC. AMEUBLEMENT-ÉQUIPEMENT DE BUREAU"
"POLISENO, MARTIN","9028-3870 QUEBEC  INC.","938676",18/02/14,"1 812,71",,"ENT. REP. D'IMMEUBLES"
,"GLOCO INC.","940823",27/02/14,"94,43",,"FOURNITURES HORTICOLES"
,"MINISTRE DES FINANCES","938885",18/02/14,"175,00",,"SERVICES TECHNIQUES"
,"SECURITE LANDRY INC","866390",24/02/14,"3 490,23",,"FOURNITURES HORTICOLES"
,,"938599",18/02/14,"400,43",,"VÊTEMENT-CHAUSSURES-ACCESSOIRES"
,,"939887",24/02/14,"3 565,79",,"VÊTEMENT-CHAUSSURES-ACCESSOIRES"
,"SOCADIS INC.","938847",24/02/14,"193,00",,"LIVRES - PUBLICATIONS"
,"SOLUTIONS ALTERNATIVES ENVIRONNEMENT INC","938337",24/02/14,"513,37",,"FORMATION "
,"VACUUM NATIONAL SM INC.","941358",27/02/14,"161,50",,"SERVICES TECHNIQUES"
"REEVES, GENEVIEVE","COMPUGEN INC.","937249",12/02/14,"139,20",,"FOURNITURES DE BUREAU"
,"KERR NORTON LTD","934502",20/02/14,"175,27",,"FOURNITURES DE BUREAU"
,"SHERBROOKE-VALOIS INC.","939412",20/02/14,"2 592,77",,"PLACEMENTS MÉDIAS"
,"L'ASSOCIATION DE TAXI DIAMOND DE MONTREAL LTEE","940186",24/02/14,"2 074,21",,"FRAIS DE TRANSPORT"
"RENE, DANIELLE","ALERTE COURRIER P.M.E.","934767",06/02/14,"1 114,89",,"FRAIS DE POSTES"
,"J.B. DESCHAMPS INC.","935043",11/02/14,"18,67",,"LOC. AMEUBLEMENT-ÉQUIPEMENT DE BUREAU"
,"SERVICE D'ARBITRAGE DIANE SABOURIN INC","940440",25/02/14,"1 960,13",,"HONORAIRES PROFESSIONNELS"
"THERRIEN, MICHEL","AGENCE WEBDIFFUSION INC.","936656",12/02/14,"3 007,61",,"FORMATION "
,"AGNUS DEI  TRAITEUR","940405",27/02/14,"1 066,30",,"FRAIS DE RÉCEPTION"
,"BOO! DESIGN INC.","935785",10/02/14,"285,20",,"PUBLICATIONS MUNICIPALES - AFFICHES"
,"DE BONS PETITS PLATS... PRET A MANGER CUISINE INC.","934099",05/02/14,"224,02",,"FRAIS DE RÉCEPTION"
,"DIMENSION DPR INC.","935753",12/02/14,"129,64",,"PLACEMENTS MÉDIAS"
,"IMPART LITHO","937260",12/02/14,"7 970,17",,"SERVICES TECHNIQUES"
,"MP REPRODUCTIONS INC.","937314",14/02/14,"479,15",,"SERVICES TECHNIQUES"
,"OCTANE STRATEGIES INC.","922960",12/02/14,"637,82",,"HONORAIRES PROFESSIONNELS"
,"PAYETTE ET SIMMS INC.","924297",12/02/14,"17 481,48",,"SERVICES TECHNIQUES"
,"ROBERT DEVOST","924319",05/02/14,"10 371,07",,"PLACEMENTS MÉDIAS"
,"SERVICES AUDIO-VISUELS TECHNI-LOGIQUE INC.","929282",12/02/14,"2 820,94",,"SERVICES TECHNIQUES"
,"SOCIETE CANADIENNE DES POSTES","923419",12/02/14,"8 979,77",,"FRAIS DE POSTES"
,"L'ASSOCIATION DE TAXI DIAMOND DE MONTREAL LTEE","924011",12/02/14,"1 555,66",,"FRAIS DE TRANSPORT"
"TROTTIER, PASCAL","CPU DESIGN INC.","940217",24/02/14,"150,38",,"FOURNITURES DE BUREAU"
,"INSPEC-SOL INC","938157",17/02/14,"1 768,06",,"HONORAIRES PROFESSIONNELS"
,"MP REPRODUCTIONS INC.","940279",27/02/14,"25,93",,"SERVICES TECHNIQUES"
,"RCI ENVIRONNEMENT","934607",05/02/14,"207,42",,"SERVICES TECHNIQUES"
,"TRAFIC INNOVATION INC.","934726",05/02/14,"3 448,38",,"SERVICES TECHNIQUES"
,,,"TOTAL:","=SOMME(E11:E144)",,
