,,,,,
VILLE DE MONTRÉAL  ,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,
Listes des bons de commandes approuvés pour février 2016,,,,,
,,,,,
,,,,,
Dernier Approbateur,Nom fournisseur,Numéro bon ,Date ,Montant de ,Description
"BOUTIN, PIERRE",ENVIROSERVICES INC,1094732,02-04-16,"10 498,75   ",Service - Analyse et essai en laboratoire
,LES PAVAGES CHENAIL INC.,1094575,02-24-16,"15 748,12   ","Asphalte, bitume"
"BROUSSEAU, HELENE",CONSULTATION R&R INC,1101437,02-01-16,"342,16   ","Service - Rédaction, révision"
"CARRIER, RAYMOND",BRODART CANADA COMPAGNY,1105780,02-18-16,"84,92   ",Article de bureau
,CARR MCLEAN LIMITED,1102543,02-04-16,"303,05   ","Papier, article de papeterie"
,,1105783,02-18-16,"851,71   ",Accessoire et fourniture de décoration
,CONSEIL DES ARTS DE MONTREAL,1106049,02-19-16,"690,00   ",Inscription évènements
,CORPORATION D'URGENCES-SANTE,1104903,02-15-16,"134,80   ",Service - Transport ambulancier
,,1104911,02-15-16,"128,68   ",Service - Transport ambulancier
,,1105802,02-18-16,"132,00   ",Service - Transport ambulancier
,INTELCOM EXPRESS,1104923,02-15-16,"314,96   ","Service - Postal, messagerie"
,,1104930,02-15-16,"419,95   ","Service - Postal, messagerie"
,PLANTERRA LTEE,1105379,02-16-16,"2 286,62   ",Service - Entretien paysager
,PRODUITS SANY,1104472,02-11-16,"218,68   ",Équipement d'entretien manuel
,,1104473,02-11-16,"428,88   ",Produit et équipement d'entretien
,R.M. LEDUC & CIE INC.,1105778,02-18-16,"1 910,77   ",Matériel de bureau
,TECHNOLOGIES STAY CONNECTED INC.,1104942,02-15-16,"591,48   ",Logiciel et progiciel
"DESJARDINS, STEVE",ALERTE COURRIER P.M.E.,1102372,02-03-16,"209,97   ","Service - Postal, messagerie"
,COMPUGEN INC.,1104061,02-10-16,"576,45   ",Logiciel et progiciel
,DISCOVER COMMUNICATIONS INC,1102348,02-03-16,"10,49   ",Composante électronique
,TOSHIBA SOLUTIONS D'AFFAIRES,1103788,02-09-16,"891,35   ",Location - Photocopieur et frais de copie
"DUPLANTIE, S-ANNE",AVEC PLAISIRS TRAITEUR,1103895,02-10-16,"191,60   ",Service - Traiteur
,COMPUGEN INC.,1104853,02-15-16,"685,17   ",Ordinateur et accessoire
,NATHALIE THIBODEAU,1103798,02-09-16,"5 202,66   ",Architecte
"FRAPPIER, GENEVIEVE",CHAUSSURES BELMONT INC,1107654,02-26-16,"257,19",Bottes de travail
,CIMCO REFRIGERATION TOROMONT INDUSTRIE,1101739,02-02-16,"2 268,11","Service - Installation, gestion, entretien"
,ECOLAB,1107658,02-26-16,"315,4",Produit d'entretien ménager
,PRODUITS SANY,1107659,02-26-16,"249,67",Tapis amovible
,,1107660,02-26-16,"1 155,40",Tapis amovible
,SISCA SOLUTIONS D'AFFAIRES CANADA INC.,1107657,02-26-16,"173,23",Service - Frais d'admission pour évènement sportif
,TENAQUIP LIMITED,1101760,02-02-16,"362,16","Sel de déglaçage, abrasif"
"GAUDREAULT, SONIA",ALLIANCE QUEBECOISE DU LOISIR PUBLIC,1107656,02-26-16,"2 446,21","Service - Formation, animation d'atelier"
,ASS. DES BIBLIOTHEQUES PUBLIQUES DU QC,1101839,02-02-16,"2 283,09",Frais - Adhésion et cotisation
,ASS. QUEBECOISE DES ARENAS ET DES INSTAL. RECR.,1103014,02-05-16,"304,46",Frais - Adhésion et cotisation
,CAFE 92 DEGRES INC.,1104234,02-11-16,"570,47",Service - Traiteur
,CENTRE DE SERVICES PARTAGES DU QUEBEC,1102105,02-03-16,"13 123,44",Service - Téléphonie cellulaire
,CIMCO REFRIGERATION TOROMONT INDUSTRIE,1101601,02-01-16,"5 249,37","Service - Installation, gestion, entretien"
,COFELY SERVICES INC.,1103756,02-09-16,"3 119,70",Service - Entretien d'immeuble
,DANIEL BENOIT,1102533,02-04-16,"981,64","Service - Scénographie, éclairage et sonorisation"
,LES SOLUTIONS DE RANGEMENT PRISMA INC.,1101979,02-02-16,"3 000,02","Classeur, étagère et armoire de rangement"
,LOCATION D'AUTOS ET CAMIONS DISCOUNT,1102980,02-05-16,"19 338,69",Location - Automobile et camionnette
,SERVICE D'ENTRETIEN PRO-PRET INC.,1103275,02-08-16,276,Couvre-plancher
,TAXI-CHARGE.,1102535,02-04-16,"21,93",Service - Transport en taxi
,TRIUM MOBILIER DE BUREAU INC.,1102537,02-04-16,"1 355,56",Chaise et fauteuil ergonomique
,VIDEOTRON S.E.N.C,1103243,02-08-16,"843,47",Service - Accès internet
,,1103246,02-08-16,"843,47",Service - Accès internet
"GENDRON, DENIS",8418748 CANADA INC.,1104070,02-10-16,"4 194,25",Conseiller - Protection et contrôle de la qualité du sol
,ADONIS CONSTRUCTION ET DEMOLITION,1106946,02-24-16,"934,39",Réparation/Entretien - Porte et fenêtre
,ALERTE COURRIER P.M.E.,1105043,02-15-16,"524,94","Service - Postal, messagerie"
,"BENSACI, AMAR",1104081,02-11-16,"616,3",Frais - stationnement
,CLINIQUE DE MEDECINE INDUS. DU QC INC.,1103913,02-10-16,"4 724,44",Conseiller en santé et sécurité
,,1105009,02-15-16,"5 249,37",Conseiller en santé et sécurité
,COLLEGE LIONEL-GROULX,1104937,02-15-16,"2 099,75",Service - Formation en santé et sécurité
,CONSULTATION R&R INC,1105044,02-15-16,"117,36","Service - Rédaction, révision"
,ENSEIGNES CMD INC.,1103637,02-09-16,"1 107,62",Service - Impression
,GENIEX INC.,1107679,02-26-16,"4 094,51",Ingénieur civil - Structure de bâtiment
,GROUPE CONSEILS LACASSE-TRUDEAU INC,1103596,02-09-16,"4 719,19",Ingénieur civil - Structure de bâtiment
,GROUPE MECANO INC,1080958,02-15-16,"1 681,85",Réparation - Machine et équipement pour traitement de l'eau
,LA NOUVELLE TABLEE (1996) INC,1105059,02-15-16,"12 778,82",Location d'accessoire et fourniture de décoration
,LES CONSTRUCTIONS ARGOZY INC.,1103625,02-09-16,"3 044,64",Service - Ébénisterie
,LES ENTREPRISES DE CONSTRUCTION PROFIL INC.,1103562,02-09-16,"3 029,94",Réparation/Entretien - Porte et fenêtre
,NISSAN CANADA FINANCE,1106949,02-24-16,"2 540,05",Location - Véhicule utilitaire
,TOSHIBA DU CANADA LIMITEE,1103355,02-08-16,"2 099,75",Location - Photocopieur et frais de copie
,"TYCO FEU ET SECURITE INTEGRES CANADA, INC.",1105075,02-15-16,"866,15","Service - Agence de sécurité, gardiennage"
"LEGER, APRIL",SERVICES ENTRETIEN ALPHANET INC.,1106021,02-19-16,"1 973,32",Service - Entretien d'immeuble
"OUELLET, MARIE-CLAUDE",C.C. COPY,1105262,02-16-16,"209,97",Service - Impression
,IDENCO CANADA LTEE,1105255,02-16-16,"1 784,79",Service - Impression
,,1105265,02-16-16,"839,9",Service - Impression
,L'EMPREINTE IMPRIMERIE INC.,1104945,02-15-16,"1 259,85",Service - Impression
,MP REPRODUCTIONS INC.,1105248,02-16-16,"1 889,77",Service - Impression
,PEAUSEIDON EAU DE SOURCE NATURELLE,1107464,02-25-16,"59,99",Eau de source
,QUINCAILLERIE COTE-DES-NEIGES,1105259,02-16-16,"2 309,72",Accessoire et pièce de remplacement pour outil
,,1105266,02-16-16,"839,9",Accessoire et pièce de remplacement pour outil
"PLANTE, STÉPHANE","BOUTIN, PIERRE",1102959,02-05-16,"2 116,12",Frais - Dépenses de fonction
,MICHEL POIRIER,1087518,02-11-16,"5 564,34",Avocat
"POLISENO, MARTIN",ACKLANDS - GRAINGER INC.,1107262,02-25-16,"23,19",Équipement de protection
,CORPORATE EXPRESS CANADA INC.,1104112,02-10-16,"222,62",Filtre
,DANY TREMBLAY SOUDURE INC.,1104668,02-12-16,"6 483,85",Entrepreneur en ouvrages métalliques
,DESCHAMPS IMPRESSION INC.,1106893,02-24-16,21,Service - Impression
,EQUIPEMENTS TWIN INC.,1104664,02-12-16,"3 039,23",Équipement - Véhicule et appareil
,FASTENAL CANADA LTEE,1107258,02-25-16,"39,91",Accessoire et pièce de remplacement pour outil
,HERCULES SLR INC,1107165,02-25-16,"1 168,69",Accessoire et pièce de remplacement pour outil
,INTERNATIONAL SOCIETY OF ARBORICULTURE,1101478,02-01-16,"234,12",Frais - Inscription pour conférence
,JEAN GUGLIA & FILS ENR.,1107161,02-25-16,"1 911,64",Accessoire et pièce de remplacement pour outil
,LE GROUPE J.S.V. INC,1101752,02-02-16,"48,77",Accessoire et pièce de remplacement pour outil
,,1103312,02-08-16,"171,06",Accessoire et pièce de remplacement pour outil
,,1107261,02-25-16,"121,05",Outil manuel
,LES PUBLICATIONS DU QUEBEC,1106897,02-24-16,"86,16","Guide, brochure et affiche"
,LINDE CANADA LIMITEE,1101765,02-02-16,"826,1",Équipement de protection
,LONGUS EQUIPEMENT INC.,1107255,02-25-16,"347,83",Aménagement de véhicules
,MAGASIN MYRLANIE INC. (CANADIAN TIRE),1103550,02-09-16,"1 049,87",Accessoire et pièce de remplacement pour outil
,MAGNETO-LAVAL INC,1101755,02-02-16,"387,93",Équipement - Véhicule et appareil
,MULTI-PRESSIONS L.C. INC.,1100790,02-24-16,"822,03",Produit d'entretien
,PYGAR SALES LIMITED,1107252,02-25-16,"197,37",Outil manuel
,RENO-DEPOT,1101767,02-02-16,"3 149,62",Accessoire et pièce de remplacement pour outil
,SECURITE LANDRY INC,1103542,02-09-16,"85,05",Équipement de protection
,SERRUMAX INC,1018679,02-02-16,"23,15",Service - Serrurier
,SERVICES MATREC INC.,1043460,02-09-16,"17,99",Location de toilette chimique
,TOSHIBA DU CANADA LIMITEE,1097155,02-24-16,"364,9",Service - Impression
,UNIVERSAL FIELD SUPPLIES,1103543,02-09-16,"220,12",Accessoire vestimentaire
,VERMEER CANADA INC.,1103544,02-09-16,"250,77",Accessoire et pièce de remplacement pour outil
,,,02-09-16,"140,06",Équipement contre les chutes
"THERRIEN, MICHEL",BOO! DESIGN INC.,1103419,02-08-16,"341,21","Service - Infographie, graphisme"
,DE BONS PETITS PLATS...,1098682,02-11-16,"1 377,38",Service - Traiteur
,GESTION MFA INC.,1098707,02-22-16,"36,75",Service - Frais de transport
,,1104685,02-12-16,"3 821,54",Service - Reprographie
,JEAN BEAUDIN,1104678,02-12-16,"1 000,00",Service - Photographie
,KOPEL INC.,1104016,02-10-16,"373,62","Service - Postal, messagerie"
,MONTREAL STENCIL INC,1102324,02-03-16,"69,48",Article de bureau
,NORD OUVERT INC.,1102943,02-05-16,"1 574,81",Service - Accès aux bases de données
,PHOTO GRAPHIQUE M.F. INC,1104680,02-12-16,"335,96",Service - Photographie
,ROBERT DEVOST GRAPHISTE INC.,1103910,02-10-16,"20 997,50","Service - Infographie, graphisme"
,ROULEAUX DE PAPIER & RUBANS J.L. INC.,1107682,02-26-16,"209,77",Papier
,SOCIETE CANADIENNE DES POSTES,1102812,02-04-16,"3 730,96","Service - Postal, messagerie"
,TOSHIBA SOLUTIONS D'AFFAIRES,1104247,02-11-16,"510,23",Location - Photocopieur
,TRADUCTIONS TERRY KNOWLES INC.,1106957,02-24-16,"5 249,37","Service - Rédaction, révision"
,TRADUCTIONS TOM DONOVAN,1103399,02-08-16,"10 498,75","Service - Rédaction, révision"
"TROTTIER, PASCAL",LES PUBLICATIONS DU QUEBEC,1107537,02-26-16,"172,33","Guide, brochure et affiche"
,SERRUMAX INC,1107535,02-26-16,"10,71",Service - Serrurier
