,,,,,,
"VILLE DE MONTRÉAL  ",,,,,,
"Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce",,,,,,
"Listes des bons de commandes approuvés pour FÉVRIER 2015",,,,,,
,,,,,,
,,,,,,
,,,,,,
"Dernier Approbateur","Nom fournisseur","Numéro bon ","Date ","Montant de ",,"Description"
,"MONTREAL STENCIL INC","1026316",16/02/15,"118,06",,"BIENS NON DURABLES"
,"PRODUITS SANY INC.","1028416",25/02/15,"105,35",,"BIENS NON DURABLES"
,"SECURMAX","1027045",18/02/15,"1 060,37",,"BIENS NON DURABLES"
"GENDRON, DENIS","9028-3870 QUEBEC  INC.","1025382",11/02/15,"1 012,08",,"ENT. RÉP. - IMMEUBLES ET TERRAINS"
,,"1025398",11/02/15,"5 692,42",,"SERVICES TECHNIQUES"
,"AMEC ENVIRONNEMENT","1028023",24/02/15,"2 939,65",,"SERVICES TECHNIQUES"
,"ENVELOPPE LAURENTIDE INC","1026100",13/02/15,"374,05",,"SERVICES TECHNIQUES"
,"GROUPE SECURITE C.L.B. INC.","1025412",11/02/15,"1 259,85",,"SERVICES TECHNIQUES"
,"LES SYSTEMES D'ENTREES ASSA ABLOY CANADA","1025414",11/02/15,"308,14",,"SERVICES TECHNIQUES"
,"MAHEU ET MAHEU INC.","1025434",11/02/15,"230,97",,"SERVICES TECHNIQUES"
,"NISSAN CANADA FINANCE","1025658",12/02/15,"5 080,09",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"P RIOPEL 1993 INC","1026458",17/02/15,"9 522,36",,"BIENS NON CAPITALISÉS"
,"SECURITE INTEGREE TYCO CANADA INC.","1025436",11/02/15,"550,13",,"SERVICES TECHNIQUES"
,"SOGEVEM ASSOCIES EXPERTS-CONSEILS LTEE","1025390",11/02/15,"5 039,40",,"HONORAIRES PROFESSIONNELS"
,"TAXI-CHARGE.L'ASSOCIATION DE TAXI DIAMOND DE MONTREAL LTEE","1028204",24/02/15,"500,00",,"FRAIS DE TRANSPORT"
"GERVAIS, ROBERT","LES INDUSTRIES MC ASPHALT LTEE","1022977",03/02/15,"451,45",,"AGRÉGATS ET MATÉRIAUX DE CONSTRUCTION"
,"PRODUITS AUTOMOBILES LAURENTIDE INC.","1022876",03/02/15,"2 414,71",,"PIÈCES ET ACCESSOIRES"
,"TENAQUIP LIMITED","1026161",16/02/15,"241,47",,"PIÈCES ET ACCESSOIRES"
"LEGER, APRIL","COMPUMEDIA DESIGN ( CMD )  INC","1029326",27/02/15,"552,24",,"BIENS NON DURABLES"
"PLANTE, STÉPHANE","AGENCE WEBDIFFUSION INC.","1019250",11/02/15,"24 147,12",,"PLACEMENTS MÉDIAS"
,"ARBOUR PHOTOGRAPHE","1027441",19/02/15,"90,75",,"SERVICES TECHNIQUES"
,"BOO! DESIGN INC.","1006741",05/02/15,"2 745,42",,"PLACEMENTS MÉDIAS"
,,"1024273",06/02/15,"829,69",,"PLACEMENTS MÉDIAS"
,"CENTRE DE SERVICES PARTAGES DU QUEBEC","1024356",06/02/15,"1 259,85",,"TÉLÉPHONIE"
,,"1024359",06/02/15,"1 574,81",,"TÉLÉPHONIE"
,"COLLEGE DE BOIS-DE-BOULOGNE","1024371",06/02/15,"204,73",,"FORMATION"
,"CONFIDENTIEL DECHIQUETAGE DE DOCUMENTS INC.","1025432",11/02/15,"262,47",,"SERVICES TECHNIQUES"
,"DISTRIBUTIONS LG INC.","1028019",24/02/15,"8 399,00",,"SERVICES TECHNIQUES"
"PLANTE, STÉPHANE","GENDRON, DENIS","954439",03/02/15,"68,11",,"DÉPENSES DE FONCTION"
,"LA PRESSE LTEE","1024379",06/02/15,"202,00",,"PLACEMENTS MÉDIAS"
,"LES CONSTRUCTIONS TREMCO INC","1027439",19/02/15,"533,52",,"SERVICES TECHNIQUES"
,"LOCOMOTIVE INC.","1024377",06/02/15,"5 249,37",,"PLACEMENTS MÉDIAS"
,"TAXI-CHARGE.L'ASSOCIATION DE TAXI DIAMOND DE MONTREAL LTEE","1025659",12/02/15,"524,94",,"FRAIS DE TRANSPORT"
,"THE GAZETTE","1024276",06/02/15,"377,95",,"PLACEMENTS MÉDIAS"
,"TOSHIBA SOLUTION D'AFFAIRES","1024383",06/02/15,"4 728,64",,"LOC. AMEUBLEMENT-ÉQUIPEMENT DE BUREAU"
,,"1025433",11/02/15,"2 431,51",,"LOC. AMEUBLEMENT-ÉQUIPEMENT DE BUREAU"
,"VIDEOTRON S.E.N.C","1024274",06/02/15,"466,14",,"RADIOCOMMUNICATIONS"
"POLISENO, MARTIN","ABATTAGE D'ARBRES DES BASSE LAURENTIDES ENR. (2957-4936 QUEBEC INC.)","1024612",09/02/15,"5 356,99",,"LOC.- VÉHICULES-OUTILLAGE-ÉQUIPEMENT"
,"ABC RECREATION QUEBEC INC.","1027959",23/02/15,"486,89",,"PIÈCES ET ACCESSOIRES"
,"ASSOCIATION DES RESPONSABLES D'ESPACES VERTS DU QUEBEC (AREVQ)","1026726",17/02/15,"288,72",,"COTISATION PROFESSIONNELLE"
,"CENTRE PATRONAL DE SANTE ET SECURITE DU TRAVAIL DU QUEBEC (C P S S T Q )","1028653",25/02/15,"251,97",,"FORMATION"
,"FASTENAL CANADA LTEE","1025026",10/02/15,"419,10",,"BIENS NON CAPITALISÉS"
,,"1025043",10/02/15,"146,31",,"VÊTEMENT-CHAUSSURES-ACCESSOIRES"
,,"1026163",16/02/15,"998,14",,"BIENS NON CAPITALISÉS"
,,"1026177",16/02/15,"964,13",,"BIENS NON CAPITALISÉS"
,,"1027835",23/02/15,"194,88",,"VÊTEMENT-CHAUSSURES-ACCESSOIRES"
,"IMAGINEO INC.","1023154",03/02/15,"964,50",,"BIENS NON DURABLES"
,"JEAN GUGLIA & FILS ENR.","1027836",23/02/15,"255,75",,"BIENS NON CAPITALISÉS"
,"LES PUBLICATIONS DU QUEBEC","1026730",17/02/15,"78,22",,"LIVRES, PUBLICATIONS"
,"LES SERRES VAN MORELL INC.","1028644",25/02/15,"2 312,62",,"FOURNITURES HORTICOLES"
,"PAYSVERCO INC.","1026170",16/02/15,"818,90",,"FOURNITURES HORTICOLES"
,"SECURITE LANDRY INC","1023140",03/02/15,"85,48",,"BIENS NON CAPITALISÉS"
,,"1026178",16/02/15,"250,65",,"BIENS NON CAPITALISÉS"
,,"1026180",16/02/15,"239,80",,"VÊTEMENT-CHAUSSURES-ACCESSOIRES"
,"SECURO-VISION INC","1023644",04/02/15,"209,97",,"VÊTEMENT-CHAUSSURES-ACCESSOIRES"
,,"1023663",04/02/15,"209,97",,"VÊTEMENT-CHAUSSURES-ACCESSOIRES"
,,"1026166",16/02/15,"209,97",,"VÊTEMENT-CHAUSSURES-ACCESSOIRES"
"POLISENO, MARTIN","TECHNOFLEX","1021544",16/02/15,"89,24",,"BIENS NON DURABLES"
"REEVES, GENEVIEVE","ACTUALITES COTE-DES-NEIGES INC.","1024364",06/02/15,"8 399,00",,"PLACEMENTS MÉDIAS"
,"ALERTE COURRIER P.M.E.","1028022",24/02/15,"524,94",,"FRAIS DE POSTES"
,"BRODART CANADA COMPAGNY","1028021",24/02/15,"310,97",,"FOURNITURES DE BUREAU"
,"CENTRE DE SERVICES PARTAGES DU QUEBEC","1024365",06/02/15,"5 039,40",,"TÉLÉPHONIE"
,"LA PRESSE LTEE","1023304",04/02/15,"1 173,80",,"PLACEMENTS MÉDIAS"
,"SHERBROOKE-VALOIS INC.","1023312",04/02/15,"1 574,81",,"PLACEMENTS MÉDIAS"
,"THE GAZETTE","1028027",24/02/15,"1 247,72",,"PLACEMENTS MÉDIAS"
,"THE SUBURBAN","1023303",04/02/15,"8 399,00",,"PLACEMENTS MÉDIAS"
"RENE, DANIELLE","LES SERVICES DE COURRIER CHAMPION INC.","1023335",04/02/15,"524,94",,"FRAIS DE POSTES"
,"LOGISTIQUE DLVRD INC.","1023334",04/02/15,"524,94",,"FRAIS DE POSTES"
,"PAQUETTE & ASSOCIES, HUISSIERS DE JUSTICE","1023330",04/02/15,"274,71",,"HONORAIRES PROFESSIONNELS"
"TROTTIER, PASCAL","ASSOCIATION QUEBECOISE DU TRANSPORT & DES ROUTES (AQTR)","1027838",23/02/15,"453,55",,"FORMATION"
,,"1027956",23/02/15,"338,06",,"FORMATION"
,"COMPUGEN INC.","1025627",12/02/15,"118,95",,"FOURNITURES DE BUREAU"
,,"1027818",23/02/15,"484,55",,"FOURNITURES DE BUREAU"
,"L & T INSTRUMENT INC","1026937",18/02/15,"110,24",,"BIENS NON CAPITALISÉS"
,,,"TOTAL:","210 280,51",,
