,,,,,,
"VILLE DE MONTRÉAL  ",,,,,,
"Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce",,,,,,
"Listes des bons de commandes approuvés pour MAI 2014",,,,,,
,,,,,,
,,,,,,
,,,,,,
"Dernier Approbateur","Nom fournisseur","Numéro bon ","Date ","Montant de ",,"Description"
,"GIVESCO INC.","961937",20/05/14,"1 815,29",,"PIÈCES & ACCESSOIRES"
,,"965132",30/05/14,"479,66",,"PIÈCES & ACCESSOIRES"
,"HILTI CANADA LTEE","962431",21/05/14,"211,82",,"PIÈCES & ACCESSOIRES"
,"LES ATELIERS D'ANTOINE","954179",02/05/14,"1 805,08",,"BIENS NON DURABLES"
,"LES MAGASINS COLLINS","953742",16/05/14,"140,93",,"VÊTEMENTS-CHAUSSURES-ACCESSOIRES"
,"SERRURIER LACROIX","959366",08/05/14,"12,45",,"PIÈCES & ACCESSOIRES"
,"SOCIETE ENVIRONNEMENTALE COTE-DES-NEIGES","958820",08/05/14,"200,00",,"SERVICES TECHNIQUES"
,,"963712",27/05/14,"2 333,00",,"SERVICES TECHNIQUES"
,"TECHNOLOGIES METEOROLOGIQUES MET-TECH INC.","919280",28/05/14,"917,84",,"SERVICES TECHNIQUES"
"LAFOND, DANIEL","AVEC PLAISIRS TRAITEUR","958854",08/05/14,"3 111,32",,"FRAIS DE RÉCEPTION"
,"ORDRE DES URBANISTES DU QUEBEC.","960030",14/05/14,"360,81",,"FORMATION"
"MARKARIAN, MORIS","BETON BRUNET LTEE","959313",08/05/14,"1 068,48",,"PIÈCES & ACCESSOIRES"
,"CENTRE DE SERVICES PARTAGES DU QUEBEC","955997",01/05/14,"330,41",,"TÉLÉPHONIE"
,"CHAINES ET ELINGUES ST-PIERRE","955984",01/05/14,"2 617,79",,"PIÈCES & ACCESSOIRES"
,,"961650",16/05/14,"1 926,45",,"PIÈCES & ACCESSOIRES"
,,"965159",29/05/14,"64,37",,"ENT. RÉP. VÉH.-OUT,-ÉQUIPEMENT"
,"DESCHAMPS IMPRESSION INC.","957031",05/05/14,"22,82",,"SERVICES TECHNIQUES"
,"DISTRIBUTION BRUNET INC.","960261",13/05/14,"453,32",,"PIÈCES & ACCESSOIRES"
,"ECO-GRAFFITI INC","962533",22/05/14,"2 406,09",,"PRODUITS CHIMIQUES"
,"EQUIPEMENT NCN LTEE","963688",29/05/14,"622,26",,"PIÈCES & ACCESSOIRES"
,"GROUPE LINCORA INC","960834",16/05/14,"535,15",,"FOURNITURES DE BUREAU"
,"HERCULES SLR INC","962572",22/05/14,"1 116,40",,"PIÈCES & ACCESSOIRES"
,"MARTECH SIGNALISATION INC.","958044",06/05/14,"1 263,20",,"BIENS NON DURABLES"
,"ST-GERMAIN EGOUTS ET AQUEDUCS INC.","957800",06/05/14,"1 106,80",,"PIÈCES & ACCESSOIRES"
"MARKARIAN, MORIS","ST-GERMAIN EGOUTS ET AQUEDUCS INC.","961465",16/05/14,"4 135,71",,"PIÈCES & ACCESSOIRES"
,,"962437",22/05/14,"1 074,40",,"PIÈCES & ACCESSOIRES"
,"SUV SOUPAPES UNIVERSELLE VALVES","961450",20/05/14,"1 405,28",,"PIÈCES & ACCESSOIRES"
,"TENAQUIP LIMITED","958030",06/05/14,"597,58",,"PIÈCES & ACCESSOIRES"
,,"961343",16/05/14,"71,15",,"PIÈCES & ACCESSOIRES"
,"TRANSVRAC MONTREAL LAVAL INC.","962383",21/05/14,"8 815,41",,"SERVICES TECHNIQUES"
"PLANTE, STÉPHANE","AGENCE WEBDIFFUSION INC.","959468",09/05/14,"22 816,35",,"PLACEMENTS MÉDIAS"
,"GESTOLEX INC.","963048",28/05/14,"6 000,00",,"HONORAIRES PROFESSIONNELS"
,"LES  ENTREPRISES DANIEL ROBERT INC","958221",08/05/14,"6 226,74",,"BIENS NON DURABLES"
,"LES TERMINAUX KENMONT INC.","958389",28/05/14,"13 697,07",,"SERVICES TECHNIQUES"
,"META + FORME PAYSAGES INC.","964080",28/05/14,"1 555,66",,"HONORAIRES PROFESSIONNELS"
,"PEINTRES PROFESSIONNELS INC.","951369",08/05/14,"5 413,69",,"ENT. RÉP. IMMEUBLES ET TERRAINS"
"POLISENO, MARTIN","APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES","942923",13/05/14,"2 128,00",,"FORMATION"
,"ASS.QUE.PRODUCTEURS EN PEPINIERE","957865",05/05/14,"37,23",,"LIVRES, PUBLICATIONS"
,"DENIS LAPRISE","956289",05/05/14,"3 664,26",,"SERVICES TECHNIQUES"
,"DESCHAMPS IMPRESSION INC.","957589",05/05/14,"18,67",,"SERVICES TECHNIQUES"
,"DISTRIBUTION SPORTS LOISIRS G.P. INC.","961056",14/05/14,"203,27",,"BIENS NON DURABLES"
,"ENTREPRISE ROBERT GREEN INC","965205",29/05/14,"440,72",,"MATÉRIAUX DE CONSTRUCTION"
,"EXTERMINATION TRANS METROPOLE LTEE","960380",16/05/14,"5 185,53",,"SERVICES TECHNIQUES"
,"GRAVI T ZERO INTERNATIONAL INC.","961302",15/05/14,"3 581,68",,"PIÈCES & ACCESSOIRES"
,"INOLEC","961242",15/05/14,"98,11",,"PRODUITS CHIMIQUES"
,,"962311",21/05/14,"629,15",,"BIENS NON CAPITALISÉS"
,,"965191",29/05/14,"102,62",,"PIÈCES & ACCESSOIRES"
,"PEPINIERE A. MUCCI INC.","964578",28/05/14,"5 185,53",,"TERRE"
,"RENO-DEPOT","961847",20/05/14,"3 111,32",,"BIENS NON DURABLES"
,"SECURITE LANDRY INC","962271",21/05/14,"1 631,83",,"VÊTEMENTS-CHAUSSURES-ACCESSOIRES"
,"SERVICES MATREC INC.","956642",02/05/14,"622,26",,"LOC. VÉHICULES-OUTILLAGE-EQUIPEMENT"
,,"956657",02/05/14,"622,26",,"LOC. VÉHICULES-OUTILLAGE-EQUIPEMENT"
,,"956667",02/05/14,"622,26",,"LOC. VÉHICULES-OUTILLAGE-EQUIPEMENT"
"POLISENO, MARTIN","SERVICES MATREC INC.","956678",02/05/14,"622,26",,"LOC. VÉHICULES-OUTILLAGE-EQUIPEMENT"
,,"956684",02/05/14,"622,26",,"LOC. VÉHICULES-OUTILLAGE-EQUIPEMENT"
,,"956707",02/05/14,"622,26",,"LOC. VÉHICULES-OUTILLAGE-EQUIPEMENT"
,"STINSON EQUIPMENT (QUEBEC) INC.","964445",28/05/14,"212,25",,"ENT. RÉP. VÉH.-OUT,-ÉQUIPEMENT"
,"TESSIER RECREO-PARC INC","962334",21/05/14,"684,49",,"PIÈCES & ACCESSOIRES"
,,"964636",28/05/14,"469,81",,"PIÈCES & ACCESSOIRES"
,"WOLSELEY CANADA INC","961392",16/05/14,"4 305,72",,"PIÈCES & ACCESSOIRES"
,,"962302",21/05/14,"225,05",,"PIÈCES & ACCESSOIRES"
,,"964453",28/05/14,"3 064,16",,"PIÈCES & ACCESSOIRES"
,,"965176",29/05/14,"984,63",,"PIÈCES & ACCESSOIRES"
"REEVES, GENEVIEVE","ACTUALITES COTE-DES-NEIGES INC.","964376",28/05/14,"8 296,86",,"PLACEMENTS MÉDIAS"
,"DISCOVER COMMUNICATIONS INC","963949",27/05/14,"12,96",,"TÉLÉPHONIE"
,"SOLUTIONS DOCUMENTAIRES GESTAR INC.","964390",28/05/14,"1 131,48",,"HONORAIRES PROFESSIONNELS"
,"WOLTERS KLUWER QUEBEC LTEE","960971",15/05/14,"377,00",,"LIVRES, PUBLICATIONS"
"RENE, DANIELLE","CENTRE PATRONAL DE SANTE ET SECURITE DU TRAVAIL DU QUEBEC (C P S S T Q )","958864",08/05/14,"1 037,11",,"FORMATION"
,"GROUPE MP PLUS","963478",26/05/14,"383,72",,"FORMATION"
,"LES EDITIONS YVON BLAIS INC","962046",22/05/14,"146,95",,"LIVRES, PUBLICATIONS"
,"MONTREAL STENCIL INC","960874",14/05/14,"42,97",,"HONORAIRES PROFESSIONNELS"
,"MORNEAU SHEPELL LTD.","956950",01/05/14,"1 026,00",,"HONORAIRES PROFESSIONNELS"
,"TOSHIBA SOLUTION D'AFFAIRES","928508",14/05/14,"1 140,81",,"LOCATION AMEUBLEMENT-EQUIP. BUREAU"
"THERRIEN, MICHEL","BOO! DESIGN INC.","959219",08/05/14,"643,01",,"SERVICES TECHNIQUES"
,,"961459",21/05/14,"772,64",,"SERVICES TECHNIQUES"
,,"963540",27/05/14,"648,19",,"SERVICES TECHNIQUES"
,,"963558",27/05/14,"145,19",,"SERVICES TECHNIQUES"
,"CNW-TELBEC INC","951711",08/05/14,"220,63",,"PLACEMENTS MÉDIAS"
,"L.L. LOZEAU LTEE.","957292",02/05/14,"369,83",,"SERVICES TECHNIQUES"
,"LOCOMOTIVE INC.","960765",14/05/14,"10 371,07",,"PLACEMENTS MÉDIAS"
,"PRODUCTIONS SOCIETE DIGITALE INC.","960290",14/05/14,"217,79",,"BIENS NON CAPITALISÉS"
,"SHERBROOKE-VALOIS INC.","963024",27/05/14,"357,80",,"SERVICES TECHNIQUES"
"THERRIEN, MICHEL","TRANS-FORM EXACT","958144",14/05/14,"497,81",,"SERVICES TECHNIQUES"
"TROTTIER, PASCAL","CIMA +","962011",20/05/14,"5 194,87",,"SERVICES TECHNIQUES"
,"COMPUGEN INC.","955856",01/05/14,"1 093,96",,"ENT. RÉP. -AMEUBL. & ÉQUIP. DE BUREAU"
,"ENSEIGNE PLEXISIGN INC.","963163",26/05/14,"456,33",,"SERVICES TECHNIQUES"
,"LES SERVICES EXP INC.","963965",27/05/14,"3 026,28",,"SERVICES TECHNIQUES"
,"L.L. LOZEAU LTEE.","956931",01/05/14,"117,30",,"BIENS NON CAPITALISÉS"
,,"959588",09/05/14,"10,14",,"BIENS NON DURABLES"
,,"964749",29/05/14,"119,49",,"BIENS NON DURABLES"
,"LOCATION D'AUTOS ET CAMIONS DISCOUNT","948267",22/05/14,"1 472,71",,"LOC. VÉHICULES-OUTILLAGE-EQUIPEMENT"
,"NORTH-LINE CANADA LTD","963694",27/05/14,"4 103,00",,"BIENS NON CAPITALISÉS"
,"TRAFFIC LOGIX","956190",01/05/14,"3 370,60",,"SERVICES TECHNIQUES"
,,"961352",15/05/14,"674,12",,"PIÈCES & ACCESSOIRES"
,,,"TOTAL:","=SOMME(E11:E167)",,
