NUMEROTATION,TYPE_SOINS,REGION_RESIDENCE,NB_JRS_HOSPIT--REG_TRAITEMENT_01,NB_JRS_HOSPIT--REG_TRAITEMENT_02,NB_JRS_HOSPIT--REG_TRAITEMENT_03,NB_JRS_HOSPIT--REG_TRAITEMENT_04,NB_JRS_HOSPIT--REG_TRAITEMENT_05,NB_JRS_HOSPIT--REG_TRAITEMENT_06,NB_JRS_HOSPIT--REG_TRAITEMENT_07,NB_JRS_HOSPIT--REG_TRAITEMENT_08,NB_JRS_HOSPIT--REG_TRAITEMENT_09,NB_JRS_HOSPIT--REG_TRAITEMENT_10,NB_JRS_HOSPIT--REG_TRAITEMENT_11,NB_JRS_HOSPIT--REG_TRAITEMENT_12,NB_JRS_HOSPIT--REG_TRAITEMENT_13,NB_JRS_HOSPIT--REG_TRAITEMENT_14,NB_JRS_HOSPIT--REG_TRAITEMENT_15,NB_JRS_HOSPIT--REG_TRAITEMENT_16,NB_JRS_HOSPIT--REG_TRAITEMENT_17,NB_JRS_HOSPIT--REG_TRAITEMENT_18,NB_JRS_HOSPIT--TOT_ REG_RESIDENCE,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
11,Soins physiques et psychiatriques de courte durée,11--Gaspésie - Îles-de-la-Madeleine,3711,40,14142,13,44,1790,2,0,35,0,65696,312,72,211,5,302,0,0,86375,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
12,Soins physiques et psychiatriques de courte durée,12--Chaudière-Appalaches,839,180,49052,584,1926,3574,6,24,16,4,88,192479,17,37,48,164,0,0,249038,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
13,Soins physiques et psychiatriques de courte durée,13--Laval,17,113,188,64,50,136567,31,23,15,0,22,35,180979,1397,8313,693,0,0,328507,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
14,Soins physiques et psychiatriques de courte durée,14--Lanaudière,63,325,271,2579,225,67712,59,13,23,0,64,44,11794,233697,13498,930,0,0,331297,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
15,Soins physiques et psychiatriques de courte durée,15--Laurentides,66,421,234,209,297,82167,888,67,25,5,30,29,18937,2666,291681,961,0,0,398683,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
16,Soins physiques et psychiatriques de courte durée,16--Montérégie,176,794,1263,2892,21773,229702,239,101,48,4,153,156,960,857,766,809467,0,0,1069351,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
17,Soins physiques et psychiatriques de courte durée,Non-Attribuée,426,163,5332,250,1000,20552,949,236,162,25,218,158,302,261,420,1321,7,1,31783,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
18,Soins physiques et psychiatriques de courte durée,Total région de traitement,141449,227427,757879,356232,270883,2490662,247150,121166,85466,8527,66646,200383,225142,249538,318831,827772,7198,3294,6605645,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
19,Soins en chirurgie d'un jour,01--Bas-Saint-Laurent,9772,5,567,14,11,70,1,1,3,0,51,258,0,0,6,10,0,,10769,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
20,Soins en chirurgie d'un jour,02--Saguenay - Lac-Saint-Jean,1,15604,752,1,7,118,0,2,1,0,0,40,1,1,3,8,0,,16539,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
21,Soins en chirurgie d'un jour,03--Capitale-Nationale,32,57,30204,148,34,145,6,4,12,0,6,1463,3,6,3,34,0,,32157,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
22,Soins en chirurgie d'un jour,04--Mauricie et Centre-du-Québec,5,235,1265,24931,595,695,5,1,1,0,0,219,14,86,19,460,0,,28531,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
23,Soins en chirurgie d'un jour,05--Estrie,2,1,96,731,13664,286,2,2,0,0,0,369,7,1,5,471,0,,15637,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
24,Soins en chirurgie d'un jour,06--Montréal,7,8,109,52,58,65691,18,6,2,1,3,16,704,1038,352,1392,0,,69457,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
25,Soins en chirurgie d'un jour,07--Outaouais,2,3,11,13,10,625,17935,16,0,1,1,49,10,9,143,43,0,,18871,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
26,Soins en chirurgie d'un jour,08--Abitibi-Témiscamingue,1,3,19,8,8,415,86,7671,2,1,0,3,2,3,3,12,0,,8237,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
27,Soins en chirurgie d'un jour,09--Côte-Nord,18,255,607,11,3,52,3,1,4489,0,1,24,1,1,2,1,0,,5469,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
28,Soins en chirurgie d'un jour,10  17 et 18,0,347,37,1,1,430,7,648,0,520,0,5,0,1,2,2,376,,2377,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
29,Soins en chirurgie d'un jour,11--Gaspésie - Îles-de-la-Madeleine,578,1,322,11,8,67,5,0,1,0,3889,25,2,2,7,8,0,,4926,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
30,Soins en chirurgie d'un jour,12--Chaudière-Appalaches,80,4,4100,145,245,106,5,3,3,1,0,16253,3,2,3,44,0,,20997,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
31,Soins en chirurgie d'un jour,13--Laval,2,4,18,13,14,8762,4,1,0,0,0,5,5276,208,859,158,0,,15324,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
32,Soins en chirurgie d'un jour,14--Lanaudière,2,9,54,242,18,6015,7,6,3,1,1,14,1174,13142,1304,426,0,,22418,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
33,Soins en chirurgie d'un jour,15--Laurentides,3,8,47,20,34,5686,193,10,1,0,0,12,1775,375,15217,227,0,,23608,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
34,Soins en chirurgie d'un jour,16--Montérégie,18,9,142,585,875,17062,24,6,5,0,5,40,117,151,163,52618,0,,71820,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
35,Soins en chirurgie d'un jour,Non-Attribuée,73,5,208,10,38,419,94,14,2,0,6,14,5,4,11,43,0,,946,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
36,Soins en chirurgie d'un jour,Total région de traitement,10596,16558,38558,26936,15623,106644,18395,8392,4525,525,3963,18809,9094,15030,18102,55957,376,,368083,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
37,Soins post-mortem,01--Bas-Saint-Laurent,,0,4,,,0,,,,,,,,,,,,,4,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
38,Soins post-mortem,02--Saguenay - Lac-Saint-Jean,,14,3,,,0,,,,,,,,,,,,,17,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
39,Soins post-mortem,03--Capitale-Nationale,,0,16,,,0,,,,,,,,,,,,,16,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
40,Soins post-mortem,04--Mauricie et Centre-du-Québec,,0,5,,,20,,,,,,,,,,,,,25,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
41,Soins post-mortem,06--Montréal,,0,0,,,40,,,,,,,,,,,,,40,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
42,Soins post-mortem,07--Outaouais,,0,0,,,12,,,,,,,,,,,,,12,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
43,Soins post-mortem,08--Abitibi-Témiscamingue,,0,0,,,7,,,,,,,,,,,,,7,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
44,Soins post-mortem,09--Côte-Nord,,0,3,,,0,,,,,,,,,,,,,3,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
45,Soins post-mortem,10  17 et 18,,0,2,,,0,,,,,,,,,,,,,2,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
46,Soins post-mortem,11--Gaspésie - Îles-de-la-Madeleine,,0,2,,,0,,,,,,,,,,,,,2,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
47,Soins post-mortem,12--Chaudière-Appalaches,,0,17,,,0,,,,,,,,,,,,,17,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
48,Soins post-mortem,13--Laval,,0,0,,,7,,,,,,,,,,,,,7,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
49,Soins post-mortem,14--Lanaudière,,0,0,,,17,,,,,,,,,,,,,17,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
50,Soins post-mortem,15--Laurentides,,0,0,,,31,,,,,,,,,,,,,31,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
51,Soins post-mortem,16--Montérégie,,0,2,,,44,,,,,,,,,,,,,46,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
52,Soins post-mortem,Total région de traitement,,14,54,,,178,,,,,,,,,,,,,246,S14 — Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
