NUMEROTATION,TYPE_SOINS,REGION_RESIDENCE,NB_JRS_HOSPIT--REG_TRAITEMENT_01,NB_JRS_HOSPIT--REG_TRAITEMENT_02,NB_JRS_HOSPIT--REG_TRAITEMENT_03,NB_JRS_HOSPIT--REG_TRAITEMENT_04,NB_JRS_HOSPIT--REG_TRAITEMENT_05,NB_JRS_HOSPIT--REG_TRAITEMENT_06,NB_JRS_HOSPIT--REG_TRAITEMENT_07,NB_JRS_HOSPIT--REG_TRAITEMENT_08,NB_JRS_HOSPIT--REG_TRAITEMENT_09,NB_JRS_HOSPIT--REG_TRAITEMENT_10,NB_JRS_HOSPIT--REG_TRAITEMENT_11,NB_JRS_HOSPIT--REG_TRAITEMENT_12,NB_JRS_HOSPIT--REG_TRAITEMENT_13,NB_JRS_HOSPIT--REG_TRAITEMENT_14,NB_JRS_HOSPIT--REG_TRAITEMENT_15,NB_JRS_HOSPIT--REG_TRAITEMENT_16,NB_JRS_HOSPIT--REG_TRAITEMENT_17,NB_JRS_HOSPIT--REG_TRAITEMENT_18,NB_JRS_HOSPIT--TOT_ REG_RESIDENCE,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
24,Soins en chirurgie d'un jour,06--Montréal,9,16,87,50,50,69583,18,6,2,1,6,15,767,1063,390,1784,0,,73847,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
25,Soins en chirurgie d'un jour,07--Outaouais,1,3,29,23,6,588,17413,21,0,0,2,87,15,13,155,36,0,,18392,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
26,Soins en chirurgie d'un jour,08--Abitibi-Témiscamingue,2,3,15,3,9,347,20,7371,1,0,0,1,11,0,34,13,0,,7830,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
27,Soins en chirurgie d'un jour,09--Côte-Nord,43,231,588,5,5,55,1,0,4397,0,1,57,0,0,2,8,0,,5393,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
28,Soins en chirurgie d'un jour,10  17 et 18,1,227,41,0,4,430,2,541,0,484,0,7,0,0,9,1,271,,2018,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
29,Soins en chirurgie d'un jour,11--Gaspésie - Îles-de-la-Madeleine,557,2,408,7,7,106,0,0,2,0,3409,31,4,1,3,16,0,,4553,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
30,Soins en chirurgie d'un jour,12--Chaudière-Appalaches,148,4,4774,196,200,63,0,5,1,0,2,17312,3,3,4,17,0,,22732,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
31,Soins en chirurgie d'un jour,13--Laval,0,3,14,9,10,8961,4,1,1,0,0,4,6034,209,1215,151,0,,16616,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
32,Soins en chirurgie d'un jour,14--Lanaudière,5,5,67,174,18,6621,3,5,0,0,2,14,1498,11744,1489,349,0,,21994,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
33,Soins en chirurgie d'un jour,15--Laurentides,7,5,42,38,19,5943,126,11,0,1,1,17,2163,291,18613,241,0,,27518,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
34,Soins en chirurgie d'un jour,16--Montérégie,19,15,102,428,737,19298,17,7,1,0,3,40,161,147,178,50669,0,,71822,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
35,Soins en chirurgie d'un jour,Non-Attribuée,63,9,173,8,35,540,136,15,4,0,10,9,4,4,18,32,0,,1060,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
36,Soins en chirurgie d'un jour,Total région de traitement,11258,16120,42701,25970,14076,115082,17755,7990,4428,492,3495,19674,10687,13542,22172,54188,271,,379901,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
37,Soins post-mortem,01--Bas-Saint-Laurent,,,1,,,0,,,,,,,,,,,,,1,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
38,Soins post-mortem,02--Saguenay - Lac-Saint-Jean,,,1,,,1,,,,,,,,,,,,,2,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
39,Soins post-mortem,03--Capitale-Nationale,,,17,,,0,,,,,,,,,,,,,17,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
40,Soins post-mortem,04--Mauricie et Centre-du-Québec,,,0,,,12,,,,,,,,,,,,,12,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
41,Soins post-mortem,05--Estrie,,,0,,,1,,,,,,,,,,,,,1,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
42,Soins post-mortem,06--Montréal,,,1,,,16,,,,,,,,,,,,,17,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
43,Soins post-mortem,07--Outaouais,,,0,,,3,,,,,,,,,,,,,3,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
44,Soins post-mortem,08--Abitibi-Témiscamingue,,,0,,,2,,,,,,,,,,,,,2,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
45,Soins post-mortem,09--Côte-Nord,,,3,,,0,,,,,,,,,,,,,3,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
46,Soins post-mortem,11--Gaspésie - Îles-de-la-Madeleine,,,2,,,0,,,,,,,,,,,,,2,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
47,Soins post-mortem,12--Chaudière-Appalaches,,,11,,,0,,,,,,,,,,,,,11,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
48,Soins post-mortem,13--Laval,,,0,,,8,,,,,,,,,,,,,8,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
49,Soins post-mortem,14--Lanaudière,,,0,,,5,,,,,,,,,,,,,5,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
50,Soins post-mortem,15--Laurentides,,,0,,,5,,,,,,,,,,,,,5,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
51,Soins post-mortem,16--Montérégie,,,0,,,14,,,,,,,,,,,,,14,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
52,Soins post-mortem,Total région de traitement,,,36,,,67,,,,,,,,,,,,,103,S14--Mobilité interrégionale de la clientèle hospitalière. Répartition des jours d'hospitalisation selon la région de traitement et la région de résidence,, 3 octobre 2012
