cod_geo,nom_organisme,desi_org,cod_mrc,nom_mrc,cod_cm,nom_cm,no_reg,desc_reg,type_org,population,no_occur,CPAAA00036,CPAAX00036,CPALX00036,LPAAA00036,LPAAX00036,LPALX00036,CPAAA01777,CPAAB01777,CPAAC01777,CPALA01777,CPALB01777,CPALC01777,LPAAX01777,LPALX01777
02028,Chandler,V,AR020,Le Rocher-Percé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,7419,1,,,400656,,,v-251-2022 v-236-2011 v-156-2013 v-181-2015 v-222-2019 asphaltage2022,,,,,,,,
02047,Port-Daniel–Gascons,M,AR020,Le Rocher-Percé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2300,1,,,,,,,,,,4392500,7 - autres (préciser),Par unité,,Aqueduc Gascons
02047,Port-Daniel–Gascons,M,AR020,Le Rocher-Percé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2300,2,,,,,,,,,,580300,7 - autres (préciser),Par unité,,Recherche en eau - Gascons
02047,Port-Daniel–Gascons,M,AR020,Le Rocher-Percé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2300,3,,,,,,,,,,3500000,7 - autres (préciser),Par unité,,Matières résiduelles ICI et multi log
02047,Port-Daniel–Gascons,M,AR020,Le Rocher-Percé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2300,4,,,,,,,,,,100000,7 - autres (préciser),Par unité,,Service CLSC et Aréna
03005,Gaspé,V,AR030,La Côte-de-Gaspé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,15137,1,,,665175,,,Collecte boue fosse septique,,,,1750000,4 - tarif fixe (compensation),,,Boue fosse septique
03020,Grande-Vallée,M,AR030,La Côte-de-Gaspé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,1069,,,,,,,,,,,,,,,
04005,Sainte-Madeleine-de-la-Rivière-Madeleine,M,AR040,La Haute-Gaspésie,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,290,,,,,,,,,,,,,,,
04010,Saint-Maxime-du-Mont-Louis,M,AR040,La Haute-Gaspésie,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,1046,1,,,,,,,,,,1880000,7 - autres (préciser),Par unité,,Eau secteur Mont-Louis
04010,Saint-Maxime-du-Mont-Louis,M,AR040,La Haute-Gaspésie,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,1046,2,,,,,,,,,,1030000,7 - autres (préciser),Par unité,,Egout secteur Mont-Louis
04010,Saint-Maxime-du-Mont-Louis,M,AR040,La Haute-Gaspésie,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,1046,3,,,,,,,,,,2300000,7 - autres (préciser),Par unité,,TEU secteur Mont-Louis
04010,Saint-Maxime-du-Mont-Louis,M,AR040,La Haute-Gaspésie,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,1046,4,,,,,,,,,,1550000,7 - autres (préciser),Par unité,,Eau secteur Gros-Morne
04010,Saint-Maxime-du-Mont-Louis,M,AR040,La Haute-Gaspésie,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,1046,5,,,,,,,,,,4260000,7 - autres (préciser),Par unité,,Matières résiduelles
04020,Rivière-à-Claude,M,AR040,La Haute-Gaspésie,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,151,1,,,0,,,,,,,,,,,
04037,Sainte-Anne-des-Monts,V,AR040,La Haute-Gaspésie,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,6090,,,,,,,,,,,,,,,
04047,Cap-Chat,V,AR040,La Haute-Gaspésie,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2573,,,,,,,,,,,,,,,
05015,Saint-Godefroi,CT,AR050,Bonaventure,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,366,,,,,,,,,,,,,,,
05020,Hope Town,M,AR050,Bonaventure,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,335,1,,,9154,,,Recyclage,,,,460000,4 - tarif fixe (compensation),Taux à la porte,,Recyclage
05025,Hope,CT,AR050,Bonaventure,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,601,1,,,14252,,,Récupération,,,,,,,,
05050,Saint-Elzéar,M,AR050,Bonaventure,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,464,,,,,,,,,,,,,,,
05055,Saint-Siméon,P,AR050,Bonaventure,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,1190,1,,,,,,,,,,1230000,4 - tarif fixe (compensation),,,Assainissement des eaux
05055,Saint-Siméon,P,AR050,Bonaventure,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,1190,2,,,,,,,,,,900000,4 - tarif fixe (compensation),,,Récupération
05065,Saint-Alphonse,M,AR050,Bonaventure,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,723,,,,,,,,,,,,,,,
05070,New Richmond,V,AR050,Bonaventure,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,3806,1,,,9750,,,Unité d'entreposage,,,,1125,1 - du 100 $ d'évaluation,,,Taxe spéciale aqueduc et égout
05070,New Richmond,V,AR050,Bonaventure,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,3806,2,,,,,,,,,,20000000,4 - tarif fixe (compensation),,,Service de la dette
05070,New Richmond,V,AR050,Bonaventure,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,3806,3,,,,,,,,,,1200000,4 - tarif fixe (compensation),,,Unité d'entrepôt
05070,New Richmond,V,AR050,Bonaventure,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,3806,4,,,,,,,,,,1080,1 - du 100 $ d'évaluation,,,Taxe pour le développement durable
05077,Cascapédia–Saint-Jules,M,AR050,Bonaventure,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,767,1,,,,,,,,,,600000,4 - tarif fixe (compensation),,,Recyclage
06005,Maria,M,AR060,Avignon,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2728,1,,,,,,,,,,94700,3 - du mètre linéaire,Règlement n°555-20,,Taxes de secteur aqueduc et égout
06005,Maria,M,AR060,Avignon,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2728,2,,,,,,,,,,125600,3 - du mètre linéaire,Règlement n°502-15,,Taxes de secteur aqueduc et égout
06005,Maria,M,AR060,Avignon,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2728,3,,,,,,,,,,147800,3 - du mètre linéaire,Règlement n°429-06,,Taxes de secteur aqueduc et égout
06030,Pointe-à-la-Croix,M,AR060,Avignon,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,1316,1,,,,,,,,,,280,1 - du 100 $ d'évaluation,,,Camion auto-pompe
06035,Ristigouche-Partie-Sud-Est,CT,AR060,Avignon,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,169,1,,,,,,Sécurité incendie,,,,640000,7 - autres (préciser),par site de camping saisonnier,,Sécurité incendie
06040,Saint-André-de-Restigouche,M,AR060,Avignon,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,147,,,,,,,,,,,,,,,
06045,Matapédia,M,AR060,Avignon,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,561,1,,,,,,,,,,3356600,,,,taxe normalisation - opération
06045,Matapédia,M,AR060,Avignon,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,561,2,,,,,,,,,,4512700,,,,taxe développement aqueduc
06045,Matapédia,M,AR060,Avignon,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,561,3,,,,,,,,,,2390200,,,,taxe normalisation - serv dette
06045,Matapédia,M,AR060,Avignon,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,561,4,,,,,,,,,,3314300,,,,taxes assainissement - opération
06045,Matapédia,M,AR060,Avignon,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,561,5,,,,,,,,,,1384,1 - du 100 $ d'évaluation,,,taxe mise aux normes - aqueduc
06045,Matapédia,M,AR060,Avignon,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,561,6,,,,,,,,,,1382,1 - du 100 $ d'évaluation,,,taxe mise aux norme - égout
06055,Saint-François-d'Assise,M,AR060,Avignon,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,655,1,,,,,,,,,,1050000,4 - tarif fixe (compensation),,,Règlement 228-07
07005,Sainte-Marguerite-Marie,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,186,,,,,,,,,,,,,,,
07010,Sainte-Florence,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,350,1,,,,,,,,,,1970,1 - du 100 $ d'évaluation,,,Règlement #04-2012 et #2017-03
07010,Sainte-Florence,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,350,2,,,,,,,,,,390,1 - du 100 $ d'évaluation,,,Règlement #04-2015 et 05-2015
07010,Sainte-Florence,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,350,3,,,,,,,,,,840,1 - du 100 $ d'évaluation,,, Règlement #09-2017
07010,Sainte-Florence,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,350,4,,,,,,,,,,170,1 - du 100 $ d'évaluation,,,Règlement #2020-08
07018,Causapscal,V,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,2146,1,,,,,,,,,,1300000,4 - tarif fixe (compensation),,,Vidange fosse septiques
07025,Albertville,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,266,,,,,,,,,,,,,,,
07030,Saint-Léon-le-Grand,P,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,973,,,,,,,,,,,,,,,
07035,Saint-Zénon-du-Lac-Humqui,P,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,366,,,,,,,,,,,,,,,
07040,Sainte-Irène,P,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,407,1,,,,,,,,,,3610000,4 - tarif fixe (compensation),,,AQUEDUC - secteur Val-d'Irène 
07040,Sainte-Irène,P,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,407,2,,,,,,,,,,560000,4 - tarif fixe (compensation),,,TEU - Reg.293-2016
07040,Sainte-Irène,P,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,407,3,,,,,,,,,,1110000,4 - tarif fixe (compensation),,,TEU - Reg 296-2016
07047,Amqui,V,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,6129,,,,,,,,,,,,,,,
07057,Lac-au-Saumon,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,1480,,,,,,,,,,,,,,,
07065,Saint-Alexandre-des-Lacs,P,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,305,,,,,,,,,,,,,,,
07075,Saint-Vianney,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,434,1,,,,,,,,,,965900,4 - tarif fixe (compensation),,,"TAXE SPÉCIALE ENSEMBLE RÉSEAU EAU, ÉGOÛT"
07075,Saint-Vianney,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,434,2,,,,,,,,,,197500,4 - tarif fixe (compensation),,,TERRAINS VACANTS EAU-SECTEUR ROUTE 195
07075,Saint-Vianney,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,434,3,,,,,,,,,,3100000,4 - tarif fixe (compensation),,,TAXE SECTEUR ÉGOÛT-ROUTE 195
07075,Saint-Vianney,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,434,4,,,,,,,,,,5080000,4 - tarif fixe (compensation),,,TAXE DE SECTEUR EAU ET ÉGOÛT-ROUTE 195
07075,Saint-Vianney,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,434,5,,,,,,,,,,1975000,4 - tarif fixe (compensation),,,TAXE DE SECTEUR EAU-ROUTE 195
07075,Saint-Vianney,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,434,6,,,,,,,,,,508000,4 - tarif fixe (compensation),,,TERRAINS VACANTS EAU ET ÉGOÛT-ROUTE 195
07075,Saint-Vianney,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,434,7,,,,,,,,,,5190600,4 - tarif fixe (compensation),,,CENTRALE ET RUE DU PARC - EAU ET ÉGOUT
07075,Saint-Vianney,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,434,8,,,,,,,,,,763100,4 - tarif fixe (compensation),,,CENTRALE ET RUE DU PARC - ENSEMB. RESEAU
07075,Saint-Vianney,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,434,9,,,,,,,,,,2725300,4 - tarif fixe (compensation),,,CENTRALE ET RUE DU PARC - ENSEMB.VOIRIE
07080,Val-Brillant,M,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,925,1,,,3000,,,Compensation roulottes,,,,5000000,4 - tarif fixe (compensation),,,Roulotte
07095,Saint-Moïse,P,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,551,,,,,,,,,,,,,,,
07100,Saint-Noël,VL,AR070,La Matapédia,,,1,Bas-Saint-Laurent,Municipalité locale,385,,,,,,,,,,,,,,,
08053,Matane,V,AR080,La Matanie,,,1,Bas-Saint-Laurent,Municipalité locale,14316,1,,,142102,,,Ramonage des cheminées,,,,567500,4 - tarif fixe (compensation),,,Ramonage des cheminées
08053,Matane,V,AR080,La Matanie,,,1,Bas-Saint-Laurent,Municipalité locale,14316,2,,,166322,,,Vidange des fosses septiques,,,,778600,4 - tarif fixe (compensation),,,Taxe dette aqueduc-égout Matane
08053,Matane,V,AR080,La Matanie,,,1,Bas-Saint-Laurent,Municipalité locale,14316,3,,,,,,,,,,404100,4 - tarif fixe (compensation),,,Taxe dette aqueduc-égout St-Jérôme
08053,Matane,V,AR080,La Matanie,,,1,Bas-Saint-Laurent,Municipalité locale,14316,4,,,,,,,,,,2086000,4 - tarif fixe (compensation),,,Taxe dette aqueduc-égout St-Luc
08053,Matane,V,AR080,La Matanie,,,1,Bas-Saint-Laurent,Municipalité locale,14316,5,,,,,,,,,,715600,4 - tarif fixe (compensation),,,Taxe dette aqueduc-égout Petit-Matane
08053,Matane,V,AR080,La Matanie,,,1,Bas-Saint-Laurent,Municipalité locale,14316,6,,,,,,,,,,9600,7 - autres (préciser),Tarif au mètre cube,,Compteur d'eau
08053,Matane,V,AR080,La Matanie,,,1,Bas-Saint-Laurent,Municipalité locale,14316,7,,,,,,,,,,1530000,4 - tarif fixe (compensation),"Tarif annuel, vid. aux 2 ans",,Vidange des fosses septiques (maisons)
08053,Matane,V,AR080,La Matanie,,,1,Bas-Saint-Laurent,Municipalité locale,14316,8,,,,,,,,,,2080000,4 - tarif fixe (compensation),"Tarif annuel, vid. aux 4 ans",,Vidange des fosses septiques (chalets)
08053,Matane,V,AR080,La Matanie,,,1,Bas-Saint-Laurent,Municipalité locale,14316,9,,,,,,,,,,158700,3 - du mètre linéaire,,,Taxe dette aqueduc Petit-Matane
08080,Baie-des-Sables,M,AR080,La Matanie,,,1,Bas-Saint-Laurent,Municipalité locale,620,1,,,5275,,,Vidange des boues municipales,,,,1260000,4 - tarif fixe (compensation),Unité,,Dette secteur aqueduc (31.87%)
08080,Baie-des-Sables,M,AR080,La Matanie,,,1,Bas-Saint-Laurent,Municipalité locale,620,2,,,16950,,,Vidange des boues de fosses septiques,,,,1330000,4 - tarif fixe (compensation),Unité,,Dette secteur égout (31.87%)
08080,Baie-des-Sables,M,AR080,La Matanie,,,1,Bas-Saint-Laurent,Municipalité locale,620,3,,,,,,,,,,15600,3 - du mètre linéaire,Frontage,,Dette secteur aqueduc (10.63%)
08080,Baie-des-Sables,M,AR080,La Matanie,,,1,Bas-Saint-Laurent,Municipalité locale,620,4,,,,,,,,,,18600,3 - du mètre linéaire,Frontage,,Dette secteur égout (10.63%)
08080,Baie-des-Sables,M,AR080,La Matanie,,,1,Bas-Saint-Laurent,Municipalité locale,620,5,,,,,,,,,,1000000,4 - tarif fixe (compensation),Unité,,Boues de fosses septiques
09025,Saint-Gabriel-de-Rimouski,M,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,1233,,,,,,,,,,,,,,,
09030,Saint-Donat,P,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,876,,,,,,,,,,,,,,,
09035,Sainte-Angèle-de-Mérici,M,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,1046,,,,,,,,,,,,,,,
09060,Grand-Métis,M,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,212,,,,,,,,,,,,,,,
09065,Price,VL,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,1714,,,,,,,,,,,,,,,
09070,Saint-Joseph-de-Lepage,P,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,580,1,,,6395,,,ramonage,,,,100000,4 - tarif fixe (compensation),,,chien
09070,Saint-Joseph-de-Lepage,P,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,580,2,,,720,,,chien,,,,441000,4 - tarif fixe (compensation),,,ramonage
09070,Saint-Joseph-de-Lepage,P,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,580,3,,,10064,,,vidange fosse septique annuel,,,,2504000,4 - tarif fixe (compensation),,,vidange fosse septique annuel
09070,Saint-Joseph-de-Lepage,P,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,580,4,,,,,,,,,,1251000,4 - tarif fixe (compensation),,,vidange fosse septique aux 2 ans
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,1,,,41000,,,Ramonage des cheminées,,,,,4 - tarif fixe (compensation),,,Fosse septique (57.50 $ à 230 $)
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,2,,,,,,,,,,100,1 - du 100 $ d'évaluation,Règl. 2005-1106,,Service de la dette
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,3,,,,,,,,,,100,1 - du 100 $ d'évaluation,Règl. 2010-1243,,Service de la dette
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,4,,,,,,,,,,100,1 - du 100 $ d'évaluation,Règl. 2020-1433,,Service de la dette
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,5,,,,,,,,,,100,1 - du 100 $ d'évaluation,Règl. 2019-1422,,Service de la dette
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,6,,,,,,,,,,100,1 - du 100 $ d'évaluation,Règl. 2011-1257,,Service de la dette
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,7,,,,,,,,,,100,1 - du 100 $ d'évaluation,Règl. 2008-1174,,Service de la dette
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,8,,,,,,,,,,100,1 - du 100 $ d'évaluation,Règl. 2007-1149,,Service de la dette
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,9,,,,,,,,,,100,1 - du 100 $ d'évaluation,Règl. 2006-1129,,Service de la dette
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,10,,,,,,,,,,100,1 - du 100 $ d'évaluation,Règl. 2007-1153,,Service de la dette
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,11,,,,,,,,,,100,1 - du 100 $ d'évaluation,Règl. 2003-1077,,Service de la dette
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,12,,,,,,,,,,,4 - tarif fixe (compensation),Selon type de commerce,,"Eau, égout et déchet commercial"
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,13,,,,,,,,,,500000,4 - tarif fixe (compensation),,,Ramonage des cheminée
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,14,,,,,,,,,,81100,3 - du mètre linéaire,Règl. 2009-1208,,Service de la dette
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,15,,,,,,,,,,230700,3 - du mètre linéaire,Règl. 2010-1243,,Service de la dette
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,16,,,,,,,,,,106300,3 - du mètre linéaire,Règl. 2020-1432,,Service de la dette
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,17,,,,,,,,,,78700,3 - du mètre linéaire,Règl. 2020-1433,,Service de la dette
09077,Mont-Joli,V,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,6426,18,,,,,,,,,,5200,2 - du mètre carré,Règl. 2005-1106,,Service de la dette
09092,Sainte-Luce,M,AR090,La Mitis,,,1,Bas-Saint-Laurent,Municipalité locale,2870,1,,,26500,,,Ramonage et inspections des cheminées,,,,,,,,
10043,Rimouski,V,AR100,Rimouski-Neigette,,,1,Bas-Saint-Laurent,Municipalité locale,50019,1,,,345350,,,Vidange fosses septiques,,,,12,1 - du 100 $ d'évaluation,,,Foncière dette PAP
10043,Rimouski,V,AR100,Rimouski-Neigette,,,1,Bas-Saint-Laurent,Municipalité locale,50019,2,,,,,,,,,,230,1 - du 100 $ d'évaluation,,,Foncière dette Bic
10043,Rimouski,V,AR100,Rimouski-Neigette,,,1,Bas-Saint-Laurent,Municipalité locale,50019,3,,,,,,,,,,10000,4 - tarif fixe (compensation),,,Eau dette PAP
10043,Rimouski,V,AR100,Rimouski-Neigette,,,1,Bas-Saint-Laurent,Municipalité locale,50019,4,,,,,,,,,,10000,4 - tarif fixe (compensation),,,Égout dette Bic
10043,Rimouski,V,AR100,Rimouski-Neigette,,,1,Bas-Saint-Laurent,Municipalité locale,50019,5,,,,,,,,,,1930000,4 - tarif fixe (compensation),,,ASS. des eaux Bic
10043,Rimouski,V,AR100,Rimouski-Neigette,,,1,Bas-Saint-Laurent,Municipalité locale,50019,6,,,,,,,,,,4540000,4 - tarif fixe (compensation),,,Eau Ste-Blandine Village
10043,Rimouski,V,AR100,Rimouski-Neigette,,,1,Bas-Saint-Laurent,Municipalité locale,50019,7,,,,,,,,,,3750000,4 - tarif fixe (compensation),,,Eau Ste-Blandine Val-Neigette
10043,Rimouski,V,AR100,Rimouski-Neigette,,,1,Bas-Saint-Laurent,Municipalité locale,50019,8,,,,,,,,,,11960000,4 - tarif fixe (compensation),,,Eau Ste-Blandine Bois-Brûlé
10043,Rimouski,V,AR100,Rimouski-Neigette,,,1,Bas-Saint-Laurent,Municipalité locale,50019,9,,,,,,,,,,1250000,4 - tarif fixe (compensation),,,Vidange fosse septiques
10043,Rimouski,V,AR100,Rimouski-Neigette,,,1,Bas-Saint-Laurent,Municipalité locale,50019,10,,,,,,,,,,515000,4 - tarif fixe (compensation),,,Eau Piscine 
11005,Saint-Clément,M,AR110,Les Basques,,,1,Bas-Saint-Laurent,Municipalité locale,491,1,,,,,,,,,,550000,4 - tarif fixe (compensation),,,Ramonage
11005,Saint-Clément,M,AR110,Les Basques,,,1,Bas-Saint-Laurent,Municipalité locale,491,2,,,,,,,,,,500000,4 - tarif fixe (compensation),,,Éclairage de rue milieu rural
11005,Saint-Clément,M,AR110,Les Basques,,,1,Bas-Saint-Laurent,Municipalité locale,491,3,,,,,,,,,,550000,4 - tarif fixe (compensation),,,Éclairage de rue village
11005,Saint-Clément,M,AR110,Les Basques,,,1,Bas-Saint-Laurent,Municipalité locale,491,4,,,,,,,,,,3050000,4 - tarif fixe (compensation),,,Matières résiduelles fermes
11005,Saint-Clément,M,AR110,Les Basques,,,1,Bas-Saint-Laurent,Municipalité locale,491,5,,,,,,,,,,3550000,4 - tarif fixe (compensation),Avec conteneur,,Matières résiduelles fermes
11005,Saint-Clément,M,AR110,Les Basques,,,1,Bas-Saint-Laurent,Municipalité locale,491,6,,,,,,,,,,5250000,4 - tarif fixe (compensation),Commerce de mach. agricoles,,Matières résiduelles 
11005,Saint-Clément,M,AR110,Les Basques,,,1,Bas-Saint-Laurent,Municipalité locale,491,7,,,,,,,,,,3500000,4 - tarif fixe (compensation),,,Matières résiduelles garages
11005,Saint-Clément,M,AR110,Les Basques,,,1,Bas-Saint-Laurent,Municipalité locale,491,8,,,,,,,,,,3750000,4 - tarif fixe (compensation),,,Matières résiduelles épicerie
