cod_geo,nom_organisme,desi_org,cod_mrc,nom_mrc,cod_cm,nom_cm,no_reg,desc_reg,type_org,population,no_occur,CBAAX00036,CBAIX00036,CBALX00036,CRAAX00036,CRAIX00036,CRALX00036,CRIIX00036,LRAAX00036,LRALX00036,LRIIX00036,PRAAX00036,PRALX00036,PRIIX00036,CBAAA00316,CBAIA00316,CBALA00316,CRAAA00316,CRAIA00316,CRAIB00316,CRAIX00316,CRALA00316,CRIIX00316,LRAAA00316,LRALA00316,LRIIX00316,PRAAA00316,PRALA00316,PRIIX00316,CRIIX00489,LRIIX00489,PRIIX00489,CRIIX00491,LRIIX00491,PRIIX00491,CRIIX00501,LRIIX00501,PRIIX00501,CRIIX00528,LRIIX00528,PRIIX00528,CBAAX00688,CBAIX00688,CBALX00688,CRAAX00688,CRAIX00688,CRALX00688,CRIIX00688,LRAAX00688,LRALX00688,LRIIX00688,PRAAX00688,PRALX00688,PRIIX00688,CRIIX00771,LRIIX00771,PRIIX00771,CRAAX00812,CRAIX00812,CRALX00812,LRAAX00812,LRAIX00812,LRALX00812,PRAAX00812,PRAIX00812,PRALX00812,CROIX00822,LROIX00822,PROIX00822,CRAAX00828,CRAIX00828,CRALX00828,LRAAX00828,LRAIX00828,LRALX00828,PRAAX00828,PRAIX00828,PRALX00828,CROIX00834,LROIX00834,PROIX00834,CRAAX00844,CRALX00844,CRIIX00844,LRAAX00844,LRALX00844,LRIIX00844,PRAAX00844,PRALX00844,PRIIX00844,CRAAX00860,CRALX00860,CRIIX00860,LRAAX00860,LRALX00860,LRIIX00860,PRAAX00860,PRALX00860,PRIIX00860,CRAAX00870,CRALX00870,CRIIX00870,LRAAX00870,LRALX00870,LRIIX00870,PRAAX00870,PRALX00870,PRIIX00870,CRAAX00876,CRALX00876,CRIIX00876,LRAAX00876,LRALX00876,LRIIX00876,PRAAX00876,PRALX00876,PRIIX00876,CRAAX00883,CRALX00883,CRIIX00883,LRALX00883,LRIIX00883,PRAAX00883,PRALX00883,PRIIX00883,CRIIX00942,LRIIX00942,PRIIX00942,CRIIX00966,LRIIX00966,PRIIX00966,CRIIX01005,LRIIX01005,PRIIX01005,CRIIX01030,LRIIX01030,PRIIX01030,CRIIX01082,LRIIX01082,PRIIX01082,CRIIX01096,LRIIX01096,PRIIX01096,CRIIX01107,LRIIX01107,PRIIX01107,CRIIX01142,LRIIX01142,PRIIX01142,CRIIX01158,LRIIX01158,PRIIX01158,CRIIA01193,CRIIB01193,CRIIC01193,CRIIX01193,LRIIX01193,CRIIA01209,CRIIB01209,CRIIC01209,CRIIX01209,LRIIX01209,CRIIX01231,LRIIX01231,PRIIX01231,CRIIX01234,LRIIX01234,PRIIX01234,CRAAX01362,CRAIX01362,CRALX01362,LRAIX01362,CRAAX01372,CRAIX01372,CRALX01372,LRAIX01372,CRIAX01618,LRIAX01618,CRAAA01616,CRAAX01616,LRAAA01616,LRAAX01616,CRAAA01617,CRAAX01617,LRAAA01617,LRAAX01617,CRALA01567,CRALB01567,CRALC01567,CRALD01567,CRALE01567,LRALX01567,CRIIX01815,LRIIX01815,PRIIX01815,CRIIA01865,CRIIB01865,CRIIC01865,CRIIX01865,LRIIX01865,CRIIA01866,CRIIB01866,CRIIC01866,CRIIX01866,LRIIX01866,CRIIA02111,CRIIB02111,LRIIX02111,PRIIB02111,CRIIA02113,CRIIB02113,LRIIX02113,PRIIB02113,CRIIX02134,LRIIX02134,PRIIX02134
02047,Port-Daniel–Gascons,M,AR020,Le Rocher-Percé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2281,1,,,,,,,,,,,,,,,199556,,,239383,,239383,,239383,,,Autres,,,213116,,,,,,,,,,,,,,,,,,,,,,Autres,,,1833,,,,,925851,,,Loisirs,,,1401,,,,,,17450,,,Comité gestion Aréna,,,17450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28419,Droits de mutation à recevoir,26173,,,,,Autres à payer,2899,151003,Subvention équipement Aréna,28736,511355,4466,,515821,,231486,15473,,246959,,162728,Frais payés d'avance,145651,,,,,,,,,,,,,,,,,,,,,,Maire,35358,17679,,,Henri Grenier,,,,,,,,,,,,,,,,,,,,,,,,
02047,Port-Daniel–Gascons,M,AR020,Le Rocher-Percé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2281,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46572,,,Égout - Port Daniel ,,,58521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175386,Autres ,7513,,,,81221,Intérêts courus,84279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,8201,4101,,,Denis Langlois,,,,,,,,,,,,,,,,,,,,,,,,
02047,Port-Daniel–Gascons,M,AR020,Le Rocher-Percé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2281,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84396,,,Aqueduc - Port Daniel,,,103417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,8201,4101,,,Marc-Aurèle Blais,,,,,,,,,,,,,,,,,,,,,,,,
02047,Port-Daniel–Gascons,M,AR020,Le Rocher-Percé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2281,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628,,,Aqueduc - Gascons,,,1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,8201,4101,,,Marie-Ève Allain,,,,,,,,,,,,,,,,,,,,,,,,
02047,Port-Daniel–Gascons,M,AR020,Le Rocher-Percé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2281,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4075,,,Aqueduc - Capitaine Fournier,,,4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,8201,4101,,,Sylvie Blais,,,,,,,,,,,,,,,,,,,,,,,,
02047,Port-Daniel–Gascons,M,AR020,Le Rocher-Percé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2281,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6247,,,Égout - Capitaine Fournier,,,6247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,8201,4101,,,François Beaudin,,,,,,,,,,,,,,,,,,,,,,,,
02047,Port-Daniel–Gascons,M,AR020,Le Rocher-Percé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,2281,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,8201,4101,,,Jo-Annie Castilloux,,,,,,,,,,,,,,,,,,,,,,,,
03005,Gaspé,V,AR030,La Côte-de-Gaspé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,15260,1,,,,,,,,,,,,,,,,,,1613139,,1613139,,1715174,,,Autres,,,1639150,,,,,,,-500,Gain (perte) sur cession et autres,12615,,,,,40000,,,-14188,,-14188,,,Créances douteuses (recouvrées),,,1148,,,,,405,,,Rôle d'évaluation,,,405,,,,,,50813,,,Fonctionnement,,,120549,,,,,,,,,,,,,,,,1030298,,,Dette liée site de compostage,,,1083300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451228,Entreprises et individus,2272780,,,,135044,Taxe de vente à payer,87717,275000,Habitation Petit-Cap,275000,18475515,2368039,,20843554,Autres,2499742,255410,,2755152,Autres,236565,Frais payés d'avance,132623,,,,,,,,,,,,,,,,,,,,,,Conseiller,24364,12182,,,James-Alexander Keays,,,,,,,,,,,,,,,,,,,,,,,MTTQ - Lien routier,4161525
03005,Gaspé,V,AR030,La Côte-de-Gaspé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,15260,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990983,,,Remb dette,,,1139293,,,,,,13594,,,Invetissement,,,13594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577147,Intérêts courus DALT,429457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,24364,12182,,,Ghislain Smith,,,,,,,,,,,,,,,,,,,,,,16198,Recyc Québec,107561
03005,Gaspé,V,AR030,La Côte-de-Gaspé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,15260,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242576,,,Parc industriel,,,242576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,24364,12182,,,Jean-Michel Côté,,,,,,,,,,,,,,,,,,,,,,79827,"Ministre de l'environnement, de la lutte contre les changements climat",
03005,Gaspé,V,AR030,La Côte-de-Gaspé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,15260,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267218,,,Aqueduc et aéroport,,,211821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maire,96340,18207,,,Daniel Côté,,,,,,,,,,,,,,,,,,,,,,,,
03005,Gaspé,V,AR030,La Côte-de-Gaspé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,15260,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102400,,,Sécurité et neige,,,102400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,24364,12182,,,Mathieu Denis,,,,,,,,,,,,,,,,,,,,,,,,
03005,Gaspé,V,AR030,La Côte-de-Gaspé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,15260,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289961,,,Développement informatique,,,302317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,24364,12182,,,Charlie-Maude Giroux Bossé,,,,,,,,,,,,,,,,,,,,,,,,
03005,Gaspé,V,AR030,La Côte-de-Gaspé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,15260,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139371,,,Réseau routier,,,139371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,24364,12182,,,Réal Côté,,,,,,,,,,,,,,,,,,,,,,,,
03005,Gaspé,V,AR030,La Côte-de-Gaspé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,15260,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81542,,,centre de ski,,,81542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03020,Grande-Vallée,M,AR030,La Côte-de-Gaspé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,1069,1,,,,,,,,,,,,,,,36582,,,33456,,33456,,33456,,,,,,50497,,,,,,,-41743,Perte cession d'immobilisation corporelle,-564,,,525599,,,,,1103,,1103,,,Autres,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112055,Autres,129676,,,,22793,Intérêts courus à payer,21493,1333,Loyer perçu d'Avance,1333,7896765,5466,,7902231,Autres,4106725,270878,,4377603,Autres,30499,Frais payés d'avance,27867,,,,,,,,,,,,,,,,,,,,,,Maire,18887,9469,,,Noël Richard,,,,,,,,,,,,,,,,,,,,,,,,
03020,Grande-Vallée,M,AR030,La Côte-de-Gaspé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,1069,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11852,Organismes municipaux,18775,2962,MTQ,2962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maire suppléant,6149,3139,,,Karine Fournier,,,,,,,,,,,,,,,,,,,,,,,,
03020,Grande-Vallée,M,AR030,La Côte-de-Gaspé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,1069,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gest. des mat. rés. ESTRAN,23408,144463,Dragage,167563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,5187,2659,,,Nelson Fournier,,,,,,,,,,,,,,,,,,,,,,,,
03020,Grande-Vallée,M,AR030,La Côte-de-Gaspé,,,11,Gaspésie–Îles-de-la-Madeleine,Municipalité locale,1069,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5802,Autres,21642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,5228,2679,,,Thierry Ratté,,,,,,,,,,,,,,,,,,,,,,,,
