NUMEROTATION,TYPE_SOINS,GRP_RUBR,NBR_DPRTS,SEJ_TOT,SEJ_MOY,GRP_AGE-0_9,GRP_AGE-10_19,GRP_AGE-20_39,GRP_AGE-40_59,GRP_AGE-60_69,GRP_AGE-70+,NBR_DECES,AUT_POURC,NBR_OPRS,POUR_PROV_URG,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
11,Soins physiques et psychiatriques de courte durée,Infections virales caractérisées par des lésions cutanéo-muqueuses (B00-B09),967,7123,7.4,347,46,67,117,95,295,21,0.00%,177,86.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
12,Soins physiques et psychiatriques de courte durée,Hépatite virale (B15-B19),171,1076,6.3,12,12,35,75,17,20,8,12.50%,44,82.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
13,Soins physiques et psychiatriques de courte durée,Immunodéficience humaine virale [VIH],66,1522,23.1,1,0,11,43,8,3,7,0.00%,42,81.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
14,Soins physiques et psychiatriques de courte durée,Autres maladies virales (B25-B34),1912,5250,2.7,1128,155,203,147,82,197,4,25.00%,240,88.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
15,Soins physiques et psychiatriques de courte durée,Mycoses (B35-B49),324,3873,12,14,1,26,74,69,140,23,4.30%,189,83.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
16,Soins physiques et psychiatriques de courte durée,Maladies dues à des protozoaires (B50-B64),167,1792,10.7,10,7,33,62,31,24,17,11.80%,88,82.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
17,Soins physiques et psychiatriques de courte durée,Helminthiases (B65-B83),16,142,8.9,0,1,6,3,4,2,0,0.00%,10,62.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
18,Soins physiques et psychiatriques de courte durée,Pédiculose  acariase et autres infestations (B85- B89),7,51,7.3,0,0,1,1,2,3,0,0.00%,1,71.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
19,Soins physiques et psychiatriques de courte durée,Autres maladies infectieuses (B99),23,174,7.6,3,1,1,4,4,10,5,0.00%,7,65.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
20,Soins physiques et psychiatriques de courte durée,Tumeurs malignes de la lèvre  de la cavité buccale et du pharynx (C00-C14),886,13289,15,1,2,38,283,254,308,101,0.00%,744,26.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
21,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des organes digestifs (C15-C26),11387,148161,13,5,11,133,2327,3045,5866,1539,1.50%,9122,47.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
22,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des organes respiratoires et intrathoraciques (C30-C39),8274,110618,13.4,7,2,53,1708,2720,3784,1979,1.50%,5488,59.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
23,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des os et du cartilage articulaire (C40-C41),175,2831,16.2,2,25,32,47,38,31,14,0.00%,140,20.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
24,Soins physiques et psychiatriques de courte durée,Mélanome malin et autres tumeurs malignes de la peau (C43-C44),614,4927,8,1,1,17,153,129,313,56,0.00%,486,24.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
25,Soins physiques et psychiatriques de courte durée,Tumeurs malignes du tissu mésothélial et des tissus mous (C45-C49),692,8459,12.2,34,27,47,146,174,264,75,10.70%,549,36.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
26,Soins physiques et psychiatriques de courte durée,Tumeur maligne du sein (C50),3084,20965,6.8,0,0,139,1001,797,1147,293,1.00%,2527,27.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
27,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des organes génitaux de la femme (C51-C58),2894,22876,7.9,0,7,179,929,868,911,220,2.70%,2444,26.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
28,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des organes génitaux de l'homme (C60-C63),3166,19861,6.3,0,7,57,657,1305,1140,199,0.00%,2751,21.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
29,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des voies urinaires (C64-C68),3809,31037,8.1,26,3,39,726,946,2069,299,1.00%,3288,24.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
30,Soins physiques et psychiatriques de courte durée,Tumeurs malignes de l'oeil  de l'encéphale et d'autres parties du système nerveux central (C69- C72),1590,25162,15.8,79,53,133,470,403,452,199,3.50%,1029,47.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
31,Soins physiques et psychiatriques de courte durée,Tumeurs malignes de la thyroïde et d'autres glandes endocrines (C73-C75),2119,6145,2.9,23,47,477,845,415,312,35,8.60%,2060,2.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
32,Soins physiques et psychiatriques de courte durée,Tumeurs malignes de sièges mal définis  secondaires et non précisés (C76-C80),4817,60197,12.5,13,13,122,1269,1472,1928,655,3.10%,3544,57.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
33,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des tissus lymphoïdes  hématopoïétiques et apparentés (C81-C96),4818,92410,19.2,150,117,307,1136,1203,1905,736,3.80%,3904,55.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
34,Soins physiques et psychiatriques de courte durée,Tumeurs in situ (D00-D09),1530,6112,4,0,1,78,335,352,764,6,0.00%,1472,7.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
35,Soins physiques et psychiatriques de courte durée,Tumeurs bénignes (D10-D36),8371,35768,4.3,161,106,1148,4430,1312,1214,26,7.70%,7848,8.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
36,Soins physiques et psychiatriques de courte durée,Tumeurs à évolution imprévisible ou inconnue (D37-D48),861,8267,9.6,29,27,116,258,185,246,24,8.30%,753,23.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
37,Soins physiques et psychiatriques de courte durée,Anémies nutritionnelles (D50-D53),1577,12076,7.7,38,11,40,190,254,1044,22,0.00%,1317,89.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
38,Soins physiques et psychiatriques de courte durée,Anémies hémolytiques (D55-D59),621,3837,6.2,213,101,144,64,29,70,9,0.00%,312,76.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
39,Soins physiques et psychiatriques de courte durée,Anémies aplastiques (aplasies médullaires) et autres anémies (D60-D64),1191,9120,7.7,55,17,49,161,226,683,38,0.00%,925,83.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
40,Soins physiques et psychiatriques de courte durée,Anomalies de la coagulation  purpura et autres affections hémorragiques (D65-D69),1134,9612,8.5,202,54,88,151,160,479,34,0.00%,648,79.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
41,Soins physiques et psychiatriques de courte durée,Autres maladies du sang et des organes hématopoïétiques (D70-D77),1521,9756,6.4,114,51,124,417,431,384,43,2.30%,651,84.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
42,Soins physiques et psychiatriques de courte durée,Certaines anomalies du système immunitaire (D80- D89),143,1419,9.9,11,14,27,47,17,27,4,0.00%,85,58.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
43,Soins physiques et psychiatriques de courte durée,Affections de la glande thyroïde (E00-E07),1167,3981,3.4,4,11,148,503,278,223,3,0.00%,1007,15.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
44,Soins physiques et psychiatriques de courte durée,Diabète sucré (E10-E14),4869,43196,8.9,126,330,651,1327,946,1489,72,0.00%,1350,86.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
45,Soins physiques et psychiatriques de courte durée,Autres anomalies de la régulation du glucose et de la sécrétion pancréatique interne (E15-E16),190,1376,7.2,49,4,12,30,23,72,3,0.00%,30,81.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
46,Soins physiques et psychiatriques de courte durée,Maladies des autres glandes endocrines (E20-E35),786,5665,7.2,19,24,87,188,165,303,6,16.70%,346,62.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
47,Soins physiques et psychiatriques de courte durée,Malnutrition (E40-E46),180,3365,18.7,27,7,12,45,33,56,19,0.00%,111,65.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
48,Soins physiques et psychiatriques de courte durée,Autres carences nutritionnelles (E50-E64),68,1516,22.3,1,0,4,20,25,18,0,0.00%,19,89.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
49,Soins physiques et psychiatriques de courte durée,Obésité et autres excès d'apport (E65-E68),2257,7607,3.4,4,11,731,1232,242,37,5,0.00%,2179,3.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
50,Soins physiques et psychiatriques de courte durée,Anomalies du métabolisme (E70-E90),3318,29071,8.8,423,214,354,491,523,1313,114,3.50%,1047,73.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
51,Soins physiques et psychiatriques de courte durée,Troubles mentaux organiques  y compris les troubles symptomatiques (F00-F09),5987,207195,34.6,2,20,57,228,434,5246,293,1.70%,1072,88.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
52,Soins physiques et psychiatriques de courte durée,Troubles mentaux et du comportement liés à l'utilisation de substances psycho-actives (F10-F19),6226,57554,9.2,1,396,2492,2359,637,341,16,0.00%,577,76.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
53,Soins physiques et psychiatriques de courte durée,Schizophrénie  trouble schizotypique et troubles délirants (F20-F29),10935,525918,48.1,2,487,4751,3842,1116,737,14,0.00%,976,70.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
54,Soins physiques et psychiatriques de courte durée,Troubles de l'humeur [affectifs] (F30-F39),9561,263128,27.5,9,757,2727,3399,1411,1258,18,11.10%,1215,72.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
55,Soins physiques et psychiatriques de courte durée,Troubles névrotiques  troubles liés à des facteurs de stress et troubles somatoformes (F40-F48),6611,68282,10.3,47,1416,1943,1950,510,745,3,0.00%,446,78.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
56,Soins physiques et psychiatriques de courte durée,Syndromes comportementaux associés à des perturbations physiologiques et à des facteurs physiques (F50-F59),616,22091,35.9,11,407,143,33,10,12,0,0.00%,90,43.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
57,Soins physiques et psychiatriques de courte durée,Troubles de la personnalité et du comportement chez l'adulte (F60-F69),3909,63909,16.3,14,458,1602,1151,259,425,17,0.00%,260,71.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
58,Soins physiques et psychiatriques de courte durée,Retard mental (F70-F79),387,25371,65.6,4,38,139,153,36,17,1,0.00%,30,60.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
59,Soins physiques et psychiatriques de courte durée,Troubles du développement psychologique (F80- F89),315,16294,51.7,87,119,78,27,1,3,0,0.00%,74,43.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
60,Soins physiques et psychiatriques de courte durée,Troubles du comportement et troubles émotionnels apparaissant habituellement durant l'enfance et l'adolescence (F90-F98),596,14024,23.5,131,392,54,8,2,9,0,0.00%,61,55.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
61,Soins physiques et psychiatriques de courte durée,Trouble mental  sans précision (F99),19,200,10.5,0,3,7,5,3,1,0,0.00%,8,68.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
62,Soins physiques et psychiatriques de courte durée,Maladies inflammatoires du système nerveux central (G00-G09),534,10831,20.3,74,30,102,154,91,83,36,11.10%,307,72.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
63,Soins physiques et psychiatriques de courte durée,Affections dégénératives systémiques affectant principalement le système nerveux central (G10- G14),278,8175,29.4,20,6,12,48,62,130,49,6.10%,113,71.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
64,Soins physiques et psychiatriques de courte durée,Syndromes extrapyramidaux et troubles de la motricité (G20-G26),1104,28232,25.6,26,8,22,97,231,720,50,0.00%,234,79.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
65,Soins physiques et psychiatriques de courte durée,Autres affections dégénératives du système nerveux (G30-G32),3518,152408,43.3,4,1,2,81,265,3165,232,2.60%,501,88.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
66,Soins physiques et psychiatriques de courte durée,Maladies démyélinisantes du système nerveux central (G35-G37),438,8524,19.5,4,17,108,213,67,29,7,0.00%,106,78.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
67,Soins physiques et psychiatriques de courte durée,Affections épisodiques et paroxystiques (G40-G47),7196,34324,4.8,855,458,939,1873,1029,2042,36,5.60%,2641,64.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
68,Soins physiques et psychiatriques de courte durée,Affections des nerfs  des racines et des plexus nerveux (G50-G59),518,3468,6.7,11,12,82,171,107,135,2,0.00%,280,53.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
69,Soins physiques et psychiatriques de courte durée,Polynévrites et autres affections du système nerveux périphérique (G60-G64),456,10533,23.1,16,15,46,136,78,165,11,0.00%,259,68.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
70,Soins physiques et psychiatriques de courte durée,Affections musculaires et des jonctions neuro- musculaires (G70-G73),333,8833,26.5,24,12,26,79,74,118,26,3.80%,199,63.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
71,Soins physiques et psychiatriques de courte durée,Paralysies cérébrales et autres syndromes paralytiques (G80-G83),366,6490,17.7,32,24,49,103,52,106,10,20.00%,172,61.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
72,Soins physiques et psychiatriques de courte durée,Autres affections du système nerveux (G90-G99),1385,29816,21.5,70,59,156,354,259,487,133,12.80%,825,59.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
73,Soins physiques et psychiatriques de courte durée,Affections de la paupière  de l'appareil lacrymal et de l'orbite (H00-H06),357,1086,3,186,19,37,40,21,54,1,0.00%,101,72.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
74,Soins physiques et psychiatriques de courte durée,Affections de la conjonctive (H10-H13),21,82,3.9,13,0,0,1,1,6,0,0.00%,7,66.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
75,Soins physiques et psychiatriques de courte durée,Affections de la sclère  de la cornée  de l'iris et du corps ciliaire (H15-H22),288,1516,5.3,5,9,29,58,53,134,0,0.00%,219,12.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
76,Soins physiques et psychiatriques de courte durée,Affections du cristallin (H25-H28),133,200,1.5,14,4,3,17,36,59,0,0.00%,130,3.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
77,Soins physiques et psychiatriques de courte durée,Affections de la choroïde et de la rétine (H30-H36),311,1068,3.4,4,3,15,77,81,131,0,0.00%,267,25.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
78,Soins physiques et psychiatriques de courte durée,Glaucome (H40-H42),55,170,3.1,1,5,3,16,7,23,0,0.00%,39,40.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
79,Soins physiques et psychiatriques de courte durée,Affections du corps vitré et du globe oculaire (H43- H45),93,595,6.4,0,3,3,18,20,49,1,0.00%,74,30.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
80,Soins physiques et psychiatriques de courte durée,Affections du nerf et des voies optiques (H46-H48),60,253,4.2,2,5,9,13,12,19,0,0.00%,28,73.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
81,Soins physiques et psychiatriques de courte durée,Affections des muscles oculaires  des mouvements binoculaires  de l'accommodation et de la réfraction (H49-H52),84,410,4.9,8,5,5,14,23,29,0,0.00%,24,70.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
82,Soins physiques et psychiatriques de courte durée,Troubles de la vision et cécité (H53-H54),98,374,3.8,3,5,10,27,19,34,0,0.00%,29,72.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
83,Soins physiques et psychiatriques de courte durée,Autres affections de l'oeil et de ses annexes (H55- H59),55,210,3.8,3,0,2,15,4,31,0,0.00%,39,18.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
84,Soins physiques et psychiatriques de courte durée,Maladies de l'oreille externe (H60-H62),192,843,4.4,42,20,24,42,20,44,1,0.00%,50,72.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
85,Soins physiques et psychiatriques de courte durée,Maladies de l'oreille moyenne et de l'apophyse mastoïde (H65-H75),1317,2791,2.1,944,43,88,128,74,40,1,0.00%,534,56.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
86,Soins physiques et psychiatriques de courte durée,Maladies de l'oreille interne (H80-H83),1602,6411,4,13,13,96,392,296,792,1,0.00%,348,81.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
87,Soins physiques et psychiatriques de courte durée,Autres affections de l'oreille (H90-H95),221,348,1.6,45,30,25,48,37,36,0,0.00%,198,7.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
88,Soins physiques et psychiatriques de courte durée,Rhumatisme articulaire aigu (I00-I02),25,296,11.8,7,4,3,3,2,6,0,0.00%,12,88.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
89,Soins physiques et psychiatriques de courte durée,Cardiopathies rhumatismales chroniques (I05-I09),1095,16168,14.8,3,3,20,145,278,646,62,12.90%,959,26.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
90,Soins physiques et psychiatriques de courte durée,Maladies hypertensives (I10-I15),1193,6875,5.8,19,15,72,248,191,648,17,0.00%,275,85.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
91,Soins physiques et psychiatriques de courte durée,Cardiopathies ischémiques (I20-I25),32989,194886,5.9,2,2,286,8220,9705,14774,1134,4.50%,25280,55.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
92,Soins physiques et psychiatriques de courte durée,Affections cardiopulmonaires et maladies de la circulation pulmonaire (I26-I28),3112,24139,7.8,25,24,271,719,685,1388,182,6.00%,1117,86.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
93,Soins physiques et psychiatriques de courte durée,Autres formes de cardiopathies (I30-I52),35226,287581,8.2,129,270,1056,4723,6304,22744,1994,3.40%,18971,70.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
94,Soins physiques et psychiatriques de courte durée,Maladies cérébrovasculaires (I60-I69),12681,224980,17.7,23,36,258,2160,2652,7552,1631,2.00%,5052,74.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
