NUMEROTATION,TYPE_SOINS,GRP_RUBR,NBR_DPRTS,SEJ_TOT,SEJ_MOY,GRP_AGE-0_9,GRP_AGE-10_19,GRP_AGE-20_39,GRP_AGE-40_59,GRP_AGE-60_69,GRP_AGE-70+,NBR_DECES,AUT_POURC,NBR_OPRS,POUR_PROV_URG,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
11,Soins physiques et psychiatriques de courte durée,Fièvres virales transmises par des arthropodes et fièvres virales hémorragiques (A92-A99),19,1383,72.8,3,1,2,6,3,4,1,0.00%,7,94.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
12,Soins physiques et psychiatriques de courte durée,Infections virales caractérisées par des lésions cutanéo-muqueuses (B00-B09),1103,7812,7.1,470,28,70,87,112,336,23,0.00%,177,86.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
13,Soins physiques et psychiatriques de courte durée,Hépatite virale (B15-B19),171,945,5.5,13,14,43,60,22,19,4,0.00%,47,87.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
14,Soins physiques et psychiatriques de courte durée,Immunodéficience humaine virale [VIH],96,2732,28.5,0,4,24,46,20,2,8,12.50%,59,81.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
15,Soins physiques et psychiatriques de courte durée,Autres maladies virales (B25-B34),2041,5700,2.8,1190,181,197,157,96,220,4,0.00%,211,88.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
16,Soins physiques et psychiatriques de courte durée,Mycoses (B35-B49),292,3634,12.4,14,3,15,66,49,145,21,9.50%,168,78.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
17,Soins physiques et psychiatriques de courte durée,Maladies dues à des protozoaires (B50-B64),223,2147,9.6,27,18,42,56,35,45,30,13.30%,102,84.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
18,Soins physiques et psychiatriques de courte durée,Helminthiases (B65-B83),17,139,8.2,0,0,8,5,2,2,0,0.00%,8,64.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
19,Soins physiques et psychiatriques de courte durée,Pédiculose  acariase et autres infestations (B85- B89),8,31,3.9,2,1,0,1,1,3,0,0.00%,0,100.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
20,Soins physiques et psychiatriques de courte durée,Autres maladies infectieuses (B99),20,217,10.8,2,0,2,3,4,9,2,0.00%,5,90.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
21,Soins physiques et psychiatriques de courte durée,Tumeurs malignes de la lèvre  de la cavité buccale et du pharynx (C00-C14),886,12644,14.3,0,4,30,263,310,279,91,2.20%,729,27.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
22,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des organes digestifs (C15-C26),11485,147222,12.8,5,13,165,2244,3193,5865,1584,1.80%,9075,46.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
23,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des organes respiratoires et intrathoraciques (C30-C39),8341,103669,12.4,7,2,62,1603,2876,3791,1976,1.20%,5432,59.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
24,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des os et du cartilage articulaire (C40-C41),183,2383,13,10,40,29,37,32,35,19,0.00%,145,29.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
25,Soins physiques et psychiatriques de courte durée,Mélanome malin et autres tumeurs malignes de la peau (C43-C44),668,5332,8,1,2,21,148,144,352,75,2.70%,528,24.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
26,Soins physiques et psychiatriques de courte durée,Tumeurs malignes du tissu mésothélial et des tissus mous (C45-C49),658,7786,11.8,22,14,46,120,182,274,91,6.60%,497,37.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
27,Soins physiques et psychiatriques de courte durée,Tumeur maligne du sein (C50),3004,20350,6.8,0,0,162,991,776,1075,328,0.60%,2412,28.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
28,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des organes génitaux de la femme (C51-C58),3056,24106,7.9,1,7,171,929,958,990,234,1.70%,2607,28.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
29,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des organes génitaux de l'homme (C60-C63),3036,20767,6.8,0,5,88,556,1257,1130,200,1.50%,2552,22.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
30,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des voies urinaires (C64-C68),3677,32983,9,20,0,59,754,971,1873,335,1.80%,3170,25.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
31,Soins physiques et psychiatriques de courte durée,Tumeurs malignes de l'oeil  de l'encéphale et d'autres parties du système nerveux central (C69- C72),1593,26307,16.5,86,33,148,455,460,411,177,2.30%,993,50.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
32,Soins physiques et psychiatriques de courte durée,Tumeurs malignes de la thyroïde et d'autres glandes endocrines (C73-C75),2102,5772,2.7,48,28,440,884,413,289,20,0.00%,2052,3.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
33,Soins physiques et psychiatriques de courte durée,Tumeurs malignes de sièges mal définis  secondaires et non précisés (C76-C80),5071,63765,12.6,12,16,132,1328,1527,2056,684,1.50%,3694,57.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
34,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des tissus lymphoïdes  hématopoïétiques et apparentés (C81-C96),4783,85595,17.9,122,105,332,1128,1250,1846,763,2.10%,3747,56.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
35,Soins physiques et psychiatriques de courte durée,Tumeurs in situ (D00-D09),1876,7617,4.1,0,0,79,402,498,897,26,11.50%,1789,8.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
36,Soins physiques et psychiatriques de courte durée,Tumeurs bénignes (D10-D36),8122,32749,4,185,106,1101,4078,1429,1223,18,22.20%,7610,9.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
37,Soins physiques et psychiatriques de courte durée,Tumeurs à évolution imprévisible ou inconnue (D37-D48),847,6858,8.1,16,26,112,270,192,231,30,10.00%,710,26.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
38,Soins physiques et psychiatriques de courte durée,Anémies nutritionnelles (D50-D53),1611,11434,7.1,40,10,56,197,265,1043,19,0.00%,1281,91.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
39,Soins physiques et psychiatriques de courte durée,Anémies hémolytiques (D55-D59),700,4531,6.5,230,125,154,53,48,90,14,35.70%,331,73.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
40,Soins physiques et psychiatriques de courte durée,Anémies aplastiques (aplasies médullaires) et autres anémies (D60-D64),1114,9095,8.2,38,25,40,141,189,681,23,0.00%,852,81.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
41,Soins physiques et psychiatriques de courte durée,Anomalies de la coagulation  purpura et autres affections hémorragiques (D65-D69),1292,9739,7.5,233,73,87,183,176,540,44,4.50%,708,77.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
42,Soins physiques et psychiatriques de courte durée,Autres maladies du sang et des organes hématopoïétiques (D70-D77),1540,9645,6.3,127,46,155,414,430,368,41,12.20%,659,86.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
43,Soins physiques et psychiatriques de courte durée,Certaines anomalies du système immunitaire (D80- D89),143,1659,11.6,16,16,20,41,19,31,3,33.30%,84,45.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
44,Soins physiques et psychiatriques de courte durée,Affections de la glande thyroïde (E00-E07),1133,3789,3.3,7,18,166,481,210,251,6,0.00%,957,16.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
45,Soins physiques et psychiatriques de courte durée,Diabète sucré (E10-E14),4812,43988,9.1,112,292,671,1255,936,1546,86,4.70%,1317,86.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
46,Soins physiques et psychiatriques de courte durée,Autres anomalies de la régulation du glucose et de la sécrétion pancréatique interne (E15-E16),216,1089,5,63,7,11,31,29,75,4,0.00%,38,85.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
47,Soins physiques et psychiatriques de courte durée,Maladies des autres glandes endocrines (E20-E35),791,5410,6.8,28,9,83,216,151,304,6,0.00%,354,60.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
48,Soins physiques et psychiatriques de courte durée,Malnutrition (E40-E46),203,3680,18.1,17,3,12,54,43,74,17,5.90%,116,65.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
49,Soins physiques et psychiatriques de courte durée,Autres carences nutritionnelles (E50-E64),88,1786,20.3,1,2,4,30,29,22,4,0.00%,27,84.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
50,Soins physiques et psychiatriques de courte durée,Obésité et autres excès d'apport (E65-E68),2794,8264,3,2,13,892,1537,317,33,5,0.00%,2721,2.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
51,Soins physiques et psychiatriques de courte durée,Anomalies du métabolisme (E70-E90),3243,28606,8.8,416,185,361,479,519,1283,133,5.30%,1067,73.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
52,Soins physiques et psychiatriques de courte durée,Troubles mentaux organiques  y compris les troubles symptomatiques (F00-F09),6328,207220,32.7,1,14,62,177,434,5640,365,2.70%,1096,89.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
53,Soins physiques et psychiatriques de courte durée,Troubles mentaux et du comportement liés à l'utilisation de substances psycho-actives (F10-F19),6509,58979,9.1,4,367,2646,2454,649,389,21,4.80%,635,76.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
54,Soins physiques et psychiatriques de courte durée,Schizophrénie  trouble schizotypique et troubles délirants (F20-F29),10688,510815,47.8,3,463,4709,3657,1147,709,21,4.80%,1003,69.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
55,Soins physiques et psychiatriques de courte durée,Troubles de l'humeur [affectifs] (F30-F39),9280,244039,26.3,4,660,2731,3228,1302,1355,14,7.10%,1179,72.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
56,Soins physiques et psychiatriques de courte durée,Troubles névrotiques  troubles liés à des facteurs de stress et troubles somatoformes (F40-F48),6723,78327,11.7,40,1415,1886,2025,519,838,8,12.50%,532,78.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
57,Soins physiques et psychiatriques de courte durée,Syndromes comportementaux associés à des perturbations physiologiques et à des facteurs physiques (F50-F59),629,21071,33.5,14,406,147,38,7,17,0,0.00%,71,45.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
58,Soins physiques et psychiatriques de courte durée,Troubles de la personnalité et du comportement chez l'adulte (F60-F69),4252,68719,16.2,4,500,1740,1285,264,459,21,4.80%,336,73.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
59,Soins physiques et psychiatriques de courte durée,Retard mental (F70-F79),367,13267,36.1,2,35,126,146,46,12,0,0.00%,39,64.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
60,Soins physiques et psychiatriques de courte durée,Troubles du développement psychologique (F80- F89),353,15153,42.9,102,128,92,24,3,4,1,0.00%,89,45.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
61,Soins physiques et psychiatriques de courte durée,Troubles du comportement et troubles émotionnels apparaissant habituellement durant l'enfance et l'adolescence (F90-F98),567,10891,19.2,122,380,43,6,2,14,0,0.00%,56,58.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
62,Soins physiques et psychiatriques de courte durée,Trouble mental  sans précision (F99),31,546,17.6,0,11,7,10,2,1,0,0.00%,14,67.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
63,Soins physiques et psychiatriques de courte durée,Maladies inflammatoires du système nerveux central (G00-G09),579,10087,17.4,90,33,98,142,110,106,28,7.10%,334,69.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
64,Soins physiques et psychiatriques de courte durée,Affections dégénératives systémiques affectant principalement le système nerveux central (G10- G14),317,7497,23.6,11,7,10,66,84,139,61,3.30%,123,68.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
65,Soins physiques et psychiatriques de courte durée,Syndromes extrapyramidaux et troubles de la motricité (G20-G26),1243,31092,25,25,13,31,105,197,872,58,3.40%,243,79.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
66,Soins physiques et psychiatriques de courte durée,Autres affections dégénératives du système nerveux (G30-G32),3565,143072,40.1,2,1,4,80,242,3236,248,2.80%,475,88.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
67,Soins physiques et psychiatriques de courte durée,Maladies démyélinisantes du système nerveux central (G35-G37),444,8209,18.5,1,10,129,201,72,31,7,14.30%,129,78.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
68,Soins physiques et psychiatriques de courte durée,Affections épisodiques et paroxystiques (G40-G47),7287,31673,4.3,870,432,1012,1748,1119,2106,42,4.80%,2856,63.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
69,Soins physiques et psychiatriques de courte durée,Affections des nerfs  des racines et des plexus nerveux (G50-G59),450,2680,6,9,8,60,154,89,130,2,0.00%,219,54.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
70,Soins physiques et psychiatriques de courte durée,Polynévrites et autres affections du système nerveux périphérique (G60-G64),542,12409,22.9,5,9,59,144,128,197,10,0.00%,313,67.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
71,Soins physiques et psychiatriques de courte durée,Affections musculaires et des jonctions neuro- musculaires (G70-G73),350,6940,19.8,24,18,21,67,77,143,25,0.00%,204,57.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
72,Soins physiques et psychiatriques de courte durée,Paralysies cérébrales et autres syndromes paralytiques (G80-G83),409,7790,19,32,14,72,112,67,112,13,7.70%,167,67.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
73,Soins physiques et psychiatriques de courte durée,Autres affections du système nerveux (G90-G99),1401,19468,13.9,54,51,153,307,326,510,132,3.80%,810,58.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
74,Soins physiques et psychiatriques de courte durée,Affections de la paupière  de l'appareil lacrymal et de l'orbite (H00-H06),418,1498,3.6,209,39,28,55,35,52,2,0.00%,115,70.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
75,Soins physiques et psychiatriques de courte durée,Affections de la conjonctive (H10-H13),32,139,4.3,22,0,2,2,0,6,0,0.00%,10,62.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
76,Soins physiques et psychiatriques de courte durée,Affections de la sclère  de la cornée  de l'iris et du corps ciliaire (H15-H22),339,1746,5.2,16,9,34,55,56,169,0,0.00%,245,17.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
77,Soins physiques et psychiatriques de courte durée,Affections du cristallin (H25-H28),97,186,1.9,5,2,0,14,25,51,0,0.00%,95,5.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
78,Soins physiques et psychiatriques de courte durée,Affections de la choroïde et de la rétine (H30-H36),167,437,2.6,6,8,17,46,36,54,0,0.00%,139,29.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
79,Soins physiques et psychiatriques de courte durée,Glaucome (H40-H42),36,139,3.9,2,2,4,6,10,12,1,0.00%,23,41.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
80,Soins physiques et psychiatriques de courte durée,Affections du corps vitré et du globe oculaire (H43- H45),80,456,5.7,4,1,9,11,19,36,1,0.00%,56,31.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
81,Soins physiques et psychiatriques de courte durée,Affections du nerf et des voies optiques (H46-H48),59,285,4.8,6,10,6,15,12,10,0,0.00%,36,66.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
82,Soins physiques et psychiatriques de courte durée,Affections des muscles oculaires  des mouvements binoculaires  de l'accommodation et de la réfraction (H49-H52),101,314,3.1,17,6,5,22,21,30,0,0.00%,30,74.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
83,Soins physiques et psychiatriques de courte durée,Troubles de la vision et cécité (H53-H54),84,492,5.9,4,3,4,19,21,33,0,0.00%,27,60.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
84,Soins physiques et psychiatriques de courte durée,Autres affections de l'oeil et de ses annexes (H55- H59),48,169,3.5,7,5,1,12,6,17,0,0.00%,29,31.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
85,Soins physiques et psychiatriques de courte durée,Maladies de l'oreille externe (H60-H62),179,555,3.1,34,20,29,49,20,27,1,0.00%,49,69.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
86,Soins physiques et psychiatriques de courte durée,Maladies de l'oreille moyenne et de l'apophyse mastoïde (H65-H75),1319,2827,2.1,973,52,87,108,56,43,1,0.00%,528,54.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
87,Soins physiques et psychiatriques de courte durée,Maladies de l'oreille interne (H80-H83),1518,5708,3.8,7,8,94,374,293,742,1,0.00%,283,84.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
88,Soins physiques et psychiatriques de courte durée,Autres affections de l'oreille (H90-H95),221,390,1.8,45,18,31,64,31,32,1,0.00%,187,11.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
89,Soins physiques et psychiatriques de courte durée,Rhumatisme articulaire aigu (I00-I02),19,153,8.1,6,3,2,1,2,5,0,0.00%,5,78.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
90,Soins physiques et psychiatriques de courte durée,Cardiopathies rhumatismales chroniques (I05-I09),1174,16464,14,1,0,32,161,283,697,53,11.30%,1016,27.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
91,Soins physiques et psychiatriques de courte durée,Maladies hypertensives (I10-I15),1127,6946,6.2,17,16,71,233,216,574,21,0.00%,279,85.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
92,Soins physiques et psychiatriques de courte durée,Cardiopathies ischémiques (I20-I25),32746,189379,5.8,2,4,305,7876,9776,14783,1136,2.40%,25203,54.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
93,Soins physiques et psychiatriques de courte durée,Affections cardiopulmonaires et maladies de la circulation pulmonaire (I26-I28),2935,23446,8,13,29,199,670,651,1373,195,6.70%,961,90.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
94,Soins physiques et psychiatriques de courte durée,Autres formes de cardiopathies (I30-I52),36318,296460,8.2,126,290,1108,4644,6726,23424,2212,3.20%,19409,71.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
