NUMEROTATION,TYPE_SOINS,GRP_RUBR,NBR_DPRTS,SEJ_TOT,SEJ_MOY,GRP_AGE-0_9,GRP_AGE-10_19,GRP_AGE-20_39,GRP_AGE-40_59,GRP_AGE-60_69,GRP_AGE-70+,NBR_DECES,AUT_POURC,NBR_OPRS,POUR_PROV_URG,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
17,Soins physiques et psychiatriques de courte durée,Helminthiases (B65-B83),33,332,10.1,2,1,14,13,2,1,0,0.00%,16,72.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
18,Soins physiques et psychiatriques de courte durée,Pédiculose  acariase et autres infestations (B85- B89),7,81,11.6,1,0,0,2,3,1,0,0.00%,3,85.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
19,Soins physiques et psychiatriques de courte durée,Autres maladies infectieuses (B99),27,192,7.1,4,1,3,6,4,9,1,0.00%,12,92.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
20,Soins physiques et psychiatriques de courte durée,Tumeurs malignes de la lèvre  de la cavité buccale et du pharynx (C00-C14),908,14330,15.8,1,4,23,275,282,323,93,2.20%,749,28.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
21,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des organes digestifs (C15-C26),11166,148768,13.3,4,8,169,2199,3101,5685,1621,1.90%,8869,46.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
22,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des organes respiratoires et intrathoraciques (C30-C39),8146,112035,13.8,2,3,57,1772,2671,3641,2051,1.60%,5345,60.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
23,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des os et du cartilage articulaire (C40-C41),175,2888,16.5,7,26,42,42,31,27,15,0.00%,152,25.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
24,Soins physiques et psychiatriques de courte durée,Mélanome malin et autres tumeurs malignes de la peau (C43-C44),639,5206,8.1,1,0,25,147,156,310,70,1.40%,501,27.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
25,Soins physiques et psychiatriques de courte durée,Tumeurs malignes du tissu mésothélial et des tissus mous (C45-C49),636,9076,14.3,25,7,48,111,156,289,106,9.40%,486,40.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
26,Soins physiques et psychiatriques de courte durée,Tumeur maligne du sein (C50),3355,22662,6.8,0,0,157,1121,898,1179,326,0.60%,2810,24.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
27,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des organes génitaux de la femme (C51-C58),2954,24995,8.5,0,4,166,1020,820,944,214,2.80%,2510,28.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
28,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des organes génitaux de l'homme (C60-C63),3369,21415,6.4,0,4,73,726,1432,1134,168,0.00%,2988,19.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
29,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des voies urinaires (C64-C68),3926,33020,8.4,12,1,52,755,1036,2070,311,1.00%,3422,24.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
30,Soins physiques et psychiatriques de courte durée,Tumeurs malignes de l'oeil  de l'encéphale et d'autres parties du système nerveux central (C69- C72),1530,24645,16.1,86,32,145,476,424,367,201,2.00%,964,51.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
31,Soins physiques et psychiatriques de courte durée,Tumeurs malignes de la thyroïde et d'autres glandes endocrines (C73-C75),2231,6644,3,38,36,506,892,439,320,21,9.50%,2178,3.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
32,Soins physiques et psychiatriques de courte durée,Tumeurs malignes de sièges mal définis  secondaires et non précisés (C76-C80),4696,62339,13.3,5,13,153,1264,1356,1905,663,1.80%,3488,58.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
33,Soins physiques et psychiatriques de courte durée,Tumeurs malignes des tissus lymphoïdes  hématopoïétiques et apparentés (C81-C96),4804,95195,19.8,149,110,296,1163,1165,1921,785,3.80%,3861,54.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
34,Soins physiques et psychiatriques de courte durée,Tumeurs in situ (D00-D09),1507,6119,4.1,0,0,67,355,359,726,11,0.00%,1454,9.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
35,Soins physiques et psychiatriques de courte durée,Tumeurs bénignes (D10-D36),8564,37372,4.4,206,120,1199,4543,1352,1144,26,11.50%,8067,8.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
36,Soins physiques et psychiatriques de courte durée,Tumeurs à évolution imprévisible ou inconnue (D37-D48),871,7808,9,22,30,109,273,208,229,26,7.70%,757,24.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
37,Soins physiques et psychiatriques de courte durée,Anémies nutritionnelles (D50-D53),1492,11402,7.6,31,11,35,180,286,949,30,3.30%,1225,89.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
38,Soins physiques et psychiatriques de courte durée,Anémies hémolytiques (D55-D59),631,3873,6.1,201,138,132,60,39,61,6,0.00%,323,77.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
39,Soins physiques et psychiatriques de courte durée,Anémies aplastiques (aplasies médullaires) et autres anémies (D60-D64),1197,10785,9,45,25,53,140,210,724,50,10.00%,918,81.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
40,Soins physiques et psychiatriques de courte durée,Anomalies de la coagulation  purpura et autres affections hémorragiques (D65-D69),1155,9124,7.9,187,73,98,178,173,446,49,6.10%,697,78.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
41,Soins physiques et psychiatriques de courte durée,Autres maladies du sang et des organes hématopoïétiques (D70-D77),1481,9996,6.7,124,35,139,438,400,345,50,10.00%,643,86.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
42,Soins physiques et psychiatriques de courte durée,Certaines anomalies du système immunitaire (D80- D89),102,1525,15,11,16,11,26,16,22,1,0.00%,64,53.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
43,Soins physiques et psychiatriques de courte durée,Affections de la glande thyroïde (E00-E07),1156,3970,3.4,6,20,171,484,252,223,2,0.00%,987,15.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
44,Soins physiques et psychiatriques de courte durée,Diabète sucré (E10-E14),4673,44883,9.6,109,320,601,1295,886,1462,78,5.10%,1306,85.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
45,Soins physiques et psychiatriques de courte durée,Autres anomalies de la régulation du glucose et de la sécrétion pancréatique interne (E15-E16),203,1335,6.6,45,2,14,31,22,89,6,0.00%,39,80.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
46,Soins physiques et psychiatriques de courte durée,Maladies des autres glandes endocrines (E20-E35),703,5437,7.7,32,24,79,174,147,247,7,0.00%,309,61.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
47,Soins physiques et psychiatriques de courte durée,Malnutrition (E40-E46),186,3943,21.2,28,6,7,39,25,81,22,0.00%,103,66.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
48,Soins physiques et psychiatriques de courte durée,Autres carences nutritionnelles (E50-E64),52,1527,29.4,4,0,0,21,16,11,2,0.00%,20,90.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
49,Soins physiques et psychiatriques de courte durée,Obésité et autres excès d'apport (E65-E68),1840,6950,3.8,5,12,595,1007,192,29,4,25.00%,1781,3.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
50,Soins physiques et psychiatriques de courte durée,Anomalies du métabolisme (E70-E90),3171,28416,9,374,211,335,496,471,1284,112,4.50%,1049,73.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
51,Soins physiques et psychiatriques de courte durée,Troubles mentaux organiques  y compris les troubles symptomatiques (F00-F09),5718,204278,35.7,2,12,54,221,426,5003,346,1.40%,1045,89.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
52,Soins physiques et psychiatriques de courte durée,Troubles mentaux et du comportement liés à l'utilisation de substances psycho-actives (F10-F19),6084,58050,9.5,1,379,2431,2337,595,341,12,0.00%,578,75.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
53,Soins physiques et psychiatriques de courte durée,Schizophrénie  trouble schizotypique et troubles délirants (F20-F29),10588,487438,46,2,496,4763,3682,1027,618,20,5.00%,907,71.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
54,Soins physiques et psychiatriques de courte durée,Troubles de l'humeur [affectifs] (F30-F39),9141,261097,28.6,13,681,2608,3261,1331,1247,19,10.50%,1239,72.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
55,Soins physiques et psychiatriques de courte durée,Troubles névrotiques  troubles liés à des facteurs de stress et troubles somatoformes (F40-F48),5933,66350,11.2,48,1280,1607,1861,467,670,4,0.00%,412,77.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
56,Soins physiques et psychiatriques de courte durée,Syndromes comportementaux associés à des perturbations physiologiques et à des facteurs physiques (F50-F59),568,19759,34.8,17,350,152,31,7,11,3,0.00%,49,44.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
57,Soins physiques et psychiatriques de courte durée,Troubles de la personnalité et du comportement chez l'adulte (F60-F69),3360,61379,18.3,4,357,1393,1038,210,358,12,0.00%,223,73.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
58,Soins physiques et psychiatriques de courte durée,Retard mental (F70-F79),373,12771,34.2,3,48,113,152,36,21,2,0.00%,35,65.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
59,Soins physiques et psychiatriques de courte durée,Troubles du développement psychologique (F80- F89),287,14450,50.3,60,138,65,17,5,2,0,0.00%,64,47.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
60,Soins physiques et psychiatriques de courte durée,Troubles du comportement et troubles émotionnels apparaissant habituellement durant l'enfance et l'adolescence (F90-F98),543,15716,28.9,132,352,42,9,2,6,0,0.00%,65,54.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
61,Soins physiques et psychiatriques de courte durée,Trouble mental  sans précision (F99),17,316,18.6,0,2,8,6,0,1,0,0.00%,8,88.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
62,Soins physiques et psychiatriques de courte durée,Maladies inflammatoires du système nerveux central (G00-G09),598,9428,15.8,89,35,117,167,93,97,36,8.30%,346,73.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
63,Soins physiques et psychiatriques de courte durée,Affections dégénératives systémiques affectant principalement le système nerveux central (G10- G14),283,6501,23,12,7,7,68,78,111,65,7.70%,121,68.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
64,Soins physiques et psychiatriques de courte durée,Syndromes extrapyramidaux et troubles de la motricité (G20-G26),1114,28097,25.2,33,8,22,105,194,752,54,0.00%,255,79.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
65,Soins physiques et psychiatriques de courte durée,Autres affections dégénératives du système nerveux (G30-G32),3457,149117,43.1,9,1,6,79,231,3131,264,1.50%,532,88.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
66,Soins physiques et psychiatriques de courte durée,Maladies démyélinisantes du système nerveux central (G35-G37),456,8369,18.4,5,17,139,187,76,32,8,50.00%,133,74.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
67,Soins physiques et psychiatriques de courte durée,Affections épisodiques et paroxystiques (G40-G47),6789,32104,4.7,859,440,880,1715,985,1910,36,0.00%,2536,63.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
68,Soins physiques et psychiatriques de courte durée,Affections des nerfs  des racines et des plexus nerveux (G50-G59),460,2898,6.3,7,12,56,154,82,149,2,0.00%,256,53.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
69,Soins physiques et psychiatriques de courte durée,Polynévrites et autres affections du système nerveux périphérique (G60-G64),508,13515,26.6,10,16,42,149,129,162,11,0.00%,285,73.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
70,Soins physiques et psychiatriques de courte durée,Affections musculaires et des jonctions neuro- musculaires (G70-G73),314,6222,19.8,11,20,23,53,80,127,27,3.70%,189,58.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
71,Soins physiques et psychiatriques de courte durée,Paralysies cérébrales et autres syndromes paralytiques (G80-G83),392,7091,18.1,38,20,54,97,61,122,15,0.00%,176,59.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
72,Soins physiques et psychiatriques de courte durée,Autres affections du système nerveux (G90-G99),1396,21136,15.1,74,50,148,368,304,452,147,7.50%,869,56.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
73,Soins physiques et psychiatriques de courte durée,Affections de la paupière  de l'appareil lacrymal et de l'orbite (H00-H06),347,1089,3.1,180,35,22,35,32,43,1,0.00%,118,72.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
74,Soins physiques et psychiatriques de courte durée,Affections de la conjonctive (H10-H13),18,67,3.7,12,1,0,2,1,2,0,0.00%,2,83.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
75,Soins physiques et psychiatriques de courte durée,Affections de la sclère  de la cornée  de l'iris et du corps ciliaire (H15-H22),266,1432,5.4,10,6,25,55,42,128,2,50.00%,208,15.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
76,Soins physiques et psychiatriques de courte durée,Affections du cristallin (H25-H28),125,173,1.4,11,1,4,17,25,67,0,0.00%,122,1.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
77,Soins physiques et psychiatriques de courte durée,Affections de la choroïde et de la rétine (H30-H36),327,869,2.7,5,6,27,88,102,99,1,0.00%,288,17.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
78,Soins physiques et psychiatriques de courte durée,Glaucome (H40-H42),56,197,3.5,0,2,6,21,11,16,0,0.00%,43,25.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
79,Soins physiques et psychiatriques de courte durée,Affections du corps vitré et du globe oculaire (H43- H45),88,779,8.9,2,1,6,19,11,49,2,0.00%,65,25.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
80,Soins physiques et psychiatriques de courte durée,Affections du nerf et des voies optiques (H46-H48),59,361,6.1,3,3,12,15,9,17,0,0.00%,28,62.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
81,Soins physiques et psychiatriques de courte durée,Affections des muscles oculaires  des mouvements binoculaires  de l'accommodation et de la réfraction (H49-H52),74,286,3.9,15,0,5,20,9,25,1,0.00%,24,75.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
82,Soins physiques et psychiatriques de courte durée,Troubles de la vision et cécité (H53-H54),94,436,4.6,1,4,10,23,24,32,0,0.00%,41,67.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
83,Soins physiques et psychiatriques de courte durée,Autres affections de l'oeil et de ses annexes (H55- H59),74,209,2.8,5,3,8,17,17,24,0,0.00%,51,24.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
84,Soins physiques et psychiatriques de courte durée,Maladies de l'oreille externe (H60-H62),157,512,3.3,39,21,17,40,15,25,1,0.00%,36,83.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
85,Soins physiques et psychiatriques de courte durée,Maladies de l'oreille moyenne et de l'apophyse mastoïde (H65-H75),1310,3042,2.3,919,63,86,119,69,54,0,0.00%,566,54.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
86,Soins physiques et psychiatriques de courte durée,Maladies de l'oreille interne (H80-H83),1460,6089,4.2,9,7,87,341,286,730,1,0.00%,346,80.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
87,Soins physiques et psychiatriques de courte durée,Autres affections de l'oreille (H90-H95),244,331,1.4,51,17,27,70,43,36,0,0.00%,226,7.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
88,Soins physiques et psychiatriques de courte durée,Rhumatisme articulaire aigu (I00-I02),11,274,24.9,3,2,1,2,2,1,0,0.00%,3,81.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
89,Soins physiques et psychiatriques de courte durée,Cardiopathies rhumatismales chroniques (I05-I09),1149,15998,13.9,5,3,29,147,269,696,67,10.40%,983,26.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
90,Soins physiques et psychiatriques de courte durée,Maladies hypertensives (I10-I15),1110,7337,6.6,18,14,66,225,203,584,15,0.00%,258,84.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
91,Soins physiques et psychiatriques de courte durée,Cardiopathies ischémiques (I20-I25),32020,193471,6,3,4,285,8025,9363,14340,1233,3.30%,24143,57.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
92,Soins physiques et psychiatriques de courte durée,Affections cardiopulmonaires et maladies de la circulation pulmonaire (I26-I28),3165,25337,8,17,20,230,760,688,1450,189,5.30%,1112,87.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
93,Soins physiques et psychiatriques de courte durée,Autres formes de cardiopathies (I30-I52),33853,278979,8.2,132,267,1039,4525,6409,21481,2115,3.50%,18281,71.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
94,Soins physiques et psychiatriques de courte durée,Maladies cérébrovasculaires (I60-I69),12351,232505,18.8,19,22,272,2074,2558,7406,1589,2.00%,4730,74.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
