VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour avril 2019,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,1337558,03/04/2019,LES TRADUCTIONS TERRY KNOWLES INC.,,"209,97","Service - Rédaction, révision"
"GAUDREAULT, GUYLAINE",1340500,17/04/2019,CYCLONE SANTE INC.,,"7874,06",Médecin
,1336858,04/04/2019,LES CONSTRUCTIONS ARGOZY INC.,,"587,93",Entrepreneur en travaux d'emplacement
,1336983,01/04/2019,LES ENTREPRISES DANIEL ROBERT INC,,"21292,51",Service - Entretien paysager
,1333153,16/04/2019,PAROISSE NOTRE-DAME-DE-GRACE,,"332,5",Location - Espace de stationnement
,1339924,15/04/2019,WSP CANADA INC.,,"6810,54",Entrepreneur en excavation et terrassement
"GAUDREAULT, SONIA",1340275,17/04/2019,GO MULTIMEDIA INC.,,"5249,37",Équipement de scène
,1336810,01/04/2019,NOTRE-DAME-DES-ARTS,,21740,"Service - Animation, entraînement"
,1326793,12/04/2019,"ROBILLARD, MYLENE",,"1540,1","Frais - Déplacement, hébergement et repas"
"GAUTHIER, STEPHANE",1337145,02/04/2019,BIBLIO RPL LTEE,,"345,4",Articles de papeterie
"HOOPER, CHANTAL",1339659,12/04/2019,ACKLANDS - GRAINGER INC.,,"33,64",Outils électriques
,1340125,16/04/2019,APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES,,1035,Service - Formation en développement organisationnel et technique
,1339657,12/04/2019,CHAUSSURES BELMONT INC,,"194,2","Bottes, souliers et couvres-chaussure"
,1340695,18/04/2019,CONSTRUCTION DJL INC,1338038,"22047,37","Asphalte, bitume"
,1340733,18/04/2019,,1338038,"22047,37","Asphalte, bitume"
,1340737,18/04/2019,,1338038,"20997,5","Asphalte, bitume"
,1340468,17/04/2019,DISCOUNT LOCATION D'AUTOS ET CAMIONS,1266097,"13845,75","Location - Automobile, camionnette et fourgonnette"
,1339639,12/04/2019,GROUPE SANYVAN INC.,,"2695,55","Service - Déglaçage, nettoyage et désobstruction de conduites"
,1337234,02/04/2019,LES CONSTRUCTIONS LAVACON INC.,,"3246,5",Entrepreneur en routes et canalisation
,1330052,03/04/2019,LES INDUSTRIES POLY INC.,1322302,"3506,58",Service - Numérisation de documents
,1341238,24/04/2019,LES PAVAGES CHENAIL INC.,,"10652,08","Asphalte, bitume"
,1340484,18/04/2019,LOCATION SAUVAGEAU INC.,,"20695,14","Location - Automobile, camionnette et fourgonnette"
,1339661,12/04/2019,NOVAFOR EQUIPEMENT INC.,,"540,64",Équipement contre les chutes
,1340105,16/04/2019,,,"106,33",Équipement de protection
,1340110,16/04/2019,,,"778,72",Équipement de protection
,1325298,10/04/2019,REMORQUAGE BURSTALL CONRAD,,"7559,1",Service - Remorquage
,1339533,12/04/2019,RSR INC. ENVIRONNEMENT (GROUPE SECURITE PRO INC.),,"11998,24","Service - Déglaçage, nettoyage et désobstruction de conduites"
,1339541,12/04/2019,,,"2868,78","Service - Déglaçage, nettoyage et désobstruction de conduites"
,1339543,12/04/2019,,,"8645,72","Service - Déglaçage, nettoyage et désobstruction de conduites"
,1337569,03/04/2019,STELEM,,"960,64",Outils manuels
,1337587,03/04/2019,,,"1149,61",Gaz comprimé
,1338807,09/04/2019,,,"71,39",Produits de branchement
,1337795,03/04/2019,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,1207964,"136,48",Produits de branchement
,1341653,25/04/2019,,1191511,"2204,74","Puisard, chambre de vanne, trou d'homme et regard"
,1340166,16/04/2019,TESSIER RECREO-PARC INC.,,"6380,09",Réparation/Entretien - Équipement de sport et terrain de jeux
"LIMPERIS, APOSTOLOS MARIO",1339733,15/04/2019,BATTERIES NATECH INC.,,"1804,74",Attache-câble
,1338059,04/04/2019,PRODUITS SANY,1048199,"497,15",Produits d'entretien ménager
,1339709,15/04/2019,,1048199,"779,38",Produits d'entretien ménager
,1338929,10/04/2019,SOS TECHNOLOGIES ACTION URGENCE,,"1280,84",Fournitures et matériel médical
"OUELLET, MARIE-CLAUDE",1342062,29/04/2019,BOURASSA SPORT TECHNOLOGIE INC.,,"4724,44",Réparation/Entretien - Équipement de sport et terrain de jeux
,1340956,23/04/2019,(OMHM) OFFICE MUNICIPAL D'HABITATION DE MONTREAL,,"13161,23",Frais - Adhésion et cotisation
,1339466,11/04/2019,SOCIETE ENVIRONNEMENTALE COTE-DES-NEIGES,,"5249,37","Service - Installation, gestion, entretien"
,1341045,23/04/2019,SPORTS MONTREAL INC.,,"2283,65",Accessoires vestimentaires
"PLANTE, STÉPHANE",1326173,29/04/2019,BOO! DESIGN INC.,,"22677,29",Service - Impression
,1331515,18/04/2019,,,"5249,36",Service - Impression
,1339235,18/04/2019,,,"805,78","Service - Infographie, graphisme"
,,11/04/2019,,,"147,51",Service - Impression
,1338856,09/04/2019,CONSEIL REGIONAL DE L'ENVIRONNEMENT DE MONTREAL,,220,"Conseiller - Sondage d'opinion, analyse"
,1321702,12/04/2019,CREUSAGE RL,,"11692,99",Entrepreneur en routes et canalisation
,1340283,17/04/2019,E-LITE INC.,,"25381,09","Service - Scénographie, éclairage et sonorisation"
,1337170,02/04/2019,"GAUDREAULT, SONIA",,"2433,53",Frais - Dépenses de fonction
,1339898,15/04/2019,GROUPE ABS INC.,1285142,"12246,37",Ingénieur - Contrôle qualité
,1318665,18/04/2019,GROUPE SANYVAN INC.,,"1381,9","Service - Déglaçage, nettoyage et désobstruction de conduites"
,1338844,09/04/2019,IMPRIMERIE F.L. WEB INC.,,"25950,81",Service - Impression
,1250212,11/04/2019,"LE GROUPE GESFOR, POIRIER, PINCHIN INC.",,"1963,27",Conseiller - Gestion des matières résiduelles
,1341411,24/04/2019,LES PLANTATIONS LETOURNEAU (PEPINIERE),,"14063,08",Fournitures horticoles
,1341418,24/04/2019,PEPINIERE AUCLAIR ET FRERES (1991) INC.,,"9637,85",Fournitures horticoles
,1341414,24/04/2019,PEPINIERE ROUGEMONT ENR,,"26740,32",Fournitures horticoles
,1337376,10/04/2019,"PLANTE, STÉPHANE",,"2327,73",Frais - Dépenses de fonction
"POLISENO, MARTIN",1337563,03/04/2019,ACKLANDS - GRAINGER INC.,,"114,38",Fournitures et matériel médical
,1337571,03/04/2019,JEAN GUGLIA & FILS ENR.,,"208,19","Corde, chaîne et câble"
,1337583,03/04/2019,LEE VALLEY TOOLS LTD.,,"217,11",Outils manuels
,1337560,03/04/2019,LE GROUPE J.S.V. INC,,"280,32",Équipement d'entretien manuel
,1337557,03/04/2019,LES EQUIPEMENTS RAPCO INC,,"236,81","Matériel de fixation, clou, vis"
,1340329,17/04/2019,LES MATERIAUX DE CONSTRUCTION R. OLIGNY LTEE,,"202,41",Matériel de fixation
,1340821,18/04/2019,,,"5330,82",Bois de construction
,1337591,03/04/2019,MAGASIN JASMIN INC.,,"91,85",Outils manuels
,1340306,17/04/2019,NOVAFOR EQUIPEMENT INC.,,"188,98",Accessoires et fournitures de peinture
,,17/04/2019,,,"733,23",Peinture - aérosol
,1336911,01/04/2019,PRODUITS SANY,1048199,"60,83",Équipement d'entretien manuel
,1339483,12/04/2019,,1048199,"63,94",Produit d'entretien ménager
,1339781,15/04/2019,SANIVAC,1273977,"564,03",Location - Toilette chimique
,1339784,15/04/2019,,1273977,564,Location - Toilette chimique
,1339785,15/04/2019,,1273977,"564,03",Location - Toilette chimique
,1339787,15/04/2019,,1273977,"564,03",Location - Toilette chimique
,1339795,15/04/2019,,1273977,"564,03",Location - Toilette chimique
,1339798,15/04/2019,,1273977,"564,03",Location - Toilette chimique
,1339820,15/04/2019,,1273977,"564,03",Location - Toilette chimique
,1339822,15/04/2019,,,"564,03",Location - Toilette chimique
,1339825,15/04/2019,,1273977,"564,03",Location - Toilette chimique
,1337574,03/04/2019,SECURITE LANDRY INC,,"338,57","Bottes, souliers et couvres-chaussure"
,1338806,09/04/2019,TECHSPORT INC.,,"671,92",Mobilier pour parc récréatif
,1337581,03/04/2019,TENAQUIP LIMITED,,"72,12",Appareil et système de ventilation
"REEVES, GENEVIEVE",1337565,03/04/2019,LES EDITIONS YVON BLAIS INC,,"146,05","Guide, brochure et affiche"
,1324833,08/04/2019,SOCIETE CANADIENNE DES POSTES,,"2099,75","Service - Postal, messagerie"
,1337570,03/04/2019,WOLTERS KLUWER QUEBEC LTEE,,779,"Guide, brochure et affiche"
,1337636,03/04/2019,,,821,"Guide, brochure et affiche"
,1339919,15/04/2019,,,545,"Frais - Inscription pour colloque, conférence, séminaire et congrès"
"TROTTIER, PASCAL",1341282,24/04/2019,ACKLANDS - GRAINGER INC.,,"179,32",Équipement - Véhicule et appareil
,1337959,04/04/2019,ASSOCIATION QUEBECOISE DES TRANSPORTS,,"1539,82",Service - Formation en développement organisationnel et technique
,,,TOTAL,,"514855,8",
