"Liste des contrats de 25 000 $ et plus",,
"Octroyés du 1er juin 2010 au 31 mai 2011",,
,,
"Nom du fournisseur","Montant du contrat","Description du bon de commande"
"COMMISSION SCOLAIRE DE MONTRÉAL (CSDM)","14 633,92$","Facturation pour utilisation de locaux, février 2011 "
"CONCEPTION PAYSAGE INC. ","9 546,94$","Services professionnels en architecture de paysage pour la conception des aires de jeux, des aménagements paysagers et de la surveillance du chantier à la place Darlington "
"CONCEPTION PAYSAGE INC. ","23 301,00$","Services professionnels en architecture de paysage pour la conception des aires de jeux, des aménagements paysagers et de la surveillance de chantier du parc Van Horne "
"CONCEPTION PAYSAGE INC. ","6 535,50$","Services professionnels en architecture de paysage pour la restauration des murets de pierre et le remplacement de la fontaine au parc Darlington "
"CONSEIL COMMUNAUTAIRE NOTRE-DAME-DE-GRACE ","10 000,00$","Contribution financière "
"CONSEIL COMMUNAUTAIRE NOTRE-DAME-DE-GRACE","16 600,00$","Contribution financière 2011 "
"CONSTRUCTION DJL INC. ","10 358,90$","Service de rebut de béton/asphalte – 2010 "
"CONSTRUCTION DJL INC. ","96 380,27$","Achat de mélange bitumineux (asphalte) "
"CONSTRUCTION DJL INC. ","3 294,30$","Achat de mélange bitumineux (asphalte) "
"CONSTRUCTION DJL INC. ","6 904,10$","Enroplus (asphalte froid) "
"CONSTRUCTION DJL INC. ","6 913,62$","Achat de mélange bitumineux (asphalte) "
"CONSTRUCTION DJL INC. ","55 098,51$","Achat de mélange bitumineux hiver – 2010/2011 "
"CONSTRUCTION DJL INC. ","151 046,58$","Travaux de planage de chaussées bitumineuses sur les différentes rues de l’arrondissement de Côte-des-Neiges—Notre-Dame-de-Grâce "
"CONSTRUCTION DJL INC. ","5 996,36$","2011 – Voirie – Service de rebut/asphalte "
"CONSTRUCTION DJL INC. ","11 394,40$","2011 – Voirie – Enroplus (asphalte froid) "
"CONSTRUCTION DJL INC. ","10 806,11$","2011 – Voirie – Enroplus (asphalte froid) "
"CORMIER, COHEN, DAVIES ARCHITECTES ","80 906,25$","Concours – Centre culturel Notre-Dame-de-Grâce "
"CORPORATION DE DÉVELOPPEMENT COMMUNAUTAIRE DE CÔTE-DES-NEIGES ","30 000,00$","Contribution financière "
"CORPORATION DE DÉVELOPPEMENT COMMUNAUTAIRE DE CÔTE-DES-NEIGES","50 000,00$","Contribution financière "
"CORPORATION DE DÉVELOPPEMENT COMMUNAUTAIRE DE CÔTE-DES-NEIGES","15 600,00$","Contribution financière 2011 "
"CORPORATION DE DÉVELOPPEMENT COMMUNAUTAIRE DE CÔTE-DES-NEIGES","1 000,00$","Contribution financière 2011 "
"CORPORATION DE DÉVELOPPEMENT COMMUNAUTAIRE DE CÔTE-DES-NEIGES","2 500,00$","Hiver en fête "
"CPU DESIGN INC. ","3 926,65$","Achat d’écrans et ordinateurs – Parcs "
"CPU DESIGN INC.","6 375,42$","Achat de table traçante (plotter) "
"CPU DESIGN INC.","4 668,03$","Achat d’ordinateurs et écrans "
"CPU DESIGN INC.","4 659,12$","Achat d’imprimantes HP LaserJet P2055DN "
"CPU DESIGN INC.","3 262,53$","Achat d’ordinateurs et moniteurs – parcs "
"CPU DESIGN INC.","6 165,25$","Achat d’ordinateurs de bureau et écran "
"CPU DESIGN INC.","4 442,27$","Achat de matériel informatique "
"DÉVELOTECH INC. ","23 811,01$","Achat de balise Dévelotech largeur 12 po "
"DÉVELOTECH INC. ","86 263,15$","Fourniture, entretien et enlèvement de délinéateurs flexibles pour des travaux d’apaisement de la circulation (2011) "
"DISTRIBUTION SPORTS LOISIRS G.P. INC. ","3 630,36$","Matériel et équipement sportif pour gymnase "
"DISTRIBUTION SPORTS LOISIRS G.P. INC.","20 064,75$","Équipements – centre sportif de Notre-Dame-de-Grâce "
"DISTRIBUTION SPORTS LOISIRS G.P. INC.","3 711,32$","Achat d’ancrages pour buts de soccer et baseball "
"DOLMEN CAPITAL HUMAIN ","5 390,75$","Formation civilité – gestionnaires CDN—NDG "
"DOLMEN CAPITAL HUMAIN","3 775,63$","Formation civilité – employés CDN—NDG "
"DOLMEN CAPITAL HUMAIN","6 041,00$","Formation civilité – employés "
"DOLMEN CAPITAL HUMAIN","6 209,97$","Formation civilité "
"EDITRONIC ","13 635,40$","Mise en page du plan directeur "
"EDITRONIC","10 356,01$","Révision et correction du plan directeur "
"EDITRONIC","3 104,37$","Plan directeur – impression "
"ÉMONDAGE ALLARD ","40 868,00$","Contrat pour travaux arboricoles d’essouchement "
"ENVIRONNEMENT ROUTIER NRJ INC. ","53 937,50$","Contrat – collecte sélective – année 2010 "
"ENVIRONNEMENT ROUTIER NRJ INC.","1 784 424,86$","Contrat 2009-2012 – Collecte sélective des matières recyclables – année 2011 "
"ENVIRONNEMENT ROUTIER NRJ INC.","22 946,67$","Réalisation d’interventions de pavage de thermorégénération "
"ÉQUIPEMENT NCN LTÉE ","23 851,16$","Système d’étançonnement hydraulique "
"ÉQUIPEMENT NCN LTÉE ","2 121,33$","Système d’étançonnement hydraulique Speed Shore "
"ÉQUIPEMENT NCN LTÉE ","12 417,45$","Système d’étançonnement hydraulique "
"EXCAVATIONS VIDOLO LIMITÉE ","25 259,53$","Contrat de transport de rebuts par conteneurs – année 2010 "
"EXCAVATIONS VIDOLO LIMITÉE","32 241,80$","Contrat de transport de matières résiduelles par conteneurs 2011-2013 – année 2011 "
"FÉDÉRATION CJA ","62 613,00$","Contribution financière 2011 "
"FICHTEN SOIFERMAN ET ASSOCIES ARCHITECTES ","333 117,75$","Centre culturel Notre-Dame-de-Grâce – services professionnels "
"FICHTEN SOIFERMAN ET ASSOCIES ARCHITECTES","946 984,54$","Centre culturel Notre-Dame-de-Grâce – services professionnels "
"FONDATION STEPHEN R. BRONFMAN (LA) ","15 000,00$","Contribution financière – projet C-Vert 2010 "
"FONDATION STEPHEN R. BRONFMAN (LA)","15 000,00$","Contribution financière – projet C-Vert 2011 "
"FONDERIE LAPERLE ","11 870,48$","PRR – Cadres ajustables "
"FONDERIE LAPERLE","4 063,65$","PRR – Guideur conique "
"FONDERIE LAPERLE","13 374,11$","Cadres et guideurs - Égouts "
"FONDERIE LAPERLE","11 171,02$","Cadres ajustables "
"FONDERIE LAPERLE","2 000,30$","Guideurs coniques "
"FONDERIE LAPERLE","5 129,01$","Guideur et regard d’égout "
"FONDERIE LAPERLE","18 189,93$","Couvercles, cadres "
"FONDERIE LAPERLE","8 157,94$","Cadres "
"FONTAINE D’IDÉES ","23 543,72$","Décorations de Noël – Parcs "
"FONTAINE D’IDÉES","2 427,19$","Installation des décorations de Noël – parcs "
"FONTAINE D’IDÉES","3 420,25$","Désinstallation des décorations de Noël "
"FORTIER AUTO (MONTRÉAL) LTÉE ","21 888,40$","Fourniture de camionnette compacte 4X2 à cabine double (4 portes) "
"FORTIER AUTO (MONTRÉAL) LTÉE","40 857,72$","Fourgonnette utilitaire avec aménagement "
"GAZ MÉTROPOLITAIN ","30 727,30$","Frais d’énergie pour le centre sportif de Notre-Dame-de-Grâce "
"GAZ MÉTROPOLITAIN","6 192,47$","Frais d’énergie pour le 6445, avenue de Monkland "
"G & B COTTON INC. ","39 439,56$","Travaux d’urgence au Centre culturel Empress "
"GLOBAL UPHOLSTERY CO. INC./GROUPE GLOBAL INC. ","7 501,22$","Mobilier de bureau "
"GLOBAL UPHOLSTERY CO. INC./GROUPE GLOBAL INC.","3 300,30$","Mobilier de bureau "
"GLOBAL UPHOLSTERY CO. INC./GROUPE GLOBAL INC.","4 969,42$","Mobilier de bureau "
"GLOBAL UPHOLSTERY CO. INC./GROUPE GLOBAL INC.","14 788,54$","Équipements – centre sportif de Notre-Dame-de-Grâce "
"GLOBAL UPHOLSTERY CO. INC./GROUPE GLOBAL INC.","3 186,65$","Ameublement administration "
"GLOBAL UPHOLSTERY CO. INC./GROUPE GLOBAL INC.","5 238,20$","Salle de conférence – Voirie "
"GLOBAL UPHOLSTERY CO. INC./GROUPE GLOBAL INC.","3 079,89$","Mobilier – 3e étage, Madison "
"GLOBAL UPHOLSTERY CO. INC./GROUPE GLOBAL INC.","7 409,03$","Ameublement, bureau technique "
"GLOBOCAM ","255 713,51$","Fourniture de deux châssis de camion 6X4 pour camion à benne basculante "
"GLOBOCAM","128 032,61$","Châssis de camion 6X4 pour camion arrosoir "
"GROUPE ABS INC. ","6 689,92$","Contrôle qualitatif "
"GROUPE ABS INC. ","17 407,85$","Évaluation environnementale de site – Phase I – Caractérisation environnementale préliminaire des sols – phase II, au Centre sportif Trenholme "
"GROUPE ABS INC. ","15 875,82$","Évaluation environnementale de site – Phase I – Caractérisation environnementale préliminaire des sols, phase II, de la bibliothèque Benny "
"GROUPE ABS INC. ","5 435,36$","Caractérisation environnementale des sols au parc de la Confédération dans le cadre du projet d’aménagement d’une patinoire extérieure "
"GROUPE ABS INC. ","3 433,86$","Carottage dans diverses rues de l’arrondissement – PRR local 2011 "
"GROUPE DUBÉ ET ASSOCIÉS INC. ","37 621,41$","Fourniture et installation d’une moulure profilée d’aluminium sur le dessus des boites de béton des jardins communautaires Châteaufort"
"GROUPE DUBÉ ET ASSOCIÉS INC. ","7 564,20$","Fourniture et installation de base de béton pour l’installation de bancs de parc dans le jardin communautaire Châteaufort "
"GROUPE GEMEC INC. ","384 548,82$","Contrat de location de balais de rue, sans opérateur 2011 "
"HÉLOISE THIBODEAU ARCHITECTE","94 696,22$","Contrat de services professionnels en architecture pour la phase II de la mise à niveau du système de traitement de l’air, du drainage et travaux divers de la piscine du Centre sportif de Côte-des-Neiges"
"HÉLOISE THIBODEAU ARCHITECTE","84 525,80$","Contrat de services professionnels en architecture, en ingénierie et en architecture de paysage au consortium formé par les firmes Thibodeaux (responsable), Poirier Fontaine architectes, La vie en vert, Cima+s.e.n.c et Nacev Consultant inc."
"HYDRO-QUÉBEC ","89 960,90$","Frais d’énergie 2010 "
"HYDRO-QUÉBEC","2 157,34$","Déplacer transformateur du 5386, West Broadway – aqueduc "
"HYDRO-QUÉBEC","54 596,64$","Frais d’énergie du centre sportif de Notre-Dame-de-Grâce "
"HYDRO-QUÉBEC","876 299,94$","Frais d’énergie 2011 "
"HYDRO-QUÉBEC","119 493,30$","Frais d’énergie 2011 "
"INOLEC INC. ","3 033,14$","Pièces et accessoires de quincaillerie "
"INOLEC INC. ","4 611,04$","Pièces et accessoires de quincaillerie "
"INOLEC INC. ","8 749,29$","Pièces et accessoires de quincaillerie "
"INOLEC INC. ","3 868,40$","Pompe "
"INOLEC INC. ","11 038,30$","Pièces et accessoires de quincaillerie "
"INOLEC INC. ","4 638,29$","Pièces et accessoires de quincaillerie "
"INOLEC INC.","4 522,84$","Pièces et accessoires de quincaillerie "
"INSPEC-SOL INC ","4 547,62$","Étude de l’état du béton de la dalle de toit du Théâtre Empress "
"INSPEC-SOL INC","9 738,98$","Services professionnels pour l’étude géotechnique et la caractérisation environnementale des sols au parc Jean-Brillant dans le cadre du projet de construction d’une piste multifonctionnelle "
"INSPEC-SOL INC","16 289,73$","Honoraires professionnels pour la caractérisation des sols au centre culturel Notre-Dame-de-Grâce "
"JEUNESSE BENNY ","1 850,00$","Contribution financière 2011 "
"JEUNESSE BENNY","60 800,00$","Contribution financière 2011 "
"JEWISH PUBLIC LIBRARY ","29 708,00$","Contribution financière 2011 "
"LABORATOIRES CHOISY LTÉE ","5 839,89$","Produits d’entretien "
"LABORATOIRES CHOISY LTÉE","6 265,06$","Analyse et conception d’un programme en entretien sanitaire pour l’année 2011 "
"LABORATOIRES CHOISY LTÉE","23 418,66$","Approvisionnement en produits d’entretien ménager pour l’année 2011 "
"LAFARGE CANADA INC. ","119 919,09$","Pierre pré-mélangée – Saison 2009-2010 "
"LAFARGE CANADA INC.","73 763,30$","Pierre pré-mélangée – 2011 "
"LAPOINTE MAGNE INC. ","22 114,38$","Mise à jour du rapport d’expertise de mars 2008 du centre communautaire Notre-Dame-de-Grâce "
"LAPOINTE MAGNE INC. ","19 708,33$","Services professionnels en architecture pour la reconstruction de la façade du Centre communautaire Notre-Dame-de-Grâce sur la rue Saint-Antoine. "
"LAVALTRAC ÉQUIPEMENT INC. ","21 553,43$","Achat d’un aspirateur à feuilles – Montréal-Net – parcs "
"LAVALTRAC ÉQUIPEMENT INC.","23 570,28$","Achat d’une tondeuse frontale – parcs "
"LAVALTRAC ÉQUIPEMENT INC.","24 377,96$","Achat d’une tondeuse automotrice John Deere avec équipements "
"LE BERGER BLANC INC. ","57 281,62$","Interventions pour animaux domestiques et faune – 1er juillet au 31 décembre 2010 "
"LE BERGER BLANC INC.","28 919,59$","Interventions pour animaux domestiques et faune – 1er janvier au 31 décembre 2011 "
"LE BERGER BLANC INC.","9 639,86$","Interventions pour animaux domestiques et faune – 1er au 30 avril 2011 "
"LES ARCHITECTES FAUCHER AUBERTIN BRODEUR GAUTHIER","8 630,00$","Services professionnels pour la mise aux normes de la pataugeoire et du chalet du parc de Kent "
"LES ARCHITECTES FAUCHER AUBERTIN BRODEUR GAUTHIER","80 906,25$","Concours – Centre culturel Notre-Dame-de-Grâce "
"LES ARCHITECTES FAUCHER AUBERTIN BRODEUR GAUTHIER","19 417,50$","Contrat de services professionnels en architecture pour composer une évaluation qualitative et budgétaire de trois scénarios en vue de la restauration du toit de l’édifice Théâtre Empress "
"LES CONSTRUCTIONS BRICON LTÉE ","210 140,44$","Mélange bitumineux "
"LES ENTREPRISES CANBEC CONSTRUCTION INC. ","40 139,53$","Contrat de travaux pour la mise aux normes de la pataugeoire et du chalet du parc de Kent, et l’aménagement de jeux d’eau et d’une aire de pique-nique "
"LES ENTREPRISES CANBEC CONSTRUCTION INC.","122 281,89$","Contrat de construction pour la réalisation des travaux d’aménagement d’un terrain de basket-ball clôturé au parc Georges-Saint-Pierre"
"LES ENTREPRISES DE CONSTRUCTION PROFIL INC. ","5 208,21$","Travaux de réaménagement partiel du 6e au 5160, boulevard Décarie, en prévision du déménagement partiel des bureaux du 4e et du 6e étages. "
"LES ENTREPRISES DE CONSTRUCTION PROFIL INC. ","12 896,62$","Travaux supplémentaires à la bibliothèque et à la maison de la culture Côte-des-Neiges dans le cadre du projet d’accessibilité universelle "
"LES ENTREPRISES DE CONSTRUCTION PROFIL INC. ","9 663,44$","Travaux d’électricité et accessibilité au bureau d’accès Montréal au 5160, boul. Décarie "
"LES ENTREPRISES DE CONSTRUCTION PROFIL INC. ","2 369,12$","Travaux de plomberie "
"LES ENTREPRISES DE CONSTRUCTION PROFIL INC. ","7 592,24$","Réfection des portes au gymnase du Centre sportif Notre-Dame-des-Neiges "
"LES ENTREPRISES DE CONSTRUCTION PROFIL INC. ","2 623,02$","Fournir et installer deux nouvelles barres paniques dans le cadre du projet du centre sportif Notre-Dame-des-Neiges "
"LES ENTREPRISES DE CONSTRUCTION PROFIL INC. ","9 422,34$","Rénovation des salles de toilettes du 3e étage au 2140, Madison "
"LES ENTREPRISES DE CONSTRUCTION PROFIL INC. ","2 964,75$","Travaux de réparation de la cuve d’entretien au 2e étage de la maison de la culture de Côte-des-Neiges "
"LES ENTREPRISES DE CONSTRUCTION PROFIL INC. ","6 073,66$","Travaux d’aménagement et ajout à la bibliothèque interculturelle du 6767 de Côte-des-Neiges "
"LES ENTREPRISES DE CONSTRUCTION PROFIL INC. ","17 705,76$","Fournir et installer deux unités de climatisation au pavillon du parc Gilbert-Layton "
"LES ENTREPRISES DOUGLAS POWERTECH INC. ","28 910,50$","Fourniture d’un hache-branches remorqué "
"LES ENTREPRISES VENTEC INC. ","2 437,98$","Fourniture et installation de plantes et de fleurs dans les bacs du toit vert de la bibliothèque et de la maison de la culture Côte-des-Neiges "
"LES ENTREPRISES VENTEC INC.","14 347,38$","Construction de dalles de béton pour du mobilier urbain au parc Mackenzie-King "
"LES ENTREPRISES VENTEC INC.","25 380,83$","Fourniture et installation de deux lampadaires solaires "
"LES ENTREPRISES VENTEC INC.","2 966,56$","Ajout de sable dans l’aire de jeux du parc-école Bedford "
"LES ENTREPRISES VENTEC INC.","133 798,45$","Contrat pour le réaménagement des aires de jeux pour les enfants de 18 mois à 5 ans et de 5 à 12 ans du parc Van Horne "
"LES ENTREPRISES VENTEC INC.","52 248,29$","Contrat pour le réaménagement de l’aire de jeux pour les enfants de 18 mois à 5 ans du parc Darlington "
"LES ENTREPRISES VENTEC INC.","22 114,38$","Démantèlement du terrain de baseball et réaménagement de l’aire d’intervention du parc Van Horne "
"LES MACHINERIES TENCO (CDN) LTEE ","127 055,18$","Achat de deux bennes basculantes et accessoires "
"LES MACHINERIES TENCO (CDN) LTEE ","12 715,77$","Location d’une souffleuse à neige amovible pour le mois de décembre 2010 "
"LES MACHINERIES TENCO (CDN) LTEE ","4 862,47$","Contrôle de souffleuse à neige "
"LES MACHINERIES TENCO (CDN) LTEE ","32 459,66$","Location d’une souffleuse à neige amovible pour les mois de janvier, février et mars 2011 "
"LES MACHINERIES TENCO (CDN) LTEE ","111 408,49$","Achat de la souffleuse louée pour l’hiver 2010-2011 "
"LES SERRES RIEL INC. ","15 675,75$","Commande de fleurs pour la campagne d’embellissement 2010 – Parcs "
"LES SERRES RIEL INC.","13 857,77$","Parcs – Campagne d’embellissement 2011 "
"LES SERVICES AUDIO-VISUELS TECHNI-LOGIQUE INC. ","7 767,00S","Honoraires de consultation – Consultation centre Benny "
"LES SERVICES AUDIO-VISUELS TECHNI-LOGIQUE INC. ","23 862,20S","Moniteur Mitsubishi ACL42 + ACL52 – pour le centre sportif Notre-Dame-de-Grâce "
"LES SERVICES AUDIO-VISUELS TECHNI-LOGIQUE INC. ","3 294,98S","Projecteur, ordinateur portable Dell Latitude E5410 et éclairage pour le centre sportif Notre-Dame-de-Grâce "
"LES SERVICES AUDIO-VISUELS TECHNI-LOGIQUE INC. ","6 344,88S","Aménagement en audiovisuel de la salle de réunion de Côte-des-Neiges "
"LES SOLS SPORTICA INC. ","36 138,13$","Contrat pour la réparation de la piste d’athlétisme du parc de Kent "
"LOCATION EMPRESS INC. ","50 844,42$","Fourniture de châssis de camion à cabine basculante avec PNBV de 17 950 lb, Mitsubishi Fuso, FE 180, 2010 "
"LOISIRS SPORTIFS CÔTE-DES-NEIGES ","30 000,00$","Contribution financière - centre sportif de Notre-Dame-de-Grâce "
"LOISIRS SPORTIFS CÔTE-DES-NEIGES ","3 333,16$","Équipement – centre sportif de Notre-Dame-de-Grâce "
"LOISIRS SPORTIFS CÔTE-DES-NEIGES ","290 652,67$","Contribution financière 2011 "
"LOISIRS SPORTIFS CÔTE-DES-NEIGES ","185 508,00$","Contribution financière 2011 "
"LOISIRS SPORTIFS CÔTE-DES-NEIGES ","630 296,33$","Contribution financière 2011 "
"LOUBAC INC. ","34 449,88$","Distribution de bacs roulants "
"LVM INC. ","21 532,72$","Services professionnels pour le contrôle qualitatif des matériaux dans le cadre du projet de construction du complexe sportif et communautaire Benny. Phase 4 "
"LVM INC.","3 251,85$","Services professionnels en génie des matériaux. Contrôle qualitatif des sols et matériaux dans le cadre du projet d’aménagement d’un terrain de basket-ball au parc Georges-Saint-Pierre"
"MAISON DES JEUNES DE LA CÔTE-DES-NEIGES INC. ","111 860,00$","Contribution financière 2011 "
"MAROBI INC. ","752 333,80$","Contrat de déneigement 2010-2013 – N72 ET N74 – HIVER 2010/2011 "
"MAROBI INC. ","764 760,69$","Contrat de déneigement 2010-2013 – N72 ET N74 – HIVER 2010/2011 "
"MAROBI INC. ","162 842,03$","Contrat de déneigement 2010-2013 – N72 ET N74 – HIVER 2010/2011 "
"MAROBI INC. ","557 275,95$","Contrat de déneigement 2010-2013 – N72 ET N74 – HIVER 2010/2011 "
