CENTRE COMMUNAUTAIRE DE LOISIR DE LA CÔTE-DES-NEIGES,,Remboursement de frais de relocalisation des bureaux et des frais de téléphonie liés au chantier en cours,"2 337,93"
,,Contribution financière : programme d'accompagnement en loisir de l'île de Montréal (PALÎM) 2018,"3 015,79"
,,Contribution financière : projet « Pour bien animer 2018 »,"4 250,00"
,,Camp de jour : remboursement de frais de location pour une salle supplémentaire en remplacement de l'école Notre-Dame-des-Neiges,"5 700,00"
,,Contribution financière : camp de jour CCL régulier 2018,"25 000,00"
,,Contribution financière : activités de loisirs 2018,"211 744,00"
CENTRE COMMUNAUTAIRE MOUNTAIN SIGHTS,,Remboursement des frais d'entreposage à U-Haul pour la période du 30 octobre 2018 au 30 novembre 2019,"2 320,00"
,,Remboursement des frais de location d'une salle à l'église Croate pour la période du 24 septembre 2018 au 6 juin 2019 pour les activités après l'école,"7 680,00"
,,Contribution financière : Camp de jour Mountain Sights 2018,"20 000,00"
,,Contribution financière : activités de loisirs 2018,"121 700,00"
,,Contribution financière : entente 2018-2021 pour l’accueil et l’intégration des immigrants (Ville de ,"9 000,00"
CENTRE DE RESSOURCES COMMUNAUTAIRES CÔTE-DES-NEIGES,,Contribution financière : gestion de centre 2018,"140 000,00"
CLÔTURE SECUR,,Réparation de la clôture au 2140 avenue Madison,"6 582,32"
,,Fourniture de matériaux et de main-d'oeuvre pour la réparation de la passerelle aérienne (boul. Grand au sud du boul. de Maisonneuve Ouest),"11 497,50"
,,Parc Loyola : installation de clôtures sur le terrain de baseball no 1,"14 506,97"
CLUB DE PLEIN AIR NDG,,Contribution financière : activités de loisirs 2018,"42 000,00"
COMITÉ JEUNESSE DE NOTRE-DAME-DE-GRÂCE,,Contribution financière : ajustement 2018,"4 740,72"
,,Contribution financière : Camp de jour Saint-Raymond 2018,"13 258,05"
,,Contribution financière : Camp de jour Walkley,"20 000,00"
,,Contribution financière : Camp de jour NDG 2018,"57 172,06"
,,Contribution financière : activités de loisirs 2018 du Centre Walkley,"58 900,00"
,,Contribution financière : activités de loisirs du Centre Saint-Raymond,"149 403,00"
,,Contribution financière : activités de loisirs 2018 au Manoir NDG,"333 362,00"
COMMISSION SCOLAIRE DE MONTRÉAL (CSDM),,Contribution financière : réalisation des projets de médiation culturelle pour les ateliers de danse et de musique en milieu scolaire « 26 lettres à danser » et « Une Ouïe inouïe »,"10 000,00"
,,"Location d'écoles : octobre, novembre et décembre 2017","13 722,31"
,,Location d'écoles : année 2018,"55 188,00"
CONSEIL COMMUNAUTAIRE NOTRE-DAME-DE-GRÂCE INC.,,Contribution financière : activité Ruche d'art « Pop art » dans les parcs Georges-Saint-Pierre et Notre-Dame-de-Grâce,"3 000,00"
,,"Contribution financière : création d'une murale sur la façade ouest du bâtiment privé situé au 5770, chemin Upper-Lachine","7 000,00"
,,Contribution financière : projet « Bien planifier pour mieux intervenir »,"10 625,00"
,,Initiative montréalaise de soutien au développement social local ,"16 600,00"
,,Contribution financière : activités liées à la concertation et au soutien en développement social local 2018-2019,"31 875,00"
CONSTRUCTION EMCON INC.,,Parc Le Triangle : construction d’un chalet et aménagement d’un nouveau parc dans le secteur Le Triangle,"6 082 728,87"
CONSTRUCTION ENCORE LTÉE,,Centre communautaire NDG : travaux pour la modification et l'ajout de prises électriques et travaux connexes,"25 329,70"
,,Centre Saint-Raymond : réaménagement du hall d'entrée,"27 270,63"
CONSTRUCTION GENFOR LTÉE,,Parc de la Savane : frais de compensation pour l'annulation du projet : 903338 Parc de la Savane (GDD 2184921004),"5 000,00"
,,Chalet du parc de la Savane : contrat pour le réaménagement et l'agrandissement du chalet,"2 390 330,24"
,,Parc de la Savane : aménagement d'un jardin communautaire avec cabanon de service,"295 062,37"
CONSTRUCTION MORIVAL LTÉE,,Cour de voirie Darlington : contrat de travaux de réhabilitation,"1 378 668,39"
CONSTRUCTION TRO-MAP INC. ,,Contrat de réfections mineures de trottoirs et d'utilités publiques (RMTUP),"692 942,82"
CONSTRUCTIONS DGAV INC.,,"Aréna Doug-Harvey : contrat de travaux d'amélioration des blocs sanitaires, des vestiaires et du corridor","173 738,72"
,,Centre sportif CDN : contrat de travaux de réfection du hall d’entrée et réparation partielle du mur extérieur,"289 600,24"
COOPÉRATIVE DE L’UNIVERSITÉ LAVAL,Entente 1163361,Divers achats de produits Apple pour la DCSLDS,"25 562,30"
CORPORATION DE DÉVELOPPEMENT  COMMUNAUTAIRE DE CÔTE-DES-NEIGES,,"Contribution financière : organisation du festival « L'Hiver en fête à Côte-des-Neiges, 10e édition » ","3 000,00"
,,Contribution financière : concertation en développement social,"10 625,00"
,,Contribution financière : entente de partenariat pour l'Initiative montréalaise de soutien au développement social local ,"16 600,00"
,,Contribution financière : activités liées à la concertation et au soutien en développement social local 2018-2019,"31 875,00"
,,Contribution financière : maintien de l'intervention communautaire de la CDC en matière de logement pour une durée d'un an,"55 000,00"
CPE NOTRE-DAME-DE-GRÂCE,,Contribution financière : payée par contribution aux fins de parcs,"45 298,20"
CREUSAGE RL,,Contrat d'excavation pneumatique ,"92 675,59"
DEMIX AGRÉGAT,Entente 1206460,Fourniture d'abrasifs d'hiver saison 2018-2019,"21 618,29"
,,Fourniture d'abrasif (90 % granulat et 10 % chlorure de sodium) saison 2017-2018,"64 003,21"
DÉPÔT ALIMENTAIRE NDG,,Contribution financière : gestion des inscriptions et renouvellement de trois jardins communautaires de NDG,"5 000,00"
,,Contribution financière : gestion et animation horticole des trois jardins communautaires de NDG ,"20 250,00"
DÉVELOTECH INC.,,Installation des balises Ped-Zone,"4 426,54"
,,Installation de balises centrales pour l’apaisement de la circulation,"20 695,50"
DUOSON MULTIMÉDIA INC.,,Location d'équipements pour les séances du conseil,"38 509,16"
ÉMONDAGE PLUS INC.,,Contrat de travaux d'essouchement incluant tous les frais accessoires,"109 081,38"
ENGLOBE CORP.,"Entente 1285081
Entente 1285089",Contrat annuel de dispositions des sols contaminés,"69 904,79"
ENTREPRISE T.R.A. (2011) INC.,,Place Louis-Collin : travaux de marquage de la chaussée,"4 369,04"
,,Travaux de marquage de la chaussée à l’angle des avenues de Vimy et Ekers,"7 645,84"
,,Star Spectrum : travaux de marquage de la chaussée,"17 246,24"
FICHTEN SOIFERMAN ET ASSOCIÉS ARCHITECTES,,Règlement de la réclamation faite par le consortium AFO en regard des services professionnels pour la construction du Centre culturel de NDG,"368 232,42"
G.G. INOX INC.,,Support à vélo modèle B0 4 avec ancrages. Selon l'estimé E18060,"34 136,08"
GESTION ENVIRONNEMENTALE T. HARRIS,,"Centre communautaire NDG : réaménagement des bureaux, caractérisation et contrôle de l'amiante, du plomb dans le bâtiment","6 553,58"
,,Le Manoir : réaménagement des bureaux - caractérisation et contrôle de l'amiante et du plomb dans le bâtiment,"6 841,02"
,,"Le Manoir : rénovation du gymnase et dojo - contrôle de l'amiante, du plomb et des moisissures ","20 120,63"
GHD CONSULTANTS LTÉE,Entente 1207002,Cour de voirie Darlington : échantillonnage environnemental,"3 087,07"
,,Parc McDonald : transformation de la pataugeoire existante du parc en jeux d'eau et aménagement paysager - contrôle qualitatif des matériaux,"8 523,90"
GHD CONSULTANTS LTÉE,Entente 1207002,Ruelles 2018 CDN-NDG : contrôle qualitatif des matériaux,"14 973,25"
,Entente 1285118,Parc Loyola : inspection et contrôle des travaux de construction (services professionnels),"15 176,70"
,Entente 1285133,Cour de voirie Darlington : contrôle qualitatif des matériaux pour la réhabilitation de la cour,"29 216,24"
GR7 ARCHITECTURE INC.,,Le Manoir : projet de réaménagement des bureaux (services  professionnels),"242 890,43"
GROUPE AKIFER INC.,Entente 1180914,Échantillonnage de sols pour 2018,"40 357,35"
GROUPE AXINO INC.,,Centre communautaire et bibliothèque interculturelle CDN : travaux de réhabilitation de l'enveloppe verticale du bâtiment,"4 088 059,48"
GROUPE DCR,,Le Manoir : travaux de rénovation et mise aux normes du gymnase et du dojo - ouvertures exploratoires,"12 647,24"
,,Le Manoir : réaménagement de bureaux et travaux connexes,"225 302,37"
GROUPE SANYVAN INC.,,Location de machinerie et de main-d'oeuvre pour des travaux de creusage en hydro-excavation,"57 474,00"
GROUPE SDM INC.,Entente 1318697,Services de dégel de conduites 2017-2018,"54 914,25"
IGF AXIOM INC.,Entente 1209642,Surveillance de travaux pour l'aménagement d'un débarcadère d'autobus à l'école Herzliah,"14 665,39"
,,Surveillance des travaux d'infrastructures souterraines sur l'avenue de Courtrai entre les avenues de Westbury et Trans-Island dans le cadre du projet Westbury pour les Développements Armstrong,"51 314,36"
,,Surveillance des travaux de réhabilitation de la cour de voirie Darlington,"52 964,50"
IMPRIMERIE F.L. WEB INC.,,Service d'impression - Bulletin Le Citoyen,"36 230,95"
IRRIGLOBE INC. ,,Parc Gilbert-Layton : réparation du système d'irrigation du grand terrain de soccer,"4 524,27"
,,Toit vert de la Bibliothèque CDN et de la Maison de la culture CDN : travaux de réfection du système d'irrigation existant,"60 234,72"
JEUNESSE BENNY,,Contribution financière : soutien à la réalisation d'activités,"3 000,00"
,,Contribution financière : gestion du camp de jour 2018,"25 000,00"
,,Contribution financière : activités de loisir 2018,"43 809,00"
K+S SEL WINDSOR LTÉE,Entente 1150116,Sel de déglaçage CDN-NDG 2017-2018,"746 814,33"
LA SEMAINE DES ARTS,,"Contribution financière : festival « Le Mondial des monstres de Montréal », avenue de Monkland","8 000,00"
,,Contribution financière : festival saison 2018,"21 000,00"
,,Décorations hivernales sur la rue Sherbrooke 2018,"25 696,92"
,,Décorations hivernales sur l’avenue de Monkland 2018,"27 283,56"
LA SOCIETÉ DE VERDISSEMENT DU MONTRÉAL MÉTROPOLITAIN,,Contribution financière : projet de corridor écologique et vivrier Darlington,"27 000,00"
LAFARGE CANADA INC.,Entente 1196643,Achat de produit de béton hors entente pour urgence sur la rue Jean-Talon,"2 179,92"
,,Achat de bloc de béton,"3 449,24"
,,Remblai sans retrait 2018,"8 404,68"
,Entente 1195735,Fourniture de pierre concassée VM-4 pour 2018,"18 227,58"
,,Fourniture de pierre concassée VM-2 pour 2018,"188 046,40"
LANCO AMÉNAGEMENT INC.,,Parc Loyola : construction d'un terrain de soccer et aménagement paysager,"2 698 902,60"
LE DEVOIR INC.,Entente 1072498,Services de publication d'avis publics,"30 365,54"
LES AMÉNAGEMENTS FLEURS-O-PAVÉ INC.,,Parc de la Confédération : travaux de réaménagement de l'aire de jeux des enfants de 2 à 5 ans et autres travaux d'accessibilité universelle,"176 844,05"
LES CONSTRUCTIONS ARGOZY INC.,,Parc NDG : pavage,"12 992,18"
,,Parc NDG : travaux pour la tranchée téléphonique de Bell Canada,"16 574,80"
,,Parc de la Confédération : travaux variés de sécurisation et d'amélioration,"24 667,89"
LES ENTREPRISES BERTHIER INC.,,Parc McDonald : travaux de transformation de la pataugeoire en jeux d'eau et aménagement paysager,"503 676,73"
LES ENTREPRISES CANBEC CONSTRUCTION INC.,,Travaux de réfection de pavage et de reconstruction de la chaussée sur diverses rues (PRCPR),"1 401 440,88"
,,Travaux de réfection de pavage et de reconstruction des trottoirs sur diverses rues (PRCPR),"323 346,08"
LES ENTREPRISES KEPASC,,Contrat 2018 : prolongation du contrat des travaux d'essouchement,"141 114,11"
,,Contrat 2018 : 2 e prolongation du contrat des travaux d'essouchement,"141 161,01"
LES ENTREPRISES MICHAUDVILLE INC.,,"Travaux de remplacement des entrées de service d'eau en plomb, de réfection de chaussées et de trottoirs de la DRE (RESEP-1-2018)","12 960 000,01"
,,"Travaux de remplacement des entrées de service d'eau en plomb, de réfection de chaussées et de trottoirs de la DRE (RESEP-2-2018)","8 414 999,98"
LES EXCAVATIONS DDC,Entente 1201817,Contrat de location de scie à béton pour 2018,"68 760,79"
LES INDUSTRIES SIMEXCO INC.,,"Contrat d'ouverture/fermeture des jeux d'eau des parcs Benny, Rosemary-Brown et NDG ainsi que la réparation des jeux d'eau pour l'été ","6 978,98"
,,Parc de la Confédération : achat d'équipements de jeu accessibles dans le projet de réaménagement de l'aire de jeu,"23 989,94"
LES INSTALLATIONS SPORTIVES AGORA INC.,,Centre Saint-Raymond : fourniture et installation/modification des équipements de gymnase,"2 375,68"
,,Centre Trenholme : achat d'un panier de basketball,"2 908,86"
,,Aréna Bill-Durnan : fourniture et installation d'une porte d'accès à la patinoire,"3 179,82"
,,Centre communautaire NDG : fourniture et installation / modification des équipements de gymnase,"4 585,50"
,,Centre communautaire NDG : fourniture et installation / modification des équipements de basketball,"4 903,69"
,,Centre communautaire Monkland : fourniture et installation / modification des équipements de gymnase,"5 992,27"
,,Parc Trenholme : diverses réparations à la suite du rapport d'inspection pour les paniers de basketball,"9 652,15"
,,CELO : fourniture et installation / modification des équipements de gymnase,"18 649,17"
LES PAVAGES CEKA INC. ,,Construction de dos d'âne sur divers tronçons de rues,"377 692,88"
LES PAVAGES ULTRA INC.,,Réfection de ruelles,"357 521,76"
LES PLANTATIONS LÉTOURNEAU (PÉPINIÈRE),,Plan Canopée : plantation d'arbres pour l'automne 2018,"3 770,03"
,,Achat de produits horticoles,"8 973,79"
,,Plan Canopée : plantation d'arbres pour le printemps 2018,"17 740,64"
LOCATION GUAY,,Location d’une mini-excavatrice John Deere modèle 35D,"9 982,70"
,,Location d'une rétrocaveuse avec opérateur (Parcs),"63 727,19"
,,Contrat annuel de location d'une rétrocaveuse avec opérateur (Voirie),"122 819,77"
LOCATION SAUVAGEAU INC.,Entente 1263855,Location de deux voitures pour la DCSLDS,"18 389,57"
,,Location d'une voiture sous-compacte pour l’équipe aqueduc été 2018,"3 989,64"
,,Location d'une voiture sous-compacte pour les parcs,"7 181,33"
,,Location d’une voiture pour les actifs immobiliers,"7 522,81"
,,Location d'un camion pour les contremaîtres de l’aqueduc de mai à novembre 2018 ,"16 096,50"
,,Location de cinq véhicules pour la division des études techniques - été 2018 ,"27 927,42"
LOGISACTION NOTRE-DAME-DE-GRÂCE,,Contribution financière,"36 264,27"
LOISIRS SOLEIL INC.,,Contribution financière ,"25 000,00"
LOISIRS SPORTIFS CÔTE-DES-NEIGES NOTRE-DAME-DE-GRÂCE,,Location de salle,"3 435,82"
,,Plateaux sportifs Jean-de-Brébeuf : contrat de service,"4 081,00"
,,Contribution financière : versement forfaitaire en guise de mesure de rattrapage en raison de l'inflation ,"8 775,85"
,,Contribution financière : camp de jour Simone-Monet 2018 ,"11 468,56"
,,Pavillon NDG dans le parc NDG : contrat de service de surveillance de mai à décembre 2018 ,"15 411,76"
,,Centre sportif Trenholme : contrat de service de gestion de centre ,"19 374,00"
,,Centre Confédération : contrat de service de gestion de centre ,"25 540,99"
,,Pavillon NDG dans le parc NDG : contrat de service de surveillance de mai à décembre 2018 ,"26 805,62"
,,Centre sportif de Côte-de-Neiges : contrat de service de gestion de centre ,"264 649,11"
,,Contribution financière : activités de loisirs ,"333 037,73"
,,Centre sportif de Notre-Dame-de-Grâce : contrat de service de gestion de centre ,"508 718,01"
,,Contribution financière : activités de loisirs 2018 ,"868 984,00"
MAISON DES JEUNES DE CÔTE-DES-NEIGES,,Contribution financière annuelle,"21 800,00"
,,Contribution financière : activités de loisirs 2018,"28 000,00"
,,Contribution financière : Jeunesse 2000 ,"62 060,00"
MANOREX INC.,,Travaux de réparation de drains privés ,"95 603,44"
MORNEAU SHEPELL LTD.,Entente 1310883,Services professionnels pour le programme d'aide aux employés - année 2018 ,"25 000,00"
NADEAU NADEAU BLONDIN ARCHITECTES INC.,,Pavillon NDG : ajustement des honoraires professionnels,"88 766,48"
NEOLECT INC.,,Parc Georges-Saint-Pierre : travaux d'éclairage du terrain de basketball ,"84 309,10"
P2K MONTREAL,,"Réparation, ajustement complet, sciage rotatif et thermorapiéçage pour les regards de puisards et le puisard ","9 979,82"
,,Réparation d'un regard de puisard par thermorapiéçage ,"18 459,46"
PAVAGES MÉTROPOLITAIN INC.,,Pavage de la rue Van Horne entre l’avenue Victoria et la rue Lavoie à la suite d’une fuite d'eau ,"18 809,90"
,,"Contrat de travaux de revêtement bitumineux de chaussées, de réfection de trottoirs et de planage sur diverses rues ","2 901 192,01"
,,Travaux de réfection de la chaussée (PRR) ,"4 294 564,28"
,,Travaux de réfection des trottoirs (PRR) ,"1 930 589,58"
,,Travaux de remplacement des entrées de service d'eau en plomb sur diverses rues (PRR) ,"1 144 070,01"
,,"Travaux de planage et de revêtement bitumineux de chaussées, de réfection de trottoirs ainsi que de remplacement des entrées de service d'eau en plomb (PCPR de la DRE)","5 261 256,67"
,,Travaux de remplacement des entrées de service d'eau en plomb sur diverses rues (PRR) ,"6 303 296,22"
,,"Travaux de planage, de revêtement bitumineux de chaussées et de remplacement des entrées de service d'eau en plomb (PCPR du SIVT) ","3 854 476,15"
,,"Travaux de planage, de revêtement bitumineux et de réfection de trottoirs ainsi que de remplacement des entrées de service d'eau en plomb (PCPR du SIVT)","1 713 417,49"
PÉPINIÈRE A. MUCCI INC.,Entente 1283714,Achat de sable ,"2 446,67"
,,Achat de mélange de terre de culture pour gazon et fosse d'arbre (no 1) et lits de plantation (no 2) - Aqueduc 2018 ,"8 650,03"
,,Mélange de terre de culture nos 1 et 2 - Parcs 2018 ,"29 587,16"
PÉPINIÈRE ROUGEMONT ENR.,,Plan Canopée : achat d'arbres,"37 223,15"
PÉPINIÈRES Y. YVON AUCLAIR ET FILS ENR.,,Plan Canopée : achat d'arbres,"2 339,75"
,,Plan Canopée : achat d'arbres pour l'automne 2018 ,"4 173,60"
,,Plan Canopée : achat d'arbres pour le printemps 2018 ,"18 919,13"
PRÉVENTION CÔTE-DES-NEIGES–NOTRE-DAME-DE-GRÂCE,,Contribution financière : ajustement 2018 ,"2 008,50"
,,Parc Trenholme : conception et exécution des murales sur les murs du bâtiment de la pataugeoire ,"4 600,00"
,,Parc Georges-Saint-Pierre : travaux de murale sur un conteneur d’une dimension de 20 pieds ,"5 689,85"
,,"Contribution financière : Programmes BINAM, PIMJ, Ville-Midi – projet « Place aux filles » ","13 939,00"
,,Contribution financière : projet « Travailleur de milieu » ,"17 500,00"
,,Contribution financière : réalisation d'un projet visant à poursuivre le travail d'intervention auprès des jeunes de 12 à 20 ans du quartier NDG ,"38 354,00"
,,Sécurité urbaine 2018 ,"250 300,00"
,,Contribution financière : entente 2018-2021 pour l'accueil et l'intégration des immigrants (Ville de Montréal-MIDI) ,"18 000,00"
,,"Contribution financière : Programme de prévention, de l'adhésion des jeunes aux gangs de rue et à la violence ","73 015,00"
PRODUITS SANY,Entente 1048199,Achat de tapis pour l'aréna Bill-Durnan ,"2 609,30"
,,Détergent neutralisant de calcium ,"2 741,45"
,,Accessoires pour une autolaveuse de planchers d'arénas ,"7 094,43"
,,Achat de produits sanitaires - aréna ,"14 123,11"
RAMCOR CONSTRUCTION INC.,,Réfection du site commémoratif du parc NDG (Place de Vimy) phase ,"2 585 640,96"
RECYCLAGE NOTRE-DAME INC.,Entente 1225134,Élimination et traitement de sols AB - 2017 ,"2 805,80"
,,Ajout au contrat - Résidus de balai de rue et dépôt à neige ,"8 436,15"
,Entente 1253996 ,Élimination et traitement de sols AB - 2018 ,"274 654,28"
REMORQUAGE BURSTALL CONRAD,,Service de remorquage sur le territoire de l'arrondissement - année 2018 ,"8 278,20"
,,Ajout au contrat de remorquage - année 2018 ,"24 997,86"
ROGERS COMMUNICATIONS CANADA INC.,Entente 1137408,Frais d'utilisation de cellulaires pour la direction de l'arrondissement,"2 170,73"
,,Frais d'utilisation de cellulaires pour la division de la voirie et celle des études techniques ,"42 425,76"
,,Frais d'utilisation de cellulaires pour la division des communications et des relations avec les citoyens ,"3 449,24"
,,Frais d'utilisation de cellulaires pour la direction des services administratifs et du greffe ,"4 616,25"
,,Frais d'utilisation de cellulaires pour la division des permis et inspections ,"6 662,81"
,,Frais d'utilisation de cellulaires pour le bureau des élus ,"6 898,50"
,,Frais pour services d'appareils mobiles ,"19 890,68"
SANIVAC,Entente 1273977,Contrat de nettoyage de puisards pour 2018 ,"299 136,19"
SAUVER REMORQUAGES,,Prolongation du contrat pour les services de remorquage pour les opérations de déneigement de novembre à décembre 2018 et de janvier à avril 2019 ,"100 238,66"
,,Contrat de remorquage durant les opérations de déneigement de 2018 ,"221 603,09"
SMQ INC ,,Travaux de marquage de la chaussée ,"67 554,11"
SNC-LAVALIN GEM QUÉBEC INC.,Entente 1285110,Contrat de contrôle qualitatif des matériaux dans le cadre du projet Westbury pour les Développements Armstrong ,"19 990,25"
,,Contrat de réfections mineures de trottoirs et d'utilités publiques (RMTUP-2018) - contrôle qualitatif des matériaux ,"39 597,61"
,,Contrat de contrôle qualitatif des matériaux ,"65 909,41"
SNC-LAVALIN INC,Entente 1186571,Surveillance du contrat de réfections mineures de trottoirs et d'utilités publiques (RMTUP) - 2017 ,"23 361,26"
,Entente 1285105,Contrat - Programme de réaménagements géométriques 2018 ,"57 659,96"
SOCIÉTÉ CANADIENNE DES POSTES,,Service de messagerie : postes et lettres,"16 182,01"
,,Service de messagerie : courrier de quartier ,"22 176,93"
,,Achat de produits postaux ,"22 995,00"
SOCIÉTÉ DE DÉVELOPPEMENT COMMERCIAL EXPÉRIENCE CÔTE-DES-NEIGES,,Contrat de réservation d'espace de publicité - Guide local 2018 ,"2 299,50"
,,Convention et contribution financière - Société de développement commercial expérience CDN,"60 000,00"
SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES,,Contribution financière : animation horticole des deux jardins communautaires de CDN et sensibilisation à la problématique des marmottes dans les jardins ,"24 180,94"
,,Gestion et inscriptions pour les jardins communautaires ,"4 999,99"
,,Contribution financière : projet pilote « Programme de subvention de gestion de produits d'hygiène durables » ,"7 500,00"
,,Contrat de service pour l'aménagement de ruelles vertes ,"25 040,17"
SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES,,Contribution financière : projet d'éradication de l'herbe à poux sur le domaine public de l'arrondissement ,"35 000,00"
,,Évictions 2018 ,"134 520,74"
,,Contribution financière : prolongation de convention – Programme Éco-Quartier ,"162 500,00"
,,Contribution financière : Programme Éco-quartiers 2018 ,"162 500,00"
SODEM INC.,,"Entretien des pistes de ski de fond aux parcs NDG, de Kent et Loyola ","8 623,12"
,,Location de terrain synthétique ,"10 867,50"
,,"Signalisation et deux traçages pour les parcs de Kent, NDG, Benny et Loyola ","12 121,81"
SOGEVEM ASSOCIÉS EXPERTS-CONSEILS LTÉE,,Parc de Darlington : frais de laboratoire pour le projet d'aménagement d'un nouveau parc à chiens ,"4 455,29"
,,Parc de la Confédération : transformation de l'aire de jeu des enfants de 2 à 5 ans ,"4 685,23"
,,"Centre communautaire de loisirs de la Côte-des-Neiges : services de surveillance, d'inspection et d'essais ","4 690,98"
,,Aréna Doug-Harvey : détection géoradar aux emplacements de carottage - évaluation de l'état de la dalle en béton ,"6 553,58"
