"Liste des contrats de 25 000 $ et plus",,
"Octroyés du 1er juin 2008 au 31 mai 2009",,
,,
,,
"Nom du fournisseur","Montant du contrat","Description du bon de commande"
"COMITÉ JEUNESSE DE NOTRE-DAME-DE-GRÂCE","162 000,00 $","Contribution financière 2009 "
"COMMISSION SCOLAIRE DE MONTRÉAL (CSDM)","5 688,10 $","Location de salles "
"COMMISSION SCOLAIRE DE MONTRÉAL (CSDM)","4 483,46 $","Location de salles "
"COMMISSION SCOLAIRE DE MONTRÉAL (CSDM)","3 418,12 $","Location de salles "
"COMMISSION SCOLAIRE DE MONTRÉAL (CSDM)","8 228,10 $","Location de salles "
"COMMISSION SCOLAIRE DE MONTRÉAL (CSDM)","2 730,13 $","Location de salles "
"COMMISSION SCOLAIRE DE MONTRÉAL (CSDM)","6 792,65 $","Location de salles "
"COMMISSION SCOLAIRE DE MONTRÉAL (CSDM)","13 525,41 $","Location de salles "
"COMMISSION SCOLAIRE DE MONTRÉAL (CSDM)","4 451,33 $","Location de salles "
"COMMISSION SCOLAIRE DE MONTRÉAL (CSDM)","5 934,83 $","Location de salles "
"COMMISSION SCOLAIRE DE MONTRÉAL (CSDM)","7 137,48 $","Location de salles "
"COMMISSION SCOLAIRE DE MONTRÉAL (CSDM)","6 056,58 $","Location de salles "
"CONSEIL COMMUNAUTAIRE CÔTE-DES-NEIGES/ SNOWDON","15 600,00 $","Contribution financière 2008 au Conseil communautaire de Côte-des-Neiges/Snowdon dans le cadre de «l’Initiative montréalaise de soutien au développement social local» "
"CONSEIL COMMUNAUTAIRE CÔTE-DES-NEIGES/ SNOWDON","80 000,00 $","Contribution financière pour le projet Nord-Est "
"CONSEIL COMMUNAUTAIRE CÔTE-DES-NEIGES/ SNOWDON","25 000,00 $","Contribution financière pour le Projet Promotion de saines habitudes de vie chez les ados "
"CONSEIL COMMUNAUTAIRE CÔTE-DES-NEIGES/ SNOWDON","10 000,00 $","Contribution financière non récurrente pour l’élaboration et la mise en oeuvre d’une journée mobilisatrice en développement social "
"CONSEIL COMMUNAUTAIRE CÔTE-DES-NEIGES/ SNOWDON","2 000,00 $","Contribution non récurrente pour le projet d’événement «Hiver en fête» qui se déroulera au parc Kent le 7 février "
"CONSEIL COMMUNAUTAIRE NOTRE-DAME-DE-GRÂCE","15 600,00 $","Contribution financière 2008 au Conseil communautaire Notre-Dame-de-Grâce inc. dans le cadre de «l’Initiative montréalaise de soutien au développement social local» "
"CONSEIL COMMUNAUTAIRE NOTRE-DAME-DE-GRÂCE","15 000,00 $","Convention de partenariat pour la réalisation du projet «Jeunes leaders NDG» ainsi que le versement d’une contribution financière "
"CONSEIL COMMUNAUTAIRE NOTRE-DAME-DE-GRÂCE","10 000,00 $","Contribution financière afin de soutenir le plan d’action «L’avenir entre nos mains» tenu à NDG en juin 2008 "
"CONSTRUCTION DJL INC.","18 338,75 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","74 919,19 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","53 349,58 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","7 191,52 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","7 568,02 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","15 242,74 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","7 491,92 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","3 745,96 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","125 926,67 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","82 645,41 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","9 026,77 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","24 486,93 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","313 880,00 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","86 775,00 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","5 254,37 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","29 126,25 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","6 031,07 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","8 737,88 $","Commande d’asphalte "
"CONSTRUCTION DJL INC.","4 206,74 $","Commande d’asphalte "
"CONSTRUCTION MORIVAL LTÉE","566 805,16 $","Réaménagement du pourtour de la pataugeoire existante et aménagement de nouveaux jeux d’eau au parc Jean-Brillant "
"CONSTRUCTION MORIVAL LTÉE","74 397,94 $","Aménagement de l’aire de détente et du terrain de pétanque au parc Jean-Brillant "
"CUBEX LIMITED","18 597,65 $","Achat d’épandeurs d’abrasif "
"CUBEX LIMITED","7 156,70 $","Entretien et réparation d’équipement "
"CUBEX LIMITED","3 937,44 $","Entretien et réparation d’équipement "
"CUBEX LIMITED","19 417,50 $","Location de 4 épandeuses à abrasifs pour trottoirs "
"CUBEX LIMITED","2 847,90 $","Entretien et réparation d’équipement "
"CUBEX LIMITED","21 661,30 $","Achat d’épandeuses d’abrasif "
"DEMIX","12 106,30 $","Béton Remblai "
"DEMIX","5 380,26 $","Béton Remblai "
"DEMIX","3 074,44 $","Béton Remblai "
"DEMIX","3 381,88 $","Béton Remblai "
"DEMIX","5 393,75 $","Béton Remblai "
"ENTREPRISES BERTHIER INC. (LES)","26 520,34 $","Travaux de préparation (béton et plomberie) pour l’installation des nouveaux jeux d’eau – Parc Notre-Dame-de-Grâce "
"ENTREPRISES DANIEL ROBERT INC.","13 633,25 $","Ragréage du gazon – piscine Kent "
"ENTREPRISES DANIEL ROBERT INC.","10 264,63 $","Réalisation du réaménagement de l’aire de jeux et du parc Roméo-Charette "
"ENTREPRISES DANIEL ROBERT INC.","102 646,30 $","Réalisation du réaménagement de l’aire de jeux et du parc Roméo-Charette "
"ENTREPRISES DANIEL ROBERT INC. ","3 893,78 $","Entretien du toit vert de la maison de la culture de Côte-des-Neiges "
"ENTREPRISES DANIEL ROBERT INC. ","41 837,96 $","Travaux d’aménagement paysager – Parc Gilbert-Layton, zone du terrain de bocce "
"ENTREPRISES DANIEL ROBERT INC. ","6 689,92 $","Travaux d’aménagement paysager – Parc Gilbert-Layton, zone du terrain de bocce "
"ENTREPRISES DOMINIC PAYETTE LTÉE (LES)","22 923,44 $","Honoraires professionnels à la gestion du projet du nouveau Complexe sportif et communautaire Benny"
"ENTREPRISES DOMINIC PAYETTE LTÉE (LES) ","22 653,75 $","Services professionnels en vue d’assurer la supervision de divers projets au sein de la direction du développement des actifs immobiliers "
"ENTREPRISES FORMES & JEUX PEB INC.","327 502,39 $","Fourniture de modules de jeux d’eau et d’un système de filtration combiné pour jeux d’eau et pataugeoire au parc de Kent "
"ENTREPRISES FORMES & JEUX PEB INC.","22 457,09 $","Buts de soccer et accessoires "
"ENVIRONNEMENT ROUTIER NRJ INC.","23 883,53 $","Location d’équipements "
"ENVIRONNEMENT ROUTIER NRJ INC.","23 223,60 $","Location d’équipements "
"ENVIRONNEMENT ROUTIER NRJ INC.","202 758,65 $","Contrat de déneigement n07-76 – hiver 2008/2009 "
"ENVIRONNEMENT ROUTIER NRJ INC.","15 101,99 $","Contrat de déneigement n07-76 – hiver 2008/2009 "
"ENVIRONNEMENT ROUTIER NRJ INC.","411 661,47 $","Contrat de déneigement n07-76 – hiver 2008/2009 "
"ENVIRONNEMENT ROUTIER NRJ INC.","9 705,33 $","Contrat de déneigement n07-76 – hiver 2008/2009 "
"ENVIRONNEMENT ROUTIER NRJ INC.","1 767 223,46 $","Contrat – collecte sélective – année 2009 "
"ÉQUIPEMENTS PLANNORD LTÉE","19 741,12 $","Location pour deux mois d’une chenillette pour la Voirie "
"EXCAVATION BERGEVIN & LABERGE INC. ","20 819,88 $","Location pour deux mois d’une chenillette pour la Voirie "
"EXCAVATION BERGEVIN & LABERGE INC.","42 319,47 $","Location d’équipements "
"EXCAVATION BERGEVIN & LABERGE INC.","29 286,82 $","Location d’équipements "
"EXCAVATION BERGEVIN & LABERGE INC.","32 944,22 $","Location d’équipements "
"EXCAVATION BERGEVIN & LABERGE INC.","72 134,02 $","Nettoyage site Pullman "
"EXCAVATION BERGEVIN & LABERGE INC.","40 498,66 $","Location d’équipements "
"FÉDÉRATION CJA","62 613,00 $","Contribution financière 2009 "
"FONDERIE LAPERLE","6 045,96 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","2 161,82 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","3 705,51 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","5 407,04 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","8 110,56 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","18 606,11 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","7 752,54 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","4 651,53 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","4 651,53 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","4 651,53 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","4 651,53 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","4 373,14 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","2 453,08 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","2 453,08 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","8 110,56 $","Achat de pièces et accessoires "
"FONDERIE LAPERLE","10 495,55 $","Achat de pièces et accessoires "
"FORTIER AUTO (MONTRÉAL) LTÉE","143 453,81 $","Fourniture de 3 camionnettes FORD F-350, 4 portes "
"FORTIER AUTO (MONTRÉAL) LTÉE","4 207,13 $","3 camions de couleur blanche et de marque FORD F-450, année 2009 "
"FORTIER AUTO (MONTRÉAL) LTÉE","185 844,27 $","3 camions de couleur blanche et de marque FORD F-450, année 2009 "
"FORTIER AUTO (MONTRÉAL) LTÉE","71 548,56 $","Fourniture de deux camions, année 2009 "
"GENIVAR SOCIÉTÉ EN COMMANDITE","60 248,19 $","Service professionnel en ingénierie pour la réalisation de comptages manuels et de relevés de vitesse et débits dans l’arrondissement de Côte-des-Neiges—Notre-Dame-de-Grâce "
"GENIVAR SOCIÉTÉ EN COMMANDITE","6 904,95 $","Conception et plans de construction "
"GENIVAR SOCIÉTÉ EN COMMANDITE","133 765,00 $","Réalisation d’un plan directeur de transport urbain "
"GESCA VENTES MEDIA LTÉE","5 962,34 $","Placements médias "
"GESCA VENTES MEDIA LTÉE","5 393,75 $","Placements médias "
"GESCA VENTES MEDIA LTÉE","8 630,00 $","Placements médias "
"GESCA VENTES MEDIA LTÉE","3 573,81 $","Placements médias "
"GESCA VENTES MEDIA LTÉE","8 630,00 $","Placements médias "
"HÉLOISE THIBODEAU ARCHITECTE","1 247 250,75 $","Services professionnels en architecture, architecture de paysage et en ingénierie mécanique électrique, structure et civile pour la construction du nouveau Complexe sportif et communautaire Benny"
"HYDRO-QUÉBEC","165 762,29 $","Frais d’électricité 2008 "
"HYDRO-QUÉBEC","2 927,21 $","Frais d’électricité 2008 "
"HYDRO-QUÉBEC","5 160,74 $","Frais d’électricité 2008 "
"HYDRO-QUÉBEC","876 300,00 $","Frais d’électricité 2009 "
"HYDRO-QUÉBEC","119 499,97 $","Frais d’électricité 2009 "
"INDUSTRIES WAJAX","222 233,29 $","Fourniture d’un engin télescopique à nacelle "
"JEAN-PAUL TRAHAN (1890) LTÉE","45 997,90 $","Location de bennes chauffantes "
"JEUNESSE BENNY","7 167,77 $","Contribution financière "
"JEUNESSE BENNY","5 000,00 $","Contribution financière "
"JEUNESSE BENNY","20 266,67 $","Contribution financière "
"JEUNESSE BENNY","40 533,32 $","Contribution financière "
"JEWISH PUBLIC LIBRARY","28 708,00 $","Protocole d’entente pour permettre d’offrir des collections accessibles aux abonnés de l’arrondissement pour la période du 1er janvier au 31 décembre 2009 "
"LAFARGE CANADA INC.","28 047,50 $","Commande de pierres "
"LAFARGE CANADA INC.","16 197,15 $","Commande de pierres "
"LAFARGE CANADA INC.","39 622,42 $","Commande de pierres "
"LAFARGE CANADA INC.","15 823,42 $","Commande de pierres "
"LAFARGE CANADA INC.","4 854,38 $","Commande de pierres "
"LAFARGE CANADA INC.","4 220,03 $","Commande de pierres "
"LAFARGE CANADA INC.","6 218,27 $","Commande de pierres "
"LAFARGE CANADA INC.","2 761,65 $","Commande de pierres "
"LAFARGE CANADA INC.","2 583,25 $","Commande de pierres "
"LAFARGE CANADA INC.","59 331,25 $","Commande de pierres "
"LA SOCIÉTÉ DE VERDISSEMENT DU MONTRÉAL MÉTROPOLITAIN","30 000,00 $","Contribution financière pour la réalisation d’un projet de dév. durable et d’innovation dans le cadre du programme Quartier 21 dans les arrond. Côte-des-Neiges—Notre-Dame-de-Grâce, Villeray—Saint-Michel—Parc-Extension et Mercier—Hochelaga-Maisonneuve"
"LE GROUPE DE GESTION ET DE CONSTRUCTION LOFFREDO","445 225,92 $","Réalisation des travaux de construction pour le réaménagement et la rénovation du chalet du parc Gilbert-Layton "
"L’EMPREINTE IMPRIMERIE","2 955,77 $","Placements médias "
"L’EMPREINTE IMPRIMERIE","9 526,44 $","Placements médias "
"L’EMPREINTE IMPRIMERIE","25 755,16 $","Placements médias "
"LES ARCHITECTES FAUCHER AUBERTIN BRODEUR GAUTHIER","44 247,29 $","Services professionnels pour le réaménagement et la rénovation du chalet du parc Gilbert-Layton "
"LES ARCHITECTES FAUCHER AUBERTIN BRODEUR GAUTHIER","86 904,10 $","Services professionnels pour la mise aux normes de la pataugeoire et du chalet du parc de Kent "
"LES ARCHITECTES FAUCHER AUBERTIN BRODEUR GAUTHIER","5 825,25 $","Services professionnels en architecture et ingénierie – Piscine Kent "
"LES CONSTRUCTIONS ET PAVAGES JESKAR INC.","135 465,26 $","Contrat de planage "
"LES ENTREPRISES VENTEC INC.","19 093,89 $","Travaux de construction pour le réaménagement du parc de Dunkerque "
"LES ENTREPRISES VENTEC INC.","10 625,69 $","Parc Gilbert-Layton – travaux de drainage du jeu du bocce double "
"LES ENTREPRISES VENTEC INC.","4 261,06 $","Construction d’une dalle pour bancs et installation de bancs au parc Gilbert Layton "
"LES ENTREPRISES VENTEC INC.","18 770,25 $","Travaux de drainage du terrain de baseball 1 et travaux de nivellement du terrain de baseball 2, du parc Loyola "
"LES ENTREPRISES VENTEC INC.","8 036,69 $","Ajout et nivellement du sable du terrain de baseball du parc Macdonald "
"LES ENTREPRISES VENTEC INC.","18 038,71 $","Réalisation de l’espace vert du rond-point Ridgewood "
"LES ENTREPRISES VENTEC INC.","36 163,81 $","Remplacement du mobilier urbain au parc Georges-Saint-Pierre "
"LES ENTREPRISES VENTEC INC.","153 376,02 $","Réalisation du réaménagement de la zone nord-ouest du parc Notre-Dame-de-Grâce "
"LES ENTREPRISES VENTEC INC.","64 255,73 $","Réalisation du réaménagement de la zone nord-ouest du parc Notre-Dame-de-Grâce "
"LES ENTREPRISES VENTEC INC.","18 516,70 $","Réalisation du réaménagement de la zone nord-ouest du parc Notre-Dame-de-Grâce "
"LES ENTREPRISES VENTEC INC.","34 471,46 $","Réalisation des travaux d’aménagement de l’espace vert Décarie-Monkland "
"LES ENTREPRISES VENTEC INC.","112 729,38 $","Réalisation des travaux d’aménagement des deux espaces verts en façade de l’église et du Manoir Notre-Dame-de-Grâce "
"LES ENTREPRISES VENTEC INC.","70 882,29 $","Réaménagement de l’aire de jeux et remplacement des modules de jeux des enfants de 6 a 12 ans au parc Georges St-Pierre "
"LES ENTREPRISES VENTEC INC.","40 561,00 $","Réalisation des travaux d’aménagement de l’Îlot Bonavista "
"LES ÉQUIPEMENTS TWIN (1980) LTÉE","21 568,53 $","Accessoires pour le véhicule de l’aqueduc "
"LES ÉQUIPEMENTS TWIN (1980) LTÉE","2 965,27 $","Entretien et réparation d’équipement "
"LES ÉQUIPEMENTS TWIN (1980) LTÉE","2 356,60 $","Entretien et réparation de véhicules "
"LES ÉQUIPEMENTS TWIN (1980) LTÉE","8 295,45 $","Entretien et réparation de véhicules "
"LES INSTALLATIONS SPORTIVES AGORA INC.","26 200,68 $","Entretien et réparation d’immeuble "
"LES INSTALLATIONS SPORTIVES AGORA INC.","2 958,84 $","Achat d’équipements "
"LES PAVAGES CHENAIL INC.","331 775,00 $","Programme de réfection routière "
"LES PAVAGES CHENAIL INC.","91 723,09 $","Programme de réfection routière "
"LOISIRS SPORTIFS CÔTE-DES-NEIGES","871 958,00 $","Contribution financière 2009 "
"LOISIRS SPORTIFS CÔTE-DES-NEIGES","8 000,00 $","Contribution financière pour la gestion des Jeux de Montréal et pour l’animation de la mascotte "
"LONGUS ÉQUIPEMENT INC.","38 770,28 $","Location d’une rétrocaveuse – aqueduc – cdn "
"LONGUS ÉQUIPEMENT INC.","5 245,47 $","Location d’une rétrocaveuse – aqueduc – cdn "
"LONGUS ÉQUIPEMENT INC.","3 351,93 $","Entretien et réparation de véhicules "
"LONGUS ÉQUIPEMENT INC.","2 042,33 $","Entretien et réparation de véhicules "
"LVM TECHNISOL INC.","2 631,72 $","Test de compaction – Réfection des sentiers Coffee "
"LVM TECHNISOL INC.","9 225,71 $","Contrôle qualitatif des matériaux – PRR 2008 "
"LVM TECHNISOL INC.","3 266,95 $","Services professionnels pour le contrôle qualitatif des matériaux dans le cadre de la réfection du parc Roméo-Charette "
"LVM TECHNISOL INC.","4 778,52 $","Services professionnels pour le contrôle qualitatif des matériaux dans le cadre du réaménagement du pourtour de la pataugeoire existante, de l’aménagement des jeux d’eau, d’une aire de détente et d’un terrain de pétanque au parc Jean-Brillant "
"LVM TECHNISOL INC.","4 778,52 $","Services professionnels pour le contrôle qualitatif des matériaux dans le cadre de la réfection du parc Mackenzie-King "
"LVM TECHNISOL INC.","2 427,19 $","Inspection et analyse structurale de mâts / lampadaires dans le cadre de la mise aux normes de la piscine Kent "
"LVM TECHNISOL INC.","11 468,44 $","Contrôle qualitatif des matériaux – PRR 2008-2009 "
"LVM TECHNISOL INC.","8 630,00 $","Contrôle qualitatif des matériaux dans le cadre de divers projets "
"MAISON DE JEUNES DE LA CÔTE-DES-NEIGES INC.","108 560,00 $","Contribution financière 2009 "
"META + FORME","23 678,56 $","Services professionnels en architecture de paysage, pour le réaménagement de la zone nord-ouest du parc Notre-Dame-de-Grâce "
"META + FORME ","8 845,75 $","Réfection de l’aire de jeu 5 à 12 ans du parc Georges-Saint-Pierre "
"MINES SELEINE, UNE DIVISION DE LA SOCIÉTÉ CANADIENNE DE SEL, LIMITÉE","143 115,82 $","Commande pour livraison de sel de déglaçage sur la chaussée – hiver 2008-2009 "
"MINES SELEINE, UNE DIVISION DE LA SOCIÉTÉ CANADIENNE DE SEL, LIMITÉE","370 766,38 $","Commande pour livraison de sel de déglaçage sur la chaussée – hiver 2008-2009 "
"MINES SELEINE, UNE DIVISION DE LA SOCIÉTÉ CANADIENNE DE SEL, LIMITÉE","222 459,83 $","Commande pour livraison de sel de déglaçage sur la chaussée – hiver 2008-2009 "
"MINES SELEINE, UNE DIVISION DE LA SOCIÉTÉ CANADIENNE DE SEL, LIMITÉE","225 328,07 $","Commande pour livraison de sel de déglaçage sur la chaussée – hiver 2008-2009 "
"NEPCON INC.","19 945,66 $","Pavage rue Bougainville et Sorel "
"NEPCON INC.","62 136,00 $","Revêtement de chaussée "
"NIP PAYSAGE","23 570,69 $","Services professionnels en architecture du paysage pour l’aménagement de 3 espaces verts dans l’arrondissement de CDN—NDG "
"NIP PAYSAGE","2 427,19 $","Production de 3 dessins en perspective pour présentation publique Aménagement de 3 espaces verts "
"NIP PAYSAGE","4 045,31 $","Service professionnels en architecture de paysage pour l’aménagement de l’espace vert de l’avenue Bonavista "
"OCTANE INC.","4 069,85 $","Savoir-faire "
"OCTANE INC.","4 126,22 $","Plan de communication "
"OCTANE INC.","6 860,85 $","Rapport du maire "
