"probleme","secteur","district","date-realisee","coordonnee-x","coordonnee-y","emplacement-pour-tri"
"AQTUTEUR","04","","2018-05-18","275796,20000000001","5044071","LO;Saint-Antoine;Chemin"
"AQVANNE","04","","2018-01-05","280431,09999999998","5043218","DO;Monique;Rue"
"AQVANNE","04","16","2018-01-05","280518,40000000002","5043255,2999999998","DO;Gouin;Rue;875"
"AQVANNE","04","16","2018-01-05","280433,20000000001","5043199","DO;Sainte-DorothÃ©e;Boulevard;508"
"AQAUTRES","03","13","2018-03-06","284767,29999999999","5042738,2000000002","CH;Du Tremblay;Rue;4760"
"AQENTRÃESERVICE","03","14","2018-03-06","283323,09999999998","5043066,7999999998","CH;Cherbourg;Avenue;590"
"AQENTRÃESERVICE","03","14","2018-03-06","283323,09999999998","5043066,7999999998","CH;Cherbourg;Avenue;590"
"AQBORNEFONTAINE","03","14","2018-01-04","283710,79999999999","5043063,4000000004","CH;Chambly;Avenue;375"
"AQBORNEFONTAINE","03","14","2018-01-04","284171,29999999999","5043611,7999999998","CH;101e;Avenue;645"
"AQVANNE","03","","2018-11-28","0","0","CH;ClÃ©roux;Boulevard"
"AQBORNEFONTAINE","01","03","2018-01-04","291274,40000000002","5052318,0999999996","VP;Leman;Boulevard;3838"
"AQVANNE","02","","2018-01-05","288611,79999999999","5045250","LR;Brien;Avenue"
"AQENTRÃESERVICE","05","10","2018-01-08","283021,09999999998","5054363,7000000002","RO;Notre-Dame-de-Laval;Rue;58"
"AQBORNEFONTAINE","06","08","2018-03-27","287264,79999999999","5051411","VI;Boisvert;Rue;1858"
"AQVANNE","03","","2018-01-08","285945,29999999999","5046774","CH;Saint-Martin Ouest;Boulevard"
"AQVANNE","03","","2018-01-08","285945,29999999999","5046774","CH;Saint-Martin Ouest;Boulevard"
"AQVANNE","03","","2018-01-08","285945,29999999999","5046774","CH;Saint-Martin Ouest;Boulevard"
"AQVANNE","03","","2018-01-08","285945,29999999999","5046774","CH;Saint-Martin Ouest;Boulevard"
"AQEAU","05","10","2018-01-08","283038,5","5054390,9000000004","RO;Notre-Dame-de-Laval;Rue;58"
"AQVANNE","05","19","2018-11-28","283574,58689999999","5048031,7040999997","CH;Elsa-Triolet;Rue;3602"
"AQVANNE","05","19","2018-01-05","283574,58689999999","5048031,7040999997","CH;Elsa-Triolet;Rue;3602"
"AQBORNEFONTAINE","06","08","2018-01-05","287410,40000000002","5051805,7000000002","VI;Pyramid;Rue;146"
"AQENTRÃESERVICE","06","09","2018-07-25","286819,20000000001","5052352,4000000004","VI;TolÃ¨de;Rue;2375"
"AQVANNE","05","19","2018-01-05","283576,9682","5048028,1321999999","CH;Elsa-Triolet;Rue;3604"
"AQVANNE","04","17","2018-01-08","277369,70000000001","5041981,7000000002","IL;Comtois;Rue;50"
"AQVANNE","04","","2018-01-05","0","0","DO;Boileau;Rue"
"AQBORNEFONTAINE","05","20","2018-01-05","281369,20000000001","5046537,2999999998","CH;Laval Ouest (A-440);Desserte nord;4855"
"AQENTRÃESERVICE","03","13","2018-03-06","285750","5043783","CH;85e;Avenue;257"
"AQENTRÃESERVICE","03","13","2018-03-06","0","0","CH;Ãvariste-Leblanc;Rue;666"
"AQBORNEFONTAINE","03","07","2018-01-08","284826,41629999998","5047091,4484000001","CH;Le Carrefour;Boulevard;3440"
"AQAUTRES","04","17","2018-01-08","275178,59999999998","5045844,2000000002","LO;Riviera;Rue;2600"
"AQBORNEFONTAINE","02","05","2018-01-05","288948,79999999999","5045940,4000000004","LR;LÃ©o-Lacombe;Avenue;573"
"AQENTRÃESERVICE","03","13","2018-04-03","285821","5043706,7000000002","CH;LÃ©vesque Ouest;Boulevard;4004"
"AQENTRÃESERVICE","03","14","2018-04-03","284422,79999999999","5044931,7000000002","CH;Ãlisabeth;Boulevard;1473"
"AQENTRÃESERVICE","03","15","2018-04-03","284057,29999999999","5046188,7999999998","CH;CurÃ©-Labelle;Boulevard;2032"
"AQENTRÃESERVICE","05","19","2018-03-22","282133,20000000001","5049311,7999999998","FA;Guillemette;Rue;501"
"AQBORNEFONTAINE","03","12","2018-01-08","285774,15360000002","5045667,4665000001","CH;Chomedey;Boulevard;1333"
"AQVANNE","03","15","2018-01-08","282245,09999999998","5046242,4000000004","CH;ClÃ©roux;Boulevard;4756"
"AQBORNEFONTAINE","02","05","2018-01-05","288841,29999999999","5046450,2000000002","LR;AmpÃ¨re;Avenue;385"
"AQVANNE","04","16","2018-02-22","280401,90000000002","5043296,7999999998","DO;Monique;Rue;891"
"AQCONDUITEMAITR","03","12","2018-02-28","286481,40000000002","5044771,2999999998","CH;69e;Avenue;639"
"AQVANNE","","","2018-01-08","0","0","CH;ThÃ©odore-Chabotte;Rue"
"AQVANNE","","","2018-01-08","0","0","CH;ThÃ©odore-Chabotte;Rue"
"AQVANNE","","","2018-01-08","0","0","CH;ThÃ©odore-Chabotte;Rue"
"AQVANNE","","","2018-01-08","0","0","CH;ThÃ©odore-Chabotte;Rue"
"AQENTRÃESERVICE","03","13","2018-03-06","285790,09999999998","5044030","CH;83e;Avenue;330"
"AQCONDUITEMAITR","04","17","2018-01-08","276297,59999999998","5042566,2000000002","LL;Ãrables;Rue;10"
"AQCONDUITEMAITR","04","17","2018-01-08","276620","5044336","DO;Fernando-Pessoa;Rue;8157"
"AQCONDUITEMAITR","04","17","2018-01-08","277157","5042607,2000000002","DO;Dupont;Rue;1294"
"AQCONDUITEMAITR","04","17","2018-01-08","277200,09999999998","5042609,7999999998","DO;Dupont;Terrasse;1271"
"AQCONDUITEMAITR","04","17","2018-01-08","275775,79999999999","5042395,9000000004","LL;Ãrables;Rue;157"
"AQVANNE","05","20","2018-05-29","281037,09999999998","5047975,2999999998","FA;Harold;Rue;3508"
"AQVANNE","05","20","2018-05-29","281061,29999999999","5047861,2999999998","FA;Hamel;Rue;436"
"AQBORNEFONTAINE","06","09","2018-01-08","287150,20000000001","5053972,7000000002","AU;Villandraut;Rue;400"
"AQVANNE","03","15","2018-01-04","281921,424","5045802,074","CH;ThÃ©odore-Chabotte;Rue;4975"
"AQBORNEFONTAINE","03","07","2018-01-08","284407,40000000002","5047356,7000000002","CH;Chomedey;Boulevard;2475"
"AQBORNEFONTAINE","04","16","2018-01-08","282776","5041808","DO;Seigneurie;Avenue;117"
"AQCONDUITEMAITR","06","09","2018-03-07","286701,20000000001","5052802,2999999998","VI;Florence;Rue;2213"
"AQENTRÃESERVICE","05","20","2018-01-09","284235,59999999998","5050524,9000000004","RO;Orioles;Rue;2074"
"AQENTRÃESERVICE","03","12","2018-04-03","286978,5","5044649,7000000002","CH;Cartier Ouest;Boulevard;3100"
"AQVANNE","05","21","2018-02-28","282207,70000000001","5051541,7999999998","RO;CurÃ©-Labelle;Boulevard;206"
"AQENTRÃESERVICE","03","07","2018-01-30","285117,29999999999","5046869,9000000004","CH;Chenonceau;Boulevard;3740"
"AQBORNEFONTAINE","04","17","2018-01-04","275076,40000000002","5044687,7999999998","LO;7e;Avenue;3500"
"AQBORNEFONTAINE","01","02","2018-01-04","293213,40000000002","5051923","VP;Brisebois;Rue;4632"
"AQENTRÃESERVICE","","","2018-02-10","0","0","LO;15e;Avenue"
"AQENTRÃESERVICE","","","2018-01-08","0","0","DO;NoÃ«l;Rue"
"AQBORNEFONTAINE","01","04","2018-01-04","291899,5","5049378,2000000002","DU;Jeanne-Le Ber;Rue;250"
"AQVANNE","02","05","2018-01-04","0","0","LR;LÃ©o-Lacombe;Avenue;852"
"AQBFHORSUSAGE","04","18","2018-04-16","278346,40000000002","5047630,7999999998","FA;Sainte-Rose;Boulevard;4184"
"AQBORNEFONTAINE","04","17","2018-01-04","275385,20000000001","5044569,7999999998","LO;11e;Avenue;4170"
"AQBORNEFONTAINE","01","","2018-01-04","298481,70000000001","5058617","FR;Lambert;Rue"
"AQVANNE","06","08","2018-02-02","287434,40000000002","5051185,0999999996","VI;Boisvert;Rue;1770"
"AQENTRÃESERVICE","03","13","2018-01-05","285366,59999999998","5042588,7999999998","CH;Paton;Promenade;4480"
"AQENTRÃESERVICE","06","","2018-01-31","0","0","AU;Belgrade Ouest;Rue;45"
"AQBORNEFONTAINE","03","13","2018-01-04","284872,79999999999","5044241,7000000002","CH;Milton;Rue;1233"
"AQENTRÃESERVICE","04","","2018-01-08","0","0","FA;8e;Avenue"
"AQENTRÃESERVICE","04","","2018-01-08","0","0","FA;8e;Avenue"
"AQCONDUITEMAITR","01","03","2018-04-09","290664,40000000002","5050066,2000000002","DU;Blois;Boulevard;2175"
"AQCONDUITEMAITR","01","03","2018-02-22","291776,90000000002","5050927,9000000004","DU;Montpellier;Rue;1195"
"AQTUTEUR","05","19","2018-05-04","279988,70000000001","5049329","FA;Lac-de-Mai;Rue;980"
"AQCONDUITEMAITR","02","11","2018-03-01","287777,79999999999","5045539,0999999996","LR;Sauriol;Avenue;99"
"AQBFHORSUSAGE","03","15","2018-03-15","283147,09999999998","5046630,7000000002","CH;ClÃ©roux;Boulevard;4170"
"AQBORNEFONTAINE","06","","2018-01-04","285386,70000000001","5055860","AU;RÃ©aumur;Rue"
"AQVANNE","02","05","2018-09-25","288580,75459999999","5046627,8706999999","LR;LÃ©o-Lacombe;Avenue;1285"
"AQENTRÃESERVICE","01","01","2018-04-17","297515,40580000001","5057745,9100000001","DU;Amandiers;Rue;7744"
"AQENTRÃESERVICE","01","01","2018-02-09","298419,90000000002","5059152","FR;Iseut;Rue;8455"
"AQVANNE","04","17","2018-04-03","276852,5","5045450,7000000002","LO;57e;Avenue;6625"
"AQBORNEFONTAINE","04","18","2018-03-07","277204,09999999998","5046852","FA;18e;Avenue;955"
"AQENTRÃESERVICE","02","20","2018-01-09","285630,70000000001","5050201,4000000004","CH;Michelin;Rue;1225"
"AQVANNE","01","","2018-07-11","298074,79999999999","5058591","FR;LÃ©a;Rue"
"AQENTRÃESERVICE","05","19","2018-01-05","281733,40000000002","5049625,9000000004","FA;Gilles;Rue;679"
"AQBFHORSUSAGE","03","13","2018-10-18","285455,09999999998","5044398,7999999998","CH;83e;Avenue;555"
"AQENTRÃESERVICE","05","20","2018-04-24","283491,40000000002","5049830,9000000004","RO;Oiselet;Rue;2470"
"AQENTRÃESERVICE","05","21","2018-05-01","281786,5","5050732,5999999996","RO;Vincent-Chartrand;Rue;340"
"AQBORNEFONTAINE","01","03","2018-01-10","291368,79999999999","5051009,2000000002","DU;Cap-ÃternitÃ©;Rue;1335"
"AQENTRÃESERVICE","05","19","2018-03-22","280076","5049636","FA;Sainte-Rose;Boulevard;3581"
"AQCONDUITEMAITR","04","17","2018-01-08","275176,40000000002","5044550,0999999996","LO;7e;Avenue;3950"
"AQENTRÃESERVICE","04","17","2018-01-13","280162,90000000002","5042189,4000000004","DO;LÃ©onard-De Vinci;Rue;680"
"AQENTRÃESERVICE","02","06","2018-04-05","289890,70000000001","5048299,7999999998","PV;Patenaude;Rue;614"
"AQENTRÃESERVICE","01","02","2018-01-10","293541,64429999999","5052015,7969000004","VP;LÃ©vesque Est;Boulevard;4816"
"AQENTRÃESERVICE","04","18","2018-03-05","278384,47629999998","5046967,5712000001","FA;Rainier;Rue;4317"
"AQENTRÃESERVICE","01","03","2018-01-11","291408,29999999999","5050301,7999999998","DU;Dieppe;Croissant;1115"
"AQVANNE","03","","2018-01-08","0","0","CH;Pilote;Rue"
"AQVANNE","03","","2018-01-08","0","0","CH;Pilote;Rue"
"AQVANNE","03","","2018-01-08","0","0","CH;Pilote;Rue"
"AQBORNEFONTAINE","04","17","2018-01-03","276297,59999999998","5042566,2000000002","LL;Ãrables;Rue;10"
"AQVANNE","03","","2018-01-08","0","0","CH;Pilote;Rue"
"AQVANNE","03","","2018-01-08","0","0","CH;Pilote;Rue"
"AQBORNEFONTAINE","05","21","2018-03-27","282695,09999999998","5052979,2999999998","RO;Sainte-Rose;Boulevard;153"
"AQVANNE","","","2018-01-04","0","0","CH;ThÃ©odore-Chabotte;Rue"
"AQVANNE","","","2018-01-04","0","0","CH;ThÃ©odore-Chabotte;Rue"
"AQVANNE","","","2018-01-04","0","0","CH;ThÃ©odore-Chabotte;Rue"
"AQENTRÃESERVICE","04","16","2018-03-29","279624,09999999998","5044056,5999999996","DO;Pivoines;Rue;564"
"AQENTRÃESERVICE","04","18","2018-01-05","276733,40000000002","5046538,2999999998","FA;10e;Avenue;924"
"AQVANNE","01","01","2018-04-12","298582,59999999998","5059147,7000000002","FR;Iseut;Rue;8520"
"AQBORNEFONTAINE","01","02","2018-04-11","296419,76980000001","5056957,6261","DU;PÃ©licans;Avenue;404"
"AQBORNEFONTAINE","02","11","2018-02-02","287741,09999999998","5045595,4000000004","LR;Sauriol;Avenue;123"
"AQENTRÃESERVICE","03","13","2018-03-06","284761,5","5042741","CH;Du Tremblay;Rue;4758"
"AQVANNE","03","12","2018-10-18","287446,5","5044470,2999999998","LR;Daniel-Johnson;Boulevard;2"
"AQBORNEFONTAINE","03","13","2018-10-11","286411,99609999999","5043826,0121999998","CH;LÃ©vesque Ouest;Boulevard;3690"
"AQVANNE","03","15","2018-10-18","282115,70000000001","5046250,4000000004","CH;ClÃ©roux;Boulevard;4805"
"AQVANNE","03","15","2018-10-17","282115,70000000001","5046250,4000000004","CH;ClÃ©roux;Boulevard;4805"
"AQBFHORSUSAGE","03","14","2018-11-06","284885","5044617","CH;Reynald;Rue;1136"
"AQVANNE","02","20","2018-04-30","285706,59999999998","5050398,7999999998","RO;Industriel;Boulevard;3405"
"AQBORNEFONTAINE","05","20","2018-05-14","0","0","RO;Dagenais Ouest;Boulevard;1405"
"AQVANNE","01","03","2018-04-23","291101,59999999998","5049906,7000000002","DU;L'Assomption;Rue;1180"
"AQBORNEFONTAINE","04","18","2018-03-02","276093,29999999999","5046587,0999999996","FA;2e;Avenue;994"
"AQBFHORSUSAGE","03","13","2018-10-21","285496","5044344,9000000004","CH;83e;Avenue;523"
"AQENTRÃESERVICE","05","19","2018-01-08","281746,40000000002","5049020,0999999996","FA;Gustave;Rue;3134"
"AQCONDUITEMAITR","01","02","2018-03-12","293132,29999999999","5052496,2999999998","VP;Saint-Germain;Rue;4902"
"AQBORNEFONTAINE","04","18","2018-02-02","278453,02000000002","5046536,6721999999","FA;Urgel;Rue;609"
"AQBORNEFONTAINE","05","20","2018-03-28","281956","5046944","CH;Lucien-L'Allier;Rue;3000"
"AQBORNEFONTAINE","01","01","2018-05-15","298475,29999999999","5059131,2999999998","FR;Iseut;Rue;8470"
"AQCONDUITEMAITR","04","17","2018-01-05","275227","5045250,9000000004","LO;Riviera;Rue;1680"
"AQENTRÃESERVICE","02","11","2018-01-05","287838,29999999999","5046919,0999999996","LR;PrÃ©s;Rue;325"
"AQENTRÃESERVICE","05","21","2018-04-24","283671","5053315","RO;Olier-Payette;Avenue;1369"
"AQENTRÃESERVICE","05","20","2018-04-24","283296,29999999999","5051213,9000000004","RO;BÃ©casseaux;Rue;6220"
"AQCONDUITEMAITR","03","12","2018-01-16","287258,09999999998","5044986,5999999996","LR;59e;Avenue;119"
"AQCONDUITEMAITR","02","04","2018-01-03","290967,90000000002","5046568,4000000004","PV;Juge-Desnoyers;Place;40"
"AQCONDUITEMAITR","02","04","2018-01-05","290967,90000000002","5046568,4000000004","PV;Juge-Desnoyers;Place;40"
"AQENTRÃESERVICE","03","15","2018-01-13","281216,79999999999","5046205","CH;Laval Ouest (A-440);Desserte sud;5000"
"AQCONDUITEMAITR","03","12","2018-01-16","287249,79999999999","5044933,2000000002","LR;59e;Avenue;112"
"AQENTRÃESERVICE","03","13","2018-01-08","286226,09600000002","5044459,7291999999","CH;75e;Avenue;591"
"AQENTRÃESERVICE","04","18","2018-01-23","276042,40000000002","5046412,9000000004","LO;55e;Avenue;1470"
"AQRÃSEAUTEMP","04","","2018-01-04","0","0","IL;Dupont;Rue"
"AQCONDUITEMAITR","06","09","2018-01-09","286968,09999999998","5052904,4000000004","VI;Palerme;Rue;2164"
"AQENTRÃESERVICE","04","16","2018-01-04","280990,59999999998","5043048,2999999998","DO;Maisonneuve;Place;414"
"AQENTRÃESERVICE","04","16","2018-01-03","280990,59999999998","5043048,2999999998","DO;Maisonneuve;Place;414"
"AQENTRÃESERVICE","02","04","2018-04-17","291099,29999999999","5049159,5999999996","DU;Concorde Est;Boulevard;2010"
"AQENTRÃESERVICE","04","17","2018-01-04","277410","5042820,0999999996","DO;IslemÃ¨re;Rue;1244"
"AQCONDUITEMAITR","03","13","2018-01-03","285391,40000000002","5044066,7000000002","CH;87e;Avenue;449"
"AQENTRÃESERVICE","04","17","2018-01-05","278412","5042410,0999999996","DO;Bord-de-l'Eau;Chemin;1048"
"AQENTRÃESERVICE","01","01","2018-01-11","298619,90000000002","5059164,2999999998","FR;Vimont;Rue;985"
"AQENTRÃESERVICE","05","21","2018-01-02","281020,79999999999","5051876,5","RO;Pointe-Langlois;Rue;34"
"AQBORNEFONTAINE","06","09","2018-11-06","286869,90000000002","5052936,7000000002","VI;Palerme;Rue;2214"
"AQENTRÃESERVICE","05","21","2018-01-02","281667,5","5050676","RO;P.-Ã.-Borduas;Rue;403"
"AQCONDUITEMAITR","05","20","2018-01-03","284943,20000000001","5050541,9000000004","RO;Dagenais Ouest;Boulevard;1580"
"AQENTRÃESERVICE","04","16","2018-01-03","280990,59999999998","5043048,2999999998","DO;Maisonneuve;Place;414"
"AQRÃSEAUTEMP","04","17","2018-01-05","277074","5042364","IL;Bois;Chemin;495"
"AQENTRÃESERVICE","04","18","2018-01-08","276042,40000000002","5046412,9000000004","LO;55e;Avenue;1470"
"AQENTRÃESERVICE","05","19","2018-01-02","281608,70000000001","5049520,7000000002","FA;Claudia;Rue;657"
"AQENTRÃESERVICE","05","21","2018-01-05","281580,29999999999","5050957,5999999996","RO;Jean-Chauvin;Rue;314"
"AQENTRÃESERVICE","05","21","2018-01-02","281667,5","5050676","RO;P.-Ã.-Borduas;Rue;403"
"AQENTRÃESERVICE","03","12","2018-01-28","285776,90000000002","5044791,2000000002","CH;Notre-Dame;Boulevard;3681"
"AQCONDUITEMAITR","01","02","2018-01-05","292030,70000000001","5051510","VP;Vivaldi;Place;4"
"AQENTRÃESERVICE","04","16","2018-01-04","280990,59999999998","5043048,2999999998","DO;Maisonneuve;Place;414"
"AQENTRÃESERVICE","01","03","2018-01-02","290814,21460000001","5053050,9249999998","DU;Gouverneurs;Avenue;3111"
"AQENTRÃESERVICE","04","18","2018-01-04","276463,20000000001","5046598,0999999996","FA;Sainte-Rose;Boulevard;4768"
"AQENTRÃESERVICE","01","02","2018-02-20","292779,09999999998","5052675,2999999998","VP;Belleville;Avenue;1131"
"AQENTRÃESERVICE","02","04","2018-01-03","290529","5047083","PV;Saint-Hubert;Rue;150"
"AQCONDUITEMAITR","02","11","2018-01-05","288721,59999999998","5045840,0999999996","LR;Laval;Avenue;109"
"AQRÃSEAUTEMP","04","","2018-01-04","277252,91999999998","5042497",""
"AQENTRÃESERVICE","04","18","2018-01-03","278830,65919999999","5047338,9117000001","FA;StÃ©phanie;Rue;4122"
"AQENTRÃESERVICE","04","17","2018-01-04","276652","5044398","DO;Saint-Antoine;Chemin;1132"
"AQCONDUITEMAITR","04","16","2018-01-03","280272,40000000002","5042824,7999999998","DO;Filiatrault;Rue;605"
"AQCONDUITEMAITR","01","01","2018-01-03","298597,59999999998","5058495,4000000004","FR;Lambert;Rue;645"
"AQCONDUITEMAITR","04","","2018-01-03","277105,40000000002","5045078","LO;57e;Avenue"
"AQENTRÃESERVICE","02","07","2018-01-10","287559,5","5049585,7999999998","CH;Mexico;Rue;2278"
"AQENTRÃESERVICE","01","03","2018-01-11","290811,40000000002","5050463,5","DU;MaskinongÃ©;Rue;2380"
"AQCONDUITEMAITR","04","16","2018-01-03","280288,29999999999","5042835","DO;Filiatrault;Rue;601"
"AQENTRÃESERVICE","05","21","2018-01-05","282783,40000000002","5052582,5","RO;Nicolet;Rue;1650"
"AQCONDUITEMAITR","02","11","2018-01-03","288721,59999999998","5045840,0999999996","LR;Laval;Avenue;109"
"AQCONDUITEMAITR","04","17","2018-01-03","277182,09999999998","5045097,4000000004","LO;59e;Avenue;8021"
"AQENTRÃESERVICE","06","10","2018-01-09","289447,5","5060047,2000000002","FR;Mille-Ãles;Boulevard;3435"
"AQENTRÃESERVICE","05","21","2018-01-03","282245,70000000001","5051534,9000000004","RO;CurÃ©-Labelle;Boulevard;202"
"AQENTRÃESERVICE","04","18","2018-01-05","276055,5","5046222,7999999998","LO;51e;Avenue;1967"
"AQENTRÃESERVICE","04","18","2018-01-03","277298,09999999998","5047501,7999999998","FA;Bellemare;Rue;1104"
"AQENTRÃESERVICE","02","04","2018-01-04","289941,79999999999","5048007,2000000002","PV;Concorde Est;Boulevard;66"
"AQCONDUITEMAITR","06","09","2018-01-05","286233,09999999998","5052961,5","VI;Belgrade Est;Rue;50"
"AQENTRÃESERVICE","02","07","2018-01-03","287542,70000000001","5049718,4000000004","CH;Villars;Rue;378"
"AQVANNE","05","19","2018-02-20","280847,79999999999","5051616,2999999998","FA;Jaffa;Rue;1494"
"AQENTRÃESERVICE","01","01","2018-01-03","299148,79999999999","5058854,7000000002","FR;Chartrand;Rue;8655"
"AQENTRÃESERVICE","02","20","2018-01-03","286098,20000000001","5050244,2999999998","VI;Saint-ElzÃ©ar Ouest;Boulevard;275"
