TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0197",2936,"Aucune influence","Mod̩r̩e",98,1.3,3.1,2.1,3.5,2.8,-4.6,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0199",2417,"Aucune influence","Mod̩r̩e",107.4,1.9,5.2,4.6,5.6,6.2,-6.3,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0201",2147,"Aucune influence","Mod̩r̩e",96.5,1.1,5.2,3.9,4.5,5.1,-8.4,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0202",1224,"Aucune influence","Mod̩r̩e",152.6,1.9,5.9,3.6,4.6,5,-9,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0204",1072,"Aucune influence","Mod̩r̩e",150.3,1.6,5.5,3.7,4.7,5.2,-11.2,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0205",1062,"Aucune influence","Mod̩r̩e",150.7,1.5,5.6,3.9,4.7,5.2,-11.1,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0206",688,"Aucune influence","Mod̩r̩e",271.6,4.1,7,6.9,6,8.4,-8.5,"Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0208",429,"Aucune influence","Mod̩r̩e",234.5,4.6,7.1,7.3,6,7.3,-12.1,"Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus"
"ABI0209",357,"Aucune influence","Mod̩r̩e",207.6,3.3,6,5.9,4.8,6,-12.7,"Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0220",304,"Aucune influence","Limit̩e",248,3.5,5.9,6.4,7.2,7.3,-0.5,"Absence de consensus","Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0223",918,"Aucune influence","Mod̩r̩e",42,0.7,3.1,-0.1,2.3,1.4,-5,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0225",779,"Aucune influence","Mod̩r̩e",66,2.9,4.5,4.7,5.2,5.9,-6.3,"Absence de consensus","Augmentation probable","Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0226",251,"Aucune influence","Mod̩r̩e",82.9,5,6.6,7.3,7.1,8.5,-5.2,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0229",508,"Aucune influence","Limit̩e",62.5,1.6,3.8,1.8,2.8,2.6,-8.8,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0241",458,"Aucune influence","Mod̩r̩e",294.1,4.4,9.3,8.6,9.1,9.6,4.8,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0242",311,"Aucune influence","Mod̩r̩e",272.5,4.5,9.2,9.3,9.1,10.6,2.8,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0252",441,"Aucune influence","Limit̩e",148.6,9.3,13.2,14.6,17.2,18.3,-2.9,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0258",22064,"Aucune influence","Mod̩r̩e",94.6,5.1,9.2,8.6,12,11.2,8.8,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable"
"ABI0260",21762,"Aucune influence","Mod̩r̩e",92.7,4.9,9.1,8.2,12,11.1,8.6,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable"
"ABI0262",21663,"Aucune influence","Mod̩r̩e",92.4,4.9,9,8.2,11.8,11,8.5,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable"
"ABI0264",20931,"Aucune influence","Mod̩r̩e",89,5,8.9,7.9,12.1,10.8,8,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable"
"ABI0265",20332,"Aucune influence","Mod̩r̩e",85.8,4.7,8.9,7.8,11.9,10.6,8.1,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable"
"ABI0266",16621,"Aucune influence","Mod̩r̩e",60,2.3,6.4,5.1,10.1,7.8,5.2,"Absence de consensus","Augmentation probable","Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable"
"ABI0272",16292,"Aucune influence","Mod̩r̩e",58.3,2.2,6.1,5.1,9.8,7.4,4.7,"Absence de consensus","Augmentation probable","Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0276",16133,"Aucune influence","Mod̩r̩e",57.4,2.2,5.9,5,9.7,7.2,4.6,"Absence de consensus","Augmentation probable","Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0277",15667,"Aucune influence","Mod̩r̩e",55.4,1.8,5.3,4.4,8.6,6.7,3.4,"Absence de consensus","Augmentation probable","Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0278",685,"Aucune influence","Limit̩e",183.2,3.7,10.9,8.2,14.7,11.7,13.3,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable"
"ABI0283",14960,"Aucune influence","Mod̩r̩e",51.6,0.8,4.8,2.4,6.8,5.2,1.4,"Absence de consensus","Augmentation probable","Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0284",486,"Aucune influence","Mod̩r̩e",50.8,-0.4,3.9,1.2,5.6,3,1,"Absence de consensus","Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus"
"ABI0286",290,"Aucune influence","Limit̩e",150.7,1.7,9.4,6.8,14.1,9.1,11.5,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable"
"ABI0291",14086,"Aucune influence","Mod̩r̩e",49.5,-0.3,4.1,0.7,4.3,3.4,-1.1,"Absence de consensus","Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus"
"ABI0292",13391,"Aucune influence","Mod̩r̩e",47.5,-0.9,3.2,0.1,2.8,1.9,-2.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0293",733,"Aucune influence","Mod̩r̩e",323.3,5.7,11.8,8.8,9.9,10.5,1.2,"Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0297",385,"Aucune influence","Limit̩e",356.4,5.9,9.3,8.9,10.7,11,7.3,"Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0302",12493,"Aucune influence","Mod̩r̩e",47.3,-0.5,3,0.2,2.5,1.2,-3.2,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0304",1232,"Aucune influence","Mod̩r̩e",162.9,-0.5,6.8,4.8,10.1,6.9,7.2,"Absence de consensus","Augmentation probable","Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus"
"ABI0305",631,"Aucune influence","Mod̩r̩e",144.3,-1.3,6.6,3.4,11,4.2,6,"Absence de consensus","Absence de consensus","Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus"
"ABI0309",416,"Aucune influence","Mod̩r̩e",125.8,-1.4,4.5,1.4,8.5,3.4,4.7,"Absence de consensus","Absence de consensus","Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus"
"ABI0326",600,"Aucune influence","Mod̩r̩e",184.7,0.7,7.7,5,10.3,8.1,9,"Absence de consensus","Augmentation probable","Absence de consensus","Augmentation probable","Augmentation probable","Augmentation probable"
"ABI0327",259,"Aucune influence","Mod̩r̩e",171.5,-1.5,4.9,0.8,6,2.6,4.7,"Absence de consensus","Absence de consensus","Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus"
"ABI0342",8204,"Aucune influence","Mod̩r̩e",67.6,2,6.1,4.4,6.9,5.5,1.7,"Absence de consensus","Augmentation probable","Absence de consensus","Augmentation probable","Augmentation probable","Absence de consensus"
"ABI0344",7828,"Aucune influence","Mod̩r̩e",63.8,0.9,4.6,2.9,5.6,2.9,0.4,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0346",7577,"Aucune influence","Mod̩r̩e",61.6,0.3,3.3,1.6,3.8,2.2,-0.8,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0347",7384,"Aucune influence","Mod̩r̩e",60.9,-0.4,3,0.9,2.9,1,-2.3,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0348",6363,"Aucune influence","Mod̩r̩e",59.5,-1.2,2.5,-0.8,2.6,0.7,-3.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0351",6076,"Aucune influence","Mod̩r̩e",61.2,-0.8,2.9,-0.6,2.6,0.5,-3.5,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0352",5924,"Aucune influence","Mod̩r̩e",61.1,-1,2.9,-0.4,3,0.8,-3.5,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0353",452,"Aucune influence","Mod̩r̩e",82.6,-1.6,3.1,1,4.4,0.8,-0.2,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus"
