TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0056",767,"Aucune influence","Mod̩r̩e",16,-16.9,-20.5,-22.1,-37.8,-30.8,-57,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0057",376,"Aucune influence","Mod̩r̩e",16.1,-15.9,-18.8,-20,-34.8,-28.9,-51.7,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0058",366,"Aucune influence","Mod̩r̩e",16.1,-15.7,-18.6,-19.7,-34.5,-28.7,-51.3,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0064",291,"Aucune influence","Limit̩e",16.4,-15.4,-18.8,-19.7,-34.1,-28.7,-52.3,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0077",1100,"Aucune influence","Mod̩r̩e",16.7,-18.7,-23.5,-25.9,-43.6,-35.7,-66.3,"Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0081",894,"Aucune influence","Mod̩r̩e",16.9,-19.1,-24.2,-28.6,-44.5,-36.6,-67.9,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0082",681,"Aucune influence","Mod̩r̩e",17.1,-19.1,-24.5,-28.4,-44.3,-36.5,-67.8,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0084",472,"Aucune influence","Mod̩r̩e",17.4,-19.9,-25.9,-29,-45.8,-38.1,-69.1,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0092",2380,"Aucune influence","Mod̩r̩e",20.7,-6.2,-9.7,-6.8,-20.3,-15.5,-32.4,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0093",773,"Aucune influence","Mod̩r̩e",16.1,-21.5,-26,-24.9,-43.4,-37,-67.4,"Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0094",339,"Aucune influence","Mod̩r̩e",16.5,-22.8,-26.4,-24,-43.7,-38.7,-66.6,"Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0102",1606,"Aucune influence","Mod̩r̩e",22.9,-2.3,-4.7,-3,-13.3,-8.8,-22.2,"Absence de consensus","Diminution probable","Absence de consensus","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0104",1380,"Aucune influence","Mod̩r̩e",24,-0.4,-2.7,-1.1,-9.4,-7.2,-18.4,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable"
"ABI0106",1190,"Aucune influence","Mod̩r̩e",24.2,-0.6,-2.4,-0.5,-9.2,-6.5,-18,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable"
"ABI0108",959,"Aucune influence","Mod̩r̩e",25.8,2.5,0.6,2.4,-3.3,-2,-11.8,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0110",668,"Aucune influence","Mod̩r̩e",26,1.8,0.4,2.6,-3.4,-1.7,-13.1,"Absence de consensus","Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0112",551,"Aucune influence","Limit̩e",26,1.3,0.8,2.2,-3.8,-2.1,-13.5,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0117",2949,"Aucune influence","Mod̩r̩e",18,-7,-10.7,-9.5,-23.4,-19.7,-39.8,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0118",2067,"Aucune influence","Mod̩r̩e",19,-7.4,-10,-8,-22.1,-17.4,-37.1,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0119",1790,"Aucune influence","Mod̩r̩e",19.5,-7.5,-9.2,-7.3,-21.4,-15.7,-35.4,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0120",1118,"Aucune influence","Mod̩r̩e",21.3,-4.8,-6.7,-5.3,-16.4,-11.4,-28,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0121",546,"Aucune influence","Limit̩e",17.3,-14.6,-18.8,-14.8,-32.2,-27.8,-54.6,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0126",500,"Aucune influence","Limit̩e",25.6,2.6,2,2.5,-2.9,-2.2,-8.9,"Absence de consensus","Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0129",425,"Aucune influence","Mod̩r̩e",18.8,-9.7,-11.4,-9.1,-23.9,-19.4,-39.1,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0131",267,"Aucune influence","Mod̩r̩e",21.1,-4.3,-7.3,-5,-15.8,-13.5,-27.7,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0135",361,"Aucune influence","Limit̩e",16.9,-8.7,-11.1,-11.1,-26,-23.5,-42.8,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0140",9929,"Aucune influence","Mod̩r̩e",14.9,-13.4,-16.4,-15.8,-30,-26.7,-50,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0141",9218,"Aucune influence","Mod̩r̩e",14.8,-13.3,-15.8,-15.1,-29.4,-26.4,-49.1,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0142",873,"Aucune influence","Mod̩r̩e",16,-14.6,-18.9,-16.9,-34.2,-31.1,-57.9,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0144",817,"Aucune influence","Limit̩e",16.1,-14.8,-18.8,-17.4,-34.9,-31.1,-59,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0146",628,"Aucune influence","Limit̩e",16.1,-15.3,-19.2,-16.9,-35.8,-31.8,-60,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0149",8246,"Aucune influence","Mod̩r̩e",14.6,-13.3,-15.4,-15.4,-29,-26.3,-47.8,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0151",7950,"Aucune influence","Mod̩r̩e",14.5,-13.2,-15.3,-15.5,-28.6,-26,-47.1,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0153",7800,"Aucune influence","Mod̩r̩e",14.3,-13,-15.2,-15.5,-28.3,-25.8,-46.7,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0155",7653,"Aucune influence","Mod̩r̩e",14.4,-12.9,-15.1,-15.4,-28,-25.6,-46.2,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0156",7211,"Aucune influence","Mod̩r̩e",14.2,-12.4,-14.7,-15.3,-27.2,-24.8,-44.7,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0160",7038,"Aucune influence","Mod̩r̩e",14.1,-12.2,-14.6,-15.3,-26.8,-24.4,-44.1,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0162",6971,"Aucune influence","Mod̩r̩e",14.1,-12.2,-14.6,-15.3,-26.6,-24.3,-43.9,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0163",6899,"Aucune influence","Mod̩r̩e",14,-12.2,-14.6,-15.3,-26.5,-24.2,-43.7,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0164",431,"Aucune influence","Limit̩e",15.7,-19.7,-21.5,-20.8,-43.3,-36.6,-72.4,"Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0167",6446,"Aucune influence","Mod̩r̩e",13.9,-11.7,-14,-15,-25.4,-23,-41.8,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0168",1015,"Aucune influence","Mod̩r̩e",14,-22.4,-21,-22.3,-42.8,-37.8,-70.2,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0170",912,"Aucune influence","Mod̩r̩e",13.9,-22.1,-20.4,-22.3,-42.5,-37.6,-69.7,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0172",830,"Aucune influence","Mod̩r̩e",13.7,-21.7,-19.9,-22.4,-42.4,-37.7,-69.3,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0174",676,"Aucune influence","Mod̩r̩e",13.5,-20.5,-19.1,-23.1,-41.8,-37.3,-67.8,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0175",485,"Aucune influence","Mod̩r̩e",12.7,-20.4,-19,-25.3,-40.8,-35.8,-65.4,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0180",5400,"Aucune influence","Mod̩r̩e",14,-10.5,-12.7,-13.6,-22.5,-20,-37.7,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0182",5169,"Aucune influence","Mod̩r̩e",13.9,-10.3,-12.3,-12.9,-21.7,-19.2,-36.5,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0184",4916,"Aucune influence","Mod̩r̩e",14,-9.9,-11.8,-11.9,-20.8,-18.1,-35.1,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0185",4750,"Aucune influence","Mod̩r̩e",13.9,-9.6,-11.2,-11.2,-20.3,-17.4,-34.1,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0186",4135,"Aucune influence","Mod̩r̩e",13.2,-11.1,-11.6,-13.3,-21.8,-18.3,-35.2,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0187",4084,"Aucune influence","Mod̩r̩e",13.1,-11.4,-12,-13.8,-22.3,-18.6,-35.7,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0188",3843,"Aucune influence","Mod̩r̩e",13.2,-11.6,-12.2,-13.4,-22.8,-18.9,-36.9,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0189",332,"Aucune influence","Limit̩e",16.2,-13.4,-17.7,-16.8,-31.3,-28.3,-53.3,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0192",3183,"Aucune influence","Mod̩r̩e",13.9,-12.2,-12.9,-14.8,-22.6,-18.4,-36.3,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0193",3182,"Aucune influence","Mod̩r̩e",14,-12.2,-13,-14.8,-22.6,-18.5,-36.3,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0194",3149,"Aucune influence","Mod̩r̩e",13.9,-12.4,-13.5,-15.1,-23.4,-19.1,-37.1,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0195",3054,"Aucune influence","Mod̩r̩e",13.6,-12.9,-14.6,-16.7,-24.4,-20.4,-38.1,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0197",2936,"Aucune influence","Mod̩r̩e",14.1,-13.6,-15.6,-17.4,-26.4,-21.8,-40.7,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0199",2417,"Aucune influence","Mod̩r̩e",13.6,-16.3,-20,-22.2,-33.6,-27.3,-52.2,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0201",2147,"Aucune influence","Mod̩r̩e",13.5,-15.6,-19.2,-21.5,-32.1,-25.7,-50.3,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0202",1224,"Aucune influence","Mod̩r̩e",14.9,-18.4,-22.4,-24.4,-39.7,-32.1,-60.7,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0204",1072,"Aucune influence","Mod̩r̩e",14.8,-17.9,-21.6,-24,-38.4,-31.5,-59.4,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0205",1062,"Aucune influence","Mod̩r̩e",14.8,-18,-21.8,-24.2,-38.5,-31.6,-59.6,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0206",688,"Aucune influence","Mod̩r̩e",15.5,-19.4,-22.3,-22.8,-39.2,-31.7,-61,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0208",429,"Aucune influence","Mod̩r̩e",14.9,-18.2,-20.7,-21.7,-37.4,-30.1,-57.2,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0209",357,"Aucune influence","Mod̩r̩e",14.3,-18.1,-21.5,-22.5,-38.2,-30.4,-57,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0220",304,"Aucune influence","Limit̩e",14.9,-25.3,-29.5,-30.5,-48.7,-40,-72.3,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0223",918,"Aucune influence","Mod̩r̩e",12.1,-12.4,-13.2,-15.9,-21.4,-17,-32.9,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0225",779,"Aucune influence","Mod̩r̩e",11.8,-15.7,-17.3,-19.8,-30,-26,-46.5,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0226",251,"Aucune influence","Mod̩r̩e",12.2,-14.6,-16.6,-18.2,-28.7,-24.9,-46,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0229",508,"Aucune influence","Limit̩e",11,-18.6,-19.5,-23.1,-32.6,-27.7,-48.7,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0241",458,"Aucune influence","Mod̩r̩e",21.9,0.1,-2.1,-0.7,-7.8,-7,-16.9,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Absence de consensus","Diminution probable"
"ABI0242",311,"Aucune influence","Mod̩r̩e",20.8,-1.7,-4.7,-2.1,-11.6,-9,-22.3,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable"
"ABI0252",441,"Aucune influence","Limit̩e",16.3,-19,-24,-21.9,-41.3,-35.6,-69.4,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0258",22064,"Aucune influence","Mod̩r̩e",19.5,-19.1,-17.7,-23.5,-34.8,-30,-58.8,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0260",21762,"Aucune influence","Mod̩r̩e",19.4,-19,-17.7,-23.6,-34.6,-30,-58.7,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0262",21663,"Aucune influence","Mod̩r̩e",19.5,-19,-17.7,-23.6,-34.7,-30,-58.7,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0264",20931,"Aucune influence","Mod̩r̩e",19.5,-18.9,-17.4,-23.5,-34.2,-29.8,-58.5,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0265",20332,"Aucune influence","Mod̩r̩e",19.4,-18.8,-17.2,-23.6,-33.9,-29.6,-58.1,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0266",16621,"Aucune influence","Mod̩r̩e",19.2,-18,-15.7,-22.7,-31.9,-28.2,-55.1,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0272",16292,"Aucune influence","Mod̩r̩e",19.1,-18,-15.6,-22.7,-31.7,-28.1,-54.9,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0276",16133,"Aucune influence","Mod̩r̩e",19,-18,-15.7,-22.5,-31.7,-28.1,-54.8,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0277",15667,"Aucune influence","Mod̩r̩e",18.9,-17.9,-15.8,-22.2,-31.5,-28,-54.5,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0278",685,"Aucune influence","Limit̩e",20,-20.8,-22,-23.5,-40.1,-33.7,-67.5,"Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0283",14960,"Aucune influence","Mod̩r̩e",18.7,-17.7,-16,-21.9,-31,-27.8,-53.6,"Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0284",486,"Aucune influence","Mod̩r̩e",17.5,-15.4,-13.4,-18.7,-27.9,-26.5,-48.9,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0286",290,"Aucune influence","Limit̩e",19.2,-20.3,-19.5,-23.1,-39.5,-33,-64.8,"Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
