Date_reception_demande,Mode_recep_demande,TypePlainte,GroupeAge,sexe,Minorite_visible,Origine_ethnique,Autochtone,Source,Acheminement_Demandeur,NbrePers,Ev_arrondissement,Ev_arrond2,Ev_arrond3,Ev_arrond4,Vc,Ev_service,Ev_service2,Ev_paramunicipal,Autre_entite,Categorie,Categorie2,Categorie3,Charte_vieD,Charte_vieD2,Charte_vieD3,Charte_vieES,Charte_vieES2,Charte_vieES3,Charte_Cult,Charte_Cult2,Charte_Cult3,Charte_ActP,Charte_ActP2,Charte_ActP3,Charte_Env,Charte_Env2,Charte_Env3,Charte_Sec,Charte_Sec2,Charte_Sec3,Charte_ServMun,Charte_ServMun2,Charte_ServMun3,DelaiReponse,resultat_enquete,mode_reponse,Date_fermeture,DelaiTraitement,,,
2016-01-05,Courriel,individu,26 à 40 ans,FEMME,NON,Roumain,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des poursuites pénales et criminelles,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-05,1,,,
2016-01-05,Téléphone,individu,26 à 40 ans,HOMME,Arabe,Libanais,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-05,1,,,
2016-01-05,En personne,individu,65 ans et +,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Entreprise ou commerce,Téléphone,2016-01-05,1,,,
2016-01-05,Téléphone,individu,51 à 64 ans,HOMME,NON,Italien,False,Internet,Demandeur / Mandataire,1,Saint-Léonard,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-05,1,,,
2016-01-05,Poste,individu,Inconnu,HOMME,Arabe,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Jugement (autre que Cour municipale de Montréal),,2016-01-07,3,,,
2016-01-06,Téléphone,individu,26 à 40 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Services bancaires/financiers/assurances,,2016-01-06,1,,,
2016-01-06,Téléphone,individu,Inconnu,HOMME,NON,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,Bureau du taxi de Montréal,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-06,1,,,
2016-01-06,En personne,individu,65 ans et +,HOMME,NON,Russe,False,Élu municipal,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social / HLM / Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,1,Non fondée,Lettre,2016-03-15,50,,,
2016-01-05,Courriel,personne morale,PM,PM,PM,PM,False,Ancien demandeur,Demandeur / Mandataire,2,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,Application de la réglementation municipale,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Courriel,2016-01-06,2,,,
2016-01-07,Courriel,individu,Inconnu,HOMME,NON,Polonais,False,Internet,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Circulation,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Courriel,2016-01-07,1,,,
2016-01-07,Téléphone,individu,Inconnu,HOMME,Arabe,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Entreprise ou commerce,Téléphone,2016-01-07,1,,,
2016-05-18,En personne,individu,26 à 40 ans,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,En personne,2016-05-18,1,,,
2016-01-07,Téléphone,individu,Inconnu,FEMME,Inconnu,Pays inconnu,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Autre différend privé,Téléphone,2016-01-07,1,,,
2016-01-07,En personne,individu,41 à 50 ans,HOMME,Asiatique,Pays inconnu,False,Organisme externe,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des affaires civiles,,,,Réclamation monétaire (aqueduc / égout),,,,,,,,,,,,,,,,,,,,,,,,,Refus d'intervenir (Recours légal - art. 12),En personne,2016-01-07,1,,,
2016-01-07,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Police - Section des agents de stationnement,,,,Infraction de stationnement,,,,,,,,,,,,,,,,,,,,,,,,,Législation provinciale (Art. 10 par. 2),Téléphone,2016-01-07,1,,,
2016-01-07,Téléphone,individu,Inconnu,HOMME,NON,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Espace pour la vie - Planétarium,,,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-08,2,,,
2016-01-01,Courriel,individu,65 ans et +,FEMME,Noir,Haitien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social / HLM / Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-07,2,,,
2016-01-08,Courriel,individu,Inconnu,HOMME,NON,Pays inconnu,False,Internet,Demandeur / Mandataire,1,,,,,,,,Société de transport de Montréal (STM),,Relations de travail,,,,,,,,,,,,,,,,,,,,,,,,,STM (Art. 11-5),Courriel,2016-01-08,1,,,
2016-01-11,Téléphone,individu,Inconnu,HOMME,Inconnu,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Ressources humaines  - Toutes directions confondues,,,,Relations de travail,,,,,,,,,,,,,,,,,,,,,,,,,Relations de travail (Art. 11-2),Téléphone,2016-01-11,1,,,
2016-01-11,Courriel,individu,41 à 50 ans,FEMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Relations locataire/propriétaire,,2016-01-12,2,,,
2016-01-11,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,L'Île-Bizard--Sainte-Geneviève,,,,,,,,,Zonage / Urbanisme / Dérogation,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-11,1,,,
2016-01-11,Téléphone,individu,Inconnu,FEMME,Arabe,Pays inconnu,False,Organisme externe,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Services bancaires/financiers/assurances,Téléphone,2016-01-11,1,,,
2016-01-11,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Décision / Agent de la paix,,,,,,,,,,,,,,,,,,,,,,,,,Agent de la paix (Art. 11-4),Téléphone,2016-01-11,1,,,
2016-01-12,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Verdun,,,,,,,,,Salubrité et entretien (autre),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-12,1,,,
2016-01-08,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Salubrité et entretien (autre),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Courriel,2016-01-12,3,,,
2016-01-08,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Verdun,,,,,,,,,Déchets/Recyclage/Compostage,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-12,3,,,
2016-01-12,Courriel,individu,51 à 64 ans,FEMME,NON,Polonais,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des affaires civiles,,,,Réclamation monétaire (chute sur trottoir),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Courriel,2016-01-13,2,,,
2016-01-12,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Police - Section des agents de stationnement,,,,Infraction de stationnement,,,,,,,,,,,,,,,,,,,,,,,,,Législation provinciale (Art. 10 par. 2),Téléphone,2016-01-12,1,,,
2016-01-12,Téléphone,individu,Inconnu,HOMME,Arabe,Pays inconnu,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Services bancaires/financiers/assurances,Téléphone,2016-01-12,1,,,
2016-01-13,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Services bancaires/financiers/assurances,Téléphone,2016-01-13,1,,,
2016-01-11,Courriel,individu,Inconnu,HOMME,Asie du Sud (tamouls, pakis, hindous),Indien de l'Inde,False,Internet,Demandeur / Mandataire,1,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,Salubrité et entretien (autre),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Courriel,2016-01-12,2,
2016-01-13,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Voirie / Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-13,1,,,
2016-01-13,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des affaires civiles,,,,Réclamation monétaire (travaux municipaux),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-13,1,,,
2016-02-18,Courriel,individu,51 à 64 ans,FEMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Infraction  loi / règlement (autre que stat.),,,,,,,,,,,,,,,,,,,,,,,,,Législation provinciale (Art. 10 par. 2),Téléphone,2016-02-18,1,,,
2016-01-13,Courriel,individu,65 ans et +,HOMME,Arabe,Pays inconnu,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Décision / Agent de la paix,,,,,,,,,,,,,,,,,,,,,,,,,Agent de la paix (Art. 11-4),Téléphone,2016-01-13,1,,,
2016-01-12,Téléphone,individu,Inconnu,HOMME,Arabe,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des affaires civiles,,,,Réclamation monétaire (nid-de-poule),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-12,1,,,
2016-01-12,En personne,individu,65 ans et +,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Entreprise ou commerce,En personne,2016-01-12,1,,,
2016-01-13,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,,,,,,Ressources humaines  - Toutes directions confondues,,,,Relations de travail,,,,,,,,,,,,,,,,,,,,,,,,,Relations de travail (Art. 11-2),Téléphone,2016-01-13,1,,,
2016-01-13,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,Conflit d'intérêts,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-13,1,,,
2016-01-13,Téléphone,individu,Inconnu,FEMME,Inconnu,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social / HLM / Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-13,1,,,
2016-01-14,Téléphone,individu,51 à 64 ans,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,,Entité mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Autre municipalité,Téléphone,2016-01-14,1,,,
2016-01-14,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Organisme externe,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Services bancaires/financiers/assurances,Téléphone,2016-01-14,1,,,
2016-01-14,Téléphone,individu,65 ans et +,FEMME,NON,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,Mercier--Hochelaga-Maisonneuve,,,,,,,,,Déneigement,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-14,1,,,
2016-01-11,Courriel,individu,51 à 64 ans,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Rosemont--La Petite-Patrie,,,,,,,,,Bruit,Charte - environnement, developpement durable,,,,,,,,,,,,,,Prendre des mesures visant à limiter les nuisances abusives issues du bruit,,,,,,,,,,En traitement,,,,,
2016-01-14,Téléphone,individu,51 à 64 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,,2016-01-14,1,,,
2016-05-18,En personne,individu,26 à 40 ans,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Jugement rendu Cour municipale (Art. 11 par. 2),En personne,2016-05-18,1,,,
2016-01-15,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Organisme externe,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des affaires civiles,,,,Réclamation monétaire (incident de la route),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-15,1,,,
2016-01-15,Téléphone,individu,Inconnu,FEMME,NON,Français,False,Inconnu,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Salubrité et entretien (autre),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-15,1,,,
2016-01-15,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Infraction  loi / règlement (autre que stat.),,,,,,,,,,,,,,,,,,,,,,,,,Législation provinciale (Art. 10 par. 2),Téléphone,2016-01-15,1,,,
2016-01-29,Téléphone,individu,26 à 40 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Mise en valeur du territoire - Direction de l'habitation,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Fondée - Réglée,Téléphone,2016-02-18,15,,,
2016-01-15,Téléphone,individu,Inconnu,FEMME,Inconnu,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,Infraction  loi / règlement (autre que stat.),,,,,,,,,,,,,,,,,,,,,,,,,Législation provinciale (Art. 10 par. 2),Téléphone,2016-01-15,1,,,
2016-01-18,Téléphone,individu,65 ans et +,FEMME,Inconnu,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,OBNL,Téléphone,2016-01-18,1,,,
2016-01-18,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Application de la réglementation municipale,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-18,1,,,
2016-01-18,Téléphone,individu,Inconnu,FEMME,Inconnu,Pays inconnu,False,Organisme externe,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Bruit,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-18,1,,,
2016-01-18,Courriel,individu,Inconnu,HOMME,NON,Italien,False,Ancien demandeur,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Arbre,Charte - environnement, developpement durable,,,,,,,,,,,,,,Favoriser la protection de la forêt urbaine,,,,,,,,,19,Non fondée,Lettre,2016-04-13,61,,
2016-01-19,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Finances - Toutes directions confondues,,,,Taxe (sauf foncière),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-19,1,,,
2016-01-20,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,,,,,Cabinet du maire,,,,,Comportement d'un employé / élu,,,,,,,,,,,,,,,,,,,,,,,,,Elu ou son cabinet (Art. 11-3),Téléphone,2016-01-20,1,,,
2016-01-20,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Remorquage,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-20,1,,,
2016-01-20,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,Société de transport de Montréal (STM),,Transport,,,,,,,,,,,,,,,,,,,,,,,,,STM (Art. 11-5),Téléphone,2016-01-20,1,,,
2016-01-19,Téléphone,individu,18 à 25 ans,FEMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,Outremont,,,,,,,,,Remorquage,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-19,1,,,
2016-01-19,Téléphone,individu,18 à 25 ans,FEMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des affaires civiles,,,,Réclamation monétaire (travaux municipaux),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-19,1,,,
2016-01-20,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Organisme externe,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Services bancaires/financiers/assurances,Téléphone,2016-01-20,1,,,
2016-01-20,Téléphone,individu,51 à 64 ans,HOMME,NON,Canadien,False,B.A.M,Demandeur / Mandataire,1,,,,,,,,Société de transport de Montréal (STM),,Relations de travail,,,,,,,,,,,,,,,,,,,,,,,,,STM (Art. 11-5),Téléphone,2016-01-20,1,,,
2016-01-21,Courriel,individu,Inconnu,FEMME,Inconnu,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Éducation,Courriel,2016-01-29,7,,,
2016-01-21,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Comportement d'un employé / élu,,,,,,,,,,,,,,,,,,,,,,,,,Agent de la paix (Art. 11-4),Téléphone,2016-01-21,1,,,
2016-01-21,Télécopieur,individu,Inconnu,FEMME,Noir,Haitien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Mise en valeur du territoire - Direction de l'habitation,,,,Subvention autre que logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-21,1,,,
2016-01-21,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Décision / Agent de la paix,,,,,,,,,,,,,,,,,,,,,,,,,Agent de la paix (Art. 11-4),Téléphone,2016-01-21,1,,,
2016-01-21,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entité mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Gouvernement provincial,Téléphone,2016-01-21,1,,,
2016-01-21,Téléphone,individu,65 ans et +,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-22,2,,,
2016-01-22,Téléphone,individu,Inconnu,HOMME,Noir,Togolais,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Législation provinciale (Art. 10 par. 2),Téléphone,2016-01-22,1,,,
2016-01-18,Poste,individu,65 ans et +,HOMME,NON,Grec,False,Ancien demandeur,Demandeur / Mandataire,1,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,Application de la réglementation municipale,Charte - services municipaux,,,,,,,,,,,,,,,,,,,,Rendre des services municipaux de manière compétente, respectueuse et non discriminatoire,,,11,Fondée - Réglée,Lettre,2016-04-05,55,,
2016-01-22,Courriel,individu,Inconnu,HOMME,Inconnu,Allemand,False,Inconnu,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Courriel,2016-01-22,1,,,
2016-01-22,Courriel,individu,26 à 40 ans,HOMME,Asiatique,Chinois,False,Internet,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-22,1,,,
2016-01-22,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Organisme externe,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Relations locataire/propriétaire,Téléphone,2016-01-22,1,,,
2016-01-22,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Organisme externe,Demandeur / Mandataire,1,Pierrefonds-Roxboro,,,,,,,,,Salubrité et entretien (punaises),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-01-22,1,,,
2016-01-22,Courriel,individu,26 à 40 ans,HOMME,Asiatique,Chinois,False,Inconnu,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Accès à l'information,,,,,,,,,,,,,,,,,,,,,,,,,Législation provinciale (Art. 10 par. 2),Téléphone,2016-01-22,1,,,
