Date_reception_demande,Mode_recep_demande,TypePlainte,GroupeAge,sexe,Minorite_visible,Origine_ethnique,Autochtone,Source,Acheminement_Demandeur,NbrePers,Ev_arrondissement,Ev_arrond2,Ev_arrond3,Ev_arrond4,Vc,Ev_service,Ev_service2,Ev_paramunicipal,Autre_entite,Categorie,Categorie2,Categorie3,Charte_vieD,Charte_vieD2,Charte_vieD3,Charte_vieES,Charte_vieES2,Charte_vieES3,Charte_Cult,Charte_Cult2,Charte_Cult3,Charte_ActP,Charte_ActP2,Charte_ActP3,Charte_Env,Charte_Env2,Charte_Env3,Charte_Sec,Charte_Sec2,Charte_Sec3,Charte_ServMun,Charte_ServMun2,Charte_ServMun3,DelaiReponse,resultat_enquete,mode_reponse,Date_fermeture,DelaiTraitement
2014-01-06,Téléphone,individuelle,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,****Service du capital humain et des communications - Direction du capital humain,,,,Relation de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-06,1
2014-01-06,Courriel,individuelle,51 à 64 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Salubrité et entretien (moisissures),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-06,1
2014-01-06,Courriel,individu,51 à 64 ans,FEMME,NON,Canadien,False,Publicité du bureau,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Zonage/Urbanisme/Dérogation,,,,,,,,,,,,,,,,,,,,,,,,22,Plainte non fondée au mérite,Lettre,2014-03-20,54
2014-01-06,Courriel,individuelle,65 ans et +,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Saint-Laurent,,,,,,,,,Salubrité et entretien (autres),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-07,2
2014-01-07,Téléphone,individuelle,Inconnu,FEMME,Arabe,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-07,1
2014-01-06,Poste,personne morale,PM,PM,PM,PM,False,Inconnu,Demandeur / Mandataire,1,,,,,,Serv. sécurité  incendie de Mtl. - Toutes directions confondues,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-08,3
2014-01-07,Courriel,individuelle,26 à 40 ans,HOMME,NON,Pays inconnu,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2014-01-08,2
2014-01-08,Téléphone,individuelle,Inconnu,FEMME,Noir,Haitien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires civiles,,,,Réclamation monétaire (chute sur trottoir),,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-08,1
2014-01-09,Téléphone,individuelle,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires civiles,,,,Réclamation monétaire (chute sur trottoir),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-09,1
2014-01-09,Téléphone,individuelle,Inconnu,HOMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-09,1
2014-01-09,Téléphone,individuelle,Inconnu,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Service de police - Section des agents de stationnement,,,,Infraction de stationnement,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-09,1
2014-01-10,Téléphone,individu,65 ans et +,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-10,1
2014-01-10,Courriel,individuelle,51 à 64 ans,HOMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Déchets/Recyclage/Compostage,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-01-10,1
2014-01-09,En personne,individu,41 à 50 ans,HOMME,NON,Roumain,False,Ancien demandeur,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Nuisance,Charte - environnement, developpement durable,,,,,,,,,,,,,,Prendre des mesures visant à limiter les nuisances abusives issues du bruit,Prendre des mesures visant à contrôler les nuisances abusives découlant du dépôt des ordures,,,,,,,,,Refus de collaboration ou de règlement,Courriel,2014-05-15,89
2014-02-11,Courriel,individu,Inconnu,FEMME,Latino-américain,Trinidadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires civiles,,,,Réclamation monétaire (chute sur trottoir),,,,,,,,,,,,,,,,,,,,,,,,3,Réglé par médiation,Lettre,2014-06-03,78
2014-01-13,Téléphone,individu,41 à 50 ans,FEMME,Asiatique,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction de l'évaluation foncière,,,,Évaluation/Taxe foncière,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-13,1
2014-01-13,En personne,individu,51 à 64 ans,FEMME,Asiatique,Vietnamien,False,B.A.M,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Fourrière (entreposage de meubles),,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-01-13,1
2014-01-13,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Mercier/Hochelaga/Maisonneuve,,,,,,,,,Aqueduc/Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-13,1
2014-01-13,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-13,1
2014-04-10,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Décision judiciaire autre,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-10,1
2014-01-13,Téléphone,individu,65 ans et +,FEMME,Inconnu,Ne sait pas,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-13,1
2014-01-13,Téléphone,individu,41 à 50 ans,HOMME,Latino-américain,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Voirie/Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-13,1
2014-01-09,En personne,individu,51 à 64 ans,HOMME,NON,Roumain,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Infraction à une loi,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-01-09,1
2014-01-09,En personne,individu,51 à 64 ans,HOMME,NON,Roumain,False,Ancien demandeur,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-01-09,1
2014-01-14,Téléphone,individu,Inconnu,FEMME,Inconnu,Ne sait pas,False,Ancien demandeur,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-14,1
2014-01-14,Téléphone,individu,51 à 64 ans,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-14,1
2014-01-14,Téléphone,individu,41 à 50 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-14,1
2014-01-14,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,B.A.M,Demandeur / Mandataire,1,Saint-Laurent,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-14,1
2014-01-10,Téléphone,individu,51 à 64 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Accès à l'information,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-10,1
2014-01-13,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Salubrité et entretien (autres),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-13,1
2014-01-13,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. ayant lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-13,1
2014-01-14,Courriel,individu,65 ans et +,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Verdun,,,,,,,,,Déneigement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-14,1
2014-01-13,Courriel,personne morale,PM,PM,PM,PM,False,Inconnu,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Déchets/Recyclage/Compostage,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-01-14,2
2014-01-14,Téléphone,individu,51 à 64 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-14,1
2014-01-14,Téléphone,individu,65 ans et +,FEMME,Inconnu,Pays inconnu,False,Ancien demandeur,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Déchets/Recyclage/Compostage,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-14,1
2014-01-14,Téléphone,individu,65 ans et +,FEMME,Inconnu,Pays inconnu,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires civiles,,,,Réclamation monétaire (autres),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-14,1
2014-01-15,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-15,1
2014-01-15,Courriel,individu,51 à 64 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Déchets/Recyclage/Compostage,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-15,1
2014-01-15,Téléphone,individu,26 à 40 ans,FEMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Voirie/Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-15,1
2014-01-13,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-15,3
2014-01-13,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Salubrité et entretien (punaises),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-15,3
2014-01-15,Téléphone,individu,41 à 50 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-15,1
2014-01-15,Téléphone,individu,41 à 50 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Déneigement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-15,1
2014-01-15,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Aqueduc/Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-15,1
2014-01-15,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-15,1
2014-01-15,En personne,individu,65 ans et +,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction de l'évaluation foncière,,,,Évaluation/Taxe foncière,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-01-15,1
2014-01-14,Courriel,individu,Inconnu,FEMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Animal,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-01-16,3
2014-01-15,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Section des agents de stationnement,,,,Infraction de stationnement,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-16,2
2014-01-13,Courriel,individu,51 à 64 ans,FEMME,Arabe,Algerien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Salubrité et entretien (autres),,,,,,,,,,,,,,,,,,,,,,,,9,Plainte non fondée au mérite,Lettre,2014-06-18,110
2014-01-15,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Stationnement/SRRR/Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-16,2
2014-01-15,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Saint-Laurent,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,3,Réglé par médiation,Lettre,2014-12-11,230
2014-01-15,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,Animal,,,,,,,,,,,,,,,,,,,,,,,,11,Plainte non fondée au mérite,Lettre,2014-04-14,64
2014-01-16,Téléphone,individu,51 à 64 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Aqueduc/Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-16,1
2014-01-16,Téléphone,individu,65 ans et +,FEMME,Inconnu,Pays inconnu,False,Ancien demandeur,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-16,1
2014-01-16,Téléphone,individu,65 ans et +,FEMME,Inconnu,Pays inconnu,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,****Serv. Infrastructure, transport et environnement - Direction des infrastructures,,,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-16,1
2014-01-16,En personne,individu,26 à 40 ans,FEMME,Asiatique,Pays inconnu,False,B.A.M,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-01-16,1
2014-01-16,En personne,individu,51 à 64 ans,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-01-16,1
2014-01-17,Téléphone,individu,Inconnu,HOMME,NON,Italien,False,Parent ou ami,Demandeur / Mandataire,1,Villeray/Saint-Michel/Parc-Extension,,,,,,,,,Zonage/Urbanisme/Dérogation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-17,1
2014-01-21,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-21,1
2014-01-20,Téléphone,individu,41 à 50 ans,HOMME,NON,Russe,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-20,1
2014-01-17,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Pierrefonds-Roxboro,,,,,,,,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-17,1
2014-01-15,Courriel,individu,51 à 64 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-17,3
2014-01-15,Courriel,individu,51 à 64 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-17,3
2014-01-17,En personne,individu,51 à 64 ans,HOMME,NON,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,5,Plainte non fondée au mérite,Lettre,2014-09-10,163
2014-01-17,Téléphone,individu,Inconnu,FEMME,NON,Ne sait pas,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,Ville générale (comm. Charbonneau),,,,,Malversation alléguée,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-17,1
2014-01-20,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-20,1
2014-01-20,Courriel,individu,41 à 50 ans,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-20,1
2014-01-20,Téléphone,individu,41 à 50 ans,FEMME,NON,Canadien,False,Journal,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-20,1
2014-01-20,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Bruit,Charte - environnement, developpement durable,,,,,,,,,,,,,,Prendre des mesures visant à limiter les nuisances abusives issues du bruit,,,,,,,,,7,Plainte non fondée au mérite,Lettre,2014-04-03,54
2014-01-20,Téléphone,individu,41 à 50 ans,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Pierrefonds-Roxboro,,,,,,,,,Aqueduc/Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-20,1
2014-01-20,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Qualité des services,Charte - services municipaux,,,,,,,,,,,,,,,,,,,,Rendre des services municipaux de manière compétente, respectueuse et non discriminatoire,,,7,Réglé par médiation,Lettre,2014-04-03,54
2014-01-21,Courriel,individu,51 à 64 ans,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2014-01-21,1
2014-01-21,Courriel,individu,26 à 40 ans,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Service de police - Section des agents de stationnement,,,,Infraction de stationnement,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-21,1
2014-01-21,Téléphone,individu,Inconnu,FEMME,Arabe,Pays inconnu,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Relation locataire/prop.,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-21,1
2014-01-21,Téléphone,individu,Inconnu,FEMME,NON,Pays inconnu,False,Ancien demandeur,Demandeur / Mandataire,1,Rosemont/La Petite-Patrie,,,,,,,,,Salubrité et entretien (moisissures),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-01-21,1
2014-01-21,Téléphone,individu,26 à 40 ans,HOMME,Inconnu,Ne sait pas,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,****Service du capital humain et des communications - Direction du capital humain,,,,Relation de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-21,1
2014-01-21,Courriel,individu,51 à 64 ans,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,Aqueduc/Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-01-21,1
2014-01-22,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-01-22,1
