"Date_reception_demande","Mode_recep_demande","TypePlainte","GroupeAge","sexe","Minorite_visible","Origine_ethnique","Autochtone","Source","Acheminement_Demandeur","NbrePers","Ev_arrondissement","Ev_arrond2","Ev_arrond3","Ev_arrond4","Vc","Ev_service","Ev_service2","Ev_paramunicipal","Autre_entite","Categorie","Categorie2","Categorie3","Charte_vieD","Charte_vieD2","Charte_vieD3","Charte_vieES","Charte_vieES2","Charte_vieES3","Charte_Cult","Charte_Cult2","Charte_Cult3","Charte_ActP","Charte_ActP2","Charte_ActP3","Charte_Env","Charte_Env2","Charte_Env3","Charte_Sec","Charte_Sec2","Charte_Sec3","Charte_ServMun","Charte_ServMun2","Charte_ServMun3","DelaiReponse","resultat_enquete","mode_reponse","Date_fermeture","DelaiTraitement",,,
"2018-01-03","Téléphone","individu","65 ans et +","HOMME","NON","Canadien","False","Fonctionnaire","Demandeur / Mandataire",1,"Ville-Marie",,,,,,,,,"ZU - Permis - Autre",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-03",1,,,
"2018-01-12","Courriel","individu","41 à 50 ans","FEMME","Noir","Haitien","False","Organisme externe","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Entreprise ou commerce","Courriel","2018-01-12",1,,,
"2018-01-03","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Agent de la paix - DAO (excluant comportement)",,,,,,,,,,,,,,,,,,,,,,,,,"Agent de la paix (Art. 11-4)","Téléphone","2018-01-03",1,,,
"2018-01-04","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Sécurité incendie - Toutes directions confondues",,,,"Sécurité incendie",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-04",1,,,
"2018-01-09","En personne","individu","65 ans et +","HOMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,"Ville-Marie",,,,,,,,,"ZU - Permis - Autre",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Lettre","2018-01-25",13,,,
"2018-01-04","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Organisme externe","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement fédéral","Téléphone","2018-01-04",1,,,
"2018-01-05","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Organisme externe","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-05",1,,,
"2018-01-05","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2018-01-05",1,,,
"2018-01-05","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Services aux citoyens - Communication/Informations",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-05",1,,,
"2018-01-05","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Sécurité - Autre qu'incendie",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-05",1,,,
"2018-01-08","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Frais/Perception (en lien avec jugement)",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-01-08",1,,,
"2018-01-08","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2018-01-08",1,,,
"2018-01-08","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2018-01-08",1,,,
"2018-01-10","Téléphone","individu","51 à 64 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Ressources humaines  - Toutes directions confondues",,,,"Relations de travail",,,,,,,,,,,,,,,,,,,,,,,,,"Relations de travail (Art. 11-2)","Téléphone","2018-01-10",1,,,
"2018-01-11","Téléphone","individu","Inconnu","HOMME","Arabe","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Frais/Perception (en lien avec jugement)",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-01-11",1,,,
"2018-01-11","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,"Mercier--Hochelaga-Maisonneuve",,,,,,,,,"Services aux citoyens - Autre ou combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-11",1,,,
"2018-01-12","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Jugement",,,,,,,,,,,,,,,,,,,,,,,,,"Jugement rendu Cour municipale (Art. 11 par. 2)","Téléphone","2018-01-12",1,,,
"2018-01-15","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2018-01-15",1,,,
"2018-01-15","Téléphone","individu","Inconnu","FEMME","NON","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Constat - Autre que stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-01-15",1,,,
"2018-01-15","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Concertation des arrondissements  - Toutes directions confondues",,,,"Constat - Autre que stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-01-15",1,,,
"2018-01-15","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Constat - Stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-01-15",1,,,
"2018-01-15","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Jugement",,,,,,,,,,,,,,,,,,,,,,,,,"Jugement rendu Cour municipale (Art. 11 par. 2)","Téléphone","2018-01-15",1,,,
"2018-01-15","Téléphone","individu","65 ans et +","HOMME","NON","Ne sait pas","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Téléphone","2018-01-15",1,,,
"2018-01-09","Courriel","individu","Inconnu","HOMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,,,,,,"Ressources humaines  - Toutes directions confondues",,,,"Relations de travail",,,,,,,,,,,,,,,,,,,,,,,,,"Relations de travail (Art. 11-2)","Courriel","2018-01-10",2,,,
"2018-01-08","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,"Conseil de la ville",,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR)","Téléphone","2018-01-08",1,,,
"2018-01-08","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Services aux citoyens - Communication/Informations",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-08",1,,,
"2018-01-09","Télécopieur","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Téléphone","2018-01-09",1,,,
"2018-01-09","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Relations locataire/propriétaire","Téléphone","2018-01-09",1,,,
"2018-01-09","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Mercier--Hochelaga-Maisonneuve",,,,,,,,,"Constat - Autre que stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-01-09",1,,,
"2018-01-09","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,"Conseil de la ville",,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR)","Téléphone","2018-01-09",1,,,
"2018-01-09","Téléphone","individu","Inconnu","HOMME","NON","Bulgare","False","Inconnu","Demandeur / Mandataire",1,"Mercier--Hochelaga-Maisonneuve",,,,,,,,,"Nuisance - Bruit",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-09",1,,,
"2018-01-15","Courriel","personne morale","PM","PM","PM","PM","False","Ancien demandeur","Demandeur / Mandataire",3,"LaSalle",,,,,,,,,"ZU - Autre",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Lettre","2018-08-23",152,,,
"2018-01-10","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Connaissances générales","Demandeur / Mandataire",1,"Anjou",,,,,,,,,"Accès à l'information",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-01-10",1,,,
"2018-01-17","Téléphone","individu","51 à 64 ans","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Côte-des-Neiges--Notre-Dame-de-Grâce",,,,,,,,,"Nuisance - Bruit",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-17",1,,,
"2018-01-16","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Autre municipalité","Téléphone","2018-01-16",1,,,
"2018-01-16","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Entreprise ou commerce","Téléphone","2018-01-16",1,,,
"2018-01-09","Courriel","individu","Inconnu","FEMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,,,,,"Conseil de la ville",,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR)","Courriel","2018-01-09",1,,,
"2018-01-05","Courriel","individu","Inconnu","FEMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,,,,,"Conseil de la ville",,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR)","Courriel","2018-01-09",3,,,
"2018-01-11","Courriel","individu","51 à 64 ans","HOMME","NON","Canadien","False","Connaissances générales","Demandeur / Mandataire",1,"Le Sud-Ouest",,,,,,,,,"Stationnement municipal et sur rue/Vignette/Débarcadère",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-01-15",3,,,
"2018-01-13","Courriel","individu","65 ans et +","HOMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Courriel","2018-01-15",1,,,
"2018-01-15","Courriel","individu","Inconnu","FEMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,"Le Sud-Ouest",,,,,,,,,"Nuisance - Autre ou Combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-01-15",1,,,
"2018-01-10","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Relations locataire/propriétaire","Téléphone","2018-01-10",1,,,
"2018-01-10","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Connaissances générales","Demandeur / Mandataire",1,,,,,,"Ressources humaines  - Toutes directions confondues",,,,"Relations de travail",,,,,,,,,,,,,,,,,,,,,,,,,"Relations de travail (Art. 11-2)","Téléphone","2018-01-10",1,,,
"2018-01-18","Téléphone","individu","26 à 40 ans","HOMME","Arabe","Tunisien","False","Inconnu","Demandeur / Mandataire",1,"Côte-des-Neiges--Notre-Dame-de-Grâce",,,,,,,,,"Remorquage",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-18",1,,,
"2018-01-18","Téléphone","individu","26 à 40 ans","HOMME","Noir","Camerounais","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Fourrière",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-18",1,,,
"2018-01-18","En personne","individu","26 à 40 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Jugement",,,,,,,,,,,,,,,,,,,,,,,,,"Jugement rendu Cour municipale (Art. 11 par. 2)","En personne","2018-01-18",1,,,
"2018-01-10","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Agent de la paix - DAO (excluant comportement)",,,,,,,,,,,,,,,,,,,,,,,,,"Agent de la paix (Art. 11-4)","Téléphone","2018-01-10",1,,,
"2018-01-10","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Greffe - Toutes directions confondues",,,,"Services aux citoyens - Courtoisie/Comportement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-10",1,,,
"2018-01-10","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Téléphone","2018-01-10",1,,,
"2018-01-13","Courriel","individu","26 à 40 ans","HOMME","NON","Français","False","Internet","Demandeur / Mandataire",1,"Ville-Marie",,,,,,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-01-17",3,,,
"2018-01-19","Télécopieur","individu","51 à 64 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Fourrière",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-19",1,,,
"2018-01-18","Poste","individu","51 à 64 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Évaluation foncière - Toutes directions confondues",,,,"Taxe foncière/Évaluation",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Lettre","2018-01-25",6,,,
"2018-01-18","Poste","individu","51 à 64 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Finances - Toutes directions confondues",,,,"Taxe - Autre que foncière",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Lettre","2018-01-25",6,,,
"2018-01-22","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Fonctionnaire","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Constat - Stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-01-22",1,,,
"2018-01-22","Téléphone","individu","Inconnu","HOMME","Latino-américain","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,"Montréal-Nord",,,,,,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-22",1,,,
"2018-01-22","Téléphone","individu","65 ans et +","FEMME","NON","Arménien","False","Parent ou ami","Demandeur / Mandataire",1,"Rosemont--La Petite-Patrie",,,,,,,,,"Ruelle",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-22",1,,,
"2018-01-16","Blogue","individu","Inconnu","FEMME","NON","Canadien","False","Blogue","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Services aux citoyens - Communication/Informations",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Blogue","2018-01-23",6,,,
"2018-01-22","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-22",1,,,
"2018-01-22","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-22",1,,,
"2018-01-23","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Fonctionnaire","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Services aux citoyens - Délai/Procédure",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-23",1,,,
"2018-01-24","Courriel","individu","51 à 64 ans","HOMME","NON","Portugais","False","Internet","Demandeur / Mandataire",1,"Ahuntsic-Cartierville",,,,,,,,,"Nuisance - Circulation",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-01-24",1,,,
"2018-01-24","Téléphone","individu","51 à 64 ans","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Téléphone","2018-01-24",1,,,
"2018-01-17","Téléphone","individu","65 ans et +","HOMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Immeuble - Salubrité - Insectes",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-18",2,,,
"2018-01-17","Téléphone","individu","65 ans et +","HOMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Stationnement municipal et sur rue/Vignette/Débarcadère",,,,,,,,,,,,,,,,,,,,,,,,,"Pas personnellement visé (Art. 10 par. 1)","Téléphone","2018-01-18",2,,,
"2018-01-25","Courriel","individu","41 à 50 ans","FEMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"TP - Chaussée/Trottoir",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-01-25",1,,,
"2018-01-23","Téléphone","individu","65 ans et +","FEMME","NON","Arménien","False","Ancien demandeur","Demandeur / Mandataire",1,"Rosemont--La Petite-Patrie",,,,,,,,,"Ruelle",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Lettre","2018-01-24",2,,,
"2018-01-18","Poste","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,"Conseil de la ville",,,,,"Taxe foncière/Évaluation",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR)","Lettre","2018-01-25",6,,,
"2018-01-25","Téléphone","individu","41 à 50 ans","HOMME","Inconnu","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,"Le Plateau-Mont-Royal",,,,,,,,,"Services aux citoyens - Courtoisie/Comportement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-25",1,,,
"2018-01-25","Courriel","individu","26 à 40 ans","HOMME","NON","Canadien","False","Fonctionnaire","Demandeur / Mandataire",1,"Rosemont--La Petite-Patrie",,,,,,,,,"TP - Déneigement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-01-26",2,,,
"2018-01-26","Téléphone","individu","41 à 50 ans","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Concertation des arrondissements  - Toutes directions confondues",,,,"Services aux citoyens - Courtoisie/Comportement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-26",1,,,
"2018-01-19","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Stationnement municipal et sur rue/Vignette/Débarcadère",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-01-19",1,,,
"2018-01-26","Courriel","individu","Inconnu","HOMME","NON","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Constat - Stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Courriel","2018-01-26",1,,,
