"DATE_SÃANCE","HEURE","TYPE-SÃANCE","NOM","ABSENT/PRÃSENT" 
"2017-04-06","17 h 02","extraordinaire","KHALIL Ray","present"
"2017-04-06","17 h 02","extraordinaire","DIB Aline","present"
"2017-04-06","17 h 02","extraordinaire","BORNE Nicholas","present"
"2017-04-06","17 h 02","extraordinaire","YOAKIM Christiane","present"
"2017-04-04","19 h","ordinaire","DEMERS Marc","present"
"2017-04-04","19 h","ordinaire","ADAMS Raynald","present"
"2017-04-04","19 h","ordinaire","DUFOUR Virginie","present"
"2017-04-04","19 h","ordinaire","DE COTIS David","present"
"2017-04-04","19 h","ordinaire","DESMEULES Sandra","present"
"2017-04-04","19 h","ordinaire","BOYER Stephane","present"
"2017-04-04","19 h","ordinaire","POISSANT Michel","present"
"2017-04-04","19 h","ordinaire","HEBERT Daniel","present"
"2017-04-04","19 h","ordinaire","ST-JEAN Jacques","present"
"2017-04-04","19 h","ordinaire","DUMAS Gilbert","present"
"2017-04-04","19 h","ordinaire","PAOLO Galati","present"
"2017-04-04","19 h","ordinaire","ANTHIAN Pierre","present"
"2017-04-04","19 h","ordinaire","LECOMPTE Alain","present"
"2017-04-04","19 h","ordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-04-04","19 h","ordinaire","COUPAL Jean","present"
"2017-04-04","19 h","ordinaire","REVELAKIS Aglaia","present"
"2017-04-04","19 h","ordinaire","KARIDOGIANNIS Vasilios","present"
"2017-04-04","19 h","ordinaire","TROTTIER Michel","present"
"2017-04-04","19 h","ordinaire","KHALIL Ray","present"
"2017-04-04","19 h","ordinaire","DIB Aline","present"
"2017-04-04","19 h","ordinaire","BORNE Nicholas","present"
"2017-04-04","19 h","ordinaire","YOAKIM Christiane","present"
"2017-03-16","13 h 30","ajournement","DEMERS Marc","present"
"2017-03-16","13 h 30","ajournement","ADAMS Raynald","present"
"2017-03-16","13 h 30","ajournement","DUFOUR Virginie","absent"
"2017-03-16","13 h 30","ajournement","DE COTIS David","present"
"2017-03-16","13 h 30","ajournement","DESMEULES Sandra","absent"
"2017-03-16","13 h 30","ajournement","BOYER Stephane","present"
"2017-03-16","13 h 30","ajournement","POISSANT Michel","present"
"2017-03-16","13 h 30","ajournement","HEBERT Daniel","absent"
"2017-03-16","13 h 30","ajournement","ST-JEAN Jacques","present"
"2017-03-16","13 h 30","ajournement","DUMAS Gilbert","present"
"2017-03-16","13 h 30","ajournement","PAOLO Galati","present"
"2017-03-16","13 h 30","ajournement","ANTHIAN Pierre","absent"
"2017-03-16","13 h 30","ajournement","LECOMPTE Alain","absent"
"2017-03-16","13 h 30","ajournement","FREDERIC-GAUTHIER Jocelyne","absent"
"2017-03-16","13 h 30","ajournement","COUPAL Jean","absent"
"2017-03-16","13 h 30","ajournement","REVELAKIS Aglaia","absent"
"2017-03-16","13 h 30","ajournement","KARIDOGIANNIS Vasilios","present"
"2017-03-16","13 h 30","ajournement","TROTTIER Michel","present"
"2017-03-16","13 h 30","ajournement","KHALIL Ray","present"
"2017-03-16","13 h 30","ajournement","DIB Aline","absent"
"2017-03-16","13 h 30","ajournement","BORNE Nicholas","present"
"2017-03-16","13 h 30","ajournement","YOAKIM Christiane","present"
"2017-03-14","19 h ","ordinaire","DEMERS Marc","present"
"2017-03-14","19 h ","ordinaire","ADAMS Raynald","present"
"2017-03-14","19 h ","ordinaire","DUFOUR Virginie","absent"
"2017-03-14","19 h ","ordinaire","DE COTIS David","present"
"2017-03-14","19 h ","ordinaire","DESMEULES Sandra","absent"
"2017-03-14","19 h ","ordinaire","BOYER Stephane","present"
"2017-03-14","19 h ","ordinaire","POISSANT Michel","present"
"2017-03-14","19 h ","ordinaire","HEBERT Daniel","absent"
"2017-03-14","19 h ","ordinaire","ST-JEAN Jacques","present"
"2017-03-14","19 h ","ordinaire","DUMAS Gilbert","present"
"2017-03-14","19 h ","ordinaire","PAOLO Galati","present"
"2017-03-14","19 h ","ordinaire","ANTHIAN Pierre","present"
"2017-03-14","19 h ","ordinaire","LECOMPTE Alain","present"
"2017-03-14","19 h ","ordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-03-14","19 h ","ordinaire","COUPAL Jean","present"
"2017-03-14","19 h ","ordinaire","REVELAKIS Aglaia","present"
"2017-03-14","19 h ","ordinaire","KARIDOGIANNIS Vasilios","present"
"2017-03-14","19 h ","ordinaire","TROTTIER Michel","present"
"2017-03-14","19 h ","ordinaire","KHALIL Ray","present"
"2017-03-14","19 h ","ordinaire","DIB Aline","present"
"2017-03-14","19 h ","ordinaire","BORNE Nicholas","present"
"2017-03-14","19 h ","ordinaire","YOAKIM Christiane","present"
"2017-02-21","17 h 15","extraordinaire","DEMERS Marc","present"
"2017-02-21","17 h 15","extraordinaire","ADAMS Raynald","present"
"2017-02-21","17 h 15","extraordinaire","DUFOUR Virginie","present"
"2017-02-21","17 h 15","extraordinaire","DE COTIS David","present"
"2017-02-21","17 h 15","extraordinaire","DESMEULES Sandra","present"
"2017-02-21","17 h 15","extraordinaire","BOYER Stephane","present"
"2017-02-21","17 h 15","extraordinaire","POISSANT Michel","present"
"2017-02-21","17 h 15","extraordinaire","HEBERT Daniel","present"
"2017-02-21","17 h 15","extraordinaire","ST-JEAN Jacques","present"
"2017-02-21","17 h 15","extraordinaire","DUMAS Gilbert","present"
"2017-02-21","17 h 15","extraordinaire","PAOLO Galati","present"
"2017-02-21","17 h 15","extraordinaire","ANTHIAN Pierre","present"
"2017-02-21","17 h 15","extraordinaire","LECOMPTE Alain","present"
"2017-02-21","17 h 15","extraordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-02-21","17 h 15","extraordinaire","COUPAL Jean","present"
"2017-02-21","17 h 15","extraordinaire","REVELAKIS Aglaia","present"
"2017-02-21","17 h 15","extraordinaire","KARIDOGIANNIS Vasilios","present"
"2017-02-21","17 h 15","extraordinaire","TROTTIER Michel","present"
"2017-02-21","17 h 15","extraordinaire","KHALIL Ray","present"
"2017-02-21","17 h 15","extraordinaire","DIB Aline","present"
"2017-02-21","17 h 15","extraordinaire","BORNE Nicholas","present"
"2017-02-21","17 h 15","extraordinaire","YOAKIM Christiane","present"
"2017-02-07","19 h ","ordinaire","DEMERS Marc","present"
"2017-02-07","19 h ","ordinaire","ADAMS Raynald","present"
"2017-02-07","19 h ","ordinaire","DUFOUR Virginie","present"
"2017-02-07","19 h ","ordinaire","DE COTIS David","present"
"2017-02-07","19 h ","ordinaire","DESMEULES Sandra","present"
"2017-02-07","19 h ","ordinaire","BOYER Stephane","present"
"2017-02-07","19 h ","ordinaire","POISSANT Michel","present"
"2017-02-07","19 h ","ordinaire","HEBERT Daniel","present"
"2017-02-07","19 h ","ordinaire","ST-JEAN Jacques","present"
"2017-02-07","19 h ","ordinaire","DUMAS Gilbert","present"
"2017-02-07","19 h ","ordinaire","PAOLO Galati","present"
"2017-02-07","19 h ","ordinaire","ANTHIAN Pierre","present"
"2017-02-07","19 h ","ordinaire","LECOMPTE Alain","present"
"2017-02-07","19 h ","ordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-02-07","19 h ","ordinaire","COUPAL Jean","present"
"2017-02-07","19 h ","ordinaire","REVELAKIS Aglaia","present"
"2017-02-07","19 h ","ordinaire","KARIDOGIANNIS Vasilios","present"
"2017-02-07","19 h ","ordinaire","TROTTIER Michel","present"
"2017-02-07","19 h ","ordinaire","KHALIL Ray","present"
"2017-02-07","19 h ","ordinaire","DIB Aline","present"
"2017-02-07","19 h ","ordinaire","BORNE Nicholas","present"
"2017-02-07","19 h ","ordinaire","YOAKIM Christiane","present"
"2017-01-17","19 h 01","ordinaire","DEMERS Marc","present"
"2017-01-17","19 h 01","ordinaire","ADAMS Raynald","present"
"2017-01-17","19 h 01","ordinaire","DUFOUR Virginie","present"
"2017-01-17","19 h 01","ordinaire","DE COTIS David","absent"
"2017-01-17","19 h 01","ordinaire","DESMEULES Sandra","present"
"2017-01-17","19 h 01","ordinaire","BOYER Stephane","present"
"2017-01-17","19 h 01","ordinaire","POISSANT Michel","present"
"2017-01-17","19 h 01","ordinaire","HEBERT Daniel","present"
"2017-01-17","19 h 01","ordinaire","ST-JEAN Jacques","present"
"2017-01-17","19 h 01","ordinaire","DUMAS Gilbert","absent"
"2017-01-17","19 h 01","ordinaire","PAOLO Galati","present"
"2017-01-17","19 h 01","ordinaire","ANTHIAN Pierre","present"
"2017-01-17","19 h 01","ordinaire","LECOMPTE Alain","present"
"2017-01-17","19 h 01","ordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2017-01-17","19 h 01","ordinaire","COUPAL Jean","present"
"2017-01-17","19 h 01","ordinaire","REVELAKIS Aglaia","present"
"2017-01-17","19 h 01","ordinaire","KARIDOGIANNIS Vasilios","present"
"2017-01-17","19 h 01","ordinaire","TROTTIER Michel","absent"
"2017-01-17","19 h 01","ordinaire","KHALIL Ray","present"
"2017-01-17","19 h 01","ordinaire","DIB Aline","present"
"2017-01-17","19 h 01","ordinaire","BORNE Nicholas","present"
"2017-01-17","19 h 01","ordinaire","YOAKIM Christiane","present"
"2016-12-20","16 h 24","extraordinaire","DEMERS Marc","present"
"2016-12-20","16 h 24","extraordinaire","ADAMS Raynald","present"
"2016-12-20","16 h 24","extraordinaire","DUFOUR Virginie","present"
"2016-12-20","16 h 24","extraordinaire","DE COTIS David","absent"
"2016-12-20","16 h 24","extraordinaire","DESMEULES Sandra","present"
"2016-12-20","16 h 24","extraordinaire","BOYER Stephane","present"
"2016-12-20","16 h 24","extraordinaire","POISSANT Michel","present"
"2016-12-20","16 h 24","extraordinaire","HEBERT Daniel","present"
"2016-12-20","16 h 24","extraordinaire","ST-JEAN Jacques","present"
"2016-12-20","16 h 24","extraordinaire","DUMAS Gilbert","absent"
"2016-12-20","16 h 24","extraordinaire","PAOLO Galati","present"
"2016-12-20","16 h 24","extraordinaire","ANTHIAN Pierre","present"
"2016-12-20","16 h 24","extraordinaire","LECOMPTE Alain","present"
"2016-12-20","16 h 24","extraordinaire","FREDERIC-GAUTHIER Jocelyne","absent"
"2016-12-20","16 h 24","extraordinaire","COUPAL Jean","present"
"2016-12-20","16 h 24","extraordinaire","REVELAKIS Aglaia","present"
"2016-12-20","16 h 24","extraordinaire","KARIDOGIANNIS Vasilios","absent"
"2016-12-20","16 h 24","extraordinaire","TROTTIER Michel","present"
"2016-12-20","16 h 24","extraordinaire","KHALIL Ray","present"
"2016-12-20","16 h 24","extraordinaire","DIB Aline","absent"
"2016-12-20","16 h 24","extraordinaire","BORNE Nicholas","present"
"2016-12-20","16 h 24","extraordinaire","YOAKIM Christiane","present"
"2016-12-06","19 h 02","ordinaire","DEMERS Marc","present"
"2016-12-06","19 h 02","ordinaire","ADAMS Raynald","present"
"2016-12-06","19 h 02","ordinaire","DUFOUR Virginie","present"
"2016-12-06","19 h 02","ordinaire","DE COTIS David","present"
"2016-12-06","19 h 02","ordinaire","DESMEULES Sandra","present"
"2016-12-06","19 h 02","ordinaire","BOYER Stephane","present"
"2016-12-06","19 h 02","ordinaire","POISSANT Michel","present"
"2016-12-06","19 h 02","ordinaire","HEBERT Daniel","present"
"2016-12-06","19 h 02","ordinaire","ST-JEAN Jacques","present"
"2016-12-06","19 h 02","ordinaire","DUMAS Gilbert","present"
"2016-12-06","19 h 02","ordinaire","PAOLO Galati","present"
"2016-12-06","19 h 02","ordinaire","ANTHIAN Pierre","present"
"2016-12-06","19 h 02","ordinaire","LECOMPTE Alain","present"
"2016-12-06","19 h 02","ordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2016-12-06","19 h 02","ordinaire","COUPAL Jean","present"
"2016-12-06","19 h 02","ordinaire","REVELAKIS Aglaia","present"
"2016-12-06","19 h 02","ordinaire","KARIDOGIANNIS Vasilios","present"
"2016-12-06","19 h 02","ordinaire","TROTTIER Michel","present"
"2016-12-06","19 h 02","ordinaire","KHALIL Ray","present"
"2016-12-06","19 h 02","ordinaire","DIB Aline","present"
"2016-12-06","19 h 02","ordinaire","BORNE Nicholas","present"
"2016-12-06","19 h 02","ordinaire","YOAKIM Christiane","present"
"2016-11-01","19 h","ordinaire","DEMERS Marc","present"
"2016-11-01","19 h","ordinaire","ADAMS Raynald","present"
"2016-11-01","19 h","ordinaire","DUFOUR Virginie","present"
"2016-11-01","19 h","ordinaire","DE COTIS David","absent"
"2016-11-01","19 h","ordinaire","DESMEULES Sandra","present"
"2016-11-01","19 h","ordinaire","BOYER Stephane","present"
"2016-11-01","19 h","ordinaire","POISSANT Michel","present"
"2016-11-01","19 h","ordinaire","HEBERT Daniel","present"
"2016-11-01","19 h","ordinaire","ST-JEAN Jacques","present"
"2016-11-01","19 h","ordinaire","DUMAS Gilbert","present"
"2016-11-01","19 h","ordinaire","PAOLO Galati","present"
"2016-11-01","19 h","ordinaire","ANTHIAN Pierre","present"
"2016-11-01","19 h","ordinaire","LECOMPTE Alain","present"
"2016-11-01","19 h","ordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2016-11-01","19 h","ordinaire","COUPAL Jean","present"
"2016-11-01","19 h","ordinaire","REVELAKIS Aglaia","present"
"2016-11-01","19 h","ordinaire","KARIDOGIANNIS Vasilios","present"
"2016-11-01","19 h","ordinaire","TROTTIER Michel","present"
"2016-11-01","19 h","ordinaire","KHALIL Ray","present"
"2016-11-01","19 h","ordinaire","DIB Aline","present"
"2016-11-01","19 h","ordinaire","BORNE Nicholas","present"
"2016-11-01","19 h","ordinaire","YOAKIM Christiane","present"
"2016-10-18","17 h07","extraordinaire","DEMERS Marc","present"
"2016-10-18","17 h07","extraordinaire","ADAMS Raynald","present"
"2016-10-18","17 h07","extraordinaire","DUFOUR Virginie","present"
"2016-10-18","17 h07","extraordinaire","DE COTIS David","present"
"2016-10-18","17 h07","extraordinaire","DESMEULES Sandra","present"
"2016-10-18","17 h07","extraordinaire","BOYER Stephane","present"
"2016-10-18","17 h07","extraordinaire","POISSANT Michel","present"
"2016-10-18","17 h07","extraordinaire","HEBERT Daniel","present"
"2016-10-18","17 h07","extraordinaire","ST-JEAN Jacques","present"
"2016-10-18","17 h07","extraordinaire","DUMAS Gilbert","present"
"2016-10-18","17 h07","extraordinaire","PAOLO Galati","present"
"2016-10-18","17 h07","extraordinaire","ANTHIAN Pierre","present"
"2016-10-18","17 h07","extraordinaire","LECOMPTE Alain","present"
"2016-10-18","17 h07","extraordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2016-10-18","17 h07","extraordinaire","COUPAL Jean","present"
"2016-10-18","17 h07","extraordinaire","REVELAKIS Aglaia","present"
"2016-10-18","17 h07","extraordinaire","KARIDOGIANNIS Vasilios","present"
"2016-10-18","17 h07","extraordinaire","TROTTIER Michel","absent"
"2016-10-18","17 h07","extraordinaire","KHALIL Ray","present"
"2016-10-18","17 h07","extraordinaire","DIB Aline","present"
"2016-10-18","17 h07","extraordinaire","BORNE Nicholas","absent"
"2016-10-18","17 h07","extraordinaire","YOAKIM Christiane","present"
"2016-10-04","19 h","ordinaire","DEMERS Marc","present"
"2016-10-04","19 h","ordinaire","ADAMS Raynald","present"
"2016-10-04","19 h","ordinaire","DUFOUR Virginie","present"
"2016-10-04","19 h","ordinaire","DE COTIS David","present"
"2016-10-04","19 h","ordinaire","DESMEULES Sandra","present"
"2016-10-04","19 h","ordinaire","BOYER Stephane","present"
"2016-10-04","19 h","ordinaire","POISSANT Michel","present"
"2016-10-04","19 h","ordinaire","HEBERT Daniel","present"
"2016-10-04","19 h","ordinaire","ST-JEAN Jacques","present"
"2016-10-04","19 h","ordinaire","DUMAS Gilbert","present"
"2016-10-04","19 h","ordinaire","PAOLO Galati","present"
"2016-10-04","19 h","ordinaire","ANTHIAN Pierre","present"
"2016-10-04","19 h","ordinaire","LECOMPTE Alain","present"
"2016-10-04","19 h","ordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2016-10-04","19 h","ordinaire","COUPAL Jean","present"
"2016-10-04","19 h","ordinaire","REVELAKIS Aglaia","present"
"2016-10-04","19 h","ordinaire","KARIDOGIANNIS Vasilios","present"
"2016-10-04","19 h","ordinaire","TROTTIER Michel","present"
"2016-10-04","19 h","ordinaire","KHALIL Ray","present"
"2016-10-04","19 h","ordinaire","DIB Aline","present"
"2016-10-04","19 h","ordinaire","BORNE Nicholas","present"
"2016-10-04","19 h","ordinaire","YOAKIM Christiane","present"
"2016-09-06","19 h 01","ordinaire","DEMERS Marc","present"
"2016-09-06","19 h 01","ordinaire","ADAMS Raynald","present"
"2016-09-06","19 h 01","ordinaire","DUFOUR Virginie","present"
"2016-09-06","19 h 01","ordinaire","DE COTIS David","present"
"2016-09-06","19 h 01","ordinaire","DESMEULES Sandra","present"
"2016-09-06","19 h 01","ordinaire","BOYER Stephane","present"
"2016-09-06","19 h 01","ordinaire","POISSANT Michel","present"
"2016-09-06","19 h 01","ordinaire","HEBERT Daniel","present"
"2016-09-06","19 h 01","ordinaire","ST-JEAN Jacques","present"
"2016-09-06","19 h 01","ordinaire","DUMAS Gilbert","present"
"2016-09-06","19 h 01","ordinaire","PAOLO Galati","present"
"2016-09-06","19 h 01","ordinaire","ANTHIAN Pierre","present"
"2016-09-06","19 h 01","ordinaire","LECOMPTE Alain","present"
"2016-09-06","19 h 01","ordinaire","FREDERIC-GAUTHIER Jocelyne","present"
"2016-09-06","19 h 01","ordinaire","COUPAL Jean","present"
"2016-09-06","19 h 01","ordinaire","REVELAKIS Aglaia","present"
"2016-09-06","19 h 01","ordinaire","KARIDOGIANNIS Vasilios","present"
"2016-09-06","19 h 01","ordinaire","TROTTIER Michel","present"
"2016-09-06","19 h 01","ordinaire","KHALIL Ray","present"
"2016-09-06","19 h 01","ordinaire","DIB Aline","present"
"2016-09-06","19 h 01","ordinaire","BORNE Nicholas","present"
"2016-09-06","19 h 01","ordinaire","YOAKIM Christiane","present"
"2016-08-09","19 h 02","ordinaire","DEMERS Marc","present"
"2016-08-09","19 h 02","ordinaire","ADAMS Raynald","present"
"2016-08-09","19 h 02","ordinaire","DUFOUR Virginie","present"
"2016-08-09","19 h 02","ordinaire","DE COTIS David","present"
