ï»¿X,Y,TYPEINCIDENT,DESCRIPTION,DATEINCIDENT,ANNEE,OBJECTID
-8009523.1933,5684753.6388,8,Vol,2023/12/24 05:00:00+00,2023,4608
-8003207.1883,5684651.3231,8,Vol,2023/12/24 05:00:00+00,2023,4609
-8009523.1933,5684753.6388,8,Vol,2022/05/28 04:00:00+00,2022,4610
-8003448.4601,5683841.631,8,Vol,2021/08/30 04:00:00+00,2021,4611
-8018197.4395,5676617.9747,8,Vol,2022/08/12 04:00:00+00,2022,4612
-8002000.2709,5685943.8048,8,Vol,2021/12/29 05:00:00+00,2021,4613
-8008916.4704,5686525.256,6,Menace ou acte de violence,2021/02/26 05:00:00+00,2021,4614
-8019525.0313,5675162.7994,8,Vol,2022/08/30 04:00:00+00,2022,4615
-8000847.4693,5686811.2017,5,MÃ©fait,2023/09/30 04:00:00+00,2023,4616
-8000983.8096,5688205.8196,8,Vol,2021/12/17 05:00:00+00,2021,4617
-8000608.3685,5686382.9299,6,Menace ou acte de violence,2023/09/23 04:00:00+00,2023,4618
-8005703.4751,5684486.3297,8,Vol,2022/07/26 04:00:00+00,2022,4619
-8002571.8871,5685093.6074,8,Vol,2023/12/24 05:00:00+00,2023,4620
-8003932.2251,5683743.0193,7,Voie de fait,2021/04/26 04:00:00+00,2021,4621
-8001525.2217,5685773.6345,8,Vol,2023/03/13 04:00:00+00,2023,4622
-8000255.9143,5684123.6986,8,Vol,2021/02/27 05:00:00+00,2021,4623
-8000371.2926,5685988.8813,5,MÃ©fait,2021/09/07 04:00:00+00,2021,4624
-8013532.9899,5680269.1417,5,MÃ©fait,2021/09/07 04:00:00+00,2021,4625
-8001681.5867,5684522.5708,5,MÃ©fait,2022/05/09 04:00:00+00,2022,4626
-8002671.3898,5686184.755,8,Vol,2023/12/24 05:00:00+00,2023,4627
-8015014.667,5683033.1357,8,Vol,2021/06/02 04:00:00+00,2021,4628
-8009125.0714,5685071.8485,8,Vol,2022/10/26 04:00:00+00,2022,4629
-8016093.7814,5675599.9897,8,Vol,2021/09/03 04:00:00+00,2021,4630
-8024736.1424,5674663.5118,5,MÃ©fait,2021/06/22 04:00:00+00,2021,4631
-8024894.6304,5681378.4281,6,Menace ou acte de violence,2021/12/17 05:00:00+00,2021,4632
-8002571.8871,5685093.6074,8,Vol,2023/05/18 04:00:00+00,2023,4633
-8003705.6231,5683580.9514,8,Vol,2021/06/12 04:00:00+00,2021,4634
-8000797.8975,5687659.7133,5,MÃ©fait,2022/03/02 05:00:00+00,2022,4635
-8000983.8096,5688205.8196,8,Vol,2021/06/05 04:00:00+00,2021,4636
-8011986.8511,5678979.2466,6,Menace ou acte de violence,2022/10/22 04:00:00+00,2022,4637
-8009523.1933,5684753.6388,8,Vol,2021/12/27 05:00:00+00,2021,4638
-8009780.7616,5685253.8324,8,Vol,2022/03/01 05:00:00+00,2022,4639
-8010520.5483,5685598.2392,8,Vol,2023/05/20 04:00:00+00,2023,4640
-8000567.6448,5691780.1594,8,Vol,2021/04/25 04:00:00+00,2021,4641
-8009524.9601,5685674.7512,8,Vol,2021/10/29 04:00:00+00,2021,4642
-8009523.1933,5684753.6388,8,Vol,2021/11/01 04:00:00+00,2021,4643
-8000244.8417,5687758.0683,3,Conduite avec capacitÃ©s affaiblies,2022/07/08 04:00:00+00,2022,4644
-8009523.1933,5684753.6388,8,Vol,2021/12/31 05:00:00+00,2021,4645
-8012866.4681,5681051.0411,4,Introduction par effraction,2022/07/16 04:00:00+00,2022,4646
-8012681.4798,5680961.7604,4,Introduction par effraction,2022/07/25 04:00:00+00,2022,4647
-8002038.197,5684671.9272,6,Menace ou acte de violence,2022/06/09 04:00:00+00,2022,4648
-8009780.7616,5685253.8324,8,Vol,2021/10/27 04:00:00+00,2021,4649
-8009780.7616,5685253.8324,8,Vol,2021/12/30 05:00:00+00,2021,4650
-8003497.2897,5679777.8888,5,MÃ©fait,2021/07/11 04:00:00+00,2021,4651
-8008124.3138,5683333.7533,8,Vol,2022/02/03 05:00:00+00,2022,4652
-8002457.1435,5683152.581,8,Vol,2022/06/28 04:00:00+00,2022,4653
-7998436.1001,5685667.8523,5,MÃ©fait,2021/11/23 05:00:00+00,2021,4654
-8000766.079,5687428.8569,5,MÃ©fait,2022/07/17 04:00:00+00,2022,4655
-8000530.7971,5686672.4955,8,Vol,2022/07/22 04:00:00+00,2022,4656
-8014379.5809,5683959.6973,8,Vol,2022/07/26 04:00:00+00,2022,4657
-8003190.0634,5681879.027,5,MÃ©fait,2021/05/11 04:00:00+00,2021,4658
-8002133.9038,5685191.4187,5,MÃ©fait,2021/03/09 05:00:00+00,2021,4659
-8001957.8455,5687108.0671,4,Introduction par effraction,2023/06/01 04:00:00+00,2023,4660
-8000346.4144,5688128.3997,5,MÃ©fait,2022/07/16 04:00:00+00,2022,4661
-8004694.7899,5681028.4496,6,Menace ou acte de violence,2022/10/22 04:00:00+00,2022,4662
-8000341.0449,5690209.2012,8,Vol,2023/12/13 05:00:00+00,2023,4663
-8010892.6276,5673463.837,5,MÃ©fait,2022/06/04 04:00:00+00,2022,4664
-8018272.6632,5674592.7064,8,Vol,2021/09/03 04:00:00+00,2021,4665
-8002014.9682,5684561.0509,8,Vol,2021/03/10 05:00:00+00,2021,4666
-8003065.7498,5685331.8329,5,MÃ©fait,2021/11/21 05:00:00+00,2021,4667
-8012294.0646,5681530.1901,8,Vol,2023/05/17 04:00:00+00,2023,4668
-8004025.1516,5682328.0012,8,Vol,2021/04/16 04:00:00+00,2021,4669
-8004026.6673,5682561.9752,8,Vol,2021/05/01 04:00:00+00,2021,4670
-8004026.6673,5682561.9752,8,Vol,2021/05/01 04:00:00+00,2021,4671
-8002398.9174,5683735.5769,8,Vol,2021/02/02 05:00:00+00,2021,4672
-8010889.3151,5681988.6437,8,Vol,2021/08/17 04:00:00+00,2021,4673
-8003444.2732,5683591.909,8,Vol,2021/05/06 04:00:00+00,2021,4674
-8003191.1549,5680789.4593,7,Voie de fait,2021/07/27 04:00:00+00,2021,4675
-8005963.5359,5683992.7612,3,Conduite avec capacitÃ©s affaiblies,2023/07/18 04:00:00+00,2023,4676
-7999794.0839,5685735.329,7,Voie de fait,2021/01/23 05:00:00+00,2021,4677
-8003519.8222,5684518.3386,3,Conduite avec capacitÃ©s affaiblies,2021/07/30 04:00:00+00,2021,4678
-8001177.6919,5685992.2022,4,Introduction par effraction,2022/03/01 05:00:00+00,2022,4679
-8009523.1933,5684753.6388,8,Vol,2022/06/09 04:00:00+00,2022,4680
-8002211.905,5685345.9839,3,Conduite avec capacitÃ©s affaiblies,2021/01/24 05:00:00+00,2021,4681
-8006796.3663,5684429.7988,7,Voie de fait,2021/01/11 05:00:00+00,2021,4682
-8009780.7616,5685253.8324,8,Vol,2022/07/10 04:00:00+00,2022,4683
-8002683.2403,5684684.1994,5,MÃ©fait,2023/03/12 05:00:00+00,2023,4684
-8010833.8272,5682334.6487,5,MÃ©fait,2022/07/20 04:00:00+00,2022,4685
-8004077.1693,5684505.265,5,MÃ©fait,2022/05/08 04:00:00+00,2022,4686
-8002620.3436,5684540.6006,8,Vol,2021/01/19 05:00:00+00,2021,4687
-8003179.7228,5684326.8918,7,Voie de fait,2021/10/21 04:00:00+00,2021,4688
-8012866.4681,5681051.0411,4,Introduction par effraction,2022/09/10 04:00:00+00,2022,4689
-8002620.3436,5684540.6006,8,Vol,2021/01/30 05:00:00+00,2021,4690
-8009780.7616,5685253.8324,8,Vol,2021/11/26 05:00:00+00,2021,4691
-8002340.9415,5685255.7238,6,Menace ou acte de violence,2022/05/20 04:00:00+00,2022,4692
-8000317.2043,5689215.3107,6,Menace ou acte de violence,2021/05/04 04:00:00+00,2021,4693
-8002770.7071,5682620.8264,6,Menace ou acte de violence,2021/09/19 04:00:00+00,2021,4694
-8009524.9601,5685674.7512,8,Vol,2021/11/05 04:00:00+00,2021,4695
-8003266.4903,5683094.3261,7,Voie de fait,2021/12/04 05:00:00+00,2021,4696
-8002668.0022,5685004.4808,8,Vol,2021/08/30 04:00:00+00,2021,4697
-8008060.0931,5684437.7594,8,Vol,2022/07/16 04:00:00+00,2022,4698
-8003038.3243,5683811.7704,7,Voie de fait,2023/07/29 04:00:00+00,2023,4699
-8003444.2732,5683591.909,8,Vol,2022/01/27 05:00:00+00,2022,4700
-8017623.103,5670654.203,7,Voie de fait,2023/03/02 05:00:00+00,2023,4701
-8000244.858,5686500.4367,8,Vol,2023/11/28 05:00:00+00,2023,4702
-8004026.6673,5682561.9752,8,Vol,2021/04/30 04:00:00+00,2021,4703
-8002683.2403,5684684.1994,5,MÃ©fait,2021/10/16 04:00:00+00,2021,4704
-8002398.9174,5683735.5769,5,MÃ©fait,2021/06/24 04:00:00+00,2021,4705
-8001597.5489,5689173.1203,8,Vol,2021/10/12 04:00:00+00,2021,4706
-8002849.5424,5685263.4228,7,Voie de fait,2023/09/17 04:00:00+00,2023,4707
-8013875.3165,5679996.4367,8,Vol,2022/02/23 05:00:00+00,2022,4708
-8016014.1185,5684536.1265,7,Voie de fait,2021/11/11 05:00:00+00,2021,4709
-8004507.8331,5682944.2809,8,Vol,2021/04/01 04:00:00+00,2021,4710
-8001520.9578,5685274.3378,7,Voie de fait,2021/10/22 04:00:00+00,2021,4711
-8003439.0223,5684117.1807,8,Vol,2021/10/20 04:00:00+00,2021,4712
-8000797.8975,5687659.7133,6,Menace ou acte de violence,2023/01/24 05:00:00+00,2023,4713
-8001525.2217,5685773.6345,3,Conduite avec capacitÃ©s affaiblies,2021/08/06 04:00:00+00,2021,4714
-8009780.7616,5685253.8324,8,Vol,2022/06/13 04:00:00+00,2022,4715
-8002476.4926,5685443.1048,8,Vol,2021/11/23 05:00:00+00,2021,4716
-8006983.0009,5686888.1049,8,Vol,2022/04/25 04:00:00+00,2022,4717
-8003439.0223,5684117.1807,8,Vol,2021/12/12 05:00:00+00,2021,4718
-8009780.7616,5685253.8324,8,Vol,2021/12/26 05:00:00+00,2021,4719
-8009524.9601,5685674.7512,8,Vol,2021/12/26 05:00:00+00,2021,4720
-8003000.187,5685397.0229,3,Conduite avec capacitÃ©s affaiblies,2021/09/12 04:00:00+00,2021,4721
-8003712.567,5685209.2718,7,Voie de fait,2023/07/20 04:00:00+00,2023,4722
-8004728.0354,5686360.0605,4,Introduction par effraction,2022/07/14 04:00:00+00,2022,4723
-7997545.2707,5686782.6496,7,Voie de fait,2022/06/20 04:00:00+00,2022,4724
-8005202.6015,5682839.3633,7,Voie de fait,2021/06/21 04:00:00+00,2021,4725
-8000354.2141,5684897.7023,3,Conduite avec capacitÃ©s affaiblies,2022/06/02 04:00:00+00,2022,4726
-8004240.5874,5684990.3207,8,Vol,2022/07/04 04:00:00+00,2022,4727
-8002936.6535,5683341.1186,6,Menace ou acte de violence,2021/02/24 05:00:00+00,2021,4728
-8005951.1303,5684349.7012,8,Vol,2022/07/16 04:00:00+00,2022,4729
-8003705.6231,5683580.9514,4,Introduction par effraction,2022/03/01 05:00:00+00,2022,4730
-8002211.905,5685345.9839,7,Voie de fait,2021/11/15 05:00:00+00,2021,4731
-8004241.9886,5679830.094,4,Introduction par effraction,2022/09/03 04:00:00+00,2022,4732
-8002921.2009,5685232.6342,5,MÃ©fait,2022/06/09 04:00:00+00,2022,4733
-8002668.0022,5685004.4808,5,MÃ©fait,2022/04/04 04:00:00+00,2022,4734
-8003511.3673,5684501.1253,8,Vol,2022/04/09 04:00:00+00,2022,4735
-8000231.8263,5688501.4303,7,Voie de fait,2021/04/19 04:00:00+00,2021,4736
-8003692.6878,5683076.9203,8,Vol,2022/01/28 05:00:00+00,2022,4737
-8003466.625,5680074.273,8,Vol,2022/08/24 04:00:00+00,2022,4738
-8013532.9899,5680269.1417,6,Menace ou acte de violence,2021/11/28 05:00:00+00,2021,4739
-8009524.9601,5685674.7512,8,Vol,2021/10/29 04:00:00+00,2021,4740
-8007463.6228,5685920.6472,6,Menace ou acte de violence,2022/11/27 05:00:00+00,2022,4741
-8002456.2107,5680673.7098,7,Voie de fait,2021/05/29 04:00:00+00,2021,4742
-8009150.6767,5683486.46060001,6,Menace ou acte de violence,2023/10/28 04:00:00+00,2023,4743
-8008569.2425,5685889.21,7,Voie de fait,2023/11/02 04:00:00+00,2023,4744
-8003035.0255,5683109.7591,8,Vol,2021/04/08 04:00:00+00,2021,4745
-8015900.4853,5684529.733,4,Introduction par effraction,2021/05/10 04:00:00+00,2021,4746
-8000346.4144,5688128.3997,7,Voie de fait,2023/05/01 04:00:00+00,2023,4747
-8009780.7616,5685253.8324,5,MÃ©fait,2022/04/10 04:00:00+00,2022,4748
-8003317.1033,5684596.927,4,Introduction par effraction,2021/03/03 05:00:00+00,2021,4749
-8000832.0957,5685990.9917,4,Introduction par effraction,2022/02/24 05:00:00+00,2022,4750
-8003099.0516,5685419.6955,8,Vol,2021/07/03 04:00:00+00,2021,4751
-8001043.9238,5687322.9878,8,Vol,2021/12/03 05:00:00+00,2021,4752
-8003941.834,5684490.5106,4,Introduction par effraction,2022/12/14 05:00:00+00,2022,4753
-7999767.364,5679785.9608,8,Vol,2022/01/27 05:00:00+00,2022,4754
-8007038.402,5681902.5987,8,Vol,2022/07/15 04:00:00+00,2022,4755
-8000644.898,5686607.7593,8,Vol,2022/04/07 04:00:00+00,2022,4756
-8002571.8871,5685093.6074,8,Vol,2022/07/16 04:00:00+00,2022,4757
-7999582.6295,5686952.6386,4,Introduction par effraction,2022/08/23 04:00:00+00,2022,4758
-8002370.5756,5686663.1767,8,Vol,2022/02/22 05:00:00+00,2022,4759
-8003930.7058,5683439.3554,8,Vol,2021/12/10 05:00:00+00,2021,4760
-8006118.0641,5684209.7142,4,Introduction par effraction,2022/07/22 04:00:00+00,2022,4761
-8010574.9423,5682812.0092,8,Vol,2022/07/12 04:00:00+00,2022,4762
-8006885.4142,5698340.1083,5,MÃ©fait,2023/02/14 05:00:00+00,2023,4763
-8002476.4926,5685443.1048,8,Vol,2021/05/21 04:00:00+00,2021,4764
-8003448.684,5683764.7441,8,Vol,2021/09/14 04:00:00+00,2021,4765
-8011300.9168,5687995.9487,8,Vol,2023/03/20 04:00:00+00,2023,4766
-8006863.891,5687391.1123,7,Voie de fait,2022/01/30 05:00:00+00,2022,4767
-8001894.7738,5688087.5622,8,Vol,2023/12/27 05:00:00+00,2023,4768
-8001681.5867,5684522.5708,6,Menace ou acte de violence,2021/09/13 04:00:00+00,2021,4769
-8005208.6616,5683185.8659,6,Menace ou acte de violence,2022/02/02 05:00:00+00,2022,4770
-8008119.8418,5683002.9084,7,Voie de fait,2023/02/05 05:00:00+00,2023,4771
-8003377.2121,5679742.0637,8,Vol,2022/01/25 05:00:00+00,2022,4772
-8009780.7616,5685253.8324,8,Vol,2022/09/06 04:00:00+00,2022,4773
-8005420.7636,5684500.221,8,Vol,2022/03/21 04:00:00+00,2022,4774
-8001913.6486,5684868.2012,7,Voie de fait,2022/10/14 04:00:00+00,2022,4775
-8007592.8075,5686148.0617,5,MÃ©fait,2022/09/05 04:00:00+00,2022,4776
-7999271.3393,5686426.3486,7,Voie de fait,2022/05/30 04:00:00+00,2022,4777
-8003448.684,5683764.7441,6,Menace ou acte de violence,2022/09/21 04:00:00+00,2022,4778
-8002620.3436,5684540.6006,8,Vol,2022/11/15 05:00:00+00,2022,4779
-8004240.5874,5684990.3207,8,Vol,2022/07/20 04:00:00+00,2022,4780
-8004072.5593,5684894.8189,7,Voie de fait,2021/04/03 04:00:00+00,2021,4781
-8001681.5867,5684522.5708,7,Voie de fait,2021/08/17 04:00:00+00,2021,4782
-8015373.221,5682982.1478,7,Voie de fait,2022/05/21 04:00:00+00,2022,4783
-8009523.1933,5684753.6388,8,Vol,2021/06/06 04:00:00+00,2021,4784
-8007395.7339,5684739.091,6,Menace ou acte de violence,2023/12/20 05:00:00+00,2023,4785
-8008437.5069,5695862.2619,8,Vol,2023/12/21 05:00:00+00,2023,4786
-8002921.2009,5685232.6342,8,Vol,2023/12/21 05:00:00+00,2023,4787
-8004387.7881,5685768.1749,8,Vol,2023/12/20 05:00:00+00,2023,4788
-8002897.6863,5684836.4298,8,Vol,2021/01/11 05:00:00+00,2021,4789
-8011300.9168,5687995.9487,8,Vol,2022/03/30 04:00:00+00,2022,4790
-7999051.4215,5679719.2688,8,Vol,2022/09/02 04:00:00+00,2022,4791
-8013888.3608,5680012.82,5,MÃ©fait,2022/03/08 05:00:00+00,2022,4792
-8013084.4621,5682694.6711,8,Vol,2022/01/18 05:00:00+00,2022,4793
-8009302.7659,5695417.6908,8,Vol,2022/01/20 05:00:00+00,2022,4794
-8007766.9619,5682665.4796,8,Vol,2022/12/01 05:00:00+00,2022,4795
-8003069.9563,5686336.2739,8,Vol,2022/09/06 04:00:00+00,2022,4796
-8002551.12,5679853.7252,8,Vol,2022/05/19 04:00:00+00,2022,4797
-8006885.4142,5698340.1083,4,Introduction par effraction,2023/04/01 04:00:00+00,2023,4798
-8000473.4846,5685306.5571,8,Vol,2022/02/25 05:00:00+00,2022,4799
-8001957.5546,5682205.5721,8,Vol,2023/12/20 05:00:00+00,2023,4800
-8009523.1933,5684753.6388,8,Vol,2023/12/21 05:00:00+00,2023,4801
-8003605.0109,5684706.0733,8,Vol,2021/04/08 04:00:00+00,2021,4802
-8009295.7503,5681778.9572,7,Voie de fait,2021/11/16 05:00:00+00,2021,4803
-8003462.0661,5680921.6472,8,Vol,2022/07/15 04:00:00+00,2022,4804
-8003207.1883,5684651.3231,4,Introduction par effraction,2021/03/03 05:00:00+00,2021,4805
-8004881.8032,5684740.8221,6,Menace ou acte de violence,2021/12/15 05:00:00+00,2021,4806
-8008266.5754,5696016.7481,8,Vol,2023/12/20 05:00:00+00,2023,4807
-8003296.1955,5684978.265,8,Vol,2022/02/28 05:00:00+00,2022,4808
-8009523.1933,5684753.6388,8,Vol,2023/12/24 05:00:00+00,2023,4809
-8003439.0223,5684117.1807,8,Vol,2021/02/04 05:00:00+00,2021,4810
-8003439.0223,5684117.1807,8,Vol,2021/02/04 05:00:00+00,2021,4811
-8002666.8952,5684650.2195,8,Vol,2023/07/24 04:00:00+00,2023,4812
-8006646.3323,5682072.313,8,Vol,2022/07/15 04:00:00+00,2022,4813
-8002671.3898,5686184.755,8,Vol,2022/08/26 04:00:00+00,2022,4814
-8002343.5932,5683566.0096,8,Vol,2022/09/03 04:00:00+00,2022,4815
-8003439.0223,5684117.1807,8,Vol,2022/02/07 05:00:00+00,2022,4816
-8002620.3436,5684540.6006,7,Voie de fait,2021/09/23 04:00:00+00,2021,4817
-8004240.5874,5684990.3207,8,Vol,2022/07/20 04:00:00+00,2022,4818
-8004072.5593,5684894.8189,7,Voie de fait,2021/04/03 04:00:00+00,2021,4819
-8009523.1933,5684753.6388,8,Vol,2022/06/02 04:00:00+00,2022,4820
-8001681.5867,5684522.5708,7,Voie de fait,2021/11/18 05:00:00+00,2021,4821
-8009523.1933,5684753.6388,8,Vol,2021/12/17 05:00:00+00,2021,4822
-8009780.7616,5685253.8324,8,Vol,2022/01/11 05:00:00+00,2022,4823
-8002996.8356,5688974.7906,7,Voie de fait,2023/10/02 04:00:00+00,2023,4824
-8002996.8356,5688974.7906,7,Voie de fait,2023/10/01 04:00:00+00,2023,4825
-8009523.1933,5684753.6388,8,Vol,2021/12/07 05:00:00+00,2021,4826
-8009523.1933,5684753.6388,8,Vol,2022/04/19 04:00:00+00,2022,4827
-8022039.6956,5672506.7768,6,Menace ou acte de violence,2023/02/17 05:00:00+00,2023,4828
-8001426.0741,5684880.7727,6,Menace ou acte de violence,2023/02/17 05:00:00+00,2023,4829
-8008758.9017,5696407.8527,7,Voie de fait,2022/04/26 04:00:00+00,2022,4830
-8007540.777,5685311.4056,8,Vol,2021/10/22 04:00:00+00,2021,4831
-8008934.8994,5683266.4023,5,MÃ©fait,2021/05/31 04:00:00+00,2021,4832
-8003331.1464,5679380.1995,4,Introduction par effraction,2023/07/11 04:00:00+00,2023,4833
-8010892.6276,5673463.837,5,MÃ©fait,2022/07/16 04:00:00+00,2022,4834
-8007054.2279,5684966.3151,8,Vol,2022/09/03 04:00:00+00,2022,4835
-8009331.7438,5687489.5025,8,Vol,2022/06/20 04:00:00+00,2022,4836
-8004409.0629,5684539.4019,8,Vol,2022/01/28 05:00:00+00,2022,4837
-8014379.5809,5683959.6973,7,Voie de fait,2021/03/18 04:00:00+00,2021,4838
-7999538.5273,5686108.6446,6,Menace ou acte de violence,2021/01/06 05:00:00+00,2021,4839
-8014379.5809,5683959.6973,7,Voie de fait,2021/05/04 04:00:00+00,2021,4840
-8009524.9601,5685674.7512,8,Vol,2021/09/15 04:00:00+00,2021,4841
-8005799.9841,5687715.3844,6,Menace ou acte de violence,2022/07/24 04:00:00+00,2022,4842
-8001437.1792,5686197.4943,5,MÃ©fait,2022/06/03 04:00:00+00,2022,4843
-7999360.7353,5679570.9872,8,Vol,2021/06/13 04:00:00+00,2021,4844
-8003439.0223,5684117.1807,8,Vol,2021/08/09 04:00:00+00,2021,4845
-8003581.8565,5683080.2785,7,Voie de fait,2021/01/13 05:00:00+00,2021,4846
-8005044.9644,5685778.0396,4,Introduction par effraction,2022/06/17 04:00:00+00,2022,4847
-8002581.1465,5685088.5701,5,MÃ©fait,2022/07/20 04:00:00+00,2022,4848
-8002849.5424,5685263.4228,8,Vol,2022/03/26 04:00:00+00,2022,4849
-8001681.5867,5684522.5708,7,Voie de fait,2021/09/08 04:00:00+00,2021,4850
-8018197.4395,5676617.9747,8,Vol,2022/06/07 04:00:00+00,2022,4851
-8009524.9601,5685674.7512,8,Vol,2021/05/14 04:00:00+00,2021,4852
-8014940.4338,5679631.2783,8,Vol,2022/01/20 05:00:00+00,2022,4853
-8003342.5656,5685686.5488,5,MÃ©fait,2022/06/01 04:00:00+00,2022,4854
-8003439.0223,5684117.1807,8,Vol,2021/02/14 05:00:00+00,2021,4855
-8011018.2472,5682514.0056,8,Vol,2023/10/31 04:00:00+00,2023,4856
-7999135.3222,5682797.7169,8,Vol,2022/06/28 04:00:00+00,2022,4857
-8010932.0633,5694938.6003,8,Vol,2023/10/31 04:00:00+00,2023,4858
-8004784.5238,5682832.4503,6,Menace ou acte de violence,2021/02/21 05:00:00+00,2021,4859
-8007519.4928,5682418.8747,5,MÃ©fait,2021/07/28 04:00:00+00,2021,4860
-8011481.1617,5685143.149,4,Introduction par effraction,2022/11/24 05:00:00+00,2022,4861
-8009780.7616,5685253.8324,8,Vol,2022/04/07 04:00:00+00,2022,4862
-8006659.9394,5682849.2466,5,MÃ©fait,2022/06/13 04:00:00+00,2022,4863
-8005728.2941,5682902.837,8,Vol,2021/08/11 04:00:00+00,2021,4864
-8007708.7049,5684434.5675,8,Vol,2023/12/27 05:00:00+00,2023,4865
-8001647.7732,5685993.1474,8,Vol,2021/07/31 04:00:00+00,2021,4866
-8016115.3487,5683911.7933,4,Introduction par effraction,2022/01/27 05:00:00+00,2022,4867
-8000242.9245,5686386.3164,6,Menace ou acte de violence,2021/07/23 04:00:00+00,2021,4868
-8005045.4894,5685645.3378,6,Menace ou acte de violence,2022/06/28 04:00:00+00,2022,4869
-8019543.7527,5675227.2714,5,MÃ©fait,2023/11/12 05:00:00+00,2023,4870
-8003448.4601,5683841.631,6,Menace ou acte de violence,2021/10/27 04:00:00+00,2021,4871
-8009780.7616,5685253.8324,8,Vol,2021/05/06 04:00:00+00,2021,4872
-8010316.3654,5685201.4886,5,MÃ©fait,2021/05/06 04:00:00+00,2021,4873
-8003035.0255,5683109.7591,7,Voie de fait,2021/04/04 04:00:00+00,2021,4874
-8002718.5424,5683554.5878,5,MÃ©fait,2023/12/28 05:00:00+00,2023,4875
-8009523.1933,5684753.6388,8,Vol,2022/03/29 04:00:00+00,2022,4876
-8002436.1332,5689045.8869,6,Menace ou acte de violence,2021/06/20 04:00:00+00,2021,4877
-8006509.8378,5682641.1821,3,Conduite avec capacitÃ©s affaiblies,2021/04/14 04:00:00+00,2021,4878
-8006796.3663,5684429.7988,7,Voie de fait,2021/04/16 04:00:00+00,2021,4879
-8001681.5867,5684522.5708,6,Menace ou acte de violence,2022/06/06 04:00:00+00,2022,4880
-8003681.4368,5682112.9889,7,Voie de fait,2021/05/19 04:00:00+00,2021,4881
-8001041.2851,5687752.587,6,Menace ou acte de violence,2021/06/28 04:00:00+00,2021,4882
-8003342.5656,5685686.5488,6,Menace ou acte de violence,2022/08/12 04:00:00+00,2022,4883
-7999792.7774,5687605.5094,6,Menace ou acte de violence,2022/09/04 04:00:00+00,2022,4884
-8003369.9001,5684800.9441,7,Voie de fait,2023/03/31 04:00:00+00,2023,4885
-7999051.4215,5679719.2688,4,Introduction par effraction,2023/02/26 05:00:00+00,2023,4886
-8014370.952,5674330.2532,8,Vol,2023/07/12 04:00:00+00,2023,4887
-7998638.641,5688886.1855,6,Menace ou acte de violence,2021/01/26 05:00:00+00,2021,4888
-8002666.8952,5684650.2195,7,Voie de fait,2022/05/03 04:00:00+00,2022,4889
-8000581.6593,5687908.8789,8,Vol,2021/01/21 05:00:00+00,2021,4890
-8000250.2966,5686821.4079,7,Voie de fait,2021/02/03 05:00:00+00,2021,4891
-8013319.7847,5683724.9557,8,Vol,2022/06/28 04:00:00+00,2022,4892
-8002476.4926,5685443.1048,4,Introduction par effraction,2021/03/16 04:00:00+00,2021,4893
-8001957.8455,5687108.0671,4,Introduction par effraction,2021/11/23 05:00:00+00,2021,4894
-8013398.7169,5679233.1295,6,Menace ou acte de violence,2023/01/02 05:00:00+00,2023,4895
-8003117.1263,5682594.8471,5,MÃ©fait,2021/11/24 05:00:00+00,2021,4896
-8002609.8401,5683764.7365,4,Introduction par effraction,2021/04/01 04:00:00+00,2021,4897
-8002683.2403,5684684.1994,5,MÃ©fait,2023/12/29 05:00:00+00,2023,4898
-8006659.9394,5682849.2466,6,Menace ou acte de violence,2022/07/19 04:00:00+00,2022,4899
-8009523.1933,5684753.6388,6,Menace ou acte de violence,2022/06/06 04:00:00+00,2022,4900
-7999890.8648,5687265.6243,7,Voie de fait,2021/01/06 05:00:00+00,2021,4901
-8002620.3436,5684540.6006,8,Vol,2022/04/25 04:00:00+00,2022,4902
-8011005.6184,5695304.6574,8,Vol,2022/07/07 04:00:00+00,2022,4903
-8001532.5592,5686110.045,8,Vol,2021/01/14 05:00:00+00,2021,4904
-8014125.1578,5678294.8982,6,Menace ou acte de violence,2022/03/16 04:00:00+00,2022,4905
-8009780.7616,5685253.8324,8,Vol,2021/11/19 05:00:00+00,2021,4906
-7994440.5447,5678540.3513,7,Voie de fait,2022/04/08 04:00:00+00,2022,4907
-8001068.0574,5684481.7527,5,MÃ©fait,2023/10/11 04:00:00+00,2023,4908
-8001068.0574,5684481.7527,8,Vol,2023/10/11 04:00:00+00,2023,4909
-8002849.5424,5685263.4228,8,Vol,2021/11/20 05:00:00+00,2021,4910
-8008941.3928,5683470.2652,4,Introduction par effraction,2022/07/28 04:00:00+00,2022,4911
-8005703.4751,5684486.3297,8,Vol,2021/08/24 04:00:00+00,2021,4912
-8014244.1835,5677436.5174,8,Vol,2021/01/17 05:00:00+00,2021,4913
-8002551.12,5679853.7252,8,Vol,2022/05/05 04:00:00+00,2022,4914
-8002571.8871,5685093.6074,5,MÃ©fait,2022/08/29 04:00:00+00,2022,4915
-8005805.2288,5684855.7997,4,Introduction par effraction,2022/11/24 05:00:00+00,2022,4916
-8000567.6448,5691780.1594,8,Vol,2021/05/25 04:00:00+00,2021,4917
-8016512.1763,5670693.5352,8,Vol,2021/09/30 04:00:00+00,2021,4918
-8001353.1518,5687440.4076,5,MÃ©fait,2022/11/04 04:00:00+00,2022,4919
-8001647.7732,5685993.1474,7,Voie de fait,2021/07/07 04:00:00+00,2021,4920
