NUMEROTATION,CODE_ETAB,NOM_CTRE_HOSPIT,SOINS_COURTE_DUREE,SOINS_CHIRURGIE_UN_JOUR,SOINS_POST-MORTEM,TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
11,51219400,HOPITAL D'ALMA,5114,2391,0,7505,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
12,51221364,HOPITAL DE LA BAIE,875,0,0,875,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
13,51224541,HOPITAL ET CENTRE DE READAPTATION DE JONQUIERE,3326,1260,0,4586,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
14,51228203,HOPITAL CLSC CTRE HEBERGEMENT ROBERVAL,5261,3275,0,8536,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
15,,Total     11045127 CIUSSS DU SAGUENAY-LAC-SAINT-JEAN,33318,16648,13,49979,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
16,,TOTAL 02 Saguenay-Lac-Saint-Jean,33318,16648,13,49979,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
17,51217529,HOPITAL DU SAINT-SACREMENT,5487,15080,0,20567,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
18,51217586,PAVILLON L'HOTEL-DIEU DE QUEBEC,9536,3519,25,13080,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
19,51217594,PAVILLON C.H. DE L'UNIVERSITE LAVAL,24167,6576,0,30743,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
20,51217602,PAVILLON SAINT-FRANCOIS D'ASSISE,16424,5601,0,22025,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
21,51233914,HOPITAL DE L'ENFANT-JESUS,15116,4687,0,19803,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
22,,Total     11045051 CHU DE QUEBEC - UNIVERSITE LAVAL,70730,35463,25,106218,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
23,51223196,HOP. REGIONAL DE PORTNEUF CLSC ST-RAYMOND,162,0,0,162,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
24,51225001,HOPITAL CHAUVEAU,154,0,0,154,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
25,51225357,HOPITAL DE SAINTE-ANNE-DE-BEAUPRE,100,0,0,100,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
26,51228690,HOPITAL DE LA MALBAIE,1273,598,0,1871,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
27,51228716,HOPITAL DE BAIE-SAINT-PAUL,880,756,0,1636,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
28,51229581,CENTRE DE PEDOPSYCHIATRIE,317,0,0,317,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
29,51231330,HOPITAL JEFFERY HALE,262,0,0,262,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
30,51232189,INSTITUT UNIV.EN SANTE MENTALE DE QUEBEC,2253,995,0,3248,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
31,,Total     11045135 CIUSSS DE LA CAPITALE-NATIONALE,5401,2349,0,7750,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
32,51232130,INST.UNIV. DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QC,15597,111,0,15708,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
33,,Total     51232130 INST.UNIV. DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QC,15597,111,0,15708,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
34,,TOTAL 03 Capitale-Nationale,91728,37923,25,129676,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
35,51219541,CLSC  CENTRE D'HEBERG. ET HOP. CLOUTIER DU RIVAGE,243,0,0,243,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
36,51219731,CSSS DU HAUT-SAINT-MAURICE,1096,172,0,1268,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
37,51220051,HOPITAL DU CENTRE-DE-LA-MAURICIE,7842,4210,0,12052,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
38,51220069,CENTRE REGIONAL DE SANTE MENTALE,139,0,0,139,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
39,51220168,PAVILLON SAINTE-MARIE,22197,10076,0,32273,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
40,51220523,CENTRE MULTI. SSS CHRIST-ROI,155,0,0,155,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
41,51228039,HOTEL-DIEU D'ARTHABASKA,9971,7154,0,17125,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
42,51228781,HOPITAL SAINTE-CROIX,11281,4713,0,15994,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
43,51233583,CENTRE MULTI. SSS AVELLIN-DALCOURT,194,0,0,194,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
44,,Total     11045143 CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUEBEC,53118,26325,0,79443,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
45,,TOTAL 04 Mauricie et Centre-du-Québec,53118,26325,0,79443,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
46,51216687,HOPITAL FLEURIMONT,22197,4466,0,26663,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
47,51216695,HOTEL-DIEU DE SHERBROOKE,11179,9312,0,20491,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
48,51217974,HOPITAL ET CENTRE D'HEBERGEMENT D'YOUVILLE,197,0,0,197,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
49,51219046,CSSS DE MEMPHREMAGOG,1502,2093,0,3595,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
50,51219293,HOPITAL CLSC ET CENTRE D'HEBERGEMENT D'ASBESTOS,581,0,0,581,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
51,51219350,CSSS DE LA MRC-DE-COATICOOK,65,0,0,65,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
52,51223832,CSSS DU GRANIT,1655,931,0,2586,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
53,51227536,HOPITAL ET CENTRE D'HEBERGEMENT ARGYLL,432,0,0,432,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
54,51228120,HOPITAL DE GRANBY,7405,4989,0,12394,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
55,51229185,HOPITAL BROME-MISSISQUOI-PERKINS,5597,3239,0,8836,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
56,,Total     11045150 CIUSSS DE L'ESTRIE-CENTRE HOSP. UNIV. DE SHERBROOKE,50810,25030,0,75840,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
57,,TOTAL 05 Estrie,50810,25030,0,75840,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
58,51219228,HOTEL-DIEU DU CHUM,4845,1152,0,5997,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
59,51219236,HOPITAL NOTRE-DAME DU CHUM,8953,7327,1,16281,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
60,51219244,HOPITAL SAINT-LUC DU CHUM,8744,2384,15,11143,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
61,51236297,CENTRE HOSPITALIER DE L'UNIVERSITE DE MONTREAL,11316,4381,5,15702,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
62,,Total     11042918 CENTRE HOSPITALIER DE L'UNIVERSITE DE MONTREAL,33858,15244,21,49123,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
63,12745725,CENTRE HOSPITALIER DE ST. MARY,15824,9109,0,24933,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
64,51224392,HOPITAL DE LASALLE,10253,3819,0,14072,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
65,51228278,HOPITAL GENERAL DU LAKESHORE,11970,5197,0,17167,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
66,51235190,HOPITAL DOUGLAS,2306,0,0,2306,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
67,,Total     11045168 CIUSSS DE L'OUEST-DE-L'ILE-DE-MONTREAL,40353,18125,0,58478,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
68,12685608,HOPITAL GENERAL JUIF,24472,7121,0,31593,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
69,13469796,HOPITAL MONT-SINAI,614,0,0,614,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
70,51228401,HOPITAL RICHARDSON,579,0,0,579,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
71,51234235,HOPITAL CATHERINE-BOOTH,796,0,0,796,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
72,,Total     11045176 CIUSSS DU CENTRE-OUEST-DE-L'ILE-DE-MONTREAL,26461,7121,0,33582,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
73,15103666,INSTITUT UNIVERSITAIRE DE GERIATRIE DE MONTREAL,579,0,0,579,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
74,51218030,CENTRE D'HEBERGEMENT CHAMPLAIN,376,0,0,376,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
75,51218097,HOPITAL DE VERDUN,8905,5473,0,14378,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
76,51220283,CENTRE D'HEBERGEMENT DU MANOIR-DE-L'AGE-D'OR,288,0,0,288,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
77,51232007,L'HOPITAL DE READAPTATION LINDSAY,514,0,0,514,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
78,51232015,INSTITUT DE READAPTATION DE MONTREAL,577,0,0,577,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
79,51236313,HOPITAL NOTRE-DAME,2115,764,0,2879,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
80,,Total     11045184 CIUSSS DU CENTRE-SUD-DE-L'ILE-DE-MONTREAL,13354,6237,0,19591,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
81,12475976,HOPITAL DU SACRE-COEUR DE MONTREAL,22200,3628,46,25874,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
82,51228443,CENTRE D'HEBERGEMENT NOTRE-DAME-DE-LA-MERCI,528,0,0,528,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
83,51228492,HOPITAL FLEURY,4413,5948,0,10361,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
84,51228500,HOPITAL JEAN-TALON,5980,3422,0,9402,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
85,51234938,HOPITAL EN SANTE MENTALE DE RIVIERE-DES-PRAIRIES,661,0,0,661,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
86,,Total     11045192 CIUSSS DU NORD-DE-L'ILE-DE-MONTREAL,33782,12998,46,46826,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
87,12934659,PAV. MAISONNEUVE/PAV. MARCEL-LAMOUREUX,27761,14932,1,42694,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
88,51221828,CENTRE D'HEBERGEMENT J.-HENRI-CHARBONNEAU,302,0,0,302,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
89,51235307,HOPITAL DE SOINS PSYCHIATRIQUES DE L'EST-DE-MTL,1919,47,0,1966,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
90,51235919,HOPITAL SANTA CABRINI,8906,6362,0,15268,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
91,,Total     11045200 CIUSSS DE L'EST-DE-L'ILE-DE-MONTREAL,38888,21341,1,60230,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
92,12431656,INSTITUT DE CARDIOLOGIE DE MONTREAL,8687,17,0,8704,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
93,,Total     12431656 INSTITUT DE CARDIOLOGIE DE MONTREAL,8687,17,0,8704,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
94,12452645,HOPITAL MARIE CLARAC,2137,0,0,2137,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
95,,Total     12452645 HOPITAL MARIE CLARAC,2137,0,0,2137,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
96,12599213,HOPITAL GENERAL DE MONTREAL,9264,5728,1,14993,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
97,51223279,L'HOPITAL DE MONTREAL POUR ENFANTS,5872,5181,0,11053,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
98,51223287,HOPITAL NEUROLOGIQUE DE MONTREAL,2417,382,0,2799,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
99,51223295,HOPITAL ROYAL VICTORIA,17608,3703,18,21329,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
100,51228310,HOPITAL DE LACHINE,1953,5238,0,7191,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
101,,Total     12599213 CENTRE UNIVERSITAIRE DE SANTE MCGILL,37114,20232,19,57365,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
102,12797577,INSTITUT PHILIPPE-PINEL DE MONTREAL,685,0,0,685,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
103,,Total     12797577 INSTITUT NATIONAL PSYCH. LEGALE PHILIPPE-PINEL,685,0,0,685,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
104,29732187,VILLA MEDICA,1147,0,0,1147,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
105,,Total     29732187 VILLA MEDICA,1147,0,0,1147,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
106,51222800,CHU SAINTE-JUSTINE,18783,5348,0,24131,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
107,,Total     51222800 CHU SAINTE-JUSTINE,18783,5348,0,24131,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
108,51235703,HOPITAL SHRINERS POUR ENFANTS (QUEBEC),728,529,0,1257,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
109,,Total     51235703 HOPITAL SHRINERS POUR ENFANTS (QUEBEC),728,529,0,1257,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
110,,TOTAL 06 Montréal,255977,107192,87,363256,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
111,51219459,HOPITAL DU PONTIAC,1436,521,0,1957,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
112,51221703,HOPITAL DE GATINEAU,13409,8541,0,21950,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
113,51221711,HOPITAL DE HULL,7695,4418,0,12113,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
114,51221893,HOPITAL DE MANIWAKI,1878,391,0,2269,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
115,51228799,HOPITAL MEMORIAL DE WAKEFIELD/WAKEFIELD MEM. HOSPITAL,398,0,0,398,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
116,51228823,HOPITAL DE PAPINEAU,2465,3334,0,5799,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
117,51233989,HOPITAL EN SANTE MENTALE PIERRE-JANET,485,0,0,485,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
118,,Total     11045218 CISSS DE L'OUTAOUAIS,27766,17205,0,44971,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
119,,TOTAL 07 Outaouais,27766,17205,0,44971,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
120,51218840,PAVILLON SAINTE-FAMILLE,1173,118,0,1291,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
121,51219640,CLSC DE SENNETERRE,109,0,0,109,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
122,51221083,CENTRE DE SOINS DE COURTE DUREE LA SARRE,2073,1263,0,3336,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
123,51225589,HOPITAL ET CRD DE VAL-D'OR,4318,1793,0,6111,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
124,51225597,HOPITAL PSYCHIATRIQUE DE MALARTIC,247,0,0,247,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
125,51228906,HOPITAL D'AMOS,4133,2818,0,6951,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
126,51228922,HOPITAL DE ROUYN-NORANDA,4374,2834,0,7208,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
127,51233609,CSSS DE TEMISCAMING-ET-DE-KIPAWA,136,0,0,136,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
128,,Total     11045226 CISSS DE L'ABITIBI-TEMISCAMINGUE,16563,8826,0,25389,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
129,,TOTAL 08 Abitibi-Témiscamingue,16563,8826,0,25389,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
130,14628986,CSSS DE L'HEMATITE,327,0,0,327,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
131,51218733,CSSS DE LA HAUTE-COTE-NORD (PAVILLON ESCOUMINS),386,0,0,386,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
132,51219004,CENTRE MULTI. SSS DE LA MINGANIE,868,0,0,868,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
133,51228765,HOPITAL LE ROYER,3867,2110,0,5977,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
134,51232023,HOPITAL ET CENTRE D'HEBERGEMENT DE SEPT-ILES,4041,2401,0,6442,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
135,51234508,CSSS DE LA BASSE-COTE-NORD,493,2,0,495,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
136,,Total     11045234 CISSS DE LA COTE-NORD,9982,4513,0,14495,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
137,,TOTAL 09 Côte-Nord,9982,4513,0,14495,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
138,51218501,CENTRE DE SANTE DE CHIBOUGAMAU,1284,544,0,1828,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
139,51218527,CENTRE DE SANTE LEBEL,230,0,0,230,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
140,51218535,CENTRE DE SANTE ISLE-DIEU,131,0,0,131,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
141,,Total     11042686 CENTRE REG. DE SANTE ET DE SERV. SOC. DE LA BAIE-JA,1645,544,0,2189,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
142,,TOTAL 10 Nord-du-Québec,1645,544,0,2189,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
143,51227783,HOPITAL DE L'ARCHIPEL,1367,742,0,2109,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
