NUMEROTATION,CODE_ETAB,NOM_CTRE_HOSPIT,SOINS_COURTE_DUREE,SOINS_CHIRURGIE_UN_JOUR,SOINS_POST-MORTEM,TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
14,14628986,CSSS DE L'HEMATITE,287,0,0,287,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
15,15103666,PAVILLON COTE-DES-NEIGES,615,0,0,615,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
16,16258899,CONSEIL CRI DE LA SANTE ET DES SERV. SOCIAUX BAIE- JAMES,671,0,0,671,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
17,29732187,VILLA MEDICA,1062,0,0,1062,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
18,51216687,HOPITAL FLEURIMONT,21640,3016,0,24656,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
19,51216695,HOTEL-DIEU DE SHERBROOKE,10759,10039,0,20798,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
20,51217529,HOPITAL DU SAINT-SACREMENT,4905,16259,0,21164,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
21,51217586,PAVILLON L'HOTEL-DIEU DE QUEBEC,9045,3308,40,12393,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
22,51217594,PAVILLON C.H. DE L'UNIVERSITE LAVAL,25139,6288,0,31427,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
23,51217602,PAVILLON SAINT-FRANCOIS D'ASSISE,16064,5192,0,21256,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
24,51217610,HOPITAL DE MONT-LAURIER,2627,714,0,3341,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
25,51217628,CENTRE DE SERVICES DE RIVIERE-ROUGE,933,0,0,933,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
26,51217974,HOPITAL ET CENTRE D'HEBERGEMENT D'YOUVILLE,174,0,0,174,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
27,51218030,CENTRE D'HEBERGEMENT CHAMPLAIN,379,0,0,379,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
28,51218097,HOPITAL DE VERDUN,7742,5128,0,12870,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
29,51218352,CENTRE HOSPITALIER REGIONAL DU GRAND-PORTAGE,5176,2929,0,8105,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
30,51218394,HOPITAL DE CHICOUTIMI,16037,9203,9,25249,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
31,51218501,CENTRE DE SANTE DE CHIBOUGAMAU,1221,525,0,1746,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
32,51218527,CENTRE DE SANTE LEBEL,180,0,0,180,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
33,51218535,CENTRE DE SANTE ISLE-DIEU,159,0,0,159,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
34,51218733,CSSS DE LA HAUTE-COTE-NORD (PAVILLON ESCOUMINS),306,0,0,306,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
35,51218840,PAVILLON SAINTE-FAMILLE,1260,135,0,1395,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
36,51218980,HOPITAL DE MATANE,2326,675,0,3001,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
37,51219004,CSSS DE LA MINGANIE,678,0,0,678,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
38,51219046,CSSS DE MEMPHREMAGOG,1453,1817,0,3270,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
39,51219228,HOTEL-DIEU DU CHUM,8393,2044,0,10437,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
40,51219236,HOPITAL NOTRE-DAME DU CHUM,13066,12505,0,25571,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
41,51219244,HOPITAL SAINT-LUC DU CHUM,16708,4500,31,21239,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
42,51219293,HOPITAL CLSC ET CENTRE D'HEBERGEMENT D'ASBESTOS,511,0,0,511,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
43,51219350,CSSS DE LA MRC-DE-COATICOOK,103,0,0,103,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
44,51219384,HOPITAL DE DOLBEAU-MISTASSINI,2137,342,0,2479,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
45,51219400,HOPITAL D'ALMA,5087,2424,0,7511,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
46,51219459,HOPITAL DU PONTIAC,1441,534,0,1975,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
47,51219541,CLSC  CENTRE D'HEBERG. ET HOP. CLOUTIER DU RIVAGE,199,0,0,199,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
48,51219640,CLSC DE SENNETERRE,76,0,0,76,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
49,51219673,CENTRE PAUL-GILBERT - CENTRE D'HEBERGEMENT DE CHARNY,0,3478,0,3478,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
50,51219731,CSSS DU HAUT-SAINT-MAURICE,1134,205,0,1339,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
51,51220051,HOPITAL DU CENTRE-DE-LA-MAURICIE,7742,3757,0,11499,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
52,51220069,CENTRE REGIONAL DE SANTE MENTALE,129,0,0,129,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
53,51220168,PAVILLON SAINTE-MARIE,20353,10619,0,30972,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
54,51220283,CENTRE D'HEBERGEMENT DU MANOIR-DE-L'AGE-D'OR,270,0,0,270,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
55,51220523,CENTRE D'HEBERGEMENT ET HOPITAL DU CHRIST-ROI,146,0,0,146,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
56,51220895,CENTRE D'HEBERGEMENT MGR-ROSS DE GASPE,92,0,0,92,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
57,51220903,HOPITAL HOTEL-DIEU DE GASPE,2052,1282,0,3334,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
58,51221083,CENTRE HOSPITALIER LA SARRE,2233,959,0,3192,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
59,51221141,HOPITAL NOTRE-DAME-DE-FATIMA,1682,286,0,1968,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
60,51221364,HOPITAL DE LA BAIE,867,0,0,867,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
61,51221539,HOPITAL DE SAINTE-ANNE-DES-MONTS,1428,219,0,1647,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
62,51221703,HOPITAL DE GATINEAU,12954,9212,0,22166,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
63,51221711,HOPITAL DE HULL,7227,4651,0,11878,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
64,51221828,CENTRE D'HEBERGEMENT J.-HENRI-CHARBONNEAU,261,0,0,261,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
65,51221877,HOPITAL DE NOTRE-DAME-DU-LAC,1481,218,0,1699,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
66,51221893,HOPITAL DE MANIWAKI,1728,621,0,2349,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
67,51222800,CHU SAINTE-JUSTINE,18827,5292,0,24119,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
68,51223196,HOP. REGIONAL DE PORTNEUF/CLSC ST-RAYMOND,142,0,0,142,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
69,51223279,L'HOPITAL DE MONTREAL POUR ENFANTS,5614,4556,3,10173,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
70,51223287,HOPITAL NEUROLOGIQUE DE MONTREAL,2273,250,0,2523,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
71,51223295,HOPITAL ROYAL VICTORIA,17464,3245,16,20725,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
72,51223832,CSSS DU GRANIT,1678,751,0,2429,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
73,51224392,HOPITAL DE LASALLE,9988,4109,0,14097,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
74,51224541,HOPITAL ET CENTRE DE READAPTATION DE JONQUIERE,3046,1440,0,4486,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
75,51225001,HOPITAL CHAUVEAU,131,0,0,131,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
76,51225357,HOPITAL DE SAINTE-ANNE-DE-BEAUPRE,130,0,0,130,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
77,51225589,HOPITAL ET CLSC DE VAL-D'OR,4115,1952,0,6067,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
78,51225597,HOPITAL PSYCHIATRIQUE DE MALARTIC,227,0,0,227,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
79,51226777,HOPITAL LAURENTIEN,5358,3460,0,8818,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
80,51226892,HOPITAL D'AMQUI,1778,252,0,2030,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
81,51227536,HOPITAL ET CENTRE D'HEBERGEMENT ARGYLL,425,0,0,425,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
82,51227569,HOTEL-DIEU DE LEVIS,14557,4802,0,19359,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
83,51227775,HOPITAL DE CHANDLER,2159,358,0,2517,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
84,51227783,HOPITAL DE L'ARCHIPEL,1215,538,0,1753,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
85,51227882,HOPITAL REGIONAL DE RIMOUSKI,9782,6236,0,16018,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
86,51227908,HOPITAL DE MARIA,3293,1566,0,4859,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
87,51228005,HOPITAL BARRIE MEMORIAL,896,235,0,1131,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
88,51228039,HOTEL-DIEU D'ARTHABASKA,10077,7625,0,17702,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
89,51228062,HOPITAL PIERRE-LE GARDEUR,19308,7263,0,26571,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
90,51228120,HOPITAL DE GRANBY,6633,5034,0,11667,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
91,51228203,HOPITAL CLSC CTRE HEBERGEMENT ROBERVAL,5140,3149,0,8289,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
92,51228278,HOPITAL GENERAL DU LAKESHORE,11208,5061,0,16269,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
93,51228310,HOPITAL DE LACHINE,1741,4979,0,6720,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
94,51228401,HOPITAL RICHARDSON,462,0,0,462,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
95,51228443,CENTRE D'HEBERGEMENT NOTRE-DAME-DE-LA-MERCI,484,0,0,484,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
96,51228492,HOPITAL FLEURY,4104,6561,0,10665,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
97,51228500,HOPITAL JEAN-TALON,5219,3945,0,9164,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
98,51228690,HOPITAL DE LA MALBAIE,1565,723,0,2288,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
99,51228716,HOPITAL DE BAIE-SAINT-PAUL,926,1040,0,1966,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
100,51228757,HOPITAL CITE DE LA SANTE,29627,9094,0,38721,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
101,51228765,HOPITAL LE ROYER,3568,2319,0,5887,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
102,51228781,HOPITAL SAINTE-CROIX,11192,4730,0,15922,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
103,51228799,HOPITAL MEMORIAL DE WAKEFIELD/WAKEFIELD MEM. HOSPITAL,405,0,0,405,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
104,51228823,HOPITAL DE PAPINEAU,2337,3377,0,5714,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
105,51228856,CENTRE HOSPITALIER REGIONAL DE LANAUDIERE,15412,7767,0,23179,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
106,51228864,HOPITAL DE SAINT-EUSTACHE,15018,4883,0,19901,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
107,51228880,HOPITAL REGIONAL DE SAINT-JEROME,18873,7555,0,26428,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
108,51228906,HOPITAL D'AMOS,4236,2746,0,6982,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
109,51228922,HOPITAL DE ROUYN-NORANDA,4365,2600,0,6965,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
110,51228948,HOPITAL DE THETFORD MINES,5076,2822,0,7898,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
111,51228963,HOPITAL DE MONTMAGNY,4082,4420,0,8502,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
112,51228971,HOPITAL DE SAINT-GEORGES,8133,3287,0,11420,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
113,51229011,HOPITAL PIERRE-BOUCHER,21567,10063,0,31630,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
114,51229045,HOPITAL DU HAUT-RICHELIEU,17148,9927,0,27075,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
115,51229102,HOTEL-DIEU DE SOREL,6510,4143,0,10653,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
116,51229136,HOPITAL DU SUROIT,9482,4298,0,13780,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
117,51229151,CENTRE HOSPITALIER ANNA-LABERGE,10531,5805,0,16336,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
118,51229185,HOPITAL BROME-MISSISQUOI-PERKINS,5910,3136,0,9046,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
119,51229193,HOPITAL HONORE-MERCIER,10468,5445,0,15913,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
120,51229581,CENTRE DE PEDOPSYCHIATRIE,240,0,0,240,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
121,51231330,L'HOPITAL JEFFERY HALE,198,0,0,198,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
122,51232007,L'HOPITAL DE READAPTATION LINDSAY,732,0,0,732,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
123,51232015,INSTITUT DE READAPTATION DE MONTREAL,655,0,0,655,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
124,51232023,HOPITAL ET CENTRE D'HEBERGEMENT DE SEPT-ILES,3949,2201,0,6150,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
125,51232130,INST.UNIV. DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QC,14583,86,0,14669,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
126,51232189,INSTITUT UNIV.EN SANTE MENTALE DE QUEBEC,1842,820,0,2662,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
127,51233583,CENTRE DE SERVICES AVELLIN-DALCOURT,119,0,0,119,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
128,51233609,CSSS DE TEMISCAMING-ET-DE-KIPAWA,298,0,0,298,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
129,51233799,HOPITAL CHARLES LEMOYNE,22049,7871,0,29920,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
130,51233914,HOPITAL DE L'ENFANT-JESUS,14403,4842,0,19245,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
131,51233989,CENTRE HOSPITALIER PIERRE-JANET,687,0,0,687,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
132,51234235,HOPITAL CATHERINE-BOOTH,709,0,0,709,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
133,51234508,CSSS DE LA BASSE-COTE-NORD,219,5,0,224,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
134,51234938,HOPITAL RIVIERE-DES-PRAIRIES,427,0,0,427,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
135,51235141,CENTRE DE SANTE INUULITSIVIK,1341,257,0,1598,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
136,51235190,HOPITAL DOUGLAS,2032,0,0,2032,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
137,51235307,HOPITAL DE SOINS PSYCHIATRIQUES DE L'EST-DE-MTL,1656,59,0,1715,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
138,51235349,HOPITAL SHRINERS POUR ENFANTS (QUEBEC),508,307,0,815,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
139,54583356,CENTRE D'HEBERGEMENT DE L'HOTEL-DIEU-DE-ST- HYACINTHE,600,0,0,600,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
140,54780366,CENTRE HOSP. KATERI MEMORIAL-TEHSAKOTITSEN : THA,42,0,0,42,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
141,55617062,INSTITUT THORACIQUE DE MONTREAL,134,0,0,134,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
142,GRAND TOTAL,,798375,368083,153,1166611,S07-Nombre de départs par centre hospitalier,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
